N1,N2,...,Nx
[0, 8, 24, 49, 11, 1, 12, 46, 39, 24, 46, 22, 42, 18, 30, 26, 31, 30, 46, 48, 44, 46, 11, 13, 23, 10, 39, 23, 41, 8, 45, 24, 7, 9, 14, 31, 8, 37, 34, 10, 34, 17, 15, 13, 43, 3, 31, 18, 17, 37, 9, 22, 1, 46, 45, 41, 19, 34, 25, 26, 14, 44, 10, 17, 44, 8, 2, 33, 32, 17, 20, 48, 3, 12, 28, 27, 27, 27, 1, 3, 38, 2, 32, 48, 7, 44, 39, 8, 48, 39, 27, 24, 44, 1, 2, 45, 30, 23, 42, 1, 31, 17, 30, 27, 47, 6, 3, 10, 6, 0, 20, 43, 23, 12, 38, 29, 22, 39, 37, 49, 22, 4, 7, 6, 8, 4, 30, 46, 27, 45, 42, 37, 17, 43, 9, 32, 11, 15, 50, 50, 10, 36, 13, 34, 28, 31, 18, 27, 7, 14, 24, 16, 17, 34, 44, 46, 19, 20, 33, 34, 8, 9, 36, 43, 49, 34, 18, 22, 40, 17, 34, 21, 15]
[8, 0, 32, 43, 17, 28, 15, 17, 22, 5, 3, 28, 21, 19, 3, 21, 50, 40, 22, 40, 45, 31, 24, 27, 33, 26, 34, 5, 28, 31, 15, 25, 9, 2, 34, 31, 47, 44, 16, 46, 33, 5, 16, 29, 36, 15, 42, 48, 30, 48, 23, 28, 42, 1, 29, 10, 7, 49, 31, 37, 7, 43, 16, 13, 10, 17, 41, 0, 28, 13, 7, 47, 21, 48, 22, 46, 41, 44, 35, 25, 37, 18, 25, 36, 38, 22, 11, 0, 11, 44, 35, 45, 38, 14, 5, 42, 3, 8, 37, 19, 19, 12, 0, 41, 1, 26, 15, 49, 27, 4, 5, 41, 23, 46, 21, 44, 25, 49, 36, 14, 12, 24, 22, 26, 4, 42, 23, 3, 14, 33, 41, 25, 33, 37, 30, 39, 26, 21, 36, 29, 16, 2, 2, 36, 7, 8, 3, 10, 11, 42, 39, 38, 32, 27, 24, 50, 5, 19, 34, 7, 46, 15, 4, 42, 17, 15, 41, 25, 29, 41, 10, 48, 45]
[24, 32, 0, 42, 49, 8, 43, 48, 43, 19, 29, 38, 4, 47, 5, 25, 8, 8, 49, 2, 44, 24, 49, 32, 11, 33, 33, 8, 41, 4, 10, 13, 28, 0, 34, 35, 5, 5, 27, 21, 22, 12, 40, 38, 13, 44, 19, 10, 26, 4, 24, 5, 21, 47, 44, 19, 36, 42, 21, 40, 14, 4, 24, 37, 27, 46, 22, 27, 18, 10, 42, 5, 6, 46, 30, 4, 7, 1, 13, 16, 6, 45, 12, 44, 50, 15, 33, 30, 9, 12, 23, 49, 46, 22, 38, 14, 17, 19, 23, 1, 27, 2, 23, 9, 32, 25, 28, 8, 21, 31, 31, 13, 13, 0, 40, 33, 12, 15, 27, 46, 5, 14, 17, 17, 5, 22, 37, 22, 26, 35, 11, 7, 0, 30, 32, 7, 48, 14, 29, 18, 3, 48, 5, 50, 5, 3, 34, 44, 21, 36, 21, 14, 1, 14, 46, 47, 37, 35, 38, 9, 5, 48, 33, 6, 32, 14, 17, 1, 2, 19, 35, 15, 32]
[49, 43, 42, 0, 48, 27, 7, 5, 21, 48, 30, 11, 20, 17, 47, 29, 32, 18, 29, 36, 42, 50, 43, 47, 24, 29, 27, 21, 18, 47, 12, 44, 12, 30, 34, 0, 8, 49, 11, 2, 18, 32, 46, 19, 18, 26, 46, 6, 25, 22, 12, 31, 11, 4, 17, 10, 36, 22, 1, 36, 2, 45, 41, 38, 40, 3, 31, 24, 6, 34, 6, 21, 24, 44, 14, 10, 8, 3, 4, 36, 15, 42, 36, 43, 50, 48, 6, 17, 25, 34, 22, 13, 9, 44, 31, 35, 48, 11, 33, 11, 46, 34, 35, 38, 37, 50, 15, 0, 2, 8, 28, 28, 47, 44, 30, 3, 20, 8, 47, 1, 16, 12, 38, 44, 48, 44, 2, 32, 42, 45, 3, 43, 12, 20, 32, 28, 30, 15, 37, 3, 21, 30, 31, 23, 9, 33, 32, 13, 33, 37, 5, 12, 9, 37, 6, 30, 31, 38, 4, 18, 16, 21, 19, 44, 8, 33, 24, 39, 18, 14, 40, 43, 15]
[11, 17, 49, 48, 0, 33, 36, 37, 30, 0, 49, 2, 1, 14, 31, 11, 36, 4, 46, 1, 22, 18, 15, 44, 32, 23, 23, 17, 45, 0, 13, 48, 12, 19, 10, 42, 43, 2, 38, 10, 25, 20, 36, 29, 4, 24, 10, 48, 48, 49, 46, 21, 46, 34, 16, 38, 16, 12, 36, 23, 12, 32, 29, 33, 12, 9, 5, 47, 23, 11, 47, 44, 45, 43, 12, 13, 39, 23, 23, 4, 45, 22, 24, 1, 43, 24, 24, 30, 12, 11, 9, 40, 19, 13, 20, 43, 34, 18, 49, 43, 7, 36, 13, 0, 40, 24, 43, 37, 34, 11, 19, 23, 37, 16, 26, 29, 39, 45, 43, 24, 31, 14, 29, 3, 39, 35, 50, 47, 35, 38, 5, 27, 7, 19, 36, 4, 44, 10, 45, 36, 4, 28, 29, 10, 24, 1, 48, 28, 3, 34, 47, 30, 39, 2, 13, 0, 41, 0, 35, 40, 1, 18, 0, 13, 37, 8, 34, 3, 29, 45, 37, 43, 3]
[1, 28, 8, 27, 33, 0, 25, 0, 38, 47, 37, 20, 4, 1, 16, 16, 49, 33, 20, 42, 30, 45, 44, 26, 35, 3, 16, 50, 48, 2, 5, 8, 19, 27, 30, 22, 22, 45, 7, 8, 1, 12, 30, 30, 25, 19, 39, 1, 44, 3, 37, 40, 27, 21, 9, 44, 31, 17, 13, 17, 2, 6, 17, 50, 21, 12, 40, 12, 6, 17, 16, 0, 37, 28, 49, 11, 0, 13, 44, 17, 11, 38, 21, 33, 24, 6, 29, 42, 46, 7, 46, 43, 18, 42, 24, 33, 14, 42, 12, 37, 34, 46, 7, 15, 21, 23, 37, 2, 32, 29, 27, 33, 5, 13, 23, 22, 0, 46, 2, 28, 42, 35, 41, 9, 38, 35, 43, 2, 17, 24, 27, 44, 29, 32, 49, 0, 46, 27, 23, 39, 17, 28, 28, 3, 43, 45, 42, 7, 41, 41, 47, 41, 8, 12, 0, 12, 47, 6, 43, 13, 21, 33, 13, 39, 39, 37, 23, 29, 32, 45, 46, 26, 30]
[12, 15, 43, 7, 36, 25, 0, 12, 38, 15, 30, 18, 41, 38, 3, 41, 10, 34, 36, 47, 36, 28, 31, 39, 13, 12, 43, 35, 39, 8, 46, 20, 38, 22, 19, 21, 28, 49, 36, 25, 16, 16, 47, 30, 8, 7, 43, 50, 16, 12, 48, 9, 30, 24, 41, 10, 28, 46, 0, 43, 20, 50, 25, 48, 38, 4, 16, 28, 26, 24, 37, 39, 10, 7, 11, 16, 41, 28, 8, 35, 26, 11, 11, 13, 24, 40, 49, 0, 40, 23, 19, 38, 49, 49, 14, 49, 43, 50, 35, 45, 44, 2, 34, 21, 10, 1, 1, 36, 11, 10, 3, 23, 3, 16, 44, 7, 10, 17, 46, 35, 18, 39, 37, 14, 21, 11, 50, 11, 36, 44, 35, 8, 5, 32, 33, 31, 13, 38, 26, 41, 44, 3, 12, 4, 50, 17, 9, 18, 27, 29, 47, 3, 37, 9, 16, 23, 44, 14, 48, 45, 27, 39, 3, 22, 26, 31, 43, 42, 28, 34, 34, 13, 48]
[46, 17, 48, 5, 37, 0, 12, 0, 34, 37, 49, 23, 11, 28, 7, 7, 37, 12, 12, 50, 24, 48, 44, 18, 38, 22, 29, 33, 3, 11, 37, 2, 29, 28, 17, 1, 2, 12, 29, 28, 42, 43, 40, 49, 43, 9, 5, 23, 30, 6, 23, 25, 18, 42, 2, 7, 12, 27, 0, 30, 20, 32, 11, 34, 5, 42, 24, 43, 10, 32, 12, 49, 50, 26, 7, 34, 48, 24, 6, 10, 34, 21, 27, 48, 38, 31, 3, 20, 9, 7, 13, 1, 1, 12, 5, 45, 1, 27, 16, 16, 24, 0, 24, 24, 12, 23, 26, 43, 29, 1, 35, 39, 25, 24, 5, 24, 45, 31, 28, 34, 14, 10, 48, 43, 10, 9, 17, 42, 41, 43, 18, 16, 1, 2, 48, 42, 22, 37, 5, 27, 33, 22, 42, 33, 19, 16, 13, 15, 24, 49, 11, 16, 20, 10, 27, 19, 50, 48, 14, 23, 6, 24, 34, 16, 29, 24, 21, 45, 48, 41, 0, 11, 9]
[39, 22, 43, 21, 30, 38, 38, 34, 0, 2, 14, 35, 46, 47, 1, 39, 19, 21, 47, 44, 2, 33, 18, 28, 30, 17, 14, 34, 14, 18, 21, 17, 5, 28, 37, 24, 48, 17, 6, 22, 46, 8, 10, 7, 47, 24, 27, 20, 24, 34, 49, 26, 16, 49, 7, 21, 34, 29, 26, 14, 30, 17, 8, 18, 4, 42, 13, 4, 17, 50, 39, 5, 23, 41, 38, 7, 30, 45, 18, 16, 49, 45, 2, 33, 33, 36, 19, 35, 39, 23, 32, 29, 30, 30, 11, 50, 39, 34, 23, 49, 1, 8, 10, 22, 48, 4, 36, 15, 13, 31, 38, 8, 16, 40, 17, 33, 14, 44, 35, 8, 42, 18, 2, 14, 49, 24, 42, 14, 1, 12, 34, 46, 34, 15, 48, 7, 37, 46, 35, 36, 44, 27, 12, 30, 46, 18, 3, 16, 17, 37, 8, 21, 10, 26, 37, 1, 29, 43, 42, 6, 44, 14, 14, 31, 35, 31, 15, 42, 47, 33, 35, 50, 23]
[24, 5, 19, 48, 0, 47, 15, 37, 2, 0, 48, 5, 18, 1, 28, 30, 8, 19, 8, 7, 17, 16, 8, 15, 46, 40, 0, 33, 49, 16, 45, 10, 0, 16, 35, 21, 33, 16, 41, 46, 24, 19, 49, 39, 46, 38, 47, 9, 20, 18, 26, 16, 2, 0, 34, 3, 25, 45, 28, 10, 28, 49, 2, 41, 9, 33, 48, 36, 44, 22, 46, 7, 1, 30, 30, 34, 47, 3, 48, 3, 29, 25, 6, 37, 11, 50, 45, 10, 33, 12, 25, 7, 9, 18, 41, 0, 19, 9, 2, 17, 17, 27, 13, 46, 46, 50, 45, 5, 3, 47, 26, 4, 48, 24, 48, 26, 11, 32, 37, 29, 28, 0, 36, 17, 17, 7, 41, 32, 40, 37, 15, 43, 29, 14, 24, 5, 32, 35, 14, 6, 38, 4, 16, 9, 18, 44, 37, 35, 1, 35, 25, 25, 20, 33, 30, 49, 46, 15, 6, 48, 49, 32, 49, 45, 22, 29, 35, 49, 18, 24, 18, 50, 47]
