N1,N2,...,Nx
[0, 28, 43, 5, 7, 15, 4, 4, 13, 46, 18, 16, 47, 24, 23, 20, 48, 29, 10, 6, 45, 6, 34, 41, 43, 43, 39, 0, 23, 1, 44, 49, 11, 29, 16, 43, 15, 31, 11, 32, 21, 41, 25, 37, 7, 49, 34, 27, 12, 13, 39, 8, 45, 40, 37, 21, 14, 27, 32, 3, 17, 26, 26, 25, 2, 34, 27, 21, 43, 43, 48, 18, 0, 3, 33, 27, 45, 33, 48, 43, 3, 46, 21, 29, 33, 47, 49, 7, 33, 3, 33, 50, 22, 49, 50, 25, 23, 20, 40, 9, 34, 23, 32, 3, 34, 22, 44, 46, 20, 22, 37, 29, 23, 7, 43, 14, 23, 24, 22, 12, 19, 30, 40, 36, 25, 8, 44, 18, 5, 41, 9, 15, 34, 35, 41, 37, 1, 15, 6, 16, 25, 49, 30, 49, 38, 7, 44, 16, 49, 2, 35, 33, 37, 40, 0, 41, 49, 40, 15, 28, 37, 44, 42, 38, 25, 39, 30, 8, 25, 11, 40, 6, 26, 19, 17, 47, 28, 36, 36, 20, 36, 41, 50, 17, 40, 20, 2, 43, 35, 13, 23, 35, 14, 34, 38, 49, 28, 32, 39, 9, 15, 35, 47, 8, 21, 2, 2]
[28, 0, 9, 35, 47, 45, 32, 29, 47, 16, 8, 50, 27, 36, 49, 38, 42, 8, 5, 42, 41, 45, 22, 34, 36, 36, 36, 22, 40, 14, 20, 10, 41, 13, 38, 6, 4, 47, 27, 4, 44, 32, 35, 14, 30, 6, 42, 8, 36, 39, 32, 18, 11, 12, 26, 19, 29, 24, 6, 41, 31, 8, 3, 16, 41, 1, 4, 31, 38, 44, 10, 33, 25, 4, 20, 30, 13, 45, 34, 7, 49, 11, 0, 40, 1, 10, 37, 31, 4, 49, 28, 4, 18, 13, 6, 33, 35, 33, 44, 6, 32, 32, 44, 48, 7, 46, 35, 23, 41, 34, 43, 33, 50, 13, 19, 26, 41, 10, 48, 20, 34, 20, 31, 29, 39, 47, 9, 31, 36, 21, 29, 16, 22, 0, 28, 35, 37, 35, 42, 36, 42, 9, 4, 43, 35, 38, 1, 5, 45, 49, 16, 20, 5, 41, 38, 28, 25, 35, 50, 11, 21, 2, 25, 27, 27, 33, 7, 14, 13, 3, 16, 32, 41, 14, 23, 46, 31, 3, 27, 46, 5, 41, 30, 31, 43, 39, 3, 50, 50, 2, 29, 37, 1, 43, 9, 11, 48, 32, 31, 43, 46, 19, 15, 29, 50, 7, 3]
[43, 9, 0, 4, 13, 13, 4, 43, 38, 33, 13, 20, 31, 13, 39, 40, 48, 15, 7, 8, 11, 23, 31, 9, 31, 46, 8, 36, 2, 25, 27, 2, 38, 24, 30, 32, 49, 37, 6, 13, 9, 46, 26, 4, 43, 28, 44, 26, 16, 29, 18, 26, 11, 12, 4, 45, 29, 44, 42, 32, 11, 41, 10, 14, 40, 24, 3, 14, 40, 20, 13, 4, 1, 40, 42, 15, 50, 48, 47, 49, 21, 42, 14, 48, 19, 5, 32, 49, 31, 21, 30, 6, 34, 44, 32, 1, 19, 15, 50, 35, 37, 13, 36, 2, 29, 26, 43, 8, 35, 24, 2, 24, 24, 27, 44, 46, 28, 35, 21, 9, 50, 35, 40, 8, 43, 35, 9, 32, 31, 31, 40, 2, 3, 31, 48, 27, 50, 1, 35, 1, 23, 45, 45, 10, 25, 21, 16, 19, 32, 28, 35, 17, 42, 18, 28, 1, 4, 3, 26, 23, 47, 48, 6, 27, 20, 1, 0, 21, 34, 31, 23, 40, 0, 39, 9, 16, 49, 18, 32, 37, 45, 2, 38, 35, 26, 11, 9, 39, 34, 17, 42, 36, 7, 8, 49, 36, 10, 17, 39, 33, 1, 45, 41, 40, 19, 32, 43]
[5, 35, 4, 0, 19, 3, 10, 38, 14, 20, 12, 10, 26, 1, 29, 46, 50, 7, 22, 39, 43, 45, 1, 43, 50, 23, 28, 10, 45, 7, 24, 7, 49, 47, 0, 7, 20, 4, 3, 27, 32, 36, 5, 38, 35, 10, 48, 12, 9, 7, 22, 23, 50, 47, 48, 10, 28, 30, 9, 19, 11, 37, 40, 4, 33, 4, 21, 24, 49, 38, 10, 17, 18, 8, 36, 31, 43, 41, 48, 28, 13, 32, 37, 2, 23, 36, 7, 23, 19, 1, 29, 22, 18, 8, 13, 35, 23, 37, 44, 21, 21, 36, 9, 17, 21, 17, 45, 20, 45, 18, 18, 26, 3, 35, 10, 44, 30, 21, 10, 8, 12, 29, 14, 46, 9, 45, 28, 46, 20, 6, 16, 7, 50, 13, 7, 30, 46, 12, 33, 33, 49, 11, 35, 49, 12, 9, 32, 40, 38, 34, 11, 29, 11, 45, 3, 1, 31, 46, 23, 12, 49, 25, 6, 41, 46, 18, 19, 14, 15, 30, 3, 29, 7, 27, 19, 41, 40, 29, 31, 45, 44, 25, 34, 12, 12, 41, 36, 40, 47, 35, 44, 25, 45, 26, 47, 27, 33, 42, 37, 48, 17, 49, 36, 12, 20, 12, 43]
[7, 47, 13, 19, 0, 17, 4, 30, 49, 15, 27, 35, 21, 2, 18, 41, 47, 38, 48, 15, 9, 35, 44, 15, 10, 24, 14, 44, 5, 0, 36, 3, 37, 29, 24, 16, 32, 47, 42, 32, 6, 44, 38, 1, 2, 49, 41, 7, 38, 28, 27, 50, 10, 43, 41, 36, 38, 25, 12, 46, 20, 31, 3, 3, 0, 4, 43, 36, 4, 20, 22, 44, 13, 46, 5, 36, 40, 5, 31, 22, 29, 5, 27, 13, 48, 21, 29, 10, 26, 19, 0, 6, 32, 14, 35, 23, 50, 35, 32, 1, 47, 46, 46, 34, 25, 48, 11, 40, 19, 8, 1, 34, 39, 0, 47, 13, 6, 17, 33, 15, 14, 18, 46, 6, 0, 24, 45, 9, 34, 35, 18, 13, 16, 47, 28, 21, 18, 24, 43, 9, 34, 17, 6, 3, 1, 15, 22, 40, 33, 36, 50, 1, 45, 44, 10, 50, 37, 42, 43, 16, 17, 16, 10, 43, 29, 36, 48, 1, 14, 0, 47, 9, 18, 48, 26, 7, 7, 7, 39, 48, 21, 25, 27, 41, 41, 46, 17, 45, 38, 32, 35, 6, 5, 38, 1, 44, 40, 36, 4, 17, 0, 21, 17, 30, 3, 8, 15]
[15, 45, 13, 3, 17, 0, 0, 29, 9, 32, 25, 24, 36, 43, 36, 6, 47, 21, 2, 23, 15, 30, 7, 38, 33, 20, 12, 12, 38, 42, 21, 38, 31, 6, 33, 26, 13, 5, 18, 23, 6, 14, 7, 21, 42, 16, 44, 20, 15, 11, 7, 23, 3, 33, 45, 16, 45, 48, 46, 38, 1, 44, 17, 49, 0, 0, 43, 50, 15, 22, 15, 31, 18, 49, 6, 29, 21, 22, 47, 10, 22, 14, 4, 17, 4, 46, 11, 8, 19, 18, 45, 35, 29, 10, 10, 14, 22, 5, 46, 48, 12, 25, 46, 46, 14, 43, 25, 19, 7, 50, 14, 0, 17, 46, 1, 14, 1, 12, 35, 46, 45, 46, 30, 2, 42, 46, 3, 25, 30, 41, 33, 25, 8, 24, 47, 0, 33, 11, 3, 42, 8, 16, 18, 23, 38, 26, 14, 43, 20, 21, 50, 23, 1, 9, 6, 30, 50, 8, 40, 16, 12, 25, 25, 43, 14, 33, 7, 44, 48, 5, 17, 37, 36, 0, 8, 31, 27, 20, 9, 11, 43, 10, 5, 28, 38, 7, 46, 34, 35, 0, 21, 12, 42, 32, 29, 31, 17, 48, 24, 43, 22, 23, 41, 4, 1, 22, 11]
[4, 32, 4, 10, 4, 0, 0, 9, 5, 29, 22, 41, 5, 2, 34, 23, 31, 17, 5, 36, 33, 30, 27, 6, 6, 12, 2, 25, 46, 45, 16, 1, 26, 7, 25, 24, 1, 12, 48, 16, 29, 26, 27, 40, 15, 30, 23, 24, 35, 18, 17, 22, 44, 42, 20, 22, 6, 26, 33, 15, 29, 0, 34, 45, 8, 36, 8, 26, 8, 4, 14, 40, 45, 22, 0, 23, 7, 37, 7, 37, 18, 15, 44, 4, 9, 41, 30, 43, 6, 50, 7, 16, 15, 47, 27, 33, 48, 40, 1, 15, 17, 10, 47, 27, 14, 24, 7, 9, 31, 16, 0, 4, 44, 30, 43, 35, 29, 4, 31, 30, 31, 31, 13, 37, 43, 7, 25, 14, 25, 38, 5, 49, 12, 25, 25, 16, 20, 45, 0, 30, 7, 5, 18, 26, 40, 39, 29, 39, 17, 10, 31, 37, 49, 42, 17, 8, 18, 43, 39, 29, 20, 20, 38, 48, 41, 1, 18, 37, 40, 40, 35, 34, 32, 19, 32, 45, 45, 17, 44, 31, 17, 42, 14, 23, 33, 25, 5, 0, 47, 23, 24, 25, 25, 42, 40, 13, 47, 18, 16, 27, 31, 21, 36, 37, 26, 24, 9]
[4, 29, 43, 38, 30, 29, 9, 0, 19, 16, 8, 50, 23, 8, 41, 9, 14, 22, 9, 17, 35, 11, 32, 31, 21, 10, 38, 11, 31, 35, 39, 50, 36, 25, 28, 19, 37, 31, 40, 25, 13, 37, 23, 46, 36, 7, 11, 35, 25, 42, 10, 21, 40, 28, 0, 44, 12, 9, 3, 30, 2, 28, 27, 11, 29, 16, 40, 18, 29, 30, 11, 1, 10, 9, 21, 21, 7, 34, 0, 26, 49, 11, 43, 41, 49, 44, 7, 18, 26, 4, 1, 16, 18, 42, 46, 28, 4, 44, 1, 0, 30, 17, 38, 25, 2, 35, 5, 24, 12, 17, 9, 36, 7, 46, 34, 48, 9, 4, 3, 42, 35, 4, 37, 24, 37, 46, 10, 32, 16, 33, 19, 36, 2, 30, 6, 44, 29, 1, 3, 5, 46, 16, 38, 43, 39, 4, 8, 44, 16, 30, 44, 37, 38, 11, 11, 44, 24, 43, 18, 39, 25, 1, 5, 27, 7, 3, 27, 29, 9, 49, 40, 44, 46, 2, 47, 6, 0, 49, 38, 25, 9, 30, 1, 2, 42, 47, 33, 10, 5, 24, 43, 21, 6, 10, 7, 17, 43, 9, 37, 0, 25, 47, 34, 28, 3, 18, 30]
[13, 47, 38, 14, 49, 9, 5, 19, 0, 38, 47, 36, 8, 16, 15, 32, 7, 8, 29, 22, 9, 17, 8, 49, 13, 6, 19, 6, 16, 16, 47, 15, 2, 35, 11, 8, 10, 1, 2, 25, 26, 38, 29, 31, 12, 41, 12, 29, 27, 17, 22, 46, 12, 44, 32, 22, 23, 9, 8, 26, 5, 6, 47, 14, 23, 48, 0, 9, 40, 33, 43, 49, 5, 4, 41, 36, 40, 12, 15, 22, 2, 35, 0, 44, 48, 37, 22, 18, 14, 47, 32, 12, 47, 43, 22, 1, 44, 28, 24, 0, 4, 25, 33, 38, 28, 36, 19, 41, 17, 7, 38, 3, 40, 12, 28, 14, 38, 29, 6, 16, 26, 28, 7, 10, 17, 30, 13, 18, 21, 0, 10, 40, 44, 12, 30, 9, 17, 16, 13, 21, 8, 32, 25, 48, 6, 19, 25, 36, 46, 12, 46, 7, 12, 47, 26, 34, 43, 35, 15, 40, 13, 50, 10, 0, 13, 42, 37, 34, 18, 0, 18, 27, 40, 34, 50, 18, 21, 43, 21, 12, 26, 29, 38, 15, 20, 25, 2, 21, 44, 0, 24, 0, 46, 3, 25, 6, 0, 32, 34, 47, 40, 28, 25, 25, 2, 21, 9]
[46, 16, 33, 20, 15, 32, 29, 16, 38, 0, 4, 5, 49, 16, 34, 2, 25, 26, 27, 49, 38, 27, 22, 49, 43, 50, 11, 16, 1, 4, 21, 9, 18, 11, 8, 39, 12, 48, 31, 11, 20, 34, 21, 31, 33, 3, 2, 6, 12, 33, 29, 7, 7, 11, 50, 11, 18, 29, 12, 48, 24, 35, 44, 22, 45, 18, 50, 41, 0, 4, 30, 0, 16, 19, 33, 20, 9, 38, 47, 36, 32, 14, 0, 50, 44, 43, 33, 18, 16, 44, 49, 32, 16, 38, 33, 15, 36, 19, 20, 16, 43, 13, 2, 27, 31, 8, 15, 41, 4, 28, 11, 35, 42, 49, 2, 2, 22, 2, 40, 48, 38, 10, 8, 12, 44, 25, 28, 28, 44, 17, 11, 16, 36, 5, 19, 23, 42, 37, 37, 20, 39, 36, 22, 39, 16, 49, 50, 23, 2, 44, 21, 6, 13, 20, 33, 33, 37, 37, 10, 41, 23, 3, 7, 38, 25, 0, 3, 8, 23, 34, 44, 40, 19, 4, 6, 37, 16, 27, 22, 14, 29, 14, 23, 2, 5, 45, 34, 22, 2, 18, 26, 40, 40, 32, 47, 42, 33, 11, 37, 38, 47, 15, 44, 1, 43, 40, 12]
