N1,N2,...,Nx
[0, 43, 50, 32, 14, 28, 26, 44, 29, 49, 8, 26, 2, 46, 44, 11, 1, 41, 35, 14, 46, 48, 33, 18, 10, 6, 44, 1, 46, 48, 11, 20, 27, 4, 39, 7, 24, 31, 31, 42, 2, 31, 47, 8, 39, 32, 22, 26, 48, 28, 2, 37, 4, 43, 35, 6, 24, 38, 26, 9, 29, 50, 5, 46, 5, 47, 24, 27, 32, 18, 13, 2, 43, 0, 48, 5, 23, 1, 32, 7, 31, 6, 6, 15, 48, 49, 48, 43, 47, 39, 0, 12, 29, 4, 25, 2, 31, 11, 0, 2, 15, 49, 20, 8, 36, 28, 8, 1, 44, 27, 24, 31, 16, 20, 40, 49]
[43, 0, 17, 19, 42, 41, 19, 49, 26, 41, 27, 0, 7, 16, 10, 27, 22, 15, 50, 30, 27, 35, 45, 14, 13, 49, 37, 49, 36, 7, 10, 25, 48, 35, 46, 37, 11, 44, 19, 27, 22, 46, 47, 29, 29, 33, 16, 4, 42, 12, 32, 34, 42, 17, 29, 50, 34, 11, 34, 11, 33, 30, 11, 32, 43, 28, 23, 45, 23, 15, 14, 18, 38, 8, 48, 2, 27, 12, 41, 38, 29, 14, 47, 2, 28, 15, 18, 24, 18, 15, 24, 22, 39, 22, 24, 30, 23, 22, 47, 1, 40, 31, 11, 14, 39, 14, 23, 20, 38, 20, 48, 0, 3, 46, 46, 31]
[50, 17, 0, 14, 34, 18, 8, 40, 12, 50, 30, 23, 0, 4, 40, 7, 18, 28, 44, 30, 3, 27, 20, 3, 7, 15, 0, 47, 36, 31, 50, 22, 27, 29, 10, 21, 17, 0, 26, 25, 18, 41, 38, 26, 31, 27, 24, 48, 4, 6, 4, 5, 40, 31, 44, 48, 12, 37, 36, 38, 41, 16, 22, 3, 23, 24, 30, 11, 40, 16, 37, 13, 41, 32, 37, 27, 21, 36, 16, 16, 19, 47, 30, 35, 45, 32, 32, 9, 18, 1, 37, 21, 21, 24, 31, 7, 38, 7, 38, 13, 37, 23, 31, 50, 12, 28, 47, 50, 4, 40, 7, 19, 9, 33, 37, 37]
[32, 19, 14, 0, 44, 7, 50, 36, 2, 38, 47, 8, 24, 45, 24, 36, 7, 48, 11, 31, 40, 12, 50, 40, 22, 4, 39, 20, 8, 24, 15, 23, 12, 50, 40, 30, 3, 19, 7, 4, 38, 5, 31, 11, 18, 0, 37, 46, 12, 46, 7, 10, 24, 15, 20, 33, 39, 4, 37, 37, 30, 48, 8, 4, 2, 14, 6, 18, 14, 21, 4, 19, 25, 13, 0, 17, 15, 40, 26, 49, 36, 5, 23, 9, 40, 9, 38, 45, 32, 29, 3, 20, 25, 21, 44, 18, 44, 49, 41, 2, 48, 23, 28, 4, 46, 13, 42, 16, 29, 13, 29, 46, 1, 18, 31, 13]
[14, 42, 34, 44, 0, 3, 3, 9, 31, 15, 35, 4, 34, 33, 31, 3, 24, 46, 38, 29, 29, 14, 23, 3, 15, 16, 16, 33, 26, 10, 19, 45, 18, 43, 45, 10, 47, 35, 7, 45, 37, 39, 37, 47, 8, 37, 21, 16, 43, 18, 15, 17, 3, 42, 12, 27, 10, 40, 7, 15, 30, 3, 50, 32, 6, 28, 40, 47, 10, 28, 46, 25, 37, 4, 28, 1, 49, 26, 22, 1, 7, 19, 16, 26, 34, 1, 32, 13, 33, 44, 45, 9, 16, 9, 33, 27, 2, 50, 27, 8, 38, 18, 10, 22, 3, 32, 38, 34, 6, 46, 15, 47, 22, 42, 45, 22]
[28, 41, 18, 7, 3, 0, 23, 28, 1, 33, 20, 37, 12, 34, 35, 29, 50, 50, 46, 34, 25, 41, 33, 2, 27, 48, 14, 19, 48, 19, 24, 7, 33, 36, 48, 4, 25, 26, 39, 22, 40, 0, 18, 31, 16, 7, 16, 18, 49, 3, 26, 22, 11, 20, 23, 29, 8, 3, 46, 19, 14, 39, 14, 25, 31, 25, 29, 42, 41, 5, 47, 41, 13, 37, 10, 6, 13, 13, 50, 12, 25, 19, 15, 0, 30, 23, 0, 33, 13, 50, 31, 40, 37, 48, 30, 42, 26, 21, 35, 32, 25, 26, 33, 30, 45, 50, 30, 4, 5, 29, 7, 21, 26, 24, 2, 49]
[26, 19, 8, 50, 3, 23, 0, 6, 22, 19, 34, 3, 0, 5, 18, 44, 12, 29, 15, 7, 20, 33, 18, 32, 10, 34, 40, 38, 49, 6, 47, 44, 6, 31, 24, 43, 11, 43, 6, 32, 35, 7, 38, 8, 14, 43, 1, 7, 49, 32, 46, 5, 31, 32, 50, 31, 45, 43, 15, 32, 48, 39, 19, 5, 12, 40, 23, 10, 31, 46, 12, 41, 21, 22, 15, 19, 10, 28, 35, 38, 7, 42, 4, 8, 4, 21, 1, 20, 14, 24, 20, 22, 14, 21, 29, 42, 18, 0, 37, 2, 6, 18, 25, 16, 4, 21, 43, 48, 13, 0, 46, 33, 5, 25, 15, 4]
[44, 49, 40, 36, 9, 28, 6, 0, 3, 27, 10, 20, 15, 15, 36, 35, 27, 49, 11, 15, 15, 26, 31, 21, 5, 32, 37, 20, 14, 11, 41, 27, 44, 17, 38, 45, 21, 2, 48, 1, 28, 16, 34, 34, 49, 20, 37, 37, 39, 25, 45, 22, 32, 20, 23, 15, 9, 12, 37, 10, 31, 28, 41, 15, 19, 5, 6, 41, 38, 21, 12, 23, 10, 30, 32, 36, 19, 42, 48, 49, 5, 7, 32, 46, 47, 16, 36, 11, 41, 31, 25, 34, 12, 44, 4, 10, 33, 39, 22, 35, 33, 11, 1, 44, 9, 5, 28, 40, 35, 28, 23, 9, 10, 49, 35, 20]
[29, 26, 12, 2, 31, 1, 22, 3, 0, 34, 39, 46, 43, 20, 34, 41, 7, 26, 41, 7, 42, 33, 26, 4, 12, 48, 40, 13, 1, 15, 21, 15, 24, 16, 19, 28, 42, 21, 46, 38, 7, 45, 18, 15, 15, 3, 27, 31, 26, 17, 5, 32, 21, 13, 8, 45, 2, 16, 6, 19, 50, 5, 30, 22, 28, 32, 44, 3, 50, 6, 47, 15, 28, 14, 4, 18, 46, 35, 44, 39, 1, 24, 26, 49, 47, 17, 49, 11, 11, 40, 3, 10, 45, 17, 19, 39, 1, 37, 11, 27, 24, 13, 0, 47, 38, 32, 40, 46, 42, 45, 16, 9, 26, 16, 36, 24]
[49, 41, 50, 38, 15, 33, 19, 27, 34, 0, 32, 23, 41, 34, 44, 50, 32, 2, 17, 16, 43, 10, 8, 25, 41, 17, 14, 38, 8, 43, 43, 28, 38, 2, 25, 27, 32, 43, 39, 31, 49, 40, 28, 10, 32, 2, 31, 5, 24, 27, 19, 22, 3, 39, 44, 5, 41, 46, 34, 49, 40, 2, 28, 39, 34, 24, 27, 28, 29, 30, 41, 31, 37, 28, 49, 28, 36, 44, 4, 23, 45, 8, 49, 10, 21, 17, 44, 12, 16, 48, 38, 40, 10, 11, 29, 27, 17, 43, 1, 21, 4, 28, 49, 3, 12, 49, 12, 39, 21, 28, 17, 38, 37, 14, 48, 4]
