N1,N2,...,Nx
[0, 28, 43, 8, 10, 15, 47, 23, 24, 5, 6, 30, 20, 2, 19, 4, 35, 25, 30, 21, 50, 27, 8, 20, 15, 43, 1, 27, 3, 33, 50, 40, 45, 1, 10, 9, 30, 26, 43, 17, 5, 36, 23, 30, 35, 22, 5, 22, 8, 21, 48, 49, 11, 20, 36, 48, 29, 23, 31, 29, 30, 23, 24, 21, 32, 23, 44, 27, 8, 33, 31, 45, 35, 43, 13, 14, 39, 27, 11, 50, 11, 2, 41, 20, 45, 29, 14, 41, 45, 0, 39, 20, 18, 8, 46, 13, 41, 21, 36, 1, 3, 49, 33, 50, 30, 19, 3, 15, 21, 45, 38, 5, 0, 39, 1, 31, 5, 4, 28, 0, 27, 13, 23, 45, 18, 35, 9, 1, 48, 27, 13, 37, 34, 45, 30, 4, 19, 3, 6, 32, 19, 42, 26, 18, 7, 26, 2, 20, 50, 8, 2, 37, 20, 27, 39, 14, 22, 9, 7, 26, 4, 29, 17, 0, 44, 6, 7, 45, 15, 37, 46, 38, 17, 19, 35, 18, 18, 50, 25, 23, 1, 26, 32, 8, 18, 48, 34, 41, 7, 46, 28, 14, 23, 34, 4, 24, 4, 4, 1, 41, 26, 27, 10, 43, 28, 3, 29, 20, 26, 16, 32, 20, 21, 14, 44, 38, 3, 11, 1, 39, 25, 10, 1, 21, 23, 1, 21, 37, 2, 21, 9, 47, 34, 49, 41, 18, 34, 13, 47, 1, 27, 8, 34]
[28, 0, 24, 18, 27, 39, 23, 5, 5, 21, 32, 23, 13, 1, 46, 6, 42, 28, 27, 29, 15, 46, 9, 24, 36, 23, 19, 4, 17, 30, 22, 35, 33, 44, 16, 6, 50, 46, 11, 10, 33, 5, 48, 18, 8, 47, 9, 16, 30, 5, 4, 44, 48, 15, 25, 22, 48, 21, 27, 7, 17, 21, 2, 18, 2, 27, 37, 35, 2, 1, 20, 47, 15, 28, 30, 0, 32, 40, 2, 26, 11, 41, 3, 15, 17, 7, 40, 40, 7, 44, 15, 1, 16, 9, 19, 30, 29, 32, 39, 31, 3, 33, 7, 49, 16, 10, 48, 28, 5, 16, 3, 35, 2, 29, 50, 34, 12, 14, 38, 4, 18, 14, 40, 45, 3, 33, 25, 38, 11, 2, 36, 22, 4, 6, 29, 30, 3, 21, 7, 50, 20, 41, 14, 50, 4, 17, 25, 13, 7, 28, 30, 9, 38, 32, 21, 33, 32, 15, 5, 17, 46, 34, 33, 44, 30, 32, 0, 13, 48, 47, 35, 49, 31, 48, 43, 7, 36, 45, 29, 12, 36, 31, 17, 50, 46, 5, 26, 2, 1, 1, 28, 8, 4, 13, 33, 6, 1, 21, 41, 15, 15, 0, 33, 33, 50, 11, 49, 19, 5, 23, 1, 44, 40, 27, 37, 45, 14, 36, 40, 5, 17, 12, 20, 6, 18, 19, 41, 50, 12, 22, 12, 45, 48, 49, 38, 4, 50, 26, 24, 38, 10, 5, 18]
[43, 24, 0, 37, 15, 29, 33, 31, 19, 41, 2, 25, 40, 25, 26, 15, 48, 12, 36, 39, 38, 21, 9, 28, 7, 43, 44, 46, 6, 30, 19, 3, 17, 46, 11, 49, 44, 47, 36, 8, 41, 33, 39, 37, 31, 3, 23, 42, 9, 24, 19, 25, 30, 0, 17, 31, 46, 32, 20, 8, 20, 5, 10, 5, 36, 28, 28, 10, 34, 38, 34, 20, 27, 34, 20, 46, 34, 33, 11, 34, 42, 39, 15, 48, 1, 42, 16, 50, 3, 41, 36, 20, 1, 44, 43, 24, 8, 32, 41, 25, 49, 32, 32, 15, 5, 47, 28, 49, 8, 9, 8, 43, 20, 2, 21, 49, 27, 50, 38, 12, 32, 49, 30, 23, 21, 33, 43, 0, 29, 35, 27, 28, 40, 21, 49, 9, 11, 4, 49, 28, 27, 10, 22, 21, 1, 7, 25, 2, 29, 1, 38, 25, 33, 48, 33, 12, 5, 20, 28, 8, 46, 23, 35, 5, 5, 31, 35, 47, 24, 14, 5, 44, 24, 14, 25, 13, 21, 31, 39, 0, 50, 25, 38, 21, 6, 24, 48, 41, 45, 44, 29, 22, 11, 49, 32, 18, 21, 14, 21, 23, 28, 3, 46, 25, 36, 6, 3, 40, 36, 0, 9, 21, 42, 28, 26, 29, 3, 17, 9, 11, 0, 34, 46, 39, 43, 32, 20, 9, 30, 15, 44, 41, 20, 28, 24, 24, 23, 34, 14, 43, 36, 50, 28]
[8, 18, 37, 0, 4, 4, 44, 17, 49, 3, 13, 16, 14, 25, 49, 34, 5, 48, 33, 20, 37, 7, 15, 2, 19, 14, 27, 14, 34, 26, 22, 43, 50, 1, 46, 48, 26, 6, 48, 28, 37, 20, 9, 36, 35, 12, 18, 14, 9, 35, 26, 28, 27, 14, 50, 21, 8, 18, 11, 49, 13, 7, 47, 16, 35, 34, 6, 33, 4, 18, 10, 7, 33, 16, 45, 40, 4, 22, 6, 0, 30, 44, 18, 13, 11, 11, 3, 13, 20, 37, 39, 37, 28, 24, 48, 6, 31, 20, 9, 14, 14, 24, 28, 40, 21, 26, 48, 18, 28, 17, 43, 10, 16, 31, 45, 15, 20, 39, 48, 18, 49, 27, 32, 27, 41, 17, 11, 12, 50, 35, 4, 42, 30, 9, 17, 31, 17, 42, 8, 0, 22, 1, 42, 19, 39, 18, 50, 32, 13, 50, 3, 12, 25, 32, 4, 9, 38, 47, 13, 8, 42, 34, 38, 23, 29, 18, 16, 38, 10, 36, 0, 20, 43, 33, 20, 21, 3, 23, 9, 34, 17, 26, 4, 3, 10, 19, 27, 11, 50, 38, 23, 41, 36, 10, 18, 7, 13, 26, 9, 19, 31, 4, 20, 4, 6, 37, 27, 1, 27, 33, 0, 22, 33, 25, 8, 45, 27, 14, 3, 49, 17, 10, 27, 20, 26, 22, 24, 0, 5, 17, 49, 5, 5, 20, 9, 37, 26, 35, 29, 20, 1, 46, 7]
[10, 27, 15, 4, 0, 45, 49, 1, 47, 19, 48, 23, 19, 8, 37, 14, 14, 22, 21, 26, 18, 25, 32, 35, 25, 32, 34, 13, 28, 46, 49, 37, 43, 34, 31, 16, 11, 34, 28, 23, 23, 3, 27, 36, 48, 41, 24, 23, 1, 48, 40, 27, 8, 19, 9, 10, 19, 46, 12, 40, 33, 31, 7, 14, 20, 29, 37, 15, 36, 10, 19, 29, 46, 1, 15, 50, 24, 44, 22, 27, 14, 14, 19, 14, 50, 50, 5, 26, 15, 35, 20, 14, 16, 26, 24, 27, 16, 6, 10, 42, 46, 17, 44, 1, 47, 49, 39, 44, 12, 43, 5, 7, 9, 31, 0, 33, 36, 19, 16, 19, 27, 21, 0, 28, 1, 42, 50, 47, 35, 17, 18, 21, 45, 31, 21, 27, 17, 40, 23, 33, 48, 31, 24, 22, 1, 47, 2, 6, 26, 22, 26, 9, 10, 15, 37, 1, 13, 23, 50, 35, 18, 39, 45, 14, 27, 40, 18, 25, 48, 36, 16, 35, 31, 39, 29, 43, 37, 25, 11, 1, 4, 35, 46, 29, 3, 32, 24, 16, 17, 43, 25, 17, 15, 32, 4, 2, 49, 12, 18, 32, 17, 15, 37, 3, 7, 1, 49, 2, 19, 6, 0, 36, 17, 31, 50, 24, 50, 44, 19, 50, 7, 14, 22, 11, 4, 46, 31, 11, 5, 34, 40, 49, 36, 41, 35, 14, 13, 1, 20, 29, 49, 49, 14]
[15, 39, 29, 4, 45, 0, 23, 20, 41, 12, 12, 46, 12, 13, 19, 23, 7, 31, 50, 22, 44, 12, 49, 39, 13, 2, 1, 33, 25, 47, 31, 24, 1, 15, 43, 43, 21, 9, 45, 44, 8, 12, 18, 28, 18, 50, 17, 30, 30, 18, 10, 22, 5, 46, 19, 19, 43, 22, 26, 1, 24, 2, 42, 40, 26, 47, 36, 38, 1, 7, 15, 14, 11, 46, 21, 47, 0, 45, 21, 27, 40, 8, 45, 50, 2, 17, 31, 7, 13, 12, 43, 4, 35, 9, 24, 44, 45, 36, 4, 20, 40, 33, 7, 17, 27, 40, 46, 15, 2, 38, 33, 47, 22, 4, 1, 48, 10, 42, 36, 5, 28, 36, 33, 38, 11, 31, 15, 40, 47, 1, 33, 16, 26, 36, 46, 25, 17, 6, 41, 12, 26, 24, 1, 19, 42, 26, 28, 45, 13, 42, 13, 46, 29, 34, 28, 19, 16, 39, 21, 49, 20, 7, 47, 7, 3, 50, 15, 9, 0, 10, 22, 49, 50, 8, 33, 37, 37, 16, 9, 12, 5, 10, 29, 11, 0, 30, 48, 36, 16, 8, 40, 38, 45, 22, 47, 1, 49, 2, 42, 0, 16, 4, 12, 46, 41, 16, 21, 46, 45, 11, 1, 44, 48, 46, 32, 5, 36, 31, 46, 45, 8, 2, 43, 42, 49, 40, 27, 37, 4, 44, 29, 17, 2, 2, 5, 39, 46, 31, 48, 5, 16, 2, 41]
[47, 23, 33, 44, 49, 23, 0, 25, 35, 41, 33, 39, 27, 27, 23, 43, 39, 13, 13, 50, 50, 8, 32, 21, 6, 50, 15, 16, 7, 41, 7, 45, 35, 29, 3, 4, 36, 9, 44, 44, 6, 12, 13, 15, 43, 16, 27, 25, 36, 6, 43, 9, 32, 20, 0, 10, 10, 36, 2, 26, 33, 48, 44, 2, 38, 4, 26, 27, 43, 43, 15, 3, 7, 37, 40, 43, 42, 46, 2, 28, 34, 35, 39, 35, 39, 31, 36, 20, 43, 4, 18, 15, 27, 39, 31, 19, 20, 39, 48, 43, 2, 26, 25, 29, 45, 46, 34, 50, 37, 6, 9, 38, 38, 33, 49, 22, 29, 35, 45, 5, 41, 8, 27, 21, 14, 27, 49, 38, 11, 40, 28, 21, 44, 6, 2, 43, 19, 34, 8, 16, 21, 37, 0, 43, 15, 10, 41, 50, 19, 46, 8, 47, 11, 38, 32, 0, 12, 12, 50, 26, 42, 24, 14, 50, 8, 35, 45, 7, 24, 5, 3, 9, 7, 6, 17, 15, 1, 8, 28, 20, 25, 0, 6, 47, 50, 27, 9, 47, 43, 16, 36, 3, 19, 38, 46, 37, 35, 45, 41, 46, 9, 44, 21, 23, 49, 36, 30, 17, 41, 48, 16, 18, 0, 39, 12, 0, 13, 0, 39, 33, 3, 28, 19, 12, 46, 35, 5, 10, 40, 6, 47, 32, 7, 25, 3, 26, 35, 2, 39, 29, 25, 16, 49]
[23, 5, 31, 17, 1, 20, 25, 0, 23, 33, 9, 3, 7, 6, 11, 20, 15, 44, 13, 8, 27, 43, 14, 5, 5, 34, 2, 37, 0, 21, 34, 4, 32, 17, 33, 30, 35, 3, 48, 11, 40, 9, 15, 40, 38, 40, 6, 48, 6, 35, 38, 26, 35, 50, 45, 16, 15, 25, 18, 31, 10, 9, 50, 38, 21, 5, 13, 49, 22, 20, 3, 0, 12, 36, 5, 23, 33, 17, 1, 27, 50, 24, 2, 14, 43, 9, 23, 25, 3, 5, 29, 42, 0, 32, 3, 42, 15, 8, 39, 21, 6, 25, 47, 37, 31, 49, 7, 47, 35, 34, 33, 49, 44, 21, 15, 4, 23, 40, 44, 45, 3, 43, 36, 0, 4, 35, 16, 7, 17, 32, 25, 19, 15, 2, 23, 26, 11, 39, 7, 39, 31, 37, 23, 44, 16, 41, 41, 13, 24, 8, 36, 1, 26, 24, 4, 39, 23, 23, 34, 22, 6, 50, 3, 3, 23, 5, 46, 9, 50, 9, 33, 49, 14, 29, 25, 28, 18, 4, 49, 12, 33, 21, 27, 20, 48, 48, 26, 12, 24, 32, 41, 5, 12, 27, 9, 0, 43, 42, 43, 29, 19, 23, 42, 37, 43, 40, 46, 41, 49, 15, 33, 39, 21, 1, 49, 30, 20, 23, 34, 22, 32, 6, 14, 41, 4, 27, 9, 49, 39, 33, 25, 14, 20, 28, 25, 0, 5, 12, 10, 38, 45, 17, 20]
[24, 5, 19, 49, 47, 41, 35, 23, 0, 42, 37, 36, 47, 17, 33, 28, 39, 47, 46, 6, 7, 48, 4, 20, 27, 44, 46, 37, 11, 20, 46, 2, 2, 36, 45, 3, 25, 26, 15, 21, 27, 29, 36, 16, 41, 42, 5, 30, 17, 34, 19, 29, 42, 28, 0, 25, 6, 27, 28, 4, 6, 20, 18, 5, 21, 17, 27, 40, 19, 3, 4, 26, 5, 37, 30, 19, 14, 33, 45, 50, 23, 43, 41, 24, 37, 50, 29, 41, 43, 49, 26, 13, 40, 6, 18, 38, 46, 22, 29, 43, 42, 20, 21, 46, 12, 21, 3, 9, 34, 27, 36, 32, 44, 0, 27, 38, 9, 24, 33, 20, 14, 2, 16, 0, 19, 34, 20, 3, 25, 21, 8, 17, 12, 2, 29, 19, 24, 42, 17, 1, 22, 45, 33, 39, 33, 39, 47, 20, 31, 5, 25, 32, 9, 35, 5, 38, 15, 21, 30, 15, 8, 40, 4, 47, 12, 34, 22, 14, 9, 34, 17, 12, 14, 24, 21, 21, 42, 0, 11, 33, 32, 1, 29, 6, 25, 8, 20, 48, 21, 48, 42, 13, 7, 38, 36, 13, 43, 35, 0, 49, 31, 22, 36, 49, 21, 42, 23, 33, 44, 4, 0, 22, 33, 50, 33, 36, 21, 5, 40, 42, 0, 36, 17, 39, 12, 29, 10, 21, 19, 37, 9, 1, 3, 2, 46, 3, 22, 40, 20, 30, 12, 40, 38]
[5, 21, 41, 3, 19, 12, 41, 33, 42, 0, 43, 33, 46, 40, 29, 6, 43, 7, 25, 42, 30, 1, 34, 11, 42, 11, 39, 37, 36, 47, 40, 24, 29, 17, 2, 40, 43, 1, 41, 3, 35, 6, 7, 32, 19, 26, 14, 28, 50, 4, 37, 12, 8, 9, 18, 23, 49, 0, 49, 48, 0, 30, 48, 40, 43, 10, 50, 13, 33, 13, 29, 46, 27, 35, 10, 23, 0, 27, 15, 4, 23, 5, 35, 24, 23, 14, 17, 45, 27, 32, 47, 47, 11, 0, 4, 39, 41, 43, 6, 45, 41, 32, 48, 45, 25, 11, 15, 35, 28, 7, 25, 25, 21, 4, 41, 6, 43, 3, 0, 33, 36, 26, 49, 6, 20, 29, 37, 4, 40, 40, 1, 32, 20, 10, 50, 49, 36, 26, 14, 16, 25, 46, 41, 23, 29, 48, 8, 34, 42, 18, 16, 12, 12, 20, 41, 42, 22, 2, 42, 29, 47, 14, 17, 38, 17, 29, 48, 23, 1, 46, 25, 22, 5, 3, 8, 13, 2, 8, 10, 4, 12, 47, 6, 28, 46, 0, 0, 8, 13, 22, 0, 3, 45, 11, 41, 20, 32, 18, 2, 15, 6, 30, 28, 46, 24, 24, 35, 29, 16, 3, 38, 14, 32, 20, 30, 42, 15, 0, 31, 36, 32, 16, 40, 25, 12, 25, 5, 17, 43, 27, 36, 48, 3, 41, 30, 4, 20, 24, 47, 42, 32, 20, 41]
