N1,N2,...,Nx
[0, 6, 33, 30, 3, 10, 41, 40, 8, 18, 24, 21, 10, 22, 30, 33, 5, 30, 12, 26, 18, 49, 11, 18, 31, 29, 34, 27, 49, 25, 8, 16, 17, 49, 21, 48, 33, 40, 23, 50, 4, 8, 20, 44, 31, 34, 15, 4, 33, 13, 29, 33, 0, 40, 39, 33, 20, 7, 10, 38, 17, 48, 42, 11, 12, 40, 26, 14, 0, 34, 44, 21, 48, 40, 35, 33, 8, 1, 17, 1, 23, 28, 34, 34, 16, 3, 21, 20, 11, 29, 14, 36, 3, 12, 4, 10, 35, 15, 28, 6, 24, 3, 39, 25, 34, 29, 39, 48, 47, 40, 1, 15, 3, 26, 4, 45, 12, 27, 31, 42, 33, 20, 5, 23, 43, 11, 44, 16, 8, 44, 15, 3, 34, 1, 17, 14, 1, 23, 24, 27, 3, 30, 43, 5, 26, 24, 2, 37, 49, 36, 43, 19, 37, 0, 15, 22, 23, 49, 24, 10, 48, 13, 11, 50, 32, 13, 23, 30, 34, 40, 39, 50, 32, 37, 22, 11, 46, 31, 33]
[6, 0, 25, 24, 21, 42, 2, 3, 6, 45, 12, 6, 29, 20, 36, 32, 50, 14, 10, 7, 21, 37, 49, 30, 6, 4, 31, 43, 21, 9, 15, 23, 2, 15, 9, 9, 30, 36, 4, 37, 4, 19, 21, 18, 9, 50, 14, 39, 27, 0, 49, 21, 40, 14, 46, 11, 42, 48, 50, 18, 13, 45, 30, 45, 2, 46, 37, 50, 31, 44, 19, 14, 18, 18, 1, 43, 42, 0, 36, 46, 8, 4, 48, 39, 10, 38, 44, 45, 14, 48, 17, 33, 10, 45, 8, 7, 23, 25, 3, 36, 10, 46, 14, 47, 45, 37, 46, 32, 30, 49, 45, 22, 8, 5, 29, 39, 7, 28, 12, 19, 34, 8, 44, 10, 17, 37, 43, 36, 12, 24, 5, 11, 15, 7, 0, 34, 3, 16, 12, 24, 24, 1, 16, 37, 21, 31, 35, 28, 33, 26, 19, 16, 37, 19, 47, 35, 28, 42, 19, 35, 1, 29, 6, 17, 28, 30, 34, 46, 17, 11, 36, 46, 35, 9, 10, 46, 39, 43, 18]
[33, 25, 0, 34, 3, 17, 16, 26, 2, 41, 39, 20, 47, 18, 38, 2, 43, 8, 2, 1, 4, 20, 2, 25, 43, 12, 49, 50, 24, 12, 36, 35, 40, 39, 9, 11, 1, 28, 9, 19, 15, 41, 37, 8, 2, 21, 20, 43, 37, 4, 32, 4, 32, 42, 32, 48, 33, 20, 4, 29, 20, 12, 23, 42, 27, 16, 29, 20, 44, 36, 48, 40, 16, 1, 41, 18, 4, 17, 14, 42, 0, 50, 10, 19, 44, 7, 16, 46, 14, 23, 10, 37, 45, 17, 21, 28, 43, 41, 46, 8, 44, 1, 34, 15, 6, 46, 9, 45, 18, 4, 36, 36, 5, 25, 45, 14, 22, 23, 17, 16, 36, 27, 3, 37, 21, 9, 27, 5, 6, 27, 2, 35, 36, 48, 22, 36, 23, 41, 8, 45, 0, 22, 9, 13, 8, 28, 28, 48, 37, 38, 12, 46, 17, 14, 14, 38, 12, 8, 17, 1, 30, 8, 20, 48, 0, 23, 25, 45, 30, 30, 33, 46, 7, 21, 28, 16, 1, 45, 41]
[30, 24, 34, 0, 35, 49, 37, 13, 13, 28, 17, 2, 4, 26, 10, 20, 50, 45, 15, 48, 42, 39, 21, 13, 31, 48, 6, 45, 38, 48, 12, 40, 22, 0, 2, 18, 13, 3, 16, 48, 34, 34, 27, 6, 39, 22, 43, 27, 27, 11, 49, 33, 16, 10, 16, 22, 5, 17, 26, 17, 34, 32, 0, 27, 1, 20, 19, 30, 12, 31, 7, 22, 15, 20, 32, 3, 23, 50, 17, 43, 24, 41, 27, 0, 6, 23, 0, 31, 13, 3, 8, 8, 7, 44, 38, 9, 25, 7, 7, 24, 14, 20, 3, 26, 43, 5, 14, 40, 44, 34, 0, 17, 0, 41, 8, 36, 37, 29, 39, 38, 3, 41, 8, 0, 19, 10, 44, 16, 42, 2, 3, 19, 30, 33, 18, 30, 22, 3, 9, 28, 35, 15, 25, 23, 15, 33, 0, 47, 10, 6, 16, 40, 5, 20, 41, 42, 37, 36, 6, 3, 0, 2, 23, 36, 48, 18, 48, 5, 17, 12, 1, 17, 46, 43, 43, 24, 32, 31, 3]
[3, 21, 3, 35, 0, 21, 6, 22, 13, 31, 38, 42, 20, 4, 22, 47, 7, 11, 19, 40, 5, 29, 28, 46, 35, 14, 49, 21, 6, 1, 46, 18, 30, 0, 7, 6, 2, 11, 17, 6, 9, 9, 17, 28, 24, 20, 36, 34, 33, 20, 32, 10, 34, 34, 16, 30, 24, 31, 16, 21, 50, 26, 49, 10, 25, 40, 0, 4, 36, 44, 3, 37, 32, 49, 14, 33, 12, 50, 41, 34, 45, 33, 35, 37, 45, 15, 31, 21, 50, 8, 12, 6, 5, 13, 45, 39, 19, 10, 13, 44, 14, 17, 39, 5, 9, 33, 1, 2, 35, 14, 23, 22, 11, 41, 31, 35, 38, 50, 39, 23, 1, 42, 18, 2, 35, 21, 48, 42, 40, 45, 35, 44, 8, 39, 4, 32, 19, 7, 16, 24, 7, 25, 14, 33, 33, 46, 17, 41, 11, 26, 48, 36, 18, 49, 48, 42, 10, 34, 37, 13, 17, 34, 27, 49, 26, 42, 19, 41, 33, 2, 50, 6, 15, 25, 32, 39, 24, 19, 38]
[10, 42, 17, 49, 21, 0, 40, 28, 39, 2, 17, 37, 22, 12, 29, 10, 45, 32, 31, 32, 2, 7, 6, 22, 26, 8, 17, 25, 8, 28, 7, 27, 11, 30, 32, 18, 24, 26, 7, 48, 6, 13, 15, 15, 41, 45, 14, 37, 2, 22, 32, 46, 44, 16, 8, 15, 34, 24, 39, 34, 10, 8, 33, 40, 27, 20, 26, 46, 13, 48, 13, 48, 44, 49, 44, 45, 22, 4, 40, 12, 1, 28, 33, 11, 9, 31, 13, 23, 40, 40, 28, 11, 49, 33, 40, 16, 7, 10, 49, 21, 29, 32, 30, 9, 36, 48, 37, 27, 6, 24, 41, 38, 12, 23, 39, 43, 16, 9, 45, 17, 6, 47, 38, 30, 47, 0, 27, 38, 2, 22, 41, 7, 16, 8, 13, 25, 45, 46, 16, 28, 49, 25, 11, 42, 33, 24, 23, 0, 14, 34, 50, 13, 50, 30, 20, 42, 35, 27, 4, 34, 9, 44, 21, 8, 38, 43, 17, 8, 33, 32, 37, 35, 41, 26, 9, 19, 31, 22, 27]
[41, 2, 16, 37, 6, 40, 0, 25, 44, 34, 15, 31, 12, 5, 39, 3, 28, 0, 38, 2, 44, 47, 28, 43, 40, 49, 37, 16, 16, 34, 47, 22, 43, 28, 31, 43, 19, 31, 35, 22, 37, 39, 7, 37, 29, 17, 22, 6, 16, 50, 31, 1, 4, 34, 27, 32, 38, 32, 23, 37, 21, 1, 38, 28, 34, 42, 15, 7, 7, 24, 28, 21, 33, 42, 0, 45, 19, 25, 48, 48, 29, 32, 36, 20, 33, 6, 50, 34, 10, 40, 23, 23, 44, 47, 37, 49, 33, 8, 49, 41, 1, 50, 43, 25, 39, 43, 6, 33, 24, 9, 32, 18, 40, 23, 27, 29, 32, 33, 21, 49, 34, 18, 14, 45, 5, 15, 45, 47, 6, 25, 10, 5, 48, 25, 40, 11, 37, 47, 33, 38, 42, 33, 11, 40, 20, 14, 20, 47, 3, 19, 42, 22, 48, 41, 14, 14, 47, 0, 23, 11, 25, 22, 42, 12, 40, 21, 12, 20, 4, 33, 9, 35, 26, 45, 42, 7, 26, 47, 19]
[40, 3, 26, 13, 22, 28, 25, 0, 31, 5, 45, 35, 31, 29, 2, 22, 30, 44, 32, 36, 26, 31, 19, 5, 22, 5, 2, 14, 7, 23, 34, 36, 18, 18, 34, 42, 25, 8, 3, 17, 22, 1, 28, 20, 8, 38, 6, 18, 17, 35, 0, 38, 14, 20, 16, 38, 40, 31, 0, 21, 22, 14, 49, 29, 30, 13, 42, 46, 15, 26, 39, 0, 40, 0, 16, 16, 33, 12, 47, 7, 18, 11, 43, 36, 41, 37, 41, 25, 14, 12, 16, 13, 41, 19, 25, 29, 20, 5, 17, 49, 22, 35, 2, 36, 48, 2, 20, 38, 46, 33, 31, 24, 33, 30, 46, 22, 38, 35, 16, 10, 20, 1, 31, 31, 30, 23, 16, 36, 7, 28, 41, 14, 27, 1, 26, 37, 17, 16, 6, 22, 49, 31, 27, 32, 1, 3, 11, 43, 28, 22, 16, 4, 20, 39, 25, 19, 32, 44, 9, 31, 26, 22, 3, 49, 42, 37, 23, 22, 39, 1, 31, 44, 9, 40, 31, 28, 34, 42, 5]
[8, 6, 2, 13, 13, 39, 44, 31, 0, 30, 47, 0, 21, 40, 31, 2, 29, 15, 39, 44, 19, 11, 16, 32, 17, 21, 34, 4, 20, 22, 39, 24, 2, 2, 42, 15, 8, 5, 21, 46, 24, 26, 34, 38, 36, 47, 4, 3, 8, 28, 36, 4, 34, 42, 28, 25, 26, 17, 15, 20, 46, 37, 13, 37, 20, 20, 10, 29, 16, 3, 0, 12, 9, 20, 30, 40, 15, 11, 45, 3, 41, 24, 46, 32, 20, 43, 37, 49, 7, 14, 29, 3, 18, 1, 29, 2, 31, 30, 27, 16, 38, 13, 44, 8, 41, 26, 6, 33, 24, 50, 44, 19, 12, 49, 14, 23, 43, 27, 32, 2, 7, 13, 31, 21, 20, 42, 1, 7, 10, 11, 27, 10, 45, 35, 41, 41, 14, 29, 49, 48, 38, 18, 25, 30, 41, 7, 1, 24, 10, 26, 11, 18, 17, 49, 36, 10, 19, 28, 47, 13, 20, 0, 15, 47, 3, 35, 10, 14, 38, 25, 29, 22, 14, 42, 11, 24, 16, 23, 31]
[18, 45, 41, 28, 31, 2, 34, 5, 30, 0, 19, 6, 10, 26, 14, 44, 18, 39, 12, 17, 34, 8, 10, 27, 39, 37, 13, 9, 14, 2, 17, 22, 34, 16, 31, 19, 19, 6, 4, 9, 24, 0, 17, 3, 24, 24, 37, 37, 31, 38, 33, 13, 35, 16, 39, 50, 32, 4, 48, 10, 40, 35, 32, 46, 9, 21, 2, 45, 7, 49, 29, 25, 37, 14, 48, 28, 4, 6, 23, 36, 24, 49, 34, 16, 34, 36, 14, 19, 32, 49, 38, 32, 27, 20, 39, 47, 37, 35, 24, 7, 26, 45, 36, 31, 31, 20, 17, 16, 13, 28, 2, 29, 1, 21, 44, 41, 15, 27, 13, 29, 12, 29, 5, 24, 10, 40, 17, 17, 26, 25, 34, 26, 46, 10, 21, 16, 13, 21, 24, 9, 36, 24, 23, 33, 17, 50, 9, 5, 45, 16, 35, 16, 38, 7, 47, 45, 39, 1, 21, 36, 19, 50, 48, 21, 16, 19, 26, 10, 38, 46, 50, 46, 41, 18, 17, 29, 49, 48, 9]
