N1,N2,...,Nx
[0, 28, 22, 9, 42, 32, 13, 15, 42, 14, 14, 2, 4, 50, 38, 29, 45, 15, 32, 15, 48, 49, 27, 35, 19, 2, 10, 5, 41, 50, 21, 20, 43, 3, 6, 9, 33, 28, 45, 38, 33, 33, 18, 27, 18, 8, 38, 3, 50, 48, 1, 24, 27, 6, 47, 14, 23, 22, 19, 39, 8, 29, 32, 21, 44, 28, 28, 35, 5, 30, 34, 27, 19, 41, 12, 11, 32, 47, 19, 31, 37, 7, 20, 42, 10, 18, 40, 14, 29, 47, 31, 13, 6, 39, 8, 10, 6, 44, 16, 2, 5, 35, 3, 14, 19, 15, 32, 25, 47, 29, 1, 21, 23, 33, 21, 21, 42, 5, 14, 49, 3, 5, 39, 40, 31, 35, 35, 12, 41, 22, 22, 38, 25, 42, 0, 44, 32, 44, 40, 24, 7, 29, 46, 24, 31, 48, 3, 50, 34, 21, 26, 49, 34, 48, 30, 26, 10, 3, 15, 17, 20, 30, 22, 1, 9, 33, 14, 9, 3, 5, 47, 29, 43, 22, 18, 50, 44, 25, 12, 8, 22, 14, 44, 2, 8, 36, 34, 31, 16, 6, 4, 24]
[28, 0, 35, 24, 13, 16, 25, 48, 21, 42, 12, 0, 40, 42, 7, 34, 16, 31, 28, 42, 32, 4, 10, 44, 18, 11, 42, 3, 16, 16, 16, 36, 6, 45, 28, 41, 7, 48, 44, 16, 29, 44, 5, 11, 40, 29, 45, 14, 31, 38, 26, 30, 36, 32, 14, 17, 19, 48, 5, 26, 16, 39, 15, 31, 33, 3, 15, 35, 10, 16, 28, 17, 28, 4, 12, 29, 15, 11, 27, 1, 17, 27, 14, 7, 41, 48, 22, 45, 21, 7, 46, 13, 9, 35, 9, 14, 6, 7, 39, 44, 3, 28, 17, 8, 49, 23, 40, 2, 45, 35, 37, 2, 31, 40, 14, 1, 2, 12, 5, 2, 39, 43, 50, 14, 26, 16, 41, 38, 39, 6, 28, 16, 43, 25, 49, 47, 49, 40, 13, 47, 28, 7, 34, 26, 47, 34, 9, 19, 25, 19, 3, 6, 21, 20, 39, 48, 5, 46, 0, 48, 31, 40, 29, 45, 19, 30, 50, 17, 31, 4, 34, 45, 8, 49, 27, 27, 44, 29, 16, 41, 33, 8, 3, 19, 26, 34, 33, 7, 31, 10, 37, 2]
[22, 35, 0, 19, 6, 23, 11, 48, 41, 47, 18, 24, 7, 23, 44, 33, 13, 2, 46, 18, 23, 11, 10, 16, 8, 28, 18, 31, 29, 38, 2, 36, 7, 34, 34, 37, 49, 43, 17, 47, 40, 29, 46, 32, 33, 7, 36, 8, 9, 39, 30, 38, 46, 49, 19, 50, 28, 40, 50, 49, 27, 7, 20, 29, 38, 45, 50, 34, 3, 5, 5, 7, 22, 0, 50, 3, 22, 37, 42, 0, 25, 42, 8, 50, 20, 33, 42, 19, 23, 11, 27, 43, 45, 44, 10, 22, 34, 16, 30, 41, 45, 37, 27, 5, 34, 11, 32, 2, 24, 1, 6, 14, 40, 49, 21, 21, 11, 42, 13, 4, 3, 33, 41, 41, 50, 33, 41, 29, 41, 30, 37, 5, 1, 11, 26, 43, 12, 8, 17, 48, 19, 4, 41, 37, 27, 49, 19, 35, 0, 15, 6, 7, 42, 9, 27, 17, 19, 7, 27, 26, 14, 13, 5, 26, 7, 35, 49, 30, 49, 37, 1, 30, 10, 3, 0, 2, 10, 40, 15, 16, 32, 21, 4, 41, 18, 0, 26, 4, 15, 13, 40, 50]
[9, 24, 19, 0, 44, 50, 9, 9, 35, 12, 29, 19, 15, 39, 43, 6, 13, 26, 50, 17, 15, 29, 40, 41, 29, 41, 49, 36, 25, 12, 24, 50, 38, 1, 35, 47, 37, 5, 43, 26, 13, 26, 0, 40, 34, 43, 0, 0, 28, 20, 30, 19, 50, 25, 20, 6, 26, 43, 42, 45, 38, 8, 15, 4, 2, 39, 24, 30, 39, 31, 28, 27, 1, 9, 34, 40, 17, 23, 26, 10, 11, 20, 0, 26, 23, 25, 13, 20, 37, 30, 46, 35, 44, 40, 24, 16, 48, 34, 0, 4, 50, 46, 40, 31, 49, 48, 7, 29, 36, 24, 25, 27, 14, 16, 43, 13, 2, 30, 4, 27, 4, 42, 39, 15, 29, 1, 30, 26, 23, 8, 41, 15, 44, 16, 9, 44, 32, 48, 48, 48, 46, 29, 25, 24, 14, 25, 24, 31, 18, 4, 39, 43, 24, 18, 33, 47, 48, 45, 45, 24, 16, 50, 7, 36, 40, 16, 24, 1, 38, 10, 39, 26, 50, 15, 44, 5, 39, 3, 10, 12, 50, 5, 2, 24, 30, 5, 1, 14, 27, 24, 30, 16]
[42, 13, 6, 44, 0, 47, 18, 42, 16, 4, 38, 4, 36, 11, 13, 15, 24, 29, 21, 49, 37, 34, 7, 16, 47, 43, 27, 49, 36, 50, 20, 35, 43, 42, 0, 4, 3, 21, 39, 1, 16, 21, 21, 31, 22, 25, 50, 38, 23, 22, 32, 13, 31, 5, 22, 21, 18, 32, 12, 16, 10, 23, 0, 44, 44, 19, 10, 11, 30, 13, 2, 13, 21, 24, 0, 47, 6, 36, 13, 31, 10, 3, 22, 24, 16, 18, 35, 9, 42, 40, 9, 31, 44, 16, 36, 18, 23, 12, 5, 13, 27, 19, 0, 30, 40, 29, 19, 30, 7, 4, 15, 24, 6, 33, 43, 42, 43, 16, 23, 35, 19, 28, 11, 6, 49, 17, 50, 10, 22, 0, 46, 25, 11, 25, 44, 32, 24, 49, 29, 35, 31, 24, 23, 17, 7, 21, 39, 21, 44, 42, 39, 44, 16, 33, 40, 33, 25, 26, 15, 31, 35, 45, 17, 38, 38, 38, 17, 41, 45, 33, 0, 29, 33, 19, 11, 35, 35, 4, 3, 12, 39, 16, 39, 24, 41, 35, 45, 8, 48, 38, 13, 30]
[32, 16, 23, 50, 47, 0, 39, 25, 0, 36, 41, 43, 9, 38, 45, 0, 49, 4, 33, 50, 6, 31, 9, 29, 5, 47, 46, 5, 5, 21, 6, 2, 33, 19, 25, 21, 45, 6, 3, 50, 45, 30, 23, 34, 19, 16, 11, 34, 21, 6, 6, 3, 6, 33, 34, 14, 19, 34, 50, 23, 14, 38, 46, 10, 30, 10, 42, 13, 46, 45, 37, 39, 12, 5, 3, 3, 47, 38, 2, 36, 27, 20, 43, 26, 46, 38, 2, 37, 0, 32, 24, 41, 28, 30, 4, 48, 1, 8, 16, 45, 50, 49, 18, 44, 32, 8, 29, 13, 9, 33, 5, 8, 39, 3, 18, 31, 45, 19, 3, 2, 6, 48, 50, 31, 21, 33, 4, 26, 2, 15, 32, 0, 3, 14, 37, 40, 13, 16, 5, 42, 7, 32, 33, 19, 8, 29, 49, 50, 13, 35, 43, 27, 43, 4, 23, 35, 22, 11, 30, 32, 3, 37, 35, 10, 16, 14, 31, 29, 38, 40, 23, 34, 37, 21, 48, 11, 20, 26, 14, 39, 7, 1, 6, 23, 26, 19, 50, 11, 47, 26, 3, 16]
[13, 25, 11, 9, 18, 39, 0, 37, 0, 9, 14, 44, 15, 49, 25, 20, 9, 3, 22, 31, 11, 17, 9, 18, 48, 10, 4, 18, 4, 36, 46, 5, 8, 4, 29, 18, 6, 15, 35, 41, 45, 37, 50, 8, 21, 11, 46, 16, 41, 10, 28, 22, 26, 17, 29, 12, 23, 44, 41, 14, 7, 25, 25, 38, 20, 18, 23, 11, 26, 8, 47, 35, 27, 6, 13, 37, 15, 12, 27, 7, 8, 27, 25, 17, 12, 7, 37, 44, 32, 31, 27, 6, 45, 15, 34, 30, 11, 13, 13, 9, 5, 15, 43, 29, 31, 8, 13, 4, 11, 20, 4, 37, 8, 50, 15, 26, 3, 24, 15, 49, 6, 38, 18, 28, 0, 21, 17, 29, 19, 20, 30, 10, 41, 9, 28, 33, 39, 41, 27, 22, 39, 34, 28, 31, 21, 43, 8, 46, 38, 36, 35, 39, 37, 43, 17, 7, 38, 37, 20, 26, 26, 8, 34, 2, 23, 13, 33, 44, 26, 3, 1, 8, 20, 25, 3, 23, 33, 0, 21, 4, 22, 5, 45, 22, 21, 41, 40, 38, 47, 0, 50, 20]
[15, 48, 48, 9, 42, 25, 37, 0, 43, 26, 41, 42, 40, 19, 34, 35, 1, 48, 34, 16, 21, 20, 5, 28, 25, 2, 35, 16, 27, 25, 26, 31, 43, 8, 4, 0, 2, 44, 40, 43, 16, 15, 20, 41, 30, 46, 33, 22, 34, 31, 1, 36, 22, 24, 45, 14, 1, 7, 28, 3, 24, 8, 3, 16, 20, 29, 19, 36, 29, 36, 49, 48, 40, 35, 31, 35, 19, 46, 45, 9, 2, 33, 16, 26, 28, 4, 36, 17, 47, 33, 3, 10, 48, 42, 45, 21, 25, 7, 8, 16, 37, 14, 1, 36, 3, 9, 13, 34, 11, 9, 37, 21, 31, 39, 8, 41, 18, 1, 28, 38, 44, 26, 46, 22, 48, 23, 48, 46, 13, 1, 49, 45, 46, 13, 45, 14, 30, 42, 6, 48, 36, 43, 1, 28, 39, 42, 36, 14, 19, 29, 29, 26, 25, 39, 50, 0, 22, 50, 3, 28, 44, 46, 2, 39, 27, 37, 13, 42, 2, 28, 0, 5, 6, 49, 22, 24, 25, 43, 11, 10, 5, 16, 0, 10, 16, 32, 45, 2, 50, 2, 32, 14]
[42, 21, 41, 35, 16, 0, 0, 43, 0, 37, 23, 13, 15, 42, 28, 18, 17, 10, 8, 27, 0, 36, 14, 45, 50, 41, 2, 41, 24, 0, 4, 32, 22, 49, 9, 34, 2, 47, 50, 15, 41, 28, 17, 50, 22, 26, 50, 20, 24, 49, 38, 46, 33, 44, 9, 39, 24, 35, 30, 37, 32, 28, 36, 42, 27, 0, 0, 2, 40, 19, 43, 12, 34, 14, 38, 35, 37, 33, 43, 41, 25, 25, 6, 28, 26, 40, 33, 3, 23, 0, 38, 31, 9, 14, 1, 34, 12, 11, 32, 23, 19, 30, 11, 46, 0, 38, 5, 21, 5, 45, 9, 3, 18, 34, 1, 6, 18, 4, 2, 11, 41, 35, 33, 1, 34, 8, 5, 45, 47, 16, 9, 3, 24, 50, 35, 26, 39, 15, 10, 38, 44, 24, 47, 18, 34, 42, 41, 16, 17, 28, 43, 35, 1, 25, 41, 28, 13, 4, 28, 33, 27, 20, 16, 10, 31, 38, 32, 8, 32, 26, 21, 9, 45, 42, 38, 29, 23, 5, 20, 50, 24, 44, 12, 32, 35, 47, 2, 41, 35, 25, 16, 21]
[14, 42, 47, 12, 4, 36, 9, 26, 37, 0, 11, 34, 44, 42, 23, 46, 6, 7, 40, 0, 47, 38, 16, 31, 42, 10, 12, 7, 23, 14, 17, 3, 21, 44, 14, 27, 32, 49, 40, 34, 16, 2, 34, 0, 16, 25, 38, 0, 34, 18, 17, 36, 23, 39, 49, 36, 47, 7, 16, 42, 10, 43, 22, 49, 18, 44, 23, 36, 15, 22, 22, 14, 33, 36, 24, 43, 2, 34, 9, 35, 43, 0, 35, 22, 47, 39, 21, 39, 0, 12, 19, 5, 29, 46, 20, 15, 4, 21, 13, 0, 20, 12, 20, 21, 6, 9, 24, 45, 30, 9, 23, 48, 39, 6, 23, 4, 25, 26, 13, 39, 50, 14, 20, 36, 3, 17, 18, 7, 7, 5, 21, 8, 3, 50, 32, 45, 38, 12, 34, 13, 46, 10, 46, 27, 47, 43, 26, 47, 6, 6, 3, 6, 9, 44, 6, 13, 10, 39, 47, 34, 35, 22, 25, 26, 39, 14, 3, 5, 42, 9, 26, 43, 22, 31, 10, 8, 34, 23, 38, 40, 0, 19, 40, 6, 4, 19, 31, 5, 31, 29, 3, 5]
