N1,N2,...,Nx
[0, 19, 11, 9, 38, 48, 9, 49, 47, 8, 3, 23, 17, 40, 30, 12, 10, 43, 19, 13, 33, 32, 4, 47, 19, 31, 15, 40, 12, 31, 43, 7, 30, 1, 44, 2, 42, 6, 17, 20, 49, 7, 15, 48, 19, 28, 17, 14, 40, 17, 13, 27, 4, 27, 1, 38, 10, 47, 15, 31, 6, 11, 15, 19, 21, 23, 11, 41, 4, 0, 47, 21, 34, 45, 32, 14, 33, 15, 12, 48, 14, 26, 4, 15, 28, 0, 29, 29, 24, 10, 1, 43, 50, 14, 30, 21, 38, 25, 41, 3, 25, 27, 27, 31, 1, 27, 32, 18, 12, 37, 44, 0, 19, 13, 45, 43, 38, 2, 28, 31, 30, 50, 0, 44, 9, 9, 0, 17, 50, 17, 13, 9, 26, 13, 21, 4, 34, 49, 21, 16, 22, 47, 43, 15, 14, 42, 34, 9, 11, 12, 43, 50, 10, 45, 13, 5, 30, 36, 46, 29, 46, 42, 37, 19, 42]
[19, 0, 35, 3, 31, 46, 13, 3, 41, 13, 0, 11, 28, 11, 28, 19, 0, 24, 47, 4, 1, 9, 7, 28, 0, 6, 17, 35, 33, 1, 0, 37, 23, 32, 46, 38, 42, 19, 32, 21, 38, 16, 5, 38, 17, 14, 14, 47, 28, 15, 2, 13, 48, 37, 33, 25, 32, 37, 9, 32, 7, 26, 29, 38, 26, 32, 27, 1, 15, 14, 33, 46, 17, 0, 9, 39, 11, 29, 50, 3, 1, 44, 19, 33, 50, 47, 41, 40, 41, 8, 32, 30, 5, 32, 37, 41, 42, 41, 43, 5, 23, 1, 23, 36, 25, 22, 5, 9, 0, 9, 42, 48, 33, 9, 45, 37, 35, 8, 25, 17, 36, 22, 24, 4, 36, 43, 47, 2, 20, 11, 9, 35, 49, 26, 20, 13, 33, 48, 10, 5, 36, 46, 20, 18, 18, 36, 32, 49, 23, 25, 44, 33, 27, 22, 47, 21, 18, 18, 14, 24, 23, 36, 41, 10, 31]
[11, 35, 0, 30, 23, 30, 33, 17, 3, 35, 0, 12, 13, 28, 23, 22, 24, 5, 14, 27, 49, 40, 14, 30, 0, 9, 3, 21, 16, 40, 27, 4, 36, 26, 48, 46, 20, 50, 22, 2, 48, 16, 24, 6, 33, 5, 4, 30, 4, 50, 29, 3, 13, 13, 47, 50, 24, 28, 2, 15, 48, 33, 33, 7, 45, 22, 10, 17, 39, 12, 32, 17, 45, 45, 32, 45, 28, 38, 6, 8, 47, 48, 25, 3, 48, 46, 39, 39, 32, 38, 25, 22, 29, 39, 8, 28, 19, 18, 11, 24, 12, 2, 49, 40, 16, 37, 8, 36, 8, 30, 15, 29, 7, 37, 4, 19, 9, 32, 12, 17, 4, 12, 36, 0, 12, 41, 11, 50, 36, 0, 19, 29, 45, 43, 4, 22, 47, 5, 38, 4, 31, 0, 33, 14, 33, 26, 35, 11, 12, 37, 1, 36, 49, 34, 41, 22, 4, 47, 38, 22, 24, 27, 44, 19, 21]
[9, 3, 30, 0, 26, 19, 12, 6, 32, 49, 25, 14, 16, 48, 34, 21, 3, 23, 2, 25, 12, 40, 2, 0, 41, 4, 4, 13, 37, 47, 36, 40, 24, 6, 5, 48, 29, 39, 40, 28, 12, 46, 36, 44, 31, 44, 17, 23, 49, 49, 45, 30, 19, 4, 12, 9, 27, 32, 44, 20, 41, 37, 9, 17, 50, 12, 44, 21, 14, 6, 26, 11, 17, 36, 48, 49, 14, 48, 23, 18, 35, 35, 26, 35, 11, 36, 9, 41, 43, 21, 28, 44, 0, 33, 14, 35, 16, 43, 43, 5, 35, 22, 12, 8, 42, 4, 8, 50, 33, 34, 35, 31, 49, 31, 42, 21, 25, 24, 23, 28, 45, 18, 21, 46, 44, 43, 36, 15, 15, 14, 39, 10, 0, 31, 25, 25, 16, 21, 36, 5, 10, 36, 6, 48, 46, 26, 14, 31, 14, 1, 10, 5, 4, 37, 10, 49, 8, 3, 11, 25, 36, 11, 42, 49, 22]
[38, 31, 23, 26, 0, 26, 33, 37, 0, 30, 6, 26, 17, 14, 41, 38, 0, 48, 39, 20, 35, 5, 13, 0, 11, 45, 9, 10, 34, 44, 26, 17, 10, 2, 45, 48, 48, 35, 22, 12, 34, 7, 1, 24, 37, 11, 11, 10, 9, 16, 48, 47, 39, 21, 11, 10, 37, 27, 37, 27, 18, 0, 15, 34, 28, 11, 11, 18, 49, 29, 42, 1, 43, 36, 30, 3, 9, 50, 18, 14, 44, 47, 36, 32, 21, 37, 8, 42, 3, 30, 22, 43, 6, 29, 44, 40, 15, 6, 33, 4, 7, 9, 45, 26, 22, 20, 38, 26, 4, 23, 33, 7, 0, 40, 13, 2, 25, 37, 24, 28, 13, 4, 41, 48, 40, 37, 33, 14, 33, 30, 47, 3, 28, 23, 16, 21, 49, 6, 21, 0, 48, 10, 41, 39, 37, 30, 6, 31, 8, 46, 8, 15, 42, 28, 32, 42, 10, 20, 3, 24, 39, 17, 12, 9, 35]
[48, 46, 30, 19, 26, 0, 12, 25, 23, 2, 12, 28, 5, 18, 35, 27, 5, 8, 8, 46, 27, 1, 47, 6, 18, 49, 24, 9, 18, 20, 9, 32, 6, 14, 24, 41, 35, 38, 32, 17, 37, 2, 15, 11, 23, 44, 25, 41, 23, 47, 25, 50, 48, 9, 19, 47, 1, 30, 6, 4, 48, 29, 7, 31, 34, 50, 6, 5, 17, 34, 27, 44, 5, 24, 20, 15, 32, 25, 19, 9, 44, 48, 13, 49, 46, 48, 33, 10, 24, 4, 32, 43, 50, 38, 28, 5, 38, 11, 27, 44, 48, 0, 11, 3, 45, 16, 30, 16, 32, 27, 29, 20, 36, 31, 33, 28, 19, 4, 31, 39, 45, 47, 21, 33, 50, 38, 0, 46, 2, 11, 25, 19, 35, 9, 13, 11, 19, 23, 22, 37, 17, 8, 9, 31, 17, 48, 0, 23, 22, 29, 44, 38, 35, 16, 15, 50, 6, 48, 26, 30, 32, 8, 42, 7, 36]
[9, 13, 33, 12, 33, 12, 0, 21, 38, 19, 12, 39, 2, 20, 22, 44, 5, 39, 11, 32, 44, 33, 6, 49, 18, 49, 17, 27, 45, 27, 2, 42, 49, 3, 1, 18, 13, 26, 19, 18, 37, 48, 20, 44, 45, 1, 39, 9, 12, 7, 20, 6, 30, 1, 40, 18, 8, 42, 28, 49, 47, 6, 10, 18, 24, 37, 43, 49, 39, 30, 39, 0, 42, 14, 16, 10, 3, 10, 35, 45, 36, 42, 0, 0, 22, 22, 2, 24, 12, 39, 48, 1, 33, 1, 17, 23, 29, 49, 42, 9, 22, 27, 42, 9, 0, 47, 37, 46, 5, 18, 0, 6, 36, 35, 21, 24, 44, 38, 1, 47, 14, 23, 50, 41, 39, 44, 31, 44, 14, 14, 44, 25, 41, 18, 18, 16, 3, 32, 46, 12, 43, 41, 22, 30, 21, 43, 37, 36, 50, 38, 45, 38, 43, 50, 41, 35, 34, 44, 25, 40, 12, 15, 19, 19, 19]
[49, 3, 17, 6, 37, 25, 21, 0, 32, 8, 1, 34, 11, 8, 41, 2, 5, 49, 50, 4, 21, 48, 9, 38, 10, 7, 37, 18, 40, 12, 37, 6, 13, 12, 16, 23, 8, 50, 43, 14, 40, 33, 40, 39, 14, 49, 44, 23, 46, 3, 48, 34, 32, 39, 40, 12, 41, 37, 11, 29, 47, 24, 36, 48, 32, 22, 32, 7, 25, 2, 42, 9, 3, 6, 23, 42, 3, 12, 47, 25, 27, 40, 38, 24, 39, 7, 45, 39, 36, 34, 1, 39, 10, 19, 42, 4, 32, 24, 6, 26, 31, 38, 27, 3, 21, 9, 31, 46, 42, 48, 48, 39, 9, 1, 3, 1, 18, 6, 46, 45, 21, 45, 45, 3, 19, 18, 8, 31, 44, 37, 41, 22, 28, 30, 38, 6, 3, 25, 17, 20, 43, 19, 47, 14, 46, 20, 25, 43, 0, 14, 10, 43, 48, 0, 47, 17, 44, 21, 9, 46, 13, 42, 28, 9, 41]
[47, 41, 3, 32, 0, 23, 38, 32, 0, 42, 2, 2, 34, 44, 41, 38, 37, 45, 31, 8, 20, 48, 43, 8, 7, 41, 0, 33, 6, 27, 1, 38, 22, 35, 49, 13, 34, 14, 27, 21, 19, 14, 50, 0, 49, 16, 43, 8, 49, 17, 13, 19, 44, 11, 1, 39, 48, 6, 6, 21, 31, 28, 19, 23, 24, 6, 16, 8, 41, 12, 41, 29, 15, 50, 31, 10, 50, 15, 35, 2, 5, 22, 48, 6, 44, 25, 11, 14, 41, 35, 46, 24, 27, 36, 17, 24, 14, 29, 27, 38, 50, 17, 43, 6, 20, 35, 0, 43, 39, 48, 33, 47, 45, 33, 21, 11, 16, 14, 7, 15, 32, 41, 43, 30, 46, 33, 10, 28, 5, 15, 8, 25, 16, 42, 31, 39, 38, 29, 11, 16, 2, 35, 23, 25, 36, 18, 11, 38, 4, 7, 7, 7, 32, 25, 14, 12, 13, 40, 26, 28, 4, 44, 11, 5, 46]
[8, 13, 35, 49, 30, 2, 19, 8, 42, 0, 48, 37, 0, 4, 12, 15, 33, 1, 26, 37, 35, 26, 47, 18, 11, 41, 36, 12, 9, 34, 36, 19, 29, 48, 21, 26, 28, 45, 16, 31, 37, 41, 16, 49, 34, 43, 10, 47, 20, 43, 34, 47, 38, 25, 24, 7, 3, 39, 26, 30, 9, 19, 2, 16, 42, 0, 12, 43, 10, 2, 0, 28, 39, 4, 18, 22, 38, 41, 7, 9, 43, 50, 2, 42, 44, 8, 37, 32, 45, 49, 5, 1, 36, 24, 6, 10, 20, 4, 46, 42, 11, 5, 15, 33, 39, 32, 40, 11, 16, 12, 39, 40, 34, 31, 20, 5, 22, 45, 33, 44, 38, 0, 24, 47, 22, 49, 2, 44, 48, 34, 9, 40, 45, 22, 46, 7, 27, 31, 16, 39, 7, 24, 10, 37, 49, 34, 31, 24, 4, 26, 48, 26, 33, 2, 26, 18, 42, 39, 19, 2, 25, 33, 32, 28, 44]
