N1,N2,...,Nx
[0, 38, 20, 29, 47, 45, 39, 41, 35, 30, 34, 8, 14, 16, 0, 21, 10, 23, 35, 27, 45, 23, 14, 32, 40, 5, 0, 4, 45, 6, 48, 3, 13, 21, 8, 17, 46, 11, 31, 24, 48, 20, 33, 17, 49, 37, 9, 4, 23, 37, 4, 32, 4, 13, 11, 49, 28, 12, 20, 29, 48, 11, 42, 19, 49, 9, 35, 15, 5, 8, 7, 37, 2, 13, 11, 24, 30, 41, 35, 36, 42, 29, 45, 26, 46, 16, 21, 9, 44, 20, 43, 27, 31, 3, 16, 18, 15, 44, 25, 4, 21, 24, 23, 33, 33, 14, 18, 49, 23, 15, 33, 4, 4, 50, 11, 33, 25, 19, 26, 13, 11, 2, 31]
[38, 0, 1, 4, 19, 48, 44, 13, 4, 9, 10, 28, 11, 48, 38, 31, 32, 17, 25, 39, 33, 22, 34, 28, 24, 12, 4, 38, 27, 29, 31, 42, 20, 28, 5, 34, 15, 47, 45, 29, 28, 7, 44, 41, 11, 29, 39, 8, 12, 44, 9, 24, 41, 28, 13, 25, 39, 20, 17, 6, 23, 29, 34, 46, 15, 25, 15, 27, 1, 34, 49, 39, 32, 1, 21, 14, 47, 17, 4, 41, 8, 9, 32, 38, 47, 16, 46, 48, 48, 49, 21, 12, 10, 2, 40, 16, 0, 22, 45, 21, 11, 29, 46, 22, 42, 13, 22, 38, 14, 47, 35, 11, 36, 21, 8, 33, 25, 9, 22, 36, 44, 25, 18]
[20, 1, 0, 39, 39, 39, 2, 7, 16, 26, 47, 35, 34, 41, 23, 25, 6, 7, 50, 20, 18, 23, 45, 18, 28, 29, 38, 21, 28, 28, 11, 25, 27, 5, 35, 49, 8, 5, 47, 10, 4, 30, 16, 6, 46, 48, 16, 7, 44, 8, 0, 33, 49, 41, 17, 50, 8, 20, 20, 4, 26, 7, 13, 31, 37, 17, 48, 14, 47, 19, 48, 25, 15, 0, 16, 6, 28, 44, 9, 20, 5, 33, 29, 39, 38, 27, 8, 15, 14, 38, 44, 47, 14, 24, 30, 34, 39, 38, 22, 38, 25, 2, 22, 36, 13, 35, 8, 13, 48, 35, 0, 10, 13, 47, 8, 29, 35, 10, 13, 34, 34, 30, 24]
[29, 4, 39, 0, 14, 29, 9, 3, 9, 48, 14, 14, 14, 48, 0, 15, 31, 26, 50, 24, 2, 34, 17, 23, 2, 34, 38, 3, 2, 20, 20, 34, 37, 19, 9, 12, 47, 43, 49, 37, 16, 2, 46, 20, 15, 49, 43, 31, 29, 22, 28, 2, 21, 32, 3, 38, 20, 14, 45, 8, 47, 42, 44, 16, 29, 43, 5, 24, 32, 37, 5, 16, 45, 0, 25, 34, 38, 8, 27, 36, 17, 46, 47, 12, 8, 42, 34, 19, 36, 3, 38, 42, 6, 37, 25, 38, 16, 37, 15, 46, 27, 5, 5, 46, 33, 35, 34, 34, 26, 15, 42, 42, 17, 26, 40, 40, 20, 23, 25, 37, 10, 18, 0]
[47, 19, 39, 14, 0, 44, 33, 6, 24, 32, 1, 25, 14, 39, 47, 1, 15, 1, 3, 5, 32, 9, 40, 44, 25, 7, 32, 7, 48, 31, 42, 14, 17, 22, 38, 20, 9, 36, 19, 7, 26, 13, 48, 28, 42, 42, 20, 38, 18, 10, 8, 29, 8, 23, 27, 37, 4, 6, 46, 49, 47, 49, 18, 50, 15, 13, 33, 3, 0, 22, 9, 24, 4, 7, 18, 6, 32, 44, 48, 28, 8, 40, 24, 44, 14, 2, 39, 36, 33, 15, 50, 28, 8, 15, 48, 45, 26, 20, 25, 49, 31, 42, 43, 36, 20, 28, 19, 7, 24, 10, 44, 41, 43, 33, 4, 14, 5, 17, 2, 41, 27, 5, 43]
[45, 48, 39, 29, 44, 0, 15, 29, 32, 30, 25, 26, 3, 35, 32, 32, 21, 42, 38, 40, 50, 32, 20, 10, 3, 35, 48, 44, 6, 23, 7, 50, 41, 20, 39, 45, 19, 8, 37, 18, 37, 48, 21, 35, 1, 41, 10, 21, 14, 11, 20, 35, 37, 13, 3, 18, 23, 40, 14, 30, 17, 49, 46, 29, 12, 14, 4, 4, 5, 42, 46, 17, 44, 23, 6, 12, 38, 25, 31, 32, 33, 9, 18, 33, 38, 42, 14, 6, 29, 41, 9, 38, 35, 18, 44, 1, 6, 42, 8, 38, 37, 19, 40, 34, 30, 7, 2, 36, 1, 23, 2, 47, 37, 45, 26, 25, 10, 28, 32, 36, 44, 38, 21]
[39, 44, 2, 9, 33, 15, 0, 9, 39, 34, 48, 25, 17, 48, 48, 30, 16, 38, 16, 31, 3, 30, 31, 10, 32, 12, 24, 40, 10, 16, 24, 22, 43, 16, 28, 24, 46, 16, 34, 35, 6, 46, 38, 26, 29, 28, 50, 42, 41, 16, 32, 32, 28, 11, 44, 45, 50, 18, 40, 28, 43, 8, 47, 5, 37, 27, 18, 11, 45, 28, 30, 2, 40, 18, 11, 25, 35, 0, 49, 45, 41, 40, 24, 33, 28, 39, 22, 48, 42, 50, 4, 39, 13, 29, 0, 28, 31, 34, 5, 40, 21, 18, 32, 16, 50, 13, 24, 37, 34, 6, 24, 48, 43, 26, 35, 6, 44, 50, 11, 15, 49, 31, 1]
[41, 13, 7, 3, 6, 29, 9, 0, 46, 10, 26, 24, 41, 49, 32, 30, 20, 12, 38, 46, 26, 5, 10, 44, 0, 32, 47, 28, 1, 28, 24, 38, 33, 26, 44, 21, 42, 37, 22, 37, 42, 42, 14, 19, 38, 16, 34, 36, 35, 9, 8, 49, 23, 41, 34, 39, 13, 41, 48, 25, 21, 45, 49, 7, 46, 25, 4, 23, 31, 2, 48, 20, 15, 12, 38, 48, 46, 6, 46, 50, 6, 3, 27, 11, 1, 9, 6, 39, 2, 28, 32, 34, 24, 49, 23, 11, 20, 47, 24, 21, 36, 36, 45, 16, 33, 44, 31, 0, 37, 50, 9, 29, 6, 41, 5, 30, 36, 39, 23, 32, 50, 12, 22]
[35, 4, 16, 9, 24, 32, 39, 46, 0, 25, 36, 17, 36, 44, 39, 28, 46, 27, 48, 18, 12, 36, 45, 19, 18, 6, 38, 41, 22, 19, 40, 14, 14, 46, 31, 23, 13, 43, 17, 15, 39, 33, 7, 38, 37, 20, 3, 8, 31, 0, 16, 39, 47, 12, 37, 5, 11, 15, 9, 30, 8, 5, 48, 41, 40, 4, 2, 14, 40, 23, 34, 6, 15, 42, 4, 18, 25, 14, 21, 48, 8, 11, 3, 11, 41, 31, 3, 0, 3, 42, 33, 47, 40, 40, 38, 5, 21, 5, 10, 38, 48, 15, 34, 30, 17, 21, 10, 3, 34, 23, 41, 19, 5, 23, 46, 20, 20, 41, 15, 24, 22, 50, 47]
[30, 9, 26, 48, 32, 30, 34, 10, 25, 0, 18, 15, 31, 9, 24, 2, 19, 28, 22, 11, 15, 7, 37, 34, 2, 22, 42, 23, 33, 36, 50, 0, 24, 1, 14, 49, 1, 40, 4, 1, 5, 3, 43, 43, 38, 50, 42, 39, 39, 22, 0, 0, 5, 38, 16, 21, 30, 3, 22, 39, 46, 19, 30, 39, 21, 4, 21, 9, 1, 21, 9, 23, 15, 3, 49, 45, 37, 5, 9, 45, 15, 16, 11, 43, 26, 3, 33, 36, 34, 7, 7, 30, 21, 46, 23, 3, 47, 30, 24, 17, 18, 48, 10, 49, 35, 12, 1, 41, 47, 1, 25, 40, 0, 26, 8, 42, 31, 19, 4, 27, 18, 18, 1]
