N1,N2,...,Nx
[0, 2, 50, 27, 39, 39, 5, 26, 50, 42, 8, 35, 36, 34, 45, 20, 5, 38, 17, 8, 43, 8, 39, 43, 15, 11, 17, 3, 39, 8, 23, 41, 21, 6, 21, 34, 15, 20, 41, 19, 24, 44, 0, 0, 16, 13, 11, 9, 41, 12, 1, 4, 23, 14, 1, 33, 16, 25, 2, 22, 29, 8, 37, 49, 25, 24, 11, 15, 46, 9, 16, 32, 17, 26, 1, 4, 50, 27, 21, 28, 16, 16, 48, 25, 25, 32, 16, 32, 35, 40, 26, 4, 7, 41, 0, 27, 45, 21, 34, 32, 50, 19, 2, 17, 2, 22, 25, 3, 44, 22, 41, 7, 44, 36, 18, 0, 35, 9, 48, 13, 23, 20, 23, 26, 19, 16, 31, 18, 46, 31, 24, 50, 30, 25, 23, 30, 18, 20, 46, 6, 10, 25, 5, 20, 35, 27, 15, 22, 35, 48, 35, 15, 40, 1, 22, 38, 6, 30, 33, 44, 35, 3, 8, 7, 44, 2, 49, 9, 13, 11, 15, 0, 8, 6, 25, 4, 19, 26, 21, 37, 28, 14, 34, 46, 10, 1, 49, 1, 39]
[2, 0, 31, 5, 17, 1, 40, 13, 39, 24, 24, 2, 37, 3, 17, 26, 17, 50, 39, 14, 40, 12, 1, 8, 43, 21, 13, 37, 0, 25, 18, 50, 22, 18, 50, 16, 18, 46, 44, 8, 48, 27, 27, 39, 49, 24, 23, 46, 32, 18, 17, 3, 45, 19, 32, 25, 1, 35, 41, 29, 1, 32, 6, 44, 38, 43, 11, 0, 30, 7, 31, 34, 42, 5, 21, 13, 46, 24, 43, 13, 39, 31, 38, 9, 27, 14, 15, 8, 7, 25, 7, 14, 38, 29, 24, 40, 3, 5, 38, 2, 9, 50, 35, 29, 35, 43, 35, 49, 5, 43, 47, 32, 12, 40, 10, 46, 26, 43, 21, 32, 17, 28, 2, 33, 45, 19, 35, 0, 41, 29, 10, 41, 24, 18, 2, 36, 22, 44, 46, 43, 41, 16, 35, 38, 7, 33, 16, 24, 39, 4, 41, 26, 8, 0, 24, 46, 14, 10, 23, 34, 19, 11, 6, 39, 50, 50, 50, 14, 28, 38, 22, 9, 43, 20, 37, 11, 5, 32, 43, 35, 8, 22, 19, 49, 3, 14, 33, 49, 48]
[50, 31, 0, 37, 21, 26, 39, 6, 5, 11, 8, 3, 50, 17, 0, 34, 34, 48, 37, 4, 7, 45, 43, 33, 49, 13, 30, 10, 39, 26, 33, 32, 37, 15, 49, 2, 32, 34, 47, 27, 19, 17, 13, 25, 39, 24, 3, 12, 50, 45, 0, 22, 40, 47, 25, 43, 44, 21, 19, 32, 50, 29, 31, 48, 40, 15, 24, 18, 7, 42, 26, 14, 15, 35, 46, 30, 30, 24, 32, 49, 38, 15, 21, 9, 49, 27, 22, 36, 19, 36, 10, 48, 40, 43, 48, 24, 48, 22, 43, 22, 7, 40, 38, 25, 31, 11, 5, 43, 49, 6, 35, 12, 41, 45, 38, 0, 24, 30, 27, 3, 28, 46, 36, 30, 22, 16, 5, 10, 31, 25, 23, 20, 26, 47, 34, 15, 25, 29, 34, 8, 23, 24, 22, 4, 47, 6, 14, 32, 38, 50, 40, 32, 13, 24, 14, 40, 31, 24, 37, 18, 4, 14, 38, 18, 9, 48, 16, 33, 43, 47, 6, 8, 49, 15, 21, 42, 43, 0, 48, 5, 28, 34, 31, 19, 22, 9, 6, 17, 34]
[27, 5, 37, 0, 30, 40, 47, 11, 12, 28, 15, 27, 20, 17, 3, 1, 5, 26, 30, 2, 47, 19, 8, 37, 36, 28, 47, 46, 35, 35, 2, 35, 25, 39, 48, 29, 25, 6, 19, 44, 11, 22, 30, 13, 48, 6, 29, 44, 39, 12, 19, 4, 8, 32, 44, 43, 31, 43, 38, 28, 6, 31, 49, 39, 14, 10, 31, 25, 3, 26, 22, 17, 22, 8, 43, 28, 49, 12, 3, 32, 48, 21, 10, 44, 38, 12, 9, 5, 32, 17, 33, 49, 49, 0, 34, 29, 29, 41, 11, 46, 13, 3, 22, 1, 8, 46, 4, 11, 8, 41, 26, 20, 21, 29, 13, 34, 3, 0, 12, 11, 31, 17, 44, 18, 3, 29, 37, 41, 3, 39, 28, 22, 5, 5, 33, 35, 42, 47, 23, 21, 17, 42, 6, 44, 5, 38, 45, 38, 31, 33, 10, 35, 0, 13, 5, 12, 0, 36, 35, 35, 17, 25, 33, 3, 33, 25, 29, 43, 37, 48, 49, 12, 50, 23, 24, 7, 27, 42, 31, 37, 41, 34, 38, 32, 24, 1, 25, 14, 35]
[39, 17, 21, 30, 0, 48, 40, 11, 22, 10, 48, 45, 0, 31, 35, 43, 15, 34, 1, 3, 50, 11, 27, 46, 0, 22, 38, 31, 15, 1, 9, 14, 46, 37, 33, 47, 12, 49, 11, 18, 14, 10, 34, 15, 50, 48, 2, 21, 45, 50, 39, 11, 47, 3, 1, 13, 7, 34, 23, 42, 23, 50, 6, 39, 26, 0, 26, 41, 30, 12, 43, 39, 22, 32, 6, 18, 19, 11, 5, 2, 32, 43, 19, 22, 15, 11, 26, 49, 31, 18, 50, 34, 5, 0, 15, 7, 16, 23, 16, 14, 21, 45, 47, 6, 45, 40, 18, 31, 15, 7, 19, 33, 47, 8, 39, 33, 40, 26, 11, 25, 40, 15, 5, 4, 41, 14, 38, 41, 25, 19, 30, 6, 7, 24, 47, 37, 34, 33, 2, 27, 34, 38, 49, 14, 45, 3, 8, 30, 7, 31, 2, 40, 3, 46, 23, 7, 6, 41, 32, 49, 35, 48, 35, 39, 8, 13, 11, 28, 24, 3, 16, 44, 10, 1, 16, 13, 11, 39, 45, 17, 8, 12, 17, 7, 49, 2, 22, 25, 9]
[39, 1, 26, 40, 48, 0, 22, 38, 2, 43, 17, 29, 33, 37, 32, 40, 30, 19, 27, 46, 40, 40, 5, 10, 11, 34, 35, 12, 40, 27, 12, 36, 14, 48, 9, 29, 34, 16, 15, 13, 48, 35, 20, 14, 5, 34, 47, 48, 50, 11, 17, 2, 13, 33, 24, 22, 6, 4, 19, 4, 10, 3, 10, 42, 23, 37, 16, 43, 7, 21, 4, 45, 34, 20, 4, 0, 43, 38, 50, 12, 32, 25, 20, 45, 37, 37, 22, 31, 38, 48, 49, 31, 40, 31, 34, 12, 2, 40, 4, 34, 48, 8, 13, 43, 16, 49, 12, 22, 16, 0, 0, 14, 27, 47, 16, 34, 20, 33, 25, 1, 28, 19, 18, 11, 17, 27, 32, 43, 9, 34, 21, 43, 41, 23, 50, 29, 26, 6, 48, 33, 28, 22, 32, 24, 24, 5, 32, 8, 28, 28, 44, 43, 38, 10, 23, 28, 6, 1, 1, 13, 10, 31, 2, 11, 27, 47, 45, 50, 29, 17, 22, 34, 44, 1, 33, 29, 37, 16, 31, 46, 18, 45, 22, 2, 7, 19, 25, 21, 27]
[5, 40, 39, 47, 40, 22, 0, 15, 48, 0, 19, 49, 44, 18, 7, 0, 35, 33, 3, 17, 37, 40, 12, 22, 12, 26, 17, 11, 17, 21, 45, 31, 36, 4, 43, 28, 19, 20, 28, 15, 7, 3, 3, 22, 4, 42, 13, 46, 0, 48, 31, 2, 0, 34, 32, 1, 27, 17, 32, 5, 24, 48, 35, 15, 36, 25, 45, 18, 3, 3, 3, 16, 36, 0, 39, 3, 16, 18, 38, 14, 21, 33, 49, 42, 40, 37, 34, 0, 1, 35, 34, 2, 8, 43, 39, 15, 33, 48, 36, 41, 19, 4, 4, 27, 41, 36, 3, 37, 40, 27, 28, 2, 1, 29, 14, 0, 44, 41, 11, 19, 5, 19, 18, 18, 25, 45, 30, 40, 42, 44, 0, 10, 46, 15, 33, 1, 50, 43, 22, 17, 32, 28, 46, 10, 38, 26, 26, 10, 43, 13, 19, 3, 5, 34, 15, 18, 29, 41, 49, 24, 41, 2, 37, 15, 0, 27, 25, 33, 50, 38, 29, 44, 48, 11, 49, 5, 16, 26, 50, 3, 29, 39, 29, 30, 16, 24, 15, 18, 8]
[26, 13, 6, 11, 11, 38, 15, 0, 42, 42, 50, 27, 25, 35, 12, 16, 37, 1, 50, 29, 33, 27, 13, 12, 43, 7, 48, 12, 34, 50, 3, 33, 20, 15, 11, 37, 48, 37, 50, 0, 21, 36, 11, 34, 30, 26, 13, 27, 37, 44, 37, 40, 24, 45, 44, 25, 11, 2, 18, 0, 16, 14, 6, 3, 28, 34, 18, 26, 39, 31, 5, 3, 4, 50, 28, 0, 17, 1, 21, 44, 3, 23, 40, 27, 43, 34, 18, 26, 39, 10, 34, 14, 46, 44, 34, 48, 33, 10, 26, 44, 3, 6, 5, 38, 28, 23, 23, 29, 44, 30, 32, 7, 4, 5, 49, 24, 14, 42, 5, 18, 45, 2, 45, 23, 17, 15, 44, 29, 45, 31, 3, 26, 20, 7, 15, 35, 25, 36, 6, 4, 9, 14, 49, 19, 39, 6, 17, 34, 12, 35, 46, 0, 44, 10, 12, 26, 39, 15, 9, 20, 4, 30, 41, 27, 9, 32, 24, 36, 39, 1, 30, 4, 6, 12, 5, 20, 22, 16, 50, 18, 23, 0, 38, 6, 18, 32, 24, 18, 0]
[50, 39, 5, 12, 22, 2, 48, 42, 0, 20, 21, 12, 35, 14, 43, 22, 37, 50, 20, 30, 47, 20, 43, 24, 5, 49, 38, 15, 19, 31, 7, 2, 42, 25, 12, 40, 19, 40, 20, 28, 24, 10, 26, 48, 5, 47, 29, 42, 47, 2, 22, 11, 39, 38, 14, 50, 2, 27, 25, 12, 49, 9, 45, 33, 21, 1, 11, 28, 50, 50, 34, 3, 24, 36, 13, 43, 35, 34, 19, 0, 13, 9, 16, 35, 35, 46, 32, 28, 48, 35, 19, 27, 15, 35, 45, 5, 24, 33, 24, 16, 3, 41, 42, 49, 10, 27, 33, 11, 21, 9, 29, 1, 13, 43, 18, 19, 7, 26, 34, 5, 50, 42, 3, 4, 47, 26, 47, 11, 33, 16, 11, 9, 12, 31, 28, 29, 42, 23, 20, 47, 35, 22, 2, 18, 34, 7, 33, 0, 14, 17, 31, 37, 44, 0, 35, 46, 18, 46, 49, 7, 32, 45, 43, 37, 13, 30, 18, 33, 40, 31, 16, 27, 37, 42, 5, 36, 19, 7, 1, 23, 24, 1, 35, 25, 50, 21, 4, 16, 15]
[42, 24, 11, 28, 10, 43, 0, 42, 20, 0, 16, 29, 35, 13, 25, 11, 15, 32, 49, 40, 49, 10, 22, 24, 7, 6, 45, 3, 49, 10, 12, 41, 9, 32, 45, 23, 18, 42, 24, 42, 21, 49, 29, 49, 16, 5, 4, 0, 21, 12, 49, 13, 6, 10, 34, 23, 11, 39, 42, 12, 29, 13, 1, 31, 16, 36, 20, 30, 48, 26, 47, 11, 12, 17, 1, 50, 45, 6, 17, 50, 43, 25, 34, 0, 29, 20, 25, 26, 22, 37, 6, 34, 11, 10, 12, 39, 8, 30, 18, 31, 19, 35, 39, 41, 6, 5, 30, 15, 37, 50, 7, 11, 6, 12, 19, 29, 33, 12, 18, 47, 18, 29, 11, 26, 7, 41, 48, 12, 42, 31, 31, 38, 12, 18, 36, 16, 5, 18, 24, 10, 47, 10, 3, 46, 5, 33, 0, 34, 4, 0, 5, 33, 12, 19, 44, 16, 17, 33, 20, 21, 48, 46, 30, 42, 28, 16, 30, 25, 18, 6, 10, 32, 31, 39, 49, 22, 26, 2, 5, 20, 48, 8, 25, 17, 33, 50, 2, 5, 18]
