N1,N2,...,Nx
[0, 10, 28, 7, 41, 45, 44, 21, 35, 46, 25, 0, 23, 28, 7, 44, 9, 20, 47, 20, 4, 11, 4, 20, 45, 12, 31, 5, 26, 44, 33, 13, 18, 18, 12, 13, 2, 46, 23, 47, 35, 3, 33, 29, 9, 48, 21, 2, 46, 9, 27, 36, 18, 20, 15, 45, 8, 18, 40, 37, 27, 10, 19, 42, 49, 45, 36, 38, 23, 29, 10, 34, 34, 6, 20, 28, 49, 1, 30, 44, 14, 36, 1, 29, 19, 41, 17, 43, 48, 24, 50, 0, 17, 14, 10, 24, 15, 11, 43, 28, 26, 11, 13, 9, 45, 47, 4, 5, 14, 3, 2, 46, 26, 43, 27, 47, 15, 20, 15, 38, 22, 13, 29, 43, 46, 35, 16, 35, 44, 26, 4, 42, 43, 23, 25, 17, 30, 3, 15, 5, 37, 9, 48, 39, 2, 4, 8, 30, 12, 36, 5, 43, 6, 27, 2, 4, 50, 16, 6, 8, 13, 39, 29, 48, 39, 22, 32, 2, 40, 3, 38, 41, 24, 4, 2, 46, 39, 48, 38, 46, 34, 1, 25, 44, 7]
[10, 0, 11, 43, 6, 25, 28, 25, 19, 7, 26, 32, 4, 31, 7, 0, 31, 11, 42, 8, 15, 35, 23, 0, 43, 32, 34, 9, 2, 31, 45, 47, 1, 20, 43, 24, 45, 45, 41, 48, 27, 9, 8, 50, 25, 25, 49, 33, 35, 47, 21, 3, 35, 2, 27, 20, 39, 15, 45, 39, 23, 7, 28, 4, 30, 2, 17, 12, 49, 5, 43, 32, 16, 7, 41, 7, 43, 49, 39, 32, 31, 34, 3, 30, 48, 48, 23, 45, 4, 30, 12, 14, 50, 9, 13, 2, 2, 32, 12, 17, 25, 18, 42, 6, 4, 1, 14, 8, 42, 4, 9, 1, 25, 6, 17, 4, 9, 20, 47, 38, 45, 19, 18, 47, 28, 15, 36, 8, 45, 8, 17, 18, 39, 0, 27, 33, 8, 5, 20, 28, 7, 31, 40, 19, 19, 10, 47, 23, 32, 19, 2, 34, 6, 49, 29, 33, 28, 19, 14, 17, 17, 44, 11, 23, 31, 3, 48, 39, 31, 21, 36, 16, 24, 50, 36, 49, 48, 25, 34, 47, 6, 50, 13, 41, 3]
[28, 11, 0, 45, 1, 10, 19, 15, 0, 7, 45, 4, 22, 12, 11, 24, 2, 11, 15, 26, 17, 48, 34, 26, 50, 42, 44, 2, 12, 9, 33, 22, 31, 40, 42, 44, 15, 31, 43, 13, 32, 15, 49, 15, 23, 49, 11, 11, 6, 26, 35, 40, 27, 37, 4, 35, 7, 19, 27, 35, 5, 16, 33, 44, 11, 46, 43, 36, 24, 18, 15, 21, 50, 41, 5, 38, 23, 31, 27, 7, 7, 49, 48, 47, 9, 45, 43, 13, 46, 38, 27, 34, 3, 5, 26, 4, 34, 46, 40, 24, 13, 4, 7, 40, 33, 9, 6, 8, 11, 21, 2, 37, 20, 50, 49, 42, 11, 35, 37, 50, 44, 36, 12, 17, 10, 46, 1, 6, 40, 25, 39, 37, 32, 11, 33, 41, 0, 21, 22, 6, 38, 41, 10, 31, 7, 40, 9, 7, 21, 23, 16, 24, 27, 25, 16, 10, 19, 13, 9, 37, 33, 40, 18, 1, 40, 41, 24, 29, 43, 32, 12, 26, 12, 6, 27, 1, 34, 26, 31, 49, 37, 13, 45, 12, 12]
[7, 43, 45, 0, 8, 14, 13, 32, 11, 39, 39, 2, 46, 25, 15, 12, 8, 34, 40, 8, 2, 43, 46, 11, 14, 20, 17, 31, 30, 28, 13, 5, 6, 50, 36, 6, 43, 39, 4, 13, 29, 46, 12, 3, 12, 49, 50, 50, 18, 16, 22, 27, 5, 15, 6, 9, 35, 42, 28, 10, 22, 41, 39, 35, 31, 23, 5, 44, 5, 26, 37, 43, 23, 31, 31, 10, 47, 17, 6, 16, 37, 47, 2, 29, 50, 45, 38, 24, 45, 35, 30, 7, 20, 7, 3, 39, 40, 24, 40, 6, 6, 28, 35, 3, 26, 42, 0, 31, 9, 26, 41, 32, 5, 5, 49, 38, 41, 50, 30, 43, 30, 24, 13, 50, 44, 15, 12, 22, 15, 2, 31, 17, 37, 38, 26, 1, 5, 27, 16, 10, 4, 42, 12, 32, 14, 19, 25, 29, 36, 24, 31, 49, 23, 10, 20, 21, 14, 6, 35, 3, 49, 23, 24, 3, 23, 7, 47, 30, 19, 45, 37, 47, 17, 33, 19, 2, 45, 31, 17, 26, 31, 46, 28, 30, 50]
[41, 6, 1, 8, 0, 33, 47, 0, 9, 9, 16, 0, 1, 15, 7, 41, 42, 5, 15, 1, 15, 12, 4, 33, 3, 22, 40, 19, 47, 16, 10, 3, 5, 35, 5, 4, 7, 13, 22, 34, 46, 38, 48, 47, 25, 9, 44, 7, 19, 36, 44, 44, 13, 42, 6, 3, 22, 42, 49, 49, 45, 19, 12, 35, 26, 13, 1, 14, 36, 18, 48, 36, 30, 14, 39, 29, 32, 4, 22, 6, 9, 2, 26, 5, 27, 47, 0, 28, 37, 23, 39, 43, 42, 13, 41, 5, 21, 35, 40, 41, 18, 25, 2, 25, 47, 4, 20, 38, 17, 31, 8, 24, 43, 36, 13, 38, 27, 49, 22, 42, 22, 23, 39, 5, 7, 3, 26, 45, 17, 4, 4, 34, 0, 7, 11, 50, 41, 21, 0, 5, 30, 3, 19, 47, 10, 35, 40, 49, 40, 2, 1, 31, 24, 42, 9, 29, 22, 45, 23, 49, 21, 41, 12, 29, 36, 28, 26, 19, 28, 1, 33, 33, 22, 11, 17, 44, 11, 28, 18, 42, 38, 45, 13, 38, 11]
[45, 25, 10, 14, 33, 0, 0, 31, 50, 22, 0, 4, 6, 38, 33, 20, 10, 28, 1, 18, 6, 50, 36, 31, 22, 7, 6, 41, 35, 40, 49, 30, 3, 39, 3, 15, 18, 41, 8, 31, 40, 26, 10, 4, 37, 32, 6, 37, 6, 45, 30, 30, 33, 5, 42, 43, 22, 5, 38, 23, 21, 36, 1, 7, 8, 23, 14, 22, 33, 22, 45, 26, 6, 16, 41, 31, 24, 39, 40, 3, 42, 28, 40, 38, 37, 44, 49, 44, 33, 23, 20, 10, 49, 20, 38, 42, 10, 13, 9, 17, 10, 36, 19, 3, 10, 14, 7, 26, 39, 16, 12, 9, 30, 13, 17, 44, 39, 9, 18, 10, 46, 41, 44, 33, 8, 43, 7, 11, 12, 46, 8, 48, 17, 44, 27, 1, 1, 12, 29, 21, 47, 23, 23, 40, 28, 37, 18, 9, 28, 48, 2, 10, 17, 3, 20, 17, 11, 31, 25, 23, 1, 4, 45, 17, 43, 3, 10, 46, 36, 12, 6, 24, 20, 8, 16, 28, 24, 9, 3, 4, 2, 37, 12, 33, 26]
[44, 28, 19, 13, 47, 0, 0, 21, 24, 19, 48, 28, 5, 44, 35, 49, 44, 30, 11, 26, 3, 26, 24, 12, 32, 44, 50, 36, 8, 29, 42, 13, 6, 48, 20, 43, 37, 30, 37, 27, 27, 7, 2, 14, 47, 11, 11, 25, 4, 47, 11, 10, 13, 18, 20, 19, 3, 12, 17, 18, 39, 44, 17, 27, 9, 33, 41, 45, 50, 45, 23, 5, 22, 48, 24, 50, 30, 47, 15, 34, 4, 6, 44, 3, 24, 10, 7, 6, 4, 39, 13, 13, 26, 37, 6, 0, 8, 28, 14, 20, 41, 11, 30, 32, 18, 38, 8, 0, 16, 46, 2, 19, 8, 6, 9, 33, 35, 39, 11, 27, 0, 34, 9, 0, 19, 0, 30, 1, 39, 9, 6, 9, 8, 3, 48, 40, 13, 27, 16, 18, 17, 26, 1, 50, 43, 13, 21, 18, 11, 39, 42, 35, 27, 2, 38, 49, 6, 0, 49, 30, 8, 46, 37, 15, 36, 50, 12, 37, 21, 34, 48, 15, 5, 22, 29, 20, 28, 16, 27, 17, 34, 47, 16, 5, 43]
[21, 25, 15, 32, 0, 31, 21, 0, 25, 5, 14, 20, 32, 23, 44, 41, 8, 16, 15, 0, 25, 43, 42, 30, 28, 42, 2, 0, 10, 27, 29, 50, 40, 29, 1, 10, 27, 50, 4, 47, 29, 39, 0, 40, 9, 45, 43, 29, 40, 19, 4, 33, 13, 42, 2, 12, 31, 37, 25, 0, 8, 17, 31, 43, 24, 21, 13, 24, 47, 16, 35, 21, 31, 12, 44, 3, 49, 5, 0, 29, 38, 27, 33, 20, 4, 36, 27, 37, 31, 40, 3, 45, 28, 37, 31, 27, 28, 45, 21, 18, 33, 41, 10, 34, 50, 33, 35, 25, 44, 32, 23, 49, 44, 14, 23, 18, 41, 23, 37, 5, 4, 45, 36, 21, 40, 23, 8, 34, 48, 23, 25, 13, 48, 14, 7, 46, 48, 15, 16, 23, 25, 34, 16, 3, 48, 1, 13, 45, 11, 22, 45, 49, 1, 30, 1, 10, 47, 41, 36, 1, 1, 2, 15, 20, 45, 14, 25, 4, 16, 8, 5, 35, 1, 17, 44, 31, 47, 17, 33, 15, 13, 9, 28, 19, 2]
[35, 19, 0, 11, 9, 50, 24, 25, 0, 9, 21, 6, 24, 26, 13, 33, 18, 42, 20, 43, 41, 37, 26, 27, 15, 20, 21, 21, 44, 18, 15, 47, 20, 3, 26, 45, 35, 30, 21, 42, 26, 17, 9, 30, 42, 37, 39, 35, 37, 8, 32, 7, 0, 22, 28, 9, 45, 20, 8, 31, 22, 26, 13, 9, 9, 2, 7, 15, 47, 18, 9, 22, 19, 33, 39, 20, 28, 16, 22, 36, 14, 39, 1, 2, 37, 21, 27, 26, 7, 22, 4, 38, 7, 22, 33, 37, 36, 27, 29, 39, 19, 10, 37, 12, 4, 39, 43, 22, 21, 17, 50, 46, 37, 12, 2, 17, 26, 35, 42, 14, 17, 39, 26, 44, 21, 32, 36, 2, 9, 21, 2, 39, 40, 21, 34, 39, 5, 35, 3, 6, 21, 20, 28, 10, 40, 36, 41, 6, 30, 23, 29, 45, 33, 5, 27, 37, 44, 36, 49, 49, 13, 18, 26, 16, 11, 39, 50, 18, 38, 49, 45, 49, 7, 33, 39, 49, 18, 7, 42, 32, 32, 15, 42, 43, 38]
[46, 7, 7, 39, 9, 22, 19, 5, 9, 0, 49, 2, 14, 9, 34, 38, 21, 4, 16, 10, 50, 33, 27, 22, 30, 46, 47, 34, 42, 31, 17, 25, 30, 6, 40, 18, 9, 29, 39, 36, 31, 50, 34, 49, 47, 7, 14, 37, 20, 16, 1, 50, 8, 26, 49, 29, 47, 1, 18, 18, 6, 22, 14, 43, 13, 36, 2, 29, 32, 4, 19, 23, 33, 5, 8, 34, 12, 35, 42, 50, 50, 49, 18, 36, 33, 48, 48, 29, 13, 14, 16, 45, 41, 2, 36, 2, 49, 14, 22, 2, 2, 39, 39, 13, 25, 4, 6, 21, 29, 30, 41, 37, 50, 1, 36, 5, 21, 25, 15, 29, 47, 23, 45, 2, 29, 7, 22, 25, 4, 31, 5, 46, 22, 8, 38, 39, 44, 6, 21, 39, 38, 27, 25, 43, 46, 29, 39, 44, 2, 19, 26, 34, 17, 39, 17, 40, 45, 43, 14, 3, 4, 6, 14, 31, 45, 50, 29, 15, 24, 35, 8, 3, 38, 31, 42, 10, 34, 48, 22, 20, 35, 36, 44, 26, 7]
