N1,N2,...,Nx
[0, 2, 18, 50, 37, 5, 20, 31, 36, 21, 43, 29, 13, 22, 15, 24, 1, 11, 33, 30, 35, 25, 20, 14, 27, 33, 15, 39, 22, 48, 30, 12, 50, 2, 31, 42, 5, 3, 50, 37, 5, 15, 16, 16, 39, 31, 38, 36, 7, 33, 40, 34, 42, 38, 36, 35, 35, 28, 34, 13, 35, 32, 3, 7, 49, 3, 10, 48, 29, 42, 18, 31, 13, 16, 27, 32, 40, 49, 15, 41, 43, 43, 17, 34, 26, 24, 28, 31, 39, 16, 17, 30, 4, 6, 10, 8, 47, 47, 3, 19, 23, 8, 18, 8, 20, 2, 5, 17, 5, 15, 27, 46, 42, 15, 27, 21, 4, 50, 33, 26, 26, 18, 34, 22, 0, 6, 41, 24, 19, 20, 8, 34, 5, 24, 34, 25, 35, 32, 24, 37, 17, 2, 38, 19, 35, 50, 48, 19, 12, 31, 47, 41, 3, 46, 34, 41, 33, 26, 10, 45, 36, 38, 1, 3, 21, 4, 37, 47, 26, 18, 35, 34, 7, 23, 43, 45, 7, 23, 45, 36, 9, 25, 33, 9, 7, 11, 45, 12, 36, 28, 19]
[2, 0, 20, 45, 36, 9, 16, 14, 2, 42, 9, 42, 13, 28, 21, 11, 2, 0, 34, 45, 6, 38, 8, 22, 46, 50, 47, 19, 9, 20, 42, 38, 27, 19, 21, 0, 47, 50, 9, 34, 3, 0, 47, 8, 4, 43, 36, 31, 45, 12, 24, 40, 22, 10, 45, 41, 40, 27, 16, 2, 13, 14, 43, 25, 25, 25, 1, 28, 4, 37, 14, 48, 39, 45, 6, 6, 16, 30, 20, 29, 13, 23, 50, 42, 49, 14, 11, 43, 35, 43, 44, 0, 23, 19, 9, 1, 38, 33, 0, 23, 25, 44, 28, 5, 35, 42, 7, 17, 20, 23, 27, 30, 21, 5, 3, 4, 43, 46, 24, 6, 42, 32, 12, 25, 13, 4, 5, 11, 10, 25, 22, 18, 0, 2, 14, 48, 45, 38, 38, 50, 41, 26, 48, 50, 43, 7, 26, 9, 33, 4, 14, 14, 16, 34, 9, 44, 49, 34, 43, 1, 1, 50, 29, 12, 14, 20, 16, 50, 45, 37, 44, 50, 14, 18, 4, 41, 30, 6, 4, 41, 25, 40, 33, 49, 47, 45, 19, 44, 25, 23, 38]
[18, 20, 0, 40, 19, 24, 25, 15, 23, 16, 35, 4, 32, 11, 46, 40, 5, 22, 9, 43, 40, 43, 42, 0, 22, 11, 40, 27, 40, 10, 49, 25, 15, 28, 45, 3, 9, 7, 1, 41, 17, 39, 20, 2, 14, 3, 16, 39, 8, 48, 37, 17, 26, 3, 11, 20, 8, 10, 18, 25, 31, 32, 48, 6, 40, 37, 17, 24, 3, 4, 24, 34, 28, 13, 49, 10, 7, 8, 40, 15, 3, 26, 2, 32, 43, 49, 48, 18, 1, 15, 7, 7, 28, 11, 30, 38, 18, 41, 31, 0, 27, 7, 7, 27, 2, 50, 41, 47, 29, 27, 49, 48, 6, 17, 23, 48, 46, 5, 36, 13, 42, 42, 45, 26, 45, 44, 41, 19, 33, 8, 42, 14, 31, 42, 1, 14, 16, 0, 30, 30, 3, 25, 41, 0, 7, 33, 4, 18, 49, 28, 13, 16, 16, 11, 18, 41, 19, 27, 12, 50, 2, 44, 19, 23, 19, 14, 30, 50, 22, 7, 28, 23, 9, 15, 30, 26, 29, 33, 12, 17, 17, 34, 15, 25, 39, 10, 43, 22, 23, 7, 45]
[50, 45, 40, 0, 39, 50, 22, 25, 43, 5, 9, 47, 13, 37, 31, 4, 46, 30, 28, 11, 20, 42, 22, 22, 34, 16, 4, 28, 25, 38, 11, 11, 29, 18, 5, 6, 17, 21, 45, 17, 26, 46, 14, 13, 3, 42, 31, 8, 1, 20, 32, 21, 43, 13, 35, 41, 3, 26, 50, 42, 6, 43, 28, 1, 38, 14, 23, 7, 34, 39, 33, 43, 22, 12, 5, 42, 47, 2, 32, 8, 1, 20, 9, 19, 9, 24, 16, 38, 1, 14, 17, 40, 32, 6, 11, 38, 38, 5, 16, 18, 4, 30, 47, 34, 10, 17, 45, 44, 7, 31, 47, 39, 7, 9, 22, 13, 33, 37, 27, 19, 43, 37, 38, 9, 3, 41, 35, 2, 10, 6, 12, 8, 16, 11, 40, 23, 14, 35, 6, 38, 17, 40, 41, 43, 40, 41, 4, 0, 48, 13, 17, 41, 2, 29, 6, 49, 25, 45, 37, 22, 40, 40, 35, 48, 29, 20, 32, 17, 4, 48, 50, 46, 23, 39, 27, 43, 19, 21, 3, 37, 3, 1, 3, 44, 8, 33, 21, 26, 22, 7, 34]
[37, 36, 19, 39, 0, 15, 31, 8, 12, 44, 35, 21, 13, 37, 4, 48, 24, 19, 11, 40, 33, 8, 37, 48, 21, 4, 23, 13, 40, 44, 45, 13, 5, 43, 20, 48, 34, 13, 21, 23, 0, 33, 42, 10, 47, 4, 43, 36, 22, 40, 32, 32, 31, 0, 1, 1, 10, 10, 22, 31, 9, 19, 19, 33, 21, 23, 5, 40, 41, 10, 39, 1, 1, 44, 49, 23, 34, 28, 28, 37, 16, 49, 29, 0, 17, 36, 43, 18, 32, 11, 4, 29, 11, 49, 36, 41, 31, 31, 16, 3, 35, 7, 9, 16, 34, 8, 44, 36, 44, 26, 21, 31, 13, 11, 31, 14, 41, 34, 40, 17, 6, 14, 16, 26, 40, 41, 9, 19, 29, 22, 41, 4, 9, 44, 22, 18, 26, 15, 20, 30, 10, 30, 4, 26, 47, 15, 36, 15, 23, 23, 33, 43, 41, 36, 33, 50, 39, 40, 2, 21, 20, 44, 22, 0, 6, 18, 39, 24, 35, 20, 19, 40, 30, 3, 4, 18, 44, 33, 30, 14, 33, 25, 20, 21, 40, 29, 2, 30, 33, 2, 45]
[5, 9, 24, 50, 15, 0, 18, 50, 25, 34, 22, 4, 25, 33, 35, 35, 24, 12, 4, 48, 13, 13, 18, 9, 48, 49, 20, 49, 38, 28, 9, 5, 28, 1, 33, 12, 15, 30, 6, 39, 13, 27, 17, 15, 21, 9, 1, 48, 26, 6, 14, 7, 48, 8, 36, 4, 2, 6, 36, 0, 39, 36, 30, 19, 5, 8, 32, 2, 19, 13, 0, 7, 45, 20, 28, 31, 7, 12, 46, 12, 6, 25, 0, 28, 13, 3, 36, 12, 35, 35, 37, 33, 10, 8, 3, 16, 9, 26, 11, 14, 34, 3, 23, 17, 38, 18, 12, 8, 35, 18, 8, 37, 44, 43, 18, 32, 50, 38, 39, 20, 14, 35, 9, 49, 49, 39, 33, 27, 41, 22, 42, 24, 43, 26, 26, 13, 48, 38, 29, 18, 3, 43, 43, 36, 19, 40, 18, 16, 38, 8, 38, 25, 46, 33, 45, 43, 38, 11, 21, 9, 3, 3, 17, 47, 33, 41, 42, 35, 21, 38, 2, 41, 16, 37, 11, 5, 14, 15, 17, 19, 45, 2, 35, 42, 50, 0, 5, 46, 43, 6, 1]
[20, 16, 25, 22, 31, 18, 0, 34, 23, 50, 20, 39, 26, 14, 15, 23, 13, 44, 39, 13, 12, 8, 38, 32, 18, 23, 31, 15, 29, 7, 49, 19, 37, 49, 7, 21, 11, 22, 32, 38, 31, 31, 48, 20, 26, 13, 26, 13, 16, 46, 34, 23, 45, 25, 6, 27, 41, 48, 18, 16, 11, 17, 42, 47, 5, 10, 15, 37, 7, 6, 11, 42, 49, 11, 2, 29, 14, 27, 14, 50, 27, 16, 41, 7, 37, 20, 36, 26, 32, 0, 8, 13, 48, 4, 30, 40, 11, 25, 19, 4, 24, 5, 1, 2, 4, 41, 14, 47, 14, 14, 47, 21, 14, 24, 26, 19, 1, 25, 10, 21, 18, 5, 48, 22, 11, 12, 10, 13, 38, 38, 22, 40, 40, 38, 31, 14, 31, 31, 37, 12, 37, 28, 42, 4, 26, 43, 17, 24, 46, 50, 32, 47, 36, 13, 40, 44, 43, 21, 42, 29, 2, 10, 43, 9, 49, 4, 46, 1, 35, 22, 29, 48, 14, 5, 25, 11, 16, 2, 34, 1, 12, 25, 20, 12, 33, 29, 18, 26, 49, 10, 42]
[31, 14, 15, 25, 8, 50, 34, 0, 8, 12, 22, 12, 5, 26, 12, 1, 3, 23, 5, 13, 30, 48, 13, 42, 43, 21, 7, 45, 8, 8, 48, 11, 30, 42, 4, 40, 45, 13, 48, 3, 33, 19, 14, 33, 36, 21, 41, 33, 47, 6, 31, 7, 18, 32, 17, 35, 11, 39, 23, 29, 0, 0, 31, 8, 34, 30, 18, 32, 25, 38, 22, 23, 20, 2, 40, 15, 14, 17, 26, 23, 9, 14, 5, 41, 9, 0, 41, 16, 45, 36, 29, 29, 50, 50, 6, 50, 3, 15, 43, 14, 0, 21, 25, 0, 23, 19, 13, 17, 25, 39, 9, 36, 7, 22, 31, 50, 24, 31, 13, 50, 45, 38, 33, 15, 44, 0, 46, 13, 27, 22, 10, 1, 44, 43, 43, 7, 40, 16, 36, 34, 25, 49, 24, 35, 33, 16, 38, 50, 37, 43, 9, 43, 39, 5, 2, 26, 24, 11, 36, 20, 44, 29, 39, 12, 13, 41, 23, 18, 9, 40, 7, 31, 4, 35, 15, 3, 18, 48, 11, 22, 3, 8, 30, 23, 11, 23, 39, 20, 35, 1, 7]
[36, 2, 23, 43, 12, 25, 23, 8, 0, 39, 16, 36, 40, 28, 20, 16, 23, 46, 36, 3, 35, 23, 22, 24, 33, 19, 43, 44, 18, 19, 4, 39, 4, 45, 34, 33, 12, 9, 39, 50, 22, 14, 16, 43, 12, 16, 3, 42, 10, 9, 14, 48, 19, 48, 22, 26, 35, 3, 17, 2, 10, 38, 33, 36, 29, 39, 22, 32, 30, 34, 38, 10, 36, 47, 35, 2, 0, 40, 45, 6, 25, 4, 42, 12, 17, 18, 44, 11, 3, 4, 4, 38, 27, 47, 27, 2, 43, 30, 17, 39, 17, 49, 45, 39, 18, 31, 34, 11, 5, 47, 42, 12, 13, 32, 2, 0, 28, 3, 3, 8, 3, 18, 45, 7, 13, 32, 47, 20, 38, 47, 37, 0, 36, 21, 33, 37, 14, 10, 7, 15, 37, 13, 23, 41, 48, 11, 44, 36, 35, 5, 43, 21, 3, 2, 44, 24, 31, 36, 47, 22, 30, 44, 42, 45, 41, 16, 2, 11, 42, 24, 10, 48, 23, 33, 25, 11, 26, 21, 18, 13, 23, 43, 5, 39, 29, 48, 22, 34, 28, 48, 21]
[21, 42, 16, 5, 44, 34, 50, 12, 39, 0, 10, 26, 22, 50, 23, 22, 38, 1, 34, 30, 9, 37, 3, 4, 6, 11, 38, 31, 13, 48, 24, 30, 9, 49, 12, 15, 4, 20, 42, 32, 14, 28, 44, 4, 43, 5, 49, 5, 39, 3, 9, 32, 12, 30, 26, 29, 12, 10, 37, 3, 48, 26, 15, 4, 23, 49, 42, 3, 44, 41, 1, 5, 43, 46, 7, 9, 2, 42, 40, 5, 19, 4, 34, 19, 15, 19, 7, 5, 38, 25, 36, 12, 29, 12, 27, 41, 50, 17, 22, 35, 12, 24, 11, 7, 11, 21, 7, 28, 10, 8, 26, 8, 4, 31, 10, 24, 50, 29, 30, 43, 33, 2, 34, 3, 39, 34, 45, 16, 11, 50, 45, 19, 31, 4, 38, 32, 9, 8, 30, 31, 43, 4, 14, 22, 27, 8, 1, 0, 10, 45, 39, 45, 0, 16, 22, 43, 25, 18, 39, 29, 14, 22, 12, 27, 25, 35, 19, 39, 10, 32, 14, 15, 10, 16, 27, 48, 27, 49, 39, 14, 23, 32, 43, 20, 9, 15, 13, 17, 23, 28, 33]
