N1,N2,...,Nx
[0, 45, 3, 40, 47, 38, 13, 43, 40, 50, 18, 8, 46, 48, 30, 6, 32, 37, 23, 38, 5, 21, 21, 15, 39, 30, 50, 15, 2, 37, 24, 47, 11, 25, 33, 2, 8, 21, 25, 31, 30, 28, 32, 16, 4, 5, 44, 50, 6, 36, 25, 12, 48, 1, 19, 28, 30, 29, 38, 27, 6, 18, 12, 18, 21, 41, 33, 26, 46, 32, 47, 10, 46, 14, 28, 5, 29, 34, 36, 37, 14, 3, 11, 47, 27, 36, 27, 40, 47, 32, 18, 20, 23, 19, 34, 40, 47, 18, 32, 0, 21, 7, 0, 29, 13, 14, 32, 31, 43, 27, 21, 46, 1, 25, 8, 31, 12, 25, 41, 26, 39, 15, 20, 7, 45, 0, 48, 12, 17, 28, 26, 12, 33, 33, 34, 41, 21, 38, 9, 22, 26, 46, 36, 16, 31, 6, 24, 40, 29, 31, 14, 20, 14, 48, 17, 23, 15, 35, 11, 40, 38, 35, 31, 8, 36, 31, 16]
[45, 0, 17, 4, 3, 18, 38, 5, 45, 8, 5, 23, 13, 21, 14, 46, 21, 32, 25, 17, 22, 22, 3, 30, 1, 27, 16, 26, 2, 49, 43, 44, 36, 20, 0, 41, 24, 37, 36, 21, 39, 42, 29, 44, 8, 6, 38, 49, 3, 47, 39, 14, 12, 2, 39, 12, 15, 47, 26, 49, 46, 10, 14, 26, 20, 18, 20, 42, 8, 40, 36, 16, 27, 24, 47, 32, 35, 40, 25, 6, 2, 50, 19, 24, 43, 33, 13, 4, 11, 26, 38, 0, 7, 26, 48, 49, 46, 42, 32, 21, 49, 23, 45, 32, 37, 14, 20, 12, 50, 11, 24, 47, 23, 33, 17, 8, 13, 17, 24, 31, 49, 1, 23, 22, 7, 6, 3, 47, 28, 4, 14, 13, 8, 37, 33, 2, 3, 0, 50, 35, 39, 45, 4, 46, 30, 16, 28, 48, 3, 35, 49, 19, 40, 37, 12, 36, 44, 50, 31, 1, 38, 32, 21, 0, 29, 23, 39]
[3, 17, 0, 4, 50, 4, 25, 5, 40, 12, 14, 24, 5, 44, 10, 42, 30, 31, 35, 20, 2, 35, 22, 42, 20, 40, 23, 30, 46, 48, 10, 49, 10, 11, 27, 27, 32, 29, 38, 35, 39, 49, 38, 14, 4, 31, 50, 29, 47, 26, 28, 37, 13, 30, 13, 15, 27, 30, 24, 38, 16, 36, 34, 30, 18, 10, 18, 29, 17, 35, 39, 28, 13, 41, 8, 29, 47, 35, 20, 2, 45, 29, 32, 44, 49, 4, 27, 0, 44, 20, 19, 32, 4, 17, 26, 40, 1, 31, 39, 34, 44, 6, 45, 21, 4, 18, 34, 41, 48, 36, 50, 47, 0, 21, 3, 4, 25, 41, 26, 44, 13, 28, 11, 3, 37, 33, 9, 20, 19, 7, 17, 48, 29, 5, 34, 6, 41, 33, 32, 24, 27, 28, 49, 18, 35, 41, 33, 32, 3, 1, 32, 20, 18, 24, 30, 46, 27, 19, 13, 45, 0, 15, 16, 48, 29, 50, 15]
[40, 4, 4, 0, 6, 44, 1, 18, 30, 11, 32, 32, 35, 42, 11, 2, 38, 15, 17, 20, 6, 22, 32, 11, 14, 3, 10, 36, 0, 23, 14, 50, 7, 2, 8, 50, 47, 23, 3, 48, 35, 10, 10, 7, 17, 45, 20, 44, 46, 41, 30, 30, 39, 42, 21, 37, 38, 12, 2, 41, 35, 44, 1, 49, 6, 23, 1, 5, 43, 43, 30, 44, 10, 49, 39, 35, 22, 49, 22, 42, 18, 24, 37, 37, 20, 25, 9, 38, 31, 28, 6, 6, 27, 40, 47, 50, 46, 20, 11, 11, 12, 8, 34, 42, 45, 24, 19, 35, 8, 27, 9, 2, 12, 15, 46, 20, 25, 7, 0, 21, 5, 28, 31, 25, 9, 44, 4, 9, 15, 11, 20, 19, 12, 4, 3, 21, 18, 11, 19, 10, 5, 34, 41, 47, 28, 3, 38, 42, 4, 30, 18, 13, 14, 3, 28, 26, 33, 32, 41, 32, 16, 9, 5, 47, 15, 39, 37]
[47, 3, 50, 6, 0, 13, 1, 11, 23, 14, 41, 38, 26, 8, 25, 22, 8, 12, 49, 7, 48, 22, 34, 4, 15, 30, 2, 31, 29, 29, 6, 16, 24, 45, 25, 4, 44, 27, 38, 5, 9, 21, 4, 36, 18, 23, 8, 49, 30, 10, 10, 7, 24, 40, 41, 44, 17, 28, 33, 5, 13, 5, 14, 6, 42, 12, 3, 42, 22, 23, 28, 41, 32, 2, 22, 20, 19, 11, 8, 18, 36, 20, 47, 46, 0, 14, 34, 25, 17, 22, 25, 18, 7, 45, 38, 38, 35, 43, 22, 30, 4, 28, 24, 11, 46, 28, 48, 38, 0, 3, 3, 29, 33, 13, 22, 21, 28, 14, 12, 17, 14, 27, 42, 3, 33, 16, 28, 21, 42, 3, 33, 26, 10, 24, 3, 36, 35, 15, 48, 42, 15, 48, 50, 18, 14, 25, 41, 5, 16, 37, 2, 30, 46, 42, 43, 32, 10, 27, 31, 41, 43, 11, 32, 48, 37, 27, 17]
[38, 18, 4, 44, 13, 0, 25, 8, 11, 19, 50, 47, 16, 13, 40, 47, 45, 38, 46, 25, 20, 19, 23, 9, 32, 25, 48, 35, 36, 28, 44, 22, 15, 28, 50, 48, 33, 1, 28, 30, 13, 1, 20, 50, 14, 0, 44, 46, 25, 11, 40, 44, 15, 24, 45, 25, 26, 30, 2, 19, 24, 9, 15, 40, 48, 1, 23, 29, 33, 13, 38, 18, 3, 20, 42, 30, 9, 0, 3, 0, 23, 40, 1, 10, 12, 17, 24, 0, 28, 33, 42, 15, 0, 13, 13, 33, 48, 23, 46, 7, 19, 23, 44, 46, 33, 3, 49, 30, 21, 29, 39, 28, 14, 2, 37, 32, 36, 15, 10, 19, 18, 27, 3, 30, 28, 35, 26, 44, 47, 39, 48, 46, 29, 49, 11, 47, 32, 47, 36, 19, 43, 49, 29, 11, 9, 14, 0, 26, 16, 34, 47, 45, 30, 2, 17, 8, 22, 25, 19, 15, 40, 0, 24, 45, 39, 6, 10]
[13, 38, 25, 1, 1, 25, 0, 21, 48, 24, 1, 0, 47, 16, 18, 38, 33, 20, 49, 16, 12, 29, 48, 22, 38, 47, 19, 13, 3, 32, 49, 23, 38, 8, 8, 43, 0, 27, 20, 30, 25, 41, 41, 36, 14, 48, 23, 45, 31, 10, 31, 14, 21, 30, 16, 4, 15, 1, 41, 26, 8, 24, 24, 48, 19, 31, 3, 22, 50, 29, 35, 25, 17, 4, 44, 48, 4, 16, 4, 46, 47, 22, 49, 2, 24, 29, 46, 31, 4, 16, 41, 23, 35, 29, 18, 27, 23, 29, 29, 34, 24, 25, 22, 4, 50, 9, 43, 30, 40, 46, 5, 39, 30, 34, 26, 35, 41, 13, 2, 48, 39, 32, 12, 9, 39, 30, 6, 26, 50, 21, 29, 42, 0, 5, 10, 43, 27, 47, 19, 15, 4, 29, 23, 30, 40, 35, 20, 8, 5, 41, 2, 14, 16, 17, 49, 45, 29, 0, 42, 22, 11, 4, 3, 38, 46, 29, 18]
[43, 5, 5, 18, 11, 8, 21, 0, 44, 49, 3, 40, 2, 50, 23, 47, 6, 15, 4, 1, 46, 21, 34, 10, 0, 19, 3, 3, 9, 15, 6, 7, 0, 25, 17, 35, 44, 20, 18, 34, 23, 3, 6, 25, 44, 1, 36, 31, 39, 24, 45, 12, 23, 34, 37, 5, 33, 40, 37, 0, 11, 13, 30, 18, 16, 25, 14, 2, 36, 39, 15, 25, 19, 16, 31, 41, 15, 12, 50, 25, 45, 41, 20, 29, 2, 24, 43, 43, 35, 2, 1, 46, 21, 4, 32, 8, 35, 9, 31, 46, 27, 42, 13, 48, 30, 23, 42, 24, 44, 31, 41, 19, 47, 21, 42, 43, 29, 47, 33, 2, 29, 35, 45, 41, 10, 20, 32, 30, 38, 2, 6, 16, 40, 27, 5, 34, 48, 19, 0, 25, 26, 32, 43, 44, 36, 28, 48, 45, 14, 12, 39, 35, 50, 22, 12, 17, 30, 4, 17, 2, 39, 23, 28, 14, 9, 18, 11]
[40, 45, 40, 30, 23, 11, 48, 44, 0, 34, 25, 15, 25, 28, 36, 16, 44, 17, 13, 18, 19, 7, 44, 43, 4, 23, 1, 46, 46, 43, 13, 8, 31, 24, 17, 29, 28, 7, 36, 0, 18, 29, 39, 24, 22, 40, 4, 4, 23, 15, 28, 49, 5, 26, 25, 4, 34, 46, 20, 10, 31, 23, 19, 17, 10, 22, 6, 29, 39, 12, 13, 4, 31, 25, 18, 10, 45, 30, 12, 50, 1, 45, 45, 18, 31, 29, 37, 14, 27, 18, 41, 18, 8, 34, 5, 30, 33, 23, 50, 15, 8, 33, 35, 37, 24, 23, 9, 0, 28, 20, 50, 18, 17, 32, 28, 30, 37, 46, 20, 2, 15, 36, 18, 32, 25, 39, 9, 44, 47, 47, 29, 11, 7, 49, 19, 38, 44, 11, 44, 8, 37, 25, 42, 30, 3, 49, 34, 4, 44, 12, 30, 0, 16, 48, 3, 36, 13, 14, 15, 2, 42, 7, 42, 27, 42, 9, 47]
[50, 8, 12, 11, 14, 19, 24, 49, 34, 0, 0, 12, 6, 20, 32, 38, 20, 45, 41, 10, 36, 41, 25, 34, 21, 34, 8, 45, 24, 16, 14, 22, 23, 4, 22, 22, 1, 44, 44, 22, 38, 0, 48, 38, 5, 9, 13, 4, 17, 5, 1, 21, 32, 20, 25, 3, 22, 16, 27, 34, 3, 43, 25, 30, 8, 44, 14, 24, 4, 0, 1, 48, 20, 6, 11, 9, 36, 17, 49, 49, 26, 8, 35, 16, 7, 1, 42, 27, 30, 13, 40, 0, 41, 8, 38, 25, 28, 12, 3, 14, 17, 50, 29, 15, 1, 25, 45, 12, 43, 29, 41, 50, 41, 42, 0, 37, 11, 38, 37, 17, 48, 4, 29, 28, 45, 50, 50, 44, 48, 29, 31, 23, 27, 50, 25, 16, 25, 18, 46, 1, 39, 3, 40, 44, 28, 24, 24, 24, 9, 14, 41, 38, 12, 49, 34, 16, 10, 39, 22, 41, 12, 34, 28, 32, 2, 46, 25]
[18, 5, 14, 32, 41, 50, 1, 3, 25, 0, 0, 46, 21, 4, 5, 34, 9, 6, 8, 27, 23, 7, 11, 8, 33, 17, 23, 21, 42, 49, 38, 11, 5, 19, 16, 1, 2, 22, 24, 23, 6, 13, 2, 43, 19, 9, 34, 5, 12, 1, 8, 4, 43, 17, 3, 21, 32, 10, 26, 29, 0, 8, 43, 39, 15, 50, 46, 10, 29, 3, 48, 20, 35, 13, 5, 9, 2, 5, 32, 0, 37, 40, 9, 6, 30, 20, 20, 14, 12, 46, 33, 4, 8, 13, 38, 24, 32, 15, 41, 18, 1, 46, 28, 17, 10, 33, 1, 13, 42, 10, 34, 4, 33, 28, 13, 43, 42, 26, 40, 0, 30, 33, 5, 9, 7, 4, 42, 0, 45, 18, 35, 37, 50, 45, 47, 41, 42, 43, 0, 41, 46, 19, 20, 37, 2, 13, 15, 37, 2, 12, 31, 5, 42, 4, 2, 49, 1, 10, 37, 19, 42, 10, 35, 31, 41, 13, 49]
[8, 23, 24, 32, 38, 47, 0, 40, 15, 12, 46, 0, 25, 42, 40, 19, 36, 27, 46, 50, 50, 26, 22, 15, 23, 37, 23, 34, 1, 24, 21, 4, 38, 16, 20, 48, 11, 25, 2, 3, 11, 3, 15, 45, 19, 4, 13, 44, 2, 44, 20, 18, 29, 41, 23, 0, 21, 13, 1, 3, 38, 2, 50, 31, 37, 11, 28, 26, 35, 11, 29, 20, 7, 24, 39, 38, 37, 28, 0, 41, 20, 37, 4, 28, 15, 10, 30, 39, 20, 31, 47, 43, 28, 1, 42, 34, 18, 15, 19, 16, 31, 17, 9, 22, 29, 6, 16, 27, 3, 6, 12, 7, 38, 40, 32, 18, 48, 37, 26, 38, 15, 19, 17, 24, 39, 45, 26, 41, 4, 23, 36, 49, 34, 48, 49, 23, 34, 32, 38, 19, 29, 21, 38, 11, 49, 3, 14, 42, 13, 41, 40, 41, 23, 42, 14, 11, 44, 2, 21, 44, 28, 27, 24, 24, 30, 42, 5]
[46, 13, 5, 35, 26, 16, 47, 2, 25, 6, 21, 25, 0, 2, 11, 6, 9, 50, 17, 49, 43, 25, 25, 47, 37, 4, 47, 40, 18, 16, 18, 31, 0, 39, 10, 26, 11, 43, 16, 47, 33, 49, 1, 48, 26, 18, 50, 14, 6, 31, 32, 33, 37, 26, 33, 23, 6, 31, 19, 27, 19, 31, 23, 40, 12, 25, 22, 24, 21, 10, 14, 15, 13, 6, 16, 15, 39, 46, 35, 28, 3, 4, 11, 39, 9, 15, 29, 8, 1, 40, 41, 48, 23, 2, 8, 27, 24, 12, 26, 16, 2, 5, 16, 44, 31, 37, 0, 45, 12, 36, 1, 14, 3, 6, 1, 4, 47, 44, 2, 30, 10, 0, 25, 2, 0, 38, 33, 27, 7, 47, 42, 18, 0, 41, 12, 26, 20, 49, 47, 42, 36, 41, 39, 21, 34, 43, 6, 11, 38, 32, 40, 0, 48, 1, 1, 30, 7, 47, 6, 9, 41, 40, 48, 26, 4, 37, 32]
[48, 21, 44, 42, 8, 13, 16, 50, 28, 20, 4, 42, 2, 0, 17, 44, 27, 48, 34, 44, 10, 19, 14, 18, 9, 30, 17, 13, 29, 47, 28, 47, 6, 38, 24, 50, 22, 38, 5, 46, 25, 24, 10, 9, 50, 48, 46, 0, 48, 6, 22, 11, 40, 41, 46, 36, 39, 22, 44, 40, 23, 7, 38, 11, 46, 15, 17, 48, 25, 14, 41, 0, 11, 2, 38, 2, 13, 12, 35, 38, 3, 16, 5, 28, 1, 8, 38, 16, 27, 34, 24, 6, 46, 6, 48, 4, 13, 5, 28, 46, 46, 0, 4, 43, 50, 12, 39, 31, 47, 15, 26, 48, 50, 0, 20, 45, 36, 8, 38, 43, 35, 15, 44, 48, 26, 40, 43, 49, 9, 42, 22, 34, 34, 3, 48, 2, 0, 22, 36, 42, 19, 28, 45, 26, 28, 42, 11, 37, 29, 12, 43, 6, 10, 46, 7, 3, 48, 42, 25, 32, 36, 11, 22, 29, 28, 42, 11]
[30, 14, 10, 11, 25, 40, 18, 23, 36, 32, 5, 40, 11, 17, 0, 6, 8, 5, 48, 49, 34, 15, 0, 7, 25, 3, 43, 21, 22, 27, 24, 13, 35, 27, 33, 28, 42, 7, 12, 35, 19, 50, 24, 8, 44, 34, 15, 13, 21, 32, 26, 40, 14, 46, 16, 50, 7, 48, 22, 0, 21, 28, 32, 45, 12, 43, 25, 50, 16, 44, 46, 40, 32, 10, 36, 4, 39, 4, 4, 9, 2, 9, 15, 3, 37, 38, 16, 6, 23, 26, 18, 30, 3, 23, 7, 50, 11, 23, 33, 45, 36, 31, 10, 26, 43, 38, 28, 43, 7, 29, 28, 43, 16, 20, 43, 1, 6, 40, 44, 2, 5, 20, 2, 13, 32, 31, 18, 17, 11, 47, 1, 37, 20, 29, 18, 25, 13, 50, 34, 34, 28, 14, 16, 27, 7, 26, 3, 10, 34, 42, 38, 14, 42, 40, 26, 2, 36, 43, 0, 6, 21, 41, 20, 36, 11, 32, 15]
[6, 46, 42, 2, 22, 47, 38, 47, 16, 38, 34, 19, 6, 44, 6, 0, 34, 8, 4, 10, 9, 49, 25, 42, 45, 26, 14, 43, 42, 3, 7, 31, 39, 18, 35, 14, 48, 26, 33, 10, 47, 32, 10, 8, 29, 9, 33, 37, 1, 2, 5, 42, 20, 47, 39, 18, 22, 38, 1, 14, 43, 34, 6, 19, 31, 47, 21, 42, 43, 41, 4, 3, 35, 49, 0, 36, 44, 46, 25, 37, 25, 23, 34, 24, 41, 34, 33, 50, 25, 45, 19, 10, 27, 26, 16, 38, 25, 48, 24, 47, 42, 20, 10, 29, 38, 20, 14, 10, 17, 23, 23, 42, 2, 25, 8, 23, 25, 26, 10, 22, 24, 40, 4, 6, 6, 29, 27, 39, 46, 38, 49, 12, 24, 11, 31, 42, 14, 16, 44, 36, 25, 46, 6, 20, 44, 26, 17, 40, 4, 24, 4, 31, 27, 37, 11, 26, 15, 19, 9, 44, 25, 10, 25, 11, 41, 50, 47]
[32, 21, 30, 38, 8, 45, 33, 6, 44, 20, 9, 36, 9, 27, 8, 34, 0, 2, 19, 49, 14, 38, 32, 38, 2, 24, 47, 19, 20, 30, 23, 45, 39, 48, 22, 36, 41, 10, 25, 18, 21, 42, 15, 44, 23, 31, 10, 34, 50, 0, 45, 0, 16, 41, 1, 28, 38, 20, 17, 17, 27, 24, 11, 34, 12, 2, 0, 49, 43, 22, 12, 18, 35, 22, 32, 24, 46, 37, 6, 27, 21, 34, 27, 43, 31, 21, 8, 47, 49, 1, 35, 37, 1, 37, 50, 18, 6, 34, 26, 26, 18, 17, 48, 30, 32, 15, 33, 0, 17, 31, 23, 45, 7, 34, 9, 26, 13, 14, 6, 10, 11, 21, 7, 27, 4, 26, 47, 31, 19, 10, 9, 16, 50, 23, 33, 30, 0, 11, 26, 28, 20, 3, 28, 26, 27, 2, 48, 48, 50, 24, 16, 19, 48, 18, 9, 31, 21, 17, 39, 13, 50, 22, 19, 15, 7, 36, 20]
[37, 32, 31, 15, 12, 38, 20, 15, 17, 45, 6, 27, 50, 48, 5, 8, 2, 0, 47, 33, 32, 48, 31, 6, 35, 1, 13, 12, 14, 11, 29, 4, 10, 11, 7, 37, 24, 46, 24, 36, 9, 39, 45, 44, 39, 23, 13, 10, 42, 40, 18, 6, 32, 11, 25, 46, 28, 50, 28, 16, 4, 38, 12, 6, 29, 49, 34, 8, 4, 20, 18, 47, 29, 39, 10, 40, 25, 11, 2, 32, 6, 41, 44, 23, 1, 50, 41, 21, 7, 5, 33, 35, 43, 36, 35, 34, 40, 38, 31, 50, 8, 6, 26, 49, 42, 18, 16, 25, 29, 29, 10, 30, 49, 15, 6, 10, 16, 16, 45, 37, 15, 13, 8, 8, 3, 46, 43, 16, 8, 25, 36, 27, 8, 4, 8, 43, 48, 40, 29, 24, 20, 29, 30, 27, 2, 11, 8, 8, 25, 24, 9, 15, 10, 28, 41, 48, 23, 19, 23, 4, 19, 35, 26, 6, 2, 23, 33]
[23, 25, 35, 17, 49, 46, 49, 4, 13, 41, 8, 46, 17, 34, 48, 4, 19, 47, 0, 48, 40, 21, 36, 33, 48, 20, 36, 11, 2, 43, 36, 20, 47, 2, 27, 17, 42, 43, 18, 47, 49, 34, 42, 13, 29, 33, 17, 23, 39, 16, 39, 10, 22, 29, 32, 35, 38, 9, 36, 9, 45, 39, 1, 25, 37, 42, 20, 14, 36, 4, 36, 26, 41, 36, 5, 5, 2, 41, 34, 14, 0, 14, 50, 28, 29, 26, 8, 32, 46, 21, 28, 28, 30, 13, 48, 36, 6, 2, 30, 1, 32, 10, 50, 13, 21, 9, 2, 3, 46, 9, 24, 41, 20, 34, 23, 48, 31, 14, 22, 41, 17, 35, 16, 18, 35, 20, 43, 20, 34, 31, 5, 45, 12, 27, 27, 19, 44, 6, 41, 49, 40, 41, 26, 42, 8, 16, 8, 36, 41, 7, 4, 10, 0, 13, 19, 18, 12, 6, 9, 47, 8, 19, 8, 0, 25, 42, 21]
[38, 17, 20, 20, 7, 25, 16, 1, 18, 10, 27, 50, 49, 44, 49, 10, 49, 33, 48, 0, 25, 20, 47, 50, 2, 41, 40, 34, 39, 4, 7, 48, 8, 21, 48, 43, 13, 12, 6, 29, 10, 15, 44, 46, 47, 30, 35, 35, 13, 24, 11, 15, 33, 10, 37, 10, 36, 7, 14, 24, 18, 0, 45, 16, 4, 15, 24, 20, 6, 3, 19, 10, 8, 10, 40, 42, 2, 36, 22, 16, 2, 26, 30, 2, 40, 16, 2, 20, 35, 31, 28, 14, 48, 7, 23, 27, 1, 16, 41, 7, 41, 27, 1, 32, 24, 22, 7, 15, 34, 28, 20, 33, 27, 9, 0, 33, 14, 12, 6, 4, 24, 36, 36, 2, 22, 14, 44, 10, 11, 13, 22, 12, 4, 11, 39, 16, 13, 31, 30, 43, 47, 7, 10, 14, 36, 7, 36, 39, 15, 26, 10, 9, 3, 4, 13, 37, 7, 12, 1, 37, 21, 30, 40, 6, 0, 10, 20]
[5, 22, 2, 6, 48, 20, 12, 46, 19, 36, 23, 50, 43, 10, 34, 9, 14, 32, 40, 25, 0, 0, 40, 3, 32, 42, 8, 27, 48, 29, 13, 4, 28, 38, 5, 46, 24, 5, 35, 40, 12, 6, 34, 27, 49, 35, 32, 44, 28, 20, 45, 12, 6, 9, 48, 44, 17, 47, 49, 29, 29, 48, 28, 2, 31, 40, 43, 33, 9, 12, 20, 35, 35, 2, 38, 46, 48, 39, 20, 21, 20, 20, 28, 17, 50, 11, 12, 35, 5, 42, 34, 49, 29, 0, 19, 10, 30, 27, 11, 0, 31, 40, 31, 22, 49, 28, 6, 31, 39, 29, 36, 36, 45, 25, 8, 31, 31, 17, 21, 44, 39, 36, 17, 21, 23, 50, 35, 8, 19, 29, 27, 43, 25, 15, 28, 41, 34, 21, 22, 11, 9, 21, 46, 44, 25, 39, 46, 14, 46, 50, 16, 2, 35, 17, 37, 18, 24, 29, 47, 31, 40, 17, 9, 30, 26, 23, 4]
[21, 22, 35, 22, 22, 19, 29, 21, 7, 41, 7, 26, 25, 19, 15, 49, 38, 48, 21, 20, 0, 0, 39, 13, 6, 49, 24, 14, 26, 26, 42, 13, 34, 42, 37, 1, 22, 26, 2, 11, 44, 22, 49, 21, 27, 14, 8, 33, 7, 30, 30, 0, 9, 48, 25, 0, 26, 32, 39, 34, 36, 45, 35, 45, 20, 33, 17, 47, 16, 35, 31, 29, 18, 9, 30, 27, 37, 36, 28, 31, 30, 44, 19, 19, 30, 33, 4, 37, 7, 18, 22, 4, 1, 12, 50, 8, 39, 38, 48, 50, 43, 43, 43, 3, 41, 44, 50, 3, 19, 29, 20, 44, 6, 49, 0, 33, 50, 25, 17, 14, 29, 25, 0, 27, 23, 24, 37, 41, 1, 47, 17, 19, 34, 23, 45, 41, 30, 44, 41, 13, 47, 40, 34, 12, 7, 40, 29, 15, 1, 37, 37, 43, 41, 23, 49, 5, 29, 39, 30, 49, 31, 25, 29, 20, 43, 28, 44]
