N1,N2,...,Nx
[0, 46, 49, 12, 42, 42, 8, 28, 2, 42, 46, 44, 30, 28, 22, 27, 26, 48, 10, 24, 31, 25, 20, 22, 41, 28, 0, 25, 18, 14, 23, 49, 35, 32, 18, 18, 12, 2, 47, 16, 38, 1, 46, 31, 43, 45, 19, 12, 34, 12, 25, 21, 27, 21, 33, 21, 8, 4, 48, 10, 34, 18, 17, 7, 35, 36, 25, 42, 12, 15, 14, 45, 45, 49, 16, 47, 22, 1, 49, 15, 40, 8, 21, 44, 29, 23, 27, 40, 17, 34, 38, 41, 15, 50, 22, 11, 35, 3, 44, 0, 7, 11, 32, 35, 49, 30, 25, 30, 25, 19, 29, 13, 26, 17, 14, 21, 50, 23, 28, 7, 28, 35, 43, 26, 30, 23, 45, 10, 44]
[46, 0, 9, 32, 40, 1, 32, 3, 36, 18, 35, 19, 16, 12, 46, 18, 13, 23, 6, 9, 45, 18, 29, 31, 12, 48, 38, 31, 48, 34, 47, 1, 47, 40, 50, 17, 45, 21, 39, 40, 8, 33, 6, 13, 26, 3, 37, 39, 31, 45, 46, 27, 43, 6, 13, 8, 12, 14, 50, 14, 41, 1, 41, 0, 30, 50, 6, 26, 1, 2, 41, 35, 32, 50, 41, 21, 26, 3, 28, 17, 32, 19, 36, 35, 27, 0, 9, 49, 2, 2, 43, 27, 10, 43, 42, 19, 25, 36, 48, 4, 49, 12, 15, 26, 13, 43, 13, 31, 25, 11, 3, 1, 48, 4, 4, 28, 23, 49, 19, 6, 21, 18, 46, 45, 27, 19, 13, 19, 14]
[49, 9, 0, 19, 21, 31, 27, 45, 38, 35, 10, 23, 30, 36, 0, 11, 36, 17, 36, 18, 17, 8, 11, 41, 30, 13, 45, 4, 46, 1, 43, 0, 17, 44, 27, 6, 2, 25, 21, 13, 40, 12, 22, 28, 12, 15, 38, 21, 30, 5, 8, 26, 43, 40, 25, 40, 34, 20, 24, 28, 27, 32, 9, 31, 2, 40, 18, 12, 40, 42, 38, 48, 22, 42, 6, 23, 39, 33, 5, 3, 33, 44, 42, 30, 36, 20, 27, 6, 5, 3, 14, 43, 27, 25, 22, 14, 11, 42, 46, 42, 11, 44, 30, 0, 31, 13, 35, 20, 48, 34, 10, 34, 15, 38, 26, 30, 18, 19, 4, 26, 3, 29, 44, 50, 45, 40, 36, 28, 47]
[12, 32, 19, 0, 10, 19, 31, 28, 5, 11, 35, 44, 43, 30, 40, 2, 35, 47, 0, 7, 14, 33, 16, 27, 7, 42, 15, 9, 9, 0, 5, 27, 6, 45, 13, 45, 27, 19, 0, 6, 28, 47, 1, 26, 44, 36, 18, 46, 13, 5, 20, 37, 18, 5, 8, 9, 17, 32, 36, 3, 28, 31, 34, 45, 14, 45, 32, 25, 47, 23, 36, 31, 22, 29, 6, 32, 25, 46, 26, 28, 20, 16, 33, 41, 5, 45, 31, 29, 48, 8, 34, 2, 35, 48, 4, 47, 19, 6, 45, 44, 21, 36, 44, 13, 41, 34, 0, 34, 5, 10, 36, 20, 12, 49, 13, 3, 39, 46, 38, 45, 25, 7, 38, 35, 40, 6, 0, 30, 43]
[42, 40, 21, 10, 0, 1, 0, 22, 43, 37, 40, 9, 18, 11, 8, 32, 43, 29, 10, 31, 42, 20, 35, 32, 12, 24, 23, 19, 24, 37, 7, 13, 49, 4, 32, 25, 41, 24, 7, 6, 27, 23, 46, 47, 30, 43, 34, 1, 12, 45, 9, 25, 27, 48, 24, 13, 16, 6, 19, 35, 47, 41, 29, 20, 21, 21, 4, 7, 1, 13, 28, 13, 10, 45, 1, 33, 16, 28, 14, 26, 18, 38, 19, 8, 33, 37, 43, 6, 40, 14, 44, 11, 11, 6, 42, 46, 43, 50, 33, 15, 31, 16, 28, 6, 45, 24, 43, 28, 22, 29, 45, 50, 16, 46, 38, 50, 44, 43, 46, 35, 1, 11, 39, 9, 5, 1, 25, 30, 9]
[42, 1, 31, 19, 1, 0, 47, 1, 47, 36, 47, 12, 1, 21, 44, 47, 27, 40, 17, 15, 27, 19, 5, 17, 45, 8, 28, 39, 10, 15, 31, 16, 45, 23, 9, 14, 17, 11, 6, 48, 6, 30, 32, 8, 12, 25, 33, 22, 45, 34, 45, 19, 6, 25, 20, 3, 8, 29, 5, 18, 42, 41, 17, 47, 5, 31, 19, 37, 39, 0, 18, 3, 16, 43, 22, 48, 28, 22, 7, 29, 0, 45, 10, 2, 33, 30, 5, 8, 30, 6, 14, 30, 13, 7, 1, 6, 12, 8, 8, 35, 26, 31, 46, 25, 13, 13, 20, 13, 14, 0, 19, 19, 17, 23, 32, 23, 19, 38, 12, 23, 32, 32, 45, 37, 43, 20, 19, 39, 10]
[8, 32, 27, 31, 0, 47, 0, 3, 47, 26, 32, 39, 32, 40, 50, 39, 35, 27, 7, 42, 25, 45, 20, 27, 14, 24, 48, 4, 4, 8, 16, 34, 10, 37, 19, 39, 9, 27, 39, 45, 10, 45, 5, 34, 3, 15, 47, 3, 19, 16, 8, 1, 21, 13, 9, 34, 49, 44, 40, 43, 6, 23, 8, 32, 20, 21, 9, 4, 13, 8, 41, 50, 26, 14, 28, 38, 41, 10, 23, 44, 6, 41, 48, 42, 43, 14, 41, 26, 36, 6, 40, 18, 22, 4, 11, 28, 38, 19, 20, 42, 43, 21, 9, 37, 39, 25, 43, 12, 2, 39, 50, 11, 21, 47, 17, 4, 22, 10, 43, 31, 9, 23, 10, 27, 26, 45, 23, 32, 16]
[28, 3, 45, 28, 22, 1, 3, 0, 22, 38, 46, 30, 10, 5, 18, 45, 26, 48, 23, 7, 9, 20, 31, 43, 21, 0, 50, 50, 16, 23, 29, 24, 46, 26, 20, 17, 9, 29, 50, 12, 26, 46, 32, 28, 35, 11, 38, 2, 41, 1, 20, 10, 35, 15, 24, 0, 28, 18, 25, 41, 38, 11, 45, 46, 42, 45, 37, 35, 50, 24, 39, 24, 20, 22, 33, 18, 40, 8, 5, 35, 2, 42, 40, 37, 35, 33, 11, 5, 33, 43, 38, 33, 49, 5, 9, 3, 3, 34, 12, 10, 24, 9, 28, 20, 30, 24, 12, 19, 43, 4, 43, 25, 7, 20, 0, 49, 1, 15, 41, 43, 41, 47, 8, 47, 30, 41, 49, 31, 3]
[2, 36, 38, 5, 43, 47, 47, 22, 0, 30, 6, 7, 47, 50, 22, 45, 49, 17, 29, 42, 47, 50, 23, 44, 6, 20, 49, 10, 45, 29, 45, 19, 47, 50, 5, 15, 37, 20, 0, 38, 3, 15, 30, 33, 31, 23, 38, 11, 15, 26, 23, 28, 35, 17, 46, 16, 5, 16, 6, 41, 2, 8, 33, 45, 18, 17, 11, 19, 23, 23, 11, 46, 17, 39, 14, 28, 38, 26, 49, 47, 1, 24, 30, 46, 9, 28, 22, 47, 45, 30, 36, 34, 20, 22, 34, 11, 7, 6, 23, 27, 32, 13, 14, 47, 7, 50, 10, 20, 6, 45, 34, 4, 21, 31, 42, 40, 45, 32, 8, 8, 34, 45, 22, 17, 24, 22, 42, 23, 5]
[42, 18, 35, 11, 37, 36, 26, 38, 30, 0, 39, 22, 32, 43, 1, 34, 3, 4, 50, 31, 30, 20, 12, 3, 6, 8, 8, 4, 34, 35, 21, 13, 6, 14, 35, 40, 33, 3, 24, 42, 50, 44, 18, 21, 16, 38, 39, 34, 26, 24, 0, 12, 22, 15, 11, 17, 17, 26, 38, 37, 14, 20, 16, 48, 30, 33, 6, 29, 47, 22, 16, 50, 34, 7, 14, 35, 43, 35, 21, 18, 19, 15, 32, 49, 38, 27, 42, 21, 29, 36, 18, 28, 2, 28, 16, 47, 42, 49, 22, 26, 20, 14, 16, 4, 34, 30, 21, 19, 30, 32, 25, 48, 47, 44, 14, 49, 48, 47, 21, 8, 13, 43, 28, 38, 30, 29, 14, 50, 38]
[46, 35, 10, 35, 40, 47, 32, 46, 6, 39, 0, 2, 19, 4, 3, 10, 38, 20, 38, 42, 8, 28, 20, 21, 21, 20, 46, 11, 17, 9, 42, 15, 44, 12, 5, 40, 19, 1, 6, 23, 31, 6, 15, 22, 7, 22, 1, 23, 30, 20, 30, 1, 0, 38, 34, 1, 34, 19, 9, 1, 29, 48, 9, 45, 2, 18, 50, 41, 24, 2, 16, 1, 39, 11, 4, 14, 37, 40, 30, 48, 36, 4, 47, 23, 8, 21, 23, 8, 12, 20, 40, 38, 13, 39, 13, 19, 19, 21, 30, 12, 49, 2, 7, 46, 21, 22, 32, 10, 27, 36, 20, 36, 43, 36, 14, 22, 22, 3, 50, 43, 26, 50, 14, 18, 29, 23, 40, 5, 37]
[44, 19, 23, 44, 9, 12, 39, 30, 7, 22, 2, 0, 7, 19, 25, 26, 2, 27, 8, 29, 7, 3, 47, 42, 11, 32, 9, 47, 34, 17, 38, 47, 1, 34, 10, 45, 41, 26, 34, 35, 8, 4, 10, 3, 41, 35, 14, 10, 24, 32, 46, 5, 49, 0, 3, 39, 46, 48, 28, 39, 40, 43, 15, 16, 22, 40, 34, 48, 47, 34, 17, 25, 41, 16, 21, 18, 29, 45, 32, 46, 40, 31, 27, 47, 19, 32, 42, 36, 30, 22, 20, 38, 30, 39, 20, 35, 28, 3, 7, 3, 2, 6, 44, 41, 7, 6, 19, 24, 37, 31, 23, 24, 21, 41, 1, 34, 26, 36, 31, 2, 21, 48, 37, 44, 0, 12, 17, 0, 5]
[30, 16, 30, 43, 18, 1, 32, 10, 47, 32, 19, 7, 0, 36, 42, 13, 48, 36, 0, 2, 44, 17, 32, 15, 34, 30, 16, 49, 43, 9, 4, 41, 41, 49, 12, 36, 1, 19, 40, 10, 11, 33, 39, 44, 26, 27, 42, 21, 20, 0, 44, 44, 8, 41, 20, 18, 18, 19, 4, 44, 45, 6, 27, 47, 38, 4, 39, 12, 25, 10, 32, 31, 10, 38, 50, 12, 36, 23, 43, 8, 18, 31, 46, 41, 24, 14, 2, 39, 48, 10, 5, 46, 7, 14, 41, 28, 4, 9, 15, 24, 30, 16, 17, 16, 9, 8, 6, 36, 43, 39, 23, 42, 36, 6, 24, 34, 17, 31, 11, 6, 41, 10, 37, 27, 49, 8, 17, 25, 22]
[28, 12, 36, 30, 11, 21, 40, 5, 50, 43, 4, 19, 36, 0, 17, 40, 11, 21, 37, 45, 26, 20, 40, 9, 48, 4, 24, 46, 28, 0, 35, 29, 25, 3, 34, 21, 16, 16, 25, 48, 49, 32, 0, 11, 11, 2, 38, 7, 35, 11, 41, 8, 18, 4, 36, 38, 20, 15, 39, 22, 12, 7, 42, 17, 48, 17, 42, 8, 1, 35, 50, 44, 19, 13, 24, 30, 43, 10, 22, 20, 32, 35, 24, 36, 41, 17, 42, 44, 45, 26, 50, 8, 19, 3, 30, 5, 49, 44, 25, 38, 5, 7, 36, 17, 46, 37, 28, 50, 37, 31, 23, 20, 24, 35, 15, 31, 13, 32, 28, 35, 44, 8, 9, 47, 7, 26, 41, 43, 42]
[22, 46, 0, 40, 8, 44, 50, 18, 22, 1, 3, 25, 42, 17, 0, 15, 19, 9, 29, 34, 3, 15, 48, 37, 45, 26, 6, 49, 29, 49, 41, 31, 2, 20, 42, 20, 46, 43, 27, 21, 0, 49, 27, 16, 14, 50, 22, 31, 38, 17, 6, 48, 4, 34, 7, 0, 47, 12, 12, 46, 10, 5, 31, 46, 26, 48, 4, 11, 1, 15, 37, 33, 37, 32, 8, 49, 44, 19, 44, 23, 42, 39, 41, 17, 20, 12, 4, 44, 48, 4, 11, 34, 33, 9, 30, 16, 13, 47, 23, 16, 42, 24, 25, 25, 19, 43, 46, 11, 23, 19, 6, 25, 0, 2, 46, 33, 46, 24, 26, 18, 18, 23, 22, 42, 2, 38, 27, 28, 38]
[27, 18, 11, 2, 32, 47, 39, 45, 45, 34, 10, 26, 13, 40, 15, 0, 32, 50, 46, 26, 44, 38, 13, 4, 50, 19, 39, 22, 28, 10, 26, 24, 6, 23, 47, 15, 27, 12, 36, 2, 14, 47, 32, 36, 36, 9, 16, 47, 44, 32, 16, 31, 1, 6, 6, 32, 14, 8, 32, 9, 17, 47, 45, 42, 44, 33, 23, 42, 14, 15, 36, 45, 17, 41, 40, 35, 18, 39, 40, 44, 20, 33, 38, 22, 38, 4, 45, 50, 20, 15, 34, 4, 2, 9, 24, 6, 37, 22, 50, 5, 27, 42, 12, 20, 15, 7, 20, 29, 20, 49, 40, 25, 48, 11, 23, 45, 24, 12, 26, 15, 30, 34, 30, 15, 26, 42, 27, 7, 6]
[26, 13, 36, 35, 43, 27, 35, 26, 49, 3, 38, 2, 48, 11, 19, 32, 0, 37, 30, 43, 36, 33, 8, 50, 32, 7, 30, 36, 46, 20, 21, 6, 4, 1, 30, 17, 37, 26, 24, 42, 7, 3, 34, 29, 15, 20, 13, 19, 12, 50, 28, 21, 9, 24, 3, 39, 39, 15, 39, 4, 10, 35, 46, 6, 33, 19, 3, 13, 13, 50, 13, 17, 18, 36, 12, 13, 4, 33, 38, 18, 31, 40, 13, 48, 44, 29, 6, 30, 15, 27, 7, 22, 1, 43, 15, 45, 33, 9, 11, 28, 17, 35, 45, 45, 1, 35, 33, 49, 36, 11, 35, 33, 37, 40, 41, 34, 21, 19, 17, 19, 8, 46, 46, 16, 33, 7, 4, 22, 33]
[48, 23, 17, 47, 29, 40, 27, 48, 17, 4, 20, 27, 36, 21, 9, 50, 37, 0, 27, 24, 31, 30, 18, 1, 9, 32, 13, 46, 49, 2, 16, 1, 40, 7, 28, 8, 35, 27, 48, 8, 36, 42, 21, 50, 34, 31, 49, 44, 26, 7, 46, 12, 15, 39, 15, 4, 50, 50, 24, 8, 14, 12, 48, 1, 0, 10, 46, 13, 3, 6, 6, 15, 49, 46, 14, 13, 5, 32, 45, 5, 47, 46, 7, 42, 21, 50, 31, 12, 46, 10, 29, 18, 41, 41, 42, 30, 29, 15, 41, 39, 44, 49, 23, 26, 50, 15, 12, 21, 16, 33, 50, 8, 25, 5, 21, 37, 16, 9, 24, 27, 44, 32, 30, 17, 7, 43, 22, 14, 9]
[10, 6, 36, 0, 10, 17, 7, 23, 29, 50, 38, 8, 0, 37, 29, 46, 30, 27, 0, 22, 11, 15, 19, 21, 48, 2, 29, 33, 32, 11, 29, 42, 35, 28, 40, 39, 3, 50, 36, 34, 35, 2, 35, 10, 21, 50, 39, 31, 27, 13, 3, 29, 17, 16, 14, 19, 23, 3, 2, 13, 10, 44, 13, 37, 19, 4, 36, 16, 23, 38, 38, 41, 40, 13, 45, 11, 18, 47, 13, 24, 20, 16, 21, 8, 43, 5, 30, 9, 11, 39, 40, 38, 35, 37, 16, 50, 27, 0, 21, 49, 39, 50, 1, 43, 13, 42, 27, 38, 7, 33, 43, 1, 9, 18, 50, 20, 6, 5, 30, 7, 50, 11, 42, 15, 20, 41, 50, 31, 15]
[24, 9, 18, 7, 31, 15, 42, 7, 42, 31, 42, 29, 2, 45, 34, 26, 43, 24, 22, 0, 22, 7, 45, 42, 43, 43, 4, 30, 37, 42, 7, 38, 5, 29, 28, 2, 37, 29, 22, 38, 30, 47, 4, 48, 9, 43, 36, 18, 37, 35, 7, 29, 37, 47, 42, 15, 6, 10, 50, 2, 23, 2, 16, 28, 12, 46, 30, 47, 2, 36, 36, 35, 34, 45, 39, 12, 26, 28, 30, 31, 9, 2, 32, 28, 16, 17, 5, 20, 4, 29, 8, 4, 39, 9, 45, 37, 22, 48, 13, 22, 50, 34, 7, 41, 16, 42, 16, 20, 9, 5, 50, 44, 50, 43, 11, 1, 26, 30, 2, 1, 2, 50, 40, 1, 12, 26, 24, 18, 47]
[31, 45, 17, 14, 42, 27, 25, 9, 47, 30, 8, 7, 44, 26, 3, 44, 36, 31, 11, 22, 0, 6, 42, 38, 13, 11, 32, 40, 42, 9, 39, 19, 25, 43, 6, 34, 23, 40, 44, 20, 42, 8, 5, 21, 44, 50, 22, 50, 12, 0, 30, 3, 34, 26, 18, 6, 19, 44, 5, 10, 30, 39, 9, 36, 50, 29, 42, 37, 45, 35, 32, 47, 28, 22, 15, 12, 44, 12, 6, 50, 31, 15, 16, 50, 9, 45, 38, 14, 13, 36, 10, 41, 29, 21, 29, 37, 23, 13, 25, 39, 2, 7, 6, 2, 48, 45, 12, 32, 32, 0, 21, 9, 42, 27, 39, 8, 46, 41, 27, 41, 12, 5, 13, 20, 30, 32, 39, 7, 48]
[25, 18, 8, 33, 20, 19, 45, 20, 50, 20, 28, 3, 17, 20, 15, 38, 33, 30, 15, 7, 6, 0, 41, 9, 35, 3, 13, 28, 6, 48, 42, 42, 2, 35, 11, 9, 33, 7, 22, 8, 22, 47, 48, 35, 28, 1, 24, 19, 50, 7, 7, 26, 14, 44, 25, 1, 9, 41, 40, 40, 7, 44, 30, 22, 19, 2, 50, 42, 4, 15, 43, 42, 19, 23, 27, 13, 16, 16, 8, 49, 33, 11, 30, 49, 2, 42, 4, 32, 23, 44, 12, 37, 31, 27, 39, 2, 43, 43, 24, 6, 0, 2, 36, 35, 8, 16, 25, 23, 49, 35, 43, 49, 47, 40, 12, 30, 42, 35, 1, 27, 11, 27, 24, 26, 44, 48, 8, 8, 2]
[20, 29, 11, 16, 35, 5, 20, 31, 23, 12, 20, 47, 32, 40, 48, 13, 8, 18, 19, 45, 42, 41, 0, 18, 20, 40, 39, 24, 13, 5, 50, 18, 21, 8, 46, 48, 34, 40, 31, 21, 40, 5, 4, 1, 18, 27, 34, 30, 42, 37, 40, 15, 30, 45, 28, 46, 47, 17, 32, 2, 3, 45, 27, 19, 3, 20, 35, 28, 15, 19, 15, 33, 5, 24, 3, 25, 5, 48, 14, 30, 23, 7, 4, 13, 46, 37, 34, 41, 18, 18, 40, 42, 12, 2, 25, 34, 38, 3, 39, 10, 25, 39, 17, 47, 7, 1, 9, 35, 16, 13, 19, 3, 36, 42, 23, 42, 20, 40, 42, 2, 46, 35, 33, 44, 16, 41, 12, 23, 8]
