N1,N2,...,Nx
[0, 24, 28, 12, 27, 12, 30, 8, 12, 19, 44, 25, 19, 36, 27, 43, 31, 31, 21, 45, 48, 25, 16, 34, 22, 29, 45, 48, 42, 14, 25, 10, 20, 5, 25, 31, 30, 4, 21, 18, 29, 39, 40, 29, 23, 19, 4, 23, 22, 38, 19, 26, 44, 13, 9, 8, 33, 30, 35, 42, 30, 28, 46, 49, 11, 14, 33, 21, 40, 23, 19, 25, 1, 34, 50, 49, 21, 24, 46, 37, 43, 28, 7, 30, 29, 1, 1, 7, 29, 17, 34, 47, 18, 43, 7, 14, 39, 44, 49, 19, 25, 46, 32, 49, 39, 7, 36, 36, 36, 30, 21, 38, 17, 9, 39, 6, 26, 22, 41, 12, 9, 41, 14, 18, 7, 12, 41, 34, 35, 25, 43, 3, 4, 1, 18, 35, 15, 18, 36, 29, 36, 40, 9, 29, 46, 29, 6, 11, 1, 49, 21, 6, 11, 23, 0, 15, 50, 12, 20, 4, 15, 17, 13, 27, 11, 39, 34, 37, 48, 16, 28, 6, 47, 3, 7, 18]
[24, 0, 6, 1, 46, 4, 24, 13, 20, 33, 46, 7, 40, 23, 35, 42, 49, 49, 13, 27, 27, 16, 21, 47, 42, 13, 23, 26, 48, 30, 23, 5, 27, 27, 7, 41, 38, 37, 14, 5, 48, 13, 35, 16, 50, 45, 46, 41, 24, 36, 13, 39, 10, 43, 24, 25, 35, 43, 17, 6, 49, 7, 7, 28, 35, 12, 11, 11, 28, 18, 42, 12, 49, 44, 44, 34, 38, 42, 14, 0, 16, 47, 1, 12, 34, 20, 6, 41, 9, 5, 14, 19, 12, 49, 43, 30, 14, 3, 18, 31, 27, 38, 1, 44, 2, 15, 29, 18, 6, 21, 42, 2, 32, 25, 26, 46, 43, 50, 43, 34, 9, 1, 28, 34, 21, 42, 27, 41, 20, 12, 4, 41, 17, 23, 14, 9, 44, 4, 14, 0, 37, 7, 40, 27, 47, 9, 49, 1, 10, 12, 4, 13, 42, 39, 16, 2, 49, 38, 7, 21, 45, 33, 49, 18, 40, 11, 36, 2, 6, 29, 14, 11, 44, 6, 21, 43]
[28, 6, 0, 46, 6, 17, 23, 7, 50, 40, 40, 34, 22, 14, 21, 14, 15, 4, 35, 40, 19, 36, 4, 12, 14, 41, 21, 22, 13, 22, 43, 14, 13, 15, 18, 30, 35, 25, 29, 40, 1, 39, 11, 12, 21, 27, 7, 34, 6, 32, 41, 25, 0, 12, 41, 48, 29, 42, 16, 28, 9, 15, 13, 36, 34, 27, 6, 45, 40, 7, 32, 29, 3, 22, 38, 2, 48, 14, 45, 47, 36, 46, 27, 16, 41, 33, 3, 8, 13, 46, 33, 40, 4, 43, 1, 37, 42, 7, 0, 7, 5, 24, 0, 41, 26, 24, 37, 43, 24, 7, 25, 42, 19, 11, 34, 29, 48, 12, 8, 47, 47, 11, 14, 25, 33, 26, 14, 38, 28, 25, 37, 24, 4, 18, 7, 43, 14, 37, 45, 50, 38, 20, 13, 34, 23, 24, 23, 26, 15, 12, 22, 31, 6, 5, 40, 32, 42, 29, 14, 4, 5, 45, 37, 25, 30, 45, 39, 46, 6, 38, 22, 3, 17, 25, 47, 33]
[12, 1, 46, 0, 32, 14, 16, 40, 13, 23, 23, 9, 41, 48, 5, 47, 48, 46, 22, 47, 45, 23, 40, 9, 25, 7, 5, 44, 47, 48, 27, 29, 44, 40, 42, 8, 38, 33, 41, 37, 21, 34, 23, 37, 40, 29, 33, 40, 44, 48, 12, 47, 9, 45, 45, 37, 33, 34, 41, 9, 30, 46, 44, 23, 11, 43, 1, 25, 5, 5, 10, 27, 49, 33, 23, 24, 12, 45, 36, 10, 10, 16, 28, 45, 47, 36, 36, 2, 0, 15, 27, 15, 40, 50, 10, 3, 13, 10, 13, 29, 41, 48, 44, 33, 14, 44, 32, 14, 20, 8, 16, 7, 48, 27, 1, 6, 38, 33, 35, 2, 39, 21, 45, 26, 49, 16, 43, 49, 26, 11, 41, 46, 47, 0, 26, 19, 30, 24, 42, 19, 48, 2, 8, 4, 11, 16, 18, 30, 3, 46, 31, 44, 3, 36, 17, 41, 10, 6, 30, 43, 35, 35, 38, 49, 16, 4, 32, 24, 14, 24, 26, 14, 46, 38, 43, 45]
[27, 46, 6, 32, 0, 45, 1, 36, 18, 22, 22, 20, 38, 45, 24, 3, 31, 32, 46, 20, 9, 45, 34, 15, 21, 11, 11, 47, 42, 27, 16, 46, 20, 35, 7, 14, 2, 50, 47, 17, 34, 31, 13, 47, 45, 20, 27, 25, 4, 47, 39, 39, 4, 42, 17, 2, 19, 34, 44, 9, 15, 5, 12, 50, 38, 31, 23, 48, 18, 43, 6, 5, 34, 8, 42, 10, 30, 6, 46, 46, 21, 37, 21, 10, 7, 1, 7, 8, 22, 17, 28, 22, 46, 3, 27, 7, 34, 1, 7, 44, 6, 25, 7, 30, 41, 48, 3, 6, 11, 16, 10, 31, 4, 16, 16, 3, 10, 25, 7, 17, 1, 9, 33, 32, 3, 12, 40, 11, 34, 5, 43, 42, 28, 34, 42, 33, 28, 2, 17, 44, 20, 22, 20, 44, 9, 36, 38, 37, 22, 11, 9, 10, 41, 23, 19, 14, 41, 42, 7, 26, 31, 14, 19, 20, 18, 8, 26, 5, 27, 38, 22, 8, 15, 37, 11, 8]
[12, 4, 17, 14, 45, 0, 29, 41, 45, 23, 44, 41, 30, 42, 49, 46, 31, 8, 11, 11, 2, 40, 32, 49, 1, 8, 11, 32, 44, 23, 10, 11, 7, 46, 43, 20, 21, 39, 11, 5, 24, 2, 27, 42, 25, 5, 2, 4, 26, 50, 21, 31, 26, 43, 28, 21, 40, 43, 24, 28, 8, 2, 16, 44, 21, 5, 33, 7, 21, 18, 46, 10, 41, 37, 17, 7, 46, 48, 41, 48, 17, 21, 17, 18, 40, 7, 11, 49, 37, 8, 28, 46, 7, 33, 50, 32, 3, 49, 20, 5, 44, 4, 48, 25, 19, 31, 3, 36, 34, 10, 20, 16, 27, 50, 23, 11, 27, 48, 37, 9, 10, 21, 29, 27, 25, 11, 30, 6, 22, 13, 29, 3, 3, 28, 12, 8, 26, 14, 12, 4, 18, 26, 17, 23, 21, 22, 19, 23, 39, 26, 28, 46, 28, 45, 1, 25, 21, 37, 20, 1, 46, 6, 8, 40, 30, 0, 39, 1, 18, 33, 28, 20, 29, 42, 26, 47]
[30, 24, 23, 16, 1, 29, 0, 1, 25, 2, 50, 6, 14, 42, 43, 44, 45, 20, 12, 27, 49, 18, 28, 33, 37, 39, 24, 27, 13, 26, 29, 46, 6, 35, 9, 21, 2, 47, 38, 33, 35, 48, 17, 23, 6, 43, 12, 3, 30, 38, 37, 40, 39, 16, 42, 33, 31, 38, 32, 4, 23, 17, 4, 42, 45, 8, 15, 35, 20, 23, 17, 48, 48, 30, 28, 14, 48, 49, 4, 47, 13, 20, 2, 19, 0, 2, 31, 22, 10, 30, 41, 34, 45, 36, 37, 19, 29, 38, 48, 10, 25, 15, 21, 21, 44, 11, 47, 0, 19, 18, 24, 23, 37, 28, 13, 46, 48, 7, 4, 3, 40, 29, 20, 5, 12, 0, 41, 37, 10, 24, 46, 23, 8, 24, 22, 6, 48, 44, 21, 29, 2, 44, 14, 36, 26, 19, 47, 14, 11, 7, 19, 22, 45, 25, 46, 29, 18, 3, 20, 34, 30, 3, 41, 34, 8, 2, 36, 32, 8, 42, 50, 15, 32, 9, 18, 41]
[8, 13, 7, 40, 36, 41, 1, 0, 35, 32, 35, 18, 1, 21, 28, 44, 19, 49, 24, 15, 46, 30, 44, 16, 8, 22, 5, 43, 50, 47, 26, 14, 18, 14, 18, 49, 8, 17, 7, 12, 33, 24, 20, 17, 35, 27, 14, 44, 29, 38, 48, 47, 33, 41, 39, 9, 25, 38, 0, 7, 42, 6, 37, 10, 45, 8, 9, 5, 18, 40, 2, 49, 8, 39, 43, 31, 18, 27, 35, 30, 49, 40, 8, 37, 31, 17, 10, 42, 35, 23, 39, 12, 21, 45, 44, 45, 38, 35, 3, 5, 29, 1, 28, 40, 50, 30, 2, 38, 27, 5, 48, 3, 8, 35, 46, 19, 21, 49, 16, 37, 44, 14, 38, 45, 17, 43, 4, 26, 37, 34, 12, 48, 12, 19, 14, 23, 41, 6, 10, 45, 6, 47, 27, 25, 10, 26, 7, 18, 40, 6, 4, 48, 49, 8, 32, 33, 22, 34, 23, 5, 26, 2, 42, 40, 20, 43, 45, 48, 15, 28, 5, 38, 12, 25, 44, 20]
[12, 20, 50, 13, 18, 45, 25, 35, 0, 32, 50, 34, 24, 18, 0, 23, 47, 2, 2, 24, 34, 48, 32, 38, 33, 37, 44, 20, 37, 32, 42, 40, 23, 28, 21, 27, 27, 21, 22, 45, 21, 33, 36, 3, 48, 24, 46, 38, 20, 18, 36, 10, 16, 24, 23, 11, 10, 7, 30, 14, 28, 50, 19, 13, 25, 3, 1, 47, 24, 13, 16, 9, 16, 19, 21, 33, 41, 46, 18, 6, 35, 15, 7, 9, 18, 14, 50, 5, 26, 4, 17, 1, 7, 1, 50, 38, 27, 0, 21, 7, 43, 32, 17, 8, 14, 44, 36, 41, 34, 26, 28, 22, 31, 28, 34, 45, 42, 33, 29, 10, 33, 42, 0, 44, 45, 18, 50, 47, 2, 30, 46, 20, 38, 43, 9, 18, 44, 37, 36, 7, 32, 20, 9, 19, 46, 35, 26, 6, 29, 17, 31, 24, 20, 6, 46, 32, 21, 45, 36, 43, 6, 21, 24, 32, 33, 40, 29, 48, 24, 47, 25, 0, 17, 36, 2, 8]
[19, 33, 40, 23, 22, 23, 2, 32, 32, 0, 0, 23, 4, 17, 37, 48, 20, 19, 9, 28, 41, 21, 49, 20, 47, 40, 25, 48, 40, 39, 41, 43, 2, 47, 46, 48, 26, 37, 10, 2, 25, 41, 10, 47, 7, 1, 22, 40, 12, 25, 12, 32, 27, 35, 25, 50, 23, 21, 21, 32, 9, 18, 27, 24, 5, 27, 19, 46, 0, 24, 21, 33, 28, 41, 33, 5, 8, 48, 48, 31, 48, 50, 15, 12, 31, 38, 47, 30, 40, 19, 32, 24, 27, 22, 34, 32, 9, 27, 32, 40, 13, 13, 39, 49, 46, 42, 3, 42, 41, 4, 16, 8, 34, 48, 7, 47, 8, 4, 44, 47, 49, 43, 49, 48, 48, 10, 17, 49, 27, 16, 28, 5, 26, 48, 29, 49, 35, 1, 20, 31, 4, 25, 28, 13, 11, 21, 48, 32, 20, 32, 8, 16, 7, 37, 0, 4, 39, 40, 19, 40, 35, 36, 45, 17, 1, 43, 15, 50, 28, 28, 2, 50, 20, 45, 0, 45]
