N1,N2,...,Nx
[0, 40, 31, 31, 17, 45, 18, 0, 31, 30, 17, 29, 43, 36, 29, 23, 33, 50, 21, 19, 20, 29, 31, 2, 39, 16, 33, 23, 28, 15, 18, 7, 29, 48, 7, 11, 0, 47, 15, 46, 12, 34, 8, 9, 30, 39, 49, 19, 43, 18, 0, 40, 14, 36, 17, 9, 38, 38, 49, 34, 14, 46, 36, 41, 9, 39, 34, 5, 8, 24, 41, 16, 25, 0, 21, 18, 27, 23, 28, 48, 24, 2, 15, 42, 27, 31, 26, 27, 44, 37, 27, 45, 6, 41, 38, 24, 45, 16, 27, 43, 38, 25, 0, 48, 36, 13, 22, 10, 30, 19, 17, 47, 17, 45, 27, 36, 49, 6, 35, 38, 13, 30, 11, 45, 11, 7, 1, 16, 10, 3, 31, 13, 31, 41, 27, 6, 43, 10, 32, 34, 6, 36, 7, 24, 47, 9, 48, 45, 10, 30, 33, 38, 40, 27, 9, 47, 23, 44, 14, 21, 43, 20, 0, 23, 21, 47, 25, 13, 36, 36, 39]
[40, 0, 48, 12, 0, 2, 1, 2, 11, 32, 7, 30, 34, 22, 37, 18, 44, 31, 34, 8, 29, 0, 30, 5, 40, 15, 5, 13, 23, 4, 46, 23, 43, 35, 2, 20, 35, 21, 27, 34, 34, 36, 22, 4, 20, 44, 13, 15, 34, 32, 19, 38, 41, 38, 33, 33, 31, 3, 41, 15, 43, 41, 19, 35, 22, 25, 46, 44, 31, 44, 7, 40, 33, 29, 32, 2, 41, 19, 14, 25, 42, 50, 26, 9, 4, 30, 10, 3, 43, 1, 22, 6, 13, 35, 47, 37, 2, 26, 16, 12, 33, 12, 34, 5, 48, 33, 27, 24, 31, 18, 13, 30, 15, 34, 44, 48, 0, 40, 14, 47, 27, 34, 41, 18, 40, 31, 18, 3, 49, 21, 28, 24, 29, 10, 24, 17, 13, 31, 7, 40, 24, 38, 25, 9, 14, 11, 31, 36, 0, 33, 16, 5, 46, 25, 35, 22, 39, 28, 30, 14, 20, 44, 18, 4, 15, 24, 15, 46, 47, 9, 8]
[31, 48, 0, 32, 29, 35, 14, 42, 27, 42, 38, 1, 20, 49, 7, 16, 24, 12, 27, 30, 39, 5, 8, 49, 49, 1, 45, 37, 2, 47, 20, 7, 28, 17, 6, 12, 20, 23, 9, 13, 13, 31, 1, 47, 28, 20, 29, 48, 30, 44, 12, 15, 11, 49, 42, 50, 4, 25, 6, 47, 27, 36, 16, 25, 1, 49, 31, 8, 0, 0, 34, 10, 10, 37, 40, 36, 12, 34, 25, 9, 19, 29, 7, 28, 28, 39, 25, 24, 14, 50, 29, 44, 10, 37, 47, 7, 7, 21, 17, 14, 8, 49, 35, 44, 24, 11, 46, 37, 47, 25, 10, 34, 33, 6, 48, 16, 16, 7, 31, 25, 8, 47, 19, 31, 49, 9, 49, 22, 8, 17, 37, 30, 42, 11, 13, 25, 46, 8, 36, 9, 16, 47, 15, 42, 20, 13, 39, 46, 13, 35, 42, 23, 47, 35, 29, 34, 17, 42, 18, 20, 30, 6, 17, 22, 35, 12, 1, 3, 18, 31, 19]
[31, 12, 32, 0, 34, 35, 10, 7, 33, 13, 21, 45, 13, 18, 43, 32, 24, 2, 49, 7, 49, 38, 29, 18, 29, 28, 11, 25, 14, 31, 32, 28, 40, 11, 6, 6, 50, 13, 1, 35, 1, 12, 32, 10, 37, 11, 43, 12, 8, 1, 47, 21, 28, 49, 11, 1, 47, 10, 8, 21, 39, 47, 32, 46, 36, 13, 38, 38, 44, 15, 36, 6, 44, 2, 8, 46, 43, 18, 46, 9, 25, 19, 30, 6, 38, 32, 37, 34, 7, 42, 18, 24, 4, 7, 17, 18, 7, 14, 33, 35, 36, 5, 34, 40, 34, 48, 42, 27, 46, 41, 13, 12, 29, 20, 29, 41, 10, 40, 8, 6, 46, 50, 11, 37, 31, 29, 41, 32, 37, 3, 7, 33, 0, 9, 33, 8, 20, 44, 4, 0, 4, 9, 3, 12, 50, 12, 29, 26, 13, 6, 43, 28, 1, 15, 21, 50, 4, 9, 20, 10, 22, 34, 49, 19, 34, 40, 32, 49, 26, 19, 47]
[17, 0, 29, 34, 0, 16, 19, 14, 36, 25, 47, 27, 19, 44, 8, 6, 20, 47, 31, 4, 6, 6, 37, 37, 50, 45, 47, 28, 14, 43, 11, 28, 30, 46, 46, 14, 13, 5, 19, 8, 21, 45, 23, 23, 31, 30, 47, 31, 20, 14, 46, 28, 20, 38, 21, 17, 15, 17, 19, 39, 0, 36, 29, 24, 39, 5, 48, 28, 7, 21, 38, 4, 20, 17, 8, 2, 14, 11, 30, 29, 44, 42, 11, 40, 48, 30, 33, 32, 31, 43, 20, 32, 28, 11, 42, 31, 26, 14, 26, 25, 6, 40, 28, 44, 30, 24, 13, 33, 28, 32, 27, 6, 45, 45, 6, 33, 30, 40, 37, 29, 33, 14, 50, 32, 18, 12, 0, 1, 34, 3, 27, 22, 12, 1, 8, 38, 47, 47, 26, 38, 39, 25, 39, 46, 9, 26, 44, 6, 23, 35, 33, 22, 46, 40, 45, 25, 2, 26, 46, 25, 2, 2, 3, 49, 27, 4, 17, 43, 10, 50, 6]
[45, 2, 35, 35, 16, 0, 25, 21, 32, 13, 21, 49, 21, 50, 50, 6, 25, 13, 37, 14, 29, 17, 20, 10, 47, 11, 40, 26, 18, 2, 18, 4, 43, 11, 36, 49, 14, 20, 21, 5, 49, 1, 24, 14, 46, 48, 31, 9, 46, 24, 6, 41, 23, 28, 35, 40, 26, 44, 19, 27, 4, 8, 44, 0, 26, 26, 35, 43, 19, 5, 21, 19, 29, 49, 27, 26, 35, 42, 37, 16, 44, 28, 29, 27, 33, 14, 41, 7, 21, 10, 15, 30, 30, 22, 28, 11, 49, 48, 19, 38, 21, 21, 3, 24, 7, 11, 38, 33, 5, 39, 4, 34, 25, 6, 46, 35, 43, 27, 42, 36, 33, 30, 27, 16, 2, 37, 45, 33, 39, 43, 4, 50, 27, 23, 9, 38, 3, 42, 35, 10, 15, 45, 16, 31, 44, 27, 19, 19, 40, 39, 3, 13, 50, 45, 4, 46, 11, 45, 45, 33, 16, 24, 4, 33, 26, 31, 26, 46, 46, 34, 12]
[18, 1, 14, 10, 19, 25, 0, 24, 15, 1, 49, 9, 38, 18, 44, 34, 18, 44, 11, 2, 0, 34, 10, 23, 41, 27, 41, 9, 7, 28, 40, 17, 29, 16, 20, 19, 18, 20, 15, 1, 30, 32, 10, 40, 41, 18, 41, 43, 29, 36, 20, 4, 36, 12, 19, 29, 19, 9, 29, 41, 22, 40, 31, 9, 5, 14, 49, 24, 26, 30, 32, 40, 31, 12, 25, 36, 0, 25, 38, 43, 50, 36, 29, 34, 47, 1, 48, 28, 42, 42, 15, 48, 42, 41, 32, 20, 14, 15, 43, 18, 24, 44, 13, 45, 3, 32, 19, 10, 3, 5, 13, 0, 2, 37, 21, 21, 34, 12, 49, 20, 23, 35, 37, 15, 44, 8, 2, 45, 37, 36, 38, 42, 15, 30, 8, 26, 21, 44, 2, 5, 2, 47, 44, 24, 21, 43, 47, 41, 11, 47, 26, 12, 39, 19, 24, 42, 23, 41, 25, 8, 20, 38, 4, 24, 28, 31, 10, 50, 49, 48, 23]
[0, 2, 42, 7, 14, 21, 24, 0, 5, 21, 12, 39, 46, 5, 36, 47, 12, 37, 41, 17, 4, 42, 20, 40, 47, 30, 5, 44, 1, 8, 33, 48, 44, 16, 26, 45, 9, 38, 12, 46, 24, 7, 39, 0, 21, 24, 10, 23, 8, 22, 2, 2, 30, 21, 38, 12, 30, 12, 3, 44, 10, 43, 31, 3, 31, 42, 29, 22, 28, 11, 37, 20, 37, 19, 16, 3, 39, 45, 45, 31, 48, 18, 36, 5, 28, 38, 6, 5, 46, 41, 17, 39, 3, 17, 39, 27, 29, 23, 7, 12, 40, 25, 10, 29, 19, 2, 8, 30, 25, 17, 20, 9, 37, 32, 49, 41, 14, 37, 30, 19, 36, 36, 45, 44, 13, 0, 40, 0, 42, 47, 22, 0, 24, 12, 29, 23, 31, 36, 7, 9, 41, 33, 38, 5, 0, 5, 34, 48, 16, 22, 12, 2, 50, 30, 48, 30, 49, 8, 2, 14, 25, 42, 34, 36, 11, 5, 14, 17, 30, 12, 38]
[31, 11, 27, 33, 36, 32, 15, 5, 0, 17, 11, 3, 25, 34, 41, 0, 49, 35, 45, 8, 26, 44, 17, 11, 24, 5, 10, 7, 44, 5, 14, 13, 47, 12, 18, 43, 43, 30, 1, 50, 7, 4, 7, 11, 40, 2, 13, 6, 22, 20, 6, 13, 18, 43, 19, 2, 3, 11, 32, 47, 49, 15, 28, 34, 28, 22, 36, 6, 20, 13, 8, 13, 49, 15, 27, 9, 18, 26, 37, 28, 15, 14, 30, 35, 45, 1, 44, 29, 21, 49, 22, 45, 29, 21, 35, 33, 18, 36, 0, 38, 18, 43, 4, 32, 45, 8, 16, 22, 30, 47, 19, 46, 7, 10, 19, 21, 26, 11, 14, 43, 48, 2, 11, 34, 20, 29, 15, 41, 6, 24, 10, 13, 38, 49, 30, 50, 0, 25, 3, 35, 36, 31, 25, 38, 1, 14, 21, 34, 34, 43, 12, 13, 31, 13, 16, 31, 31, 23, 1, 11, 1, 19, 29, 50, 11, 10, 43, 13, 22, 5, 25]
[30, 32, 42, 13, 25, 13, 1, 21, 17, 0, 41, 30, 46, 7, 0, 4, 34, 25, 4, 50, 42, 39, 21, 43, 34, 23, 35, 33, 5, 31, 0, 30, 11, 5, 19, 43, 1, 22, 24, 9, 0, 7, 37, 7, 23, 11, 46, 47, 16, 5, 29, 16, 43, 25, 26, 21, 36, 41, 7, 38, 41, 39, 26, 14, 4, 14, 32, 42, 9, 25, 30, 31, 48, 35, 29, 38, 11, 14, 25, 49, 2, 44, 34, 24, 1, 19, 1, 44, 45, 7, 49, 41, 7, 17, 37, 29, 5, 13, 28, 17, 27, 19, 14, 38, 40, 36, 12, 35, 34, 1, 37, 10, 39, 23, 5, 7, 3, 10, 38, 27, 12, 43, 11, 5, 47, 5, 49, 48, 18, 21, 25, 40, 16, 26, 0, 22, 15, 25, 47, 49, 41, 49, 4, 22, 3, 11, 15, 0, 1, 0, 36, 17, 23, 21, 45, 15, 18, 40, 45, 39, 1, 33, 47, 36, 19, 47, 30, 10, 40, 20, 27]
