N1,N2,...,Nx
[0, 41, 25, 17, 0, 23, 26, 37, 39, 1, 13, 6, 41, 37, 20, 34, 31, 28, 36, 18, 10, 31, 36, 1, 21, 9, 15, 15, 4, 5, 43, 39, 10, 6, 30, 1, 50, 44, 19, 30, 32, 46, 42, 12, 49, 0, 40, 6, 6, 37, 20, 45, 11, 4, 19, 21, 3, 35, 18, 15, 27, 27, 40, 16, 16, 18, 35, 0, 40, 42, 45, 15, 36, 50, 49, 22, 50, 13, 8, 49, 13, 5, 28, 8, 36, 18, 31, 8, 47, 29, 29, 12, 38, 21, 29, 15, 24, 1, 8, 11, 25, 30, 20, 22, 2, 27, 24, 5, 18, 30, 29, 38, 40, 32, 42, 14, 40, 19, 8, 23, 1, 18, 5, 14, 1, 16, 43, 17, 39, 2, 43, 4, 8, 8, 30, 6, 10, 4, 14, 41, 43, 2, 32, 46, 12, 24, 20, 27, 19, 29, 8, 27, 20, 40, 27, 4, 18, 49, 9, 45, 27, 19, 4, 27, 23, 39, 4, 44, 36, 22, 37, 36, 17, 30, 12, 47, 5, 4, 45, 24, 43, 49, 35, 9, 49, 29, 31, 1, 3, 14, 21, 13, 42, 29, 18, 20, 36, 40]
[41, 0, 32, 44, 29, 37, 29, 49, 17, 17, 17, 43, 37, 42, 12, 6, 10, 43, 3, 19, 2, 29, 49, 44, 46, 24, 50, 36, 49, 16, 46, 15, 49, 21, 30, 49, 38, 10, 31, 10, 38, 4, 9, 27, 38, 43, 27, 11, 15, 46, 2, 28, 7, 38, 9, 27, 22, 41, 1, 43, 8, 10, 38, 39, 0, 33, 10, 7, 32, 30, 25, 22, 27, 14, 29, 28, 43, 22, 35, 8, 0, 41, 26, 17, 30, 9, 13, 10, 19, 2, 1, 28, 48, 12, 1, 7, 6, 19, 17, 12, 31, 49, 12, 22, 4, 17, 31, 13, 16, 21, 39, 49, 27, 14, 28, 37, 33, 33, 30, 9, 28, 27, 14, 50, 18, 40, 34, 8, 43, 1, 37, 21, 5, 49, 10, 7, 8, 28, 6, 29, 19, 31, 10, 13, 15, 42, 24, 27, 5, 22, 7, 26, 30, 20, 1, 37, 39, 2, 0, 16, 15, 19, 45, 4, 0, 46, 9, 38, 2, 11, 21, 7, 45, 13, 31, 1, 18, 7, 10, 1, 46, 23, 25, 48, 16, 15, 37, 2, 21, 12, 34, 20, 39, 7, 32, 27, 16, 20]
[25, 32, 0, 23, 27, 13, 23, 36, 35, 7, 5, 28, 40, 12, 39, 1, 40, 9, 40, 2, 1, 14, 4, 14, 1, 23, 21, 2, 2, 47, 0, 39, 42, 18, 29, 14, 27, 3, 16, 9, 47, 21, 8, 30, 31, 18, 30, 26, 34, 10, 3, 4, 11, 46, 19, 35, 21, 7, 13, 31, 12, 46, 19, 39, 2, 21, 23, 22, 40, 38, 43, 3, 18, 35, 18, 8, 28, 45, 0, 28, 24, 9, 45, 40, 5, 18, 22, 20, 46, 24, 45, 37, 0, 18, 1, 41, 2, 25, 37, 4, 17, 0, 36, 45, 15, 47, 20, 23, 46, 8, 34, 31, 6, 1, 10, 34, 18, 20, 43, 31, 17, 31, 31, 36, 31, 44, 32, 22, 31, 45, 42, 29, 31, 7, 15, 39, 23, 43, 34, 7, 7, 1, 31, 48, 18, 39, 16, 3, 22, 24, 29, 47, 8, 44, 30, 47, 7, 1, 27, 39, 7, 22, 15, 26, 36, 30, 4, 13, 8, 49, 4, 8, 29, 4, 41, 30, 42, 28, 36, 35, 47, 0, 46, 45, 27, 7, 45, 25, 5, 15, 21, 45, 38, 35, 43, 39, 36, 9]
[17, 44, 23, 0, 21, 7, 11, 30, 45, 28, 1, 37, 48, 5, 24, 27, 22, 15, 11, 39, 10, 28, 45, 42, 49, 7, 32, 40, 36, 33, 18, 28, 20, 30, 3, 35, 46, 3, 32, 38, 38, 33, 49, 6, 45, 43, 13, 32, 40, 49, 32, 35, 43, 11, 50, 8, 8, 30, 6, 39, 15, 27, 10, 18, 46, 41, 45, 36, 44, 4, 5, 50, 5, 34, 23, 2, 11, 32, 15, 23, 40, 18, 31, 16, 12, 35, 11, 29, 44, 50, 37, 34, 1, 11, 0, 21, 10, 16, 6, 35, 1, 39, 40, 31, 8, 21, 36, 0, 42, 29, 24, 44, 27, 27, 38, 43, 31, 44, 39, 12, 5, 38, 6, 45, 47, 16, 7, 26, 47, 29, 48, 44, 24, 48, 27, 27, 36, 16, 43, 5, 49, 4, 12, 39, 39, 19, 32, 8, 46, 13, 45, 23, 19, 46, 23, 48, 34, 3, 11, 50, 0, 15, 14, 34, 21, 37, 48, 38, 47, 9, 5, 31, 1, 40, 2, 2, 36, 39, 2, 35, 9, 23, 49, 19, 32, 7, 30, 21, 3, 35, 15, 31, 46, 25, 33, 7, 9, 20]
[0, 29, 27, 21, 0, 18, 46, 15, 50, 45, 3, 25, 18, 8, 16, 46, 45, 29, 12, 8, 0, 22, 38, 1, 14, 9, 25, 38, 50, 43, 35, 47, 37, 1, 45, 30, 38, 14, 32, 17, 50, 9, 21, 0, 9, 21, 23, 23, 3, 37, 42, 30, 17, 26, 48, 18, 29, 26, 47, 38, 6, 31, 50, 21, 29, 29, 31, 24, 50, 12, 1, 50, 38, 4, 9, 22, 16, 45, 4, 30, 5, 4, 29, 36, 45, 30, 33, 12, 39, 45, 6, 5, 43, 32, 22, 47, 8, 21, 12, 7, 46, 44, 39, 45, 35, 27, 11, 25, 25, 13, 48, 35, 20, 40, 7, 22, 13, 29, 46, 46, 33, 20, 30, 32, 32, 0, 34, 29, 27, 26, 42, 32, 13, 12, 36, 36, 26, 14, 10, 14, 41, 38, 9, 0, 40, 11, 12, 6, 2, 31, 43, 10, 23, 31, 37, 27, 49, 33, 46, 18, 45, 22, 48, 27, 36, 0, 9, 50, 4, 14, 19, 6, 27, 43, 13, 16, 18, 20, 11, 36, 16, 36, 24, 45, 8, 49, 27, 28, 35, 0, 4, 29, 22, 25, 21, 43, 46, 42]
[23, 37, 13, 7, 18, 0, 45, 2, 40, 31, 15, 27, 18, 33, 49, 30, 32, 19, 30, 35, 48, 43, 14, 7, 13, 38, 42, 11, 44, 16, 15, 44, 0, 24, 12, 0, 29, 13, 50, 0, 18, 26, 43, 15, 33, 28, 34, 2, 24, 15, 45, 48, 8, 9, 8, 34, 41, 30, 21, 30, 49, 5, 44, 7, 32, 4, 19, 0, 12, 3, 4, 9, 8, 37, 44, 11, 20, 15, 21, 13, 7, 20, 49, 30, 21, 5, 3, 23, 2, 11, 31, 25, 23, 4, 19, 19, 2, 5, 28, 11, 29, 3, 23, 5, 36, 12, 16, 47, 32, 19, 34, 33, 8, 0, 49, 20, 10, 1, 21, 20, 42, 1, 41, 18, 41, 0, 12, 31, 14, 8, 7, 23, 37, 1, 3, 34, 26, 21, 48, 8, 7, 43, 34, 26, 0, 2, 0, 16, 50, 47, 40, 21, 22, 29, 33, 32, 33, 48, 31, 47, 40, 50, 0, 46, 30, 45, 25, 3, 28, 33, 39, 28, 29, 18, 42, 40, 37, 0, 31, 40, 27, 36, 40, 9, 12, 35, 47, 14, 15, 34, 43, 23, 2, 8, 24, 48, 11, 25]
[26, 29, 23, 11, 46, 45, 0, 13, 33, 48, 1, 36, 12, 20, 34, 19, 37, 30, 15, 6, 0, 45, 0, 46, 9, 13, 27, 34, 30, 38, 25, 49, 0, 24, 33, 31, 21, 36, 12, 6, 15, 25, 17, 27, 25, 38, 44, 40, 2, 18, 48, 18, 28, 22, 12, 16, 44, 9, 32, 27, 0, 24, 7, 22, 38, 34, 18, 16, 9, 13, 17, 19, 18, 18, 49, 14, 32, 37, 2, 11, 30, 24, 30, 27, 1, 43, 6, 44, 3, 26, 32, 16, 30, 16, 20, 20, 42, 30, 9, 45, 25, 5, 10, 40, 6, 27, 5, 35, 38, 31, 7, 38, 21, 34, 49, 47, 21, 21, 47, 20, 16, 32, 34, 49, 48, 7, 9, 13, 26, 16, 11, 18, 17, 4, 48, 26, 34, 33, 3, 24, 34, 47, 6, 0, 32, 17, 17, 5, 6, 24, 44, 2, 23, 31, 19, 22, 37, 17, 49, 21, 25, 30, 20, 33, 38, 29, 34, 21, 36, 45, 30, 35, 37, 42, 28, 22, 19, 38, 21, 8, 18, 24, 38, 28, 25, 37, 0, 34, 31, 32, 37, 38, 8, 43, 26, 23, 0, 38]
[37, 49, 36, 30, 15, 2, 13, 0, 7, 13, 49, 17, 7, 6, 38, 45, 11, 45, 25, 0, 26, 4, 45, 32, 2, 30, 13, 1, 34, 42, 5, 41, 3, 20, 44, 42, 13, 15, 12, 35, 29, 39, 40, 22, 7, 17, 45, 18, 34, 15, 7, 38, 39, 12, 41, 8, 38, 42, 49, 36, 16, 42, 46, 29, 32, 27, 30, 28, 34, 40, 29, 17, 0, 37, 50, 18, 47, 2, 12, 44, 6, 24, 15, 31, 47, 44, 33, 46, 8, 12, 42, 0, 33, 23, 43, 6, 13, 6, 21, 43, 37, 47, 29, 15, 26, 28, 24, 5, 7, 34, 26, 35, 4, 27, 46, 16, 35, 31, 0, 23, 3, 27, 31, 16, 11, 17, 19, 11, 4, 49, 36, 43, 47, 25, 14, 34, 50, 7, 14, 45, 6, 5, 32, 26, 24, 27, 38, 3, 4, 35, 0, 9, 34, 2, 3, 7, 33, 47, 49, 46, 19, 32, 37, 12, 31, 21, 24, 39, 39, 31, 50, 22, 5, 25, 4, 3, 22, 13, 10, 44, 18, 20, 17, 12, 13, 47, 19, 8, 9, 11, 31, 24, 47, 4, 16, 50, 38, 24]
[39, 17, 35, 45, 50, 40, 33, 7, 0, 15, 35, 42, 10, 41, 33, 0, 8, 17, 27, 42, 32, 30, 30, 39, 17, 31, 40, 25, 1, 24, 44, 43, 19, 50, 7, 21, 26, 27, 35, 29, 9, 0, 10, 7, 16, 43, 49, 48, 30, 18, 36, 47, 34, 38, 36, 9, 12, 42, 47, 15, 41, 44, 34, 35, 24, 38, 45, 42, 18, 32, 23, 9, 45, 20, 0, 26, 2, 5, 5, 44, 40, 19, 41, 20, 4, 19, 30, 50, 19, 22, 17, 14, 49, 17, 15, 1, 42, 48, 34, 17, 33, 16, 43, 3, 22, 38, 17, 26, 5, 13, 40, 41, 26, 0, 6, 47, 27, 20, 10, 38, 22, 16, 0, 33, 41, 40, 16, 31, 42, 37, 37, 20, 6, 24, 29, 25, 32, 7, 11, 12, 32, 21, 0, 27, 26, 26, 43, 28, 19, 50, 48, 10, 40, 2, 50, 17, 0, 49, 1, 21, 49, 35, 18, 47, 24, 15, 44, 3, 39, 48, 38, 42, 8, 6, 8, 36, 14, 16, 47, 29, 37, 34, 50, 28, 45, 37, 16, 18, 8, 17, 33, 37, 43, 4, 6, 16, 10, 8]
[1, 17, 7, 28, 45, 31, 48, 13, 15, 0, 33, 5, 46, 34, 23, 42, 39, 5, 48, 27, 38, 27, 0, 48, 6, 41, 1, 45, 43, 10, 47, 31, 36, 18, 36, 46, 49, 30, 0, 30, 46, 1, 10, 6, 22, 31, 42, 11, 46, 30, 17, 3, 3, 48, 7, 2, 35, 50, 5, 50, 38, 34, 41, 43, 23, 27, 18, 20, 12, 28, 7, 32, 38, 50, 29, 30, 29, 0, 34, 15, 18, 1, 39, 36, 22, 14, 1, 11, 22, 38, 1, 29, 36, 35, 10, 44, 33, 46, 40, 5, 35, 1, 39, 22, 8, 33, 7, 12, 48, 2, 7, 48, 46, 3, 33, 49, 47, 0, 30, 43, 45, 16, 13, 48, 36, 27, 23, 34, 33, 25, 23, 48, 24, 45, 33, 26, 3, 25, 14, 48, 32, 28, 49, 39, 46, 38, 34, 32, 26, 22, 1, 27, 13, 46, 48, 19, 49, 47, 36, 45, 19, 8, 2, 17, 14, 8, 7, 24, 42, 37, 17, 20, 42, 2, 24, 40, 42, 45, 3, 1, 28, 26, 42, 39, 20, 47, 30, 29, 16, 21, 29, 48, 18, 46, 10, 19, 37, 11]
