N1,N2,...,Nx
[0, 31, 38, 29, 18, 50, 13, 0, 28, 23, 34, 3, 23, 25, 29, 1, 37, 44, 2, 50, 41, 2, 1, 31, 38, 12, 20, 3, 30, 36, 12, 15, 24, 2, 15, 14, 50, 39, 18, 31, 5, 14, 30, 24, 45, 2, 50, 49, 42, 33, 32, 40, 28, 38, 11, 37, 24, 38, 20, 15, 5, 3, 30, 27, 16, 0, 21, 41, 36, 5, 36, 5, 29, 20, 22, 28, 46, 40, 7, 28, 5, 35, 33, 1, 44, 37, 2, 40, 27, 14, 28, 35, 41, 15, 37, 26, 2]
[31, 0, 0, 19, 32, 40, 1, 33, 4, 48, 14, 13, 31, 27, 23, 15, 19, 33, 27, 45, 28, 27, 24, 31, 33, 46, 21, 20, 7, 46, 8, 9, 36, 2, 21, 26, 37, 39, 28, 35, 4, 34, 43, 30, 35, 33, 36, 2, 14, 44, 15, 12, 3, 14, 30, 0, 28, 49, 41, 40, 4, 48, 10, 23, 35, 21, 5, 6, 17, 39, 26, 28, 30, 16, 18, 24, 28, 0, 30, 38, 25, 21, 45, 3, 19, 8, 12, 10, 25, 6, 46, 33, 28, 30, 33, 23, 9]
[38, 0, 0, 44, 21, 2, 31, 25, 45, 31, 37, 29, 34, 19, 14, 21, 49, 14, 0, 6, 44, 10, 34, 21, 13, 0, 24, 4, 15, 4, 47, 11, 5, 21, 25, 33, 18, 38, 27, 33, 40, 42, 13, 6, 20, 16, 33, 39, 34, 35, 36, 9, 15, 37, 10, 46, 37, 6, 1, 21, 9, 12, 14, 49, 46, 6, 24, 40, 39, 32, 44, 29, 18, 9, 12, 5, 2, 25, 25, 20, 33, 17, 18, 35, 11, 9, 41, 32, 16, 43, 40, 8, 16, 24, 10, 18, 33]
[29, 19, 44, 0, 3, 4, 48, 15, 29, 50, 9, 0, 44, 3, 27, 37, 0, 35, 27, 4, 15, 9, 37, 35, 24, 11, 11, 3, 13, 17, 19, 39, 38, 3, 13, 43, 13, 8, 6, 47, 40, 18, 35, 12, 31, 44, 13, 37, 44, 37, 5, 21, 26, 39, 6, 2, 23, 8, 28, 3, 36, 18, 28, 14, 42, 15, 7, 48, 16, 1, 42, 23, 43, 4, 48, 29, 11, 30, 6, 47, 36, 40, 35, 3, 27, 36, 12, 26, 11, 28, 42, 29, 44, 35, 27, 36, 31]
[18, 32, 21, 3, 0, 18, 17, 49, 14, 48, 17, 43, 10, 0, 10, 45, 24, 9, 31, 26, 4, 41, 0, 29, 50, 7, 39, 1, 29, 0, 17, 47, 34, 3, 1, 4, 49, 39, 5, 12, 47, 16, 11, 33, 1, 10, 4, 19, 43, 1, 45, 23, 23, 4, 50, 14, 4, 8, 36, 15, 37, 16, 46, 24, 42, 1, 28, 18, 29, 48, 45, 4, 27, 23, 42, 35, 25, 5, 3, 14, 6, 34, 11, 40, 12, 33, 38, 18, 40, 35, 7, 0, 6, 30, 0, 41, 49]
[50, 40, 2, 4, 18, 0, 40, 21, 4, 15, 7, 40, 50, 35, 19, 14, 6, 34, 9, 23, 42, 4, 8, 18, 26, 8, 31, 45, 7, 15, 12, 25, 6, 15, 15, 11, 37, 24, 44, 19, 49, 2, 28, 1, 22, 40, 31, 35, 35, 11, 36, 45, 33, 15, 26, 44, 28, 43, 5, 48, 47, 50, 2, 8, 34, 44, 36, 26, 17, 22, 28, 13, 4, 40, 7, 15, 27, 29, 44, 31, 0, 15, 28, 29, 18, 1, 44, 4, 17, 37, 45, 10, 36, 50, 33, 30, 1]
[13, 1, 31, 48, 17, 40, 0, 10, 48, 34, 21, 6, 37, 27, 18, 43, 10, 33, 0, 8, 1, 39, 22, 33, 18, 38, 26, 8, 15, 22, 24, 19, 21, 45, 15, 20, 44, 6, 17, 10, 35, 44, 46, 34, 42, 49, 40, 34, 7, 34, 0, 18, 49, 35, 2, 50, 14, 2, 36, 32, 7, 27, 35, 31, 23, 37, 16, 12, 47, 45, 43, 19, 9, 32, 31, 2, 39, 36, 0, 26, 31, 50, 25, 39, 14, 44, 4, 9, 48, 2, 40, 14, 20, 26, 44, 47, 9]
[0, 33, 25, 15, 49, 21, 10, 0, 0, 25, 8, 5, 6, 19, 18, 5, 49, 7, 43, 48, 37, 34, 30, 5, 24, 19, 33, 17, 16, 43, 13, 45, 32, 30, 21, 42, 36, 23, 12, 4, 44, 11, 3, 26, 48, 43, 50, 5, 49, 46, 20, 48, 4, 8, 0, 45, 19, 24, 8, 32, 9, 8, 12, 32, 32, 12, 20, 32, 35, 48, 20, 39, 25, 33, 44, 50, 47, 27, 32, 28, 40, 33, 39, 6, 11, 22, 39, 18, 18, 43, 17, 33, 2, 7, 17, 35, 34]
[28, 4, 45, 29, 14, 4, 48, 0, 0, 16, 39, 4, 10, 10, 45, 41, 36, 5, 32, 23, 8, 1, 46, 1, 49, 23, 23, 14, 24, 2, 48, 46, 30, 12, 0, 2, 16, 31, 29, 43, 23, 25, 43, 41, 15, 1, 50, 0, 15, 29, 18, 37, 42, 27, 11, 42, 16, 16, 2, 39, 19, 19, 27, 0, 31, 19, 26, 19, 46, 44, 25, 4, 26, 9, 25, 4, 26, 43, 38, 27, 38, 21, 4, 0, 33, 26, 13, 7, 35, 25, 22, 45, 26, 44, 10, 22, 12]
[23, 48, 31, 50, 48, 15, 34, 25, 16, 0, 33, 48, 19, 17, 49, 30, 47, 3, 13, 23, 4, 44, 3, 4, 15, 25, 39, 10, 37, 0, 10, 35, 36, 33, 8, 23, 0, 39, 6, 20, 38, 3, 12, 43, 19, 15, 24, 13, 21, 22, 29, 9, 29, 38, 28, 37, 9, 41, 49, 47, 20, 36, 19, 29, 8, 38, 24, 15, 0, 6, 10, 14, 37, 32, 30, 31, 36, 36, 25, 8, 39, 14, 11, 9, 37, 9, 11, 43, 11, 32, 37, 0, 36, 3, 5, 6, 9]
[34, 14, 37, 9, 17, 7, 21, 8, 39, 33, 0, 37, 20, 6, 25, 4, 33, 29, 5, 44, 10, 18, 30, 23, 43, 3, 40, 21, 1, 23, 0, 3, 5, 38, 31, 5, 22, 32, 12, 48, 30, 40, 49, 29, 6, 26, 20, 34, 2, 14, 48, 12, 19, 34, 23, 17, 26, 28, 27, 46, 50, 48, 16, 24, 46, 12, 35, 32, 42, 16, 32, 38, 35, 14, 19, 9, 49, 20, 48, 31, 1, 13, 4, 20, 7, 26, 7, 8, 19, 12, 35, 8, 24, 39, 41, 29, 1]
[3, 13, 29, 0, 43, 40, 6, 5, 4, 48, 37, 0, 14, 50, 28, 17, 7, 41, 14, 47, 21, 46, 7, 9, 6, 6, 2, 45, 10, 48, 13, 31, 31, 9, 50, 25, 42, 38, 47, 40, 21, 22, 41, 1, 15, 28, 3, 7, 20, 47, 35, 28, 10, 43, 8, 12, 1, 31, 33, 27, 20, 36, 11, 34, 44, 13, 21, 18, 10, 29, 29, 42, 19, 9, 45, 35, 28, 45, 49, 45, 21, 44, 9, 43, 1, 21, 43, 43, 46, 37, 5, 22, 33, 45, 46, 27, 23]
[23, 31, 34, 44, 10, 50, 37, 6, 10, 19, 20, 14, 0, 23, 18, 26, 50, 15, 19, 19, 45, 44, 50, 24, 39, 8, 33, 15, 44, 6, 46, 26, 50, 23, 34, 6, 29, 48, 44, 0, 11, 30, 27, 36, 1, 17, 16, 4, 34, 26, 24, 21, 13, 44, 24, 40, 38, 49, 50, 8, 18, 22, 9, 47, 12, 47, 1, 3, 29, 47, 39, 11, 21, 23, 32, 11, 20, 4, 12, 4, 14, 28, 32, 35, 10, 26, 3, 16, 48, 45, 46, 34, 25, 33, 19, 47, 13]
[25, 27, 19, 3, 0, 35, 27, 19, 10, 17, 6, 50, 23, 0, 47, 22, 40, 17, 43, 33, 13, 16, 49, 7, 18, 45, 30, 8, 41, 45, 0, 27, 22, 14, 41, 5, 49, 7, 4, 13, 8, 39, 31, 6, 40, 5, 27, 36, 26, 43, 42, 4, 27, 1, 41, 33, 12, 50, 0, 36, 37, 42, 37, 11, 25, 40, 9, 9, 29, 0, 27, 13, 15, 48, 4, 29, 2, 36, 31, 2, 47, 38, 33, 23, 28, 42, 21, 27, 21, 35, 40, 33, 29, 26, 16, 3, 7]
[29, 23, 14, 27, 10, 19, 18, 18, 45, 49, 25, 28, 18, 47, 0, 40, 50, 16, 24, 48, 24, 17, 41, 14, 24, 23, 29, 7, 19, 12, 48, 34, 35, 32, 37, 23, 13, 5, 28, 14, 9, 45, 41, 36, 36, 15, 29, 3, 17, 18, 0, 3, 36, 50, 18, 48, 9, 13, 36, 45, 49, 43, 23, 4, 49, 15, 3, 13, 35, 10, 18, 15, 3, 50, 48, 30, 33, 21, 39, 8, 15, 39, 38, 8, 29, 1, 30, 42, 4, 19, 15, 12, 30, 20, 23, 42, 9]
[1, 15, 21, 37, 45, 14, 43, 5, 41, 30, 4, 17, 26, 22, 40, 0, 44, 30, 11, 4, 34, 13, 14, 20, 38, 11, 14, 32, 34, 34, 34, 19, 4, 11, 23, 37, 10, 15, 30, 19, 6, 36, 7, 45, 9, 0, 45, 15, 42, 36, 43, 15, 3, 16, 40, 12, 38, 43, 7, 33, 44, 12, 50, 14, 14, 22, 39, 10, 4, 15, 31, 24, 3, 6, 8, 17, 43, 47, 32, 15, 45, 6, 43, 38, 9, 31, 11, 20, 29, 40, 6, 26, 18, 8, 32, 48, 8]
[37, 19, 49, 0, 24, 6, 10, 49, 36, 47, 33, 7, 50, 40, 50, 44, 0, 47, 31, 13, 49, 28, 31, 45, 37, 39, 12, 7, 35, 36, 33, 50, 7, 38, 36, 34, 49, 22, 11, 25, 37, 17, 43, 37, 11, 16, 37, 17, 7, 20, 44, 46, 26, 50, 49, 26, 17, 38, 4, 45, 31, 47, 42, 36, 2, 28, 34, 22, 15, 9, 44, 23, 37, 12, 31, 43, 45, 47, 38, 31, 29, 38, 40, 48, 26, 28, 43, 32, 47, 4, 42, 36, 25, 32, 40, 25, 3]
[44, 33, 14, 35, 9, 34, 33, 7, 5, 3, 29, 41, 15, 17, 16, 30, 47, 0, 25, 12, 35, 43, 10, 39, 41, 20, 9, 50, 13, 28, 44, 35, 50, 22, 47, 24, 31, 49, 5, 17, 3, 17, 9, 9, 27, 6, 13, 39, 49, 1, 17, 39, 24, 42, 31, 21, 50, 29, 46, 12, 47, 3, 45, 43, 33, 2, 21, 9, 23, 47, 43, 13, 7, 29, 44, 50, 6, 22, 22, 9, 20, 16, 38, 4, 50, 26, 45, 0, 23, 30, 15, 47, 46, 3, 2, 45, 2]
[2, 27, 0, 27, 31, 9, 0, 43, 32, 13, 5, 14, 19, 43, 24, 11, 31, 25, 0, 11, 18, 37, 2, 44, 11, 8, 20, 8, 18, 31, 10, 19, 7, 44, 14, 35, 30, 42, 8, 11, 38, 39, 20, 36, 44, 2, 34, 42, 33, 36, 16, 7, 25, 18, 14, 18, 44, 28, 47, 27, 49, 11, 9, 36, 47, 9, 36, 31, 31, 11, 43, 5, 4, 1, 39, 3, 43, 16, 19, 0, 5, 45, 44, 35, 10, 11, 29, 19, 31, 8, 43, 7, 19, 1, 36, 32, 18]
[50, 45, 6, 4, 26, 23, 8, 48, 23, 23, 44, 47, 19, 33, 48, 4, 13, 12, 11, 0, 43, 32, 19, 33, 21, 36, 48, 26, 15, 24, 4, 33, 41, 39, 43, 33, 36, 50, 13, 29, 15, 24, 23, 12, 15, 18, 26, 17, 28, 46, 39, 31, 30, 16, 2, 43, 14, 49, 22, 2, 42, 4, 44, 11, 15, 25, 28, 24, 22, 41, 3, 7, 26, 49, 32, 36, 46, 15, 47, 3, 22, 26, 6, 40, 29, 34, 15, 21, 5, 28, 13, 26, 4, 42, 49, 28, 19]
[41, 28, 44, 15, 4, 42, 1, 37, 8, 4, 10, 21, 45, 13, 24, 34, 49, 35, 18, 43, 0, 47, 35, 50, 0, 45, 42, 16, 2, 19, 42, 11, 4, 16, 13, 37, 38, 6, 12, 12, 45, 9, 46, 24, 13, 15, 39, 48, 47, 29, 0, 35, 46, 44, 32, 6, 41, 22, 1, 16, 35, 11, 5, 43, 33, 28, 37, 41, 46, 26, 10, 5, 32, 44, 37, 42, 17, 15, 8, 2, 10, 9, 35, 11, 18, 4, 25, 42, 23, 24, 25, 22, 47, 21, 32, 43, 32]
[2, 27, 10, 9, 41, 4, 39, 34, 1, 44, 18, 46, 44, 16, 17, 13, 28, 43, 37, 32, 47, 0, 10, 31, 48, 12, 15, 19, 50, 43, 10, 8, 37, 49, 42, 9, 5, 2, 50, 31, 39, 30, 13, 26, 2, 29, 5, 48, 40, 37, 22, 40, 7, 50, 48, 34, 1, 41, 32, 29, 23, 50, 1, 38, 24, 0, 44, 45, 19, 30, 26, 24, 9, 25, 34, 43, 8, 26, 17, 0, 6, 3, 1, 38, 5, 0, 21, 42, 18, 10, 39, 27, 29, 38, 31, 40, 18]
[1, 24, 34, 37, 0, 8, 22, 30, 46, 3, 30, 7, 50, 49, 41, 14, 31, 10, 2, 19, 35, 10, 0, 6, 49, 33, 31, 48, 15, 18, 38, 9, 12, 36, 44, 29, 9, 20, 0, 46, 47, 27, 16, 17, 33, 11, 47, 12, 18, 8, 2, 7, 41, 1, 11, 2, 36, 3, 12, 18, 12, 44, 45, 41, 33, 33, 30, 49, 16, 24, 49, 15, 3, 14, 20, 11, 46, 43, 19, 48, 21, 42, 45, 26, 4, 26, 6, 17, 1, 20, 29, 30, 42, 31, 21, 14, 41]
