N1,N2,...,Nx
[0, 7, 40, 4, 39, 16, 24, 43, 46, 30, 30, 0, 28, 40, 50, 42, 40, 13, 30, 6, 16, 41, 14, 10, 2, 26, 28, 43, 7, 37, 22, 48, 30, 46, 50, 46, 8, 37, 27, 10, 5, 36, 32, 28, 33, 3, 2, 23, 22, 26, 21, 41, 35, 47, 13, 23, 26, 4, 30, 23, 26, 12, 34, 8, 2, 50, 29, 6, 4, 37, 39, 29, 49, 41, 27, 21, 21, 26, 24, 23, 14, 10, 26, 27, 25, 36, 15, 44, 33, 24, 24, 6, 28, 33, 12, 38, 27, 38, 29, 39, 33, 1, 29, 37, 26, 8, 36, 5, 1, 17, 14, 50, 19, 6, 0, 29, 25, 23, 23, 41, 35, 46, 37, 45, 47, 22, 40, 47, 16, 46, 21, 36, 25, 9, 47, 27, 11, 30, 41, 4, 4, 25, 47, 6, 33, 45, 21, 8, 14, 32, 35, 9, 43, 34, 25, 36, 3, 42, 43, 8, 2, 14, 40, 22, 5, 43, 19, 13, 5, 50, 1, 6, 35, 1, 20, 42, 48, 45, 47, 11, 33, 3, 1, 26]
[7, 0, 44, 31, 16, 37, 5, 45, 7, 12, 39, 2, 32, 25, 41, 22, 5, 42, 14, 29, 44, 31, 43, 24, 47, 6, 6, 42, 46, 11, 10, 28, 23, 28, 27, 31, 10, 38, 18, 13, 43, 44, 22, 14, 47, 25, 16, 21, 8, 31, 44, 24, 32, 8, 27, 4, 3, 15, 31, 22, 42, 37, 6, 23, 15, 5, 13, 4, 29, 2, 31, 41, 7, 31, 38, 24, 40, 12, 29, 34, 19, 19, 34, 34, 12, 38, 42, 33, 24, 9, 0, 2, 47, 36, 19, 49, 41, 25, 9, 14, 17, 19, 49, 4, 48, 12, 29, 45, 16, 45, 24, 22, 24, 44, 31, 18, 39, 48, 46, 40, 32, 19, 26, 28, 0, 50, 4, 33, 2, 3, 25, 43, 24, 1, 43, 15, 27, 34, 28, 25, 32, 19, 11, 18, 5, 23, 31, 24, 29, 34, 48, 49, 8, 28, 25, 21, 11, 39, 39, 9, 16, 49, 46, 40, 7, 36, 49, 45, 16, 18, 27, 36, 25, 42, 23, 46, 32, 27, 25, 5, 4, 33, 49, 34]
[40, 44, 0, 19, 14, 48, 18, 16, 12, 10, 18, 21, 42, 28, 34, 8, 26, 39, 30, 50, 36, 14, 6, 21, 8, 22, 43, 35, 47, 22, 8, 28, 14, 3, 26, 2, 31, 26, 27, 38, 43, 1, 21, 43, 27, 39, 42, 2, 22, 44, 31, 21, 7, 2, 17, 12, 0, 1, 23, 17, 19, 24, 49, 49, 0, 33, 28, 28, 11, 9, 21, 9, 0, 34, 50, 5, 4, 11, 20, 7, 16, 18, 9, 34, 4, 0, 1, 30, 44, 28, 9, 30, 29, 8, 7, 46, 16, 16, 46, 18, 6, 39, 25, 27, 1, 32, 5, 22, 2, 16, 34, 24, 41, 3, 1, 12, 21, 5, 24, 22, 15, 42, 34, 28, 21, 16, 2, 34, 17, 40, 11, 10, 16, 1, 37, 44, 30, 1, 34, 9, 10, 47, 27, 42, 15, 16, 10, 0, 9, 7, 31, 35, 30, 14, 43, 29, 42, 30, 2, 16, 27, 41, 23, 35, 32, 9, 49, 0, 14, 36, 22, 18, 18, 17, 30, 26, 13, 27, 29, 34, 38, 40, 7, 12]
[4, 31, 19, 0, 23, 7, 21, 31, 20, 34, 45, 11, 46, 47, 3, 47, 12, 25, 35, 10, 12, 18, 16, 13, 3, 32, 4, 4, 47, 39, 8, 17, 13, 17, 30, 2, 3, 50, 27, 10, 34, 26, 3, 34, 17, 39, 23, 34, 21, 33, 21, 49, 39, 34, 6, 13, 44, 25, 29, 49, 47, 24, 38, 10, 27, 10, 8, 24, 22, 34, 44, 17, 14, 36, 50, 38, 18, 0, 20, 33, 29, 21, 20, 36, 19, 10, 31, 7, 50, 47, 45, 49, 11, 50, 46, 45, 46, 18, 2, 2, 39, 27, 11, 32, 38, 36, 14, 6, 28, 37, 21, 40, 16, 22, 35, 34, 24, 40, 36, 1, 30, 4, 10, 0, 34, 18, 44, 24, 46, 3, 20, 47, 38, 20, 44, 17, 49, 46, 33, 5, 3, 21, 23, 16, 17, 4, 31, 37, 46, 30, 26, 4, 27, 39, 37, 17, 15, 6, 18, 13, 11, 12, 37, 2, 7, 34, 13, 12, 7, 31, 25, 11, 12, 38, 26, 35, 13, 37, 37, 22, 19, 27, 9, 9]
[39, 16, 14, 23, 0, 4, 46, 47, 35, 13, 17, 38, 40, 21, 48, 19, 44, 23, 4, 12, 23, 32, 16, 39, 8, 2, 44, 1, 34, 17, 5, 12, 1, 49, 9, 0, 3, 29, 25, 40, 26, 49, 5, 35, 22, 40, 41, 42, 23, 14, 24, 4, 46, 5, 30, 35, 20, 33, 0, 12, 24, 43, 16, 38, 49, 28, 48, 34, 35, 33, 12, 31, 8, 32, 45, 46, 16, 17, 23, 42, 48, 35, 48, 38, 13, 13, 6, 8, 21, 23, 28, 7, 50, 40, 28, 1, 31, 31, 30, 14, 35, 50, 23, 2, 10, 49, 16, 11, 17, 7, 13, 47, 45, 9, 36, 33, 47, 12, 4, 19, 0, 21, 30, 42, 31, 10, 27, 39, 26, 24, 16, 48, 13, 3, 40, 41, 45, 18, 33, 50, 46, 41, 10, 30, 10, 13, 8, 20, 41, 13, 22, 8, 42, 28, 38, 2, 29, 48, 28, 18, 12, 22, 28, 35, 32, 32, 32, 6, 17, 42, 17, 12, 17, 20, 22, 42, 4, 31, 49, 4, 49, 48, 8, 23]
[16, 37, 48, 7, 4, 0, 43, 31, 30, 2, 33, 10, 30, 30, 49, 33, 0, 19, 23, 8, 29, 17, 31, 2, 33, 32, 38, 20, 43, 12, 29, 18, 7, 12, 35, 9, 38, 2, 19, 43, 9, 16, 36, 37, 16, 24, 35, 32, 33, 22, 18, 38, 41, 46, 40, 21, 21, 50, 17, 29, 34, 2, 17, 45, 36, 22, 4, 40, 22, 28, 34, 2, 19, 33, 13, 45, 33, 19, 19, 50, 47, 15, 33, 31, 42, 6, 5, 10, 20, 38, 7, 46, 4, 26, 22, 43, 7, 1, 21, 22, 1, 47, 5, 15, 43, 3, 7, 42, 38, 30, 19, 42, 49, 21, 49, 48, 11, 3, 49, 21, 15, 20, 30, 48, 17, 23, 4, 37, 7, 33, 30, 23, 21, 45, 15, 47, 15, 14, 11, 0, 16, 34, 38, 47, 37, 30, 44, 9, 8, 28, 0, 20, 19, 5, 20, 29, 15, 3, 4, 4, 10, 35, 4, 12, 15, 21, 41, 9, 10, 42, 41, 46, 9, 47, 9, 8, 39, 36, 27, 33, 32, 7, 14, 38]
[24, 5, 18, 21, 46, 43, 0, 21, 5, 4, 14, 5, 23, 36, 26, 46, 29, 20, 22, 26, 13, 13, 46, 45, 32, 44, 30, 26, 38, 36, 48, 46, 22, 13, 4, 15, 7, 48, 47, 36, 35, 49, 38, 11, 48, 41, 32, 32, 20, 45, 29, 28, 40, 38, 43, 14, 47, 1, 16, 34, 12, 6, 37, 12, 22, 16, 16, 8, 6, 38, 39, 39, 22, 49, 47, 41, 19, 35, 2, 34, 35, 41, 7, 5, 3, 13, 9, 43, 36, 3, 34, 37, 30, 6, 10, 21, 41, 20, 36, 2, 40, 9, 19, 2, 41, 10, 9, 4, 30, 15, 8, 24, 41, 30, 14, 27, 38, 23, 18, 31, 30, 30, 15, 27, 19, 2, 29, 15, 34, 17, 39, 26, 5, 3, 29, 8, 46, 21, 46, 25, 2, 27, 10, 35, 29, 45, 41, 34, 42, 16, 49, 30, 23, 0, 47, 5, 42, 30, 25, 48, 12, 7, 20, 10, 48, 25, 46, 30, 15, 10, 33, 21, 5, 41, 41, 31, 24, 35, 38, 13, 43, 36, 1, 20]
[43, 45, 16, 31, 47, 31, 21, 0, 32, 28, 21, 41, 18, 7, 33, 29, 29, 12, 50, 11, 6, 24, 25, 20, 27, 10, 16, 38, 5, 2, 16, 31, 34, 36, 17, 31, 25, 7, 5, 23, 39, 28, 29, 0, 43, 8, 5, 34, 8, 36, 27, 0, 31, 0, 49, 38, 14, 11, 24, 30, 11, 45, 30, 45, 30, 21, 21, 28, 42, 9, 38, 39, 18, 3, 38, 27, 16, 9, 33, 19, 11, 36, 7, 4, 26, 41, 28, 1, 11, 4, 22, 13, 10, 8, 29, 16, 28, 2, 30, 8, 45, 13, 26, 40, 32, 17, 40, 40, 31, 8, 42, 23, 11, 42, 3, 29, 46, 50, 50, 26, 29, 3, 11, 27, 33, 4, 39, 48, 39, 28, 20, 18, 9, 20, 5, 29, 14, 4, 2, 4, 43, 33, 33, 25, 17, 37, 21, 18, 23, 22, 29, 35, 22, 47, 35, 41, 37, 43, 30, 14, 45, 0, 10, 23, 23, 6, 7, 14, 17, 12, 46, 47, 13, 49, 24, 5, 18, 16, 37, 20, 32, 20, 11, 4]
[46, 7, 12, 20, 35, 30, 5, 32, 0, 7, 44, 38, 21, 9, 16, 15, 10, 16, 27, 20, 30, 29, 37, 35, 19, 10, 15, 32, 47, 6, 5, 36, 2, 1, 48, 39, 40, 47, 38, 18, 18, 21, 21, 1, 19, 45, 6, 6, 37, 9, 45, 6, 29, 4, 28, 11, 17, 37, 3, 14, 38, 33, 5, 31, 30, 17, 32, 5, 16, 16, 4, 15, 1, 23, 20, 46, 24, 35, 3, 16, 26, 42, 13, 9, 2, 2, 32, 1, 2, 0, 0, 11, 6, 33, 44, 34, 12, 46, 49, 32, 20, 32, 45, 36, 15, 8, 25, 38, 31, 8, 44, 13, 23, 18, 11, 48, 33, 18, 35, 19, 23, 0, 16, 10, 32, 18, 8, 28, 14, 41, 47, 41, 24, 9, 33, 39, 29, 36, 7, 1, 36, 22, 38, 8, 6, 33, 16, 15, 12, 48, 15, 45, 18, 44, 37, 45, 27, 48, 26, 18, 29, 38, 48, 44, 44, 4, 20, 27, 0, 33, 47, 42, 14, 42, 20, 9, 46, 37, 4, 2, 31, 22, 33, 37]
[30, 12, 10, 34, 13, 2, 4, 28, 7, 0, 21, 11, 15, 16, 44, 15, 19, 8, 12, 34, 24, 32, 31, 44, 38, 5, 27, 23, 26, 40, 37, 8, 15, 48, 26, 18, 19, 14, 37, 24, 33, 19, 19, 3, 3, 40, 17, 2, 35, 15, 32, 41, 36, 47, 50, 9, 33, 35, 25, 44, 15, 46, 45, 16, 5, 11, 50, 33, 11, 17, 24, 41, 10, 5, 5, 48, 34, 45, 6, 35, 50, 16, 40, 2, 45, 22, 48, 49, 43, 29, 13, 46, 41, 0, 20, 41, 50, 0, 6, 14, 44, 18, 46, 35, 31, 25, 17, 17, 39, 12, 45, 18, 19, 3, 0, 47, 32, 42, 26, 35, 20, 6, 5, 39, 1, 31, 17, 9, 9, 41, 29, 8, 7, 38, 39, 29, 26, 18, 7, 31, 44, 18, 1, 27, 24, 46, 45, 2, 21, 50, 15, 42, 6, 47, 25, 8, 2, 20, 4, 48, 11, 37, 48, 45, 49, 33, 39, 9, 47, 48, 13, 42, 23, 21, 9, 6, 39, 17, 2, 18, 13, 43, 25, 17]
