N1,N2,...,Nx
[0, 42, 22, 9, 40, 13, 23, 33, 37, 28, 3, 17, 6, 14, 19, 31, 43, 46, 46, 8, 46, 36, 22, 34, 3, 37, 50, 5, 35, 45, 18, 35, 24, 25, 8, 35, 13, 3, 35, 47, 10, 12, 9, 34, 18, 19, 7, 37, 12, 5, 33, 34, 35, 5, 50, 12, 26, 24, 31, 0, 46, 29, 9, 28, 16, 11, 5, 0, 49, 7, 45, 20, 23, 47, 6, 43, 1, 45, 3, 48, 10, 33, 11, 28, 35, 17, 40, 38, 9, 43, 37, 41, 38, 48, 36, 9, 28, 27, 1, 2, 46, 25, 25, 37, 3, 24, 29, 32, 25, 21, 2, 45, 31, 5, 19, 20, 38, 4, 32, 36, 27, 7, 2, 28, 22, 48, 3, 40, 42, 10, 26, 4, 23, 11, 15, 42, 46, 32, 13, 42, 14, 41]
[42, 0, 24, 50, 12, 13, 3, 36, 33, 3, 20, 27, 10, 11, 36, 36, 13, 50, 34, 7, 27, 27, 46, 19, 25, 39, 36, 43, 37, 1, 9, 40, 39, 2, 49, 11, 4, 37, 48, 14, 45, 1, 47, 10, 30, 40, 10, 30, 2, 26, 46, 15, 43, 0, 17, 35, 30, 47, 17, 32, 28, 9, 3, 42, 9, 35, 22, 43, 29, 27, 25, 21, 38, 37, 14, 10, 18, 19, 17, 7, 35, 29, 6, 23, 2, 10, 7, 27, 19, 7, 13, 24, 9, 50, 16, 8, 37, 10, 36, 19, 28, 11, 30, 48, 6, 13, 15, 17, 45, 14, 50, 18, 26, 21, 6, 6, 30, 34, 43, 32, 28, 39, 11, 31, 5, 0, 26, 6, 22, 29, 39, 15, 30, 27, 28, 13, 36, 27, 31, 5, 47, 42]
[22, 24, 0, 22, 27, 9, 46, 49, 3, 13, 24, 4, 34, 8, 28, 25, 38, 15, 12, 34, 46, 35, 15, 20, 5, 17, 32, 33, 27, 34, 11, 11, 11, 4, 5, 4, 12, 37, 13, 40, 17, 48, 38, 49, 23, 17, 29, 13, 4, 7, 7, 10, 2, 29, 4, 9, 0, 0, 50, 2, 15, 37, 33, 13, 16, 41, 11, 49, 19, 0, 2, 9, 41, 3, 3, 34, 25, 37, 38, 42, 30, 44, 0, 29, 18, 45, 2, 40, 42, 7, 43, 39, 26, 14, 6, 9, 19, 7, 19, 46, 15, 49, 5, 5, 3, 2, 40, 29, 26, 37, 19, 27, 22, 48, 31, 22, 17, 25, 50, 43, 32, 20, 42, 32, 24, 34, 36, 36, 2, 4, 1, 3, 33, 5, 41, 41, 4, 20, 33, 13, 7, 32]
[9, 50, 22, 0, 0, 0, 38, 5, 43, 19, 8, 29, 7, 1, 34, 12, 32, 31, 15, 4, 42, 36, 48, 9, 49, 16, 20, 34, 10, 34, 25, 48, 17, 5, 11, 34, 45, 24, 29, 42, 25, 27, 40, 0, 30, 28, 9, 24, 49, 7, 4, 32, 5, 11, 45, 28, 47, 35, 19, 37, 21, 50, 9, 48, 31, 16, 37, 34, 19, 13, 21, 28, 30, 7, 29, 12, 5, 19, 43, 0, 22, 21, 47, 39, 5, 33, 10, 40, 25, 36, 21, 20, 38, 20, 39, 39, 19, 40, 35, 26, 13, 35, 49, 45, 16, 17, 7, 50, 1, 37, 12, 9, 0, 45, 2, 12, 14, 15, 12, 34, 4, 6, 12, 41, 25, 27, 29, 19, 10, 28, 45, 19, 41, 38, 27, 7, 31, 26, 42, 23, 30, 41]
[40, 12, 27, 0, 0, 45, 7, 16, 28, 0, 44, 24, 9, 39, 35, 19, 27, 47, 13, 47, 43, 37, 2, 8, 14, 35, 33, 49, 21, 22, 26, 50, 31, 49, 2, 25, 30, 42, 39, 5, 0, 19, 44, 42, 4, 11, 39, 7, 20, 14, 3, 39, 21, 44, 44, 16, 1, 11, 1, 19, 20, 19, 4, 20, 24, 19, 19, 32, 10, 38, 47, 48, 47, 50, 33, 12, 2, 39, 35, 33, 22, 9, 35, 43, 14, 16, 33, 27, 34, 13, 36, 32, 23, 49, 43, 5, 31, 0, 6, 36, 5, 41, 20, 16, 38, 4, 26, 20, 2, 23, 4, 19, 37, 31, 44, 22, 38, 9, 47, 28, 35, 5, 44, 13, 7, 5, 45, 36, 7, 45, 43, 24, 23, 15, 43, 4, 35, 41, 35, 38, 33, 12]
[13, 13, 9, 0, 45, 0, 15, 37, 14, 10, 1, 25, 32, 1, 29, 14, 28, 26, 20, 42, 38, 12, 7, 31, 12, 10, 18, 16, 49, 50, 43, 20, 30, 42, 18, 17, 23, 29, 14, 10, 27, 38, 48, 42, 49, 7, 8, 0, 10, 16, 9, 5, 32, 22, 1, 27, 25, 14, 24, 32, 42, 29, 9, 47, 34, 47, 13, 32, 8, 14, 22, 39, 37, 48, 10, 26, 30, 35, 17, 47, 8, 34, 37, 4, 32, 6, 38, 2, 36, 19, 4, 15, 46, 34, 17, 3, 40, 37, 7, 4, 39, 1, 11, 21, 41, 36, 25, 13, 23, 44, 20, 50, 48, 35, 31, 32, 33, 25, 23, 10, 15, 14, 15, 17, 34, 45, 34, 39, 44, 23, 16, 19, 40, 17, 14, 34, 20, 49, 9, 28, 43, 28]
[23, 3, 46, 38, 7, 15, 0, 40, 21, 11, 0, 50, 43, 26, 37, 33, 21, 29, 11, 41, 45, 20, 15, 30, 1, 19, 47, 29, 33, 12, 23, 29, 38, 41, 0, 48, 39, 8, 46, 48, 33, 1, 37, 37, 36, 0, 21, 13, 38, 7, 26, 48, 25, 48, 35, 49, 29, 15, 28, 42, 0, 23, 29, 25, 1, 29, 44, 13, 40, 41, 0, 11, 37, 23, 31, 31, 3, 24, 24, 7, 17, 28, 50, 45, 3, 34, 3, 13, 24, 13, 3, 41, 25, 22, 25, 14, 17, 7, 7, 7, 17, 9, 29, 30, 48, 29, 32, 19, 15, 24, 9, 43, 36, 31, 17, 17, 41, 14, 18, 21, 4, 48, 48, 34, 16, 3, 2, 0, 3, 38, 3, 1, 40, 17, 20, 0, 9, 32, 0, 22, 25, 38]
[33, 36, 49, 5, 16, 37, 40, 0, 16, 14, 40, 8, 31, 46, 43, 31, 41, 6, 24, 33, 0, 1, 30, 50, 26, 6, 15, 29, 15, 2, 26, 4, 50, 37, 38, 1, 25, 8, 20, 16, 31, 11, 0, 40, 36, 38, 1, 5, 26, 27, 31, 1, 36, 35, 19, 6, 14, 31, 32, 23, 16, 46, 17, 24, 41, 13, 11, 40, 44, 9, 44, 11, 33, 3, 3, 44, 38, 35, 20, 49, 39, 3, 5, 0, 44, 2, 20, 27, 35, 13, 6, 22, 8, 33, 25, 17, 16, 9, 44, 5, 34, 15, 9, 0, 20, 39, 48, 30, 10, 37, 33, 47, 30, 1, 38, 16, 33, 7, 7, 10, 38, 8, 48, 22, 36, 1, 49, 12, 8, 46, 11, 7, 38, 23, 7, 21, 11, 25, 36, 41, 18, 22]
[37, 33, 3, 43, 28, 14, 21, 16, 0, 36, 49, 39, 6, 45, 39, 20, 38, 10, 32, 10, 36, 30, 1, 6, 37, 3, 18, 43, 13, 13, 38, 5, 22, 14, 2, 11, 30, 20, 21, 14, 27, 18, 14, 6, 15, 44, 44, 45, 29, 8, 37, 1, 27, 50, 42, 25, 16, 12, 38, 26, 3, 2, 34, 0, 4, 14, 20, 7, 19, 39, 49, 2, 24, 5, 42, 45, 45, 4, 44, 33, 23, 21, 8, 16, 10, 19, 3, 27, 18, 35, 46, 42, 16, 11, 10, 25, 19, 32, 23, 23, 15, 14, 33, 8, 16, 39, 41, 40, 11, 4, 44, 17, 22, 8, 2, 25, 39, 15, 27, 2, 38, 47, 23, 47, 44, 11, 45, 37, 42, 50, 36, 24, 16, 0, 39, 36, 20, 18, 49, 10, 45, 45]
[28, 3, 13, 19, 0, 10, 11, 14, 36, 0, 9, 19, 35, 24, 11, 38, 45, 5, 15, 23, 39, 31, 28, 40, 22, 38, 9, 50, 5, 21, 49, 31, 18, 30, 26, 30, 17, 40, 21, 9, 28, 38, 35, 10, 25, 1, 41, 4, 22, 34, 42, 48, 2, 30, 40, 49, 38, 18, 27, 12, 27, 15, 46, 20, 43, 15, 30, 36, 10, 50, 16, 41, 35, 23, 35, 16, 5, 37, 49, 42, 28, 9, 43, 46, 37, 49, 11, 14, 35, 42, 37, 1, 7, 19, 46, 9, 42, 21, 11, 33, 16, 9, 4, 28, 16, 33, 47, 7, 32, 24, 48, 10, 20, 15, 3, 0, 10, 5, 5, 23, 22, 47, 36, 31, 14, 21, 47, 33, 9, 8, 49, 2, 34, 3, 28, 30, 19, 47, 48, 7, 13, 6]
[3, 20, 24, 8, 44, 1, 0, 40, 49, 9, 0, 20, 32, 50, 15, 1, 17, 12, 31, 13, 5, 25, 2, 35, 29, 0, 38, 6, 43, 43, 10, 14, 34, 8, 20, 13, 14, 32, 0, 47, 30, 2, 38, 32, 20, 31, 11, 14, 8, 8, 13, 9, 36, 27, 40, 45, 11, 48, 1, 40, 17, 14, 16, 40, 46, 7, 47, 32, 40, 6, 5, 49, 38, 16, 46, 10, 13, 4, 43, 27, 1, 0, 48, 17, 48, 9, 11, 3, 29, 29, 0, 50, 26, 46, 28, 22, 26, 41, 32, 32, 4, 25, 32, 41, 36, 39, 25, 23, 48, 44, 4, 1, 44, 23, 48, 12, 34, 3, 42, 17, 43, 25, 26, 27, 44, 18, 35, 7, 44, 0, 24, 30, 36, 4, 34, 38, 45, 21, 49, 42, 45, 29]
[17, 27, 4, 29, 24, 25, 50, 8, 39, 19, 20, 0, 47, 42, 46, 31, 7, 12, 30, 5, 14, 18, 18, 20, 50, 6, 18, 17, 36, 34, 13, 33, 21, 21, 38, 25, 27, 5, 14, 24, 12, 25, 31, 20, 3, 7, 30, 47, 48, 19, 41, 0, 9, 45, 20, 6, 43, 36, 4, 34, 15, 50, 2, 2, 49, 1, 15, 2, 14, 44, 6, 11, 36, 28, 41, 44, 28, 17, 20, 45, 28, 33, 37, 23, 20, 39, 47, 35, 33, 7, 37, 37, 16, 39, 37, 2, 42, 25, 12, 42, 26, 47, 22, 22, 36, 42, 19, 13, 23, 25, 13, 25, 37, 39, 44, 43, 44, 24, 10, 1, 19, 25, 12, 35, 1, 13, 37, 47, 44, 3, 7, 48, 13, 14, 33, 49, 2, 9, 12, 13, 34, 40]
[6, 10, 34, 7, 9, 32, 43, 31, 6, 35, 32, 47, 0, 26, 42, 32, 47, 47, 43, 18, 18, 35, 13, 27, 18, 19, 23, 40, 27, 20, 6, 38, 11, 17, 34, 42, 34, 38, 35, 6, 32, 15, 0, 32, 15, 29, 11, 35, 40, 50, 6, 23, 18, 46, 11, 41, 33, 1, 13, 9, 12, 30, 21, 32, 9, 26, 39, 32, 21, 44, 43, 28, 24, 1, 36, 5, 8, 26, 24, 49, 48, 50, 27, 28, 26, 8, 22, 1, 1, 28, 17, 40, 33, 29, 19, 16, 0, 34, 10, 20, 40, 46, 24, 32, 17, 48, 16, 16, 38, 27, 41, 35, 1, 5, 15, 35, 48, 18, 15, 19, 6, 24, 14, 25, 25, 10, 7, 8, 19, 9, 21, 39, 19, 43, 41, 3, 34, 28, 33, 7, 19, 44]
