N1,N2,...,Nx
[0, 37, 38, 9, 27, 17, 23, 38, 10, 39, 15, 23, 14, 47, 33, 49, 20, 10, 5, 22, 21, 24, 41, 29, 49, 45, 22, 9, 44, 9, 21, 28, 28, 35, 12, 25, 0, 3, 20, 47, 4, 46, 49, 33, 34, 4, 50, 24, 43, 20, 42, 1, 2, 42, 7, 7, 38, 30, 32, 38, 7, 18, 10, 20, 39, 27, 21, 46, 27, 26, 7, 12, 38, 24, 49, 7, 45, 48, 8, 26, 47, 44, 3, 25, 30, 25, 24, 41, 27, 30, 5, 49, 17, 10, 28, 27, 16, 50, 38, 41, 26, 19, 41, 32, 39, 23, 42, 22, 35, 22, 9, 4, 21, 50, 38, 9, 31, 47, 43, 17, 29, 18, 18, 33, 24, 28, 25, 30, 46, 6, 24, 7, 17, 16, 3, 30, 16, 49, 33, 22, 3, 40, 32, 17, 12, 8, 8, 36, 18, 31]
[37, 0, 7, 45, 7, 25, 13, 44, 22, 37, 12, 18, 24, 47, 19, 43, 40, 7, 4, 15, 10, 2, 29, 44, 34, 42, 35, 6, 1, 24, 37, 36, 49, 10, 47, 18, 28, 31, 39, 28, 21, 47, 3, 28, 33, 14, 23, 6, 48, 15, 16, 27, 35, 0, 41, 35, 12, 37, 22, 1, 29, 38, 26, 4, 33, 47, 7, 19, 45, 29, 24, 8, 43, 36, 13, 30, 41, 32, 20, 43, 3, 17, 46, 1, 27, 39, 45, 35, 45, 17, 32, 29, 47, 28, 11, 30, 29, 6, 39, 41, 28, 36, 19, 27, 25, 36, 9, 14, 9, 13, 15, 40, 25, 36, 45, 4, 40, 28, 4, 23, 36, 44, 22, 27, 29, 46, 7, 40, 26, 6, 9, 44, 7, 5, 24, 21, 45, 49, 27, 27, 14, 42, 12, 9, 38, 42, 8, 36, 31, 33]
[38, 7, 0, 2, 2, 6, 44, 16, 25, 19, 40, 8, 16, 29, 1, 24, 7, 6, 21, 30, 32, 1, 15, 23, 48, 12, 9, 6, 16, 17, 29, 49, 11, 25, 24, 41, 5, 39, 41, 36, 4, 15, 33, 48, 17, 4, 14, 21, 33, 40, 50, 14, 23, 1, 43, 12, 24, 36, 25, 49, 9, 19, 28, 40, 2, 10, 30, 48, 47, 41, 33, 10, 20, 24, 42, 35, 16, 22, 24, 24, 15, 22, 24, 28, 14, 14, 24, 1, 43, 6, 47, 16, 50, 8, 31, 19, 0, 41, 25, 14, 33, 28, 47, 37, 19, 15, 12, 48, 44, 29, 3, 10, 13, 3, 43, 14, 22, 0, 40, 1, 6, 26, 11, 29, 16, 42, 20, 41, 25, 49, 32, 25, 6, 19, 28, 4, 21, 12, 36, 30, 16, 42, 40, 20, 12, 25, 26, 4, 14, 5]
[9, 45, 2, 0, 1, 1, 20, 50, 21, 12, 22, 30, 28, 9, 1, 6, 22, 10, 3, 31, 42, 15, 14, 44, 34, 45, 7, 29, 4, 37, 22, 35, 47, 7, 12, 46, 36, 25, 32, 23, 8, 22, 14, 12, 49, 16, 14, 29, 18, 29, 12, 13, 29, 28, 15, 4, 30, 34, 46, 20, 15, 47, 11, 23, 49, 14, 32, 1, 12, 40, 19, 37, 4, 21, 45, 26, 8, 47, 47, 41, 32, 36, 42, 25, 44, 5, 36, 35, 6, 40, 10, 36, 0, 0, 11, 28, 14, 32, 2, 44, 36, 26, 25, 48, 35, 37, 41, 41, 14, 36, 1, 8, 28, 40, 10, 32, 6, 4, 8, 28, 45, 15, 8, 4, 22, 2, 14, 2, 18, 35, 19, 33, 5, 22, 0, 27, 7, 29, 31, 14, 0, 48, 8, 36, 32, 7, 23, 49, 27, 49]
[27, 7, 2, 1, 0, 19, 17, 15, 15, 17, 35, 27, 22, 29, 35, 38, 41, 38, 42, 41, 35, 37, 32, 5, 32, 28, 14, 30, 38, 20, 13, 30, 3, 13, 8, 39, 47, 38, 7, 17, 24, 46, 37, 4, 24, 13, 50, 23, 14, 20, 37, 47, 27, 10, 47, 27, 47, 12, 31, 32, 49, 13, 8, 39, 43, 24, 15, 39, 0, 13, 3, 4, 42, 44, 12, 32, 45, 20, 44, 19, 4, 32, 37, 21, 4, 7, 28, 41, 46, 2, 14, 0, 4, 50, 2, 19, 25, 31, 4, 32, 17, 27, 18, 37, 20, 23, 6, 38, 40, 42, 36, 1, 46, 0, 15, 12, 20, 25, 48, 36, 13, 21, 23, 18, 10, 35, 40, 3, 35, 19, 49, 36, 17, 29, 10, 2, 2, 44, 14, 37, 39, 5, 17, 10, 21, 12, 7, 37, 13, 47]
[17, 25, 6, 1, 19, 0, 8, 30, 26, 5, 43, 26, 22, 10, 18, 29, 22, 18, 4, 48, 27, 8, 22, 36, 48, 17, 38, 39, 3, 50, 8, 12, 43, 27, 35, 6, 15, 2, 34, 33, 37, 9, 18, 24, 18, 34, 21, 17, 24, 15, 35, 50, 44, 12, 42, 30, 13, 28, 48, 18, 16, 30, 7, 20, 47, 19, 27, 26, 16, 29, 40, 32, 10, 7, 48, 50, 41, 41, 38, 34, 50, 20, 20, 48, 25, 29, 21, 31, 28, 16, 10, 46, 47, 34, 7, 9, 26, 42, 9, 22, 50, 16, 5, 2, 17, 40, 18, 42, 16, 11, 34, 13, 34, 28, 49, 16, 29, 10, 34, 45, 25, 33, 32, 20, 31, 17, 26, 41, 5, 4, 13, 9, 13, 46, 18, 35, 29, 14, 50, 31, 41, 44, 49, 26, 29, 44, 26, 50, 12, 6]
[23, 13, 44, 20, 17, 8, 0, 34, 2, 46, 4, 24, 41, 34, 34, 20, 28, 21, 13, 25, 1, 10, 34, 2, 36, 45, 45, 32, 49, 28, 23, 46, 12, 29, 23, 0, 9, 46, 26, 14, 36, 25, 38, 40, 4, 6, 1, 43, 13, 44, 47, 49, 6, 40, 2, 47, 0, 22, 44, 20, 39, 3, 11, 44, 9, 28, 35, 43, 24, 32, 1, 33, 25, 19, 16, 28, 33, 21, 24, 16, 27, 12, 46, 46, 32, 12, 41, 46, 40, 10, 43, 0, 27, 26, 45, 24, 2, 32, 7, 43, 35, 4, 6, 30, 37, 30, 48, 46, 17, 50, 36, 37, 1, 17, 35, 47, 47, 10, 0, 4, 29, 18, 9, 8, 47, 39, 20, 27, 26, 43, 8, 33, 10, 49, 20, 40, 16, 29, 43, 32, 47, 22, 7, 31, 38, 50, 12, 22, 6, 34]
[38, 44, 16, 50, 15, 30, 34, 0, 36, 33, 34, 14, 50, 22, 12, 23, 43, 44, 43, 9, 8, 43, 22, 31, 34, 9, 4, 0, 24, 46, 17, 43, 37, 25, 46, 17, 27, 24, 28, 46, 12, 21, 35, 19, 2, 45, 34, 35, 40, 31, 43, 37, 10, 24, 40, 6, 22, 28, 29, 12, 23, 14, 14, 44, 46, 31, 26, 43, 24, 12, 5, 17, 44, 10, 38, 25, 48, 38, 0, 39, 4, 42, 7, 28, 15, 30, 42, 38, 46, 8, 1, 16, 36, 44, 1, 13, 50, 22, 31, 41, 22, 48, 18, 44, 23, 35, 16, 43, 12, 42, 33, 42, 36, 21, 48, 6, 29, 5, 49, 31, 9, 45, 7, 9, 22, 48, 32, 6, 12, 33, 31, 1, 50, 6, 40, 46, 19, 10, 49, 14, 24, 45, 21, 45, 30, 10, 31, 48, 5, 1]
[10, 22, 25, 21, 15, 26, 2, 36, 0, 30, 33, 16, 38, 1, 0, 13, 30, 20, 13, 8, 20, 33, 10, 9, 29, 47, 21, 35, 3, 5, 7, 11, 19, 8, 9, 24, 3, 14, 4, 2, 28, 41, 36, 27, 46, 26, 34, 37, 23, 39, 31, 27, 14, 31, 35, 15, 15, 6, 16, 40, 33, 42, 33, 49, 19, 4, 19, 44, 13, 0, 39, 28, 36, 33, 17, 42, 42, 44, 34, 7, 34, 33, 19, 26, 48, 34, 21, 2, 6, 37, 8, 4, 29, 0, 14, 15, 35, 28, 50, 47, 18, 15, 46, 47, 24, 1, 48, 14, 46, 28, 19, 47, 44, 7, 26, 14, 7, 49, 22, 33, 48, 20, 21, 18, 48, 37, 4, 31, 25, 13, 31, 40, 48, 29, 47, 32, 18, 47, 13, 36, 20, 34, 38, 31, 18, 10, 3, 45, 13, 37]
[39, 37, 19, 12, 17, 5, 46, 33, 30, 0, 43, 20, 37, 50, 7, 15, 9, 34, 44, 40, 6, 18, 0, 7, 24, 40, 48, 9, 13, 3, 45, 9, 34, 38, 33, 48, 36, 10, 20, 7, 13, 44, 36, 31, 23, 3, 34, 26, 49, 37, 24, 33, 30, 18, 47, 41, 38, 33, 8, 39, 27, 45, 25, 2, 8, 47, 32, 7, 43, 26, 29, 26, 34, 22, 12, 33, 13, 20, 16, 12, 19, 13, 11, 50, 32, 22, 19, 43, 41, 23, 12, 28, 48, 27, 33, 48, 41, 24, 27, 39, 40, 17, 23, 26, 47, 13, 39, 49, 2, 11, 9, 43, 12, 38, 40, 15, 44, 19, 3, 29, 33, 38, 15, 9, 44, 26, 2, 3, 48, 1, 0, 50, 18, 30, 34, 38, 4, 17, 31, 4, 23, 41, 36, 41, 44, 36, 12, 11, 30, 20]
