N1,N2,...,Nx
[0, 22, 16, 16, 14, 40, 26, 27, 17, 3, 40, 27, 42, 18, 39, 0, 5, 5, 12, 15, 24, 47, 24, 46, 29, 8, 28, 18, 47, 34, 3, 17, 36, 26, 25, 46, 23, 36, 26, 13, 0, 2, 0, 5, 10, 38, 16, 15, 27, 46, 36, 31, 2, 45, 40, 41, 27, 21, 9]
[22, 0, 17, 22, 40, 31, 49, 1, 48, 18, 8, 35, 11, 8, 34, 50, 13, 11, 31, 48, 41, 37, 48, 29, 46, 16, 2, 38, 1, 47, 22, 35, 41, 48, 50, 43, 40, 50, 45, 3, 2, 30, 47, 46, 11, 48, 13, 35, 6, 0, 24, 43, 42, 2, 19, 29, 7, 18, 0]
[16, 17, 0, 6, 38, 4, 16, 35, 45, 16, 35, 45, 40, 28, 42, 10, 46, 26, 5, 45, 47, 16, 31, 13, 13, 6, 11, 30, 41, 45, 47, 50, 22, 10, 38, 30, 31, 11, 41, 0, 38, 27, 40, 49, 36, 38, 35, 36, 21, 28, 40, 17, 18, 32, 20, 11, 3, 13, 49]
[16, 22, 6, 0, 49, 38, 10, 47, 5, 32, 9, 50, 39, 28, 14, 4, 1, 15, 13, 16, 46, 0, 14, 20, 10, 17, 3, 18, 34, 12, 25, 49, 5, 25, 2, 37, 6, 41, 41, 43, 30, 37, 46, 25, 40, 0, 41, 5, 50, 17, 13, 36, 33, 14, 30, 20, 0, 15, 9]
[14, 40, 38, 49, 0, 49, 9, 2, 42, 36, 31, 32, 2, 46, 17, 36, 28, 18, 25, 1, 24, 36, 16, 19, 30, 2, 49, 22, 43, 29, 16, 45, 29, 7, 33, 44, 41, 15, 8, 8, 50, 47, 7, 24, 50, 50, 23, 20, 22, 4, 30, 43, 23, 34, 30, 14, 27, 48, 46]
[40, 31, 4, 38, 49, 0, 14, 11, 26, 43, 20, 19, 21, 43, 41, 48, 35, 30, 17, 10, 11, 23, 20, 42, 26, 3, 12, 45, 33, 45, 4, 42, 50, 47, 33, 16, 5, 45, 48, 21, 1, 43, 36, 1, 50, 18, 33, 21, 43, 16, 49, 27, 34, 49, 37, 36, 17, 21, 6]
[26, 49, 16, 10, 9, 14, 0, 48, 26, 38, 46, 35, 41, 32, 1, 24, 18, 40, 26, 2, 17, 19, 17, 10, 1, 45, 11, 45, 8, 30, 35, 46, 2, 19, 15, 20, 21, 22, 49, 42, 30, 21, 1, 28, 18, 2, 43, 16, 38, 23, 22, 34, 21, 50, 46, 37, 41, 46, 34]
[27, 1, 35, 47, 2, 11, 48, 0, 35, 43, 21, 10, 27, 38, 15, 47, 36, 20, 47, 38, 31, 4, 0, 36, 42, 13, 16, 22, 26, 27, 21, 40, 30, 18, 1, 49, 7, 37, 47, 41, 40, 38, 34, 47, 45, 42, 34, 1, 3, 39, 12, 31, 12, 37, 45, 32, 24, 34, 45]
[17, 48, 45, 5, 42, 26, 26, 35, 0, 4, 14, 36, 27, 7, 50, 34, 42, 15, 29, 40, 36, 13, 50, 50, 21, 33, 39, 50, 47, 8, 0, 5, 13, 50, 27, 12, 18, 38, 47, 17, 36, 40, 24, 2, 35, 26, 35, 5, 8, 37, 3, 37, 15, 24, 3, 25, 26, 8, 3]
[3, 18, 16, 32, 36, 43, 38, 43, 4, 0, 39, 16, 48, 43, 9, 16, 26, 45, 27, 33, 29, 44, 20, 2, 1, 35, 45, 25, 47, 17, 12, 34, 17, 4, 14, 29, 9, 32, 45, 21, 47, 25, 32, 43, 36, 14, 33, 44, 3, 43, 34, 42, 48, 35, 14, 42, 42, 28, 47]
[40, 8, 35, 9, 31, 20, 46, 21, 14, 39, 0, 32, 8, 18, 16, 30, 6, 28, 46, 11, 38, 40, 21, 14, 33, 23, 27, 24, 30, 46, 5, 37, 46, 0, 47, 25, 2, 16, 30, 32, 49, 47, 41, 23, 10, 43, 25, 26, 35, 42, 6, 25, 45, 13, 44, 45, 23, 6, 48]
[27, 35, 45, 50, 32, 19, 35, 10, 36, 16, 32, 0, 38, 1, 42, 38, 15, 4, 21, 23, 42, 37, 18, 50, 39, 45, 31, 48, 27, 37, 31, 27, 6, 27, 15, 7, 40, 30, 8, 28, 39, 44, 8, 41, 40, 0, 50, 7, 14, 23, 15, 35, 49, 4, 8, 22, 2, 6, 33]
[42, 11, 40, 39, 2, 21, 41, 27, 27, 48, 8, 38, 0, 15, 29, 22, 42, 28, 2, 25, 42, 5, 18, 23, 2, 31, 5, 27, 35, 9, 16, 37, 1, 12, 16, 19, 35, 43, 28, 27, 2, 18, 4, 15, 0, 18, 32, 49, 10, 50, 26, 23, 18, 19, 37, 26, 33, 21, 32]
[18, 8, 28, 28, 46, 43, 32, 38, 7, 43, 18, 1, 15, 0, 48, 46, 18, 19, 31, 20, 0, 36, 12, 47, 8, 43, 35, 47, 18, 6, 6, 27, 4, 15, 22, 40, 22, 4, 40, 26, 33, 18, 10, 30, 39, 44, 48, 6, 14, 19, 27, 27, 4, 45, 45, 16, 0, 24, 44]
[39, 34, 42, 14, 17, 41, 1, 15, 50, 9, 16, 42, 29, 48, 0, 36, 48, 15, 4, 41, 36, 4, 8, 35, 2, 3, 4, 34, 34, 3, 28, 22, 27, 28, 25, 31, 32, 8, 30, 32, 21, 41, 24, 36, 14, 11, 12, 37, 5, 50, 2, 48, 14, 7, 49, 12, 45, 22, 22]
[0, 50, 10, 4, 36, 48, 24, 47, 34, 16, 30, 38, 22, 46, 36, 0, 41, 42, 9, 34, 37, 32, 29, 5, 27, 5, 17, 3, 18, 17, 32, 9, 8, 7, 40, 27, 35, 13, 38, 33, 14, 34, 35, 8, 10, 44, 1, 3, 39, 10, 37, 36, 31, 6, 22, 8, 17, 47, 14]
[5, 13, 46, 1, 28, 35, 18, 36, 42, 26, 6, 15, 42, 18, 48, 41, 0, 3, 36, 17, 17, 26, 30, 30, 10, 35, 33, 27, 15, 44, 37, 6, 50, 2, 39, 45, 6, 40, 19, 3, 8, 24, 43, 35, 47, 36, 41, 26, 37, 16, 39, 21, 38, 44, 50, 49, 40, 30, 19]
[5, 11, 26, 15, 18, 30, 40, 20, 15, 45, 28, 4, 28, 19, 15, 42, 3, 0, 49, 3, 20, 8, 1, 40, 4, 21, 15, 35, 16, 27, 50, 27, 32, 29, 47, 15, 18, 46, 4, 23, 44, 8, 0, 45, 21, 7, 49, 31, 42, 27, 25, 23, 37, 28, 28, 26, 30, 28, 7]
[12, 31, 5, 13, 25, 17, 26, 47, 29, 27, 46, 21, 2, 31, 4, 9, 36, 49, 0, 33, 18, 44, 32, 37, 10, 30, 37, 29, 21, 11, 7, 10, 0, 27, 37, 23, 50, 27, 43, 20, 4, 15, 28, 19, 17, 3, 4, 31, 2, 13, 35, 42, 24, 30, 12, 39, 1, 26, 39]
[15, 48, 45, 16, 1, 10, 2, 38, 40, 33, 11, 23, 25, 20, 41, 34, 17, 3, 33, 0, 12, 39, 50, 23, 9, 35, 21, 24, 4, 33, 41, 8, 50, 39, 6, 2, 44, 9, 28, 30, 47, 10, 7, 49, 48, 19, 0, 49, 45, 45, 32, 17, 4, 45, 35, 46, 23, 9, 0]
[24, 41, 47, 46, 24, 11, 17, 31, 36, 29, 38, 42, 42, 0, 36, 37, 17, 20, 18, 12, 0, 30, 4, 39, 22, 27, 1, 22, 11, 46, 49, 45, 35, 37, 10, 31, 23, 40, 10, 18, 16, 41, 32, 28, 30, 19, 25, 31, 27, 20, 41, 27, 30, 1, 50, 20, 44, 39, 19]
[47, 37, 16, 0, 36, 23, 19, 4, 13, 44, 40, 37, 5, 36, 4, 32, 26, 8, 44, 39, 30, 0, 46, 49, 13, 27, 21, 3, 46, 34, 39, 0, 42, 24, 31, 41, 11, 5, 14, 4, 11, 34, 3, 17, 40, 40, 35, 26, 22, 15, 2, 23, 39, 31, 9, 3, 22, 36, 38]
[24, 48, 31, 14, 16, 20, 17, 0, 50, 20, 21, 18, 18, 12, 8, 29, 30, 1, 32, 50, 4, 46, 0, 32, 24, 45, 38, 25, 31, 12, 36, 37, 18, 2, 3, 5, 43, 22, 21, 24, 44, 3, 13, 21, 25, 18, 40, 34, 34, 43, 31, 31, 6, 38, 20, 37, 37, 44, 47]
[46, 29, 13, 20, 19, 42, 10, 36, 50, 2, 14, 50, 23, 47, 35, 5, 30, 40, 37, 23, 39, 49, 32, 0, 30, 31, 31, 36, 28, 8, 45, 2, 20, 16, 13, 13, 9, 40, 48, 38, 2, 38, 47, 2, 25, 8, 40, 19, 7, 22, 27, 5, 33, 0, 41, 29, 31, 24, 9]
[29, 46, 13, 10, 30, 26, 1, 42, 21, 1, 33, 39, 2, 8, 2, 27, 10, 4, 10, 9, 22, 13, 24, 30, 0, 38, 42, 3, 35, 44, 14, 16, 45, 32, 11, 22, 16, 0, 12, 3, 13, 37, 33, 34, 28, 39, 9, 42, 45, 17, 44, 8, 20, 12, 37, 37, 6, 12, 42]
[8, 16, 6, 17, 2, 3, 45, 13, 33, 35, 23, 45, 31, 43, 3, 5, 35, 21, 30, 35, 27, 27, 45, 31, 38, 0, 34, 49, 0, 28, 18, 38, 31, 21, 16, 21, 39, 18, 23, 10, 16, 6, 42, 30, 1, 46, 37, 42, 18, 13, 32, 21, 18, 38, 9, 14, 48, 34, 12]
[28, 2, 11, 3, 49, 12, 11, 16, 39, 45, 27, 31, 5, 35, 4, 17, 33, 15, 37, 21, 1, 21, 38, 31, 42, 34, 0, 25, 14, 0, 3, 10, 49, 43, 8, 8, 28, 11, 38, 3, 33, 39, 36, 16, 38, 24, 7, 16, 24, 13, 14, 21, 14, 26, 47, 49, 21, 23, 32]
[18, 38, 30, 18, 22, 45, 45, 22, 50, 25, 24, 48, 27, 47, 34, 3, 27, 35, 29, 24, 22, 3, 25, 36, 3, 49, 25, 0, 18, 42, 49, 1, 9, 19, 45, 21, 23, 7, 5, 29, 30, 38, 15, 37, 32, 28, 33, 42, 50, 42, 0, 11, 39, 13, 35, 42, 22, 20, 24]
[47, 1, 41, 34, 43, 33, 8, 26, 47, 47, 30, 27, 35, 18, 34, 18, 15, 16, 21, 4, 11, 46, 31, 28, 35, 0, 14, 18, 0, 8, 32, 15, 13, 37, 20, 32, 5, 17, 7, 2, 0, 34, 22, 48, 24, 40, 32, 19, 42, 41, 23, 3, 35, 10, 30, 14, 49, 38, 3]
[34, 47, 45, 12, 29, 45, 30, 27, 8, 17, 46, 37, 9, 6, 3, 17, 44, 27, 11, 33, 46, 34, 12, 8, 44, 28, 0, 42, 8, 0, 22, 20, 39, 38, 44, 50, 49, 30, 30, 6, 10, 19, 11, 30, 16, 33, 9, 42, 30, 45, 8, 22, 42, 8, 27, 23, 29, 41, 29]
[3, 22, 47, 25, 16, 4, 35, 21, 0, 12, 5, 31, 16, 6, 28, 32, 37, 50, 7, 41, 49, 39, 36, 45, 14, 18, 3, 49, 32, 22, 0, 11, 46, 6, 9, 15, 22, 22, 20, 9, 14, 15, 6, 1, 1, 13, 3, 42, 19, 3, 18, 21, 11, 7, 9, 23, 18, 20, 26]
[17, 35, 50, 49, 45, 42, 46, 40, 5, 34, 37, 27, 37, 27, 22, 9, 6, 27, 10, 8, 45, 0, 37, 2, 16, 38, 10, 1, 15, 20, 11, 0, 6, 5, 28, 41, 13, 34, 40, 39, 18, 24, 18, 34, 27, 20, 49, 33, 39, 3, 15, 2, 38, 0, 0, 17, 4, 22, 50]
[36, 41, 22, 5, 29, 50, 2, 30, 13, 17, 46, 6, 1, 4, 27, 8, 50, 32, 0, 50, 35, 42, 18, 20, 45, 31, 49, 9, 13, 39, 46, 6, 0, 7, 12, 2, 49, 39, 5, 17, 39, 8, 35, 49, 14, 40, 17, 46, 4, 44, 34, 32, 43, 48, 8, 13, 13, 44, 14]
[26, 48, 10, 25, 7, 47, 19, 18, 50, 4, 0, 27, 12, 15, 28, 7, 2, 29, 27, 39, 37, 24, 2, 16, 32, 21, 43, 19, 37, 38, 6, 5, 7, 0, 32, 49, 47, 39, 34, 47, 30, 27, 42, 16, 49, 42, 37, 25, 21, 29, 2, 28, 28, 11, 44, 39, 3, 0, 35]
[25, 50, 38, 2, 33, 33, 15, 1, 27, 14, 47, 15, 16, 22, 25, 40, 39, 47, 37, 6, 10, 31, 3, 13, 11, 16, 8, 45, 20, 44, 9, 28, 12, 32, 0, 21, 18, 30, 41, 17, 42, 16, 31, 46, 21, 16, 14, 17, 44, 37, 24, 9, 38, 24, 22, 5, 34, 46, 17]
[46, 43, 30, 37, 44, 16, 20, 49, 12, 29, 25, 7, 19, 40, 31, 27, 45, 15, 23, 2, 31, 41, 5, 13, 22, 21, 8, 21, 32, 50, 15, 41, 2, 49, 21, 0, 9, 36, 35, 36, 46, 24, 43, 34, 31, 17, 12, 14, 37, 37, 29, 37, 10, 26, 16, 4, 43, 3, 34]
[23, 40, 31, 6, 41, 5, 21, 7, 18, 9, 2, 40, 35, 22, 32, 35, 6, 18, 50, 44, 23, 11, 43, 9, 16, 39, 28, 23, 5, 49, 22, 13, 49, 47, 18, 9, 0, 37, 29, 19, 20, 20, 49, 37, 13, 25, 36, 29, 5, 40, 15, 43, 36, 21, 27, 12, 35, 36, 1]
[36, 50, 11, 41, 15, 45, 22, 37, 38, 32, 16, 30, 43, 4, 8, 13, 40, 46, 27, 9, 40, 5, 22, 40, 0, 18, 11, 7, 17, 30, 22, 34, 39, 39, 30, 36, 37, 0, 45, 4, 11, 23, 1, 12, 1, 0, 22, 17, 10, 17, 50, 3, 1, 12, 1, 41, 20, 42, 16]
[26, 45, 41, 41, 8, 48, 49, 47, 47, 45, 30, 8, 28, 40, 30, 38, 19, 4, 43, 28, 10, 14, 21, 48, 12, 23, 38, 5, 7, 30, 20, 40, 5, 34, 41, 35, 29, 45, 0, 48, 33, 25, 27, 48, 1, 22, 17, 2, 39, 44, 32, 33, 26, 15, 40, 40, 49, 0, 43]
[13, 3, 0, 43, 8, 21, 42, 41, 17, 21, 32, 28, 27, 26, 32, 33, 3, 23, 20, 30, 18, 4, 24, 38, 3, 10, 3, 29, 2, 6, 9, 39, 17, 47, 17, 36, 19, 4, 48, 0, 2, 7, 39, 30, 44, 5, 11, 29, 5, 5, 14, 12, 47, 50, 3, 28, 45, 48, 31]
[0, 2, 38, 30, 50, 1, 30, 40, 36, 47, 49, 39, 2, 33, 21, 14, 8, 44, 4, 47, 16, 11, 44, 2, 13, 16, 33, 30, 0, 10, 14, 18, 39, 30, 42, 46, 20, 11, 33, 2, 0, 7, 5, 36, 4, 9, 22, 12, 40, 32, 41, 19, 24, 50, 19, 33, 33, 2, 11]
[2, 30, 27, 37, 47, 43, 21, 38, 40, 25, 47, 44, 18, 18, 41, 34, 24, 8, 15, 10, 41, 34, 3, 38, 37, 6, 39, 38, 34, 19, 15, 24, 8, 27, 16, 24, 20, 23, 25, 7, 7, 0, 3, 5, 28, 23, 22, 3, 28, 9, 36, 41, 26, 47, 14, 3, 21, 24, 37]
[0, 47, 40, 46, 7, 36, 1, 34, 24, 32, 41, 8, 4, 10, 24, 35, 43, 0, 28, 7, 32, 3, 13, 47, 33, 42, 36, 15, 22, 11, 6, 18, 35, 42, 31, 43, 49, 1, 27, 39, 5, 3, 0, 42, 4, 11, 12, 36, 39, 23, 0, 5, 0, 14, 41, 30, 23, 24, 19]
[5, 46, 49, 25, 24, 1, 28, 47, 2, 43, 23, 41, 15, 30, 36, 8, 35, 45, 19, 49, 28, 17, 21, 2, 34, 30, 16, 37, 48, 30, 1, 34, 49, 16, 46, 34, 37, 12, 48, 30, 36, 5, 42, 0, 5, 37, 39, 47, 31, 6, 5, 44, 47, 44, 46, 36, 2, 31, 38]
[10, 11, 36, 40, 50, 50, 18, 45, 35, 36, 10, 40, 0, 39, 14, 10, 47, 21, 17, 48, 30, 40, 25, 25, 28, 1, 38, 32, 24, 16, 1, 27, 14, 49, 21, 31, 13, 1, 1, 44, 4, 28, 4, 5, 0, 11, 41, 16, 15, 28, 9, 10, 48, 41, 19, 39, 38, 28, 46]
[38, 48, 38, 0, 50, 18, 2, 42, 26, 14, 43, 0, 18, 44, 11, 44, 36, 7, 3, 19, 19, 40, 18, 8, 39, 46, 24, 28, 40, 33, 13, 20, 40, 42, 16, 17, 25, 0, 22, 5, 9, 23, 11, 37, 11, 0, 26, 9, 36, 39, 35, 24, 5, 46, 3, 13, 1, 2, 21]
[16, 13, 35, 41, 23, 33, 43, 34, 35, 33, 25, 50, 32, 48, 12, 1, 41, 49, 4, 0, 25, 35, 40, 40, 9, 37, 7, 33, 32, 9, 3, 49, 17, 37, 14, 12, 36, 22, 17, 11, 22, 22, 12, 39, 41, 26, 0, 26, 25, 15, 25, 23, 17, 29, 14, 27, 22, 15, 10]
[15, 35, 36, 5, 20, 21, 16, 1, 5, 44, 26, 7, 49, 6, 37, 3, 26, 31, 31, 49, 31, 26, 34, 19, 42, 42, 16, 42, 19, 42, 42, 33, 46, 25, 17, 14, 29, 17, 2, 29, 12, 3, 36, 47, 16, 9, 26, 0, 16, 31, 19, 2, 15, 17, 21, 2, 38, 29, 28]
