N1,N2,...,Nx
[0, 5, 27, 28, 16, 35, 17, 4, 44, 31, 30, 13, 36, 43, 38, 35, 3, 35, 9, 37, 8, 26, 4, 13, 21, 14, 14, 39, 10, 34, 16, 50, 44, 11, 7, 35, 49, 21, 29, 6, 12, 43, 17, 1, 49, 30, 13, 38, 16, 19, 3, 36, 15, 29, 42, 32, 34, 38, 45, 36, 4, 47, 27, 36, 26, 5, 47, 35, 42, 24, 10, 39, 14, 43, 48, 15, 9, 33, 0, 9, 10, 1, 31, 15, 4, 15, 40, 16, 14, 5, 35, 34, 22, 12, 45, 4, 3, 11, 11, 21, 41, 49, 49, 43, 3, 3, 15, 24, 26, 36, 20, 29, 44, 37, 0, 1, 0, 42, 18, 2, 37, 3, 26, 46, 15, 27, 6, 27, 31, 2, 8, 35, 13, 3, 13, 14, 28]
[5, 0, 20, 39, 2, 14, 43, 21, 34, 49, 25, 26, 1, 17, 14, 32, 37, 26, 18, 11, 24, 24, 24, 46, 32, 47, 31, 40, 9, 31, 31, 37, 11, 13, 16, 8, 21, 27, 10, 25, 34, 14, 26, 13, 27, 50, 22, 47, 49, 37, 29, 5, 42, 2, 25, 34, 32, 14, 3, 7, 44, 25, 32, 39, 1, 30, 2, 19, 41, 0, 4, 45, 34, 32, 34, 41, 7, 49, 43, 28, 24, 18, 28, 26, 42, 27, 19, 34, 49, 22, 33, 37, 13, 9, 31, 10, 36, 39, 23, 31, 4, 31, 16, 22, 24, 21, 8, 2, 14, 31, 22, 8, 11, 44, 39, 18, 18, 10, 33, 39, 15, 19, 23, 5, 46, 49, 2, 29, 39, 5, 35, 0, 33, 49, 28, 17, 2]
[27, 20, 0, 29, 11, 7, 9, 42, 37, 46, 45, 1, 5, 46, 6, 21, 27, 2, 16, 14, 49, 35, 48, 1, 40, 31, 26, 39, 25, 33, 31, 12, 20, 12, 42, 26, 49, 18, 17, 34, 27, 29, 28, 25, 45, 0, 34, 18, 18, 39, 50, 1, 28, 9, 9, 2, 36, 4, 1, 10, 28, 50, 41, 12, 2, 13, 20, 40, 40, 5, 30, 35, 28, 2, 26, 8, 33, 3, 2, 31, 39, 36, 3, 19, 32, 38, 14, 25, 14, 23, 45, 45, 3, 45, 27, 17, 47, 15, 0, 49, 44, 38, 2, 17, 42, 13, 29, 47, 3, 5, 47, 0, 40, 41, 39, 10, 46, 42, 0, 37, 14, 22, 48, 31, 0, 2, 50, 24, 49, 22, 33, 30, 30, 31, 6, 3, 24]
[28, 39, 29, 0, 16, 13, 4, 9, 29, 19, 3, 0, 50, 47, 2, 48, 17, 26, 47, 16, 20, 20, 48, 0, 20, 2, 40, 1, 24, 45, 28, 50, 30, 50, 23, 0, 20, 8, 43, 5, 12, 14, 32, 31, 29, 21, 40, 11, 47, 3, 7, 26, 10, 11, 25, 15, 49, 19, 21, 30, 20, 8, 20, 34, 16, 1, 17, 18, 0, 22, 36, 3, 40, 49, 33, 4, 35, 29, 30, 2, 32, 19, 15, 32, 19, 33, 50, 28, 33, 4, 32, 0, 34, 10, 44, 38, 19, 3, 2, 34, 42, 6, 23, 49, 22, 7, 9, 6, 32, 40, 17, 14, 44, 33, 45, 50, 28, 32, 37, 14, 34, 43, 16, 13, 24, 4, 5, 15, 46, 3, 2, 29, 8, 14, 46, 44, 2]
[16, 2, 11, 16, 0, 50, 15, 4, 1, 19, 1, 42, 34, 19, 48, 49, 30, 36, 50, 23, 44, 42, 29, 50, 18, 45, 27, 42, 0, 28, 27, 19, 5, 19, 30, 8, 6, 25, 10, 44, 41, 48, 0, 2, 21, 13, 45, 50, 34, 0, 39, 45, 25, 49, 8, 45, 17, 34, 19, 36, 16, 17, 18, 47, 34, 10, 19, 1, 6, 24, 30, 12, 48, 2, 28, 40, 47, 40, 34, 47, 20, 3, 36, 0, 35, 45, 12, 4, 27, 29, 26, 35, 9, 14, 42, 8, 48, 23, 8, 19, 50, 6, 37, 3, 15, 4, 25, 49, 28, 20, 32, 40, 29, 6, 6, 47, 34, 37, 17, 29, 26, 3, 29, 43, 21, 3, 36, 24, 9, 13, 5, 33, 28, 39, 49, 45, 46]
[35, 14, 7, 13, 50, 0, 16, 5, 39, 39, 28, 5, 4, 8, 7, 9, 1, 49, 4, 31, 49, 4, 37, 45, 21, 50, 32, 34, 6, 37, 5, 16, 44, 18, 31, 45, 12, 25, 49, 32, 50, 12, 21, 45, 33, 49, 49, 6, 2, 28, 30, 27, 40, 6, 24, 36, 16, 42, 5, 13, 19, 38, 16, 12, 45, 47, 3, 18, 14, 42, 12, 27, 50, 33, 17, 18, 44, 3, 26, 47, 35, 10, 32, 12, 13, 12, 41, 19, 15, 24, 31, 49, 42, 26, 9, 44, 9, 18, 46, 1, 23, 19, 17, 16, 30, 24, 22, 29, 11, 15, 44, 11, 14, 14, 32, 48, 48, 31, 49, 42, 27, 38, 43, 19, 43, 50, 38, 11, 22, 40, 11, 46, 15, 36, 45, 29, 36]
[17, 43, 9, 4, 15, 16, 0, 12, 9, 37, 26, 44, 5, 14, 28, 48, 20, 9, 21, 27, 21, 4, 30, 12, 33, 8, 24, 33, 17, 48, 19, 21, 50, 27, 34, 12, 10, 43, 23, 41, 41, 4, 7, 1, 46, 47, 26, 20, 34, 21, 46, 19, 36, 19, 32, 4, 41, 6, 3, 20, 6, 13, 11, 44, 36, 29, 27, 1, 43, 21, 8, 32, 36, 22, 49, 32, 43, 1, 34, 24, 30, 49, 19, 4, 26, 27, 5, 3, 44, 17, 5, 29, 35, 7, 0, 13, 47, 40, 40, 30, 30, 38, 36, 45, 35, 41, 33, 23, 46, 48, 18, 37, 44, 37, 28, 47, 12, 39, 26, 32, 21, 19, 31, 25, 32, 35, 27, 43, 33, 41, 3, 36, 20, 46, 3, 5, 9]
[4, 21, 42, 9, 4, 5, 12, 0, 0, 49, 17, 27, 40, 24, 14, 41, 1, 35, 43, 29, 43, 49, 40, 23, 42, 19, 41, 22, 43, 13, 30, 30, 48, 0, 43, 38, 20, 49, 43, 10, 20, 31, 5, 16, 39, 33, 0, 9, 33, 29, 39, 49, 35, 21, 34, 1, 35, 33, 6, 18, 17, 48, 47, 11, 20, 13, 32, 48, 8, 21, 6, 49, 17, 37, 43, 8, 33, 13, 21, 1, 3, 34, 44, 21, 10, 49, 5, 16, 2, 31, 23, 13, 20, 29, 20, 23, 8, 34, 22, 7, 16, 34, 4, 47, 32, 1, 10, 2, 20, 17, 18, 50, 2, 30, 20, 46, 46, 44, 41, 14, 32, 26, 29, 37, 34, 24, 14, 43, 0, 10, 45, 26, 11, 27, 15, 29, 38]
[44, 34, 37, 29, 1, 39, 9, 0, 0, 36, 37, 7, 41, 17, 45, 11, 22, 17, 17, 39, 47, 32, 43, 8, 50, 10, 14, 31, 17, 14, 33, 33, 35, 49, 7, 34, 11, 31, 11, 36, 10, 48, 31, 41, 30, 27, 15, 49, 18, 48, 38, 13, 17, 12, 43, 19, 20, 25, 1, 20, 50, 33, 41, 43, 38, 5, 30, 31, 31, 38, 27, 44, 16, 0, 40, 17, 28, 49, 30, 37, 35, 23, 23, 8, 9, 28, 8, 18, 10, 29, 27, 21, 42, 30, 27, 30, 25, 25, 27, 24, 17, 19, 28, 32, 1, 13, 21, 1, 36, 27, 24, 20, 1, 25, 24, 47, 42, 11, 18, 38, 35, 41, 44, 20, 34, 8, 22, 30, 24, 38, 28, 27, 20, 35, 47, 47, 41]
[31, 49, 46, 19, 19, 39, 37, 49, 36, 0, 26, 1, 32, 42, 17, 2, 38, 19, 48, 44, 25, 19, 50, 0, 20, 20, 27, 26, 46, 11, 2, 13, 21, 2, 20, 9, 2, 9, 7, 28, 28, 49, 12, 11, 40, 46, 31, 40, 14, 8, 29, 0, 32, 37, 20, 18, 27, 35, 11, 30, 38, 39, 18, 27, 41, 34, 37, 27, 37, 25, 36, 5, 20, 1, 18, 24, 14, 27, 44, 21, 37, 45, 34, 34, 45, 28, 44, 43, 2, 20, 6, 27, 50, 5, 10, 33, 37, 7, 20, 25, 10, 46, 16, 35, 28, 6, 48, 15, 31, 28, 16, 37, 35, 15, 11, 30, 15, 5, 35, 8, 19, 4, 41, 5, 27, 47, 6, 31, 5, 14, 12, 28, 24, 49, 7, 0, 1]
