N1,N2,...,Nx
[0, 8, 29, 42, 12, 36, 19, 6, 9, 36, 9, 40, 3, 8, 23, 1, 24, 21, 42, 13, 38, 3, 46, 19, 14, 13, 7, 7, 34, 5, 20, 44, 11, 40, 2, 37, 41, 13, 44, 25, 15, 17, 28, 26, 3, 47, 31, 5, 29, 33, 8, 17, 15, 46, 4, 21, 10, 18, 12, 38, 29, 35, 24, 31, 26, 12, 8, 27, 21, 27, 42, 4, 30, 45, 50, 33, 2, 39, 50, 20, 38, 13, 46, 7, 10, 42, 27, 9, 47, 33, 9, 40, 8, 27, 40, 29, 43, 11, 24, 5, 35, 12]
[8, 0, 31, 1, 3, 1, 20, 39, 36, 22, 23, 23, 0, 35, 37, 44, 29, 43, 14, 38, 46, 18, 15, 23, 34, 14, 3, 28, 0, 44, 44, 14, 1, 28, 41, 31, 37, 6, 36, 45, 5, 34, 47, 16, 50, 49, 36, 44, 25, 34, 1, 12, 35, 46, 20, 11, 44, 32, 8, 26, 46, 6, 33, 8, 5, 33, 23, 39, 30, 47, 16, 21, 29, 42, 47, 17, 13, 22, 24, 17, 4, 33, 25, 5, 32, 11, 17, 15, 6, 18, 16, 45, 1, 14, 37, 34, 38, 36, 12, 27, 16, 10]
[29, 31, 0, 18, 4, 3, 26, 45, 27, 29, 0, 29, 9, 24, 42, 14, 24, 31, 10, 43, 19, 10, 30, 31, 18, 32, 1, 0, 14, 45, 4, 10, 14, 33, 37, 45, 46, 36, 38, 9, 15, 42, 35, 6, 42, 11, 45, 5, 34, 6, 0, 10, 6, 2, 1, 49, 34, 31, 40, 2, 3, 17, 8, 27, 16, 20, 8, 25, 0, 1, 31, 14, 30, 38, 32, 32, 33, 4, 10, 30, 26, 13, 26, 32, 20, 20, 19, 40, 3, 36, 30, 45, 6, 45, 20, 21, 3, 35, 9, 47, 21, 25]
[42, 1, 18, 0, 42, 14, 32, 48, 39, 1, 18, 47, 29, 42, 20, 38, 27, 28, 11, 27, 0, 17, 15, 25, 10, 20, 7, 7, 23, 12, 17, 43, 49, 48, 47, 20, 40, 29, 27, 31, 6, 23, 39, 10, 48, 10, 23, 40, 27, 31, 33, 37, 5, 41, 28, 37, 18, 20, 41, 49, 11, 6, 41, 11, 49, 14, 23, 45, 49, 22, 40, 40, 19, 13, 31, 49, 36, 25, 5, 7, 28, 2, 1, 11, 19, 42, 8, 42, 7, 23, 20, 50, 11, 22, 44, 48, 29, 29, 4, 25, 49, 10]
[12, 3, 4, 42, 0, 27, 26, 28, 26, 18, 23, 48, 0, 21, 42, 43, 21, 8, 24, 3, 17, 45, 31, 9, 27, 49, 35, 48, 1, 20, 47, 38, 8, 4, 29, 48, 8, 43, 9, 8, 50, 13, 27, 8, 20, 16, 19, 11, 8, 19, 40, 40, 24, 3, 5, 40, 41, 14, 42, 5, 6, 6, 31, 15, 37, 49, 10, 49, 28, 4, 34, 20, 27, 30, 42, 44, 1, 17, 38, 27, 32, 2, 19, 2, 38, 23, 0, 42, 22, 47, 22, 8, 33, 45, 24, 3, 6, 39, 26, 19, 35, 41]
[36, 1, 3, 14, 27, 0, 36, 43, 12, 18, 30, 13, 33, 4, 22, 12, 45, 26, 21, 42, 5, 17, 33, 12, 49, 47, 15, 1, 40, 36, 8, 7, 23, 49, 12, 41, 26, 10, 49, 39, 38, 41, 41, 18, 41, 50, 31, 10, 40, 45, 35, 46, 27, 17, 14, 12, 25, 35, 5, 25, 30, 12, 4, 20, 42, 8, 41, 50, 28, 3, 17, 35, 44, 16, 50, 46, 17, 4, 23, 35, 13, 23, 39, 7, 4, 45, 4, 8, 6, 4, 26, 19, 3, 7, 11, 9, 12, 22, 6, 18, 31, 5]
[19, 20, 26, 32, 26, 36, 0, 28, 41, 29, 23, 34, 48, 8, 33, 25, 11, 27, 31, 25, 28, 49, 39, 14, 9, 10, 34, 10, 3, 3, 25, 24, 2, 10, 26, 50, 31, 44, 37, 4, 49, 47, 35, 1, 11, 22, 23, 35, 0, 1, 23, 12, 24, 26, 32, 21, 31, 25, 34, 5, 22, 17, 40, 15, 36, 24, 41, 7, 49, 13, 47, 11, 21, 14, 21, 5, 7, 35, 48, 30, 48, 4, 41, 13, 18, 32, 7, 23, 38, 47, 18, 14, 44, 11, 3, 21, 46, 41, 2, 27, 35, 7]
[6, 39, 45, 48, 28, 43, 28, 0, 7, 35, 18, 17, 15, 1, 1, 1, 26, 30, 32, 11, 16, 33, 21, 8, 47, 36, 29, 9, 8, 4, 0, 14, 23, 44, 50, 16, 25, 24, 17, 19, 22, 14, 9, 4, 50, 50, 30, 22, 48, 22, 44, 28, 30, 42, 22, 43, 20, 20, 22, 7, 30, 44, 45, 2, 1, 6, 43, 37, 3, 48, 17, 40, 7, 37, 45, 0, 48, 4, 24, 35, 34, 28, 25, 37, 23, 12, 25, 18, 47, 8, 7, 33, 3, 10, 49, 21, 31, 9, 13, 24, 4, 3]
[9, 36, 27, 39, 26, 12, 41, 7, 0, 46, 11, 23, 45, 32, 39, 30, 34, 11, 6, 22, 27, 50, 28, 30, 0, 30, 31, 43, 47, 43, 21, 45, 34, 35, 17, 27, 36, 1, 7, 28, 36, 25, 5, 6, 35, 29, 2, 48, 30, 42, 44, 17, 33, 46, 36, 23, 38, 23, 50, 40, 13, 9, 26, 46, 29, 30, 12, 37, 2, 40, 16, 17, 12, 41, 19, 28, 35, 6, 42, 9, 50, 41, 35, 23, 45, 47, 45, 33, 20, 11, 28, 20, 2, 19, 50, 41, 24, 28, 12, 47, 27, 38]
[36, 22, 29, 1, 18, 18, 29, 35, 46, 0, 38, 43, 5, 22, 0, 33, 31, 30, 27, 31, 27, 25, 9, 1, 9, 38, 30, 33, 15, 38, 31, 39, 21, 29, 12, 7, 20, 47, 45, 13, 38, 17, 41, 7, 25, 21, 31, 34, 16, 7, 19, 39, 38, 25, 23, 18, 21, 46, 27, 30, 36, 43, 1, 44, 17, 16, 20, 44, 25, 18, 35, 43, 24, 27, 43, 39, 24, 39, 26, 43, 41, 29, 48, 41, 35, 21, 46, 36, 2, 19, 43, 30, 39, 8, 46, 13, 2, 38, 48, 10, 8, 44]
[9, 23, 0, 18, 23, 30, 23, 18, 11, 38, 0, 5, 18, 12, 49, 21, 38, 37, 6, 8, 36, 30, 41, 28, 13, 31, 18, 15, 6, 33, 50, 36, 47, 2, 14, 20, 16, 37, 17, 8, 49, 20, 21, 49, 46, 5, 27, 35, 10, 36, 48, 27, 46, 49, 28, 42, 32, 23, 1, 19, 31, 4, 20, 48, 8, 49, 26, 40, 35, 9, 16, 47, 10, 11, 13, 36, 42, 3, 7, 5, 42, 27, 2, 36, 6, 10, 49, 23, 8, 4, 33, 15, 32, 39, 16, 19, 7, 50, 8, 49, 27, 27]
[40, 23, 29, 47, 48, 13, 34, 17, 23, 43, 5, 0, 6, 32, 36, 46, 27, 21, 22, 20, 38, 42, 46, 17, 39, 21, 10, 21, 41, 10, 8, 6, 19, 37, 9, 31, 21, 5, 27, 1, 34, 45, 11, 35, 0, 44, 45, 10, 3, 19, 50, 13, 11, 30, 31, 27, 27, 10, 9, 36, 28, 31, 31, 43, 21, 27, 28, 29, 40, 48, 0, 8, 34, 50, 50, 36, 46, 19, 9, 25, 10, 15, 46, 32, 45, 15, 32, 23, 37, 23, 11, 45, 18, 44, 14, 24, 10, 44, 0, 42, 8, 40]
[3, 0, 9, 29, 0, 33, 48, 15, 45, 5, 18, 6, 0, 3, 28, 5, 7, 7, 49, 44, 37, 2, 43, 47, 17, 6, 32, 40, 13, 31, 14, 48, 28, 9, 33, 50, 25, 19, 50, 38, 2, 0, 22, 3, 49, 16, 39, 40, 21, 8, 36, 9, 50, 17, 5, 29, 30, 41, 9, 4, 47, 35, 0, 40, 25, 19, 41, 42, 42, 18, 31, 41, 9, 38, 9, 37, 28, 13, 38, 33, 7, 26, 24, 30, 42, 26, 8, 28, 4, 47, 50, 37, 15, 31, 26, 20, 12, 30, 31, 44, 36, 36]
[8, 35, 24, 42, 21, 4, 8, 1, 32, 22, 12, 32, 3, 0, 49, 23, 28, 46, 26, 40, 10, 26, 21, 14, 7, 44, 32, 37, 3, 31, 28, 4, 41, 4, 24, 39, 45, 39, 28, 4, 13, 5, 8, 22, 39, 6, 43, 29, 14, 25, 39, 16, 44, 8, 4, 32, 20, 12, 32, 33, 45, 50, 9, 44, 25, 36, 23, 37, 0, 49, 1, 10, 19, 12, 1, 21, 20, 50, 25, 20, 16, 12, 17, 31, 39, 24, 17, 0, 47, 6, 29, 1, 34, 5, 17, 20, 35, 12, 28, 35, 25, 14]
[23, 37, 42, 20, 42, 22, 33, 1, 39, 0, 49, 36, 28, 49, 0, 0, 41, 26, 21, 34, 24, 15, 0, 13, 24, 5, 7, 13, 30, 43, 13, 49, 29, 13, 36, 1, 16, 11, 40, 31, 10, 39, 26, 48, 46, 45, 20, 39, 10, 19, 30, 47, 10, 39, 9, 11, 17, 22, 20, 0, 9, 46, 9, 35, 36, 28, 6, 44, 20, 29, 2, 15, 32, 40, 20, 28, 30, 42, 26, 15, 31, 43, 46, 37, 13, 0, 36, 0, 14, 46, 24, 5, 45, 46, 40, 44, 14, 39, 18, 40, 0, 30]
[1, 44, 14, 38, 43, 12, 25, 1, 30, 33, 21, 46, 5, 23, 0, 0, 25, 33, 22, 39, 12, 35, 27, 2, 24, 24, 40, 42, 15, 20, 47, 23, 39, 9, 2, 13, 44, 2, 46, 43, 14, 39, 18, 38, 20, 42, 16, 4, 5, 14, 24, 13, 13, 47, 6, 12, 42, 10, 22, 14, 12, 19, 50, 31, 18, 24, 34, 0, 30, 17, 32, 35, 7, 34, 7, 13, 34, 27, 4, 32, 11, 8, 44, 32, 17, 1, 8, 24, 10, 10, 28, 16, 28, 45, 33, 9, 19, 25, 26, 8, 14, 38]
[24, 29, 24, 27, 21, 45, 11, 26, 34, 31, 38, 27, 7, 28, 41, 25, 0, 44, 49, 42, 11, 36, 5, 1, 11, 38, 3, 25, 7, 6, 49, 35, 37, 8, 23, 43, 35, 36, 40, 22, 14, 9, 13, 5, 41, 27, 41, 40, 7, 49, 32, 14, 43, 13, 35, 39, 39, 0, 33, 34, 41, 47, 18, 49, 33, 27, 39, 6, 3, 14, 1, 46, 10, 36, 17, 45, 30, 16, 8, 7, 3, 32, 7, 26, 35, 33, 7, 35, 22, 18, 5, 49, 7, 17, 29, 34, 44, 16, 34, 36, 42, 19]
[21, 43, 31, 28, 8, 26, 27, 30, 11, 30, 37, 21, 7, 46, 26, 33, 44, 0, 24, 50, 1, 12, 39, 0, 8, 43, 32, 14, 13, 7, 5, 18, 34, 8, 34, 32, 18, 45, 23, 17, 13, 15, 48, 39, 28, 37, 44, 48, 13, 16, 26, 7, 40, 33, 34, 30, 19, 4, 34, 25, 1, 28, 47, 24, 42, 12, 42, 13, 29, 13, 42, 20, 48, 15, 16, 37, 39, 31, 46, 1, 20, 3, 21, 30, 49, 43, 33, 28, 30, 18, 11, 32, 43, 31, 37, 21, 11, 16, 6, 34, 21, 39]
[42, 14, 10, 11, 24, 21, 31, 32, 6, 27, 6, 22, 49, 26, 21, 22, 49, 24, 0, 12, 32, 32, 6, 15, 48, 7, 35, 14, 6, 22, 7, 25, 9, 27, 9, 21, 30, 1, 23, 35, 10, 17, 0, 13, 13, 9, 36, 9, 7, 8, 13, 39, 33, 2, 21, 24, 8, 10, 16, 46, 11, 22, 3, 28, 8, 2, 46, 48, 28, 44, 41, 22, 1, 1, 26, 40, 8, 3, 38, 24, 48, 50, 19, 46, 19, 30, 29, 8, 27, 20, 10, 35, 26, 16, 1, 27, 44, 44, 23, 14, 10, 30]
[13, 38, 43, 27, 3, 42, 25, 11, 22, 31, 8, 20, 44, 40, 34, 39, 42, 50, 12, 0, 37, 0, 43, 20, 2, 18, 22, 28, 47, 14, 1, 19, 6, 25, 18, 50, 16, 26, 41, 17, 20, 50, 49, 48, 22, 35, 32, 41, 27, 6, 44, 24, 29, 1, 34, 14, 39, 14, 29, 43, 13, 23, 43, 34, 25, 15, 9, 46, 32, 45, 2, 19, 13, 43, 35, 32, 20, 10, 28, 16, 16, 23, 28, 11, 14, 33, 50, 1, 44, 46, 8, 32, 35, 40, 6, 12, 38, 10, 48, 4, 3, 29]
[38, 46, 19, 0, 17, 5, 28, 16, 27, 27, 36, 38, 37, 10, 24, 12, 11, 1, 32, 37, 0, 2, 46, 28, 36, 9, 33, 38, 15, 14, 25, 3, 49, 7, 36, 25, 10, 47, 17, 50, 15, 4, 1, 9, 17, 39, 41, 14, 47, 11, 6, 2, 33, 17, 34, 12, 27, 0, 13, 1, 37, 39, 30, 40, 38, 15, 29, 43, 25, 38, 3, 28, 38, 47, 3, 5, 6, 24, 15, 36, 20, 31, 21, 18, 34, 4, 6, 34, 37, 10, 29, 48, 47, 41, 18, 0, 31, 15, 1, 47, 50, 40]
[3, 18, 10, 17, 45, 17, 49, 33, 50, 25, 30, 42, 2, 26, 15, 35, 36, 12, 32, 0, 2, 0, 10, 36, 44, 47, 37, 42, 46, 21, 15, 49, 21, 7, 3, 32, 2, 50, 31, 46, 48, 25, 38, 6, 16, 28, 32, 40, 4, 40, 16, 48, 1, 8, 48, 36, 23, 48, 33, 22, 45, 38, 36, 29, 43, 13, 18, 15, 11, 10, 45, 22, 33, 43, 33, 43, 44, 46, 18, 10, 32, 44, 14, 31, 24, 17, 15, 0, 37, 23, 39, 4, 45, 21, 50, 17, 44, 48, 39, 15, 36, 46]
[46, 15, 30, 15, 31, 33, 39, 21, 28, 9, 41, 46, 43, 21, 0, 27, 5, 39, 6, 43, 46, 10, 0, 1, 9, 4, 49, 3, 21, 48, 45, 48, 37, 21, 32, 27, 39, 13, 8, 43, 43, 33, 36, 32, 10, 21, 14, 34, 47, 29, 34, 33, 36, 37, 29, 32, 11, 12, 24, 29, 40, 50, 48, 21, 25, 3, 33, 28, 49, 48, 24, 10, 26, 18, 4, 48, 19, 48, 28, 32, 13, 46, 30, 7, 31, 2, 11, 1, 35, 23, 13, 25, 47, 20, 46, 2, 5, 32, 26, 43, 46, 1]
[19, 23, 31, 25, 9, 12, 14, 8, 30, 1, 28, 17, 47, 14, 13, 2, 1, 0, 15, 20, 28, 36, 1, 0, 42, 41, 17, 8, 24, 40, 17, 47, 42, 20, 23, 25, 50, 19, 48, 44, 10, 2, 29, 35, 38, 14, 20, 5, 24, 37, 36, 6, 39, 31, 26, 39, 5, 35, 15, 3, 4, 47, 24, 50, 46, 0, 50, 12, 10, 1, 43, 24, 46, 15, 31, 22, 2, 44, 4, 36, 30, 18, 13, 22, 21, 7, 12, 5, 36, 36, 23, 39, 41, 14, 2, 8, 10, 27, 25, 11, 2, 38]
[14, 34, 18, 10, 27, 49, 9, 47, 0, 9, 13, 39, 17, 7, 24, 24, 11, 8, 48, 2, 36, 44, 9, 42, 0, 44, 6, 13, 8, 9, 2, 44, 32, 19, 30, 10, 13, 46, 34, 4, 18, 28, 49, 11, 41, 45, 6, 5, 19, 38, 39, 44, 37, 11, 30, 38, 49, 7, 27, 47, 43, 15, 41, 25, 48, 36, 9, 49, 45, 22, 16, 17, 31, 30, 16, 33, 23, 45, 9, 49, 32, 43, 1, 6, 27, 15, 4, 43, 38, 20, 20, 9, 8, 45, 41, 1, 11, 6, 12, 33, 29, 38]
[13, 14, 32, 20, 49, 47, 10, 36, 30, 38, 31, 21, 6, 44, 5, 24, 38, 43, 7, 18, 9, 47, 4, 41, 44, 0, 29, 7, 0, 15, 6, 0, 9, 16, 13, 15, 21, 30, 46, 37, 48, 3, 38, 4, 5, 8, 13, 23, 26, 31, 10, 11, 35, 47, 12, 37, 19, 30, 2, 48, 34, 8, 24, 23, 45, 42, 36, 48, 14, 31, 10, 12, 9, 43, 42, 8, 1, 24, 21, 25, 8, 7, 3, 28, 31, 5, 42, 37, 5, 47, 38, 33, 48, 21, 40, 2, 4, 14, 31, 31, 3, 32]
[7, 3, 1, 7, 35, 15, 34, 29, 31, 30, 18, 10, 32, 32, 7, 40, 3, 32, 35, 22, 33, 37, 49, 17, 6, 29, 0, 11, 48, 49, 38, 13, 33, 0, 31, 8, 44, 10, 7, 37, 45, 10, 24, 3, 16, 1, 27, 37, 47, 50, 16, 10, 40, 50, 32, 3, 0, 23, 5, 6, 31, 47, 45, 36, 16, 31, 23, 27, 10, 17, 13, 31, 5, 50, 39, 17, 16, 21, 18, 33, 34, 10, 5, 21, 45, 24, 18, 1, 20, 15, 30, 9, 5, 2, 43, 46, 6, 3, 40, 29, 17, 50]
[7, 28, 0, 7, 48, 1, 10, 9, 43, 33, 15, 21, 40, 37, 13, 42, 25, 14, 14, 28, 38, 42, 3, 8, 13, 7, 11, 0, 48, 33, 4, 8, 14, 34, 2, 40, 16, 8, 32, 26, 43, 36, 17, 22, 41, 33, 0, 40, 22, 17, 36, 15, 20, 44, 1, 48, 10, 22, 42, 43, 31, 9, 7, 8, 17, 37, 31, 47, 28, 13, 11, 31, 41, 23, 28, 11, 45, 48, 11, 18, 0, 3, 4, 36, 41, 20, 34, 43, 11, 49, 39, 19, 32, 11, 11, 18, 29, 44, 25, 31, 45, 14]
[34, 0, 14, 23, 1, 40, 3, 8, 47, 15, 6, 41, 13, 3, 30, 15, 7, 13, 6, 47, 15, 46, 21, 24, 8, 0, 48, 48, 0, 30, 11, 28, 14, 4, 32, 6, 20, 0, 2, 23, 31, 37, 28, 11, 24, 19, 19, 11, 19, 22, 2, 31, 40, 35, 42, 9, 7, 44, 19, 15, 32, 40, 45, 33, 4, 49, 32, 41, 2, 13, 44, 18, 9, 23, 16, 14, 44, 47, 2, 40, 36, 7, 29, 41, 10, 8, 17, 22, 42, 38, 45, 10, 8, 38, 24, 0, 49, 33, 21, 26, 43, 12]
[5, 44, 45, 12, 20, 36, 3, 4, 43, 38, 33, 10, 31, 31, 43, 20, 6, 7, 22, 14, 14, 21, 48, 40, 9, 15, 49, 33, 30, 0, 36, 38, 14, 4, 28, 31, 48, 17, 41, 44, 10, 23, 4, 37, 35, 3, 22, 8, 40, 18, 36, 43, 23, 37, 19, 7, 22, 21, 4, 38, 1, 13, 30, 6, 27, 30, 34, 24, 9, 2, 41, 13, 7, 47, 3, 47, 1, 30, 2, 43, 12, 42, 3, 50, 16, 3, 45, 31, 18, 39, 7, 13, 38, 49, 22, 26, 28, 1, 28, 31, 9, 23]
[20, 44, 4, 17, 47, 8, 25, 0, 21, 31, 50, 8, 14, 28, 13, 47, 49, 5, 7, 1, 25, 15, 45, 17, 2, 6, 38, 4, 11, 36, 0, 39, 11, 0, 29, 40, 22, 35, 49, 50, 3, 33, 27, 46, 50, 4, 39, 47, 12, 39, 27, 19, 27, 42, 12, 21, 11, 31, 50, 3, 0, 3, 15, 50, 24, 35, 13, 14, 43, 24, 22, 14, 2, 39, 2, 19, 47, 27, 26, 11, 15, 6, 2, 49, 23, 34, 38, 11, 47, 39, 17, 31, 8, 18, 39, 48, 20, 14, 37, 30, 9, 4]
[44, 14, 10, 43, 38, 7, 24, 14, 45, 39, 36, 6, 48, 4, 49, 23, 35, 18, 25, 19, 3, 49, 48, 47, 44, 0, 13, 8, 28, 38, 39, 0, 11, 4, 29, 30, 24, 17, 20, 34, 34, 38, 33, 43, 31, 35, 5, 32, 39, 7, 11, 30, 46, 22, 48, 2, 24, 50, 13, 0, 45, 50, 37, 29, 41, 5, 26, 42, 9, 37, 50, 34, 12, 35, 21, 23, 18, 23, 17, 8, 2, 15, 29, 0, 10, 12, 3, 43, 8, 31, 36, 6, 16, 16, 48, 27, 42, 41, 18, 42, 15, 4]
