N1,N2,...,Nx
[0, 7, 3, 10, 2, 32, 15, 28, 25, 30, 11, 16, 13, 24, 14, 25, 33, 20, 22, 14, 32, 46, 41, 39, 42, 22, 4, 40, 29, 50, 24, 20, 2, 35, 37, 17, 28, 2, 25, 36, 34, 13, 3, 9, 48, 16, 16, 49, 44, 43, 5, 17, 50, 49, 23, 15, 8, 48, 29, 14, 29, 46, 8, 4, 40, 1, 45, 50, 6, 19, 48, 26, 18, 45, 2, 28, 15, 14, 0, 26, 39, 45, 48, 19, 24, 30, 46, 4, 27, 26, 28]
[7, 0, 17, 39, 13, 16, 6, 1, 26, 47, 18, 30, 3, 10, 45, 17, 7, 29, 13, 25, 48, 40, 30, 35, 17, 41, 0, 21, 36, 37, 0, 29, 20, 38, 39, 45, 26, 15, 37, 47, 17, 13, 26, 10, 13, 38, 25, 24, 39, 36, 6, 47, 32, 9, 20, 2, 17, 6, 7, 0, 37, 2, 44, 36, 41, 22, 50, 23, 27, 6, 12, 21, 29, 12, 20, 24, 47, 11, 49, 24, 49, 19, 31, 46, 3, 2, 13, 16, 26, 12, 5]
[3, 17, 0, 17, 49, 25, 13, 22, 38, 18, 0, 48, 3, 9, 7, 17, 26, 47, 13, 43, 23, 12, 40, 37, 13, 39, 4, 38, 17, 8, 25, 12, 34, 44, 16, 40, 3, 34, 9, 37, 15, 20, 31, 41, 48, 26, 28, 15, 41, 17, 50, 47, 30, 17, 30, 2, 40, 21, 3, 29, 20, 7, 3, 49, 23, 27, 37, 25, 40, 6, 33, 16, 49, 46, 17, 14, 18, 34, 47, 49, 24, 10, 38, 24, 47, 12, 19, 21, 17, 21, 17]
[10, 39, 17, 0, 11, 11, 29, 35, 31, 30, 49, 22, 23, 7, 8, 7, 10, 18, 4, 39, 44, 42, 20, 1, 19, 33, 27, 36, 36, 4, 13, 40, 27, 13, 10, 46, 20, 9, 11, 46, 42, 44, 15, 43, 5, 2, 20, 4, 47, 29, 35, 32, 10, 37, 6, 39, 21, 24, 49, 40, 37, 16, 5, 10, 35, 38, 21, 14, 47, 38, 42, 48, 46, 5, 14, 35, 33, 41, 6, 8, 49, 1, 46, 34, 44, 50, 36, 18, 11, 45, 4]
[2, 13, 49, 11, 0, 1, 22, 18, 19, 5, 8, 47, 8, 1, 50, 12, 32, 35, 49, 2, 8, 34, 31, 29, 14, 19, 46, 35, 3, 48, 42, 6, 39, 21, 33, 29, 29, 21, 48, 20, 4, 31, 21, 25, 14, 43, 20, 44, 0, 24, 38, 50, 38, 38, 7, 15, 49, 8, 41, 9, 16, 40, 29, 42, 25, 36, 21, 1, 38, 15, 1, 34, 6, 26, 4, 0, 3, 33, 1, 36, 15, 20, 45, 35, 18, 1, 6, 30, 18, 43, 38]
[32, 16, 25, 11, 1, 0, 3, 16, 43, 5, 29, 8, 18, 29, 29, 13, 26, 44, 10, 41, 15, 22, 8, 40, 10, 16, 5, 37, 0, 50, 36, 45, 24, 11, 7, 32, 38, 48, 10, 38, 3, 41, 14, 15, 41, 31, 13, 5, 19, 17, 50, 13, 49, 28, 20, 23, 31, 44, 15, 38, 32, 13, 50, 1, 38, 13, 26, 46, 21, 38, 45, 14, 9, 22, 31, 17, 29, 36, 47, 24, 29, 47, 28, 13, 22, 43, 33, 9, 12, 25, 23]
[15, 6, 13, 29, 22, 3, 0, 14, 0, 18, 30, 16, 17, 26, 1, 44, 35, 38, 48, 36, 2, 20, 37, 48, 23, 2, 47, 39, 30, 24, 8, 10, 6, 45, 40, 8, 48, 38, 41, 41, 38, 40, 21, 7, 46, 40, 45, 0, 31, 37, 28, 33, 16, 47, 13, 23, 9, 14, 20, 42, 12, 19, 9, 3, 3, 1, 19, 18, 11, 13, 34, 31, 41, 27, 1, 10, 10, 30, 0, 31, 9, 28, 39, 1, 34, 7, 22, 18, 50, 11, 9]
[28, 1, 22, 35, 18, 16, 14, 0, 24, 10, 37, 10, 18, 34, 20, 26, 7, 18, 9, 34, 16, 28, 7, 46, 30, 18, 16, 33, 7, 1, 7, 31, 4, 12, 46, 48, 39, 33, 32, 12, 9, 32, 12, 12, 41, 25, 20, 50, 20, 5, 29, 49, 8, 5, 34, 41, 21, 19, 0, 49, 10, 22, 6, 16, 32, 14, 23, 9, 23, 17, 11, 29, 26, 6, 27, 33, 11, 18, 2, 35, 19, 13, 18, 34, 44, 46, 13, 17, 25, 6, 40]
[25, 26, 38, 31, 19, 43, 0, 24, 0, 20, 45, 31, 14, 43, 21, 27, 13, 29, 37, 18, 26, 29, 24, 37, 39, 45, 43, 49, 28, 13, 3, 6, 10, 29, 1, 22, 33, 37, 28, 2, 2, 0, 22, 18, 42, 13, 7, 13, 4, 45, 10, 50, 29, 6, 20, 11, 16, 8, 1, 2, 3, 7, 16, 28, 6, 50, 25, 46, 50, 28, 42, 48, 26, 6, 30, 28, 13, 27, 10, 39, 21, 31, 12, 27, 4, 44, 16, 41, 31, 37, 25]
[30, 47, 18, 30, 5, 5, 18, 10, 20, 0, 4, 35, 35, 26, 31, 38, 32, 38, 3, 28, 7, 31, 19, 10, 6, 43, 30, 0, 19, 44, 41, 12, 49, 23, 6, 14, 32, 34, 13, 28, 21, 9, 34, 13, 43, 5, 14, 41, 47, 48, 27, 44, 22, 30, 41, 44, 30, 40, 15, 31, 18, 4, 44, 19, 27, 8, 6, 37, 28, 33, 37, 15, 9, 4, 2, 48, 29, 7, 29, 16, 31, 20, 45, 29, 21, 11, 34, 1, 17, 10, 2]
[11, 18, 0, 49, 8, 29, 30, 37, 45, 4, 0, 3, 26, 47, 30, 34, 36, 8, 14, 18, 23, 39, 24, 31, 27, 24, 31, 9, 45, 35, 16, 46, 29, 2, 4, 19, 13, 1, 13, 9, 33, 44, 5, 44, 12, 34, 36, 24, 8, 13, 27, 21, 14, 35, 9, 11, 10, 3, 5, 34, 7, 8, 23, 45, 2, 0, 15, 49, 5, 30, 21, 43, 36, 5, 24, 40, 45, 25, 14, 8, 48, 49, 43, 6, 43, 14, 20, 2, 24, 43, 23]
[16, 30, 48, 22, 47, 8, 16, 10, 31, 35, 3, 0, 48, 20, 40, 15, 28, 21, 16, 3, 14, 25, 35, 28, 30, 24, 25, 22, 38, 28, 43, 15, 17, 48, 26, 45, 50, 32, 37, 17, 11, 19, 17, 4, 38, 27, 21, 49, 7, 28, 23, 26, 46, 14, 0, 15, 8, 27, 44, 33, 48, 37, 43, 35, 27, 36, 50, 3, 4, 29, 26, 3, 43, 50, 15, 23, 6, 41, 16, 13, 29, 8, 19, 27, 40, 50, 4, 2, 49, 11, 23]
[13, 3, 3, 23, 8, 18, 17, 18, 14, 35, 26, 48, 0, 49, 1, 32, 6, 34, 11, 29, 4, 2, 46, 0, 49, 14, 49, 20, 1, 40, 9, 23, 42, 44, 46, 35, 45, 36, 44, 30, 44, 6, 9, 50, 38, 2, 14, 23, 27, 26, 3, 40, 41, 27, 15, 5, 0, 49, 10, 38, 6, 20, 31, 50, 33, 43, 48, 32, 28, 13, 36, 31, 34, 9, 23, 35, 28, 22, 30, 20, 34, 19, 20, 8, 44, 25, 1, 26, 50, 50, 13]
[24, 10, 9, 7, 1, 29, 26, 34, 43, 26, 47, 20, 49, 0, 24, 42, 34, 45, 17, 4, 45, 29, 45, 44, 0, 23, 39, 1, 6, 10, 10, 18, 32, 1, 42, 23, 29, 50, 48, 39, 10, 8, 36, 20, 18, 30, 14, 38, 42, 48, 48, 36, 21, 5, 21, 48, 1, 44, 23, 16, 10, 3, 19, 27, 48, 42, 5, 23, 18, 0, 40, 44, 5, 50, 42, 24, 4, 41, 11, 3, 0, 48, 19, 2, 5, 36, 12, 31, 46, 31, 4]
[14, 45, 7, 8, 50, 29, 1, 20, 21, 31, 30, 40, 1, 24, 0, 22, 33, 13, 48, 45, 45, 8, 8, 23, 11, 45, 34, 12, 27, 27, 32, 17, 36, 28, 31, 33, 20, 7, 2, 39, 1, 49, 23, 8, 29, 10, 41, 37, 15, 26, 36, 36, 5, 28, 42, 35, 1, 11, 44, 46, 20, 46, 24, 23, 2, 21, 35, 47, 20, 32, 8, 25, 18, 30, 31, 14, 21, 8, 5, 47, 15, 7, 48, 43, 10, 18, 15, 11, 2, 7, 45]
[25, 17, 17, 7, 12, 13, 44, 26, 27, 38, 34, 15, 32, 42, 22, 0, 30, 41, 12, 1, 25, 46, 50, 36, 8, 24, 43, 23, 21, 43, 20, 49, 8, 38, 30, 21, 29, 36, 11, 3, 5, 7, 21, 43, 37, 8, 47, 13, 44, 11, 26, 29, 8, 25, 40, 0, 47, 43, 32, 34, 7, 10, 16, 49, 39, 32, 29, 11, 22, 35, 43, 39, 4, 37, 34, 1, 11, 22, 47, 28, 19, 38, 28, 31, 32, 2, 50, 16, 29, 1, 17]
[33, 7, 26, 10, 32, 26, 35, 7, 13, 32, 36, 28, 6, 34, 33, 30, 0, 0, 41, 8, 23, 16, 35, 14, 29, 30, 25, 36, 20, 41, 23, 21, 25, 36, 22, 3, 43, 2, 44, 9, 46, 23, 43, 30, 1, 1, 1, 26, 18, 27, 6, 20, 50, 9, 46, 43, 34, 23, 26, 35, 44, 1, 32, 30, 13, 48, 39, 1, 38, 11, 0, 16, 19, 11, 27, 10, 48, 25, 49, 6, 35, 47, 10, 2, 31, 21, 39, 49, 45, 22, 15]
[20, 29, 47, 18, 35, 44, 38, 18, 29, 38, 8, 21, 34, 45, 13, 41, 0, 0, 46, 0, 18, 28, 33, 2, 3, 36, 27, 9, 12, 21, 12, 46, 27, 11, 46, 47, 9, 45, 0, 12, 19, 37, 40, 39, 21, 1, 41, 47, 44, 7, 3, 49, 19, 23, 9, 17, 47, 16, 39, 39, 32, 42, 19, 19, 49, 18, 21, 22, 2, 42, 34, 48, 15, 33, 9, 39, 28, 11, 30, 10, 14, 26, 18, 7, 40, 41, 18, 37, 36, 16, 12]
[22, 13, 13, 4, 49, 10, 48, 9, 37, 3, 14, 16, 11, 17, 48, 12, 41, 46, 0, 46, 45, 35, 6, 43, 34, 45, 35, 45, 12, 41, 8, 50, 40, 9, 4, 23, 43, 44, 14, 21, 10, 38, 35, 29, 39, 17, 49, 36, 12, 13, 22, 0, 7, 33, 5, 9, 9, 9, 8, 4, 15, 48, 0, 40, 49, 5, 29, 23, 20, 12, 3, 30, 43, 24, 12, 9, 48, 38, 9, 42, 23, 35, 2, 19, 33, 6, 45, 28, 28, 31, 34]
[14, 25, 43, 39, 2, 41, 36, 34, 18, 28, 18, 3, 29, 4, 45, 1, 8, 0, 46, 0, 23, 32, 6, 44, 23, 48, 27, 47, 2, 14, 22, 24, 19, 44, 33, 41, 22, 29, 20, 7, 13, 35, 25, 28, 33, 21, 0, 44, 42, 38, 14, 38, 45, 33, 32, 50, 31, 6, 5, 5, 20, 45, 6, 42, 36, 0, 48, 9, 7, 43, 1, 45, 38, 5, 42, 17, 0, 45, 34, 42, 12, 36, 17, 18, 23, 38, 0, 17, 22, 8, 4]
[32, 48, 23, 44, 8, 15, 2, 16, 26, 7, 23, 14, 4, 45, 45, 25, 23, 18, 45, 23, 0, 46, 31, 13, 27, 23, 43, 16, 19, 47, 8, 20, 15, 16, 21, 27, 30, 14, 30, 31, 4, 5, 32, 25, 14, 32, 44, 47, 49, 20, 23, 39, 40, 14, 24, 41, 10, 45, 40, 47, 37, 47, 15, 3, 22, 32, 3, 46, 26, 20, 40, 16, 8, 27, 34, 44, 7, 50, 25, 5, 18, 28, 9, 11, 19, 9, 23, 11, 17, 5, 47]
[46, 40, 12, 42, 34, 22, 20, 28, 29, 31, 39, 25, 2, 29, 8, 46, 16, 28, 35, 32, 46, 0, 19, 35, 7, 35, 21, 33, 0, 23, 37, 7, 35, 8, 47, 31, 37, 21, 10, 16, 43, 49, 7, 27, 44, 6, 32, 37, 33, 20, 29, 22, 6, 8, 1, 1, 36, 2, 33, 49, 30, 49, 32, 31, 6, 26, 35, 14, 33, 35, 0, 45, 43, 8, 38, 7, 17, 43, 46, 6, 14, 18, 46, 43, 47, 47, 23, 34, 13, 24, 12]
