N1,N2,...,Nx
[0, 45, 37, 30, 49, 35, 42, 5, 8, 46, 15, 36, 3, 41, 15, 7, 22, 26, 4, 24, 33, 16, 5, 33, 18, 32, 10, 50, 28, 39, 48, 20, 13, 44, 10, 33, 9, 0, 25, 27, 47, 22, 12, 1, 33, 16, 28, 39, 26, 7, 4, 44, 38, 34, 50, 21, 14, 22, 28, 39, 40, 34, 42, 17, 38, 27, 43, 0, 29, 19, 11, 17, 11, 19, 20, 13, 50, 43, 23, 29, 10, 28, 50, 25, 8, 22, 3, 19, 34, 17, 3, 19, 35, 47, 6, 24, 47, 5, 47, 38, 30, 42, 13, 48, 20, 28, 49, 43, 41, 32, 26, 9, 25, 44, 20, 7, 5, 43, 8, 4, 1, 6, 10, 10, 7, 16, 34, 24, 14, 32, 11, 41, 16, 36, 21, 34, 44, 18, 22, 40, 15, 9, 13, 42, 15, 39, 50, 30, 38, 44, 42, 13, 45, 50, 20, 33, 28, 13, 38, 43]
[45, 0, 20, 48, 33, 33, 9, 11, 41, 50, 39, 38, 10, 42, 34, 30, 19, 12, 23, 43, 6, 43, 29, 0, 45, 49, 43, 1, 35, 8, 40, 40, 45, 48, 19, 3, 11, 43, 47, 45, 28, 3, 0, 38, 30, 29, 10, 33, 45, 11, 21, 11, 32, 16, 24, 28, 45, 47, 31, 46, 2, 37, 28, 2, 28, 28, 19, 41, 6, 12, 29, 42, 15, 18, 50, 21, 13, 22, 36, 2, 36, 37, 36, 45, 36, 36, 18, 5, 44, 34, 47, 39, 17, 31, 30, 19, 44, 39, 33, 48, 33, 33, 1, 19, 37, 49, 6, 46, 42, 6, 28, 32, 23, 36, 32, 14, 44, 21, 23, 10, 13, 21, 10, 36, 41, 12, 30, 10, 47, 29, 37, 22, 39, 23, 45, 44, 47, 31, 20, 7, 29, 2, 41, 7, 24, 47, 14, 13, 38, 11, 47, 12, 48, 10, 11, 25, 25, 10, 32, 25]
[37, 20, 0, 41, 18, 9, 40, 13, 34, 16, 7, 49, 14, 18, 45, 48, 47, 22, 40, 20, 39, 42, 9, 18, 36, 5, 19, 3, 28, 17, 13, 28, 41, 28, 44, 35, 4, 15, 50, 6, 10, 18, 28, 22, 44, 33, 29, 6, 48, 29, 22, 46, 32, 46, 23, 42, 34, 1, 1, 21, 2, 50, 35, 41, 30, 24, 23, 10, 39, 33, 10, 44, 26, 50, 37, 3, 6, 45, 42, 48, 50, 4, 8, 35, 9, 10, 49, 9, 14, 16, 36, 24, 5, 8, 47, 22, 23, 41, 45, 43, 17, 0, 5, 20, 30, 28, 34, 7, 20, 26, 6, 14, 23, 47, 22, 2, 12, 0, 28, 18, 10, 9, 13, 43, 16, 29, 16, 29, 24, 20, 15, 4, 21, 45, 0, 23, 32, 16, 7, 43, 33, 35, 4, 3, 46, 26, 39, 26, 39, 7, 38, 14, 25, 13, 43, 40, 4, 30, 11, 45]
[30, 48, 41, 0, 13, 12, 24, 9, 39, 1, 32, 38, 45, 4, 24, 21, 1, 42, 15, 27, 47, 19, 35, 21, 35, 10, 35, 0, 31, 8, 21, 22, 23, 47, 19, 42, 4, 43, 26, 5, 25, 26, 10, 43, 18, 3, 17, 12, 18, 0, 32, 2, 5, 41, 5, 46, 28, 0, 46, 18, 47, 47, 45, 48, 21, 1, 10, 8, 39, 8, 8, 1, 50, 14, 35, 21, 35, 20, 46, 29, 21, 9, 5, 16, 34, 26, 20, 0, 40, 17, 8, 34, 32, 47, 4, 41, 46, 23, 20, 43, 10, 2, 32, 42, 8, 17, 0, 39, 34, 49, 43, 16, 45, 23, 1, 31, 30, 42, 24, 39, 7, 38, 18, 43, 41, 18, 25, 35, 31, 36, 48, 14, 34, 6, 48, 15, 41, 30, 42, 33, 12, 23, 39, 16, 48, 39, 35, 5, 13, 13, 20, 10, 4, 24, 7, 0, 2, 2, 36, 46]
[49, 33, 18, 13, 0, 50, 39, 29, 39, 6, 42, 25, 17, 23, 19, 30, 7, 42, 18, 9, 15, 46, 22, 6, 34, 26, 40, 16, 8, 37, 12, 36, 26, 29, 35, 8, 39, 29, 24, 37, 18, 40, 18, 31, 14, 45, 26, 35, 47, 2, 49, 14, 28, 21, 46, 2, 12, 7, 28, 7, 1, 11, 17, 35, 19, 22, 10, 6, 36, 25, 38, 24, 2, 15, 23, 42, 0, 33, 19, 1, 29, 20, 7, 12, 42, 31, 4, 47, 46, 47, 12, 42, 21, 31, 22, 35, 22, 12, 42, 21, 14, 42, 12, 29, 26, 38, 8, 40, 40, 12, 16, 3, 8, 48, 21, 46, 1, 46, 42, 8, 22, 47, 2, 45, 26, 49, 44, 40, 48, 2, 21, 28, 4, 23, 36, 31, 43, 40, 0, 41, 31, 15, 8, 25, 39, 24, 43, 48, 37, 10, 20, 49, 8, 33, 23, 40, 40, 46, 39, 30]
[35, 33, 9, 12, 50, 0, 25, 10, 4, 14, 50, 16, 16, 49, 22, 19, 35, 29, 17, 24, 6, 14, 7, 46, 31, 29, 12, 15, 50, 2, 8, 32, 50, 6, 8, 30, 10, 7, 7, 15, 19, 21, 6, 20, 48, 28, 13, 17, 14, 48, 12, 36, 0, 44, 28, 34, 46, 29, 34, 25, 36, 49, 46, 26, 18, 28, 16, 0, 27, 27, 39, 50, 46, 8, 21, 43, 44, 10, 13, 1, 47, 31, 16, 25, 12, 31, 50, 42, 29, 36, 0, 8, 15, 5, 10, 24, 5, 28, 41, 25, 21, 0, 8, 4, 9, 10, 21, 50, 15, 5, 46, 1, 1, 6, 50, 9, 9, 46, 1, 3, 14, 7, 22, 8, 20, 50, 3, 11, 33, 32, 36, 37, 32, 2, 7, 25, 10, 29, 13, 8, 30, 43, 30, 19, 41, 6, 44, 37, 40, 9, 39, 47, 31, 43, 39, 1, 50, 31, 45, 2]
[42, 9, 40, 24, 39, 25, 0, 37, 40, 35, 31, 45, 0, 39, 34, 12, 14, 22, 40, 0, 7, 40, 22, 36, 21, 32, 23, 0, 16, 42, 41, 40, 6, 35, 27, 20, 18, 40, 40, 24, 31, 5, 12, 19, 34, 28, 38, 47, 23, 28, 26, 21, 18, 25, 39, 35, 46, 9, 37, 30, 26, 4, 36, 36, 38, 36, 25, 29, 21, 7, 45, 22, 10, 44, 49, 46, 20, 45, 34, 18, 47, 43, 34, 49, 38, 28, 3, 38, 26, 32, 33, 38, 38, 50, 7, 27, 26, 43, 35, 3, 25, 45, 19, 2, 15, 3, 31, 44, 15, 12, 31, 49, 14, 22, 35, 41, 30, 24, 10, 32, 37, 1, 35, 12, 27, 32, 5, 47, 38, 5, 35, 20, 3, 38, 21, 17, 17, 14, 44, 46, 38, 21, 26, 1, 39, 32, 34, 24, 50, 22, 2, 0, 7, 30, 26, 29, 0, 31, 40, 8]
[5, 11, 13, 9, 29, 10, 37, 0, 19, 3, 49, 21, 4, 43, 10, 43, 28, 48, 1, 26, 46, 14, 30, 17, 48, 28, 24, 29, 50, 24, 12, 50, 39, 35, 23, 9, 36, 39, 42, 1, 17, 49, 19, 10, 29, 33, 25, 7, 6, 33, 12, 42, 5, 37, 2, 13, 22, 16, 26, 24, 7, 28, 48, 47, 16, 25, 9, 12, 27, 0, 48, 20, 44, 14, 5, 17, 8, 8, 43, 9, 44, 17, 50, 47, 20, 34, 27, 47, 43, 18, 40, 32, 9, 39, 0, 3, 22, 7, 48, 23, 28, 26, 41, 16, 1, 4, 38, 12, 48, 16, 16, 19, 41, 35, 20, 33, 47, 14, 32, 5, 14, 49, 42, 0, 22, 10, 5, 32, 2, 6, 50, 27, 20, 33, 48, 10, 46, 33, 33, 7, 8, 13, 15, 12, 2, 37, 25, 1, 3, 12, 37, 23, 24, 19, 7, 22, 31, 37, 4, 44]
[8, 41, 34, 39, 39, 4, 40, 19, 0, 4, 5, 14, 27, 49, 22, 13, 1, 38, 37, 20, 12, 39, 39, 48, 26, 20, 24, 4, 49, 48, 40, 5, 11, 23, 50, 38, 1, 18, 26, 2, 35, 1, 47, 17, 47, 44, 6, 6, 41, 43, 1, 36, 29, 7, 7, 12, 50, 9, 20, 25, 34, 16, 39, 25, 6, 20, 8, 15, 46, 14, 44, 30, 25, 40, 48, 23, 26, 11, 15, 2, 46, 34, 27, 30, 22, 11, 2, 34, 0, 6, 18, 10, 34, 14, 36, 43, 1, 48, 11, 11, 6, 9, 23, 19, 44, 50, 22, 45, 28, 48, 6, 23, 31, 7, 5, 22, 19, 36, 21, 50, 10, 48, 4, 48, 18, 43, 15, 43, 25, 38, 20, 19, 3, 43, 33, 32, 29, 30, 20, 47, 8, 0, 43, 31, 46, 14, 26, 41, 47, 31, 5, 29, 30, 11, 14, 44, 46, 23, 6, 14]
[46, 50, 16, 1, 6, 14, 35, 3, 4, 0, 15, 26, 5, 2, 23, 3, 25, 2, 38, 25, 8, 40, 39, 44, 43, 39, 25, 1, 10, 7, 48, 15, 47, 24, 9, 24, 44, 39, 6, 13, 11, 42, 17, 50, 9, 44, 28, 10, 48, 18, 48, 0, 11, 38, 47, 7, 38, 12, 20, 42, 30, 16, 19, 15, 26, 10, 30, 7, 11, 24, 41, 38, 31, 5, 5, 19, 6, 10, 31, 49, 49, 21, 38, 7, 29, 30, 13, 18, 41, 11, 39, 34, 20, 43, 25, 40, 36, 28, 8, 30, 18, 13, 11, 22, 45, 22, 23, 34, 34, 14, 17, 4, 50, 29, 11, 11, 18, 4, 3, 21, 48, 11, 34, 42, 0, 33, 27, 36, 29, 5, 18, 6, 45, 40, 3, 50, 2, 17, 37, 11, 46, 24, 11, 6, 5, 1, 19, 24, 34, 45, 5, 50, 34, 11, 12, 21, 45, 12, 48, 36]
