N1,N2,...,Nx
[0, 32, 50, 24, 38, 20, 18, 43, 1, 41, 35, 1, 45, 29, 29, 33, 15, 14, 21, 50, 42, 45, 12, 14, 25, 12, 50, 15, 34, 2, 10, 40, 31, 35, 3, 44, 34, 38, 33, 8, 8, 24, 21, 20, 42, 47, 28, 9, 12, 5, 38, 2, 15, 46, 45, 6, 24, 38, 32, 22, 24, 17, 8, 44, 14, 42, 42, 48, 12, 16, 41, 19, 28, 49, 11, 12, 5, 48, 8, 17, 3, 7, 38, 9, 27, 49, 11, 1, 31, 1, 19, 5, 15, 32, 7, 45, 31, 22, 10, 18, 24, 35, 46, 13, 36, 14, 29, 32, 36, 40, 45, 12, 3, 27, 40, 3, 36, 0, 43, 49, 49, 8, 32, 6, 44, 38, 14, 43, 17, 12, 41, 20, 19, 13, 33, 23, 26, 47, 29, 43, 4, 5, 9, 14, 10, 33, 28, 16, 21, 5, 32, 39, 2, 13, 49, 30, 4, 42, 40]
[32, 0, 24, 46, 6, 11, 20, 39, 48, 41, 9, 50, 35, 27, 4, 33, 34, 7, 35, 14, 13, 22, 44, 7, 43, 18, 39, 10, 35, 35, 40, 45, 14, 0, 44, 17, 4, 32, 8, 38, 10, 41, 10, 17, 23, 13, 35, 16, 36, 47, 44, 22, 42, 10, 29, 33, 17, 4, 27, 40, 43, 36, 20, 36, 27, 33, 16, 23, 39, 12, 2, 41, 29, 30, 48, 28, 46, 26, 14, 50, 19, 10, 7, 18, 20, 37, 35, 12, 47, 44, 49, 17, 38, 45, 40, 31, 36, 5, 19, 46, 44, 23, 28, 38, 2, 29, 20, 39, 25, 8, 30, 22, 10, 15, 14, 21, 19, 3, 0, 18, 45, 29, 2, 31, 22, 6, 26, 6, 28, 33, 16, 10, 33, 23, 18, 0, 2, 12, 38, 9, 33, 17, 2, 11, 19, 44, 41, 39, 47, 12, 44, 42, 21, 18, 12, 3, 23, 34, 12]
[50, 24, 0, 45, 24, 42, 43, 2, 30, 15, 50, 35, 4, 18, 32, 23, 10, 16, 27, 41, 40, 9, 48, 44, 39, 36, 9, 34, 8, 9, 26, 11, 36, 23, 9, 48, 21, 20, 33, 27, 39, 4, 26, 31, 32, 6, 12, 31, 1, 19, 49, 30, 30, 14, 6, 2, 49, 28, 9, 24, 7, 21, 31, 36, 21, 32, 7, 8, 7, 26, 19, 50, 50, 24, 34, 19, 30, 23, 45, 27, 12, 40, 4, 9, 6, 36, 1, 6, 17, 38, 22, 49, 10, 8, 6, 37, 40, 6, 18, 3, 2, 8, 19, 9, 18, 1, 22, 22, 13, 32, 17, 23, 5, 37, 23, 35, 11, 32, 26, 37, 42, 2, 37, 30, 30, 29, 0, 46, 29, 40, 33, 29, 43, 21, 9, 31, 10, 1, 32, 10, 35, 7, 6, 31, 25, 38, 16, 42, 8, 48, 8, 14, 5, 9, 15, 5, 39, 9, 8]
[24, 46, 45, 0, 44, 18, 4, 15, 19, 30, 32, 12, 44, 31, 43, 13, 35, 20, 13, 37, 44, 22, 32, 39, 23, 24, 24, 40, 1, 36, 8, 47, 43, 38, 34, 38, 47, 11, 10, 46, 2, 24, 6, 29, 12, 26, 18, 32, 15, 4, 20, 25, 9, 42, 41, 35, 26, 43, 37, 48, 35, 30, 12, 26, 3, 43, 48, 10, 33, 36, 40, 2, 50, 22, 33, 14, 20, 44, 42, 33, 26, 48, 23, 30, 48, 26, 2, 38, 37, 45, 0, 38, 25, 46, 50, 17, 33, 14, 47, 22, 32, 11, 36, 5, 47, 9, 9, 19, 20, 5, 27, 42, 47, 2, 0, 31, 31, 46, 1, 44, 42, 44, 12, 0, 31, 47, 31, 13, 2, 15, 20, 5, 13, 6, 46, 50, 21, 24, 24, 22, 39, 23, 12, 39, 14, 13, 9, 21, 45, 35, 38, 33, 12, 16, 34, 30, 23, 10, 13]
[38, 6, 24, 44, 0, 13, 47, 18, 5, 43, 33, 17, 12, 26, 1, 45, 30, 1, 30, 31, 12, 15, 15, 1, 37, 16, 15, 13, 14, 5, 25, 38, 32, 0, 26, 38, 26, 41, 2, 16, 0, 39, 22, 27, 4, 42, 38, 42, 4, 26, 40, 40, 12, 32, 14, 29, 47, 44, 24, 11, 47, 34, 10, 32, 3, 44, 0, 15, 47, 8, 12, 42, 35, 7, 2, 21, 34, 46, 27, 32, 28, 4, 15, 18, 39, 47, 11, 4, 31, 0, 50, 44, 18, 19, 15, 6, 45, 5, 33, 10, 6, 37, 31, 10, 14, 7, 2, 12, 33, 19, 32, 24, 10, 47, 29, 34, 16, 32, 27, 12, 15, 4, 37, 38, 42, 49, 33, 27, 31, 15, 14, 45, 10, 23, 17, 7, 25, 46, 22, 5, 43, 0, 0, 37, 34, 50, 14, 36, 42, 49, 45, 39, 0, 46, 30, 17, 4, 21, 21]
[20, 11, 42, 18, 13, 0, 17, 50, 50, 43, 42, 45, 29, 8, 47, 21, 39, 37, 37, 40, 41, 10, 7, 12, 38, 18, 27, 25, 28, 27, 10, 50, 30, 47, 3, 18, 18, 29, 20, 36, 7, 18, 46, 2, 27, 34, 27, 13, 6, 4, 9, 34, 49, 41, 33, 50, 50, 48, 14, 21, 26, 2, 36, 18, 23, 19, 10, 45, 39, 0, 32, 46, 49, 40, 2, 0, 16, 4, 46, 46, 0, 21, 4, 26, 33, 1, 5, 44, 12, 47, 43, 11, 50, 18, 8, 11, 38, 43, 41, 18, 21, 18, 33, 2, 2, 45, 23, 15, 26, 41, 19, 17, 24, 46, 23, 29, 13, 8, 23, 10, 1, 17, 27, 24, 27, 21, 3, 17, 22, 25, 30, 49, 20, 38, 21, 25, 35, 23, 37, 1, 27, 13, 28, 34, 5, 42, 39, 42, 25, 24, 23, 5, 21, 44, 44, 12, 36, 24, 24]
[18, 20, 43, 4, 47, 17, 0, 7, 27, 17, 42, 22, 2, 26, 36, 33, 21, 18, 4, 1, 30, 43, 29, 7, 4, 22, 13, 13, 1, 10, 2, 15, 32, 44, 22, 25, 2, 37, 7, 48, 11, 26, 18, 47, 6, 49, 43, 39, 23, 48, 28, 48, 36, 22, 21, 5, 31, 4, 4, 40, 14, 28, 2, 5, 7, 4, 22, 41, 5, 37, 44, 29, 23, 50, 37, 32, 16, 1, 2, 16, 38, 45, 23, 18, 40, 18, 38, 30, 15, 24, 32, 1, 44, 47, 11, 46, 31, 45, 49, 27, 46, 21, 16, 15, 49, 16, 1, 10, 49, 38, 38, 3, 25, 42, 3, 27, 45, 32, 43, 42, 19, 40, 17, 23, 49, 2, 36, 10, 30, 3, 18, 24, 11, 8, 1, 33, 37, 30, 24, 49, 17, 26, 11, 18, 12, 23, 47, 47, 13, 40, 39, 35, 38, 19, 41, 23, 32, 49, 16]
[43, 39, 2, 15, 18, 50, 7, 0, 10, 28, 25, 0, 35, 49, 31, 50, 30, 43, 49, 23, 48, 50, 45, 16, 18, 31, 42, 24, 50, 31, 13, 15, 41, 12, 4, 30, 43, 17, 11, 37, 34, 12, 50, 24, 29, 10, 7, 44, 21, 27, 38, 41, 13, 26, 23, 19, 21, 1, 2, 0, 4, 14, 9, 39, 23, 43, 50, 5, 14, 50, 15, 14, 27, 47, 31, 43, 25, 12, 49, 6, 18, 40, 7, 5, 49, 22, 5, 35, 25, 50, 31, 47, 13, 37, 27, 16, 6, 17, 45, 9, 17, 16, 40, 33, 22, 50, 45, 30, 17, 18, 15, 45, 3, 19, 42, 29, 30, 6, 25, 22, 23, 21, 4, 20, 18, 39, 18, 49, 12, 17, 24, 10, 37, 37, 2, 48, 35, 4, 26, 15, 33, 7, 41, 47, 5, 44, 18, 27, 50, 30, 50, 26, 48, 26, 29, 14, 15, 46, 21]
[1, 48, 30, 19, 5, 50, 27, 10, 0, 30, 12, 23, 3, 5, 45, 48, 36, 19, 17, 8, 45, 4, 23, 5, 10, 50, 16, 14, 34, 18, 5, 49, 14, 16, 14, 37, 43, 28, 38, 24, 50, 1, 34, 22, 12, 19, 45, 24, 20, 37, 46, 32, 38, 50, 25, 7, 39, 45, 8, 21, 43, 15, 4, 17, 1, 50, 9, 46, 5, 30, 18, 32, 8, 27, 32, 3, 35, 9, 30, 45, 17, 38, 31, 22, 49, 0, 20, 41, 34, 9, 29, 8, 47, 39, 8, 20, 12, 10, 17, 37, 33, 43, 7, 46, 10, 12, 15, 15, 47, 0, 14, 5, 29, 47, 47, 46, 2, 46, 37, 47, 22, 13, 27, 35, 3, 38, 8, 3, 9, 35, 6, 46, 9, 43, 21, 31, 28, 48, 34, 39, 10, 49, 47, 10, 9, 16, 43, 46, 22, 37, 3, 16, 37, 38, 50, 14, 37, 1, 12]
[41, 41, 15, 30, 43, 43, 17, 28, 30, 0, 28, 45, 4, 12, 10, 43, 47, 46, 25, 34, 14, 17, 4, 21, 35, 30, 38, 46, 28, 13, 8, 8, 30, 14, 37, 14, 38, 19, 41, 14, 34, 42, 13, 36, 46, 25, 2, 10, 8, 35, 16, 46, 11, 30, 26, 28, 17, 39, 27, 12, 39, 19, 41, 48, 41, 16, 18, 1, 19, 20, 9, 30, 24, 4, 23, 50, 28, 14, 10, 37, 38, 30, 25, 22, 9, 1, 9, 30, 23, 20, 15, 38, 19, 3, 7, 44, 11, 0, 25, 9, 40, 49, 37, 10, 8, 33, 1, 34, 42, 0, 26, 39, 8, 45, 38, 5, 39, 50, 37, 3, 44, 31, 42, 37, 16, 33, 22, 40, 10, 24, 14, 41, 29, 12, 27, 1, 22, 15, 4, 46, 34, 12, 16, 34, 1, 32, 13, 1, 37, 5, 1, 4, 35, 49, 20, 2, 17, 14, 29]
