N1,N2,...,Nx
[0, 16, 36, 47, 16, 33, 23, 32, 23, 36, 10, 34, 20, 4, 41, 7, 28, 43, 33, 21, 49, 16, 44, 37, 12, 20, 26, 5, 16, 18, 2, 29, 21, 42, 17, 10, 11, 2, 44, 6, 8, 8, 47, 22, 47, 27, 14, 21, 48, 29, 7, 45, 24, 31, 39, 2, 37, 34, 9, 15, 22, 4, 2, 7, 49, 0, 11, 48, 43, 3, 17, 30, 46, 26, 7, 48, 23]
[16, 0, 14, 43, 19, 28, 32, 10, 3, 15, 14, 5, 17, 16, 38, 14, 44, 17, 4, 19, 50, 33, 19, 46, 15, 45, 12, 3, 3, 45, 13, 18, 36, 14, 26, 23, 27, 12, 13, 49, 49, 34, 35, 28, 8, 39, 39, 25, 20, 16, 48, 2, 38, 37, 14, 16, 22, 22, 13, 46, 11, 26, 22, 23, 40, 30, 20, 32, 12, 2, 22, 46, 10, 28, 10, 0, 19]
[36, 14, 0, 17, 1, 36, 3, 30, 29, 33, 36, 23, 35, 47, 41, 17, 47, 10, 10, 41, 26, 39, 25, 42, 23, 27, 16, 46, 42, 43, 15, 7, 27, 6, 24, 42, 4, 4, 18, 28, 43, 31, 20, 37, 35, 6, 23, 18, 48, 30, 13, 43, 50, 8, 39, 1, 34, 10, 41, 1, 6, 12, 50, 37, 5, 7, 20, 2, 3, 43, 27, 0, 21, 20, 17, 44, 8]
[47, 43, 17, 0, 13, 10, 47, 49, 8, 8, 32, 49, 31, 32, 8, 48, 42, 24, 16, 10, 15, 12, 34, 5, 36, 22, 30, 8, 29, 27, 11, 45, 14, 43, 47, 30, 42, 14, 37, 42, 2, 39, 37, 44, 49, 43, 35, 21, 14, 5, 33, 46, 4, 34, 40, 23, 7, 30, 0, 6, 34, 8, 23, 25, 35, 29, 40, 13, 35, 49, 17, 20, 32, 35, 5, 27, 16]
[16, 19, 1, 13, 0, 34, 28, 13, 9, 43, 29, 43, 23, 4, 7, 31, 15, 33, 25, 32, 26, 49, 40, 3, 36, 26, 37, 13, 28, 43, 12, 9, 12, 37, 48, 6, 14, 5, 15, 5, 35, 36, 20, 10, 34, 36, 38, 35, 13, 35, 9, 3, 48, 4, 1, 39, 49, 31, 35, 17, 21, 48, 28, 11, 30, 8, 15, 7, 29, 31, 14, 19, 37, 33, 26, 13, 47]
[33, 28, 36, 10, 34, 0, 43, 34, 2, 4, 38, 11, 40, 35, 26, 35, 10, 14, 22, 50, 30, 0, 12, 31, 49, 26, 19, 4, 9, 15, 10, 38, 11, 16, 24, 48, 0, 49, 8, 18, 5, 40, 40, 20, 20, 11, 13, 37, 46, 28, 22, 22, 3, 4, 4, 20, 33, 18, 26, 5, 34, 13, 22, 16, 30, 18, 1, 29, 37, 44, 43, 12, 34, 32, 18, 46, 29]
[23, 32, 3, 47, 28, 43, 0, 20, 43, 9, 20, 3, 47, 0, 20, 28, 9, 35, 24, 11, 27, 40, 24, 24, 8, 15, 32, 40, 37, 37, 39, 38, 43, 29, 27, 35, 33, 30, 9, 45, 16, 15, 34, 26, 15, 25, 27, 3, 24, 16, 13, 21, 37, 50, 42, 17, 8, 8, 40, 12, 28, 5, 23, 9, 45, 19, 18, 36, 25, 16, 50, 44, 28, 47, 29, 20, 22]
[32, 10, 30, 49, 13, 34, 20, 0, 8, 45, 35, 25, 45, 29, 45, 29, 44, 39, 29, 20, 16, 28, 14, 13, 43, 29, 41, 22, 29, 37, 6, 28, 15, 39, 24, 23, 7, 5, 45, 16, 33, 40, 43, 41, 5, 18, 39, 14, 39, 45, 14, 21, 21, 49, 18, 42, 45, 31, 28, 19, 40, 0, 6, 39, 38, 22, 45, 13, 28, 47, 49, 50, 18, 46, 40, 37, 35]
[23, 3, 29, 8, 9, 2, 43, 8, 0, 11, 34, 17, 36, 7, 22, 11, 46, 35, 40, 50, 46, 34, 6, 3, 3, 34, 9, 24, 45, 24, 11, 13, 50, 46, 9, 32, 32, 8, 1, 13, 22, 6, 36, 44, 17, 48, 11, 2, 27, 13, 43, 39, 6, 47, 41, 49, 49, 6, 14, 22, 48, 25, 3, 49, 42, 19, 18, 6, 49, 44, 33, 3, 22, 22, 21, 45, 33]
[36, 15, 33, 8, 43, 4, 9, 45, 11, 0, 13, 32, 9, 40, 32, 17, 22, 36, 39, 43, 45, 43, 46, 31, 21, 14, 48, 38, 33, 15, 7, 8, 46, 39, 5, 5, 28, 18, 11, 40, 41, 43, 37, 42, 50, 38, 19, 28, 26, 45, 39, 19, 6, 3, 31, 31, 40, 2, 35, 50, 6, 34, 5, 4, 35, 23, 42, 43, 5, 0, 46, 10, 7, 42, 31, 6, 31]
[10, 14, 36, 32, 29, 38, 20, 35, 34, 13, 0, 33, 28, 43, 18, 42, 8, 15, 31, 35, 32, 45, 21, 21, 4, 37, 29, 9, 21, 14, 14, 25, 30, 30, 35, 25, 13, 17, 11, 10, 3, 3, 13, 43, 34, 37, 49, 33, 29, 14, 0, 39, 50, 24, 40, 3, 18, 5, 8, 43, 8, 42, 15, 8, 9, 1, 10, 30, 12, 4, 3, 3, 20, 22, 21, 49, 25]
[34, 5, 23, 49, 43, 11, 3, 25, 17, 32, 33, 0, 20, 50, 20, 9, 27, 14, 35, 13, 18, 19, 24, 44, 42, 34, 7, 31, 12, 48, 49, 17, 28, 16, 13, 32, 11, 50, 14, 41, 19, 16, 24, 15, 29, 39, 4, 32, 36, 9, 34, 13, 6, 26, 17, 30, 5, 29, 31, 38, 33, 10, 14, 46, 29, 31, 14, 26, 22, 23, 1, 44, 45, 3, 45, 12, 45]
[20, 17, 35, 31, 23, 40, 47, 45, 36, 9, 28, 20, 0, 33, 27, 3, 20, 34, 32, 12, 26, 8, 0, 8, 34, 23, 49, 46, 30, 50, 13, 34, 50, 1, 24, 16, 0, 5, 30, 21, 25, 12, 18, 40, 46, 26, 7, 29, 46, 29, 35, 29, 34, 26, 14, 48, 9, 47, 33, 3, 1, 41, 21, 49, 28, 39, 36, 22, 13, 6, 19, 16, 39, 1, 32, 44, 1]
[4, 16, 47, 32, 4, 35, 0, 29, 7, 40, 43, 50, 33, 0, 22, 34, 3, 39, 21, 26, 41, 49, 24, 29, 45, 44, 33, 3, 12, 2, 2, 48, 44, 40, 27, 35, 42, 42, 45, 36, 7, 42, 37, 9, 45, 38, 44, 45, 21, 50, 32, 50, 26, 41, 27, 15, 29, 48, 29, 33, 24, 10, 16, 13, 49, 15, 40, 18, 10, 32, 1, 1, 28, 1, 13, 9, 39]
[41, 38, 41, 8, 7, 26, 20, 45, 22, 32, 18, 20, 27, 22, 0, 36, 41, 0, 37, 30, 26, 8, 39, 41, 30, 23, 41, 21, 37, 43, 17, 11, 19, 11, 16, 17, 33, 46, 29, 3, 17, 47, 47, 37, 13, 27, 35, 38, 12, 42, 4, 18, 39, 26, 5, 44, 31, 43, 36, 11, 25, 45, 3, 8, 41, 46, 36, 3, 40, 37, 25, 12, 3, 25, 47, 38, 48]
[7, 14, 17, 48, 31, 35, 28, 29, 11, 17, 42, 9, 3, 34, 36, 0, 25, 43, 27, 6, 12, 19, 12, 45, 12, 29, 32, 7, 1, 38, 31, 16, 27, 2, 50, 49, 37, 15, 5, 4, 0, 48, 5, 31, 31, 46, 4, 5, 47, 28, 19, 15, 33, 23, 21, 30, 45, 27, 12, 5, 11, 34, 49, 1, 11, 48, 29, 47, 46, 2, 47, 17, 31, 30, 41, 48, 49]
[28, 44, 47, 42, 15, 10, 9, 44, 46, 22, 8, 27, 20, 3, 41, 25, 0, 3, 8, 48, 17, 26, 1, 1, 26, 29, 42, 22, 26, 20, 10, 32, 41, 22, 19, 48, 8, 12, 43, 13, 13, 29, 50, 48, 36, 46, 9, 20, 28, 3, 24, 44, 18, 49, 11, 38, 18, 8, 50, 40, 44, 41, 13, 14, 30, 14, 23, 46, 33, 9, 24, 40, 10, 44, 43, 31, 19]
[43, 17, 10, 24, 33, 14, 35, 39, 35, 36, 15, 14, 34, 39, 0, 43, 3, 0, 45, 44, 8, 26, 41, 17, 36, 35, 8, 38, 47, 31, 46, 4, 31, 45, 20, 29, 38, 10, 1, 24, 28, 50, 28, 36, 28, 2, 45, 24, 25, 4, 37, 30, 17, 10, 23, 21, 23, 4, 2, 18, 36, 40, 13, 34, 12, 2, 24, 15, 47, 39, 41, 43, 7, 42, 28, 6, 7]
[33, 4, 10, 16, 25, 22, 24, 29, 40, 39, 31, 35, 32, 21, 37, 27, 8, 45, 0, 37, 43, 49, 43, 36, 26, 38, 43, 43, 38, 33, 11, 13, 35, 39, 14, 46, 21, 2, 3, 37, 22, 48, 11, 38, 28, 16, 23, 31, 12, 44, 10, 13, 48, 49, 12, 34, 1, 23, 11, 13, 15, 40, 6, 47, 46, 7, 21, 37, 34, 20, 11, 18, 31, 8, 50, 47, 1]
[21, 19, 41, 10, 32, 50, 11, 20, 50, 43, 35, 13, 12, 26, 30, 6, 48, 44, 37, 0, 36, 8, 9, 32, 49, 8, 27, 19, 0, 17, 5, 25, 50, 37, 31, 9, 3, 15, 14, 15, 17, 0, 36, 14, 32, 16, 15, 35, 21, 27, 11, 17, 0, 10, 19, 42, 3, 29, 42, 36, 31, 34, 19, 36, 41, 35, 31, 15, 30, 24, 11, 50, 16, 43, 28, 26, 50]
[49, 50, 26, 15, 26, 30, 27, 16, 46, 45, 32, 18, 26, 41, 26, 12, 17, 8, 43, 36, 0, 49, 24, 11, 11, 19, 35, 2, 23, 38, 34, 11, 29, 27, 38, 0, 28, 16, 43, 26, 4, 2, 16, 27, 10, 48, 50, 43, 34, 34, 4, 17, 31, 8, 30, 29, 19, 34, 26, 49, 42, 26, 27, 20, 47, 49, 5, 46, 46, 45, 1, 40, 49, 21, 25, 49, 12]
[16, 33, 39, 12, 49, 0, 40, 28, 34, 43, 45, 19, 8, 49, 8, 19, 26, 26, 49, 8, 49, 0, 23, 3, 2, 28, 30, 35, 7, 35, 36, 18, 42, 44, 46, 4, 13, 34, 24, 14, 32, 19, 10, 37, 36, 26, 46, 30, 13, 20, 44, 28, 17, 45, 10, 45, 10, 4, 1, 39, 40, 27, 46, 30, 35, 47, 48, 42, 10, 12, 25, 15, 15, 17, 25, 50, 31]
[44, 19, 25, 34, 40, 12, 24, 14, 6, 46, 21, 24, 0, 24, 39, 12, 1, 41, 43, 9, 24, 23, 0, 13, 20, 20, 6, 17, 7, 44, 30, 27, 4, 34, 25, 29, 14, 36, 25, 15, 5, 46, 34, 14, 21, 14, 12, 48, 27, 31, 7, 32, 44, 4, 30, 41, 4, 11, 7, 25, 48, 39, 43, 47, 1, 40, 5, 50, 14, 29, 50, 6, 41, 47, 41, 44, 34]
[37, 46, 42, 5, 3, 31, 24, 13, 3, 31, 21, 44, 8, 29, 41, 45, 1, 17, 36, 32, 11, 3, 13, 0, 1, 6, 34, 30, 14, 20, 1, 31, 36, 5, 6, 50, 8, 7, 22, 45, 13, 3, 1, 11, 17, 8, 22, 12, 28, 42, 8, 8, 1, 41, 15, 26, 14, 24, 13, 1, 21, 20, 14, 0, 42, 40, 24, 30, 48, 15, 12, 37, 35, 38, 22, 26, 50]
[12, 15, 23, 36, 36, 49, 8, 43, 3, 21, 4, 42, 34, 45, 30, 12, 26, 36, 26, 49, 11, 2, 20, 1, 0, 14, 5, 17, 24, 39, 28, 11, 0, 44, 10, 19, 18, 1, 25, 8, 20, 8, 24, 8, 42, 38, 49, 16, 8, 16, 26, 28, 2, 46, 3, 11, 18, 27, 41, 21, 34, 10, 39, 17, 8, 14, 39, 19, 5, 11, 19, 7, 3, 31, 39, 42, 19]
[20, 45, 27, 22, 26, 26, 15, 29, 34, 14, 37, 34, 23, 44, 23, 29, 29, 35, 38, 8, 19, 28, 20, 6, 14, 0, 1, 48, 39, 32, 41, 44, 25, 34, 31, 22, 17, 24, 5, 49, 32, 30, 37, 36, 19, 5, 18, 50, 46, 13, 16, 28, 33, 43, 19, 0, 10, 11, 18, 32, 21, 13, 23, 50, 46, 39, 27, 5, 44, 35, 50, 13, 32, 23, 23, 47, 47]
[26, 12, 16, 30, 37, 19, 32, 41, 9, 48, 29, 7, 49, 33, 41, 32, 42, 8, 43, 27, 35, 30, 6, 34, 5, 1, 0, 29, 24, 38, 20, 50, 5, 22, 8, 22, 14, 1, 18, 37, 41, 45, 24, 16, 36, 20, 24, 26, 47, 49, 9, 15, 7, 21, 0, 34, 12, 27, 29, 24, 35, 17, 15, 4, 17, 47, 40, 41, 4, 21, 16, 4, 23, 15, 20, 0, 43]
[5, 3, 46, 8, 13, 4, 40, 22, 24, 38, 9, 31, 46, 3, 21, 7, 22, 38, 43, 19, 2, 35, 17, 30, 17, 48, 29, 0, 34, 21, 34, 12, 6, 5, 40, 36, 44, 7, 8, 47, 9, 10, 26, 35, 36, 39, 33, 31, 13, 6, 10, 5, 22, 32, 14, 36, 35, 3, 46, 45, 44, 31, 4, 32, 33, 34, 19, 39, 33, 14, 46, 26, 14, 24, 0, 14, 5]
[16, 3, 42, 29, 28, 9, 37, 29, 45, 33, 21, 12, 30, 12, 37, 1, 26, 47, 38, 0, 23, 7, 7, 14, 24, 39, 24, 34, 0, 26, 17, 8, 3, 38, 24, 47, 10, 24, 46, 12, 49, 29, 47, 0, 29, 38, 14, 25, 33, 9, 6, 26, 16, 31, 32, 43, 23, 9, 10, 48, 34, 17, 32, 48, 21, 31, 27, 17, 3, 15, 8, 50, 35, 20, 3, 38, 6]
[18, 45, 43, 27, 43, 15, 37, 37, 24, 15, 14, 48, 50, 2, 43, 38, 20, 31, 33, 17, 38, 35, 44, 20, 39, 32, 38, 21, 26, 0, 23, 46, 19, 38, 37, 30, 9, 35, 33, 0, 27, 7, 1, 11, 7, 1, 30, 41, 18, 1, 5, 19, 23, 23, 12, 2, 1, 9, 43, 38, 25, 4, 4, 19, 13, 17, 24, 6, 0, 31, 4, 9, 32, 46, 27, 4, 13]
