N1,N2,...,Nx
[0, 41, 18, 5, 42, 48, 8, 42, 8, 2, 43, 4, 32, 1, 10, 32, 50, 46, 13, 39, 11, 27, 43, 21, 30, 0, 35, 19, 39, 5, 43, 41, 25, 29, 39, 42, 38, 32, 43, 14, 3, 4, 3, 34, 46, 42, 48, 4, 1, 20, 40, 6, 47, 25, 17, 18, 23, 16, 37, 22, 20, 39, 32, 8, 3, 17, 16, 10, 14, 0, 50, 43, 19, 45, 41, 29, 46, 39, 7, 27, 16, 14, 45, 10, 0, 50, 19, 20, 31, 42, 0, 3, 15, 43, 38, 47, 17, 3, 47, 13, 13, 33, 25, 30, 8, 14, 36, 15, 18, 16, 24, 21, 29, 22, 15, 6, 19, 18, 40, 14, 49, 30, 2, 25, 37, 7, 18, 21, 49, 31, 11, 42, 37, 35, 40, 3, 31, 5, 30, 21, 36, 30, 26, 10, 46, 33, 3, 47, 22, 39, 9, 10, 39, 0, 25, 15, 21, 32, 49, 10, 35, 8, 16, 27, 8, 25, 32, 28, 11, 49, 9, 22, 27, 34, 14, 11, 17, 25, 21, 42, 47, 10]
[41, 0, 40, 29, 50, 22, 6, 41, 32, 44, 49, 42, 46, 13, 27, 22, 34, 35, 45, 27, 13, 14, 35, 4, 36, 21, 34, 1, 12, 41, 35, 24, 17, 30, 30, 12, 14, 43, 30, 36, 38, 6, 36, 47, 38, 43, 34, 29, 41, 6, 18, 35, 35, 24, 5, 3, 28, 1, 19, 50, 24, 29, 18, 24, 39, 10, 5, 7, 39, 24, 15, 10, 14, 34, 20, 39, 20, 43, 50, 14, 22, 0, 48, 21, 41, 6, 44, 19, 4, 49, 50, 12, 43, 24, 11, 11, 32, 50, 33, 25, 31, 37, 33, 9, 49, 37, 37, 19, 14, 3, 27, 28, 49, 25, 40, 37, 13, 23, 23, 48, 18, 39, 5, 43, 13, 30, 42, 35, 42, 46, 42, 36, 4, 9, 10, 23, 41, 43, 11, 44, 42, 42, 16, 9, 24, 34, 2, 10, 44, 22, 28, 30, 16, 18, 17, 1, 49, 32, 42, 20, 16, 7, 48, 38, 36, 15, 7, 47, 20, 27, 33, 7, 3, 50, 48, 11, 4, 43, 49, 2, 34, 40]
[18, 40, 0, 27, 24, 31, 43, 40, 47, 9, 45, 46, 23, 40, 27, 43, 45, 43, 18, 5, 27, 1, 19, 10, 10, 13, 44, 0, 18, 29, 37, 31, 1, 27, 26, 18, 4, 16, 3, 15, 35, 4, 23, 30, 6, 25, 40, 48, 35, 26, 37, 47, 21, 3, 13, 36, 44, 21, 2, 24, 0, 27, 50, 29, 47, 8, 19, 29, 20, 9, 33, 27, 11, 9, 13, 9, 21, 38, 48, 10, 44, 17, 34, 38, 42, 3, 2, 42, 11, 14, 46, 23, 20, 33, 42, 19, 23, 22, 26, 6, 14, 24, 26, 40, 14, 16, 15, 24, 13, 4, 24, 49, 32, 37, 0, 25, 15, 2, 37, 27, 27, 50, 30, 46, 30, 34, 35, 32, 43, 7, 38, 10, 44, 44, 15, 38, 43, 4, 26, 23, 39, 10, 19, 16, 41, 44, 41, 4, 15, 32, 45, 48, 41, 23, 33, 13, 30, 32, 24, 18, 24, 37, 7, 19, 47, 24, 9, 45, 0, 45, 26, 28, 24, 43, 36, 18, 35, 25, 19, 21, 28, 28]
[5, 29, 27, 0, 31, 37, 44, 12, 47, 10, 33, 47, 23, 10, 7, 30, 35, 36, 18, 46, 21, 25, 22, 3, 41, 28, 24, 37, 6, 26, 33, 42, 26, 37, 44, 6, 9, 48, 38, 6, 36, 13, 29, 26, 32, 22, 25, 24, 9, 14, 40, 31, 12, 25, 18, 35, 44, 49, 11, 2, 37, 21, 22, 44, 50, 39, 38, 40, 13, 8, 30, 19, 29, 15, 35, 0, 42, 3, 18, 9, 31, 10, 4, 30, 32, 12, 8, 1, 48, 50, 21, 21, 15, 32, 14, 30, 36, 46, 26, 50, 9, 47, 33, 13, 13, 13, 20, 8, 2, 31, 31, 31, 9, 14, 50, 38, 29, 20, 12, 34, 46, 27, 24, 17, 0, 0, 12, 20, 22, 41, 34, 27, 18, 37, 23, 6, 44, 14, 39, 39, 47, 14, 1, 41, 31, 43, 44, 41, 24, 7, 3, 50, 45, 33, 5, 3, 46, 14, 47, 2, 26, 32, 49, 33, 14, 47, 8, 48, 5, 50, 35, 39, 50, 46, 24, 19, 40, 50, 10, 24, 10, 47]
[42, 50, 24, 31, 0, 23, 8, 2, 31, 44, 2, 3, 24, 34, 20, 46, 2, 31, 31, 11, 9, 0, 9, 16, 35, 16, 9, 1, 42, 19, 24, 42, 18, 32, 22, 13, 12, 41, 16, 14, 11, 41, 8, 4, 29, 20, 11, 17, 46, 40, 9, 2, 13, 3, 40, 10, 20, 5, 35, 44, 12, 34, 48, 33, 6, 35, 14, 40, 38, 43, 14, 4, 37, 0, 13, 46, 16, 8, 43, 29, 31, 2, 32, 6, 25, 31, 32, 28, 28, 25, 7, 0, 10, 24, 30, 26, 45, 18, 15, 4, 45, 36, 41, 37, 3, 26, 29, 33, 9, 28, 41, 21, 17, 38, 32, 41, 34, 27, 18, 44, 3, 23, 11, 11, 0, 43, 26, 0, 45, 49, 45, 32, 48, 22, 34, 12, 50, 8, 28, 35, 38, 31, 12, 48, 40, 10, 39, 26, 40, 7, 41, 34, 18, 26, 47, 45, 25, 41, 50, 23, 50, 22, 13, 34, 6, 2, 16, 39, 48, 21, 8, 21, 44, 0, 2, 1, 36, 36, 33, 23, 13, 41]
[48, 22, 31, 37, 23, 0, 4, 49, 35, 48, 50, 29, 25, 48, 26, 17, 38, 35, 45, 48, 32, 23, 16, 48, 29, 30, 34, 2, 22, 18, 31, 0, 2, 36, 17, 40, 7, 12, 44, 14, 2, 33, 12, 29, 8, 37, 15, 3, 49, 28, 36, 24, 26, 21, 12, 42, 29, 21, 37, 46, 1, 24, 49, 26, 23, 7, 1, 12, 25, 42, 19, 43, 28, 0, 27, 25, 10, 13, 28, 10, 50, 1, 50, 32, 49, 33, 9, 33, 25, 0, 1, 15, 35, 33, 34, 42, 38, 25, 3, 20, 47, 11, 16, 34, 38, 46, 15, 12, 36, 41, 19, 27, 16, 39, 41, 10, 25, 19, 13, 21, 15, 4, 10, 37, 28, 44, 5, 37, 43, 27, 15, 0, 17, 30, 31, 38, 28, 30, 4, 5, 6, 7, 30, 11, 47, 45, 13, 18, 33, 48, 4, 3, 16, 50, 30, 18, 41, 7, 27, 46, 15, 1, 44, 41, 19, 29, 3, 29, 36, 44, 38, 11, 1, 21, 18, 48, 25, 7, 46, 4, 11, 28]
[8, 6, 43, 44, 8, 4, 0, 24, 3, 48, 12, 27, 0, 38, 13, 34, 49, 11, 46, 5, 10, 23, 27, 28, 47, 23, 17, 20, 17, 37, 33, 39, 35, 40, 49, 38, 45, 39, 19, 40, 41, 21, 1, 49, 0, 35, 40, 12, 30, 34, 18, 8, 47, 7, 14, 46, 48, 47, 14, 11, 45, 10, 14, 49, 35, 20, 9, 17, 33, 18, 10, 38, 37, 8, 50, 2, 30, 1, 45, 5, 28, 48, 36, 1, 43, 25, 11, 25, 37, 29, 30, 43, 28, 22, 45, 4, 34, 16, 20, 35, 42, 39, 34, 47, 26, 21, 48, 12, 10, 0, 1, 24, 7, 13, 48, 5, 29, 40, 32, 45, 44, 49, 37, 29, 40, 4, 2, 49, 43, 22, 24, 29, 40, 5, 14, 2, 45, 45, 20, 24, 31, 45, 27, 34, 16, 18, 44, 2, 45, 24, 44, 25, 7, 14, 44, 18, 19, 18, 33, 24, 0, 49, 31, 30, 50, 34, 9, 43, 9, 24, 45, 26, 10, 25, 6, 22, 33, 10, 4, 38, 44, 21]
[42, 41, 40, 12, 2, 49, 24, 0, 30, 8, 40, 21, 22, 46, 46, 39, 35, 0, 27, 0, 4, 22, 36, 5, 30, 1, 13, 11, 7, 16, 32, 40, 40, 24, 9, 11, 42, 49, 26, 20, 16, 15, 9, 28, 8, 37, 12, 48, 2, 23, 29, 27, 43, 4, 36, 7, 18, 11, 20, 12, 46, 17, 18, 20, 22, 16, 49, 41, 24, 35, 50, 32, 27, 18, 25, 41, 49, 4, 7, 34, 34, 25, 47, 4, 40, 30, 24, 7, 26, 11, 25, 35, 37, 9, 39, 49, 3, 19, 4, 22, 19, 14, 13, 4, 21, 2, 34, 29, 23, 11, 4, 3, 34, 45, 4, 0, 39, 41, 50, 39, 4, 46, 36, 41, 39, 9, 32, 23, 25, 12, 30, 0, 6, 45, 50, 25, 34, 0, 40, 28, 20, 0, 43, 50, 1, 9, 32, 45, 2, 49, 38, 32, 26, 5, 7, 13, 31, 25, 11, 11, 24, 0, 14, 39, 38, 8, 35, 9, 0, 27, 30, 39, 49, 29, 17, 13, 24, 31, 24, 0, 19, 28]
[8, 32, 47, 47, 31, 35, 3, 30, 0, 33, 45, 7, 46, 2, 27, 35, 23, 19, 32, 13, 11, 13, 1, 37, 9, 47, 23, 46, 31, 32, 19, 30, 9, 37, 7, 5, 42, 49, 31, 15, 43, 34, 27, 20, 38, 29, 2, 13, 40, 3, 29, 16, 42, 33, 26, 12, 3, 22, 20, 16, 50, 39, 42, 3, 5, 16, 7, 0, 13, 37, 17, 41, 44, 5, 0, 48, 1, 17, 12, 1, 7, 23, 5, 25, 5, 45, 29, 44, 14, 22, 11, 9, 1, 15, 35, 1, 26, 1, 23, 20, 32, 28, 11, 25, 22, 13, 31, 33, 31, 14, 37, 39, 18, 6, 30, 35, 23, 23, 42, 45, 32, 37, 19, 21, 40, 0, 16, 15, 39, 18, 33, 15, 44, 41, 5, 24, 20, 19, 1, 46, 36, 11, 42, 10, 0, 46, 43, 36, 49, 1, 44, 49, 25, 27, 17, 19, 36, 14, 8, 26, 47, 23, 2, 26, 43, 2, 33, 4, 13, 40, 25, 31, 21, 26, 16, 33, 15, 12, 14, 21, 28, 35]
[2, 44, 9, 10, 44, 48, 48, 8, 33, 0, 39, 35, 42, 21, 42, 28, 41, 4, 16, 17, 39, 37, 17, 20, 41, 11, 36, 4, 35, 44, 6, 43, 13, 37, 41, 16, 12, 30, 32, 27, 41, 29, 5, 15, 32, 35, 0, 14, 47, 4, 30, 15, 0, 39, 11, 5, 19, 18, 21, 45, 35, 9, 35, 6, 16, 22, 30, 18, 39, 1, 46, 18, 3, 25, 49, 1, 24, 11, 46, 45, 47, 10, 35, 19, 49, 24, 23, 33, 14, 39, 14, 24, 26, 43, 12, 49, 31, 24, 37, 8, 39, 47, 37, 14, 0, 8, 21, 26, 12, 19, 38, 40, 2, 6, 8, 24, 5, 0, 28, 38, 17, 45, 19, 13, 45, 28, 9, 42, 33, 7, 15, 1, 23, 37, 47, 10, 49, 13, 14, 16, 28, 4, 9, 19, 50, 19, 46, 28, 10, 46, 1, 7, 3, 22, 27, 20, 6, 45, 30, 34, 33, 37, 35, 19, 16, 24, 29, 17, 12, 22, 27, 34, 0, 31, 34, 23, 22, 44, 27, 6, 23, 4]
