N1,N2,...,Nx
[0, 40, 48, 37, 27, 33, 18, 16, 41, 48, 33, 8, 10, 24, 31, 9, 10, 24, 38, 21, 17, 37, 9, 6, 27, 11, 39, 44, 50, 2, 31, 30, 39, 10, 21, 13, 27, 44, 46, 29, 2, 17, 26, 4, 47, 32, 32, 17, 29, 0, 43, 27, 35, 50, 26, 5, 23, 47, 30, 45, 50, 28, 34, 25, 22, 36, 5, 37, 20, 9, 33, 24, 41, 7, 17, 5, 9, 2, 17, 1, 38, 0, 24, 13, 15, 6, 31, 27, 20, 42, 27, 35, 42, 34, 4, 13, 4, 7, 14, 20, 14, 39, 28, 31, 5, 38, 34, 18, 48, 44, 7, 12, 21, 29, 31, 5, 28, 6, 47, 18, 7, 38, 24, 26, 28, 35, 34, 44, 40, 15, 0, 33, 37, 23, 7, 0, 33, 38, 43, 17, 22, 43, 12, 0, 18, 2, 2, 31, 28, 50, 29, 23, 44, 15, 5, 35, 10, 0, 29, 44, 37, 17, 47, 22, 45, 39, 19, 21, 46, 3]
[40, 0, 3, 24, 11, 23, 39, 11, 26, 39, 8, 9, 7, 6, 0, 2, 34, 33, 22, 49, 1, 47, 44, 50, 45, 7, 9, 0, 33, 42, 19, 7, 3, 4, 48, 37, 25, 50, 37, 43, 29, 16, 1, 50, 18, 12, 47, 35, 27, 19, 26, 12, 37, 24, 28, 2, 33, 15, 26, 22, 32, 36, 26, 33, 22, 16, 47, 12, 35, 17, 30, 8, 15, 25, 47, 46, 3, 40, 8, 2, 42, 21, 35, 25, 0, 47, 36, 35, 48, 40, 6, 45, 15, 29, 49, 30, 2, 9, 4, 48, 3, 16, 39, 9, 49, 32, 0, 4, 23, 34, 14, 3, 15, 18, 37, 39, 39, 49, 16, 26, 7, 36, 48, 14, 17, 17, 6, 21, 38, 42, 25, 3, 49, 30, 38, 16, 31, 21, 21, 16, 15, 1, 10, 47, 41, 40, 48, 30, 4, 9, 32, 28, 11, 49, 44, 31, 45, 1, 41, 9, 0, 43, 31, 31, 12, 11, 22, 1, 23, 21]
[48, 3, 0, 38, 47, 2, 0, 12, 0, 10, 26, 2, 35, 38, 18, 41, 22, 22, 4, 18, 5, 23, 50, 3, 28, 44, 26, 50, 48, 28, 2, 13, 47, 15, 11, 27, 40, 34, 37, 36, 10, 20, 29, 25, 45, 17, 47, 31, 3, 21, 12, 3, 44, 21, 11, 24, 3, 17, 13, 31, 19, 8, 45, 46, 11, 26, 36, 31, 31, 5, 32, 17, 18, 3, 49, 28, 39, 49, 30, 8, 6, 18, 38, 12, 33, 0, 1, 4, 33, 18, 27, 15, 9, 18, 50, 35, 29, 48, 32, 5, 27, 49, 10, 47, 40, 18, 37, 14, 3, 43, 4, 12, 32, 46, 50, 11, 36, 33, 7, 12, 28, 33, 38, 31, 38, 4, 19, 8, 45, 50, 42, 26, 7, 44, 5, 40, 46, 50, 43, 9, 40, 20, 19, 48, 19, 32, 14, 26, 38, 5, 23, 13, 43, 20, 3, 32, 8, 11, 4, 43, 45, 36, 10, 37, 10, 6, 27, 26, 28, 23]
[37, 24, 38, 0, 46, 34, 21, 10, 1, 2, 3, 0, 47, 49, 15, 17, 31, 15, 17, 0, 1, 47, 18, 50, 9, 36, 37, 3, 30, 31, 8, 20, 38, 2, 0, 1, 48, 17, 18, 25, 23, 17, 50, 15, 18, 33, 18, 9, 13, 15, 32, 28, 0, 50, 17, 32, 41, 38, 45, 11, 12, 37, 46, 47, 11, 28, 45, 15, 32, 41, 30, 8, 47, 15, 49, 24, 15, 36, 31, 43, 43, 47, 9, 32, 21, 3, 15, 34, 6, 48, 33, 19, 45, 28, 27, 30, 22, 25, 27, 29, 43, 41, 12, 48, 14, 38, 39, 44, 28, 46, 45, 7, 43, 42, 43, 30, 0, 40, 44, 18, 16, 29, 10, 26, 32, 27, 30, 38, 11, 12, 29, 38, 49, 46, 12, 28, 1, 23, 37, 0, 34, 17, 11, 2, 14, 41, 29, 39, 6, 13, 40, 28, 45, 33, 41, 0, 32, 47, 37, 20, 2, 18, 13, 37, 20, 45, 27, 47, 17, 41]
[27, 11, 47, 46, 0, 44, 33, 44, 1, 16, 25, 36, 48, 29, 33, 33, 0, 21, 15, 25, 30, 12, 13, 19, 33, 25, 19, 33, 5, 48, 42, 24, 38, 42, 20, 24, 50, 42, 30, 13, 34, 44, 47, 16, 38, 24, 2, 38, 49, 13, 24, 37, 17, 35, 24, 24, 50, 38, 45, 25, 5, 11, 11, 8, 18, 46, 17, 46, 3, 27, 44, 4, 28, 19, 48, 29, 17, 48, 15, 21, 34, 18, 1, 22, 38, 31, 36, 1, 0, 23, 13, 13, 35, 0, 2, 34, 29, 33, 7, 0, 36, 38, 19, 17, 43, 14, 33, 0, 1, 39, 18, 13, 28, 42, 30, 27, 36, 17, 26, 25, 23, 13, 42, 37, 18, 4, 40, 45, 45, 35, 25, 47, 41, 21, 50, 33, 41, 16, 8, 12, 49, 46, 48, 44, 13, 30, 12, 18, 41, 43, 40, 9, 36, 2, 15, 30, 24, 22, 13, 44, 12, 44, 27, 40, 28, 14, 3, 1, 6, 6]
[33, 23, 2, 34, 44, 0, 15, 41, 41, 0, 1, 32, 26, 24, 6, 14, 25, 48, 5, 46, 21, 7, 25, 16, 23, 21, 33, 13, 21, 30, 4, 5, 36, 6, 12, 9, 18, 6, 4, 20, 3, 7, 33, 9, 28, 22, 33, 2, 32, 13, 26, 35, 44, 32, 10, 22, 44, 20, 37, 22, 17, 41, 44, 14, 10, 16, 43, 15, 6, 36, 44, 19, 36, 18, 47, 23, 50, 9, 9, 19, 45, 27, 21, 47, 14, 49, 6, 23, 8, 4, 5, 45, 45, 1, 37, 45, 13, 22, 24, 2, 25, 30, 8, 16, 25, 13, 22, 4, 24, 24, 27, 24, 4, 9, 49, 11, 28, 39, 48, 50, 10, 42, 45, 0, 35, 12, 42, 5, 2, 16, 28, 25, 14, 8, 15, 20, 9, 36, 36, 30, 13, 33, 35, 48, 15, 31, 38, 46, 20, 19, 11, 29, 11, 6, 16, 31, 34, 30, 31, 45, 44, 0, 33, 3, 36, 19, 37, 32, 8, 24]
[18, 39, 0, 21, 33, 15, 0, 1, 19, 30, 9, 37, 29, 6, 26, 17, 35, 8, 25, 22, 41, 19, 13, 11, 6, 38, 22, 42, 48, 30, 49, 16, 8, 39, 41, 34, 6, 21, 1, 39, 32, 2, 31, 32, 40, 9, 17, 39, 42, 43, 41, 32, 20, 29, 8, 35, 0, 7, 1, 45, 39, 6, 1, 16, 50, 43, 8, 12, 44, 38, 4, 29, 11, 12, 7, 10, 50, 8, 32, 46, 47, 19, 48, 28, 5, 32, 37, 19, 50, 19, 0, 32, 5, 28, 26, 50, 47, 25, 20, 41, 23, 6, 48, 37, 18, 9, 27, 1, 32, 1, 15, 10, 44, 1, 27, 9, 19, 44, 35, 4, 49, 6, 45, 11, 22, 39, 21, 40, 20, 0, 13, 5, 34, 5, 2, 1, 42, 35, 0, 13, 1, 44, 15, 29, 1, 10, 20, 26, 39, 44, 24, 22, 49, 12, 22, 3, 7, 3, 14, 23, 18, 34, 46, 22, 3, 38, 16, 36, 17, 47]
[16, 11, 12, 10, 44, 41, 1, 0, 13, 14, 39, 50, 43, 40, 3, 40, 21, 49, 41, 40, 43, 15, 50, 41, 12, 5, 12, 42, 20, 3, 49, 13, 26, 49, 2, 9, 15, 26, 42, 7, 49, 2, 0, 8, 47, 14, 38, 16, 34, 15, 28, 32, 2, 27, 7, 16, 30, 15, 10, 11, 22, 27, 28, 29, 14, 38, 12, 10, 18, 20, 17, 40, 4, 4, 31, 41, 36, 20, 8, 41, 5, 8, 20, 43, 47, 15, 19, 35, 2, 8, 47, 0, 45, 31, 44, 41, 26, 18, 10, 33, 40, 8, 22, 22, 1, 25, 30, 5, 41, 39, 7, 18, 22, 32, 40, 38, 11, 3, 22, 27, 22, 42, 27, 45, 34, 35, 37, 1, 21, 5, 17, 1, 15, 23, 18, 14, 20, 11, 18, 29, 0, 8, 5, 19, 1, 5, 33, 4, 46, 30, 22, 8, 38, 37, 35, 7, 1, 12, 33, 43, 26, 34, 29, 9, 0, 33, 13, 29, 4, 8]
[41, 26, 0, 1, 1, 41, 19, 13, 0, 41, 30, 20, 28, 7, 15, 29, 5, 1, 41, 11, 33, 36, 45, 10, 27, 40, 13, 32, 42, 24, 47, 27, 7, 41, 5, 20, 23, 8, 31, 48, 28, 22, 4, 27, 47, 45, 19, 26, 25, 20, 36, 48, 30, 41, 3, 48, 27, 21, 17, 2, 24, 7, 14, 32, 41, 34, 27, 42, 33, 3, 10, 20, 0, 23, 35, 10, 32, 3, 12, 28, 10, 37, 15, 23, 26, 13, 34, 46, 8, 37, 44, 31, 12, 10, 11, 46, 5, 32, 47, 19, 50, 25, 0, 26, 44, 4, 24, 9, 8, 12, 3, 0, 14, 44, 20, 17, 50, 48, 9, 50, 9, 23, 20, 43, 43, 24, 23, 30, 7, 48, 10, 38, 31, 6, 21, 18, 46, 5, 41, 12, 50, 42, 34, 16, 32, 7, 7, 10, 13, 13, 2, 12, 2, 8, 47, 37, 34, 13, 36, 16, 33, 8, 44, 36, 34, 11, 35, 48, 13, 10]
[48, 39, 10, 2, 16, 0, 30, 14, 41, 0, 35, 32, 37, 10, 29, 3, 4, 12, 18, 37, 19, 44, 4, 50, 33, 9, 39, 50, 8, 6, 48, 17, 12, 13, 15, 13, 50, 38, 5, 19, 1, 24, 18, 32, 49, 21, 12, 36, 42, 12, 32, 46, 2, 18, 36, 25, 1, 4, 50, 35, 16, 26, 19, 7, 9, 38, 21, 38, 28, 3, 30, 37, 15, 11, 2, 26, 13, 5, 33, 47, 26, 15, 24, 13, 36, 7, 8, 44, 48, 36, 45, 18, 36, 2, 49, 15, 17, 2, 5, 5, 34, 29, 4, 12, 11, 13, 50, 15, 17, 31, 38, 37, 21, 11, 34, 10, 46, 35, 22, 15, 16, 45, 22, 36, 3, 21, 13, 39, 34, 30, 45, 3, 48, 36, 18, 47, 28, 49, 23, 47, 43, 49, 45, 39, 27, 31, 43, 37, 14, 23, 38, 1, 2, 50, 42, 22, 9, 50, 24, 10, 7, 49, 42, 12, 6, 19, 43, 38, 31, 7]
