N1,N2,...,Nx
[0, 20, 47, 17, 32, 44, 7, 44, 24, 13, 39, 40, 47, 39, 41, 36, 10, 36, 15, 11, 33, 46, 7, 46, 24, 8, 46, 41, 47, 16, 30, 28, 36, 30, 16, 6, 13, 28, 32, 20, 41, 42, 29, 41, 21, 2, 26, 3, 34, 29, 16, 39, 46, 26, 35, 40, 20, 49, 24, 38, 21, 5, 38, 23, 20, 0, 22, 29, 25, 42, 42, 47, 25, 8, 42, 41, 19, 50, 27, 5, 44, 17, 30, 47, 28, 20, 44, 26, 4, 0, 12, 32, 14, 13, 2, 37, 25, 20, 18, 43, 5, 24, 46, 10, 25, 42, 11, 42, 9, 0, 20, 49, 0, 45, 18, 15, 12, 15, 30, 7, 50, 4, 48, 1, 31, 38, 36, 42, 1, 11, 42, 19, 9, 39, 42, 22, 18, 35, 14, 7, 6, 44, 47, 4, 19, 42, 26, 19, 5, 2, 14, 36, 22, 9, 40, 28, 20, 1, 14, 32, 16, 47, 32, 46, 19, 19, 17, 8, 40, 39, 42, 18, 14, 36, 42, 45, 30, 17, 27, 36, 19, 44, 47, 29, 34, 18, 32, 2, 21, 29, 9, 48, 30, 17, 36, 40, 5, 14, 4, 5]
[20, 0, 43, 25, 49, 25, 40, 22, 33, 13, 9, 32, 14, 15, 9, 12, 37, 46, 2, 39, 39, 14, 26, 3, 2, 0, 23, 22, 30, 17, 10, 1, 26, 22, 38, 12, 30, 41, 28, 14, 7, 28, 28, 26, 46, 28, 33, 30, 3, 10, 37, 46, 36, 4, 10, 34, 46, 17, 38, 48, 48, 24, 11, 24, 49, 8, 47, 21, 44, 32, 4, 17, 11, 33, 37, 41, 19, 34, 23, 21, 6, 40, 20, 25, 31, 46, 39, 12, 4, 44, 29, 36, 13, 22, 46, 4, 45, 29, 22, 17, 26, 10, 25, 41, 37, 22, 43, 14, 1, 44, 14, 29, 5, 37, 28, 38, 23, 37, 23, 34, 11, 29, 31, 39, 18, 14, 20, 36, 34, 18, 34, 29, 11, 47, 15, 46, 14, 33, 27, 34, 20, 42, 3, 39, 27, 26, 36, 39, 13, 33, 12, 28, 30, 37, 47, 48, 12, 12, 22, 22, 34, 22, 4, 6, 29, 35, 25, 30, 14, 17, 17, 14, 23, 0, 36, 38, 19, 30, 42, 16, 6, 50, 39, 16, 7, 9, 17, 10, 39, 41, 2, 47, 32, 3, 3, 24, 49, 19, 29, 28]
[47, 43, 0, 3, 33, 12, 30, 15, 16, 7, 16, 50, 10, 29, 46, 16, 16, 29, 36, 48, 47, 0, 2, 33, 9, 1, 6, 35, 44, 34, 46, 36, 24, 10, 41, 4, 45, 19, 30, 18, 4, 12, 5, 38, 24, 31, 1, 39, 20, 31, 47, 12, 22, 29, 27, 30, 21, 49, 22, 43, 9, 12, 48, 28, 17, 45, 11, 38, 10, 6, 32, 1, 11, 25, 16, 22, 5, 13, 39, 42, 30, 24, 2, 34, 45, 19, 27, 11, 10, 15, 43, 5, 13, 10, 9, 42, 49, 4, 27, 30, 40, 11, 19, 6, 43, 4, 46, 18, 37, 23, 42, 18, 23, 25, 16, 50, 2, 17, 15, 13, 22, 3, 32, 45, 32, 19, 30, 7, 18, 45, 34, 16, 3, 48, 16, 47, 16, 49, 10, 0, 48, 25, 41, 46, 19, 10, 12, 42, 28, 37, 23, 15, 1, 27, 17, 12, 44, 18, 28, 2, 23, 2, 44, 44, 4, 3, 22, 1, 33, 14, 22, 48, 4, 34, 19, 5, 6, 20, 7, 2, 11, 20, 19, 9, 28, 9, 42, 14, 1, 2, 38, 35, 35, 39, 46, 17, 2, 25, 43, 31]
[17, 25, 3, 0, 38, 35, 48, 14, 27, 39, 20, 9, 33, 17, 12, 14, 6, 0, 15, 13, 48, 29, 26, 20, 50, 0, 18, 9, 9, 44, 0, 19, 28, 19, 16, 28, 1, 6, 17, 28, 38, 5, 28, 44, 20, 9, 4, 39, 4, 36, 4, 43, 20, 47, 13, 23, 5, 5, 20, 39, 47, 13, 39, 16, 4, 27, 22, 1, 46, 49, 42, 46, 26, 24, 28, 17, 24, 22, 39, 30, 39, 46, 24, 4, 5, 27, 0, 6, 39, 5, 1, 11, 47, 11, 26, 25, 32, 11, 46, 1, 37, 24, 16, 20, 5, 22, 45, 48, 11, 49, 37, 21, 41, 49, 30, 40, 43, 42, 27, 4, 11, 47, 14, 18, 27, 50, 47, 26, 19, 26, 36, 43, 33, 31, 46, 48, 37, 13, 8, 7, 39, 2, 1, 50, 45, 32, 45, 12, 18, 45, 11, 39, 34, 44, 17, 18, 5, 30, 44, 30, 36, 49, 35, 21, 3, 30, 33, 35, 39, 42, 1, 24, 13, 1, 41, 0, 29, 22, 18, 35, 30, 15, 18, 44, 30, 40, 8, 24, 16, 9, 21, 4, 12, 16, 50, 15, 6, 34, 1, 28]
[32, 49, 33, 38, 0, 29, 21, 15, 42, 38, 0, 30, 26, 34, 38, 46, 39, 25, 23, 20, 13, 33, 19, 20, 25, 33, 26, 1, 19, 14, 34, 32, 17, 22, 41, 17, 49, 11, 19, 6, 41, 20, 13, 19, 30, 1, 10, 28, 25, 2, 40, 10, 19, 10, 22, 43, 17, 0, 2, 45, 18, 27, 35, 6, 37, 41, 4, 18, 30, 5, 46, 11, 11, 41, 26, 30, 49, 9, 37, 37, 29, 32, 28, 21, 22, 8, 13, 16, 11, 24, 26, 38, 49, 4, 29, 28, 26, 43, 38, 27, 16, 5, 13, 12, 31, 18, 17, 8, 36, 27, 0, 41, 49, 20, 16, 35, 22, 43, 30, 8, 5, 24, 45, 37, 32, 34, 12, 14, 44, 11, 20, 4, 17, 49, 12, 40, 47, 4, 15, 23, 12, 23, 5, 22, 40, 42, 44, 49, 17, 35, 48, 48, 34, 44, 50, 7, 5, 25, 14, 18, 6, 21, 32, 19, 13, 39, 42, 23, 43, 29, 44, 4, 9, 35, 44, 37, 49, 19, 32, 10, 32, 4, 39, 11, 5, 21, 3, 44, 0, 12, 12, 3, 27, 41, 50, 27, 21, 13, 37, 31]
[44, 25, 12, 35, 29, 0, 41, 33, 47, 6, 0, 39, 25, 9, 19, 19, 13, 0, 0, 10, 32, 37, 2, 6, 1, 47, 42, 40, 16, 43, 0, 38, 47, 7, 23, 38, 13, 5, 36, 9, 5, 17, 25, 1, 49, 36, 34, 42, 44, 38, 8, 38, 50, 46, 15, 46, 27, 19, 17, 45, 48, 48, 0, 24, 28, 8, 48, 4, 26, 15, 20, 30, 17, 11, 39, 23, 39, 22, 42, 33, 2, 26, 3, 42, 25, 42, 42, 37, 13, 13, 1, 27, 36, 34, 32, 50, 5, 1, 47, 21, 37, 5, 1, 22, 0, 48, 0, 14, 21, 22, 23, 41, 45, 29, 49, 20, 32, 44, 29, 22, 32, 31, 9, 49, 47, 16, 4, 24, 39, 46, 32, 15, 10, 34, 23, 14, 34, 17, 1, 30, 34, 24, 4, 40, 28, 28, 11, 45, 24, 15, 10, 49, 26, 1, 26, 44, 5, 8, 17, 15, 8, 21, 22, 9, 27, 39, 36, 40, 27, 3, 38, 49, 29, 36, 49, 14, 19, 46, 9, 45, 35, 45, 36, 28, 18, 2, 26, 18, 44, 17, 23, 44, 8, 13, 47, 47, 40, 21, 29, 6]
[7, 40, 30, 48, 21, 41, 0, 35, 8, 3, 39, 35, 0, 6, 26, 20, 31, 3, 34, 28, 36, 24, 30, 22, 29, 12, 28, 3, 49, 18, 44, 24, 43, 20, 45, 0, 47, 49, 3, 20, 27, 27, 8, 15, 38, 37, 49, 10, 43, 8, 10, 24, 28, 29, 10, 25, 21, 8, 1, 11, 40, 28, 33, 18, 7, 37, 40, 15, 42, 2, 34, 14, 42, 10, 43, 9, 9, 20, 25, 34, 16, 22, 33, 33, 19, 4, 22, 40, 46, 43, 8, 49, 39, 27, 40, 24, 6, 5, 26, 24, 24, 40, 35, 41, 41, 25, 34, 5, 29, 47, 37, 38, 7, 49, 6, 2, 3, 6, 21, 25, 13, 10, 36, 36, 22, 13, 4, 31, 48, 37, 31, 5, 46, 26, 23, 9, 45, 5, 1, 19, 0, 40, 50, 16, 1, 24, 2, 8, 26, 35, 49, 23, 16, 40, 1, 39, 43, 50, 4, 10, 38, 29, 27, 7, 3, 14, 22, 31, 26, 1, 39, 33, 44, 12, 27, 3, 47, 42, 37, 21, 14, 13, 9, 8, 4, 33, 16, 20, 23, 48, 45, 47, 33, 37, 36, 10, 6, 37, 5, 24]
[44, 22, 15, 14, 15, 33, 35, 0, 35, 11, 50, 0, 23, 33, 6, 41, 23, 30, 35, 30, 22, 26, 15, 9, 7, 29, 19, 23, 9, 47, 1, 24, 6, 21, 13, 35, 19, 34, 39, 28, 8, 25, 18, 2, 27, 10, 1, 33, 48, 16, 41, 23, 0, 43, 33, 38, 18, 40, 33, 11, 21, 11, 32, 45, 15, 17, 15, 3, 26, 1, 20, 8, 49, 4, 2, 19, 48, 41, 35, 10, 16, 50, 30, 41, 6, 15, 7, 30, 8, 9, 25, 32, 15, 10, 2, 29, 27, 38, 4, 33, 3, 21, 50, 14, 30, 4, 5, 34, 46, 33, 22, 37, 5, 35, 15, 43, 50, 23, 12, 44, 36, 26, 8, 16, 16, 5, 44, 49, 23, 44, 31, 3, 23, 7, 34, 3, 39, 44, 26, 1, 27, 47, 21, 17, 27, 41, 40, 30, 21, 34, 21, 48, 41, 4, 9, 28, 14, 49, 11, 16, 18, 43, 46, 42, 0, 30, 10, 3, 14, 27, 35, 43, 48, 7, 36, 45, 2, 49, 9, 39, 9, 2, 30, 28, 27, 38, 23, 22, 6, 27, 6, 23, 45, 2, 11, 38, 8, 34, 18, 19]
[24, 33, 16, 27, 42, 47, 8, 35, 0, 41, 46, 34, 1, 39, 31, 10, 36, 14, 20, 43, 43, 11, 38, 41, 10, 14, 33, 30, 13, 26, 36, 11, 40, 31, 35, 19, 15, 36, 3, 21, 9, 35, 40, 50, 1, 33, 21, 37, 11, 44, 49, 9, 45, 0, 5, 47, 46, 39, 48, 0, 44, 10, 17, 13, 11, 23, 2, 27, 17, 50, 23, 42, 0, 34, 31, 33, 39, 37, 48, 1, 1, 24, 38, 10, 18, 41, 38, 44, 7, 41, 26, 9, 1, 0, 11, 37, 3, 47, 41, 43, 16, 30, 7, 32, 39, 26, 20, 4, 4, 33, 17, 47, 23, 2, 11, 35, 33, 49, 35, 16, 4, 36, 13, 23, 32, 26, 19, 0, 7, 48, 18, 3, 5, 24, 40, 30, 45, 29, 38, 46, 24, 31, 27, 18, 0, 45, 14, 3, 49, 42, 14, 14, 42, 7, 39, 21, 5, 35, 28, 43, 16, 19, 19, 24, 40, 45, 32, 2, 32, 44, 45, 20, 47, 1, 26, 42, 9, 49, 5, 31, 29, 2, 20, 49, 33, 37, 21, 24, 25, 8, 49, 45, 41, 10, 43, 15, 16, 28, 30, 16]
[13, 13, 7, 39, 38, 6, 3, 11, 41, 0, 29, 19, 18, 1, 6, 6, 50, 5, 5, 3, 25, 37, 6, 12, 28, 17, 24, 24, 7, 21, 19, 5, 34, 6, 16, 18, 26, 21, 19, 34, 7, 50, 23, 27, 1, 2, 34, 41, 15, 24, 20, 45, 24, 3, 1, 9, 29, 41, 33, 43, 49, 4, 9, 41, 28, 15, 19, 6, 8, 26, 38, 10, 31, 37, 43, 21, 7, 42, 15, 42, 1, 34, 19, 40, 25, 10, 28, 2, 36, 34, 28, 49, 42, 34, 15, 8, 4, 12, 29, 40, 46, 9, 13, 11, 34, 13, 19, 40, 49, 2, 32, 1, 26, 28, 33, 36, 34, 30, 38, 8, 12, 41, 2, 43, 48, 30, 48, 47, 32, 34, 21, 32, 45, 9, 1, 2, 26, 14, 23, 16, 28, 49, 37, 45, 21, 47, 39, 25, 40, 12, 48, 20, 40, 0, 8, 44, 19, 33, 24, 14, 19, 39, 36, 33, 23, 20, 24, 35, 5, 36, 11, 3, 23, 11, 8, 12, 7, 22, 6, 16, 4, 28, 50, 20, 0, 40, 37, 0, 50, 47, 46, 35, 45, 5, 47, 7, 24, 47, 45, 23]
[39, 9, 16, 20, 0, 0, 39, 50, 46, 29, 0, 4, 17, 6, 12, 40, 43, 38, 17, 30, 32, 15, 41, 48, 11, 27, 27, 42, 29, 4, 33, 1, 18, 33, 10, 19, 29, 45, 2, 44, 26, 32, 25, 0, 6, 2, 14, 20, 9, 33, 0, 18, 19, 19, 37, 24, 32, 36, 24, 48, 22, 39, 30, 19, 17, 4, 24, 33, 11, 45, 33, 21, 46, 34, 2, 13, 12, 0, 28, 50, 5, 23, 6, 45, 32, 39, 3, 21, 25, 36, 20, 3, 19, 15, 34, 9, 9, 6, 14, 16, 33, 15, 28, 34, 26, 32, 2, 26, 48, 30, 19, 40, 49, 34, 22, 24, 25, 10, 46, 12, 13, 4, 24, 3, 19, 28, 14, 21, 1, 1, 18, 34, 16, 15, 0, 47, 47, 7, 47, 32, 8, 47, 50, 27, 8, 3, 41, 16, 49, 40, 13, 34, 22, 10, 20, 17, 5, 2, 43, 12, 24, 50, 47, 5, 27, 30, 33, 8, 19, 47, 30, 10, 13, 41, 41, 14, 11, 22, 3, 28, 33, 44, 17, 27, 34, 27, 20, 14, 0, 32, 20, 19, 20, 30, 26, 19, 4, 9, 50, 34]
[40, 32, 50, 9, 30, 39, 35, 0, 34, 19, 4, 0, 24, 30, 25, 15, 47, 0, 29, 17, 10, 11, 21, 18, 37, 1, 47, 20, 45, 5, 49, 39, 42, 40, 6, 9, 18, 39, 5, 18, 5, 41, 35, 49, 36, 25, 43, 0, 15, 35, 23, 4, 1, 23, 4, 14, 41, 31, 10, 26, 30, 40, 14, 6, 22, 32, 1, 3, 5, 15, 42, 48, 32, 9, 24, 28, 38, 40, 10, 7, 23, 40, 5, 10, 49, 2, 18, 45, 30, 9, 1, 38, 4, 46, 42, 8, 37, 11, 7, 0, 6, 25, 2, 13, 5, 48, 1, 34, 5, 7, 42, 23, 29, 19, 1, 39, 29, 15, 41, 40, 46, 46, 20, 26, 20, 45, 5, 15, 0, 7, 5, 5, 37, 38, 29, 7, 50, 10, 25, 40, 6, 29, 14, 36, 12, 23, 46, 24, 46, 12, 25, 43, 37, 26, 12, 17, 31, 50, 34, 27, 8, 44, 12, 26, 44, 40, 20, 15, 40, 48, 34, 13, 27, 22, 41, 26, 42, 1, 19, 36, 24, 6, 18, 28, 23, 29, 29, 7, 38, 29, 15, 27, 28, 26, 5, 38, 34, 17, 34, 7]
[47, 14, 10, 33, 26, 25, 0, 23, 1, 18, 17, 24, 0, 10, 7, 40, 36, 48, 29, 50, 16, 39, 23, 24, 33, 49, 5, 36, 2, 36, 30, 31, 9, 37, 3, 17, 1, 43, 32, 32, 33, 26, 34, 4, 4, 29, 16, 8, 29, 42, 17, 9, 8, 32, 29, 10, 6, 48, 44, 47, 18, 38, 4, 1, 9, 22, 29, 22, 45, 22, 7, 46, 18, 38, 0, 35, 28, 43, 19, 3, 32, 9, 15, 20, 3, 16, 15, 18, 4, 41, 49, 20, 31, 43, 0, 31, 38, 7, 0, 29, 39, 42, 19, 37, 45, 35, 31, 27, 43, 18, 33, 4, 35, 13, 24, 34, 48, 24, 2, 45, 6, 43, 48, 16, 50, 15, 32, 27, 26, 7, 17, 24, 44, 45, 10, 18, 10, 16, 5, 0, 28, 27, 9, 43, 40, 49, 11, 24, 5, 47, 25, 34, 8, 7, 43, 29, 6, 45, 22, 36, 34, 23, 25, 29, 10, 29, 28, 0, 12, 22, 46, 47, 26, 25, 38, 31, 34, 19, 14, 13, 9, 50, 37, 34, 44, 43, 45, 48, 10, 2, 4, 48, 37, 24, 29, 32, 28, 5, 45, 19]
