N1,N2,...,Nx
[0, 2, 44, 14, 12, 12, 7, 41, 34, 49, 29, 19, 15, 36, 7, 6, 0, 45, 25, 14, 45, 1, 24, 33, 2, 19, 32, 41, 6, 49, 42, 23, 35, 4, 32, 28, 35, 41, 21, 3, 6, 25, 13, 19, 23, 22, 3, 32, 1, 10, 5, 17, 38, 23, 14, 27, 27, 26, 21, 46, 26, 23, 18, 47, 21, 12, 35, 39, 1, 6, 38, 34, 46, 12, 19, 26, 24, 0, 45, 19, 47, 15, 19, 16, 25, 6, 22, 32, 43, 7, 1, 30, 20, 36, 43, 14, 40, 9, 38, 50, 30, 28, 1, 37, 49, 0, 32, 9, 46, 26, 17, 47, 37, 37, 48, 19, 29, 27, 48, 43, 32, 42, 41, 45, 8, 27, 33, 33, 31, 16, 11, 3, 13, 32, 42, 11, 31, 29, 38, 29, 43, 2, 18, 18, 49, 8]
[2, 0, 13, 24, 48, 36, 34, 9, 21, 20, 30, 23, 33, 44, 0, 41, 46, 31, 43, 5, 30, 12, 25, 11, 16, 0, 24, 30, 17, 45, 18, 23, 18, 38, 21, 45, 50, 1, 18, 5, 31, 39, 45, 43, 23, 47, 33, 20, 36, 18, 14, 2, 33, 21, 14, 22, 27, 45, 11, 17, 28, 10, 49, 35, 0, 9, 50, 14, 11, 46, 26, 23, 10, 36, 37, 17, 15, 10, 41, 10, 17, 37, 22, 46, 18, 21, 6, 13, 47, 45, 46, 19, 13, 48, 21, 1, 22, 42, 46, 47, 46, 30, 0, 36, 5, 13, 48, 18, 30, 17, 27, 49, 3, 50, 30, 23, 26, 1, 5, 8, 46, 14, 41, 37, 49, 29, 26, 1, 38, 2, 11, 38, 24, 2, 19, 2, 35, 30, 29, 6, 1, 21, 3, 37, 30, 14]
[44, 13, 0, 19, 30, 50, 47, 22, 46, 5, 47, 41, 48, 41, 50, 8, 47, 22, 4, 39, 0, 10, 34, 29, 4, 42, 30, 15, 46, 39, 8, 31, 15, 28, 27, 2, 19, 4, 40, 50, 37, 9, 49, 35, 5, 19, 34, 38, 2, 24, 7, 6, 5, 33, 10, 46, 22, 46, 0, 28, 7, 5, 18, 42, 9, 35, 31, 7, 12, 31, 25, 25, 49, 35, 15, 43, 40, 9, 45, 22, 43, 25, 47, 15, 49, 10, 1, 12, 50, 47, 31, 6, 25, 36, 34, 42, 43, 3, 50, 23, 23, 35, 35, 22, 19, 6, 32, 23, 49, 6, 9, 17, 21, 25, 45, 15, 29, 29, 44, 24, 38, 36, 28, 42, 1, 27, 6, 1, 15, 16, 23, 19, 28, 16, 24, 25, 7, 49, 34, 17, 25, 9, 34, 12, 2, 39]
[14, 24, 19, 0, 25, 1, 43, 48, 27, 23, 47, 12, 18, 38, 4, 50, 37, 2, 2, 44, 34, 33, 31, 2, 48, 12, 9, 50, 26, 29, 46, 11, 39, 38, 22, 29, 29, 9, 41, 22, 34, 3, 6, 22, 13, 47, 6, 39, 1, 27, 20, 42, 10, 18, 22, 11, 17, 26, 28, 17, 6, 6, 6, 30, 1, 29, 38, 29, 10, 24, 4, 37, 31, 26, 48, 39, 1, 11, 28, 24, 15, 50, 44, 12, 42, 42, 18, 36, 26, 12, 21, 49, 43, 10, 24, 35, 18, 15, 35, 32, 38, 50, 15, 1, 31, 16, 6, 13, 17, 50, 13, 48, 29, 29, 7, 48, 27, 11, 6, 1, 19, 36, 16, 40, 5, 27, 26, 44, 9, 29, 48, 5, 32, 9, 19, 15, 34, 17, 34, 3, 44, 29, 46, 10, 0, 15]
[12, 48, 30, 25, 0, 13, 49, 1, 12, 11, 11, 23, 4, 2, 12, 4, 2, 8, 23, 16, 41, 26, 45, 10, 31, 38, 40, 47, 49, 28, 25, 49, 42, 41, 16, 28, 40, 7, 1, 14, 47, 23, 8, 27, 5, 48, 7, 21, 35, 38, 47, 50, 49, 13, 29, 11, 49, 28, 50, 49, 31, 15, 7, 33, 35, 16, 41, 22, 32, 33, 5, 2, 9, 40, 17, 30, 8, 50, 15, 4, 1, 48, 31, 25, 37, 50, 12, 39, 4, 15, 46, 27, 49, 18, 39, 18, 40, 26, 13, 50, 4, 5, 35, 12, 35, 48, 41, 35, 26, 36, 30, 0, 7, 2, 1, 31, 27, 9, 50, 31, 12, 24, 35, 10, 31, 35, 36, 32, 38, 42, 28, 12, 20, 28, 7, 31, 3, 22, 9, 42, 7, 49, 11, 15, 38, 21]
[12, 36, 50, 1, 13, 0, 8, 16, 10, 45, 45, 10, 27, 48, 34, 10, 40, 16, 6, 33, 23, 18, 45, 19, 7, 11, 15, 18, 19, 21, 26, 19, 10, 34, 26, 12, 25, 37, 36, 6, 32, 11, 14, 34, 44, 37, 22, 11, 39, 1, 9, 11, 7, 38, 0, 50, 20, 2, 23, 5, 29, 36, 39, 25, 34, 7, 5, 24, 29, 6, 25, 42, 49, 28, 3, 18, 5, 30, 38, 45, 38, 20, 36, 15, 31, 47, 25, 1, 27, 11, 30, 46, 18, 1, 41, 8, 36, 4, 10, 40, 7, 38, 30, 45, 16, 35, 49, 13, 39, 21, 20, 48, 20, 23, 33, 4, 31, 13, 48, 31, 41, 38, 19, 4, 10, 5, 7, 33, 34, 12, 11, 14, 44, 4, 12, 35, 35, 47, 26, 20, 21, 29, 42, 17, 13, 5]
[7, 34, 47, 43, 49, 8, 0, 46, 26, 32, 13, 50, 0, 8, 32, 46, 10, 25, 21, 26, 43, 16, 27, 14, 21, 33, 11, 15, 12, 30, 6, 48, 42, 45, 10, 26, 7, 13, 49, 24, 4, 11, 24, 0, 48, 41, 32, 4, 14, 49, 3, 17, 20, 6, 20, 9, 3, 37, 24, 11, 32, 13, 20, 49, 9, 29, 41, 42, 19, 44, 17, 36, 13, 6, 18, 15, 40, 34, 32, 10, 0, 21, 20, 47, 40, 17, 22, 41, 20, 33, 22, 45, 30, 32, 21, 35, 20, 16, 28, 49, 24, 20, 15, 32, 49, 5, 4, 16, 35, 35, 28, 48, 34, 21, 34, 30, 2, 44, 20, 36, 16, 10, 33, 1, 46, 24, 46, 27, 16, 22, 17, 30, 11, 17, 27, 36, 21, 0, 9, 21, 5, 39, 6, 47, 15, 19]
[41, 9, 22, 48, 1, 16, 46, 0, 49, 31, 45, 19, 34, 45, 46, 14, 30, 44, 16, 25, 7, 15, 44, 27, 28, 34, 46, 25, 11, 4, 34, 26, 43, 11, 49, 47, 7, 45, 45, 42, 30, 1, 10, 18, 12, 36, 29, 39, 7, 15, 4, 11, 1, 19, 8, 35, 11, 1, 27, 47, 2, 46, 43, 33, 26, 15, 21, 8, 36, 12, 15, 29, 20, 26, 10, 35, 32, 38, 19, 43, 4, 37, 46, 7, 7, 12, 25, 44, 47, 39, 29, 9, 11, 20, 0, 37, 13, 36, 41, 50, 32, 34, 5, 1, 23, 19, 17, 3, 47, 30, 36, 49, 42, 26, 29, 17, 38, 50, 47, 22, 2, 22, 0, 46, 31, 49, 24, 38, 3, 23, 49, 14, 31, 0, 8, 26, 37, 40, 45, 46, 9, 5, 14, 34, 44, 36]
[34, 21, 46, 27, 12, 10, 26, 49, 0, 48, 16, 46, 47, 24, 12, 5, 49, 49, 39, 24, 42, 38, 12, 39, 10, 10, 24, 21, 39, 26, 24, 21, 9, 2, 40, 48, 21, 5, 10, 10, 23, 7, 14, 25, 0, 25, 33, 37, 21, 43, 2, 42, 1, 46, 24, 41, 38, 17, 15, 12, 37, 32, 42, 29, 23, 40, 48, 9, 20, 2, 9, 23, 33, 6, 23, 28, 45, 32, 4, 47, 9, 38, 30, 45, 42, 11, 39, 6, 39, 45, 34, 28, 43, 38, 27, 43, 44, 34, 32, 47, 25, 24, 50, 29, 11, 17, 42, 30, 1, 38, 30, 12, 33, 14, 23, 1, 47, 43, 21, 32, 17, 50, 45, 4, 25, 32, 43, 49, 50, 49, 12, 7, 36, 44, 45, 47, 2, 17, 19, 37, 16, 46, 43, 10, 8, 9]
[49, 20, 5, 23, 11, 45, 32, 31, 48, 0, 5, 7, 18, 29, 9, 11, 26, 47, 47, 45, 28, 6, 48, 29, 33, 23, 24, 2, 22, 43, 50, 22, 15, 46, 13, 22, 44, 48, 8, 27, 14, 27, 45, 8, 6, 23, 33, 31, 0, 7, 23, 20, 10, 3, 42, 43, 38, 25, 36, 22, 14, 39, 49, 31, 41, 29, 34, 12, 20, 9, 27, 23, 19, 11, 47, 20, 23, 45, 19, 2, 14, 19, 25, 32, 47, 11, 30, 38, 43, 35, 43, 38, 15, 13, 40, 4, 27, 0, 15, 6, 27, 30, 32, 14, 15, 34, 42, 4, 38, 11, 31, 5, 34, 5, 44, 11, 46, 49, 32, 15, 48, 50, 30, 26, 43, 42, 44, 26, 3, 7, 47, 33, 2, 26, 0, 32, 1, 13, 44, 18, 33, 1, 12, 6, 19, 23]
