N1,N2,...,Nx
[0, 37, 4, 32, 8, 37, 16, 43, 17, 19, 39, 45, 3, 20, 1, 3, 48, 2, 34, 5, 18, 26, 37, 42, 44, 19, 23, 11, 17, 46, 48, 4, 48, 27, 50, 45, 8, 6, 23, 16, 19, 15, 30, 48, 24, 0, 37, 5, 40, 1, 15, 11, 4, 39, 17, 9, 32, 2, 30, 15, 45, 42, 5, 7, 30, 23, 29, 29, 39, 6, 32, 49, 35, 14, 13, 33, 49, 49, 33, 22, 37, 10, 21, 11, 6, 11, 12, 44, 10, 11, 35, 26, 23, 13, 21, 15, 20, 16, 37, 17, 49, 40, 28, 5, 8, 22, 46, 3, 1, 47, 38, 10, 32, 40, 43, 15, 14, 45, 2, 17, 26, 43, 28, 49, 0, 30, 10, 49, 23, 17, 20, 2, 1, 29, 7, 45, 19, 38, 18, 26, 38, 11, 4, 32, 10, 23, 37, 38, 15, 41, 40, 2, 43, 6, 5, 11, 18, 1, 27, 41, 13, 21, 15, 10, 34, 8, 7, 23, 40, 2, 37, 31, 45, 46, 9]
[37, 0, 29, 14, 31, 8, 6, 32, 48, 21, 39, 50, 7, 19, 34, 15, 10, 27, 10, 5, 40, 50, 30, 5, 49, 35, 13, 49, 39, 31, 32, 18, 12, 38, 32, 17, 44, 9, 5, 18, 47, 16, 31, 12, 32, 24, 11, 3, 22, 29, 12, 30, 1, 41, 4, 42, 10, 18, 26, 8, 5, 49, 15, 5, 6, 11, 7, 6, 2, 27, 11, 26, 2, 3, 8, 39, 12, 18, 1, 41, 49, 13, 14, 13, 44, 13, 20, 46, 4, 32, 30, 38, 9, 42, 24, 37, 41, 50, 40, 0, 9, 13, 27, 41, 49, 33, 45, 34, 11, 7, 49, 32, 7, 6, 14, 49, 42, 11, 11, 28, 30, 33, 44, 41, 25, 43, 23, 23, 11, 44, 8, 27, 45, 37, 42, 24, 49, 8, 25, 44, 27, 6, 36, 7, 13, 44, 26, 20, 5, 1, 48, 42, 8, 32, 32, 32, 44, 48, 21, 1, 39, 30, 28, 36, 32, 9, 10, 15, 8, 0, 4, 27, 8, 2, 31]
[4, 29, 0, 30, 35, 49, 27, 33, 21, 21, 47, 21, 15, 38, 17, 23, 49, 11, 18, 10, 26, 15, 3, 19, 42, 10, 5, 36, 50, 20, 28, 22, 47, 17, 23, 29, 49, 50, 19, 17, 12, 30, 26, 9, 10, 27, 48, 17, 11, 6, 9, 40, 44, 5, 2, 22, 9, 43, 29, 18, 24, 8, 6, 39, 17, 36, 40, 21, 39, 0, 31, 42, 17, 20, 16, 48, 14, 36, 2, 50, 23, 11, 36, 26, 8, 28, 26, 16, 23, 48, 46, 12, 19, 11, 18, 5, 44, 18, 21, 5, 3, 25, 37, 44, 30, 0, 27, 31, 22, 18, 34, 11, 27, 49, 6, 8, 31, 7, 17, 2, 22, 15, 16, 50, 15, 44, 50, 20, 7, 20, 31, 12, 17, 8, 24, 42, 9, 31, 26, 2, 20, 50, 42, 20, 5, 2, 21, 7, 46, 21, 28, 13, 44, 2, 25, 3, 18, 22, 16, 11, 49, 36, 14, 39, 30, 16, 49, 4, 48, 1, 11, 48, 39, 40, 29]
[32, 14, 30, 0, 25, 22, 21, 11, 16, 35, 16, 23, 45, 17, 9, 36, 37, 23, 27, 26, 46, 11, 8, 30, 6, 9, 35, 20, 33, 47, 23, 8, 14, 25, 43, 14, 17, 46, 1, 33, 33, 5, 10, 10, 17, 19, 8, 32, 25, 14, 27, 47, 16, 28, 0, 17, 31, 21, 27, 32, 1, 12, 10, 27, 27, 11, 43, 1, 10, 29, 22, 3, 3, 15, 16, 29, 44, 11, 23, 46, 18, 46, 15, 38, 34, 37, 1, 13, 41, 15, 16, 37, 15, 30, 48, 26, 41, 7, 0, 18, 34, 13, 31, 7, 5, 4, 9, 47, 38, 17, 11, 39, 42, 2, 49, 27, 17, 45, 35, 2, 38, 33, 19, 45, 48, 39, 41, 12, 21, 46, 35, 38, 18, 38, 19, 48, 3, 5, 34, 7, 4, 31, 25, 39, 34, 17, 43, 18, 32, 44, 34, 0, 28, 17, 48, 13, 14, 7, 8, 43, 20, 36, 18, 1, 43, 24, 8, 17, 11, 15, 0, 14, 40, 3, 21]
[8, 31, 35, 25, 0, 3, 7, 18, 15, 2, 48, 27, 43, 24, 42, 47, 7, 12, 46, 30, 3, 11, 36, 16, 49, 12, 46, 50, 43, 25, 45, 4, 36, 6, 24, 43, 50, 15, 31, 40, 9, 49, 17, 4, 1, 5, 14, 18, 0, 20, 39, 6, 33, 15, 29, 20, 45, 9, 17, 45, 17, 18, 29, 10, 2, 32, 11, 38, 40, 37, 40, 15, 24, 26, 3, 47, 17, 49, 35, 24, 6, 34, 18, 44, 23, 6, 49, 11, 22, 34, 21, 36, 5, 21, 45, 45, 27, 10, 44, 3, 39, 42, 43, 46, 31, 17, 12, 37, 31, 15, 50, 34, 3, 20, 3, 3, 34, 39, 43, 30, 29, 6, 20, 41, 6, 1, 29, 18, 39, 16, 1, 33, 45, 13, 33, 30, 31, 46, 46, 15, 19, 46, 34, 24, 47, 44, 15, 3, 4, 3, 16, 41, 16, 22, 13, 28, 7, 33, 41, 29, 4, 13, 11, 15, 20, 14, 36, 33, 31, 13, 18, 38, 40, 33, 32]
[37, 8, 49, 22, 3, 0, 24, 30, 8, 41, 14, 30, 3, 10, 43, 29, 21, 17, 46, 12, 24, 36, 38, 50, 46, 11, 32, 26, 14, 17, 33, 19, 46, 49, 5, 27, 23, 33, 40, 37, 23, 31, 34, 9, 21, 27, 28, 43, 17, 21, 38, 46, 13, 13, 36, 19, 4, 44, 50, 29, 41, 24, 16, 13, 29, 30, 32, 34, 10, 17, 33, 23, 23, 26, 0, 22, 5, 45, 14, 6, 44, 6, 24, 21, 37, 26, 48, 39, 37, 21, 24, 12, 24, 0, 25, 15, 4, 0, 3, 38, 25, 16, 27, 25, 38, 49, 0, 39, 18, 42, 7, 27, 38, 27, 47, 5, 29, 6, 45, 11, 40, 26, 19, 36, 46, 40, 25, 17, 14, 17, 4, 20, 27, 32, 34, 27, 19, 28, 39, 27, 17, 21, 43, 9, 35, 10, 1, 13, 23, 36, 27, 28, 21, 9, 4, 10, 44, 6, 32, 39, 40, 24, 9, 26, 8, 47, 46, 36, 34, 50, 26, 19, 37, 44, 38]
[16, 6, 27, 21, 7, 24, 0, 23, 4, 31, 47, 4, 36, 34, 13, 48, 15, 7, 49, 29, 25, 15, 41, 11, 1, 36, 38, 17, 44, 7, 34, 15, 10, 9, 39, 30, 22, 49, 14, 11, 30, 29, 33, 23, 50, 33, 7, 28, 28, 15, 3, 13, 4, 27, 40, 45, 18, 21, 35, 23, 35, 48, 18, 22, 9, 1, 48, 37, 43, 2, 46, 9, 34, 17, 29, 30, 3, 33, 28, 41, 12, 41, 37, 50, 45, 49, 21, 21, 5, 26, 45, 4, 49, 6, 48, 9, 24, 1, 11, 40, 48, 34, 17, 2, 0, 5, 39, 36, 34, 13, 49, 32, 23, 9, 36, 19, 11, 6, 24, 41, 6, 30, 19, 21, 43, 2, 7, 30, 42, 35, 32, 39, 32, 30, 30, 19, 45, 42, 14, 46, 48, 27, 26, 26, 38, 25, 16, 7, 28, 11, 3, 34, 12, 31, 48, 27, 4, 35, 24, 41, 2, 11, 12, 34, 28, 42, 43, 49, 14, 39, 1, 35, 39, 19, 46]
[43, 32, 33, 11, 18, 30, 23, 0, 40, 37, 43, 8, 30, 22, 13, 29, 41, 32, 31, 3, 45, 14, 20, 48, 24, 25, 8, 11, 10, 43, 22, 35, 41, 43, 19, 3, 37, 7, 28, 26, 48, 8, 4, 31, 50, 34, 16, 29, 2, 32, 5, 40, 29, 14, 27, 10, 9, 15, 42, 25, 16, 36, 45, 13, 43, 16, 6, 41, 31, 35, 2, 19, 5, 38, 5, 40, 38, 12, 16, 44, 50, 29, 8, 31, 13, 34, 35, 1, 35, 24, 27, 19, 21, 4, 3, 25, 4, 12, 19, 46, 50, 44, 39, 39, 31, 31, 26, 18, 1, 46, 16, 48, 16, 5, 27, 44, 18, 8, 27, 14, 25, 11, 11, 34, 23, 39, 0, 27, 13, 12, 17, 0, 28, 23, 34, 0, 35, 17, 47, 50, 7, 23, 9, 11, 12, 44, 23, 36, 13, 36, 18, 38, 9, 21, 48, 22, 22, 38, 49, 38, 30, 25, 20, 7, 12, 10, 4, 18, 37, 47, 35, 31, 45, 16, 1]
[17, 48, 21, 16, 15, 8, 4, 40, 0, 37, 19, 45, 24, 50, 38, 7, 35, 22, 33, 44, 27, 29, 47, 23, 4, 36, 43, 26, 38, 0, 41, 22, 20, 45, 1, 48, 48, 32, 42, 46, 43, 19, 24, 22, 13, 24, 49, 20, 6, 27, 30, 40, 41, 25, 38, 25, 7, 31, 11, 19, 2, 39, 42, 22, 4, 10, 15, 48, 1, 20, 40, 22, 26, 32, 41, 4, 17, 45, 16, 44, 20, 30, 35, 21, 17, 30, 29, 10, 7, 45, 20, 9, 18, 27, 10, 6, 10, 48, 27, 26, 37, 30, 16, 10, 13, 32, 19, 37, 48, 18, 50, 29, 38, 19, 44, 47, 8, 6, 21, 32, 6, 38, 50, 3, 22, 31, 48, 13, 30, 39, 0, 41, 14, 9, 10, 20, 43, 37, 7, 31, 14, 47, 18, 8, 33, 33, 13, 45, 12, 23, 35, 19, 16, 20, 47, 35, 38, 44, 42, 50, 3, 6, 34, 45, 15, 49, 33, 16, 44, 37, 34, 4, 47, 46, 30]
[19, 21, 21, 35, 2, 41, 31, 37, 37, 0, 20, 2, 37, 43, 44, 23, 8, 2, 20, 50, 27, 37, 33, 49, 3, 24, 36, 2, 37, 17, 9, 10, 43, 30, 38, 27, 9, 28, 47, 46, 35, 16, 22, 22, 24, 26, 49, 13, 26, 31, 23, 21, 31, 24, 15, 20, 21, 34, 3, 19, 24, 8, 25, 0, 22, 5, 33, 47, 6, 37, 13, 42, 46, 8, 9, 10, 42, 43, 23, 26, 19, 28, 21, 40, 50, 13, 38, 45, 33, 23, 40, 8, 13, 22, 15, 38, 15, 14, 16, 0, 12, 42, 28, 31, 41, 10, 29, 37, 36, 11, 10, 41, 18, 12, 50, 11, 15, 37, 33, 32, 33, 0, 50, 35, 1, 32, 44, 40, 50, 41, 7, 5, 40, 3, 38, 5, 48, 30, 34, 18, 23, 36, 27, 7, 28, 9, 36, 30, 7, 35, 11, 12, 41, 15, 17, 3, 14, 47, 39, 3, 10, 35, 13, 8, 16, 42, 35, 18, 4, 7, 9, 19, 4, 47, 24]
