N1,N2,...,Nx
[0, 39, 4, 23, 9, 19, 12, 29, 2, 38, 13, 34, 7, 15, 42, 45, 39, 14, 48, 31, 27, 15, 40, 3, 49, 1, 36, 23, 34, 47, 11, 11, 41, 11, 32, 17, 33, 23, 7, 16, 23, 9, 33, 36, 38, 33, 14, 44, 21, 49, 2, 37, 48, 10, 0, 11, 12, 25, 31, 43, 25, 18, 9, 48, 3, 2, 46, 36, 13, 49, 5, 11, 45, 34, 30, 44, 47, 10, 30, 48, 24, 14, 2, 46, 41, 6, 49, 36, 17, 27, 34, 31, 26, 44, 35, 0, 22, 33, 13, 3, 39, 24, 32, 12, 21, 15, 43, 2, 1, 17, 44, 26, 18, 34, 41, 33, 2, 16, 1, 38, 46, 39, 9, 48, 17, 44, 21, 16, 20, 40, 7, 31, 25, 37, 31, 1, 7, 22, 5, 30, 2, 23, 50, 29, 35, 36, 17, 48, 49, 41, 43, 5, 41, 5, 4, 7, 25, 50, 12, 25, 17, 0, 39]
[39, 0, 21, 32, 36, 43, 9, 30, 15, 1, 39, 10, 20, 23, 24, 23, 18, 40, 27, 50, 21, 28, 43, 31, 8, 4, 22, 21, 47, 14, 0, 41, 48, 46, 17, 18, 12, 49, 48, 33, 24, 17, 32, 2, 1, 38, 12, 5, 40, 6, 28, 46, 22, 29, 41, 38, 25, 39, 13, 3, 39, 37, 7, 43, 27, 39, 32, 31, 24, 27, 30, 1, 6, 40, 27, 33, 27, 22, 42, 6, 45, 49, 43, 37, 5, 32, 18, 1, 4, 43, 31, 26, 47, 5, 26, 31, 17, 34, 49, 44, 13, 46, 47, 32, 45, 11, 24, 45, 40, 44, 35, 48, 1, 23, 42, 22, 17, 48, 2, 45, 6, 29, 39, 13, 32, 0, 18, 30, 33, 49, 18, 10, 43, 42, 36, 32, 33, 6, 27, 26, 10, 6, 23, 10, 2, 35, 12, 10, 15, 21, 45, 37, 29, 38, 30, 46, 18, 18, 29, 38, 31, 41, 24]
[4, 21, 0, 46, 27, 47, 27, 27, 31, 24, 3, 3, 27, 12, 21, 11, 33, 33, 10, 30, 12, 50, 29, 26, 25, 16, 0, 23, 37, 50, 21, 24, 7, 34, 28, 0, 4, 49, 36, 18, 50, 49, 1, 39, 45, 8, 17, 5, 50, 49, 35, 29, 29, 5, 9, 13, 35, 25, 29, 27, 17, 21, 19, 13, 27, 35, 30, 21, 30, 48, 4, 3, 3, 3, 45, 41, 47, 20, 11, 9, 46, 41, 5, 3, 8, 11, 47, 36, 27, 24, 25, 4, 41, 23, 36, 45, 49, 14, 38, 16, 20, 2, 36, 21, 21, 4, 23, 34, 19, 40, 14, 44, 8, 18, 25, 28, 46, 42, 13, 19, 10, 2, 32, 32, 29, 22, 6, 48, 50, 15, 4, 10, 27, 15, 32, 29, 46, 34, 33, 25, 1, 2, 4, 27, 26, 37, 47, 4, 10, 1, 9, 9, 4, 29, 1, 23, 30, 49, 17, 9, 27, 31, 30]
[23, 32, 46, 0, 13, 45, 14, 48, 6, 46, 39, 39, 2, 47, 47, 24, 22, 43, 5, 30, 18, 50, 4, 47, 5, 18, 6, 34, 45, 25, 47, 49, 6, 4, 3, 20, 16, 32, 28, 28, 10, 40, 13, 6, 25, 14, 44, 14, 30, 43, 0, 13, 9, 43, 3, 14, 5, 7, 27, 29, 2, 25, 9, 50, 20, 12, 17, 6, 46, 10, 18, 13, 1, 5, 38, 37, 3, 22, 39, 36, 24, 15, 24, 13, 34, 29, 42, 37, 41, 29, 20, 44, 25, 7, 27, 39, 35, 46, 29, 19, 15, 38, 7, 6, 37, 19, 7, 46, 7, 41, 10, 1, 26, 50, 37, 35, 40, 42, 3, 3, 17, 21, 10, 12, 30, 18, 48, 34, 29, 31, 8, 2, 15, 26, 50, 38, 37, 5, 48, 49, 34, 47, 47, 29, 20, 34, 17, 12, 6, 27, 0, 36, 28, 3, 26, 25, 17, 9, 50, 24, 9, 26, 35]
[9, 36, 27, 13, 0, 20, 38, 25, 16, 29, 28, 9, 35, 3, 5, 36, 22, 28, 26, 48, 47, 26, 6, 13, 50, 29, 10, 44, 39, 10, 16, 15, 43, 2, 42, 25, 10, 8, 9, 6, 25, 5, 0, 25, 5, 44, 25, 33, 1, 17, 14, 36, 12, 21, 27, 22, 47, 30, 38, 46, 39, 20, 12, 39, 45, 7, 15, 5, 42, 33, 26, 47, 43, 3, 50, 34, 15, 38, 15, 21, 33, 39, 7, 33, 32, 50, 20, 13, 35, 25, 21, 9, 28, 9, 40, 20, 3, 15, 30, 45, 30, 35, 42, 38, 30, 5, 30, 19, 14, 42, 28, 33, 21, 25, 16, 44, 50, 25, 27, 43, 43, 45, 33, 41, 7, 34, 3, 38, 44, 46, 36, 23, 13, 0, 5, 44, 14, 38, 4, 12, 46, 4, 29, 11, 33, 25, 36, 38, 27, 38, 37, 41, 45, 22, 49, 32, 6, 47, 42, 33, 50, 38, 6]
[19, 43, 47, 45, 20, 0, 13, 45, 14, 20, 6, 29, 45, 47, 16, 35, 15, 17, 42, 15, 15, 19, 50, 42, 35, 38, 38, 3, 16, 35, 44, 22, 30, 4, 15, 16, 18, 42, 5, 50, 4, 25, 29, 35, 15, 16, 44, 1, 42, 12, 2, 43, 17, 29, 23, 25, 20, 6, 22, 21, 39, 48, 16, 11, 14, 26, 37, 11, 43, 7, 38, 26, 32, 20, 26, 28, 15, 26, 33, 20, 11, 12, 46, 36, 50, 32, 0, 3, 25, 30, 25, 29, 26, 47, 19, 5, 8, 11, 44, 5, 4, 6, 35, 5, 7, 38, 16, 50, 41, 23, 21, 4, 46, 5, 25, 30, 13, 11, 40, 27, 14, 25, 39, 46, 1, 15, 23, 41, 26, 10, 30, 41, 15, 33, 14, 36, 19, 5, 4, 11, 2, 0, 34, 15, 3, 12, 27, 46, 21, 14, 22, 35, 13, 32, 12, 11, 20, 12, 46, 17, 49, 42, 44]
[12, 9, 27, 14, 38, 13, 0, 10, 30, 35, 34, 43, 4, 34, 16, 48, 46, 50, 45, 41, 39, 29, 46, 33, 39, 41, 20, 26, 29, 39, 50, 44, 16, 21, 38, 30, 23, 2, 17, 25, 41, 36, 47, 9, 11, 28, 42, 35, 25, 45, 15, 23, 41, 3, 21, 15, 12, 0, 31, 48, 26, 14, 44, 19, 13, 1, 28, 30, 11, 32, 30, 29, 26, 31, 48, 0, 39, 23, 20, 45, 20, 43, 11, 28, 10, 35, 30, 44, 20, 47, 28, 32, 28, 30, 20, 9, 34, 30, 48, 27, 42, 21, 45, 2, 27, 45, 21, 21, 47, 29, 36, 18, 37, 23, 23, 38, 21, 28, 4, 13, 38, 24, 37, 44, 6, 49, 50, 13, 45, 37, 8, 12, 42, 24, 17, 18, 3, 37, 13, 15, 47, 25, 14, 14, 42, 49, 15, 26, 49, 24, 26, 44, 10, 32, 32, 38, 38, 40, 16, 11, 21, 32, 1]
[29, 30, 27, 48, 25, 45, 10, 0, 36, 5, 39, 14, 6, 12, 49, 8, 36, 14, 31, 47, 8, 12, 33, 23, 15, 13, 29, 8, 41, 27, 10, 48, 17, 18, 43, 30, 27, 21, 1, 32, 37, 20, 20, 3, 49, 41, 48, 21, 47, 16, 47, 33, 6, 44, 31, 39, 1, 5, 5, 10, 27, 19, 47, 32, 8, 34, 31, 48, 19, 27, 5, 10, 10, 24, 25, 4, 32, 23, 33, 38, 47, 23, 19, 2, 43, 36, 23, 23, 1, 9, 44, 22, 43, 47, 28, 16, 32, 30, 34, 18, 22, 27, 40, 49, 50, 43, 18, 28, 16, 23, 23, 2, 43, 36, 12, 41, 2, 16, 36, 48, 2, 19, 17, 39, 25, 49, 48, 5, 2, 21, 27, 4, 43, 13, 1, 17, 43, 5, 13, 13, 25, 27, 4, 10, 17, 35, 36, 15, 31, 16, 23, 13, 48, 28, 42, 7, 37, 12, 50, 11, 47, 6, 39]
[2, 15, 31, 6, 16, 14, 30, 36, 0, 26, 13, 48, 42, 24, 0, 3, 25, 26, 3, 40, 29, 32, 41, 38, 45, 25, 35, 4, 2, 28, 11, 16, 26, 44, 3, 17, 26, 36, 4, 41, 50, 49, 35, 16, 34, 31, 35, 31, 37, 16, 47, 2, 17, 17, 41, 48, 17, 5, 7, 50, 14, 30, 0, 44, 2, 31, 46, 13, 31, 32, 46, 7, 35, 30, 11, 10, 49, 14, 39, 31, 3, 39, 43, 39, 7, 20, 43, 1, 22, 49, 16, 7, 38, 13, 20, 47, 22, 35, 17, 45, 46, 43, 31, 4, 0, 43, 16, 24, 0, 18, 42, 22, 1, 26, 50, 34, 24, 17, 30, 34, 1, 7, 42, 0, 29, 4, 7, 7, 5, 7, 23, 45, 48, 38, 31, 6, 12, 45, 26, 43, 24, 8, 33, 29, 40, 7, 20, 37, 48, 23, 3, 20, 8, 3, 0, 12, 50, 27, 30, 17, 43, 47, 49]
[38, 1, 24, 46, 29, 20, 35, 5, 26, 0, 3, 43, 49, 10, 44, 37, 46, 1, 40, 12, 44, 16, 46, 14, 41, 13, 15, 43, 44, 37, 45, 44, 21, 13, 40, 49, 34, 45, 3, 50, 23, 50, 12, 41, 22, 2, 49, 2, 18, 35, 18, 29, 0, 49, 0, 25, 25, 40, 26, 35, 5, 40, 2, 31, 22, 43, 13, 20, 7, 49, 0, 12, 36, 26, 3, 1, 23, 49, 14, 8, 6, 43, 3, 31, 22, 14, 36, 15, 45, 18, 22, 24, 35, 7, 46, 15, 39, 2, 17, 50, 45, 8, 34, 17, 4, 36, 44, 8, 5, 8, 15, 4, 36, 47, 2, 3, 27, 24, 13, 38, 21, 1, 7, 24, 24, 24, 49, 23, 33, 44, 14, 37, 40, 9, 24, 46, 18, 7, 38, 23, 24, 2, 11, 27, 47, 2, 18, 32, 46, 20, 49, 7, 1, 45, 24, 2, 24, 35, 31, 45, 5, 17, 32]
