N1,N2,...,Nx
[0, 8, 27, 18, 10, 31, 45, 39, 28, 2, 40, 38, 9, 24, 20, 19, 3, 14, 33, 14, 39, 27, 29, 12, 45, 23, 24, 50, 36, 37, 2, 49, 12, 49, 41, 20, 1, 12, 45, 27, 47, 19, 16, 5, 30, 25, 45, 22, 49, 11, 44, 33, 21, 29, 28, 45, 32, 9, 25, 41, 43, 47, 13, 0, 5, 12, 15, 12, 24, 47, 14]
[8, 0, 25, 7, 35, 26, 8, 45, 22, 29, 16, 11, 49, 18, 46, 10, 1, 17, 47, 36, 27, 15, 13, 10, 10, 38, 49, 29, 30, 22, 5, 12, 8, 2, 34, 14, 31, 43, 49, 39, 34, 13, 40, 18, 38, 11, 50, 34, 47, 2, 40, 31, 8, 11, 50, 28, 32, 34, 27, 31, 9, 13, 1, 9, 15, 30, 2, 48, 10, 0, 21]
[27, 25, 0, 34, 16, 20, 45, 15, 38, 5, 36, 19, 44, 31, 47, 30, 15, 33, 48, 12, 37, 22, 2, 39, 16, 10, 47, 19, 15, 6, 47, 35, 0, 8, 6, 23, 19, 19, 39, 7, 6, 10, 9, 23, 2, 49, 10, 26, 15, 19, 44, 11, 11, 40, 42, 32, 5, 4, 28, 46, 46, 27, 42, 36, 40, 34, 1, 42, 18, 6, 0]
[18, 7, 34, 0, 33, 28, 12, 29, 12, 20, 25, 37, 42, 36, 35, 3, 17, 45, 4, 13, 3, 2, 18, 50, 6, 44, 15, 45, 26, 16, 26, 4, 17, 39, 28, 40, 29, 50, 18, 17, 46, 16, 26, 0, 42, 36, 6, 2, 0, 32, 45, 11, 16, 16, 28, 14, 7, 18, 18, 9, 30, 28, 28, 24, 44, 41, 13, 20, 31, 25, 42]
[10, 35, 16, 33, 0, 23, 34, 42, 3, 13, 12, 9, 1, 40, 22, 14, 13, 49, 40, 7, 33, 10, 16, 20, 7, 2, 17, 50, 7, 24, 34, 47, 6, 14, 2, 13, 29, 50, 18, 1, 35, 47, 41, 10, 9, 35, 40, 37, 2, 22, 2, 50, 39, 25, 19, 31, 12, 43, 23, 15, 48, 8, 10, 39, 40, 36, 40, 18, 4, 1, 23]
[31, 26, 20, 28, 23, 0, 31, 40, 44, 21, 13, 40, 43, 44, 40, 22, 12, 15, 45, 1, 13, 27, 39, 40, 25, 10, 7, 23, 2, 4, 2, 11, 42, 28, 2, 18, 6, 34, 38, 38, 39, 26, 6, 12, 12, 50, 5, 40, 38, 38, 18, 35, 1, 18, 13, 45, 21, 45, 40, 42, 34, 26, 35, 29, 26, 11, 6, 11, 43, 32, 7]
[45, 8, 45, 12, 34, 31, 0, 16, 33, 42, 37, 33, 30, 16, 35, 13, 38, 50, 13, 39, 31, 11, 30, 40, 8, 32, 13, 31, 29, 3, 46, 50, 39, 20, 41, 21, 44, 27, 23, 46, 21, 10, 31, 47, 38, 21, 11, 11, 48, 35, 24, 35, 9, 1, 30, 43, 19, 42, 25, 44, 46, 21, 37, 41, 25, 39, 16, 7, 36, 22, 16]
[39, 45, 15, 29, 42, 40, 16, 0, 29, 30, 41, 4, 31, 19, 19, 0, 24, 42, 3, 21, 18, 9, 49, 1, 6, 9, 5, 1, 14, 39, 27, 33, 25, 16, 13, 4, 17, 47, 36, 38, 43, 36, 29, 37, 48, 46, 23, 40, 41, 12, 41, 23, 23, 23, 26, 22, 44, 10, 42, 18, 11, 46, 45, 37, 28, 46, 1, 21, 2, 30, 28]
[28, 22, 38, 12, 3, 44, 33, 29, 0, 49, 45, 27, 27, 42, 34, 8, 44, 18, 46, 3, 8, 13, 8, 36, 36, 6, 18, 11, 46, 5, 49, 50, 27, 41, 29, 33, 10, 17, 17, 46, 43, 45, 8, 3, 25, 2, 43, 20, 40, 18, 22, 31, 40, 32, 8, 29, 0, 42, 13, 44, 1, 38, 17, 5, 27, 38, 43, 13, 17, 5, 20]
[2, 29, 5, 20, 13, 21, 42, 30, 49, 0, 15, 3, 33, 5, 37, 34, 32, 44, 35, 17, 27, 11, 1, 19, 20, 31, 20, 21, 15, 40, 17, 5, 16, 31, 30, 3, 9, 27, 14, 1, 1, 44, 44, 1, 22, 47, 35, 39, 0, 26, 45, 17, 5, 18, 24, 22, 2, 7, 35, 9, 48, 8, 37, 42, 18, 43, 49, 15, 20, 26, 11]
[40, 16, 36, 25, 12, 13, 37, 41, 45, 15, 0, 3, 18, 25, 27, 20, 48, 37, 3, 44, 37, 18, 18, 0, 41, 8, 11, 21, 10, 43, 36, 21, 30, 44, 8, 27, 16, 37, 38, 37, 14, 26, 29, 29, 36, 47, 26, 30, 33, 0, 37, 29, 23, 15, 39, 3, 7, 30, 15, 32, 4, 25, 10, 6, 19, 4, 42, 35, 49, 47, 15]
[38, 11, 19, 37, 9, 40, 33, 4, 27, 3, 3, 0, 25, 5, 47, 37, 31, 10, 29, 23, 3, 16, 20, 34, 46, 26, 38, 11, 45, 6, 39, 28, 38, 28, 26, 1, 45, 17, 2, 10, 31, 38, 45, 30, 29, 43, 46, 40, 22, 45, 6, 40, 3, 32, 27, 40, 18, 26, 15, 18, 44, 43, 6, 22, 35, 26, 47, 20, 49, 32, 33]
[9, 49, 44, 42, 1, 43, 30, 31, 27, 33, 18, 25, 0, 32, 3, 12, 3, 46, 34, 14, 32, 21, 48, 3, 29, 50, 18, 43, 38, 11, 38, 47, 32, 10, 45, 14, 22, 0, 23, 7, 36, 41, 5, 17, 9, 47, 47, 1, 30, 48, 10, 3, 2, 15, 4, 17, 3, 19, 42, 30, 12, 5, 35, 5, 2, 22, 44, 36, 42, 29, 12]
[24, 18, 31, 36, 40, 44, 16, 19, 42, 5, 25, 5, 32, 0, 8, 29, 48, 50, 16, 22, 17, 17, 31, 5, 43, 5, 46, 40, 48, 15, 49, 21, 23, 2, 20, 48, 43, 5, 18, 46, 10, 42, 6, 11, 28, 15, 23, 27, 31, 2, 18, 11, 8, 35, 13, 27, 49, 46, 22, 48, 33, 7, 5, 34, 48, 15, 45, 49, 21, 3, 43]
[20, 46, 47, 35, 22, 40, 35, 19, 34, 37, 27, 47, 3, 8, 0, 27, 2, 43, 8, 12, 45, 48, 33, 23, 50, 20, 10, 4, 8, 13, 44, 8, 32, 6, 0, 37, 12, 21, 13, 43, 11, 29, 1, 31, 30, 43, 40, 18, 10, 3, 9, 9, 33, 48, 18, 28, 35, 41, 0, 46, 14, 44, 14, 27, 24, 16, 32, 12, 0, 11, 30]
[19, 10, 30, 3, 14, 22, 13, 0, 8, 34, 20, 37, 12, 29, 27, 0, 32, 10, 33, 3, 31, 0, 45, 49, 36, 37, 34, 23, 25, 17, 39, 12, 14, 17, 26, 2, 0, 6, 29, 2, 49, 32, 38, 21, 20, 18, 30, 2, 38, 8, 29, 35, 46, 39, 38, 33, 32, 47, 7, 20, 6, 21, 34, 31, 32, 30, 4, 27, 27, 46, 38]
[3, 1, 15, 17, 13, 12, 38, 24, 44, 32, 48, 31, 3, 48, 2, 32, 0, 19, 15, 25, 24, 8, 1, 19, 39, 12, 24, 39, 4, 12, 44, 50, 23, 31, 49, 26, 20, 37, 11, 48, 30, 18, 15, 50, 45, 28, 31, 0, 5, 19, 34, 33, 50, 24, 8, 42, 46, 49, 3, 9, 12, 22, 49, 14, 15, 27, 33, 8, 16, 19, 25]
[14, 17, 33, 45, 49, 15, 50, 42, 18, 44, 37, 10, 46, 50, 43, 10, 19, 0, 19, 1, 37, 25, 19, 19, 39, 22, 45, 32, 9, 47, 20, 29, 38, 15, 36, 4, 15, 37, 5, 33, 19, 40, 4, 28, 7, 43, 31, 19, 33, 25, 29, 1, 47, 23, 29, 50, 1, 34, 21, 50, 49, 0, 19, 41, 38, 42, 4, 40, 50, 23, 27]
[33, 47, 48, 4, 40, 45, 13, 3, 46, 35, 3, 29, 34, 16, 8, 33, 15, 19, 0, 34, 36, 30, 47, 16, 19, 36, 9, 7, 20, 32, 8, 7, 28, 50, 31, 0, 8, 23, 47, 2, 41, 25, 6, 43, 25, 22, 50, 8, 14, 14, 40, 35, 11, 23, 50, 33, 38, 37, 11, 20, 21, 8, 11, 25, 2, 12, 23, 31, 32, 17, 32]
[14, 36, 12, 13, 7, 1, 39, 21, 3, 17, 44, 23, 14, 22, 12, 3, 25, 1, 34, 0, 19, 30, 17, 32, 40, 19, 27, 38, 28, 24, 32, 48, 32, 1, 40, 22, 36, 10, 26, 34, 37, 27, 48, 31, 35, 18, 33, 6, 31, 26, 47, 30, 10, 3, 50, 22, 24, 23, 15, 16, 46, 9, 13, 0, 28, 46, 18, 36, 4, 35, 3]
[39, 27, 37, 3, 33, 13, 31, 18, 8, 27, 37, 3, 32, 17, 45, 31, 24, 37, 36, 19, 0, 32, 5, 26, 44, 11, 30, 9, 14, 26, 43, 42, 24, 14, 29, 33, 31, 40, 36, 24, 33, 40, 29, 16, 27, 10, 13, 30, 11, 49, 24, 27, 13, 25, 30, 48, 26, 10, 36, 14, 41, 2, 27, 12, 5, 28, 50, 38, 7, 5, 14]
[27, 15, 22, 2, 10, 27, 11, 9, 13, 11, 18, 16, 21, 17, 48, 0, 8, 25, 30, 30, 32, 0, 38, 15, 24, 15, 49, 1, 23, 28, 46, 43, 41, 2, 35, 39, 14, 50, 12, 41, 19, 34, 16, 40, 25, 35, 38, 47, 29, 31, 18, 24, 38, 46, 50, 26, 25, 31, 35, 31, 14, 3, 39, 40, 11, 35, 17, 45, 44, 14, 6]
[29, 13, 2, 18, 16, 39, 30, 49, 8, 1, 18, 20, 48, 31, 33, 45, 1, 19, 47, 17, 5, 38, 0, 38, 12, 38, 34, 38, 14, 40, 12, 7, 46, 30, 32, 13, 34, 27, 35, 27, 43, 8, 3, 22, 22, 1, 37, 43, 48, 32, 17, 45, 34, 28, 36, 19, 44, 47, 42, 28, 32, 33, 29, 41, 29, 27, 50, 26, 41, 32, 12]
[12, 10, 39, 50, 20, 40, 40, 1, 36, 19, 0, 34, 3, 5, 23, 49, 19, 19, 16, 32, 26, 15, 38, 0, 23, 47, 3, 4, 14, 6, 44, 32, 14, 7, 27, 28, 46, 41, 38, 46, 23, 15, 33, 12, 13, 8, 45, 15, 16, 7, 9, 10, 12, 42, 42, 38, 29, 42, 17, 29, 23, 4, 4, 31, 25, 26, 21, 30, 36, 13, 21]
[45, 10, 16, 6, 7, 25, 8, 6, 36, 20, 41, 46, 29, 43, 50, 36, 39, 39, 19, 40, 44, 24, 12, 23, 0, 14, 46, 42, 48, 39, 31, 29, 50, 47, 2, 9, 3, 18, 50, 23, 14, 25, 30, 4, 7, 30, 17, 24, 44, 39, 47, 31, 38, 30, 30, 41, 6, 11, 2, 30, 17, 14, 50, 33, 27, 32, 28, 22, 28, 2, 6]
[23, 38, 10, 44, 2, 10, 32, 9, 6, 31, 8, 26, 50, 5, 20, 37, 12, 22, 36, 19, 11, 15, 38, 47, 14, 0, 7, 19, 35, 32, 22, 50, 16, 6, 4, 22, 44, 30, 8, 12, 19, 14, 31, 5, 49, 29, 31, 31, 36, 3, 11, 10, 24, 31, 47, 1, 16, 35, 46, 38, 33, 23, 2, 24, 2, 5, 40, 3, 41, 44, 1]
[24, 49, 47, 15, 17, 7, 13, 5, 18, 20, 11, 38, 18, 46, 10, 34, 24, 45, 9, 27, 30, 49, 34, 3, 46, 7, 0, 19, 49, 16, 19, 31, 42, 28, 24, 42, 16, 43, 40, 19, 12, 11, 49, 45, 2, 25, 29, 0, 43, 16, 6, 33, 1, 32, 18, 34, 47, 3, 24, 9, 38, 34, 3, 22, 10, 46, 43, 43, 6, 47, 17]
