N1,N2,...,Nx
[0, 25, 5, 36, 27, 48, 44, 0, 40, 3, 22, 18, 34, 29, 34, 38, 39, 2, 49, 5, 30, 10, 14, 15, 14, 36, 0, 12, 24, 23, 39, 31, 28, 41, 23, 21, 24, 49, 26, 22, 0, 29, 9, 18, 26, 2, 6, 20, 47, 24, 22, 1, 41, 30, 32, 2, 22, 18, 4, 25, 47, 24, 13, 46, 7, 4, 39, 11, 50, 7, 19, 31, 31, 25, 37, 8, 4, 12, 34, 38, 13, 47, 18, 18, 31, 44, 25, 17, 35, 31, 1, 45, 19, 32, 47, 26, 12, 45, 38, 27, 12, 48, 39, 47, 30, 7, 22, 23, 11, 32, 0, 13, 35, 37, 20, 4, 28, 16]
[25, 0, 23, 3, 7, 31, 44, 23, 21, 39, 42, 14, 47, 49, 23, 11, 24, 35, 35, 9, 31, 35, 42, 31, 27, 2, 13, 43, 19, 19, 32, 0, 3, 21, 12, 41, 30, 12, 22, 9, 15, 13, 37, 32, 31, 1, 9, 11, 8, 13, 17, 24, 35, 24, 17, 47, 29, 24, 50, 26, 43, 27, 8, 7, 19, 15, 26, 43, 5, 22, 41, 22, 45, 2, 44, 22, 29, 19, 18, 15, 42, 32, 5, 31, 49, 19, 12, 45, 17, 6, 44, 26, 1, 26, 2, 34, 12, 13, 43, 47, 27, 42, 25, 40, 11, 26, 18, 33, 24, 8, 0, 12, 34, 43, 41, 7, 25, 31]
[5, 23, 0, 34, 29, 20, 8, 21, 18, 31, 48, 49, 36, 6, 42, 8, 21, 25, 11, 3, 7, 35, 23, 7, 50, 41, 29, 3, 50, 18, 13, 12, 3, 27, 15, 25, 4, 31, 2, 0, 24, 18, 5, 1, 43, 34, 33, 21, 11, 16, 7, 31, 20, 16, 41, 2, 1, 35, 20, 35, 45, 18, 34, 31, 13, 49, 49, 46, 37, 44, 50, 5, 25, 49, 36, 18, 5, 2, 11, 7, 22, 42, 13, 6, 14, 4, 9, 36, 34, 49, 49, 37, 37, 21, 14, 20, 45, 41, 1, 22, 15, 30, 49, 44, 7, 11, 46, 13, 3, 42, 1, 3, 23, 14, 8, 14, 45, 27]
[36, 3, 34, 0, 22, 45, 48, 47, 0, 44, 3, 0, 23, 14, 40, 49, 39, 16, 0, 16, 4, 2, 37, 50, 12, 45, 47, 8, 43, 7, 44, 34, 36, 46, 33, 5, 21, 41, 10, 13, 19, 21, 29, 34, 42, 50, 15, 37, 35, 47, 41, 38, 14, 35, 25, 17, 30, 34, 3, 50, 8, 30, 45, 20, 5, 6, 24, 43, 27, 18, 42, 18, 47, 21, 26, 0, 15, 28, 35, 42, 48, 27, 15, 44, 41, 14, 13, 35, 42, 22, 17, 19, 28, 38, 19, 20, 44, 23, 5, 15, 39, 31, 5, 36, 21, 40, 17, 10, 49, 24, 36, 24, 32, 36, 42, 41, 35, 0]
[27, 7, 29, 22, 0, 10, 45, 17, 7, 43, 6, 1, 28, 16, 33, 15, 27, 4, 22, 35, 33, 13, 50, 22, 10, 12, 12, 12, 37, 40, 6, 4, 1, 44, 8, 20, 24, 23, 46, 19, 25, 13, 0, 44, 20, 39, 36, 7, 8, 9, 16, 42, 24, 4, 5, 3, 6, 27, 39, 5, 26, 26, 0, 16, 10, 23, 7, 11, 41, 22, 10, 31, 49, 45, 48, 34, 42, 3, 17, 31, 48, 10, 15, 41, 26, 14, 13, 2, 4, 41, 28, 23, 16, 44, 16, 50, 17, 14, 14, 30, 26, 13, 31, 48, 32, 50, 8, 41, 17, 1, 19, 11, 5, 32, 12, 34, 9, 13]
[48, 31, 20, 45, 10, 0, 44, 17, 27, 16, 2, 12, 38, 27, 48, 33, 39, 23, 15, 2, 37, 37, 24, 42, 7, 50, 2, 23, 29, 32, 38, 22, 48, 22, 38, 39, 24, 12, 7, 14, 17, 6, 31, 7, 19, 45, 21, 27, 12, 24, 38, 41, 30, 31, 21, 0, 2, 49, 25, 43, 38, 19, 37, 11, 19, 25, 0, 45, 44, 46, 41, 18, 8, 44, 31, 2, 23, 0, 35, 38, 31, 14, 25, 36, 11, 8, 24, 21, 32, 3, 24, 46, 44, 48, 30, 24, 12, 14, 27, 43, 8, 12, 17, 1, 35, 34, 38, 38, 28, 10, 36, 29, 9, 2, 5, 32, 14, 0]
[44, 44, 8, 48, 45, 44, 0, 0, 40, 0, 36, 0, 49, 36, 50, 14, 0, 22, 37, 34, 44, 16, 19, 16, 16, 17, 21, 22, 18, 48, 6, 33, 25, 28, 38, 23, 32, 35, 1, 6, 14, 40, 19, 12, 22, 3, 3, 1, 2, 4, 47, 18, 24, 46, 29, 35, 5, 20, 31, 21, 11, 39, 20, 34, 20, 22, 6, 22, 8, 46, 19, 34, 36, 35, 30, 15, 5, 26, 30, 41, 26, 0, 5, 18, 29, 27, 30, 41, 44, 0, 5, 38, 11, 14, 25, 18, 27, 34, 41, 15, 38, 48, 11, 18, 16, 33, 4, 0, 34, 12, 5, 7, 13, 3, 48, 45, 38, 20]
[0, 23, 21, 47, 17, 17, 0, 0, 30, 49, 49, 37, 19, 28, 3, 2, 47, 41, 19, 3, 43, 23, 35, 11, 12, 19, 34, 38, 7, 45, 1, 45, 15, 45, 18, 30, 45, 28, 10, 13, 7, 31, 44, 1, 48, 48, 44, 6, 37, 33, 28, 45, 3, 40, 33, 50, 47, 16, 48, 36, 22, 12, 41, 3, 24, 18, 6, 34, 33, 37, 34, 28, 32, 6, 46, 26, 22, 18, 11, 28, 36, 23, 32, 31, 1, 5, 41, 3, 17, 15, 19, 45, 19, 48, 44, 49, 0, 45, 50, 36, 30, 12, 19, 16, 41, 39, 20, 10, 31, 9, 19, 13, 33, 43, 49, 39, 13, 5]
[40, 21, 18, 0, 7, 27, 40, 30, 0, 2, 8, 30, 17, 6, 40, 0, 9, 38, 11, 42, 12, 30, 29, 25, 4, 3, 16, 49, 39, 40, 46, 26, 46, 34, 20, 2, 5, 41, 31, 31, 48, 44, 7, 23, 26, 49, 7, 4, 3, 21, 49, 18, 41, 18, 50, 11, 28, 7, 2, 47, 22, 11, 47, 9, 43, 17, 11, 24, 26, 40, 11, 32, 40, 6, 22, 3, 8, 31, 23, 26, 1, 6, 6, 36, 4, 46, 4, 4, 4, 22, 16, 45, 2, 11, 39, 50, 11, 45, 23, 9, 24, 18, 19, 38, 2, 12, 37, 22, 3, 47, 29, 26, 25, 28, 39, 39, 36, 29]
[3, 39, 31, 44, 43, 16, 0, 49, 2, 0, 48, 3, 25, 46, 45, 49, 35, 0, 30, 30, 50, 13, 35, 15, 7, 44, 14, 5, 49, 38, 15, 1, 22, 43, 3, 17, 3, 50, 21, 38, 13, 32, 26, 50, 36, 14, 5, 8, 10, 20, 27, 8, 1, 4, 7, 17, 44, 0, 21, 15, 48, 29, 49, 41, 19, 11, 43, 20, 7, 24, 25, 47, 21, 30, 17, 39, 38, 30, 42, 23, 5, 0, 39, 13, 4, 0, 14, 29, 7, 34, 9, 2, 12, 15, 26, 20, 30, 40, 5, 38, 1, 42, 12, 39, 38, 30, 2, 37, 35, 6, 26, 12, 32, 24, 28, 2, 2, 5]
