N1,N2,...,Nx
[0, 1, 32, 27, 40, 50, 39, 44, 12, 14, 35, 5, 38, 24, 22, 8, 9, 2, 34, 20, 35, 29, 36, 45, 10, 10, 42, 25, 1, 33, 23, 26, 5, 2, 27, 33, 14, 26, 37, 0, 50, 39, 45, 30, 29, 21, 17, 46, 3, 42, 43, 22, 41, 4, 45, 15, 31, 39, 1, 13, 18, 5, 45, 45, 14, 28, 12, 42, 41, 36, 20, 16, 10, 35, 37, 6, 35, 6, 2, 20, 21, 3, 24, 50, 41, 28, 42, 28, 6, 41, 44, 9, 27, 21, 36, 50, 22, 14, 36, 22, 0, 13, 46, 7, 46, 31, 20, 50, 13, 26, 1, 48, 23, 5, 15, 29, 31, 21, 18, 39, 0, 22, 27, 14, 28, 7, 26, 44, 11, 11, 31, 1, 23, 26, 21, 20, 2, 29, 39, 8, 40, 26, 31, 9, 22, 6, 39, 17]
[1, 0, 37, 38, 27, 14, 28, 35, 36, 49, 36, 49, 37, 32, 49, 12, 25, 43, 4, 22, 10, 14, 20, 11, 22, 37, 17, 36, 11, 41, 19, 27, 5, 25, 29, 35, 31, 34, 24, 40, 8, 5, 28, 32, 20, 28, 17, 10, 48, 1, 35, 43, 40, 29, 37, 37, 17, 33, 40, 27, 23, 36, 36, 20, 18, 39, 24, 32, 34, 38, 27, 44, 18, 10, 47, 34, 15, 24, 27, 2, 13, 4, 17, 2, 40, 20, 25, 37, 21, 1, 42, 25, 2, 47, 28, 0, 33, 17, 44, 29, 30, 12, 22, 26, 26, 47, 5, 43, 8, 42, 44, 45, 25, 22, 29, 42, 23, 8, 31, 0, 45, 48, 6, 49, 19, 20, 28, 35, 16, 3, 22, 40, 29, 11, 37, 13, 28, 35, 21, 32, 22, 26, 17, 18, 27, 33, 18, 41]
[32, 37, 0, 1, 37, 22, 6, 42, 43, 7, 20, 26, 27, 47, 33, 22, 33, 12, 34, 18, 20, 29, 30, 11, 33, 16, 37, 10, 33, 28, 33, 36, 31, 33, 47, 20, 30, 27, 33, 35, 38, 50, 29, 18, 27, 30, 49, 0, 9, 11, 7, 39, 39, 11, 19, 15, 0, 28, 8, 23, 44, 0, 28, 24, 31, 13, 17, 37, 37, 15, 18, 4, 46, 30, 34, 27, 4, 26, 42, 4, 46, 17, 40, 50, 29, 50, 11, 5, 29, 32, 33, 2, 41, 13, 12, 3, 27, 17, 50, 20, 31, 44, 22, 11, 12, 20, 48, 46, 10, 8, 9, 49, 21, 21, 6, 40, 24, 48, 25, 20, 30, 27, 30, 0, 27, 47, 38, 32, 46, 43, 14, 7, 29, 2, 30, 9, 36, 43, 15, 44, 41, 48, 50, 48, 6, 15, 10, 5]
[27, 38, 1, 0, 36, 3, 6, 6, 35, 36, 50, 30, 43, 36, 11, 40, 7, 21, 8, 39, 10, 16, 3, 18, 26, 5, 5, 32, 4, 7, 15, 35, 3, 9, 1, 48, 17, 49, 43, 47, 21, 8, 24, 31, 9, 44, 10, 18, 9, 26, 18, 21, 45, 9, 21, 26, 45, 33, 43, 15, 25, 36, 21, 14, 43, 48, 34, 6, 31, 5, 45, 8, 13, 36, 40, 16, 28, 50, 26, 29, 40, 25, 8, 7, 9, 17, 31, 47, 43, 15, 7, 20, 3, 44, 26, 37, 27, 28, 9, 13, 35, 31, 26, 11, 9, 46, 48, 17, 49, 14, 41, 41, 37, 1, 0, 37, 23, 32, 4, 16, 13, 21, 15, 38, 13, 15, 6, 43, 25, 46, 35, 21, 27, 3, 7, 17, 28, 17, 19, 42, 41, 13, 5, 9, 45, 19, 27, 30]
[40, 27, 37, 36, 0, 32, 42, 22, 26, 43, 3, 20, 0, 49, 18, 34, 30, 17, 3, 19, 19, 26, 23, 5, 16, 31, 2, 40, 1, 31, 46, 34, 28, 37, 39, 6, 8, 11, 38, 39, 26, 33, 21, 42, 27, 33, 46, 50, 9, 25, 18, 30, 29, 18, 21, 48, 1, 44, 16, 20, 46, 37, 48, 42, 50, 50, 34, 29, 0, 0, 15, 18, 7, 38, 47, 13, 39, 30, 21, 9, 48, 39, 50, 49, 2, 5, 18, 29, 39, 18, 2, 8, 34, 46, 22, 41, 4, 26, 48, 28, 9, 8, 2, 13, 29, 8, 33, 43, 23, 8, 12, 12, 13, 24, 50, 39, 41, 34, 8, 12, 12, 7, 3, 24, 33, 35, 8, 9, 39, 3, 6, 17, 14, 13, 7, 38, 28, 23, 19, 37, 46, 47, 10, 14, 13, 39, 39, 11]
[50, 14, 22, 3, 32, 0, 39, 34, 46, 43, 42, 50, 1, 20, 10, 6, 9, 28, 0, 28, 49, 37, 38, 7, 20, 9, 13, 1, 12, 46, 16, 37, 29, 44, 20, 6, 41, 50, 9, 6, 17, 4, 17, 44, 41, 15, 2, 0, 45, 20, 2, 39, 22, 29, 10, 10, 26, 43, 11, 0, 41, 17, 46, 42, 15, 20, 28, 10, 22, 11, 4, 17, 26, 45, 34, 5, 42, 13, 30, 13, 28, 17, 30, 29, 25, 26, 12, 38, 48, 39, 22, 34, 37, 28, 26, 43, 16, 0, 37, 25, 32, 42, 15, 50, 6, 3, 15, 28, 40, 19, 28, 2, 17, 10, 36, 46, 25, 38, 50, 9, 17, 9, 18, 48, 6, 50, 21, 29, 29, 20, 36, 9, 49, 33, 45, 27, 3, 25, 12, 8, 0, 17, 20, 31, 49, 21, 23, 30]
[39, 28, 6, 6, 42, 39, 0, 23, 43, 3, 20, 49, 19, 26, 13, 24, 35, 16, 24, 25, 30, 31, 8, 42, 24, 44, 43, 5, 33, 15, 25, 49, 34, 18, 19, 38, 22, 12, 30, 24, 29, 29, 18, 10, 46, 29, 36, 20, 46, 39, 29, 3, 36, 2, 9, 44, 36, 13, 5, 5, 0, 3, 24, 37, 25, 42, 50, 37, 48, 30, 16, 3, 28, 11, 16, 33, 25, 42, 2, 26, 45, 43, 24, 6, 4, 7, 47, 29, 32, 28, 35, 37, 50, 40, 30, 14, 37, 11, 48, 34, 11, 24, 40, 4, 30, 43, 22, 2, 34, 12, 1, 44, 3, 7, 29, 29, 17, 1, 32, 30, 41, 5, 11, 41, 8, 38, 41, 35, 22, 46, 23, 32, 12, 43, 35, 16, 16, 24, 11, 17, 49, 15, 23, 24, 29, 40, 49, 14]
[44, 35, 42, 6, 22, 34, 23, 0, 44, 44, 38, 33, 37, 33, 34, 24, 29, 4, 34, 23, 0, 30, 3, 2, 22, 30, 2, 26, 8, 3, 38, 19, 41, 25, 41, 26, 27, 29, 35, 35, 23, 16, 39, 41, 15, 46, 28, 5, 39, 15, 19, 47, 47, 31, 39, 31, 31, 15, 50, 34, 25, 29, 11, 12, 41, 0, 9, 29, 2, 26, 50, 14, 20, 14, 32, 18, 37, 16, 16, 10, 18, 4, 46, 34, 27, 30, 16, 32, 8, 14, 37, 10, 18, 48, 45, 12, 18, 1, 6, 15, 42, 35, 4, 47, 47, 45, 29, 17, 37, 13, 28, 39, 4, 12, 20, 18, 20, 3, 19, 15, 7, 38, 9, 45, 20, 47, 32, 31, 14, 25, 37, 42, 49, 39, 50, 11, 19, 27, 37, 0, 7, 20, 6, 8, 43, 47, 49, 32]
[12, 36, 43, 35, 26, 46, 43, 44, 0, 40, 1, 13, 50, 38, 30, 38, 2, 25, 34, 28, 33, 7, 26, 14, 12, 16, 23, 36, 23, 4, 8, 42, 20, 30, 18, 16, 15, 38, 0, 43, 15, 45, 3, 8, 21, 19, 15, 17, 2, 10, 50, 4, 11, 42, 1, 30, 17, 8, 23, 11, 8, 0, 37, 23, 23, 14, 32, 18, 5, 6, 32, 19, 16, 37, 42, 7, 26, 40, 5, 11, 50, 23, 38, 30, 3, 45, 16, 42, 26, 44, 22, 35, 50, 32, 42, 26, 10, 26, 13, 46, 12, 1, 4, 41, 46, 13, 10, 0, 48, 36, 17, 6, 17, 46, 33, 12, 50, 26, 27, 39, 26, 26, 38, 24, 14, 47, 45, 10, 34, 33, 7, 34, 2, 10, 7, 13, 24, 32, 10, 38, 30, 14, 11, 6, 3, 50, 46, 42]
[14, 49, 7, 36, 43, 43, 3, 44, 40, 0, 43, 24, 17, 47, 13, 7, 48, 32, 29, 12, 19, 7, 42, 32, 15, 2, 22, 18, 42, 3, 13, 35, 30, 17, 2, 41, 48, 9, 46, 7, 15, 17, 26, 10, 5, 45, 5, 49, 4, 40, 48, 24, 3, 26, 14, 0, 49, 20, 31, 41, 47, 50, 0, 0, 32, 4, 29, 27, 27, 44, 14, 34, 42, 24, 23, 11, 12, 19, 34, 11, 2, 31, 43, 13, 19, 17, 40, 3, 37, 43, 45, 25, 29, 29, 16, 32, 1, 9, 31, 21, 50, 33, 30, 9, 1, 23, 49, 19, 36, 32, 7, 3, 28, 18, 33, 29, 18, 11, 44, 44, 35, 7, 42, 33, 1, 48, 31, 40, 44, 6, 10, 8, 2, 4, 39, 43, 18, 6, 28, 31, 43, 1, 38, 0, 28, 28, 26, 24]
[35, 36, 20, 50, 3, 42, 20, 38, 1, 43, 0, 7, 0, 19, 19, 1, 4, 46, 27, 9, 39, 49, 31, 25, 26, 35, 16, 33, 29, 25, 17, 45, 10, 28, 45, 18, 5, 26, 26, 40, 29, 41, 47, 13, 40, 34, 45, 0, 33, 49, 47, 30, 15, 8, 33, 48, 26, 47, 30, 24, 32, 13, 18, 9, 19, 49, 30, 17, 20, 12, 39, 33, 12, 22, 37, 2, 3, 39, 18, 44, 33, 46, 33, 17, 50, 47, 3, 24, 20, 30, 24, 37, 34, 50, 38, 6, 6, 40, 37, 9, 33, 13, 0, 27, 36, 28, 30, 36, 33, 38, 40, 31, 14, 22, 17, 47, 45, 12, 26, 45, 42, 3, 0, 11, 47, 6, 8, 16, 43, 22, 40, 5, 38, 5, 50, 1, 20, 28, 9, 50, 39, 0, 4, 23, 21, 47, 49, 6]
[5, 49, 26, 30, 20, 50, 49, 33, 13, 24, 7, 0, 15, 14, 49, 19, 5, 29, 3, 42, 13, 37, 11, 19, 7, 37, 23, 16, 27, 7, 2, 18, 14, 22, 1, 7, 8, 19, 44, 15, 50, 8, 3, 23, 21, 17, 3, 9, 10, 4, 13, 30, 35, 19, 28, 0, 49, 2, 21, 24, 43, 12, 5, 40, 50, 26, 48, 3, 22, 44, 30, 28, 45, 19, 8, 16, 24, 20, 10, 20, 26, 50, 34, 24, 27, 27, 8, 13, 9, 44, 39, 50, 37, 47, 33, 7, 19, 29, 10, 35, 34, 20, 10, 42, 21, 14, 2, 0, 36, 40, 46, 23, 14, 11, 27, 35, 22, 11, 12, 50, 48, 0, 43, 45, 28, 33, 38, 9, 50, 12, 34, 9, 10, 4, 17, 0, 47, 37, 47, 21, 24, 22, 3, 26, 18, 10, 23, 43]
[38, 37, 27, 43, 0, 1, 19, 37, 50, 17, 0, 15, 0, 39, 38, 7, 2, 46, 32, 26, 3, 39, 19, 34, 49, 18, 21, 37, 27, 2, 37, 16, 50, 15, 49, 12, 11, 47, 31, 40, 46, 38, 15, 35, 23, 14, 5, 25, 38, 2, 38, 33, 19, 19, 19, 22, 42, 30, 36, 37, 48, 0, 39, 21, 26, 15, 46, 43, 25, 5, 16, 39, 17, 36, 17, 8, 13, 23, 28, 13, 7, 46, 10, 41, 20, 36, 21, 24, 33, 15, 27, 27, 11, 49, 44, 39, 23, 49, 13, 13, 47, 25, 26, 44, 3, 37, 42, 39, 2, 28, 21, 41, 36, 28, 10, 30, 16, 10, 37, 29, 50, 0, 47, 9, 3, 7, 21, 49, 16, 14, 19, 19, 6, 21, 16, 16, 31, 43, 38, 37, 29, 19, 33, 4, 20, 46, 8, 20]
[24, 32, 47, 36, 49, 20, 26, 33, 38, 47, 19, 14, 39, 0, 5, 43, 1, 14, 4, 42, 18, 33, 16, 13, 26, 50, 45, 15, 38, 35, 14, 0, 1, 1, 41, 43, 8, 42, 14, 9, 23, 24, 47, 6, 5, 9, 6, 41, 38, 8, 47, 1, 2, 39, 31, 21, 20, 25, 3, 45, 1, 30, 28, 26, 33, 28, 44, 12, 43, 13, 23, 39, 15, 33, 34, 17, 16, 43, 50, 35, 7, 16, 22, 33, 9, 1, 28, 8, 12, 25, 33, 5, 27, 13, 27, 38, 22, 2, 26, 36, 6, 31, 11, 18, 44, 26, 11, 20, 42, 31, 6, 23, 15, 29, 45, 9, 23, 32, 46, 33, 4, 0, 49, 0, 7, 29, 1, 15, 32, 23, 1, 33, 35, 41, 44, 14, 40, 0, 30, 7, 45, 20, 48, 18, 10, 23, 22, 32]
[22, 49, 33, 11, 18, 10, 13, 34, 30, 13, 19, 49, 38, 5, 0, 46, 15, 50, 18, 50, 16, 7, 42, 50, 20, 38, 48, 43, 45, 19, 18, 42, 47, 6, 38, 16, 37, 24, 39, 21, 36, 18, 0, 18, 27, 1, 9, 34, 32, 22, 35, 42, 6, 15, 42, 14, 32, 9, 0, 21, 9, 47, 16, 46, 9, 47, 17, 29, 29, 50, 24, 6, 19, 26, 12, 15, 29, 40, 38, 31, 41, 45, 24, 31, 40, 28, 49, 20, 32, 18, 36, 22, 19, 49, 17, 44, 28, 10, 27, 20, 14, 26, 33, 2, 43, 48, 25, 3, 30, 18, 5, 0, 14, 13, 32, 13, 23, 11, 22, 42, 10, 44, 49, 4, 13, 25, 49, 10, 35, 4, 3, 14, 0, 11, 4, 35, 34, 29, 35, 42, 5, 8, 29, 45, 34, 0, 16, 34]
[8, 12, 22, 40, 34, 6, 24, 24, 38, 7, 1, 19, 7, 43, 46, 0, 32, 25, 39, 18, 43, 44, 38, 4, 26, 38, 4, 47, 43, 41, 48, 5, 4, 31, 20, 15, 21, 5, 42, 5, 8, 49, 37, 7, 17, 43, 25, 44, 12, 46, 48, 37, 15, 25, 29, 37, 28, 11, 49, 24, 16, 46, 43, 22, 16, 26, 32, 11, 21, 27, 19, 48, 7, 11, 12, 47, 0, 17, 31, 13, 37, 19, 39, 21, 35, 20, 43, 28, 39, 11, 35, 14, 37, 8, 17, 7, 47, 16, 46, 16, 42, 23, 35, 48, 25, 43, 43, 1, 30, 2, 34, 16, 20, 41, 47, 7, 5, 32, 7, 44, 1, 50, 18, 36, 22, 18, 33, 27, 38, 11, 11, 30, 46, 39, 40, 31, 37, 3, 14, 36, 42, 9, 23, 29, 45, 21, 32, 28]
