N1,N2,...,Nx
[0, 41, 30, 46, 33, 50, 21, 39, 47, 35, 6, 19, 47, 43, 28, 49, 18, 48, 38, 3, 0, 26, 41, 4, 45, 34, 28, 5, 41, 23, 28, 8, 5, 25, 1, 41, 4, 27, 41, 44, 24, 22, 26, 0, 49, 50, 0, 17, 13, 14, 0, 4, 34, 46, 24, 41, 11, 37, 4, 12, 16, 28, 17, 40, 3, 47, 32, 40, 20, 49, 47, 13]
[41, 0, 35, 27, 33, 2, 41, 8, 34, 13, 42, 30, 22, 6, 10, 30, 19, 32, 0, 35, 15, 6, 16, 18, 26, 1, 14, 25, 35, 39, 32, 11, 19, 22, 15, 28, 21, 39, 3, 20, 38, 5, 46, 36, 25, 33, 11, 22, 12, 39, 49, 15, 21, 19, 22, 36, 47, 31, 35, 42, 6, 37, 48, 30, 28, 10, 20, 28, 11, 47, 0, 43]
[30, 35, 0, 21, 33, 9, 29, 4, 36, 2, 14, 40, 4, 6, 38, 32, 43, 12, 7, 34, 35, 23, 44, 38, 41, 3, 3, 1, 20, 26, 39, 19, 49, 30, 41, 27, 33, 7, 20, 35, 3, 25, 12, 14, 25, 25, 1, 19, 14, 16, 2, 30, 24, 27, 22, 49, 5, 21, 39, 19, 41, 49, 49, 40, 23, 4, 1, 7, 43, 9, 5, 28]
[46, 27, 21, 0, 11, 30, 36, 12, 3, 2, 31, 19, 33, 38, 20, 1, 21, 11, 33, 47, 37, 25, 33, 35, 29, 15, 0, 43, 49, 28, 3, 49, 28, 41, 22, 46, 15, 4, 22, 49, 46, 32, 0, 50, 29, 33, 45, 13, 30, 22, 23, 49, 4, 46, 0, 17, 14, 18, 9, 28, 24, 36, 3, 32, 24, 1, 31, 5, 26, 1, 16, 4]
[33, 33, 33, 11, 0, 13, 48, 34, 44, 9, 6, 22, 30, 31, 36, 46, 0, 16, 15, 15, 11, 0, 32, 48, 41, 6, 20, 8, 27, 11, 6, 0, 39, 9, 15, 6, 8, 40, 43, 40, 42, 50, 16, 21, 9, 40, 10, 2, 29, 38, 44, 9, 17, 45, 16, 21, 48, 46, 48, 27, 31, 28, 50, 6, 23, 42, 41, 49, 21, 42, 45, 31]
[50, 2, 9, 30, 13, 0, 6, 50, 34, 46, 31, 8, 39, 33, 4, 31, 4, 29, 7, 7, 30, 12, 47, 17, 26, 20, 35, 22, 33, 45, 1, 20, 16, 26, 42, 18, 29, 12, 43, 4, 16, 1, 16, 33, 45, 13, 23, 31, 47, 37, 40, 17, 43, 29, 32, 46, 48, 30, 12, 37, 49, 30, 37, 49, 29, 41, 10, 26, 26, 19, 31, 13]
[21, 41, 29, 36, 48, 6, 0, 35, 9, 47, 1, 17, 33, 23, 41, 32, 37, 23, 19, 31, 3, 21, 10, 14, 34, 48, 29, 28, 12, 23, 16, 20, 19, 38, 14, 18, 34, 4, 38, 16, 36, 29, 39, 16, 11, 26, 41, 47, 18, 42, 45, 38, 42, 43, 47, 38, 2, 25, 12, 21, 36, 8, 29, 10, 33, 36, 32, 44, 32, 25, 19, 6]
[39, 8, 4, 12, 34, 50, 35, 0, 45, 2, 35, 30, 38, 0, 25, 44, 43, 2, 24, 2, 2, 10, 17, 19, 40, 12, 32, 40, 26, 42, 45, 17, 30, 42, 39, 35, 17, 27, 16, 31, 25, 2, 34, 25, 15, 42, 45, 1, 47, 33, 47, 45, 24, 21, 49, 44, 13, 20, 36, 27, 26, 0, 14, 50, 26, 2, 38, 32, 40, 24, 35, 28]
[47, 34, 36, 3, 44, 34, 9, 45, 0, 48, 47, 19, 4, 13, 20, 14, 38, 16, 49, 33, 16, 43, 30, 23, 36, 9, 37, 26, 15, 22, 35, 10, 8, 8, 38, 25, 40, 13, 43, 14, 30, 49, 18, 23, 50, 15, 33, 18, 13, 33, 29, 11, 40, 19, 29, 47, 22, 11, 18, 48, 13, 40, 10, 28, 49, 22, 29, 3, 16, 33, 44, 27]
[35, 13, 2, 2, 9, 46, 47, 2, 48, 0, 41, 16, 25, 15, 31, 28, 49, 32, 20, 5, 15, 45, 30, 19, 38, 45, 26, 19, 0, 17, 10, 29, 24, 27, 45, 4, 1, 10, 14, 45, 50, 1, 38, 16, 22, 49, 48, 33, 38, 23, 11, 15, 36, 10, 27, 48, 46, 6, 2, 11, 10, 39, 41, 36, 17, 23, 12, 7, 19, 10, 4, 35]
[6, 42, 14, 31, 6, 31, 1, 35, 47, 41, 0, 11, 3, 1, 32, 7, 27, 23, 36, 45, 37, 46, 34, 2, 33, 42, 26, 26, 19, 37, 24, 15, 12, 27, 23, 15, 1, 29, 38, 35, 8, 4, 3, 29, 17, 49, 10, 25, 11, 31, 42, 43, 16, 25, 11, 31, 34, 34, 34, 11, 37, 20, 1, 15, 37, 16, 32, 21, 22, 42, 29, 15]
[19, 30, 40, 19, 22, 8, 17, 30, 19, 16, 11, 0, 38, 11, 16, 6, 22, 48, 40, 18, 41, 46, 37, 40, 27, 40, 29, 44, 10, 15, 37, 11, 23, 19, 18, 36, 2, 37, 14, 16, 50, 6, 41, 11, 23, 26, 4, 15, 40, 11, 26, 20, 25, 14, 38, 0, 0, 9, 34, 20, 8, 32, 40, 30, 9, 6, 47, 12, 7, 9, 49, 38]
[47, 22, 4, 33, 30, 39, 33, 38, 4, 25, 3, 38, 0, 28, 5, 9, 40, 38, 44, 24, 30, 13, 48, 7, 28, 1, 1, 14, 31, 15, 8, 12, 31, 6, 11, 12, 32, 12, 29, 21, 38, 7, 30, 49, 12, 43, 34, 39, 12, 30, 21, 2, 14, 11, 12, 49, 48, 29, 17, 26, 12, 29, 43, 33, 15, 48, 16, 25, 24, 17, 18, 48]
[43, 6, 6, 38, 31, 33, 23, 0, 13, 15, 1, 11, 28, 0, 38, 34, 6, 37, 12, 38, 9, 11, 50, 26, 24, 24, 48, 13, 25, 6, 8, 26, 20, 21, 26, 30, 31, 40, 43, 29, 14, 21, 34, 13, 34, 16, 15, 11, 47, 21, 44, 9, 9, 12, 50, 19, 4, 14, 38, 27, 10, 42, 17, 4, 35, 35, 28, 45, 49, 44, 1, 9]
[28, 10, 38, 20, 36, 4, 41, 25, 20, 31, 32, 16, 5, 38, 0, 10, 28, 45, 15, 44, 15, 49, 21, 15, 18, 7, 4, 23, 15, 40, 3, 3, 2, 17, 40, 41, 41, 19, 6, 50, 3, 40, 3, 18, 37, 23, 50, 27, 17, 35, 3, 1, 20, 32, 15, 22, 12, 41, 1, 6, 33, 41, 13, 20, 39, 9, 43, 47, 29, 46, 7, 14]
[49, 30, 32, 1, 46, 31, 32, 44, 14, 28, 7, 6, 9, 34, 10, 0, 7, 36, 31, 22, 35, 4, 37, 28, 22, 48, 9, 47, 28, 7, 29, 32, 8, 23, 46, 18, 8, 5, 17, 26, 21, 45, 39, 35, 33, 9, 5, 1, 47, 0, 24, 4, 16, 39, 44, 46, 32, 16, 20, 30, 15, 48, 21, 17, 49, 5, 37, 3, 2, 39, 46, 25]
[18, 19, 43, 21, 0, 4, 37, 43, 38, 49, 27, 22, 40, 6, 28, 7, 0, 38, 4, 11, 14, 29, 40, 5, 28, 12, 21, 0, 33, 10, 33, 13, 16, 4, 43, 10, 41, 33, 49, 5, 40, 7, 17, 39, 40, 2, 48, 16, 39, 47, 13, 27, 0, 17, 12, 36, 1, 17, 5, 42, 27, 47, 11, 49, 9, 4, 14, 20, 14, 11, 48, 49]
[48, 32, 12, 11, 16, 29, 23, 2, 16, 32, 23, 48, 38, 37, 45, 36, 38, 0, 47, 16, 44, 16, 8, 31, 29, 48, 10, 27, 7, 16, 35, 39, 3, 7, 23, 35, 47, 37, 30, 39, 11, 6, 7, 33, 7, 14, 38, 20, 41, 2, 37, 14, 28, 28, 19, 2, 47, 12, 15, 10, 43, 36, 6, 44, 5, 33, 49, 10, 22, 22, 1, 40]
[38, 0, 7, 33, 15, 7, 19, 24, 49, 20, 36, 40, 44, 12, 15, 31, 4, 47, 0, 37, 43, 2, 44, 18, 29, 3, 20, 28, 34, 3, 15, 5, 38, 2, 25, 48, 13, 47, 8, 4, 26, 38, 38, 29, 4, 5, 13, 9, 27, 26, 0, 34, 17, 0, 48, 45, 29, 22, 20, 40, 14, 17, 22, 34, 44, 28, 49, 18, 34, 21, 30, 19]
[3, 35, 34, 47, 15, 7, 31, 2, 33, 5, 45, 18, 24, 38, 44, 22, 11, 16, 37, 0, 48, 1, 36, 45, 46, 33, 33, 50, 22, 14, 1, 43, 33, 32, 43, 16, 4, 48, 33, 5, 47, 27, 25, 32, 2, 12, 23, 49, 12, 38, 11, 7, 8, 8, 19, 22, 47, 18, 37, 32, 35, 35, 10, 16, 9, 29, 7, 26, 20, 38, 6, 23]
[0, 15, 35, 37, 11, 30, 3, 2, 16, 15, 37, 41, 30, 9, 15, 35, 14, 44, 43, 48, 0, 47, 41, 4, 9, 33, 34, 47, 4, 4, 18, 28, 20, 45, 34, 10, 50, 35, 46, 41, 6, 46, 44, 39, 6, 0, 16, 38, 27, 17, 5, 44, 16, 19, 40, 5, 45, 10, 37, 5, 20, 2, 9, 22, 7, 14, 15, 36, 14, 2, 0, 43]
[26, 6, 23, 25, 0, 12, 21, 10, 43, 45, 46, 46, 13, 11, 49, 4, 29, 16, 2, 1, 47, 0, 35, 33, 4, 8, 15, 32, 0, 7, 44, 11, 19, 3, 35, 19, 34, 32, 41, 19, 26, 26, 16, 46, 40, 46, 7, 12, 7, 25, 14, 40, 19, 11, 3, 22, 44, 6, 48, 6, 46, 25, 42, 17, 17, 22, 29, 15, 21, 23, 30, 33]
[41, 16, 44, 33, 32, 47, 10, 17, 30, 30, 34, 37, 48, 50, 21, 37, 40, 8, 44, 36, 41, 35, 0, 19, 4, 10, 43, 20, 6, 24, 29, 6, 31, 18, 11, 28, 48, 5, 13, 20, 49, 28, 23, 40, 34, 18, 24, 2, 40, 37, 19, 15, 15, 27, 24, 1, 10, 11, 29, 31, 22, 49, 41, 11, 39, 29, 28, 45, 5, 2, 13, 17]
[4, 18, 38, 35, 48, 17, 14, 19, 23, 19, 2, 40, 7, 26, 15, 28, 5, 31, 18, 45, 4, 33, 19, 0, 19, 19, 29, 48, 23, 39, 49, 10, 20, 1, 28, 26, 41, 12, 6, 13, 35, 32, 48, 9, 30, 40, 15, 18, 26, 29, 28, 12, 40, 37, 16, 20, 0, 18, 17, 41, 11, 45, 46, 0, 39, 0, 24, 38, 29, 23, 46, 38]
[45, 26, 41, 29, 41, 26, 34, 40, 36, 38, 33, 27, 28, 24, 18, 22, 28, 29, 29, 46, 9, 4, 4, 19, 0, 17, 41, 18, 27, 3, 11, 20, 34, 33, 49, 15, 10, 14, 2, 17, 35, 37, 2, 13, 43, 49, 16, 37, 7, 1, 27, 13, 39, 1, 14, 2, 15, 3, 28, 37, 8, 34, 35, 4, 15, 24, 0, 0, 24, 10, 46, 1]
[34, 1, 3, 15, 6, 20, 48, 12, 9, 45, 42, 40, 1, 24, 7, 48, 12, 48, 3, 33, 33, 8, 10, 19, 17, 0, 31, 25, 33, 20, 27, 3, 2, 48, 11, 9, 46, 27, 3, 27, 23, 6, 5, 36, 25, 28, 20, 23, 29, 20, 3, 45, 41, 33, 19, 19, 0, 47, 39, 35, 19, 1, 32, 49, 10, 30, 43, 28, 14, 8, 7, 41]
