N1,N2,...,Nx
[0, 12, 21, 2, 2, 28, 13, 28, 46, 2, 12, 44, 38, 37, 48, 28, 28, 50, 36, 34, 25, 33, 8, 19, 49, 39, 14, 30, 46, 36, 20, 28, 5, 50, 6, 8, 21, 11, 50, 33, 39, 49, 17, 11, 15, 49, 47, 50, 27, 47, 40, 41, 39, 49, 15, 46, 34, 5, 47, 43, 6, 42, 33, 7, 7, 37, 3, 5, 31, 11, 23, 9, 40, 6, 5, 39, 21, 48, 5, 30, 23, 6, 28, 6, 15, 37, 47, 8, 4, 21, 41, 36, 47, 15, 42, 24, 21, 33, 18, 26, 17, 49, 24, 32, 47, 2, 15, 4, 27, 44, 15, 11, 43, 50, 5, 48, 9, 40, 44, 21, 42, 23, 39, 41, 22, 6, 36, 19, 21, 8, 32, 22, 46, 46, 7, 28, 20, 22, 29, 42, 47, 18, 39, 40, 4, 33, 38, 36, 3, 17, 32, 30, 12, 6, 40, 37, 9, 35, 0, 44, 46, 7, 24, 47, 42, 3, 14, 35, 44, 32, 27, 20, 40, 42, 41, 36, 8, 27, 0, 32, 17, 9, 24, 15, 13, 4, 5, 11, 29, 33, 11, 34, 9, 22, 26, 35]
[12, 0, 6, 29, 5, 43, 3, 44, 11, 24, 7, 44, 36, 6, 35, 0, 1, 45, 0, 15, 29, 22, 47, 28, 11, 11, 29, 38, 36, 19, 13, 40, 40, 21, 9, 9, 32, 42, 43, 47, 43, 37, 11, 10, 7, 36, 38, 43, 26, 18, 34, 9, 27, 13, 46, 36, 45, 2, 50, 50, 50, 8, 24, 44, 2, 39, 49, 3, 23, 35, 49, 33, 33, 21, 50, 38, 43, 32, 11, 42, 36, 8, 41, 35, 27, 25, 1, 38, 40, 0, 36, 0, 13, 39, 12, 2, 35, 22, 36, 45, 39, 36, 27, 31, 6, 16, 45, 48, 16, 10, 23, 25, 22, 48, 21, 2, 20, 23, 12, 13, 18, 28, 40, 11, 41, 0, 44, 33, 25, 24, 28, 24, 9, 49, 45, 38, 32, 46, 35, 23, 31, 17, 10, 41, 3, 16, 6, 26, 3, 42, 16, 33, 39, 16, 49, 11, 35, 44, 42, 6, 36, 37, 39, 22, 32, 33, 17, 29, 7, 36, 39, 18, 48, 22, 19, 30, 34, 35, 13, 41, 40, 28, 21, 31, 40, 33, 17, 50, 8, 22, 10, 23, 44, 15, 12, 27]
[21, 6, 0, 35, 44, 45, 11, 50, 16, 24, 16, 41, 8, 9, 28, 41, 13, 22, 48, 43, 13, 7, 28, 46, 4, 27, 1, 41, 29, 34, 46, 12, 29, 38, 23, 48, 13, 7, 24, 47, 40, 40, 9, 44, 7, 43, 34, 7, 14, 46, 27, 15, 2, 6, 11, 19, 44, 42, 16, 9, 27, 33, 23, 48, 0, 7, 33, 15, 14, 32, 31, 48, 16, 20, 19, 41, 24, 17, 27, 43, 39, 1, 19, 22, 17, 9, 33, 16, 48, 4, 38, 3, 15, 44, 34, 38, 24, 8, 13, 46, 28, 46, 31, 22, 7, 31, 26, 35, 2, 29, 22, 42, 27, 40, 16, 32, 46, 38, 8, 30, 18, 39, 45, 1, 31, 11, 28, 7, 11, 25, 8, 21, 32, 26, 48, 45, 25, 1, 3, 7, 8, 34, 44, 4, 39, 23, 15, 11, 20, 12, 6, 43, 17, 11, 9, 40, 44, 21, 6, 16, 38, 42, 9, 14, 40, 40, 2, 6, 24, 41, 29, 36, 37, 34, 11, 30, 14, 7, 11, 7, 6, 31, 8, 28, 2, 32, 20, 12, 35, 41, 7, 50, 24, 27, 17, 25]
[2, 29, 35, 0, 14, 3, 17, 31, 45, 8, 11, 4, 21, 42, 11, 38, 3, 32, 9, 1, 49, 29, 7, 30, 11, 39, 0, 43, 23, 36, 41, 44, 27, 45, 13, 6, 16, 35, 46, 13, 20, 20, 29, 35, 8, 11, 37, 48, 38, 14, 28, 24, 34, 22, 1, 22, 42, 9, 28, 5, 6, 39, 48, 14, 27, 5, 32, 6, 8, 2, 25, 3, 47, 33, 19, 2, 6, 22, 4, 43, 7, 15, 8, 37, 43, 0, 30, 12, 9, 44, 12, 49, 19, 44, 20, 44, 10, 28, 18, 48, 40, 45, 28, 14, 6, 11, 6, 1, 40, 9, 9, 25, 17, 41, 26, 8, 42, 13, 50, 37, 49, 0, 50, 9, 28, 13, 3, 41, 3, 41, 24, 27, 15, 5, 18, 37, 38, 42, 3, 29, 32, 19, 5, 38, 28, 28, 17, 3, 19, 11, 25, 39, 16, 15, 23, 0, 6, 37, 14, 37, 12, 11, 5, 0, 9, 4, 45, 20, 41, 6, 1, 28, 1, 2, 38, 39, 16, 31, 42, 45, 2, 1, 41, 14, 7, 2, 25, 42, 40, 14, 49, 20, 3, 8, 48, 34]
[2, 5, 44, 14, 0, 28, 25, 31, 17, 33, 18, 22, 34, 46, 50, 50, 35, 44, 12, 22, 46, 2, 35, 15, 29, 9, 43, 2, 45, 38, 12, 33, 49, 29, 36, 46, 34, 48, 23, 25, 17, 12, 14, 34, 24, 25, 15, 19, 24, 41, 32, 40, 12, 7, 9, 50, 26, 35, 45, 31, 47, 7, 21, 47, 17, 21, 50, 22, 43, 41, 30, 28, 48, 40, 1, 7, 1, 15, 7, 50, 18, 22, 19, 10, 26, 26, 0, 4, 44, 16, 11, 9, 27, 38, 25, 41, 18, 0, 25, 8, 12, 40, 11, 9, 23, 13, 49, 35, 24, 49, 7, 30, 14, 13, 26, 33, 35, 24, 46, 21, 15, 10, 42, 37, 42, 46, 43, 22, 50, 36, 46, 40, 47, 12, 32, 17, 13, 12, 9, 47, 11, 24, 11, 27, 9, 28, 4, 38, 28, 18, 7, 29, 1, 8, 10, 48, 8, 25, 46, 5, 16, 1, 19, 18, 15, 40, 4, 39, 42, 33, 47, 41, 26, 50, 22, 22, 41, 30, 30, 24, 1, 20, 18, 28, 46, 11, 4, 29, 24, 14, 27, 1, 12, 7, 17, 32]
[28, 43, 45, 3, 28, 0, 8, 33, 45, 13, 7, 46, 15, 10, 1, 37, 10, 32, 27, 38, 0, 5, 18, 25, 28, 19, 27, 46, 19, 17, 7, 3, 4, 42, 38, 36, 22, 28, 14, 21, 13, 40, 21, 2, 20, 44, 31, 24, 7, 12, 38, 19, 5, 16, 33, 46, 25, 15, 3, 45, 30, 50, 33, 8, 21, 3, 22, 31, 32, 0, 28, 7, 2, 5, 9, 13, 5, 29, 7, 2, 39, 32, 45, 7, 0, 6, 47, 48, 19, 49, 23, 35, 13, 31, 19, 40, 29, 25, 7, 7, 35, 4, 26, 48, 5, 22, 13, 5, 22, 9, 15, 50, 21, 31, 8, 10, 12, 40, 16, 37, 46, 11, 11, 13, 11, 35, 13, 34, 29, 8, 3, 45, 22, 25, 22, 25, 10, 47, 46, 9, 22, 21, 31, 43, 41, 43, 29, 14, 35, 29, 14, 47, 19, 9, 20, 38, 46, 19, 36, 43, 18, 29, 1, 28, 17, 36, 36, 15, 14, 45, 18, 6, 4, 16, 13, 0, 40, 32, 39, 3, 39, 49, 10, 18, 27, 37, 15, 6, 17, 2, 32, 46, 30, 1, 44, 44]
[13, 3, 11, 17, 25, 8, 0, 50, 10, 35, 12, 6, 15, 13, 39, 25, 35, 8, 3, 26, 39, 50, 27, 16, 27, 34, 50, 28, 12, 46, 6, 11, 47, 38, 16, 28, 6, 8, 30, 38, 38, 31, 46, 40, 40, 31, 9, 7, 20, 19, 9, 5, 9, 40, 41, 18, 29, 32, 7, 19, 27, 29, 39, 32, 7, 38, 12, 38, 17, 41, 11, 40, 41, 28, 27, 43, 30, 21, 30, 43, 26, 40, 43, 39, 19, 23, 25, 23, 22, 19, 23, 3, 3, 42, 49, 8, 29, 5, 40, 40, 18, 45, 25, 0, 39, 38, 9, 12, 41, 9, 49, 40, 41, 39, 5, 47, 30, 6, 31, 25, 0, 19, 19, 50, 17, 11, 4, 6, 10, 41, 13, 0, 40, 9, 39, 38, 31, 1, 33, 20, 24, 47, 29, 46, 18, 22, 42, 15, 19, 15, 26, 20, 13, 14, 6, 33, 0, 36, 35, 11, 1, 35, 14, 39, 1, 26, 31, 36, 18, 27, 30, 37, 16, 18, 24, 37, 42, 9, 9, 32, 7, 29, 3, 13, 43, 47, 30, 44, 38, 24, 14, 50, 41, 19, 20, 24]
[28, 44, 50, 31, 31, 33, 50, 0, 17, 39, 19, 30, 48, 1, 35, 3, 23, 6, 5, 15, 37, 4, 3, 43, 24, 40, 38, 46, 8, 17, 17, 37, 34, 37, 46, 41, 13, 29, 22, 12, 7, 43, 18, 44, 37, 21, 4, 0, 21, 15, 10, 46, 34, 49, 33, 40, 7, 24, 37, 9, 30, 29, 10, 5, 2, 42, 47, 13, 21, 17, 19, 2, 39, 25, 48, 33, 48, 47, 35, 11, 32, 11, 18, 34, 19, 39, 15, 39, 0, 32, 33, 32, 37, 5, 42, 9, 36, 23, 38, 3, 34, 30, 34, 47, 13, 12, 29, 19, 39, 37, 7, 47, 32, 36, 50, 6, 26, 6, 41, 33, 50, 21, 32, 38, 28, 16, 50, 36, 42, 2, 29, 11, 36, 27, 27, 18, 22, 43, 10, 22, 48, 36, 2, 48, 37, 28, 26, 49, 5, 7, 33, 26, 12, 10, 7, 37, 30, 25, 36, 32, 26, 24, 29, 30, 10, 24, 14, 26, 6, 25, 12, 23, 16, 35, 22, 19, 7, 48, 45, 41, 38, 23, 3, 34, 19, 9, 24, 11, 15, 37, 17, 9, 39, 28, 10, 11]
[46, 11, 16, 45, 17, 45, 10, 17, 0, 36, 34, 28, 11, 22, 37, 43, 7, 40, 50, 42, 25, 28, 37, 26, 23, 19, 39, 11, 35, 38, 1, 2, 46, 37, 40, 34, 38, 42, 12, 34, 20, 11, 42, 2, 1, 7, 31, 27, 30, 50, 29, 39, 23, 22, 33, 31, 24, 13, 44, 14, 43, 25, 29, 8, 8, 39, 23, 3, 28, 36, 16, 46, 40, 31, 6, 27, 27, 26, 17, 6, 28, 47, 32, 35, 22, 0, 50, 22, 11, 9, 4, 23, 18, 3, 46, 42, 9, 46, 19, 7, 3, 19, 28, 24, 17, 11, 29, 31, 22, 25, 31, 41, 33, 27, 19, 23, 14, 12, 42, 46, 34, 16, 31, 20, 50, 8, 41, 18, 40, 35, 19, 12, 38, 27, 17, 21, 10, 41, 2, 38, 21, 40, 48, 22, 46, 45, 24, 0, 3, 27, 12, 45, 1, 3, 20, 37, 22, 0, 21, 23, 34, 26, 39, 46, 5, 34, 14, 0, 36, 31, 0, 36, 46, 31, 29, 32, 34, 7, 37, 11, 20, 30, 14, 26, 17, 50, 47, 45, 8, 17, 5, 28, 21, 0, 30, 38]
[2, 24, 24, 8, 33, 13, 35, 39, 36, 0, 0, 14, 35, 28, 5, 25, 7, 41, 9, 27, 33, 41, 42, 24, 34, 35, 24, 45, 5, 25, 14, 37, 1, 20, 45, 38, 31, 23, 37, 8, 9, 15, 16, 32, 14, 2, 41, 5, 39, 46, 49, 42, 11, 24, 0, 14, 9, 36, 4, 0, 42, 17, 24, 29, 22, 8, 7, 22, 13, 19, 28, 33, 10, 20, 48, 10, 8, 45, 32, 15, 24, 3, 28, 24, 32, 0, 36, 42, 37, 20, 35, 44, 32, 3, 38, 22, 10, 20, 12, 16, 45, 3, 47, 45, 39, 1, 13, 7, 26, 48, 19, 1, 49, 11, 50, 33, 39, 36, 41, 5, 26, 25, 27, 16, 39, 47, 2, 39, 24, 34, 14, 5, 15, 16, 9, 14, 16, 10, 21, 49, 27, 6, 44, 17, 17, 33, 6, 49, 2, 26, 38, 18, 12, 19, 39, 23, 13, 5, 47, 40, 43, 16, 17, 24, 16, 30, 19, 6, 37, 42, 44, 23, 11, 14, 48, 18, 35, 14, 46, 50, 3, 32, 45, 2, 48, 44, 6, 9, 21, 20, 26, 41, 14, 12, 19, 37]
