N1,N2,...,Nx
[0, 27, 44, 47, 2, 16, 20, 25, 13, 27, 17, 4, 42, 36, 42, 22, 25, 34, 35, 43, 35, 4, 1, 6, 26, 24, 12, 10, 13, 38, 2, 5, 28, 31, 43, 41, 4, 21, 44, 27, 19, 13, 27, 1, 50, 49, 0, 49, 30, 0, 33, 16, 16, 32, 24, 47, 50, 25, 19, 15, 46, 25, 11, 30, 13, 47, 44, 28, 17, 40, 42, 8, 46, 23, 35, 49, 12, 50, 48, 1, 43, 36, 37, 42, 11, 1, 47, 46, 23, 46, 10, 44, 44, 27, 37, 46, 45, 31, 28, 26, 34, 23, 19, 3, 33, 26, 4, 25, 24, 36, 1, 10, 19, 30, 36, 35, 15, 28, 25, 28, 42, 20, 34, 29, 29, 0, 36, 27, 37, 38, 44, 7, 29, 39, 11, 1, 34, 27, 25, 36, 37, 24, 18, 22, 19, 48, 5, 33, 12, 5, 41, 40, 27, 36, 20, 5, 30, 46, 37, 19, 14, 1, 31, 12, 1, 31, 14, 38, 19, 41, 4, 17, 5, 49, 11, 44, 0, 25, 6, 44, 50, 3, 30, 40, 20, 14, 30, 25, 4, 2, 48, 19, 24, 18, 29, 10, 43]
[27, 0, 28, 20, 20, 50, 36, 44, 5, 48, 1, 30, 6, 11, 36, 37, 41, 14, 31, 32, 21, 16, 36, 32, 13, 28, 31, 38, 49, 16, 29, 33, 4, 42, 37, 8, 17, 35, 2, 11, 16, 45, 7, 22, 22, 7, 3, 46, 41, 29, 24, 12, 13, 30, 40, 40, 38, 47, 39, 36, 45, 1, 46, 5, 38, 38, 47, 4, 15, 42, 5, 37, 46, 34, 24, 25, 38, 29, 0, 44, 10, 1, 50, 17, 14, 38, 16, 31, 21, 29, 12, 37, 31, 36, 33, 30, 36, 13, 30, 49, 13, 3, 31, 6, 23, 42, 23, 10, 16, 10, 25, 28, 29, 28, 9, 16, 35, 50, 2, 28, 40, 22, 29, 14, 5, 22, 0, 33, 37, 25, 9, 19, 7, 13, 16, 50, 11, 40, 42, 15, 15, 36, 15, 35, 46, 50, 34, 21, 27, 35, 27, 41, 18, 28, 42, 31, 22, 44, 43, 15, 29, 21, 24, 18, 35, 27, 49, 0, 12, 2, 1, 43, 6, 2, 21, 32, 35, 36, 34, 13, 45, 1, 45, 34, 23, 5, 43, 33, 22, 13, 15, 0, 21, 14, 44, 9, 44]
[44, 28, 0, 7, 23, 38, 40, 48, 45, 49, 10, 12, 12, 8, 10, 37, 47, 43, 43, 32, 42, 33, 24, 16, 30, 43, 0, 6, 13, 43, 34, 6, 33, 10, 30, 22, 45, 44, 28, 40, 28, 25, 42, 35, 44, 27, 44, 18, 19, 31, 39, 8, 20, 1, 37, 0, 49, 49, 35, 3, 49, 21, 16, 8, 10, 14, 34, 4, 3, 34, 2, 3, 44, 31, 39, 38, 35, 11, 11, 7, 36, 21, 46, 37, 47, 23, 19, 41, 0, 10, 1, 17, 29, 4, 16, 24, 43, 39, 26, 1, 3, 41, 38, 20, 4, 18, 17, 18, 3, 42, 34, 2, 44, 17, 9, 7, 12, 0, 46, 43, 34, 30, 7, 15, 3, 37, 4, 16, 8, 11, 43, 46, 11, 39, 31, 4, 22, 36, 47, 31, 37, 3, 45, 25, 36, 22, 18, 47, 7, 41, 22, 20, 44, 44, 26, 6, 14, 32, 11, 3, 46, 4, 12, 35, 42, 13, 23, 24, 21, 31, 38, 33, 44, 22, 10, 31, 26, 50, 12, 20, 21, 39, 6, 15, 27, 14, 7, 13, 48, 32, 20, 44, 15, 27, 20, 39, 40]
[47, 20, 7, 0, 19, 32, 1, 23, 14, 7, 17, 13, 3, 40, 39, 26, 4, 16, 2, 1, 34, 29, 11, 37, 31, 14, 8, 9, 25, 29, 38, 13, 11, 48, 1, 36, 22, 48, 17, 41, 5, 8, 40, 20, 40, 16, 2, 45, 16, 23, 20, 17, 47, 23, 50, 17, 0, 29, 35, 48, 29, 30, 48, 10, 48, 29, 18, 30, 29, 20, 2, 31, 5, 18, 9, 1, 2, 7, 14, 26, 44, 18, 45, 7, 14, 35, 23, 23, 11, 14, 6, 23, 36, 11, 17, 36, 47, 44, 21, 23, 2, 11, 42, 20, 21, 10, 18, 14, 16, 7, 40, 43, 46, 12, 28, 14, 45, 20, 15, 25, 42, 40, 37, 15, 46, 34, 18, 6, 9, 46, 25, 23, 33, 14, 21, 25, 17, 45, 40, 37, 45, 43, 29, 20, 33, 11, 30, 41, 35, 26, 18, 31, 13, 47, 25, 7, 1, 35, 12, 44, 16, 20, 35, 49, 16, 49, 28, 7, 34, 5, 33, 14, 22, 5, 32, 18, 45, 14, 31, 39, 25, 22, 11, 1, 34, 0, 44, 12, 38, 43, 43, 38, 35, 16, 26, 22, 17]
[2, 20, 23, 19, 0, 35, 7, 34, 22, 2, 50, 37, 19, 49, 29, 20, 7, 18, 17, 25, 9, 30, 26, 15, 36, 7, 6, 33, 47, 32, 40, 1, 9, 13, 30, 40, 34, 50, 13, 35, 42, 36, 24, 35, 8, 0, 24, 28, 23, 1, 47, 21, 19, 40, 0, 15, 8, 42, 29, 22, 12, 32, 50, 14, 13, 32, 36, 29, 27, 15, 14, 9, 24, 41, 10, 6, 1, 12, 3, 37, 42, 10, 49, 9, 31, 41, 10, 17, 45, 0, 6, 8, 40, 17, 27, 38, 47, 8, 2, 48, 39, 37, 46, 6, 8, 2, 32, 29, 10, 43, 20, 8, 45, 29, 20, 10, 10, 39, 35, 49, 17, 48, 4, 25, 34, 42, 31, 47, 39, 31, 34, 39, 14, 7, 21, 1, 2, 13, 42, 37, 22, 17, 26, 22, 18, 33, 19, 38, 12, 2, 8, 23, 34, 2, 14, 50, 23, 13, 9, 48, 14, 12, 46, 5, 39, 3, 45, 0, 40, 16, 24, 28, 41, 31, 45, 31, 27, 8, 34, 9, 10, 1, 37, 20, 6, 2, 36, 33, 30, 43, 44, 37, 47, 43, 45, 23, 41]
[16, 50, 38, 32, 35, 0, 0, 35, 34, 48, 38, 12, 6, 25, 37, 22, 36, 0, 6, 28, 6, 8, 45, 47, 14, 46, 46, 36, 35, 43, 28, 11, 40, 15, 33, 33, 9, 36, 25, 19, 0, 28, 26, 9, 28, 19, 13, 50, 48, 32, 5, 28, 2, 27, 34, 27, 2, 43, 38, 14, 41, 16, 45, 18, 43, 43, 17, 43, 45, 16, 3, 44, 39, 21, 48, 11, 21, 30, 47, 36, 33, 14, 45, 31, 35, 14, 11, 33, 10, 48, 31, 39, 33, 38, 23, 29, 22, 41, 5, 20, 27, 12, 34, 38, 27, 33, 10, 42, 27, 22, 36, 29, 3, 43, 8, 39, 12, 29, 45, 0, 43, 40, 9, 1, 32, 12, 29, 49, 8, 45, 44, 20, 8, 11, 20, 38, 13, 34, 16, 16, 50, 36, 18, 41, 16, 33, 25, 3, 37, 36, 21, 29, 46, 0, 4, 0, 5, 17, 0, 28, 25, 15, 11, 13, 37, 6, 18, 33, 35, 19, 37, 33, 13, 9, 47, 36, 42, 9, 10, 47, 32, 25, 37, 39, 16, 7, 13, 1, 1, 14, 42, 1, 31, 50, 7, 4, 40]
[20, 36, 40, 1, 7, 0, 0, 45, 49, 30, 30, 19, 36, 22, 27, 33, 28, 5, 49, 39, 20, 37, 27, 49, 15, 22, 7, 40, 12, 37, 32, 39, 37, 19, 32, 17, 26, 35, 38, 4, 39, 31, 17, 8, 24, 20, 50, 1, 46, 10, 16, 36, 48, 32, 26, 36, 20, 11, 22, 32, 5, 2, 17, 6, 21, 15, 1, 16, 12, 34, 9, 40, 6, 40, 18, 1, 18, 16, 50, 43, 11, 22, 21, 2, 46, 25, 9, 43, 33, 25, 39, 4, 14, 46, 49, 39, 0, 16, 45, 42, 40, 40, 6, 50, 47, 35, 12, 3, 3, 19, 0, 4, 18, 11, 35, 20, 24, 33, 3, 5, 42, 0, 2, 1, 21, 45, 32, 47, 7, 38, 37, 43, 5, 16, 24, 30, 7, 18, 5, 30, 27, 11, 22, 40, 48, 42, 19, 43, 21, 35, 23, 28, 20, 11, 3, 34, 4, 6, 49, 6, 16, 41, 11, 27, 39, 14, 21, 7, 28, 33, 31, 12, 3, 3, 3, 32, 5, 48, 13, 20, 45, 21, 43, 10, 15, 0, 24, 15, 29, 44, 22, 38, 46, 14, 46, 42, 40]
[25, 44, 48, 23, 34, 35, 45, 0, 14, 27, 33, 0, 32, 33, 5, 10, 40, 26, 43, 12, 3, 50, 36, 4, 44, 46, 43, 16, 1, 49, 35, 12, 15, 43, 19, 21, 3, 25, 3, 37, 1, 3, 24, 17, 10, 27, 33, 33, 3, 13, 32, 21, 34, 8, 26, 34, 38, 39, 30, 50, 16, 1, 43, 13, 13, 41, 35, 31, 40, 29, 21, 16, 47, 18, 35, 31, 35, 13, 1, 45, 27, 11, 48, 18, 31, 39, 11, 2, 36, 21, 11, 49, 37, 45, 34, 2, 7, 25, 46, 46, 23, 46, 38, 37, 36, 19, 16, 43, 48, 34, 50, 1, 49, 22, 25, 6, 6, 41, 17, 46, 10, 29, 12, 6, 20, 5, 9, 2, 46, 24, 26, 33, 27, 17, 5, 5, 0, 18, 14, 1, 39, 9, 30, 43, 19, 6, 30, 31, 11, 16, 27, 7, 33, 38, 42, 16, 27, 23, 31, 1, 13, 31, 44, 22, 9, 1, 21, 14, 42, 34, 10, 32, 50, 21, 19, 10, 48, 33, 20, 43, 47, 39, 17, 44, 41, 0, 8, 32, 17, 49, 7, 39, 26, 19, 6, 32, 15]
[13, 5, 45, 14, 22, 34, 49, 14, 0, 9, 33, 13, 43, 3, 27, 10, 46, 31, 20, 45, 0, 21, 4, 4, 29, 6, 41, 14, 12, 11, 18, 9, 36, 27, 39, 47, 1, 43, 11, 8, 36, 32, 25, 49, 9, 24, 17, 32, 0, 7, 42, 13, 44, 36, 9, 10, 29, 19, 41, 23, 18, 0, 19, 16, 39, 6, 43, 27, 25, 16, 9, 45, 6, 10, 30, 13, 4, 17, 13, 23, 29, 4, 45, 28, 40, 20, 50, 15, 20, 29, 44, 17, 34, 9, 18, 6, 41, 47, 40, 25, 49, 21, 16, 9, 23, 15, 38, 27, 2, 0, 49, 30, 23, 22, 7, 40, 2, 12, 13, 20, 21, 17, 44, 46, 17, 25, 50, 44, 46, 44, 32, 26, 2, 27, 12, 3, 0, 38, 26, 1, 38, 45, 18, 15, 50, 30, 42, 36, 41, 12, 14, 38, 29, 34, 34, 20, 26, 22, 21, 32, 36, 24, 9, 1, 34, 1, 35, 14, 42, 42, 30, 18, 34, 49, 12, 37, 6, 5, 35, 16, 47, 44, 30, 30, 32, 45, 14, 6, 3, 22, 24, 40, 11, 50, 34, 1, 25]
[27, 48, 49, 7, 2, 48, 30, 27, 9, 0, 16, 22, 26, 30, 28, 49, 22, 45, 22, 9, 0, 43, 6, 46, 34, 28, 31, 43, 1, 18, 22, 5, 11, 7, 29, 47, 3, 30, 1, 36, 48, 5, 18, 32, 25, 31, 19, 24, 11, 4, 44, 5, 0, 43, 10, 29, 7, 25, 0, 6, 38, 20, 0, 30, 7, 31, 33, 48, 31, 26, 22, 42, 0, 5, 1, 34, 23, 34, 17, 19, 47, 10, 22, 13, 21, 12, 3, 45, 0, 41, 32, 19, 10, 32, 9, 22, 50, 41, 41, 50, 4, 11, 15, 13, 44, 20, 27, 45, 42, 24, 44, 0, 14, 47, 46, 30, 35, 11, 49, 8, 21, 12, 26, 37, 38, 5, 25, 24, 8, 3, 49, 39, 8, 40, 36, 25, 38, 37, 10, 43, 30, 2, 19, 27, 21, 3, 44, 17, 41, 25, 10, 6, 4, 29, 31, 24, 41, 7, 23, 27, 39, 19, 21, 48, 23, 48, 19, 19, 13, 22, 0, 5, 20, 35, 24, 18, 18, 37, 43, 11, 50, 45, 38, 15, 19, 11, 40, 10, 1, 35, 4, 35, 42, 15, 34, 26, 11]
