N1,N2,...,Nx
[0, 21, 16, 7, 18, 20, 42, 11, 19, 30, 13, 43, 36, 49, 13, 16, 20, 31, 36, 6, 32, 34, 0, 31, 17, 28, 7, 21, 36, 41, 13, 30, 2, 7, 27, 26, 0, 25, 4, 5, 20, 31, 39, 11, 32, 47, 48, 30, 19, 5, 48, 10, 30, 40, 10, 14, 13, 47, 14, 2, 38, 42, 43, 42, 23, 8, 7, 35, 12, 15, 30, 4, 11, 2, 5, 15, 10, 35, 16, 39, 41, 36, 1, 4, 17, 23, 5, 2, 40, 20, 24, 11, 19, 4, 18, 37, 31, 27, 23, 10, 36, 21, 46, 24, 44, 48, 12, 18, 16, 21, 13, 15, 29, 26, 16, 50, 20, 22, 37, 4, 41, 27, 11, 22, 3, 44, 39, 36, 41, 8, 34, 3, 20, 23, 47, 32, 33, 32, 45, 18, 16, 5, 48, 48, 37, 22, 4, 17, 5, 49, 19, 19, 38, 47, 22, 10, 22, 23, 11, 25, 20, 29, 15, 38, 40, 28, 20, 31, 9, 25, 17, 31, 40, 44, 46, 44, 42, 20, 41, 11, 4, 6, 5, 1, 44, 23, 5, 37, 4, 25, 29, 5, 10, 46, 17, 10, 9, 40, 15]
[21, 0, 27, 38, 7, 33, 47, 5, 47, 50, 4, 19, 3, 14, 8, 30, 14, 22, 50, 35, 16, 13, 9, 33, 24, 44, 31, 10, 34, 37, 39, 15, 21, 44, 42, 50, 4, 28, 33, 19, 46, 28, 35, 9, 8, 18, 19, 47, 4, 48, 6, 26, 20, 18, 11, 39, 41, 43, 36, 1, 23, 1, 47, 5, 33, 25, 37, 13, 20, 3, 19, 49, 6, 26, 34, 41, 42, 40, 25, 40, 45, 49, 49, 15, 48, 26, 4, 47, 47, 3, 24, 3, 47, 20, 24, 24, 18, 29, 36, 27, 33, 44, 37, 7, 49, 26, 32, 44, 41, 7, 20, 2, 49, 17, 1, 18, 37, 43, 12, 49, 16, 45, 48, 41, 28, 5, 19, 28, 47, 24, 2, 2, 49, 15, 32, 9, 8, 38, 47, 42, 23, 28, 42, 44, 16, 6, 12, 10, 7, 37, 37, 49, 34, 9, 7, 49, 41, 38, 22, 31, 43, 11, 24, 26, 1, 24, 45, 8, 5, 47, 47, 17, 42, 37, 45, 25, 43, 13, 7, 35, 18, 29, 43, 45, 9, 32, 41, 25, 19, 14, 19, 35, 49, 32, 7, 35, 23, 0, 0]
[16, 27, 0, 34, 49, 17, 27, 23, 27, 9, 11, 45, 19, 40, 32, 49, 15, 31, 8, 35, 38, 14, 30, 34, 15, 28, 28, 27, 8, 43, 40, 39, 2, 44, 0, 47, 39, 6, 14, 47, 13, 32, 48, 33, 22, 2, 34, 37, 6, 34, 34, 20, 3, 32, 1, 39, 36, 19, 40, 16, 26, 45, 35, 23, 19, 3, 10, 18, 29, 42, 33, 33, 31, 23, 49, 40, 11, 47, 42, 18, 22, 33, 47, 42, 29, 10, 50, 19, 26, 4, 34, 0, 4, 0, 37, 15, 9, 33, 36, 0, 9, 0, 43, 23, 32, 46, 27, 36, 38, 35, 23, 38, 42, 35, 29, 0, 28, 27, 2, 21, 40, 42, 12, 7, 45, 3, 16, 34, 16, 12, 36, 5, 11, 43, 9, 15, 40, 0, 13, 26, 30, 37, 10, 35, 20, 35, 37, 16, 27, 45, 8, 30, 24, 12, 20, 27, 48, 23, 25, 9, 50, 19, 47, 26, 37, 40, 32, 49, 48, 16, 22, 42, 40, 12, 4, 42, 32, 22, 30, 37, 14, 14, 29, 26, 32, 36, 24, 42, 30, 3, 33, 0, 2, 49, 12, 23, 26, 11, 27]
[7, 38, 34, 0, 49, 33, 27, 2, 25, 12, 31, 39, 30, 49, 19, 45, 34, 15, 6, 35, 12, 8, 29, 14, 26, 2, 35, 16, 36, 17, 27, 9, 30, 10, 14, 18, 25, 1, 4, 23, 39, 40, 15, 5, 14, 35, 17, 5, 21, 1, 14, 41, 29, 49, 4, 26, 11, 14, 7, 44, 35, 9, 35, 26, 17, 24, 32, 49, 45, 47, 33, 33, 48, 46, 19, 31, 17, 46, 4, 41, 46, 37, 9, 5, 46, 27, 29, 31, 10, 14, 46, 17, 33, 20, 28, 43, 47, 2, 43, 8, 34, 15, 47, 9, 1, 50, 41, 16, 46, 9, 26, 31, 16, 37, 19, 39, 2, 15, 47, 34, 46, 0, 50, 6, 11, 31, 13, 30, 39, 17, 45, 11, 11, 48, 42, 39, 5, 21, 6, 3, 2, 34, 50, 41, 2, 22, 39, 11, 28, 31, 0, 13, 0, 26, 48, 8, 47, 13, 34, 20, 22, 12, 41, 18, 6, 40, 10, 4, 15, 31, 5, 23, 6, 8, 50, 22, 12, 24, 49, 37, 32, 3, 30, 41, 4, 9, 0, 6, 37, 48, 20, 0, 7, 32, 44, 21, 0, 1, 38]
[18, 7, 49, 49, 0, 10, 41, 15, 32, 48, 35, 0, 12, 17, 41, 29, 34, 5, 3, 36, 14, 48, 48, 12, 49, 45, 13, 22, 15, 20, 41, 19, 26, 23, 45, 18, 31, 46, 4, 31, 8, 6, 2, 10, 17, 24, 17, 29, 33, 5, 29, 30, 44, 50, 43, 46, 22, 37, 37, 41, 17, 41, 10, 37, 35, 50, 40, 23, 25, 17, 41, 14, 21, 40, 39, 28, 10, 7, 3, 17, 47, 40, 26, 22, 28, 41, 21, 12, 16, 3, 8, 10, 36, 9, 37, 41, 46, 1, 10, 14, 39, 37, 4, 48, 10, 48, 15, 19, 37, 44, 29, 30, 15, 34, 0, 3, 8, 15, 33, 43, 0, 49, 30, 37, 45, 28, 9, 26, 19, 12, 31, 15, 35, 4, 11, 34, 49, 5, 18, 19, 19, 6, 19, 33, 39, 48, 10, 16, 17, 43, 10, 3, 38, 45, 28, 38, 50, 44, 26, 46, 13, 49, 43, 45, 3, 8, 37, 33, 41, 35, 10, 21, 33, 3, 15, 26, 4, 13, 41, 25, 47, 15, 33, 28, 23, 12, 6, 39, 36, 4, 30, 6, 41, 15, 32, 15, 34, 30, 14]
[20, 33, 17, 33, 10, 0, 47, 24, 46, 34, 6, 44, 10, 19, 18, 27, 41, 28, 13, 49, 46, 39, 3, 30, 12, 20, 15, 34, 49, 29, 7, 49, 3, 37, 23, 8, 27, 20, 0, 30, 28, 11, 33, 41, 32, 19, 50, 45, 18, 35, 44, 5, 38, 50, 49, 26, 44, 28, 18, 50, 30, 4, 10, 7, 36, 44, 21, 18, 33, 0, 47, 29, 6, 11, 7, 45, 38, 28, 28, 23, 43, 36, 22, 18, 36, 22, 43, 18, 7, 0, 49, 19, 48, 20, 47, 45, 34, 48, 43, 17, 43, 19, 23, 16, 29, 31, 35, 31, 4, 19, 6, 47, 16, 45, 33, 43, 6, 48, 46, 23, 19, 8, 2, 2, 25, 32, 47, 31, 3, 50, 20, 45, 24, 50, 2, 33, 24, 28, 15, 26, 27, 3, 41, 6, 47, 25, 25, 13, 0, 41, 24, 34, 24, 39, 47, 19, 34, 30, 18, 22, 44, 49, 47, 0, 26, 27, 47, 49, 45, 31, 12, 50, 13, 4, 22, 4, 8, 49, 1, 7, 11, 11, 46, 23, 10, 39, 46, 21, 36, 38, 47, 21, 31, 49, 42, 8, 47, 18, 40]
[42, 47, 27, 27, 41, 47, 0, 30, 11, 14, 8, 27, 11, 26, 26, 39, 7, 30, 37, 25, 25, 31, 42, 43, 19, 10, 47, 13, 16, 21, 36, 9, 1, 9, 41, 32, 45, 19, 34, 1, 9, 17, 42, 37, 19, 49, 17, 16, 46, 12, 27, 5, 35, 17, 10, 35, 24, 24, 49, 23, 41, 46, 19, 25, 7, 21, 40, 37, 36, 24, 7, 41, 34, 4, 12, 11, 15, 43, 40, 20, 28, 19, 10, 23, 41, 27, 2, 38, 12, 2, 44, 42, 49, 2, 27, 1, 0, 37, 33, 31, 23, 47, 48, 34, 23, 36, 21, 41, 7, 24, 10, 1, 24, 37, 36, 48, 10, 11, 37, 5, 7, 40, 9, 29, 18, 32, 10, 29, 4, 42, 0, 3, 38, 4, 44, 22, 16, 16, 27, 26, 17, 28, 43, 10, 45, 35, 1, 11, 11, 28, 2, 23, 25, 47, 41, 1, 29, 36, 42, 11, 6, 7, 40, 33, 48, 46, 44, 13, 18, 9, 14, 14, 42, 18, 8, 32, 5, 9, 37, 14, 37, 5, 42, 6, 48, 29, 31, 30, 22, 41, 21, 9, 12, 37, 2, 7, 30, 50, 28]
[11, 5, 23, 2, 15, 24, 30, 0, 9, 2, 46, 39, 41, 48, 31, 33, 22, 44, 31, 13, 42, 7, 46, 39, 21, 7, 13, 40, 15, 1, 33, 40, 19, 7, 41, 50, 36, 47, 0, 19, 7, 10, 11, 50, 50, 14, 15, 42, 38, 8, 21, 42, 1, 1, 39, 25, 36, 26, 36, 42, 11, 20, 15, 17, 10, 6, 49, 3, 33, 25, 8, 34, 47, 46, 48, 38, 44, 18, 35, 28, 23, 39, 50, 19, 46, 26, 48, 1, 12, 29, 47, 35, 25, 25, 20, 28, 45, 47, 36, 37, 14, 9, 35, 0, 43, 50, 47, 23, 45, 44, 6, 48, 1, 8, 48, 22, 16, 45, 45, 42, 9, 32, 39, 2, 25, 43, 49, 19, 8, 29, 15, 29, 20, 49, 28, 33, 49, 2, 48, 39, 46, 50, 12, 18, 49, 40, 15, 36, 36, 25, 47, 34, 48, 15, 18, 26, 42, 16, 26, 1, 12, 31, 3, 33, 36, 6, 36, 23, 18, 42, 47, 24, 40, 5, 37, 48, 8, 4, 28, 1, 38, 27, 47, 2, 44, 15, 21, 48, 5, 42, 28, 48, 11, 41, 7, 1, 41, 15, 46]
[19, 47, 27, 25, 32, 46, 11, 9, 0, 33, 11, 33, 12, 26, 34, 6, 44, 9, 50, 32, 4, 16, 7, 5, 46, 39, 31, 24, 22, 38, 7, 35, 32, 25, 19, 9, 30, 30, 22, 3, 11, 5, 48, 21, 5, 31, 39, 40, 42, 47, 17, 0, 29, 25, 45, 17, 40, 2, 35, 12, 38, 4, 36, 47, 10, 24, 41, 3, 43, 39, 0, 35, 25, 38, 5, 13, 7, 26, 6, 16, 38, 5, 29, 44, 45, 8, 0, 15, 32, 0, 4, 5, 20, 8, 33, 42, 39, 41, 34, 25, 50, 42, 24, 20, 28, 12, 41, 31, 48, 42, 40, 42, 30, 36, 41, 27, 24, 2, 45, 37, 39, 37, 42, 6, 33, 8, 0, 38, 44, 37, 46, 1, 42, 42, 29, 33, 24, 43, 13, 3, 14, 38, 36, 42, 49, 32, 45, 21, 0, 27, 43, 1, 50, 1, 47, 10, 46, 32, 26, 39, 2, 1, 33, 28, 0, 18, 26, 25, 29, 31, 35, 26, 32, 8, 14, 29, 28, 20, 45, 21, 45, 5, 29, 25, 50, 3, 46, 40, 14, 7, 14, 6, 41, 6, 38, 24, 49, 11, 49]
[30, 50, 9, 12, 48, 34, 14, 2, 33, 0, 45, 18, 4, 36, 5, 35, 8, 28, 48, 7, 34, 47, 7, 36, 25, 17, 13, 45, 17, 8, 15, 49, 35, 9, 1, 40, 20, 29, 47, 15, 19, 46, 30, 36, 3, 49, 23, 7, 14, 25, 39, 0, 23, 2, 23, 25, 15, 24, 27, 0, 34, 30, 28, 6, 40, 37, 12, 3, 44, 19, 18, 33, 25, 34, 7, 29, 13, 50, 25, 39, 32, 15, 32, 2, 7, 29, 20, 8, 8, 30, 18, 46, 43, 11, 12, 34, 41, 40, 22, 4, 8, 44, 3, 10, 47, 25, 30, 10, 13, 19, 4, 4, 22, 44, 28, 34, 47, 19, 6, 8, 47, 50, 8, 43, 28, 43, 11, 42, 35, 7, 14, 31, 22, 7, 28, 49, 13, 5, 22, 22, 49, 0, 40, 44, 38, 5, 1, 25, 46, 35, 28, 9, 7, 2, 24, 8, 44, 5, 7, 17, 3, 2, 32, 28, 3, 4, 35, 45, 47, 15, 21, 7, 17, 43, 13, 26, 40, 18, 38, 5, 1, 34, 22, 50, 5, 49, 32, 35, 42, 25, 39, 13, 16, 11, 28, 35, 30, 24, 34]
