N1,N2,...,Nx
[0, 46, 35, 46, 10, 34, 12, 22, 11, 29, 1, 34, 12, 29, 17, 21, 37, 14, 11, 36, 8, 13, 4, 27, 21, 40, 49, 13, 4, 18, 8, 29, 27, 14, 44, 17, 36, 16, 37, 30, 42, 44, 46, 20, 3, 21, 26, 17, 41, 1, 22, 16, 46, 30, 36, 33, 18, 49, 35, 14, 31, 15, 21, 12, 26, 6, 2, 18, 35, 10, 4, 4, 22, 31, 46, 6, 27, 14, 27, 18, 37, 23, 41, 40, 47, 14, 13, 23, 41, 47, 5, 3, 41, 50, 49, 3, 17, 28, 2, 40, 38, 41, 37, 10, 11, 32, 19, 30, 18, 14, 13, 2, 0, 22, 38, 29, 26, 0, 1, 50, 22, 33, 11, 15, 29, 26, 44, 44, 12, 27, 48, 45, 43, 5, 16, 12, 1, 45, 48, 37, 25, 29, 44, 14, 34, 6, 44]
[46, 0, 15, 47, 47, 7, 35, 17, 47, 20, 44, 8, 31, 13, 12, 45, 35, 20, 27, 17, 33, 33, 19, 17, 15, 47, 50, 9, 37, 22, 37, 44, 30, 21, 16, 29, 38, 25, 26, 32, 44, 3, 47, 24, 0, 31, 5, 38, 15, 32, 5, 41, 25, 15, 15, 43, 7, 24, 11, 6, 12, 14, 41, 49, 0, 26, 20, 38, 16, 46, 16, 36, 22, 39, 41, 17, 25, 50, 9, 27, 41, 40, 39, 38, 17, 28, 28, 9, 38, 9, 36, 14, 25, 33, 28, 33, 36, 35, 43, 47, 26, 4, 42, 1, 28, 13, 23, 20, 35, 25, 23, 43, 23, 10, 39, 23, 28, 36, 13, 8, 32, 43, 9, 49, 31, 16, 31, 18, 13, 10, 15, 12, 3, 4, 12, 10, 12, 1, 41, 50, 16, 42, 39, 50, 0, 5, 7]
[35, 15, 0, 39, 33, 41, 38, 35, 38, 12, 47, 6, 46, 18, 8, 2, 48, 11, 30, 37, 14, 8, 48, 29, 44, 31, 1, 39, 0, 10, 5, 18, 50, 33, 2, 50, 30, 20, 20, 32, 30, 28, 15, 5, 32, 42, 26, 14, 10, 37, 30, 38, 0, 32, 44, 47, 4, 47, 5, 17, 28, 11, 50, 3, 12, 17, 39, 0, 41, 37, 7, 4, 22, 42, 38, 46, 38, 43, 46, 42, 46, 22, 43, 2, 0, 15, 35, 30, 21, 7, 8, 33, 16, 43, 40, 23, 17, 34, 14, 38, 41, 10, 9, 20, 34, 33, 2, 35, 50, 13, 2, 37, 14, 26, 12, 10, 9, 29, 32, 20, 19, 39, 44, 7, 29, 38, 24, 4, 25, 37, 47, 43, 26, 40, 25, 28, 24, 33, 0, 4, 21, 10, 42, 6, 33, 21, 23]
[46, 47, 39, 0, 40, 40, 1, 8, 8, 32, 30, 3, 16, 43, 16, 13, 41, 12, 7, 35, 39, 8, 1, 30, 23, 1, 10, 4, 27, 19, 34, 41, 48, 36, 47, 0, 11, 6, 35, 1, 41, 44, 6, 48, 6, 42, 44, 38, 38, 1, 12, 46, 9, 4, 8, 20, 25, 19, 42, 7, 30, 13, 16, 3, 12, 34, 24, 32, 24, 39, 42, 43, 49, 46, 10, 50, 47, 30, 50, 32, 8, 20, 11, 37, 30, 15, 1, 28, 36, 50, 3, 33, 48, 43, 13, 0, 38, 0, 10, 7, 34, 31, 3, 7, 27, 49, 37, 47, 6, 46, 10, 43, 15, 22, 33, 10, 2, 27, 18, 29, 25, 9, 19, 14, 15, 41, 37, 19, 31, 36, 41, 10, 43, 36, 19, 48, 38, 20, 9, 46, 36, 20, 16, 1, 12, 3, 12]
[10, 47, 33, 40, 0, 39, 44, 27, 25, 7, 13, 40, 15, 29, 39, 23, 35, 28, 22, 41, 27, 32, 39, 26, 48, 40, 33, 37, 49, 42, 46, 47, 47, 5, 45, 19, 35, 33, 38, 15, 22, 6, 11, 34, 33, 39, 39, 13, 43, 31, 14, 30, 7, 12, 36, 22, 37, 12, 50, 44, 27, 6, 50, 17, 29, 13, 43, 6, 10, 10, 49, 27, 40, 25, 7, 25, 37, 28, 34, 32, 47, 20, 4, 14, 39, 44, 39, 9, 25, 42, 48, 31, 37, 23, 20, 14, 30, 36, 44, 44, 43, 15, 8, 43, 43, 26, 18, 12, 5, 23, 22, 22, 48, 20, 11, 24, 40, 34, 12, 46, 45, 35, 18, 41, 13, 43, 48, 37, 25, 42, 36, 30, 38, 30, 38, 13, 7, 15, 3, 49, 36, 32, 33, 40, 1, 4, 48]
[34, 7, 41, 40, 39, 0, 13, 37, 18, 11, 33, 9, 10, 32, 45, 11, 16, 2, 3, 22, 20, 42, 7, 14, 33, 41, 50, 41, 31, 7, 0, 15, 23, 0, 46, 20, 1, 14, 18, 16, 8, 17, 42, 18, 15, 49, 48, 17, 12, 31, 2, 18, 39, 5, 10, 5, 42, 30, 1, 1, 11, 32, 4, 2, 18, 12, 42, 41, 43, 9, 18, 25, 37, 22, 19, 40, 6, 46, 36, 42, 45, 33, 34, 37, 50, 11, 22, 44, 0, 7, 2, 37, 44, 1, 17, 24, 26, 33, 8, 20, 31, 37, 43, 16, 24, 45, 23, 8, 42, 29, 28, 18, 42, 38, 2, 20, 43, 40, 21, 50, 34, 38, 4, 30, 32, 35, 40, 44, 44, 22, 44, 25, 32, 22, 30, 9, 1, 17, 0, 0, 50, 33, 9, 44, 4, 49, 28]
[12, 35, 38, 1, 44, 13, 0, 0, 10, 43, 41, 11, 20, 15, 39, 28, 24, 42, 3, 46, 26, 44, 33, 10, 13, 32, 23, 1, 18, 12, 28, 19, 42, 24, 26, 7, 12, 15, 14, 37, 14, 3, 21, 39, 20, 8, 44, 31, 18, 10, 20, 40, 38, 28, 30, 24, 28, 50, 9, 7, 9, 29, 41, 22, 35, 40, 17, 8, 18, 47, 43, 15, 12, 28, 38, 8, 38, 4, 10, 25, 6, 8, 1, 18, 1, 12, 47, 41, 23, 29, 33, 25, 0, 21, 49, 25, 28, 37, 44, 2, 31, 43, 3, 3, 12, 49, 2, 31, 14, 48, 18, 9, 39, 50, 39, 25, 37, 24, 26, 39, 2, 28, 37, 17, 16, 37, 26, 14, 2, 16, 49, 22, 8, 31, 47, 28, 7, 14, 41, 9, 24, 7, 30, 38, 15, 14, 24]
[22, 17, 35, 8, 27, 37, 0, 0, 49, 4, 24, 43, 45, 22, 29, 4, 16, 47, 40, 13, 2, 18, 31, 43, 20, 11, 31, 31, 17, 14, 4, 38, 15, 17, 48, 2, 33, 17, 25, 9, 22, 29, 10, 26, 40, 25, 41, 28, 23, 32, 27, 5, 31, 49, 11, 22, 40, 32, 27, 49, 18, 16, 4, 27, 49, 37, 10, 10, 6, 24, 42, 0, 23, 36, 38, 19, 46, 30, 38, 34, 12, 21, 16, 50, 35, 31, 6, 40, 50, 38, 37, 36, 8, 43, 11, 30, 5, 11, 14, 33, 35, 31, 27, 27, 22, 7, 8, 47, 10, 38, 9, 24, 18, 24, 34, 13, 39, 28, 42, 39, 32, 29, 31, 44, 50, 3, 8, 39, 6, 12, 19, 3, 44, 9, 44, 23, 20, 50, 49, 11, 31, 28, 18, 46, 15, 15, 32]
[11, 47, 38, 8, 25, 18, 10, 49, 0, 4, 13, 13, 28, 21, 40, 10, 33, 4, 2, 46, 32, 28, 6, 50, 30, 37, 35, 13, 36, 18, 23, 8, 8, 4, 23, 29, 39, 42, 45, 20, 36, 3, 13, 9, 5, 17, 38, 1, 31, 20, 32, 50, 7, 15, 5, 19, 38, 10, 39, 18, 48, 5, 34, 43, 2, 47, 2, 22, 13, 15, 15, 50, 7, 18, 1, 32, 40, 37, 4, 35, 8, 22, 37, 19, 43, 2, 1, 21, 42, 3, 3, 1, 22, 25, 44, 5, 0, 45, 28, 23, 11, 20, 38, 49, 1, 37, 19, 31, 30, 4, 24, 33, 19, 29, 47, 6, 40, 10, 19, 21, 22, 12, 17, 33, 38, 48, 6, 23, 50, 4, 36, 13, 48, 24, 0, 16, 39, 18, 36, 48, 1, 8, 30, 25, 36, 34, 29]
[29, 20, 12, 32, 7, 11, 43, 4, 4, 0, 2, 6, 23, 35, 5, 20, 37, 8, 45, 21, 25, 25, 10, 4, 0, 4, 8, 33, 14, 9, 2, 4, 22, 14, 47, 38, 12, 32, 22, 21, 37, 21, 24, 33, 42, 26, 38, 24, 47, 18, 27, 39, 12, 43, 18, 4, 28, 16, 19, 17, 50, 50, 7, 30, 9, 3, 26, 40, 4, 43, 45, 39, 7, 13, 33, 8, 36, 15, 33, 33, 18, 20, 20, 29, 42, 34, 27, 17, 12, 32, 17, 32, 3, 44, 38, 43, 1, 41, 47, 5, 15, 23, 38, 22, 46, 16, 34, 25, 14, 36, 49, 24, 20, 22, 47, 41, 41, 30, 13, 22, 21, 40, 40, 29, 37, 27, 39, 41, 10, 9, 48, 17, 20, 37, 1, 34, 39, 50, 26, 44, 15, 4, 25, 38, 40, 2, 37]
