N1,N2,...,Nx
[0, 17, 17, 35, 23, 47, 41, 30, 39, 40, 24, 28, 4, 10, 13, 35, 9, 4, 43, 49, 49, 45, 15, 21, 36, 45, 15, 22, 33, 32, 6, 38, 38, 34, 39, 31, 32, 42, 48, 18, 24, 43, 44, 5, 22, 11, 30, 15, 27, 33, 15, 0, 9, 49, 48, 46, 23, 26, 18, 8, 49, 23, 46, 45, 38, 31, 22, 21, 9, 2, 14, 4, 41, 13, 1, 3, 32, 17, 16, 13, 9, 36, 48, 37, 37, 30, 25, 6, 23, 29, 4, 15, 32, 50, 50, 50, 27, 7, 23, 6, 7, 4, 43, 46, 21, 1, 35, 32, 45, 44, 34, 50, 38, 39, 20, 12, 13, 23, 45, 50, 42, 2, 43, 13, 50, 38, 34, 43, 39, 23, 14, 28, 3, 42, 13, 37, 31, 0, 28, 14, 5, 31, 9, 9, 48, 23, 44, 34, 26, 2, 12, 43, 39, 17, 31, 14, 43, 36, 0, 45, 42, 41, 13, 32, 16, 37, 49, 5, 42, 16, 50, 7, 41, 7, 31, 26, 49, 9, 7, 32, 42, 2, 15]
[17, 0, 49, 47, 8, 18, 44, 35, 12, 28, 22, 25, 19, 47, 35, 18, 30, 36, 45, 25, 11, 9, 28, 3, 32, 36, 0, 26, 39, 4, 26, 27, 15, 5, 34, 33, 7, 43, 20, 15, 47, 26, 29, 15, 42, 28, 35, 24, 21, 50, 24, 44, 42, 3, 41, 11, 29, 33, 37, 2, 3, 10, 47, 24, 18, 38, 16, 14, 32, 5, 40, 16, 18, 45, 27, 25, 1, 12, 46, 24, 16, 0, 44, 32, 40, 2, 29, 18, 23, 12, 43, 7, 44, 35, 14, 10, 18, 22, 50, 4, 13, 28, 22, 0, 48, 4, 21, 33, 3, 47, 45, 45, 26, 31, 35, 7, 28, 12, 13, 40, 29, 33, 48, 49, 2, 27, 10, 49, 25, 15, 34, 48, 19, 24, 33, 27, 41, 2, 23, 22, 26, 42, 38, 26, 27, 25, 50, 45, 12, 14, 30, 0, 21, 31, 43, 44, 37, 38, 45, 16, 24, 22, 26, 32, 15, 24, 6, 50, 15, 1, 12, 8, 42, 11, 44, 42, 22, 24, 28, 10, 18, 33, 15]
[17, 49, 0, 32, 11, 40, 3, 23, 8, 27, 10, 6, 20, 15, 25, 10, 24, 2, 17, 17, 36, 27, 6, 44, 33, 47, 16, 36, 37, 3, 49, 28, 24, 17, 30, 36, 39, 11, 35, 30, 14, 12, 19, 24, 45, 26, 18, 28, 39, 3, 44, 49, 9, 34, 11, 11, 42, 18, 20, 11, 12, 45, 32, 16, 50, 9, 28, 3, 21, 4, 46, 49, 4, 44, 36, 22, 6, 10, 50, 6, 4, 49, 24, 19, 34, 29, 41, 44, 21, 33, 8, 31, 23, 2, 10, 23, 12, 13, 34, 14, 18, 50, 38, 15, 9, 30, 24, 29, 24, 48, 41, 0, 4, 40, 4, 46, 16, 27, 38, 25, 27, 50, 0, 5, 37, 24, 47, 32, 1, 38, 39, 30, 19, 46, 31, 0, 20, 27, 0, 6, 31, 35, 9, 41, 34, 35, 17, 1, 9, 48, 23, 8, 6, 33, 3, 1, 7, 45, 48, 39, 29, 44, 3, 44, 15, 42, 19, 2, 35, 44, 13, 29, 12, 18, 35, 34, 4, 34, 40, 13, 40, 17, 18]
[35, 47, 32, 0, 37, 3, 9, 1, 43, 37, 0, 31, 34, 28, 48, 29, 11, 1, 42, 28, 1, 41, 23, 1, 16, 34, 22, 28, 33, 15, 36, 43, 4, 21, 7, 22, 23, 11, 49, 25, 7, 22, 4, 29, 26, 38, 36, 18, 0, 31, 13, 14, 28, 39, 10, 41, 36, 4, 25, 11, 14, 33, 16, 17, 32, 10, 30, 50, 7, 16, 42, 41, 17, 44, 11, 8, 42, 18, 40, 33, 35, 18, 41, 12, 23, 39, 38, 27, 1, 14, 49, 7, 34, 44, 2, 0, 38, 26, 26, 19, 31, 1, 46, 26, 4, 6, 23, 9, 32, 28, 43, 23, 50, 50, 50, 36, 46, 29, 25, 5, 20, 20, 8, 48, 30, 13, 43, 17, 1, 39, 21, 23, 48, 24, 8, 46, 47, 42, 25, 8, 35, 21, 23, 11, 14, 19, 30, 33, 2, 5, 33, 17, 47, 33, 27, 13, 50, 46, 34, 10, 15, 47, 37, 41, 4, 11, 20, 12, 11, 32, 9, 11, 41, 49, 48, 29, 38, 45, 8, 43, 36, 37, 5]
[23, 8, 11, 37, 0, 47, 29, 21, 26, 36, 35, 1, 39, 44, 2, 10, 18, 29, 26, 40, 32, 33, 0, 19, 12, 48, 34, 34, 22, 50, 46, 7, 19, 10, 20, 5, 48, 14, 11, 42, 36, 31, 11, 6, 3, 3, 25, 2, 28, 19, 12, 26, 23, 19, 12, 6, 6, 2, 39, 38, 1, 42, 16, 25, 17, 2, 43, 40, 9, 33, 39, 2, 33, 4, 20, 35, 3, 11, 28, 30, 45, 3, 40, 50, 14, 27, 15, 33, 36, 18, 32, 4, 23, 15, 13, 35, 15, 40, 16, 10, 18, 24, 44, 38, 7, 23, 24, 31, 35, 38, 23, 46, 22, 48, 18, 18, 43, 9, 10, 17, 45, 42, 25, 23, 21, 39, 49, 27, 33, 34, 30, 46, 23, 6, 10, 0, 11, 3, 28, 41, 37, 27, 14, 45, 31, 35, 0, 39, 39, 20, 32, 46, 20, 13, 45, 20, 30, 3, 21, 10, 36, 35, 41, 32, 34, 17, 36, 34, 50, 32, 37, 35, 11, 14, 39, 45, 17, 41, 19, 47, 11, 33, 27]
[47, 18, 40, 3, 47, 0, 30, 0, 10, 34, 11, 4, 45, 22, 34, 13, 48, 29, 11, 21, 18, 8, 2, 35, 39, 15, 38, 33, 13, 24, 16, 18, 19, 42, 32, 2, 19, 37, 39, 37, 49, 12, 50, 6, 27, 42, 45, 7, 43, 42, 24, 4, 16, 19, 12, 3, 43, 18, 2, 23, 39, 33, 10, 17, 40, 41, 26, 27, 16, 16, 32, 46, 5, 35, 14, 35, 11, 1, 48, 33, 16, 33, 40, 46, 28, 28, 24, 23, 38, 26, 40, 1, 25, 23, 29, 10, 22, 13, 39, 37, 3, 41, 46, 33, 16, 49, 33, 26, 2, 39, 9, 22, 10, 4, 46, 25, 2, 2, 35, 8, 45, 43, 5, 4, 16, 6, 30, 26, 19, 3, 43, 5, 47, 26, 13, 46, 11, 36, 39, 2, 14, 49, 45, 15, 24, 28, 46, 46, 19, 42, 12, 17, 25, 45, 3, 15, 14, 10, 1, 32, 27, 13, 14, 15, 47, 0, 9, 33, 33, 11, 34, 17, 22, 19, 11, 8, 44, 33, 24, 43, 47, 21, 13]
[41, 44, 3, 9, 29, 30, 0, 12, 16, 37, 43, 30, 34, 27, 14, 0, 16, 11, 7, 7, 5, 35, 20, 23, 3, 29, 5, 49, 13, 37, 11, 7, 31, 40, 34, 11, 33, 43, 30, 40, 33, 38, 41, 35, 37, 31, 33, 25, 37, 29, 5, 49, 14, 38, 44, 24, 15, 25, 38, 40, 16, 14, 1, 18, 18, 47, 24, 7, 30, 17, 8, 37, 46, 33, 43, 50, 4, 18, 42, 10, 30, 25, 44, 26, 29, 30, 5, 25, 39, 27, 20, 21, 3, 46, 47, 24, 50, 38, 4, 12, 41, 21, 24, 19, 4, 18, 12, 19, 35, 21, 41, 44, 38, 35, 49, 17, 34, 27, 47, 6, 1, 10, 21, 22, 3, 34, 44, 46, 35, 6, 42, 27, 13, 43, 3, 10, 37, 33, 2, 45, 9, 8, 23, 25, 23, 28, 45, 14, 29, 19, 32, 37, 31, 1, 27, 43, 27, 8, 21, 3, 24, 6, 31, 19, 18, 48, 28, 46, 16, 5, 13, 32, 43, 28, 46, 8, 46, 16, 1, 13, 30, 31, 48]
[30, 35, 23, 1, 21, 0, 12, 0, 14, 6, 20, 50, 40, 19, 3, 3, 44, 11, 11, 28, 26, 16, 11, 20, 40, 19, 43, 27, 18, 46, 30, 38, 42, 28, 49, 11, 7, 47, 50, 23, 49, 33, 25, 23, 6, 42, 11, 41, 9, 29, 14, 25, 28, 12, 35, 10, 44, 6, 24, 46, 18, 39, 18, 43, 3, 4, 8, 2, 9, 30, 20, 30, 42, 33, 16, 33, 44, 1, 39, 19, 32, 2, 16, 33, 2, 35, 34, 23, 26, 10, 38, 0, 49, 21, 16, 39, 29, 30, 13, 6, 22, 21, 36, 1, 43, 30, 28, 33, 8, 37, 6, 8, 9, 19, 10, 32, 41, 5, 5, 7, 17, 38, 24, 38, 38, 0, 39, 17, 43, 26, 9, 29, 16, 1, 31, 1, 5, 23, 42, 34, 30, 49, 45, 11, 36, 34, 41, 37, 22, 0, 14, 17, 48, 1, 18, 14, 44, 39, 15, 1, 20, 36, 26, 35, 31, 24, 2, 29, 39, 9, 1, 31, 36, 28, 7, 50, 39, 2, 0, 15, 26, 16, 4]
[39, 12, 8, 43, 26, 10, 16, 14, 0, 26, 34, 42, 23, 29, 27, 39, 48, 30, 47, 23, 32, 21, 48, 11, 39, 14, 49, 34, 3, 42, 17, 43, 37, 19, 25, 41, 29, 31, 49, 8, 37, 0, 4, 36, 40, 48, 32, 21, 5, 25, 4, 21, 48, 9, 20, 34, 14, 1, 24, 0, 33, 43, 23, 37, 15, 43, 35, 45, 30, 29, 5, 1, 38, 21, 33, 13, 4, 48, 35, 38, 3, 44, 16, 26, 7, 10, 11, 6, 47, 20, 12, 10, 31, 48, 19, 15, 26, 8, 28, 48, 13, 35, 19, 12, 12, 0, 41, 34, 4, 19, 49, 25, 26, 47, 4, 34, 44, 33, 5, 50, 7, 24, 4, 24, 24, 12, 36, 5, 0, 19, 28, 22, 46, 27, 35, 8, 2, 21, 9, 8, 45, 20, 3, 42, 3, 10, 35, 44, 41, 48, 19, 44, 40, 2, 27, 44, 22, 28, 27, 39, 21, 47, 39, 21, 35, 7, 32, 13, 49, 35, 40, 36, 7, 20, 41, 15, 43, 16, 41, 31, 24, 30, 50]
[40, 28, 27, 37, 36, 34, 37, 6, 26, 0, 36, 29, 48, 42, 5, 37, 25, 39, 25, 48, 0, 30, 18, 33, 4, 22, 31, 24, 28, 0, 28, 15, 14, 34, 45, 25, 17, 35, 5, 24, 10, 33, 13, 38, 13, 40, 48, 27, 39, 43, 1, 4, 5, 5, 17, 25, 21, 47, 8, 34, 49, 20, 43, 11, 33, 38, 11, 20, 29, 11, 34, 36, 40, 35, 5, 37, 31, 28, 7, 13, 24, 34, 44, 22, 17, 47, 17, 14, 20, 29, 42, 27, 42, 35, 34, 3, 13, 25, 40, 36, 23, 8, 25, 18, 21, 12, 19, 1, 29, 36, 4, 28, 25, 42, 22, 29, 41, 43, 4, 17, 14, 10, 4, 23, 47, 37, 18, 45, 44, 39, 11, 25, 42, 33, 31, 7, 23, 37, 6, 3, 27, 40, 38, 16, 22, 27, 36, 34, 10, 49, 22, 50, 5, 18, 3, 14, 21, 13, 20, 4, 16, 17, 35, 18, 17, 15, 15, 30, 35, 40, 23, 29, 7, 22, 28, 37, 1, 34, 6, 35, 39, 36, 11]
