N1,N2,...,Nx
[0, 4, 50, 8, 34, 44, 28, 14, 17, 46, 47, 19, 39, 20, 0, 5, 13, 30, 42, 16, 49, 14, 10, 9, 45, 3, 6, 49, 3, 29, 36, 47, 19, 27, 47, 28, 3, 30, 18, 39, 48, 41, 24, 25, 24, 23, 2, 3, 34, 22, 38, 48, 28, 49, 6, 38, 13, 24, 12, 16, 26, 18, 34, 7, 13, 5, 31, 1, 34, 30, 34, 44, 4, 12, 36, 2, 36, 17, 42, 45, 41, 35, 23, 2, 42, 37, 21, 50, 42, 40, 32, 4, 46, 15, 25, 46, 32, 9, 14, 38]
[4, 0, 2, 27, 34, 18, 5, 28, 50, 39, 40, 48, 3, 14, 17, 35, 17, 0, 46, 40, 28, 28, 30, 13, 1, 24, 10, 39, 11, 21, 27, 18, 29, 29, 26, 46, 27, 29, 6, 30, 44, 9, 19, 15, 21, 40, 47, 11, 24, 49, 27, 10, 38, 36, 21, 43, 12, 1, 49, 27, 26, 13, 12, 14, 9, 32, 49, 19, 4, 39, 3, 46, 7, 2, 37, 23, 10, 1, 17, 2, 32, 45, 49, 26, 7, 41, 36, 6, 43, 29, 3, 44, 34, 21, 14, 0, 9, 36, 16, 5]
[50, 2, 0, 30, 48, 16, 12, 21, 15, 7, 1, 44, 2, 26, 20, 32, 27, 21, 46, 23, 4, 19, 4, 4, 33, 41, 35, 45, 8, 45, 31, 34, 30, 5, 28, 19, 10, 20, 40, 13, 11, 12, 23, 30, 2, 4, 50, 39, 22, 22, 8, 6, 12, 17, 35, 42, 0, 38, 14, 25, 38, 35, 40, 42, 36, 31, 29, 6, 42, 37, 45, 45, 33, 20, 19, 17, 43, 4, 0, 7, 50, 15, 28, 9, 37, 41, 35, 19, 43, 29, 13, 5, 5, 46, 20, 4, 6, 35, 3, 16]
[8, 27, 30, 0, 14, 18, 16, 39, 37, 32, 0, 0, 33, 26, 25, 43, 8, 26, 39, 23, 32, 34, 6, 8, 11, 17, 14, 34, 49, 32, 17, 23, 45, 17, 16, 31, 7, 37, 27, 41, 10, 30, 10, 11, 26, 10, 37, 23, 47, 11, 40, 32, 30, 35, 28, 15, 44, 2, 40, 37, 24, 30, 0, 38, 45, 16, 35, 30, 42, 48, 50, 36, 41, 9, 30, 28, 15, 26, 22, 16, 14, 31, 25, 44, 35, 1, 8, 3, 4, 39, 32, 10, 28, 39, 18, 29, 26, 5, 26, 36]
[34, 34, 48, 14, 0, 31, 32, 31, 6, 17, 43, 9, 38, 45, 31, 8, 2, 36, 21, 2, 28, 20, 9, 15, 31, 32, 24, 42, 32, 8, 4, 34, 16, 23, 33, 25, 21, 35, 42, 32, 21, 44, 6, 49, 0, 17, 10, 34, 24, 32, 48, 18, 35, 45, 29, 34, 35, 4, 37, 42, 1, 11, 42, 32, 21, 15, 9, 15, 18, 28, 28, 4, 8, 38, 12, 15, 2, 36, 24, 39, 25, 27, 48, 18, 36, 46, 2, 20, 6, 9, 24, 40, 25, 20, 37, 35, 23, 23, 21, 46]
[44, 18, 16, 18, 31, 0, 44, 15, 13, 42, 8, 24, 7, 2, 35, 9, 38, 13, 45, 35, 43, 5, 15, 38, 25, 39, 42, 12, 30, 31, 22, 3, 36, 24, 25, 44, 7, 40, 28, 27, 12, 47, 4, 34, 49, 37, 33, 13, 33, 14, 11, 42, 39, 0, 22, 16, 2, 1, 37, 5, 15, 6, 46, 42, 30, 6, 43, 50, 26, 20, 9, 11, 14, 21, 50, 32, 7, 9, 22, 3, 29, 43, 5, 6, 46, 44, 49, 37, 22, 33, 50, 28, 11, 13, 1, 44, 15, 38, 0, 46]
[28, 5, 12, 16, 32, 44, 0, 6, 43, 40, 19, 7, 1, 8, 7, 2, 0, 11, 28, 7, 0, 49, 20, 35, 7, 36, 43, 33, 45, 26, 26, 13, 2, 50, 26, 20, 39, 27, 13, 23, 31, 8, 5, 40, 48, 17, 14, 5, 33, 0, 20, 9, 13, 2, 18, 13, 13, 36, 9, 28, 35, 43, 28, 11, 28, 35, 15, 1, 43, 19, 41, 23, 3, 50, 0, 4, 9, 1, 2, 9, 28, 49, 19, 43, 29, 40, 22, 18, 16, 49, 45, 37, 3, 26, 37, 49, 42, 46, 6, 37]
[14, 28, 21, 39, 31, 15, 6, 0, 33, 10, 2, 16, 45, 11, 22, 28, 1, 44, 4, 45, 19, 49, 0, 3, 10, 44, 9, 36, 43, 47, 39, 16, 24, 25, 28, 30, 35, 19, 16, 45, 41, 36, 5, 26, 31, 40, 39, 36, 40, 44, 1, 25, 35, 46, 47, 45, 26, 40, 23, 42, 29, 37, 11, 5, 0, 31, 8, 45, 37, 42, 2, 8, 24, 36, 42, 49, 37, 16, 24, 27, 32, 25, 11, 37, 4, 32, 46, 28, 27, 49, 33, 25, 29, 13, 34, 48, 13, 2, 13, 7]
[17, 50, 15, 37, 6, 13, 43, 33, 0, 15, 25, 27, 39, 18, 21, 0, 25, 1, 35, 47, 20, 6, 44, 4, 1, 30, 36, 14, 49, 16, 15, 9, 25, 5, 45, 1, 40, 23, 42, 37, 20, 38, 15, 7, 46, 44, 6, 44, 24, 25, 33, 37, 50, 37, 35, 38, 3, 40, 41, 27, 22, 25, 15, 28, 18, 26, 48, 39, 19, 11, 2, 19, 45, 50, 31, 26, 30, 4, 30, 20, 40, 25, 49, 35, 20, 41, 13, 6, 30, 12, 13, 11, 29, 24, 4, 31, 28, 47, 38, 0]
[46, 39, 7, 32, 17, 42, 40, 10, 15, 0, 27, 10, 0, 30, 13, 8, 32, 9, 36, 12, 34, 14, 12, 22, 12, 21, 1, 32, 23, 37, 43, 28, 1, 27, 44, 30, 5, 11, 50, 0, 42, 44, 22, 37, 33, 33, 37, 30, 49, 49, 26, 19, 17, 39, 2, 27, 48, 35, 12, 49, 4, 4, 48, 25, 26, 9, 36, 48, 20, 28, 10, 41, 23, 12, 3, 32, 2, 31, 24, 49, 47, 13, 27, 20, 24, 22, 15, 6, 13, 13, 30, 31, 34, 22, 4, 4, 9, 0, 21, 42]
[47, 40, 1, 0, 43, 8, 19, 2, 25, 27, 0, 31, 5, 37, 12, 49, 26, 10, 15, 42, 3, 4, 3, 5, 2, 19, 32, 28, 21, 22, 49, 30, 1, 28, 41, 8, 11, 18, 46, 27, 23, 1, 1, 4, 6, 24, 43, 38, 38, 35, 5, 50, 46, 0, 47, 37, 14, 19, 46, 37, 42, 27, 5, 31, 35, 32, 41, 21, 48, 2, 13, 40, 38, 21, 0, 0, 5, 19, 27, 48, 9, 46, 43, 32, 26, 50, 21, 27, 41, 17, 48, 41, 13, 24, 34, 39, 13, 29, 10, 47]
[19, 48, 44, 0, 9, 24, 7, 16, 27, 10, 31, 0, 21, 0, 11, 46, 36, 22, 6, 34, 27, 24, 47, 40, 12, 19, 19, 29, 10, 7, 12, 15, 45, 28, 2, 5, 27, 28, 47, 21, 43, 11, 14, 45, 45, 37, 26, 25, 5, 6, 11, 35, 14, 23, 9, 10, 22, 50, 7, 20, 41, 18, 7, 9, 7, 45, 36, 40, 34, 11, 37, 45, 11, 2, 31, 5, 45, 31, 23, 23, 4, 19, 40, 14, 7, 40, 27, 17, 0, 13, 19, 2, 36, 33, 25, 27, 47, 46, 18, 5]
[39, 3, 2, 33, 38, 7, 1, 45, 39, 0, 5, 21, 0, 15, 23, 46, 18, 44, 4, 20, 5, 43, 33, 39, 27, 27, 42, 27, 43, 29, 34, 26, 6, 22, 0, 35, 46, 11, 30, 15, 44, 19, 9, 7, 49, 13, 39, 14, 48, 27, 5, 48, 10, 14, 50, 50, 26, 38, 2, 17, 29, 4, 43, 38, 36, 24, 42, 6, 7, 26, 27, 16, 50, 11, 23, 16, 33, 26, 21, 48, 11, 36, 25, 24, 11, 30, 31, 49, 38, 1, 19, 15, 48, 13, 4, 39, 24, 43, 29, 4]
[20, 14, 26, 26, 45, 2, 8, 11, 18, 30, 37, 0, 15, 0, 20, 3, 9, 1, 27, 30, 9, 0, 25, 49, 7, 5, 46, 22, 37, 40, 43, 39, 8, 40, 49, 19, 39, 30, 1, 14, 16, 40, 37, 43, 40, 15, 20, 1, 25, 39, 23, 11, 16, 38, 11, 16, 2, 13, 41, 4, 49, 19, 30, 45, 4, 31, 44, 42, 14, 31, 14, 15, 12, 26, 46, 15, 0, 7, 37, 19, 49, 13, 5, 7, 39, 35, 27, 11, 10, 7, 4, 0, 0, 32, 26, 10, 5, 26, 22, 6]
[0, 17, 20, 25, 31, 35, 7, 22, 21, 13, 12, 11, 23, 20, 0, 42, 30, 3, 34, 12, 17, 4, 21, 1, 13, 15, 38, 48, 21, 41, 26, 9, 41, 47, 8, 24, 35, 40, 9, 23, 21, 10, 13, 31, 15, 18, 23, 31, 49, 14, 38, 0, 43, 9, 10, 24, 38, 42, 9, 42, 50, 17, 15, 0, 21, 21, 18, 7, 34, 39, 6, 8, 46, 42, 11, 36, 29, 6, 28, 19, 29, 9, 38, 26, 2, 39, 37, 0, 7, 9, 3, 39, 8, 31, 3, 44, 31, 26, 1, 26]
[5, 35, 32, 43, 8, 9, 2, 28, 0, 8, 49, 46, 46, 3, 42, 0, 15, 16, 30, 41, 35, 47, 12, 19, 19, 22, 15, 38, 3, 37, 21, 25, 34, 18, 35, 0, 13, 44, 38, 2, 41, 47, 0, 25, 11, 15, 18, 28, 50, 38, 15, 16, 1, 47, 29, 16, 9, 13, 47, 33, 46, 10, 5, 20, 16, 9, 1, 41, 8, 11, 19, 37, 7, 49, 8, 42, 15, 9, 31, 10, 13, 22, 6, 11, 28, 19, 20, 32, 1, 17, 49, 11, 43, 39, 14, 50, 20, 44, 3, 19]
[13, 17, 27, 8, 2, 38, 0, 1, 25, 32, 26, 36, 18, 9, 30, 15, 0, 47, 37, 8, 19, 33, 40, 49, 33, 19, 9, 28, 16, 1, 29, 25, 13, 24, 19, 6, 31, 29, 38, 32, 50, 50, 46, 32, 5, 4, 47, 39, 14, 36, 4, 44, 40, 23, 19, 49, 27, 31, 9, 41, 20, 28, 39, 14, 5, 26, 42, 35, 29, 11, 13, 17, 16, 6, 8, 8, 43, 37, 29, 13, 35, 44, 18, 8, 0, 8, 49, 31, 42, 15, 35, 17, 28, 1, 17, 39, 49, 27, 47, 23]
[30, 0, 21, 26, 36, 13, 11, 44, 1, 9, 10, 22, 44, 1, 3, 16, 47, 0, 20, 28, 29, 35, 36, 29, 14, 13, 32, 9, 33, 21, 22, 50, 6, 43, 36, 24, 2, 11, 37, 17, 41, 32, 40, 42, 47, 2, 23, 22, 38, 39, 33, 4, 31, 39, 0, 24, 10, 20, 31, 13, 29, 29, 41, 20, 43, 12, 23, 6, 14, 14, 20, 39, 32, 15, 50, 14, 23, 44, 3, 3, 35, 48, 13, 39, 25, 33, 35, 17, 18, 46, 1, 49, 10, 48, 2, 21, 21, 33, 4, 14]
[42, 46, 46, 39, 21, 45, 28, 4, 35, 36, 15, 6, 4, 27, 34, 30, 37, 20, 0, 18, 5, 50, 16, 1, 23, 29, 26, 42, 23, 7, 13, 46, 6, 50, 19, 19, 3, 35, 25, 13, 27, 13, 9, 24, 5, 26, 8, 42, 39, 4, 27, 33, 40, 24, 11, 20, 7, 25, 14, 45, 25, 46, 46, 21, 36, 12, 23, 23, 24, 34, 49, 12, 0, 21, 43, 15, 13, 50, 7, 47, 34, 6, 46, 8, 34, 25, 30, 4, 26, 16, 7, 47, 5, 44, 1, 38, 45, 22, 9, 40]
