N1,N2,...,Nx
[0, 39, 0, 17, 49, 9, 37, 16, 20, 19, 7, 8, 1, 40, 40, 31, 14, 32, 6, 31, 13, 38, 47, 18, 3, 30, 14, 41, 18, 28, 32, 32, 18, 23, 9, 14, 28, 14, 46, 9, 34, 19, 2, 7, 27, 7, 10, 40, 38, 46, 16, 10, 40, 13, 5, 8, 46, 33, 22, 15, 30, 34, 38, 22, 26, 37, 21, 16, 47, 4, 5, 44, 35, 20, 46, 30, 10, 7, 35, 6, 3, 14, 40, 15, 42, 36, 18, 27, 12, 16, 42, 0, 11, 4, 6, 43, 34, 16, 32, 38, 23, 40, 6, 5, 43, 13, 46, 26, 47, 20, 20, 47, 15, 40, 41, 16, 3, 21, 25, 30, 9, 39, 10, 10, 23, 34, 20, 11, 7, 17, 48, 10, 1, 33, 22, 10, 38, 39, 7, 29, 6, 46, 7, 22, 22, 46, 20, 22, 18, 14, 17, 8, 49, 47, 29, 30, 2, 23, 15, 14, 38, 13, 5, 46, 50, 19, 47, 22, 16, 36, 42, 50, 23, 50, 35, 32, 15, 39, 42, 19]
[39, 0, 45, 23, 44, 50, 37, 40, 40, 22, 45, 27, 8, 45, 10, 17, 46, 7, 46, 42, 29, 30, 35, 35, 32, 19, 33, 22, 10, 43, 38, 48, 45, 39, 24, 31, 23, 41, 10, 8, 36, 14, 36, 11, 11, 6, 26, 32, 31, 47, 10, 37, 34, 36, 39, 2, 6, 20, 31, 36, 13, 50, 31, 35, 4, 2, 27, 24, 44, 13, 31, 21, 31, 26, 13, 29, 4, 0, 1, 1, 12, 49, 23, 9, 14, 27, 41, 36, 0, 8, 45, 16, 22, 4, 15, 40, 1, 15, 49, 44, 49, 48, 0, 1, 16, 9, 29, 1, 11, 21, 40, 25, 6, 38, 13, 22, 0, 11, 19, 4, 6, 14, 44, 50, 11, 21, 9, 22, 18, 33, 10, 23, 0, 17, 42, 46, 15, 40, 40, 36, 27, 15, 27, 24, 37, 4, 18, 24, 41, 20, 31, 36, 34, 46, 49, 17, 32, 33, 11, 12, 50, 7, 20, 2, 30, 33, 45, 33, 44, 19, 30, 18, 34, 50, 11, 5, 7, 47, 23, 49]
[0, 45, 0, 11, 14, 34, 46, 20, 40, 24, 9, 35, 47, 32, 16, 43, 25, 7, 38, 1, 49, 21, 28, 47, 0, 47, 40, 42, 3, 30, 35, 0, 49, 0, 31, 49, 48, 9, 25, 5, 1, 10, 12, 44, 17, 16, 18, 15, 21, 18, 50, 24, 1, 26, 0, 15, 31, 19, 20, 21, 50, 26, 22, 3, 39, 46, 26, 15, 29, 44, 35, 10, 40, 1, 24, 42, 48, 38, 42, 12, 34, 12, 49, 16, 2, 50, 10, 12, 40, 14, 3, 41, 3, 9, 26, 3, 12, 3, 3, 24, 9, 49, 9, 47, 31, 17, 19, 16, 5, 45, 29, 12, 32, 47, 0, 28, 25, 6, 31, 16, 29, 19, 4, 1, 30, 36, 40, 31, 1, 40, 10, 34, 19, 13, 12, 24, 42, 33, 4, 18, 24, 39, 46, 16, 49, 22, 2, 14, 18, 10, 8, 32, 26, 18, 7, 10, 14, 22, 18, 48, 2, 33, 29, 22, 30, 10, 12, 34, 41, 38, 41, 27, 24, 27, 26, 37, 26, 40, 41, 3]
[17, 23, 11, 0, 48, 44, 23, 18, 28, 7, 34, 15, 32, 14, 10, 14, 0, 40, 33, 5, 34, 41, 26, 40, 50, 47, 8, 14, 31, 44, 7, 49, 41, 17, 18, 0, 47, 33, 41, 34, 38, 5, 14, 27, 22, 1, 2, 26, 3, 5, 48, 46, 3, 22, 11, 14, 1, 26, 31, 19, 48, 27, 38, 26, 30, 26, 23, 6, 40, 45, 49, 14, 19, 1, 2, 14, 39, 19, 12, 3, 32, 45, 16, 3, 5, 4, 31, 40, 25, 40, 18, 22, 2, 27, 0, 46, 30, 10, 24, 13, 2, 43, 30, 19, 36, 32, 10, 5, 1, 40, 7, 46, 46, 18, 5, 35, 35, 30, 1, 7, 35, 29, 25, 27, 23, 11, 39, 11, 16, 33, 42, 29, 5, 40, 18, 33, 21, 9, 6, 7, 47, 12, 22, 34, 47, 21, 14, 22, 9, 46, 19, 6, 47, 20, 31, 9, 6, 40, 32, 48, 44, 10, 25, 14, 7, 0, 25, 38, 5, 13, 47, 28, 22, 46, 7, 35, 30, 21, 38, 28]
[49, 44, 14, 48, 0, 22, 29, 2, 7, 0, 48, 30, 27, 3, 22, 3, 25, 43, 2, 50, 49, 50, 47, 8, 12, 1, 14, 23, 35, 37, 30, 22, 31, 38, 39, 34, 29, 12, 24, 50, 39, 1, 13, 30, 21, 34, 0, 24, 18, 43, 1, 20, 20, 10, 28, 39, 28, 20, 32, 13, 14, 22, 9, 36, 44, 34, 15, 37, 31, 15, 43, 40, 39, 29, 2, 48, 6, 6, 32, 5, 48, 15, 19, 24, 25, 9, 37, 12, 31, 49, 12, 9, 30, 42, 42, 15, 45, 9, 28, 12, 31, 28, 32, 21, 42, 13, 3, 27, 50, 19, 15, 35, 34, 7, 47, 47, 6, 27, 36, 42, 18, 47, 22, 42, 17, 10, 0, 11, 10, 5, 24, 24, 44, 46, 3, 37, 21, 2, 7, 13, 14, 28, 40, 5, 47, 24, 3, 7, 41, 23, 7, 45, 16, 26, 18, 5, 38, 37, 7, 36, 6, 5, 13, 1, 6, 1, 21, 42, 17, 10, 44, 15, 26, 5, 6, 16, 12, 20, 38, 47]
[9, 50, 34, 44, 22, 0, 5, 46, 1, 48, 10, 45, 48, 20, 43, 5, 5, 47, 10, 42, 50, 3, 21, 16, 38, 39, 29, 27, 48, 49, 12, 37, 17, 29, 12, 7, 46, 14, 36, 18, 40, 25, 29, 23, 1, 40, 32, 39, 21, 5, 35, 49, 44, 0, 44, 29, 6, 39, 4, 42, 46, 15, 30, 15, 18, 15, 26, 40, 10, 46, 1, 0, 35, 16, 46, 15, 5, 16, 45, 12, 4, 18, 35, 50, 37, 9, 26, 42, 6, 24, 22, 35, 34, 47, 36, 10, 27, 45, 17, 22, 21, 22, 29, 30, 35, 8, 20, 6, 19, 1, 13, 36, 30, 1, 30, 13, 17, 23, 13, 28, 14, 14, 48, 3, 6, 19, 40, 36, 0, 47, 46, 42, 17, 34, 38, 25, 10, 49, 47, 31, 40, 31, 1, 12, 25, 15, 42, 39, 4, 49, 25, 35, 22, 16, 18, 18, 14, 35, 4, 5, 32, 35, 44, 33, 36, 30, 49, 8, 40, 38, 0, 46, 16, 26, 23, 32, 44, 23, 4, 12]
[37, 37, 46, 23, 29, 5, 0, 16, 30, 29, 22, 31, 46, 39, 21, 27, 31, 14, 8, 18, 35, 8, 36, 48, 5, 36, 5, 28, 38, 32, 30, 27, 15, 37, 26, 22, 43, 42, 41, 31, 34, 5, 18, 37, 27, 18, 15, 12, 30, 34, 10, 4, 34, 41, 3, 42, 29, 11, 0, 23, 12, 26, 31, 24, 27, 28, 38, 13, 13, 35, 36, 49, 2, 36, 0, 6, 23, 20, 6, 7, 29, 40, 32, 10, 41, 25, 47, 17, 36, 11, 16, 2, 16, 29, 35, 45, 50, 9, 27, 12, 15, 14, 12, 18, 46, 28, 32, 34, 28, 44, 38, 17, 33, 31, 27, 20, 43, 6, 5, 23, 26, 29, 31, 3, 37, 3, 14, 21, 14, 17, 4, 20, 49, 48, 48, 2, 10, 11, 26, 4, 14, 4, 30, 30, 2, 31, 16, 30, 12, 12, 7, 50, 42, 15, 45, 20, 27, 50, 35, 41, 29, 21, 31, 1, 29, 5, 9, 4, 2, 33, 29, 41, 7, 26, 18, 1, 16, 15, 14, 0]
[16, 40, 20, 18, 2, 46, 16, 0, 46, 6, 44, 25, 49, 47, 39, 17, 19, 20, 49, 45, 24, 28, 40, 12, 45, 32, 38, 42, 45, 37, 16, 36, 12, 14, 11, 24, 42, 15, 49, 48, 37, 2, 41, 26, 3, 50, 26, 39, 4, 50, 4, 27, 26, 19, 15, 0, 38, 5, 47, 21, 4, 12, 37, 20, 46, 30, 30, 1, 13, 17, 46, 47, 38, 28, 17, 12, 43, 34, 46, 34, 12, 8, 33, 9, 3, 0, 36, 29, 9, 28, 35, 35, 40, 10, 45, 15, 8, 17, 17, 17, 48, 43, 8, 34, 15, 16, 4, 16, 15, 26, 8, 30, 45, 18, 45, 44, 47, 23, 22, 26, 44, 48, 17, 44, 25, 43, 33, 29, 50, 19, 11, 31, 29, 11, 19, 44, 49, 14, 34, 33, 27, 6, 32, 2, 19, 15, 32, 49, 10, 27, 3, 24, 41, 29, 13, 29, 40, 48, 41, 50, 37, 12, 30, 11, 24, 50, 23, 19, 31, 1, 27, 31, 11, 35, 0, 8, 4, 1, 37, 18]
[20, 40, 40, 28, 7, 1, 30, 46, 0, 38, 42, 17, 19, 14, 18, 22, 43, 38, 8, 24, 3, 5, 47, 14, 34, 15, 39, 19, 32, 13, 14, 17, 15, 0, 48, 0, 48, 24, 0, 36, 33, 20, 26, 28, 45, 42, 27, 13, 16, 23, 23, 0, 45, 46, 22, 31, 38, 1, 33, 47, 0, 29, 29, 37, 46, 3, 47, 0, 16, 14, 15, 27, 29, 44, 10, 31, 36, 31, 2, 29, 13, 24, 33, 47, 0, 40, 25, 34, 26, 43, 49, 50, 14, 10, 10, 34, 14, 44, 47, 41, 17, 3, 49, 37, 6, 18, 36, 46, 24, 47, 0, 37, 42, 30, 19, 38, 7, 14, 38, 9, 43, 25, 11, 17, 39, 4, 47, 13, 23, 26, 34, 21, 36, 37, 36, 11, 3, 10, 47, 14, 44, 30, 0, 5, 1, 26, 42, 43, 20, 6, 25, 21, 8, 1, 33, 1, 10, 36, 37, 14, 48, 38, 47, 1, 40, 32, 25, 12, 42, 3, 35, 10, 9, 2, 23, 42, 11, 25, 12, 2]
[19, 22, 24, 7, 0, 48, 29, 6, 38, 0, 3, 30, 21, 42, 4, 14, 20, 40, 12, 26, 9, 19, 10, 18, 18, 16, 2, 9, 9, 24, 4, 37, 13, 37, 22, 7, 32, 6, 46, 39, 7, 35, 18, 0, 6, 1, 33, 19, 20, 36, 24, 5, 21, 6, 36, 25, 16, 3, 0, 48, 3, 13, 30, 44, 6, 38, 15, 29, 10, 37, 32, 50, 24, 4, 12, 16, 8, 27, 25, 18, 36, 7, 47, 45, 43, 13, 11, 5, 42, 19, 34, 5, 46, 22, 13, 10, 28, 5, 37, 33, 13, 23, 9, 1, 27, 1, 15, 21, 15, 39, 18, 14, 44, 46, 3, 39, 11, 11, 30, 4, 30, 7, 47, 12, 22, 48, 15, 35, 9, 30, 25, 10, 26, 43, 3, 49, 43, 3, 7, 48, 39, 5, 43, 37, 5, 29, 50, 0, 43, 43, 25, 11, 21, 10, 44, 30, 14, 23, 11, 47, 3, 27, 7, 10, 14, 13, 36, 17, 45, 28, 12, 47, 1, 1, 20, 46, 16, 12, 14, 7]
