N1,N2,...,Nx
[0, 30, 5, 50, 43, 39, 40, 10, 5, 49, 5, 2, 25, 21, 7, 0, 37, 41, 27, 50, 10, 47, 12, 50, 16, 24, 45, 18, 39, 49, 35, 45, 47, 8, 37, 11, 28, 33, 1, 7, 11, 33, 22, 0, 8, 28, 48, 4, 10, 34, 39, 5, 10, 44, 15, 27, 16, 15, 28, 11, 44, 3, 26, 47, 43, 26, 1, 41, 23, 49, 48, 14, 39, 43, 21, 16, 8, 24, 17, 16, 26, 4, 48, 1, 41, 20, 34, 17, 38, 46, 29, 36, 8, 40, 30, 28, 21, 40, 44, 10, 37, 40, 11, 3, 14, 45, 25, 34, 11, 43, 21, 35, 15, 8, 34, 34, 45, 29, 14, 14, 10, 35, 49, 43, 42, 18, 39, 20, 7, 43, 6, 36, 24, 49, 42, 37, 48, 12, 22, 10, 44, 7, 15, 23, 23, 30, 0, 43, 1, 32, 19, 43, 45, 32, 40, 38, 17, 6, 18, 12, 30, 38, 26, 1, 2, 21, 37, 1, 47, 1, 26, 2, 17, 7, 28, 25, 13, 49, 14, 39, 29, 38, 5, 21, 36, 38, 36, 29, 15, 22, 10, 6, 13, 1, 40]
[30, 0, 41, 3, 34, 28, 2, 38, 18, 17, 9, 34, 6, 9, 26, 8, 14, 36, 50, 11, 27, 20, 18, 49, 36, 9, 16, 26, 15, 42, 27, 5, 17, 36, 48, 15, 2, 16, 28, 16, 41, 11, 28, 3, 0, 12, 5, 18, 48, 18, 22, 49, 5, 30, 40, 46, 35, 14, 34, 10, 35, 16, 18, 49, 29, 42, 43, 27, 1, 18, 46, 33, 50, 16, 2, 13, 1, 40, 19, 32, 21, 34, 27, 12, 13, 15, 8, 32, 1, 2, 3, 33, 0, 26, 26, 1, 5, 48, 46, 20, 15, 30, 44, 42, 5, 2, 12, 34, 47, 29, 44, 31, 1, 37, 31, 42, 1, 50, 27, 45, 41, 30, 2, 38, 11, 46, 2, 12, 30, 13, 38, 38, 50, 22, 35, 38, 8, 1, 20, 20, 34, 45, 50, 50, 37, 35, 25, 28, 34, 44, 15, 35, 2, 32, 15, 27, 33, 35, 12, 33, 46, 46, 18, 0, 26, 2, 3, 25, 15, 6, 20, 40, 5, 32, 0, 32, 47, 4, 44, 16, 13, 10, 49, 10, 5, 28, 10, 46, 2, 1, 8, 16, 27, 20, 23]
[5, 41, 0, 48, 7, 29, 16, 25, 25, 16, 34, 29, 2, 35, 42, 34, 13, 2, 44, 30, 21, 25, 7, 21, 15, 37, 5, 27, 45, 49, 46, 16, 30, 50, 2, 9, 12, 10, 26, 50, 33, 34, 33, 2, 27, 32, 5, 9, 20, 44, 37, 13, 49, 3, 28, 47, 42, 12, 21, 7, 48, 44, 41, 28, 29, 30, 4, 45, 7, 23, 17, 48, 3, 37, 31, 35, 40, 17, 45, 7, 18, 21, 16, 46, 10, 31, 3, 42, 43, 22, 14, 15, 34, 36, 17, 11, 11, 41, 8, 42, 36, 14, 42, 41, 42, 2, 14, 38, 46, 17, 42, 32, 29, 39, 44, 20, 0, 24, 16, 43, 42, 22, 36, 0, 31, 20, 1, 11, 8, 36, 36, 26, 44, 19, 43, 32, 8, 9, 37, 12, 4, 0, 5, 48, 3, 0, 5, 23, 49, 40, 15, 33, 34, 47, 40, 20, 26, 3, 8, 30, 36, 20, 2, 5, 27, 42, 7, 20, 40, 44, 42, 11, 35, 37, 42, 40, 31, 21, 35, 17, 27, 31, 7, 6, 37, 29, 21, 42, 17, 47, 4, 17, 16, 37, 33]
[50, 3, 48, 0, 41, 46, 18, 4, 43, 50, 19, 26, 1, 18, 27, 31, 13, 17, 48, 48, 39, 30, 16, 16, 39, 35, 0, 34, 44, 6, 7, 41, 46, 43, 46, 4, 42, 46, 37, 6, 22, 7, 34, 5, 3, 31, 38, 25, 4, 15, 45, 33, 47, 24, 11, 44, 22, 43, 21, 50, 35, 47, 29, 31, 22, 40, 16, 6, 34, 44, 2, 21, 7, 7, 24, 5, 4, 11, 26, 5, 31, 20, 7, 35, 10, 24, 35, 20, 22, 6, 4, 4, 39, 15, 43, 22, 1, 2, 14, 18, 23, 12, 37, 49, 19, 33, 7, 19, 25, 46, 15, 35, 17, 48, 6, 44, 43, 21, 29, 7, 45, 43, 19, 41, 16, 9, 22, 5, 15, 30, 36, 35, 10, 10, 47, 41, 42, 16, 2, 27, 30, 22, 44, 18, 15, 5, 50, 38, 5, 28, 20, 26, 50, 42, 0, 29, 47, 22, 31, 38, 12, 47, 9, 27, 19, 14, 12, 39, 2, 39, 47, 32, 26, 40, 25, 41, 34, 9, 34, 10, 22, 9, 41, 7, 23, 43, 37, 19, 3, 20, 30, 27, 9, 9, 7]
[43, 34, 7, 41, 0, 44, 23, 23, 11, 29, 36, 39, 23, 31, 47, 45, 1, 38, 1, 15, 38, 44, 9, 34, 32, 3, 37, 41, 24, 40, 44, 4, 30, 40, 7, 43, 42, 14, 31, 15, 19, 30, 15, 41, 14, 3, 26, 42, 42, 42, 12, 20, 37, 17, 19, 11, 49, 33, 22, 46, 18, 15, 27, 2, 37, 12, 29, 20, 14, 24, 1, 26, 48, 26, 19, 34, 43, 32, 40, 32, 28, 5, 24, 2, 22, 41, 12, 10, 3, 48, 30, 33, 37, 29, 32, 38, 33, 23, 41, 15, 21, 18, 37, 49, 35, 14, 41, 36, 16, 48, 48, 46, 29, 14, 26, 45, 39, 20, 8, 44, 16, 2, 50, 17, 38, 38, 17, 25, 49, 14, 20, 7, 35, 49, 6, 49, 16, 3, 6, 34, 32, 20, 26, 16, 49, 31, 41, 7, 25, 16, 49, 45, 19, 4, 22, 50, 19, 35, 14, 21, 16, 17, 1, 23, 27, 41, 37, 26, 11, 13, 44, 10, 5, 28, 7, 19, 5, 15, 27, 12, 1, 34, 50, 18, 17, 6, 37, 33, 21, 44, 7, 24, 2, 35, 17]
[39, 28, 29, 46, 44, 0, 6, 3, 17, 34, 17, 35, 17, 46, 10, 1, 9, 21, 37, 43, 12, 16, 36, 37, 17, 2, 10, 2, 7, 33, 5, 40, 17, 3, 23, 33, 31, 7, 8, 50, 11, 37, 45, 33, 0, 26, 7, 3, 43, 19, 23, 29, 37, 15, 6, 3, 31, 41, 7, 14, 21, 13, 36, 35, 3, 34, 1, 39, 42, 25, 41, 14, 15, 10, 41, 14, 17, 30, 15, 14, 22, 4, 14, 14, 20, 24, 20, 9, 24, 31, 14, 44, 6, 19, 15, 50, 39, 15, 37, 44, 9, 22, 16, 45, 11, 43, 10, 46, 32, 41, 2, 8, 49, 27, 42, 1, 16, 37, 12, 36, 47, 21, 11, 37, 25, 39, 15, 43, 20, 19, 11, 11, 16, 5, 21, 17, 26, 45, 27, 31, 40, 31, 45, 38, 36, 45, 9, 4, 2, 27, 45, 45, 40, 47, 49, 14, 39, 7, 20, 16, 44, 13, 32, 38, 11, 5, 38, 15, 40, 17, 33, 24, 25, 29, 18, 34, 19, 44, 38, 45, 42, 25, 6, 4, 0, 36, 35, 40, 14, 19, 31, 50, 43, 31, 6]
[40, 2, 16, 18, 23, 6, 0, 15, 25, 2, 7, 25, 11, 46, 33, 9, 49, 24, 29, 12, 16, 1, 42, 48, 32, 5, 3, 19, 35, 17, 35, 19, 16, 0, 1, 11, 8, 46, 20, 50, 38, 33, 41, 45, 7, 50, 46, 2, 33, 26, 31, 15, 4, 19, 41, 34, 49, 18, 33, 13, 20, 50, 37, 39, 0, 25, 38, 26, 22, 20, 46, 21, 7, 32, 44, 46, 38, 34, 13, 5, 44, 19, 40, 20, 36, 3, 8, 36, 17, 11, 31, 36, 38, 5, 12, 28, 48, 33, 44, 38, 43, 27, 23, 45, 30, 32, 0, 9, 36, 14, 21, 33, 47, 0, 39, 9, 26, 25, 47, 34, 1, 5, 17, 28, 8, 33, 9, 50, 12, 10, 1, 34, 4, 31, 39, 12, 27, 41, 5, 25, 3, 9, 25, 8, 42, 36, 46, 12, 22, 47, 27, 11, 1, 43, 22, 45, 36, 39, 50, 14, 8, 29, 12, 18, 49, 25, 44, 29, 6, 12, 17, 10, 23, 43, 0, 48, 18, 9, 24, 42, 26, 12, 27, 19, 7, 20, 32, 22, 40, 47, 29, 31, 39, 32, 18]
[10, 38, 25, 4, 23, 3, 15, 0, 35, 1, 40, 10, 2, 23, 7, 30, 7, 18, 17, 22, 20, 30, 35, 45, 36, 40, 27, 41, 32, 8, 48, 18, 23, 18, 14, 41, 42, 31, 24, 17, 11, 3, 42, 2, 50, 29, 27, 2, 11, 23, 50, 20, 50, 2, 32, 30, 4, 43, 48, 28, 17, 25, 26, 1, 21, 48, 17, 45, 20, 39, 0, 18, 18, 22, 29, 1, 21, 35, 3, 41, 6, 39, 9, 5, 32, 35, 0, 3, 32, 11, 1, 4, 27, 37, 40, 6, 9, 42, 10, 8, 12, 2, 42, 47, 2, 43, 2, 9, 41, 48, 41, 45, 24, 44, 23, 35, 24, 3, 12, 21, 49, 16, 10, 0, 47, 39, 11, 26, 7, 27, 7, 9, 46, 21, 49, 11, 14, 10, 12, 42, 46, 18, 35, 24, 44, 11, 37, 11, 38, 47, 36, 35, 40, 49, 23, 28, 23, 44, 35, 42, 41, 6, 47, 13, 1, 26, 34, 17, 16, 21, 9, 28, 17, 45, 47, 18, 36, 45, 39, 19, 18, 39, 18, 33, 10, 18, 36, 26, 6, 33, 16, 16, 1, 34, 28]
[5, 18, 25, 43, 11, 17, 25, 35, 0, 4, 10, 46, 47, 20, 31, 26, 12, 36, 5, 25, 39, 29, 43, 22, 45, 19, 5, 48, 50, 37, 21, 15, 17, 6, 18, 18, 8, 7, 38, 43, 18, 7, 39, 15, 9, 38, 17, 27, 28, 32, 47, 39, 27, 42, 11, 1, 6, 22, 5, 26, 41, 16, 28, 30, 37, 33, 18, 16, 7, 14, 10, 50, 21, 0, 33, 47, 2, 33, 39, 13, 49, 40, 38, 43, 19, 20, 37, 30, 33, 33, 15, 23, 10, 1, 16, 3, 31, 9, 1, 19, 12, 13, 24, 8, 49, 28, 33, 17, 0, 34, 24, 29, 33, 1, 12, 21, 23, 7, 2, 50, 3, 23, 26, 8, 29, 49, 9, 13, 35, 43, 1, 11, 10, 11, 37, 21, 47, 32, 10, 45, 7, 27, 48, 11, 19, 18, 47, 13, 0, 9, 4, 23, 33, 33, 8, 3, 38, 40, 48, 29, 10, 40, 22, 27, 35, 30, 4, 8, 43, 29, 27, 41, 14, 25, 25, 14, 39, 50, 4, 45, 47, 38, 2, 9, 4, 18, 27, 30, 1, 4, 40, 32, 0, 43, 36]
[49, 17, 16, 50, 29, 34, 2, 1, 4, 0, 18, 39, 43, 1, 35, 48, 26, 15, 4, 12, 40, 35, 37, 12, 14, 17, 14, 10, 32, 46, 0, 49, 39, 11, 10, 31, 11, 6, 22, 37, 30, 37, 30, 29, 44, 20, 10, 47, 22, 3, 35, 42, 7, 45, 3, 4, 10, 50, 18, 50, 46, 49, 11, 6, 22, 22, 45, 28, 15, 49, 24, 45, 5, 35, 49, 12, 6, 27, 5, 19, 14, 22, 18, 7, 36, 1, 40, 26, 38, 45, 26, 50, 2, 28, 22, 27, 42, 36, 12, 32, 36, 1, 45, 5, 33, 6, 5, 30, 34, 41, 27, 27, 8, 0, 40, 38, 22, 31, 4, 7, 23, 34, 10, 10, 5, 18, 20, 40, 13, 4, 3, 40, 48, 46, 13, 40, 13, 39, 16, 15, 37, 23, 0, 37, 10, 35, 38, 2, 10, 34, 37, 7, 34, 30, 18, 14, 43, 26, 24, 0, 35, 13, 44, 38, 13, 2, 11, 44, 48, 36, 49, 41, 28, 16, 22, 47, 1, 12, 36, 30, 25, 37, 29, 35, 10, 34, 22, 34, 21, 49, 39, 18, 20, 13, 31]
