N1,N2,...,Nx
[0, 37, 47, 27, 46, 46, 14, 11, 38, 35, 8, 47, 14, 31, 33, 17, 11, 20, 36, 6, 19, 8, 3, 40, 15, 2, 10, 7, 35, 19, 33, 50, 20, 21, 25, 23, 1, 13, 12, 3, 15, 45, 37, 20, 39, 20, 29, 50, 50, 43, 26, 13, 43, 29, 37, 26, 41, 27, 7, 19, 24, 33, 28, 27, 49, 35, 18, 37, 43, 2, 16, 26, 40, 41, 29, 13, 42, 28, 47, 17, 37, 16, 36, 6, 40, 28, 47, 36, 10, 14, 31, 46, 7, 39, 3, 18, 32, 37, 33, 36, 38, 33, 46, 1, 30, 12, 38, 2, 31, 7, 9, 45, 15, 21, 4, 33, 39, 30, 15, 40, 12, 28, 34, 46, 39, 50, 19, 7, 4, 15, 27, 14, 18, 22, 34, 17, 20, 45, 25, 4, 5]
[37, 0, 1, 11, 43, 23, 5, 8, 45, 2, 17, 33, 45, 47, 16, 25, 35, 25, 3, 36, 40, 24, 8, 37, 10, 36, 38, 19, 24, 8, 44, 33, 35, 19, 8, 32, 2, 21, 45, 10, 39, 23, 27, 13, 46, 2, 31, 2, 18, 24, 48, 19, 40, 25, 34, 43, 20, 6, 38, 43, 34, 38, 28, 7, 41, 34, 23, 4, 35, 7, 36, 8, 32, 46, 19, 23, 50, 10, 4, 35, 8, 43, 48, 25, 44, 36, 11, 26, 35, 1, 48, 1, 31, 36, 27, 21, 49, 45, 33, 44, 7, 4, 36, 4, 20, 4, 26, 38, 14, 1, 1, 0, 17, 39, 10, 17, 40, 28, 3, 8, 17, 36, 38, 44, 7, 26, 50, 28, 45, 19, 19, 13, 35, 22, 46, 46, 21, 42, 37, 0, 48]
[47, 1, 0, 39, 24, 29, 6, 46, 42, 24, 29, 16, 17, 12, 32, 29, 20, 46, 25, 38, 17, 17, 50, 31, 14, 42, 16, 39, 36, 46, 11, 24, 25, 44, 23, 21, 46, 22, 17, 23, 13, 7, 35, 17, 3, 43, 29, 34, 21, 9, 0, 5, 46, 7, 3, 43, 49, 36, 47, 7, 23, 6, 21, 39, 40, 5, 27, 4, 36, 4, 44, 11, 24, 49, 38, 4, 31, 43, 40, 8, 3, 16, 32, 4, 26, 20, 12, 41, 43, 25, 47, 33, 30, 12, 0, 41, 30, 31, 11, 3, 41, 4, 11, 33, 12, 2, 11, 13, 21, 4, 24, 47, 41, 21, 21, 22, 10, 17, 20, 27, 42, 46, 27, 2, 50, 43, 31, 38, 36, 30, 21, 42, 38, 41, 15, 27, 44, 27, 28, 47, 42]
[27, 11, 39, 0, 27, 41, 50, 17, 27, 47, 42, 10, 9, 5, 13, 21, 8, 8, 20, 28, 38, 43, 49, 11, 32, 14, 8, 6, 13, 26, 36, 8, 26, 16, 38, 27, 39, 46, 38, 42, 30, 22, 12, 1, 47, 10, 13, 5, 18, 2, 42, 43, 35, 9, 19, 23, 46, 8, 21, 9, 15, 16, 25, 47, 21, 37, 47, 43, 15, 31, 14, 7, 20, 24, 34, 17, 15, 7, 31, 21, 33, 11, 3, 30, 37, 0, 37, 1, 4, 17, 36, 23, 19, 6, 38, 10, 24, 44, 44, 6, 14, 0, 49, 5, 12, 31, 49, 28, 2, 24, 48, 0, 21, 31, 24, 43, 22, 38, 46, 40, 10, 14, 48, 44, 22, 24, 15, 31, 5, 35, 12, 34, 23, 10, 42, 33, 36, 33, 28, 8, 7]
[46, 43, 24, 27, 0, 18, 36, 50, 9, 21, 7, 18, 20, 3, 0, 45, 5, 18, 23, 14, 21, 31, 43, 0, 21, 17, 25, 34, 12, 32, 3, 26, 16, 0, 3, 26, 3, 41, 50, 29, 25, 35, 26, 11, 7, 18, 29, 37, 22, 39, 49, 50, 39, 24, 5, 17, 2, 11, 1, 20, 47, 1, 27, 9, 42, 32, 15, 24, 44, 25, 16, 19, 42, 23, 20, 22, 39, 6, 5, 23, 12, 13, 44, 31, 48, 40, 35, 50, 37, 50, 14, 49, 18, 46, 10, 35, 2, 48, 28, 7, 2, 30, 9, 48, 31, 3, 38, 31, 44, 11, 35, 29, 8, 17, 41, 23, 43, 14, 48, 24, 27, 50, 4, 43, 35, 8, 13, 8, 23, 41, 34, 23, 48, 11, 15, 12, 15, 44, 13, 9, 34]
[46, 23, 29, 41, 18, 0, 39, 6, 47, 13, 33, 15, 30, 33, 11, 28, 44, 30, 47, 32, 32, 16, 22, 46, 21, 27, 30, 3, 17, 16, 16, 12, 26, 21, 5, 18, 40, 39, 47, 5, 49, 29, 29, 13, 34, 3, 36, 37, 33, 10, 44, 33, 14, 37, 22, 2, 23, 23, 4, 47, 8, 26, 15, 17, 42, 30, 28, 45, 17, 16, 22, 45, 24, 50, 45, 40, 1, 30, 19, 42, 38, 5, 3, 6, 4, 12, 22, 16, 1, 19, 37, 0, 21, 0, 19, 3, 17, 17, 46, 38, 28, 4, 30, 14, 34, 3, 10, 30, 4, 18, 11, 1, 44, 23, 34, 38, 12, 0, 21, 49, 28, 34, 33, 1, 13, 23, 42, 1, 1, 50, 27, 35, 19, 36, 36, 45, 22, 47, 33, 13, 18]
[14, 5, 6, 50, 36, 39, 0, 49, 38, 16, 18, 4, 45, 29, 47, 50, 39, 23, 45, 7, 4, 39, 7, 43, 28, 42, 49, 8, 4, 20, 25, 30, 4, 49, 26, 35, 7, 22, 49, 46, 44, 34, 39, 22, 46, 4, 8, 47, 13, 10, 33, 17, 22, 45, 2, 27, 30, 37, 10, 50, 15, 24, 36, 18, 27, 20, 50, 39, 34, 41, 2, 47, 20, 43, 15, 37, 0, 9, 10, 13, 25, 27, 38, 5, 1, 20, 48, 1, 41, 1, 48, 49, 13, 48, 30, 27, 12, 23, 36, 10, 36, 35, 42, 28, 24, 28, 7, 17, 2, 37, 8, 13, 35, 35, 41, 10, 37, 15, 21, 1, 26, 37, 2, 2, 40, 29, 50, 49, 26, 44, 8, 38, 6, 46, 18, 26, 17, 34, 44, 3, 7]
[11, 8, 46, 17, 50, 6, 49, 0, 48, 25, 23, 23, 49, 25, 8, 15, 26, 46, 31, 44, 49, 43, 35, 36, 15, 44, 24, 18, 3, 38, 3, 0, 14, 37, 34, 7, 17, 40, 39, 37, 21, 4, 12, 2, 47, 23, 2, 33, 0, 36, 26, 45, 50, 17, 24, 23, 28, 11, 42, 16, 45, 10, 6, 16, 33, 14, 47, 13, 23, 9, 28, 28, 47, 21, 40, 3, 10, 27, 44, 16, 3, 26, 46, 18, 39, 31, 32, 49, 17, 27, 24, 29, 24, 36, 43, 23, 17, 12, 14, 23, 15, 9, 32, 38, 1, 43, 26, 50, 26, 39, 33, 4, 13, 6, 42, 12, 28, 19, 27, 11, 14, 38, 22, 48, 33, 21, 20, 44, 37, 2, 0, 18, 0, 3, 31, 26, 38, 38, 41, 3, 11]
[38, 45, 42, 27, 9, 47, 38, 48, 0, 39, 11, 50, 2, 44, 49, 41, 18, 1, 35, 34, 50, 1, 39, 26, 14, 38, 47, 0, 28, 23, 49, 17, 17, 33, 35, 23, 8, 44, 7, 32, 1, 25, 17, 46, 45, 47, 48, 39, 40, 31, 6, 37, 11, 26, 37, 48, 28, 15, 39, 25, 41, 22, 26, 24, 32, 5, 32, 7, 43, 28, 18, 30, 14, 12, 50, 13, 22, 36, 15, 21, 43, 13, 10, 3, 5, 44, 0, 34, 3, 37, 17, 29, 32, 45, 12, 31, 50, 47, 20, 8, 20, 45, 21, 41, 18, 41, 13, 16, 27, 26, 46, 24, 28, 12, 18, 32, 15, 23, 46, 8, 46, 11, 25, 8, 5, 18, 0, 5, 30, 41, 8, 14, 7, 16, 32, 50, 18, 12, 48, 50, 14]
[35, 2, 24, 47, 21, 13, 16, 25, 39, 0, 36, 0, 31, 16, 41, 27, 32, 14, 39, 2, 10, 27, 26, 35, 36, 38, 9, 37, 6, 23, 10, 40, 11, 18, 42, 31, 7, 23, 17, 34, 24, 35, 28, 22, 42, 38, 39, 32, 47, 39, 38, 11, 14, 4, 23, 2, 33, 46, 49, 20, 34, 45, 43, 30, 36, 29, 12, 1, 7, 3, 47, 49, 32, 6, 28, 10, 48, 12, 43, 30, 48, 2, 19, 3, 21, 14, 12, 21, 36, 7, 25, 16, 22, 11, 36, 30, 44, 8, 31, 4, 13, 22, 8, 37, 12, 49, 0, 42, 46, 46, 0, 20, 11, 30, 32, 33, 2, 14, 2, 8, 20, 50, 45, 0, 30, 34, 28, 35, 32, 23, 6, 1, 7, 23, 35, 9, 22, 2, 5, 47, 32]
[8, 17, 29, 42, 7, 33, 18, 23, 11, 36, 0, 40, 16, 31, 9, 10, 27, 50, 4, 46, 49, 46, 38, 16, 13, 45, 30, 38, 2, 17, 35, 50, 14, 0, 30, 45, 29, 9, 38, 46, 39, 6, 42, 7, 16, 12, 3, 49, 41, 40, 25, 0, 5, 32, 8, 24, 11, 29, 42, 34, 43, 25, 30, 1, 7, 8, 1, 0, 13, 14, 25, 43, 7, 39, 37, 6, 16, 25, 35, 1, 50, 6, 12, 42, 36, 15, 0, 48, 11, 21, 2, 23, 3, 1, 15, 0, 23, 4, 49, 23, 8, 17, 14, 45, 10, 29, 25, 42, 17, 29, 24, 26, 11, 16, 22, 10, 17, 47, 30, 28, 37, 19, 43, 47, 37, 37, 48, 35, 46, 2, 47, 14, 47, 25, 18, 18, 12, 4, 8, 3, 33]
[47, 33, 16, 10, 18, 15, 4, 23, 50, 0, 40, 0, 39, 2, 9, 26, 10, 12, 39, 41, 48, 46, 12, 33, 12, 24, 35, 42, 3, 12, 4, 7, 11, 45, 17, 32, 38, 12, 17, 32, 11, 46, 43, 0, 11, 36, 34, 18, 41, 9, 29, 22, 48, 10, 42, 41, 31, 18, 37, 18, 46, 26, 49, 35, 18, 19, 26, 42, 5, 23, 13, 16, 1, 43, 12, 9, 5, 41, 7, 14, 0, 7, 49, 10, 17, 49, 8, 50, 14, 8, 10, 18, 21, 50, 4, 43, 33, 5, 42, 29, 29, 19, 24, 29, 45, 27, 40, 31, 11, 13, 21, 18, 9, 17, 43, 11, 48, 46, 3, 36, 35, 11, 40, 17, 12, 12, 22, 37, 6, 1, 34, 10, 36, 4, 29, 14, 31, 0, 47, 37, 44]
[14, 45, 17, 9, 20, 30, 45, 49, 2, 31, 16, 39, 0, 0, 8, 38, 41, 6, 34, 49, 20, 7, 28, 42, 31, 9, 46, 47, 6, 6, 39, 11, 46, 15, 31, 2, 8, 24, 43, 38, 2, 2, 3, 20, 19, 35, 9, 25, 30, 47, 5, 8, 38, 9, 43, 3, 41, 26, 18, 50, 46, 23, 42, 9, 4, 33, 25, 38, 47, 29, 26, 49, 47, 17, 27, 4, 12, 4, 32, 40, 1, 5, 48, 46, 11, 20, 32, 32, 27, 34, 32, 2, 24, 12, 31, 31, 8, 44, 6, 39, 5, 49, 20, 17, 25, 15, 12, 48, 10, 24, 25, 6, 0, 21, 31, 34, 47, 48, 39, 24, 8, 21, 20, 47, 47, 19, 49, 6, 28, 45, 11, 42, 11, 20, 11, 41, 44, 30, 43, 38, 32]
[31, 47, 12, 5, 3, 33, 29, 25, 44, 16, 31, 2, 0, 0, 28, 7, 35, 31, 27, 27, 50, 4, 19, 13, 14, 10, 18, 12, 14, 14, 26, 43, 36, 40, 32, 25, 24, 4, 37, 3, 16, 13, 0, 11, 22, 23, 49, 47, 21, 28, 26, 39, 27, 36, 16, 22, 29, 36, 42, 44, 38, 34, 31, 30, 8, 25, 15, 2, 21, 33, 42, 42, 13, 0, 29, 13, 8, 36, 3, 15, 28, 17, 18, 24, 43, 13, 14, 31, 22, 20, 43, 38, 2, 22, 2, 20, 10, 1, 25, 2, 32, 28, 49, 44, 21, 30, 39, 20, 3, 26, 36, 3, 40, 46, 7, 26, 21, 24, 23, 22, 24, 50, 20, 10, 35, 19, 5, 22, 23, 8, 3, 13, 9, 25, 37, 2, 44, 25, 14, 5, 30]
[33, 16, 32, 13, 0, 11, 47, 8, 49, 41, 9, 9, 8, 28, 0, 12, 39, 4, 39, 19, 40, 19, 27, 7, 16, 43, 15, 39, 22, 12, 28, 42, 2, 39, 32, 47, 49, 45, 44, 18, 6, 6, 50, 31, 19, 28, 42, 48, 45, 45, 26, 25, 37, 31, 50, 38, 40, 30, 39, 35, 0, 48, 1, 41, 1, 31, 10, 31, 25, 36, 25, 32, 35, 46, 21, 9, 20, 28, 39, 21, 38, 10, 26, 34, 47, 12, 7, 0, 19, 37, 8, 15, 22, 16, 31, 8, 23, 47, 13, 7, 4, 50, 3, 23, 32, 46, 39, 25, 30, 43, 42, 21, 6, 41, 19, 46, 16, 15, 13, 20, 7, 23, 32, 27, 26, 8, 20, 46, 36, 49, 15, 34, 12, 41, 44, 17, 10, 35, 35, 42, 36]
[17, 25, 29, 21, 45, 28, 50, 15, 41, 27, 10, 26, 38, 7, 12, 0, 23, 42, 9, 27, 19, 37, 6, 2, 20, 50, 34, 27, 21, 0, 6, 19, 27, 49, 33, 41, 15, 6, 23, 19, 1, 45, 46, 18, 46, 0, 38, 34, 46, 36, 26, 21, 24, 16, 37, 3, 25, 7, 35, 6, 16, 30, 1, 2, 23, 2, 14, 23, 30, 48, 37, 46, 15, 40, 49, 33, 33, 16, 41, 15, 43, 36, 30, 10, 17, 40, 24, 49, 0, 36, 13, 47, 13, 32, 20, 7, 25, 42, 18, 38, 36, 50, 13, 48, 17, 12, 48, 18, 11, 40, 25, 45, 42, 0, 6, 35, 16, 45, 19, 49, 22, 6, 24, 14, 38, 35, 31, 33, 25, 46, 14, 8, 11, 42, 16, 9, 49, 25, 29, 16, 7]
