N1,N2,...,Nx
[0, 23, 34, 22, 32, 26, 13, 29, 40, 18, 1, 43, 36, 4, 37, 39, 41, 29, 40, 33, 19, 24, 43, 13, 45, 39, 5, 18, 44, 12, 35, 0, 16, 2, 4, 9, 22, 36, 21, 6, 6, 37, 23, 41, 22, 22, 7, 13, 26, 38, 36, 44, 30, 46, 25, 39, 18, 48, 17, 8, 7, 15, 12, 24, 26, 19, 19, 38, 48, 5, 19, 17, 50, 27, 41, 43, 35, 1, 30, 47, 21, 6, 3, 18, 49, 28, 19, 36, 42, 18, 33, 22, 0, 20, 50, 30, 3, 13, 39, 9, 4, 8, 15, 27, 37, 30, 18, 36, 43, 14, 48, 19, 45, 5, 49, 3, 49, 6, 31, 5, 18, 0, 7, 36, 42]
[23, 0, 16, 6, 8, 5, 16, 21, 5, 48, 22, 0, 21, 11, 27, 13, 47, 20, 14, 46, 50, 49, 4, 32, 24, 29, 46, 6, 28, 8, 7, 21, 48, 8, 25, 12, 34, 3, 24, 28, 0, 49, 2, 5, 45, 33, 16, 45, 24, 5, 27, 23, 7, 20, 46, 1, 1, 29, 5, 21, 31, 5, 41, 5, 10, 27, 35, 1, 1, 34, 44, 27, 7, 17, 38, 48, 31, 5, 20, 49, 19, 19, 43, 28, 34, 34, 50, 29, 18, 28, 49, 28, 2, 23, 15, 1, 29, 48, 42, 20, 48, 1, 11, 16, 47, 48, 47, 5, 23, 34, 2, 38, 4, 48, 9, 36, 39, 1, 50, 36, 0, 27, 14, 0, 9]
[34, 16, 0, 31, 26, 29, 6, 41, 14, 17, 19, 35, 15, 17, 40, 6, 18, 43, 41, 11, 1, 9, 39, 45, 10, 2, 2, 43, 0, 24, 36, 22, 7, 16, 35, 7, 17, 38, 0, 22, 23, 42, 23, 50, 23, 33, 18, 42, 7, 21, 49, 35, 30, 37, 26, 36, 49, 37, 18, 24, 8, 20, 10, 41, 50, 7, 35, 11, 13, 14, 33, 17, 7, 41, 4, 44, 15, 39, 0, 25, 18, 8, 48, 25, 11, 22, 0, 36, 21, 14, 8, 6, 16, 8, 14, 45, 13, 43, 23, 50, 46, 34, 38, 17, 45, 36, 12, 9, 41, 34, 16, 5, 29, 45, 34, 40, 22, 18, 29, 26, 35, 0, 0, 18, 23]
[22, 6, 31, 0, 26, 48, 4, 32, 6, 20, 38, 13, 6, 15, 32, 36, 46, 20, 45, 18, 25, 1, 3, 37, 29, 47, 17, 14, 1, 21, 28, 32, 27, 32, 48, 14, 3, 14, 41, 44, 29, 25, 43, 1, 38, 28, 22, 4, 11, 3, 8, 29, 32, 15, 46, 26, 10, 25, 29, 27, 12, 8, 13, 12, 17, 7, 21, 43, 4, 20, 29, 20, 49, 19, 35, 11, 31, 43, 31, 45, 25, 50, 40, 18, 46, 24, 2, 36, 11, 30, 30, 33, 7, 40, 15, 19, 9, 19, 17, 43, 23, 50, 44, 34, 34, 25, 26, 40, 43, 8, 29, 23, 32, 28, 36, 20, 10, 39, 46, 43, 42, 37, 10, 21, 11]
[32, 8, 26, 26, 0, 32, 44, 17, 38, 11, 40, 32, 7, 3, 21, 14, 45, 40, 29, 31, 39, 2, 13, 4, 4, 0, 45, 20, 29, 24, 10, 25, 3, 41, 21, 35, 27, 4, 32, 20, 41, 8, 3, 48, 34, 17, 34, 10, 41, 49, 42, 5, 11, 44, 3, 26, 20, 24, 0, 7, 25, 43, 9, 41, 9, 32, 24, 35, 24, 16, 15, 14, 14, 4, 13, 22, 20, 3, 4, 29, 50, 13, 29, 37, 37, 48, 39, 17, 7, 15, 44, 38, 6, 44, 12, 24, 8, 17, 44, 29, 41, 0, 45, 26, 32, 20, 5, 49, 14, 18, 45, 36, 32, 29, 10, 50, 34, 39, 27, 39, 40, 8, 50, 43, 29]
[26, 5, 29, 48, 32, 0, 49, 26, 10, 24, 3, 24, 21, 42, 9, 10, 8, 2, 35, 12, 5, 26, 0, 21, 32, 23, 33, 12, 34, 26, 11, 3, 24, 44, 33, 49, 12, 10, 33, 3, 32, 37, 33, 0, 33, 38, 42, 4, 7, 14, 47, 16, 45, 29, 11, 21, 0, 32, 50, 0, 48, 43, 45, 45, 27, 39, 49, 45, 27, 26, 30, 22, 32, 0, 27, 12, 50, 36, 46, 25, 31, 0, 49, 35, 35, 16, 50, 48, 26, 17, 50, 6, 16, 6, 18, 27, 23, 50, 28, 49, 12, 0, 11, 40, 46, 48, 29, 8, 28, 34, 9, 39, 22, 26, 12, 35, 14, 29, 33, 44, 17, 37, 38, 37, 7]
[13, 16, 6, 4, 44, 49, 0, 13, 2, 27, 31, 7, 41, 32, 29, 17, 48, 47, 48, 6, 28, 0, 49, 2, 48, 37, 43, 21, 42, 45, 50, 4, 24, 13, 38, 14, 25, 13, 7, 8, 26, 43, 42, 37, 49, 37, 49, 49, 40, 23, 3, 34, 15, 30, 19, 11, 4, 17, 11, 28, 48, 48, 14, 26, 44, 22, 27, 42, 25, 28, 27, 20, 1, 5, 17, 45, 14, 44, 26, 30, 49, 2, 13, 9, 0, 13, 29, 7, 32, 4, 4, 35, 41, 49, 48, 4, 10, 46, 32, 39, 33, 34, 49, 32, 13, 40, 15, 33, 33, 1, 47, 42, 11, 42, 34, 35, 21, 36, 10, 43, 45, 27, 30, 12, 43]
[29, 21, 41, 32, 17, 26, 13, 0, 18, 26, 15, 40, 43, 37, 32, 44, 9, 13, 31, 17, 34, 29, 15, 45, 10, 12, 31, 18, 43, 10, 36, 46, 34, 11, 24, 22, 12, 29, 25, 15, 22, 26, 2, 31, 25, 36, 32, 29, 24, 43, 31, 9, 2, 14, 20, 1, 0, 40, 20, 43, 14, 41, 17, 37, 27, 25, 6, 40, 19, 0, 48, 12, 7, 3, 32, 10, 12, 11, 38, 14, 12, 28, 36, 42, 40, 36, 23, 21, 17, 44, 37, 5, 43, 29, 34, 35, 6, 33, 26, 15, 17, 50, 46, 29, 9, 32, 33, 11, 29, 48, 39, 42, 4, 9, 41, 13, 33, 9, 43, 17, 26, 34, 1, 46, 38]
[40, 5, 14, 6, 38, 10, 2, 18, 0, 29, 34, 23, 34, 38, 14, 43, 9, 29, 7, 30, 7, 46, 34, 49, 43, 26, 42, 6, 35, 16, 42, 41, 23, 14, 40, 39, 5, 31, 18, 4, 47, 17, 28, 32, 0, 26, 50, 19, 36, 8, 6, 16, 43, 46, 11, 36, 17, 14, 9, 7, 22, 43, 14, 21, 10, 2, 32, 37, 27, 36, 42, 13, 9, 10, 49, 34, 32, 10, 29, 8, 38, 48, 19, 21, 20, 38, 42, 16, 15, 41, 49, 10, 3, 12, 42, 44, 39, 1, 7, 23, 30, 9, 8, 27, 30, 25, 19, 32, 36, 22, 40, 21, 31, 10, 11, 41, 23, 35, 31, 40, 34, 37, 33, 13, 42]
[18, 48, 17, 20, 11, 24, 27, 26, 29, 0, 47, 40, 46, 2, 4, 43, 17, 23, 19, 4, 34, 28, 35, 36, 2, 4, 48, 1, 15, 7, 44, 43, 14, 29, 32, 34, 6, 8, 17, 25, 28, 28, 35, 49, 39, 31, 36, 14, 9, 33, 0, 2, 28, 8, 13, 6, 21, 20, 26, 6, 1, 4, 36, 7, 41, 42, 16, 16, 18, 20, 1, 4, 6, 47, 23, 29, 12, 13, 32, 20, 28, 27, 24, 14, 35, 5, 18, 23, 9, 48, 39, 6, 32, 6, 6, 13, 45, 20, 28, 27, 0, 21, 47, 47, 40, 47, 9, 30, 11, 19, 34, 2, 18, 19, 7, 33, 42, 33, 39, 37, 31, 34, 43, 29, 33]
[1, 22, 19, 38, 40, 3, 31, 15, 34, 47, 0, 16, 38, 14, 10, 46, 7, 15, 22, 16, 22, 18, 30, 0, 5, 2, 23, 32, 17, 42, 42, 17, 26, 22, 36, 12, 0, 33, 11, 27, 46, 41, 49, 9, 3, 27, 27, 5, 36, 0, 27, 21, 43, 13, 13, 45, 4, 18, 11, 7, 35, 17, 33, 50, 24, 35, 16, 13, 5, 35, 49, 23, 36, 50, 38, 37, 41, 13, 19, 31, 38, 29, 33, 6, 36, 9, 27, 32, 20, 32, 42, 41, 18, 17, 30, 42, 8, 22, 36, 40, 49, 29, 20, 7, 34, 28, 20, 28, 21, 1, 32, 37, 27, 27, 43, 36, 21, 27, 50, 7, 12, 31, 46, 3, 26]
[43, 0, 35, 13, 32, 24, 7, 40, 23, 40, 16, 0, 11, 29, 22, 12, 15, 4, 42, 38, 27, 42, 33, 15, 6, 49, 15, 17, 22, 16, 11, 10, 35, 40, 34, 26, 12, 16, 12, 13, 21, 2, 48, 4, 8, 6, 33, 50, 9, 15, 0, 47, 45, 36, 24, 18, 21, 29, 1, 45, 32, 26, 14, 37, 3, 2, 33, 3, 43, 26, 47, 16, 10, 5, 47, 4, 45, 32, 36, 2, 6, 26, 40, 11, 27, 19, 20, 15, 24, 48, 31, 20, 15, 41, 0, 22, 19, 3, 15, 20, 24, 43, 13, 5, 28, 50, 49, 43, 1, 10, 32, 46, 0, 20, 14, 16, 18, 3, 43, 16, 46, 8, 50, 11, 44]
[36, 21, 15, 6, 7, 21, 41, 43, 34, 46, 38, 11, 0, 30, 44, 17, 16, 39, 31, 18, 29, 48, 2, 36, 28, 49, 12, 0, 15, 13, 26, 44, 2, 7, 21, 25, 6, 34, 40, 1, 6, 41, 14, 13, 50, 19, 31, 39, 34, 27, 28, 5, 50, 28, 5, 36, 32, 30, 49, 40, 23, 44, 34, 21, 34, 1, 6, 20, 36, 3, 48, 3, 30, 9, 10, 16, 5, 40, 16, 15, 26, 32, 32, 21, 6, 6, 49, 39, 35, 50, 20, 40, 2, 45, 47, 49, 46, 16, 12, 3, 17, 48, 37, 24, 20, 3, 41, 50, 44, 21, 15, 30, 31, 24, 35, 38, 47, 45, 34, 22, 39, 11, 36, 20, 19]
[4, 11, 17, 15, 3, 42, 32, 37, 38, 2, 14, 29, 30, 0, 36, 17, 26, 1, 3, 37, 11, 34, 26, 19, 24, 35, 42, 5, 15, 10, 36, 25, 40, 2, 39, 13, 3, 45, 37, 1, 41, 17, 30, 46, 32, 23, 14, 2, 11, 32, 7, 48, 33, 1, 18, 38, 26, 46, 13, 10, 24, 50, 6, 41, 18, 39, 32, 50, 6, 32, 5, 37, 34, 31, 41, 6, 5, 0, 16, 31, 34, 20, 15, 41, 1, 15, 28, 11, 21, 45, 21, 41, 0, 3, 26, 11, 45, 49, 5, 6, 44, 50, 13, 39, 18, 19, 40, 39, 2, 11, 11, 49, 25, 23, 21, 30, 28, 37, 50, 13, 46, 38, 14, 43, 14]
[37, 27, 40, 32, 21, 9, 29, 32, 14, 4, 10, 22, 44, 36, 0, 18, 48, 23, 20, 17, 2, 22, 1, 27, 40, 7, 46, 44, 27, 12, 1, 37, 10, 32, 8, 2, 46, 13, 15, 4, 2, 39, 38, 13, 36, 17, 33, 49, 30, 46, 49, 14, 36, 0, 4, 16, 14, 32, 38, 28, 33, 27, 49, 21, 2, 32, 38, 16, 30, 2, 17, 10, 6, 44, 25, 35, 18, 35, 5, 35, 35, 36, 47, 21, 22, 32, 46, 39, 44, 15, 22, 10, 21, 0, 46, 1, 49, 33, 11, 38, 39, 40, 15, 50, 39, 46, 1, 41, 24, 26, 20, 49, 44, 25, 39, 22, 19, 41, 40, 15, 46, 41, 28, 3, 22]
[39, 13, 6, 36, 14, 10, 17, 44, 43, 43, 46, 12, 17, 17, 18, 0, 11, 34, 4, 18, 45, 37, 1, 35, 31, 38, 37, 10, 46, 28, 0, 35, 18, 24, 6, 48, 14, 25, 43, 23, 9, 49, 26, 21, 9, 10, 21, 17, 6, 31, 44, 14, 30, 36, 38, 38, 34, 45, 20, 13, 32, 20, 49, 30, 7, 37, 45, 29, 19, 18, 45, 17, 23, 44, 40, 35, 47, 20, 16, 50, 42, 1, 28, 9, 36, 26, 26, 6, 11, 38, 49, 20, 31, 5, 37, 47, 6, 4, 20, 50, 8, 35, 34, 8, 49, 16, 16, 50, 48, 9, 21, 37, 37, 27, 6, 2, 10, 34, 39, 8, 35, 12, 8, 40, 9]
[41, 47, 18, 46, 45, 8, 48, 9, 9, 17, 7, 15, 16, 26, 48, 11, 0, 24, 32, 1, 29, 48, 12, 34, 12, 41, 10, 6, 6, 9, 14, 42, 5, 7, 50, 2, 4, 22, 46, 31, 5, 9, 42, 13, 20, 49, 11, 45, 36, 34, 22, 23, 31, 14, 47, 1, 13, 45, 11, 2, 20, 10, 21, 23, 18, 11, 46, 5, 47, 31, 13, 39, 10, 16, 25, 25, 39, 41, 47, 3, 36, 1, 0, 29, 26, 15, 33, 6, 23, 38, 19, 17, 45, 43, 20, 14, 29, 42, 4, 28, 8, 40, 38, 25, 25, 12, 17, 27, 11, 1, 9, 19, 46, 19, 14, 40, 42, 42, 27, 50, 39, 39, 42, 46, 45]
[29, 20, 43, 20, 40, 2, 47, 13, 29, 23, 15, 4, 39, 1, 23, 34, 24, 0, 15, 40, 14, 29, 4, 41, 24, 28, 46, 33, 24, 24, 40, 36, 30, 8, 34, 8, 22, 10, 5, 33, 30, 31, 44, 33, 44, 35, 46, 4, 40, 29, 14, 8, 21, 38, 11, 42, 32, 41, 24, 22, 9, 14, 41, 19, 16, 13, 8, 34, 44, 3, 42, 36, 25, 2, 6, 30, 15, 48, 32, 8, 19, 6, 40, 42, 39, 33, 16, 35, 34, 0, 6, 6, 24, 44, 34, 31, 40, 38, 32, 21, 41, 12, 28, 29, 33, 15, 26, 0, 32, 20, 37, 38, 24, 15, 2, 35, 1, 16, 35, 46, 37, 50, 21, 17, 18]
[40, 14, 41, 45, 29, 35, 48, 31, 7, 19, 22, 42, 31, 3, 20, 4, 32, 15, 0, 40, 44, 14, 43, 11, 46, 49, 35, 41, 43, 43, 8, 2, 5, 37, 13, 9, 32, 1, 23, 11, 29, 26, 1, 4, 10, 25, 23, 17, 43, 29, 5, 18, 14, 21, 31, 39, 15, 9, 10, 31, 4, 3, 44, 47, 37, 47, 30, 2, 40, 0, 3, 42, 2, 50, 28, 15, 9, 41, 43, 5, 28, 49, 41, 14, 32, 18, 39, 23, 44, 48, 11, 49, 42, 27, 39, 14, 9, 16, 16, 16, 4, 39, 35, 20, 4, 8, 1, 30, 6, 9, 11, 22, 0, 8, 39, 46, 30, 24, 0, 1, 26, 15, 17, 24, 36]
[33, 46, 11, 18, 31, 12, 6, 17, 30, 4, 16, 38, 18, 37, 17, 18, 1, 40, 40, 0, 19, 48, 26, 12, 26, 1, 25, 23, 15, 21, 17, 45, 48, 0, 1, 19, 48, 45, 11, 1, 35, 36, 8, 37, 25, 22, 47, 47, 33, 5, 34, 24, 0, 33, 5, 34, 40, 31, 11, 35, 19, 49, 45, 36, 9, 0, 0, 11, 36, 34, 3, 2, 27, 28, 0, 9, 22, 30, 25, 34, 26, 20, 43, 38, 48, 33, 38, 26, 45, 8, 34, 40, 19, 0, 32, 28, 39, 48, 14, 22, 38, 24, 28, 11, 31, 29, 38, 2, 14, 31, 9, 11, 50, 27, 35, 50, 15, 23, 2, 33, 45, 50, 8, 0, 48]
[19, 50, 1, 25, 39, 5, 28, 34, 7, 34, 22, 27, 29, 11, 2, 45, 29, 14, 44, 19, 0, 23, 9, 0, 48, 43, 37, 40, 41, 8, 35, 37, 50, 4, 2, 36, 28, 33, 33, 40, 5, 4, 42, 10, 8, 0, 10, 39, 44, 1, 23, 9, 47, 7, 4, 18, 6, 46, 47, 13, 9, 28, 21, 35, 41, 11, 17, 42, 0, 32, 8, 12, 44, 21, 38, 25, 0, 14, 1, 27, 1, 50, 47, 33, 3, 5, 38, 49, 5, 37, 8, 32, 1, 29, 42, 29, 14, 23, 39, 1, 35, 42, 14, 29, 16, 17, 8, 21, 24, 6, 27, 8, 25, 14, 24, 11, 21, 17, 33, 2, 1, 38, 11, 16, 27]
[24, 49, 9, 1, 2, 26, 0, 29, 46, 28, 18, 42, 48, 34, 22, 37, 48, 29, 14, 48, 23, 0, 39, 10, 18, 5, 25, 27, 20, 36, 11, 2, 28, 47, 39, 13, 22, 48, 13, 50, 23, 27, 21, 6, 28, 38, 49, 45, 21, 9, 41, 50, 14, 5, 23, 1, 14, 29, 31, 20, 14, 35, 4, 13, 15, 29, 16, 30, 23, 23, 2, 23, 42, 28, 16, 35, 50, 24, 35, 22, 17, 35, 18, 39, 26, 23, 22, 29, 27, 30, 8, 34, 32, 2, 50, 27, 29, 47, 18, 12, 25, 46, 17, 0, 50, 2, 8, 40, 0, 46, 6, 38, 28, 15, 32, 18, 45, 37, 8, 7, 43, 26, 44, 5, 38]
[43, 4, 39, 3, 13, 0, 49, 15, 34, 35, 30, 33, 2, 26, 1, 1, 12, 4, 43, 26, 9, 39, 0, 19, 44, 14, 32, 27, 49, 23, 50, 33, 38, 15, 14, 20, 23, 7, 29, 50, 27, 30, 36, 8, 37, 2, 44, 35, 17, 45, 40, 31, 11, 10, 21, 21, 31, 33, 18, 49, 34, 6, 20, 14, 9, 15, 5, 35, 37, 20, 37, 39, 43, 22, 7, 16, 22, 46, 2, 11, 13, 21, 41, 15, 25, 1, 31, 6, 49, 7, 39, 11, 3, 45, 5, 49, 10, 8, 7, 37, 36, 15, 9, 49, 16, 12, 36, 2, 25, 24, 27, 43, 23, 31, 2, 3, 10, 29, 20, 21, 6, 4, 19, 10, 45]
[13, 32, 45, 37, 4, 21, 2, 45, 49, 36, 0, 15, 36, 19, 27, 35, 34, 41, 11, 12, 0, 10, 19, 0, 37, 14, 10, 47, 1, 10, 39, 3, 11, 28, 29, 6, 27, 29, 40, 49, 1, 14, 39, 0, 42, 21, 35, 12, 24, 3, 42, 36, 25, 37, 1, 14, 43, 28, 14, 21, 48, 33, 20, 4, 33, 33, 48, 39, 5, 22, 26, 49, 47, 43, 12, 23, 25, 18, 43, 35, 12, 13, 15, 33, 2, 41, 37, 31, 26, 28, 32, 27, 39, 27, 17, 5, 29, 21, 37, 50, 11, 28, 12, 5, 36, 41, 48, 32, 24, 30, 18, 37, 36, 13, 32, 22, 5, 36, 46, 15, 10, 0, 2, 12, 36]
