N1,N2,...,Nx
[0, 29, 49, 7, 20, 32, 1, 1, 39, 39, 9, 35, 23, 45, 41, 10, 41, 42, 14, 32, 44, 29, 32, 44, 38, 42, 19, 37, 47, 2, 23, 43, 41, 21, 49, 31, 2, 46, 9, 5, 16, 37, 29, 27, 40, 47, 14, 1, 42, 11, 44, 6, 33, 47, 5, 7, 29, 31, 2, 47, 11, 1, 31, 35, 39, 25, 25, 6, 2]
[29, 0, 4, 37, 46, 24, 8, 30, 34, 49, 37, 38, 50, 50, 18, 46, 24, 6, 14, 50, 9, 26, 20, 8, 49, 8, 5, 49, 2, 12, 5, 50, 8, 44, 10, 20, 10, 12, 4, 37, 40, 9, 4, 23, 0, 41, 21, 29, 10, 38, 5, 43, 18, 39, 32, 39, 30, 23, 23, 30, 47, 43, 15, 30, 29, 31, 2, 34, 21]
[49, 4, 0, 21, 40, 23, 49, 10, 8, 45, 36, 4, 41, 17, 19, 47, 33, 12, 11, 21, 16, 42, 50, 15, 1, 29, 43, 10, 12, 36, 41, 13, 23, 14, 1, 42, 37, 43, 25, 26, 24, 35, 44, 3, 31, 10, 39, 24, 47, 8, 35, 36, 42, 23, 13, 17, 15, 7, 16, 36, 12, 16, 29, 23, 18, 43, 19, 19, 34]
[7, 37, 21, 0, 49, 45, 22, 38, 6, 14, 11, 24, 18, 17, 23, 1, 21, 5, 36, 11, 11, 39, 21, 41, 22, 44, 43, 20, 17, 12, 2, 43, 30, 35, 23, 20, 37, 20, 2, 23, 6, 37, 26, 48, 23, 21, 34, 47, 8, 34, 24, 24, 34, 21, 22, 28, 19, 34, 8, 37, 17, 3, 50, 14, 50, 10, 24, 18, 19]
[20, 46, 40, 49, 0, 37, 37, 50, 4, 29, 29, 2, 22, 26, 40, 29, 34, 29, 16, 29, 5, 2, 5, 4, 37, 31, 7, 31, 17, 15, 45, 30, 24, 16, 17, 23, 41, 44, 7, 31, 6, 36, 34, 17, 44, 39, 2, 31, 47, 13, 13, 38, 15, 16, 1, 4, 43, 32, 12, 19, 39, 16, 5, 38, 26, 6, 13, 26, 18]
[32, 24, 23, 45, 37, 0, 28, 4, 19, 20, 46, 9, 14, 16, 43, 4, 21, 32, 5, 44, 6, 44, 22, 25, 31, 15, 50, 38, 31, 18, 27, 23, 38, 33, 46, 3, 36, 35, 18, 32, 2, 1, 45, 36, 21, 45, 12, 32, 42, 4, 47, 12, 29, 37, 15, 17, 28, 12, 22, 16, 27, 26, 6, 6, 43, 32, 46, 13, 46]
[1, 8, 49, 22, 37, 28, 0, 5, 33, 48, 41, 33, 29, 4, 50, 28, 40, 20, 24, 17, 8, 4, 16, 9, 8, 4, 39, 47, 19, 29, 21, 27, 38, 2, 17, 44, 1, 39, 2, 6, 1, 18, 32, 1, 4, 22, 45, 50, 31, 7, 49, 31, 30, 44, 42, 25, 50, 27, 8, 48, 45, 5, 49, 43, 15, 31, 15, 6, 22]
[1, 30, 10, 38, 50, 4, 5, 0, 29, 33, 35, 20, 26, 42, 29, 1, 14, 9, 50, 12, 38, 2, 44, 7, 48, 46, 33, 33, 41, 10, 15, 7, 15, 13, 6, 18, 20, 13, 29, 38, 29, 30, 31, 18, 2, 43, 27, 33, 18, 36, 32, 12, 21, 32, 0, 25, 3, 10, 15, 11, 1, 4, 45, 14, 22, 7, 13, 40, 33]
[39, 34, 8, 6, 4, 19, 33, 29, 0, 37, 39, 19, 44, 46, 48, 41, 19, 18, 22, 0, 49, 18, 28, 39, 0, 20, 30, 29, 16, 5, 2, 43, 15, 17, 46, 18, 45, 30, 17, 20, 3, 35, 20, 34, 43, 36, 20, 26, 43, 26, 11, 2, 1, 38, 42, 33, 40, 18, 35, 15, 34, 36, 42, 35, 36, 41, 27, 40, 45]
[39, 49, 45, 14, 29, 20, 48, 33, 37, 0, 36, 13, 24, 35, 2, 2, 11, 31, 28, 40, 22, 4, 44, 14, 36, 9, 10, 26, 29, 9, 45, 45, 16, 12, 34, 42, 43, 44, 34, 33, 13, 36, 5, 31, 37, 25, 37, 4, 26, 44, 44, 21, 36, 11, 36, 21, 50, 26, 21, 28, 28, 49, 9, 45, 12, 34, 37, 3, 24]
[9, 37, 36, 11, 29, 46, 41, 35, 39, 36, 0, 27, 39, 15, 47, 35, 10, 2, 24, 18, 24, 27, 8, 20, 21, 18, 11, 28, 24, 49, 38, 9, 4, 48, 50, 10, 44, 39, 14, 23, 24, 14, 32, 40, 43, 22, 50, 39, 4, 21, 1, 36, 15, 16, 48, 10, 40, 19, 36, 31, 16, 0, 44, 12, 43, 18, 43, 19, 43]
[35, 38, 4, 24, 2, 9, 33, 20, 19, 13, 27, 0, 20, 39, 37, 23, 19, 20, 34, 15, 14, 8, 31, 21, 27, 0, 20, 9, 15, 9, 4, 27, 34, 48, 14, 11, 11, 46, 23, 19, 17, 17, 7, 16, 13, 19, 7, 8, 14, 9, 14, 33, 10, 39, 1, 43, 11, 42, 36, 15, 18, 8, 0, 14, 39, 20, 8, 22, 20]
[23, 50, 41, 18, 22, 14, 29, 26, 44, 24, 39, 20, 0, 35, 15, 44, 4, 19, 33, 5, 16, 11, 16, 14, 42, 13, 1, 37, 35, 18, 16, 46, 3, 15, 25, 9, 12, 24, 1, 30, 47, 32, 27, 29, 13, 33, 39, 1, 6, 31, 1, 44, 21, 25, 20, 22, 32, 4, 49, 19, 2, 21, 34, 1, 14, 0, 20, 42, 35]
[45, 50, 17, 17, 26, 16, 4, 42, 46, 35, 15, 39, 35, 0, 1, 38, 26, 45, 22, 10, 10, 23, 27, 32, 33, 16, 7, 23, 40, 49, 42, 5, 35, 49, 23, 11, 23, 47, 38, 0, 16, 15, 38, 17, 9, 23, 27, 50, 40, 28, 11, 41, 27, 32, 10, 12, 29, 12, 1, 43, 7, 32, 12, 2, 42, 29, 4, 13, 21]
[41, 18, 19, 23, 40, 43, 50, 29, 48, 2, 47, 37, 15, 1, 0, 6, 34, 24, 38, 19, 9, 8, 35, 3, 5, 39, 30, 47, 38, 23, 18, 28, 0, 33, 23, 38, 12, 33, 2, 11, 0, 33, 3, 9, 6, 25, 27, 45, 0, 38, 37, 0, 47, 15, 48, 50, 45, 31, 3, 24, 22, 1, 2, 45, 12, 32, 8, 19, 31]
[10, 46, 47, 1, 29, 4, 28, 1, 41, 2, 35, 23, 44, 38, 6, 0, 3, 32, 26, 6, 15, 8, 46, 9, 43, 35, 33, 8, 30, 31, 50, 15, 9, 5, 36, 21, 9, 0, 1, 11, 29, 29, 10, 7, 33, 39, 44, 14, 33, 32, 14, 38, 5, 28, 10, 38, 13, 37, 46, 42, 5, 46, 42, 6, 44, 47, 15, 27, 27]
[41, 24, 33, 21, 34, 21, 40, 14, 19, 11, 10, 19, 4, 26, 34, 3, 0, 50, 17, 0, 19, 17, 14, 9, 31, 10, 25, 45, 26, 26, 36, 16, 40, 1, 9, 22, 14, 46, 31, 36, 2, 42, 0, 32, 33, 39, 9, 44, 18, 36, 48, 32, 13, 31, 38, 35, 46, 11, 39, 20, 7, 12, 4, 17, 1, 7, 21, 32, 42]
[42, 6, 12, 5, 29, 32, 20, 9, 18, 31, 2, 20, 19, 45, 24, 32, 50, 0, 1, 32, 11, 31, 6, 43, 39, 18, 21, 12, 14, 27, 43, 43, 30, 7, 13, 41, 7, 32, 2, 16, 13, 7, 21, 12, 50, 18, 1, 48, 17, 43, 7, 24, 22, 50, 31, 24, 34, 39, 4, 26, 2, 39, 47, 10, 11, 44, 46, 3, 2]
[14, 14, 11, 36, 16, 5, 24, 50, 22, 28, 24, 34, 33, 22, 38, 26, 17, 1, 0, 28, 26, 4, 27, 39, 6, 31, 31, 50, 8, 23, 35, 15, 2, 40, 46, 46, 13, 6, 39, 42, 17, 37, 14, 40, 46, 12, 25, 30, 9, 30, 19, 13, 43, 18, 41, 36, 3, 18, 43, 13, 48, 44, 46, 7, 42, 42, 11, 7, 43]
[32, 50, 21, 11, 29, 44, 17, 12, 0, 40, 18, 15, 5, 10, 19, 6, 0, 32, 28, 0, 6, 28, 13, 10, 27, 41, 9, 10, 6, 13, 47, 7, 9, 11, 4, 1, 35, 37, 25, 28, 20, 23, 15, 1, 37, 43, 45, 6, 10, 38, 2, 1, 47, 39, 49, 17, 3, 19, 30, 39, 44, 28, 41, 19, 38, 49, 26, 31, 36]
[44, 9, 16, 11, 5, 6, 8, 38, 49, 22, 24, 14, 16, 10, 9, 15, 19, 11, 26, 6, 0, 15, 9, 14, 46, 13, 37, 15, 33, 32, 4, 34, 47, 39, 33, 6, 5, 23, 43, 27, 43, 35, 50, 23, 0, 40, 42, 24, 4, 41, 24, 43, 36, 46, 43, 4, 12, 13, 36, 50, 49, 40, 36, 39, 28, 21, 17, 18, 38]
[29, 26, 42, 39, 2, 44, 4, 2, 18, 4, 27, 8, 11, 23, 8, 8, 17, 31, 4, 28, 15, 0, 3, 9, 48, 18, 30, 20, 12, 38, 47, 33, 29, 29, 41, 27, 4, 12, 30, 37, 30, 31, 39, 36, 36, 50, 42, 33, 15, 7, 49, 39, 0, 24, 8, 46, 43, 23, 46, 12, 45, 35, 26, 0, 11, 39, 48, 17, 41]
