N1,N2,...,Nx
[0, 5, 47, 26, 42, 45, 2, 34, 1, 36, 31, 48, 7, 6, 32, 8, 30, 34, 14, 38, 42, 27, 44, 42, 0, 46, 2, 3, 49, 41, 1, 47, 43, 26, 5, 43, 42, 19, 9, 25, 15, 24, 22, 45, 22, 18, 50, 48, 8, 13, 2, 30, 14, 25, 18, 37, 10, 8, 7, 40, 16, 48, 6, 11, 48, 46, 14, 5, 1, 21, 18, 20, 35, 9, 45, 5, 39, 20, 27, 22, 4, 2, 27, 11, 29, 28, 46, 46, 21, 42, 15, 31, 36, 5, 2, 31, 22, 20, 30, 3, 27, 34, 37, 11, 14, 28, 34, 5, 4, 31, 11, 18, 15, 38, 33, 45, 8, 12, 21, 16, 48, 13, 4, 24, 35, 39, 11, 7, 35, 4, 48, 24, 31, 25, 13, 22, 31, 28, 33, 23, 48, 31, 2, 27, 45, 35, 35, 1, 12, 3, 18, 38, 14, 12, 39, 35, 9, 13, 10, 38, 1, 9, 14, 14, 13, 31, 34, 37, 37]
[5, 0, 24, 36, 29, 13, 42, 49, 44, 44, 19, 28, 39, 8, 11, 8, 45, 7, 45, 21, 41, 19, 32, 31, 16, 47, 7, 31, 3, 20, 24, 36, 33, 43, 6, 32, 31, 13, 2, 34, 42, 26, 38, 41, 40, 43, 45, 27, 26, 37, 41, 11, 40, 27, 23, 4, 11, 33, 45, 47, 11, 6, 14, 38, 23, 5, 25, 19, 13, 34, 14, 48, 12, 17, 24, 35, 13, 15, 30, 10, 48, 45, 36, 1, 17, 31, 20, 3, 45, 35, 42, 4, 35, 25, 31, 45, 36, 48, 39, 25, 40, 41, 28, 14, 44, 24, 6, 33, 45, 18, 0, 7, 38, 45, 17, 32, 10, 44, 43, 29, 30, 46, 31, 39, 12, 50, 41, 46, 15, 0, 28, 1, 29, 32, 7, 10, 48, 9, 30, 43, 32, 19, 6, 21, 10, 20, 43, 41, 8, 8, 24, 4, 19, 1, 2, 23, 23, 8, 38, 25, 15, 20, 5, 32, 2, 22, 26, 30, 31]
[47, 24, 0, 17, 38, 32, 25, 6, 23, 44, 0, 25, 42, 41, 12, 22, 47, 24, 33, 3, 43, 50, 40, 8, 36, 48, 49, 6, 46, 17, 8, 25, 21, 37, 16, 25, 27, 32, 30, 1, 19, 40, 21, 11, 0, 3, 33, 35, 36, 37, 25, 49, 16, 21, 43, 45, 21, 46, 21, 37, 45, 19, 19, 40, 39, 1, 16, 8, 37, 22, 37, 36, 14, 35, 37, 37, 31, 2, 13, 42, 23, 32, 1, 33, 50, 32, 10, 25, 35, 38, 36, 35, 28, 46, 6, 18, 36, 5, 30, 3, 5, 28, 38, 27, 28, 32, 49, 2, 47, 12, 4, 37, 37, 36, 6, 2, 0, 44, 4, 4, 18, 32, 19, 19, 23, 4, 33, 21, 33, 12, 19, 7, 26, 41, 21, 35, 45, 48, 34, 37, 29, 36, 3, 34, 23, 21, 27, 6, 45, 21, 14, 19, 13, 27, 16, 1, 31, 38, 38, 50, 18, 38, 19, 14, 17, 35, 13, 36, 13]
[26, 36, 17, 0, 10, 1, 31, 46, 30, 14, 46, 17, 45, 38, 24, 41, 0, 46, 14, 38, 0, 48, 7, 4, 23, 12, 46, 18, 18, 16, 24, 50, 44, 24, 1, 0, 24, 34, 2, 39, 11, 46, 19, 20, 7, 2, 28, 48, 50, 33, 32, 42, 17, 19, 39, 31, 36, 22, 44, 0, 12, 47, 30, 48, 23, 45, 47, 50, 0, 34, 2, 48, 6, 35, 20, 15, 5, 25, 1, 47, 25, 20, 48, 6, 9, 11, 3, 27, 14, 0, 30, 14, 43, 29, 42, 11, 32, 14, 42, 22, 12, 0, 45, 48, 18, 47, 18, 30, 9, 47, 12, 0, 50, 36, 23, 12, 7, 5, 34, 50, 43, 35, 38, 28, 43, 25, 7, 49, 19, 38, 47, 42, 28, 9, 36, 16, 3, 21, 24, 45, 44, 30, 4, 43, 29, 36, 32, 6, 38, 15, 27, 16, 46, 18, 9, 31, 44, 5, 17, 15, 48, 41, 49, 2, 7, 32, 25, 20, 44]
[42, 29, 38, 10, 0, 37, 42, 27, 21, 12, 39, 18, 18, 24, 23, 3, 48, 44, 24, 18, 50, 2, 4, 12, 12, 43, 30, 41, 10, 30, 49, 6, 7, 5, 49, 4, 7, 15, 49, 3, 15, 27, 16, 47, 12, 31, 39, 24, 39, 16, 36, 35, 25, 37, 47, 18, 43, 15, 24, 19, 47, 26, 14, 45, 22, 14, 44, 41, 43, 32, 30, 6, 0, 36, 16, 25, 34, 9, 39, 24, 48, 33, 9, 33, 28, 41, 16, 15, 5, 22, 19, 23, 44, 37, 18, 1, 7, 39, 3, 44, 1, 47, 9, 7, 47, 32, 40, 27, 6, 18, 24, 29, 39, 21, 8, 39, 42, 47, 38, 2, 26, 9, 23, 42, 24, 18, 48, 16, 33, 23, 29, 36, 7, 30, 33, 0, 35, 14, 24, 10, 45, 28, 40, 29, 30, 44, 16, 34, 2, 28, 41, 27, 17, 44, 36, 29, 9, 32, 46, 14, 8, 50, 26, 33, 50, 12, 49, 7, 0]
[45, 13, 32, 1, 37, 0, 8, 40, 44, 2, 29, 47, 41, 2, 30, 21, 20, 36, 34, 15, 7, 28, 16, 33, 16, 20, 7, 7, 6, 28, 13, 20, 43, 42, 42, 41, 45, 45, 34, 11, 14, 40, 48, 20, 43, 21, 45, 29, 45, 15, 9, 13, 17, 7, 50, 35, 21, 31, 33, 6, 28, 12, 6, 34, 17, 19, 16, 35, 22, 22, 23, 47, 48, 13, 34, 15, 46, 1, 5, 48, 45, 30, 6, 28, 48, 15, 50, 1, 17, 43, 5, 19, 41, 10, 10, 13, 35, 18, 38, 25, 15, 49, 42, 38, 8, 15, 18, 5, 19, 44, 20, 20, 14, 17, 18, 41, 45, 22, 28, 41, 15, 33, 31, 14, 26, 49, 5, 17, 10, 36, 34, 23, 34, 9, 41, 25, 43, 40, 7, 17, 40, 11, 40, 19, 35, 11, 40, 35, 26, 17, 38, 16, 46, 41, 17, 14, 43, 17, 23, 41, 49, 17, 40, 38, 5, 45, 22, 28, 42]
[2, 42, 25, 31, 42, 8, 0, 41, 33, 4, 21, 6, 40, 5, 12, 23, 11, 19, 18, 26, 17, 29, 46, 40, 40, 35, 29, 42, 25, 31, 29, 49, 28, 33, 13, 33, 40, 22, 43, 20, 43, 29, 16, 47, 49, 5, 42, 15, 4, 10, 42, 21, 50, 23, 29, 45, 4, 45, 10, 39, 47, 9, 18, 20, 42, 21, 27, 30, 27, 19, 48, 44, 44, 15, 24, 32, 4, 14, 24, 39, 43, 12, 0, 48, 23, 17, 49, 47, 15, 19, 1, 33, 30, 27, 47, 23, 34, 38, 34, 17, 46, 27, 39, 14, 3, 3, 12, 13, 25, 39, 24, 33, 12, 12, 49, 50, 25, 13, 4, 22, 16, 8, 22, 16, 21, 2, 30, 21, 38, 19, 18, 2, 24, 20, 2, 22, 29, 46, 36, 30, 34, 0, 43, 1, 38, 6, 9, 18, 16, 50, 41, 19, 37, 17, 10, 46, 40, 40, 17, 39, 47, 24, 16, 45, 42, 28, 34, 34, 12]
[34, 49, 6, 46, 27, 40, 41, 0, 47, 11, 43, 35, 13, 8, 10, 31, 36, 9, 37, 16, 20, 22, 9, 35, 25, 36, 21, 24, 15, 3, 46, 45, 30, 12, 35, 40, 31, 44, 28, 35, 48, 15, 39, 49, 25, 37, 44, 10, 10, 20, 37, 45, 13, 39, 46, 26, 31, 9, 49, 8, 16, 0, 34, 43, 45, 18, 45, 40, 36, 26, 20, 7, 49, 32, 34, 25, 5, 11, 34, 2, 8, 11, 47, 31, 28, 35, 18, 4, 12, 17, 29, 47, 8, 27, 13, 33, 13, 21, 41, 20, 10, 23, 25, 3, 16, 16, 41, 22, 2, 4, 1, 48, 33, 0, 39, 40, 26, 16, 30, 31, 23, 16, 15, 12, 6, 34, 46, 33, 49, 34, 22, 43, 41, 18, 45, 47, 24, 34, 11, 27, 28, 7, 21, 39, 40, 41, 26, 44, 36, 2, 30, 24, 19, 18, 37, 42, 13, 5, 1, 44, 26, 18, 13, 40, 17, 13, 26, 10, 26]
[1, 44, 23, 30, 21, 44, 33, 47, 0, 31, 14, 8, 38, 9, 7, 34, 37, 37, 20, 49, 40, 37, 35, 39, 10, 35, 41, 19, 15, 4, 42, 24, 29, 6, 14, 34, 40, 43, 10, 35, 36, 0, 35, 47, 40, 30, 34, 4, 46, 14, 9, 37, 18, 41, 16, 35, 40, 0, 48, 7, 22, 15, 23, 14, 17, 24, 41, 4, 34, 16, 50, 28, 28, 7, 42, 46, 5, 50, 47, 14, 31, 13, 24, 29, 8, 29, 14, 49, 11, 34, 4, 12, 50, 34, 15, 20, 49, 41, 32, 35, 32, 44, 14, 43, 5, 46, 1, 45, 37, 11, 30, 22, 7, 17, 35, 11, 45, 11, 33, 40, 11, 21, 36, 36, 23, 6, 6, 31, 38, 33, 18, 30, 46, 14, 38, 7, 24, 23, 27, 33, 49, 10, 33, 44, 4, 5, 23, 48, 20, 47, 27, 30, 19, 27, 26, 33, 4, 29, 3, 7, 31, 10, 23, 41, 40, 1, 38, 18, 39]
[36, 44, 44, 14, 12, 2, 4, 11, 31, 0, 29, 19, 43, 22, 13, 31, 26, 40, 11, 49, 35, 25, 3, 48, 46, 9, 29, 48, 32, 38, 14, 30, 20, 41, 29, 15, 41, 15, 48, 2, 22, 38, 1, 6, 21, 20, 25, 38, 12, 12, 12, 48, 6, 41, 44, 45, 9, 41, 27, 1, 41, 9, 28, 18, 18, 22, 29, 33, 13, 25, 17, 19, 4, 2, 12, 33, 22, 12, 24, 42, 18, 6, 41, 2, 2, 41, 47, 28, 44, 25, 35, 26, 24, 0, 33, 20, 4, 9, 41, 21, 26, 3, 4, 14, 31, 16, 15, 23, 45, 24, 9, 30, 0, 32, 45, 35, 20, 29, 10, 5, 44, 47, 43, 46, 20, 30, 45, 9, 41, 50, 19, 9, 10, 5, 19, 21, 44, 46, 8, 4, 38, 10, 46, 10, 2, 7, 26, 14, 13, 30, 32, 27, 14, 41, 46, 29, 39, 41, 25, 16, 28, 23, 30, 10, 22, 36, 45, 25, 22]
