N1,N2,...,Nx
[0, 32, 40, 6, 14, 42, 24, 24, 17, 44, 36, 8, 8, 33, 36, 34, 9, 19, 32, 36, 2, 19, 5, 46, 15, 29, 45, 26, 22, 50, 38, 1, 38, 5, 38, 13, 9, 36, 10, 7, 31, 21, 17, 44, 12, 4, 5, 4, 13, 17, 48, 21, 11, 0, 3, 42, 18, 7, 41, 39, 50, 42, 17, 46, 15, 10, 2, 48, 15, 15, 11, 40, 7, 36, 25, 12, 20, 45, 42, 20, 3, 21, 33, 26, 38, 45, 50, 27, 15, 50, 48, 30, 19, 18, 2, 21, 45, 43, 4, 8, 32, 43, 6, 12, 37, 37, 9, 48, 8, 15, 12, 20, 42, 7, 26, 30, 4, 48, 40, 27, 50, 8, 24, 38, 31, 23, 13, 22, 48, 36, 34, 33, 7, 41, 50, 45, 25, 24, 12, 47, 36, 48, 24, 48, 7, 3, 21, 25, 44, 30, 24, 19, 36, 31, 43, 8, 26, 17, 5, 34, 15, 32, 49, 12, 1, 17, 41, 21, 47, 0, 13, 24, 21, 49, 37, 41, 34, 0, 4, 11, 24, 5, 6, 19, 17, 30]
[32, 0, 1, 46, 28, 32, 2, 44, 5, 3, 33, 22, 44, 18, 9, 48, 12, 47, 6, 12, 50, 22, 44, 14, 35, 23, 28, 47, 23, 15, 28, 35, 38, 6, 15, 35, 25, 11, 34, 26, 36, 38, 48, 39, 47, 43, 8, 50, 8, 30, 27, 3, 23, 40, 31, 17, 28, 4, 27, 6, 11, 5, 1, 16, 12, 29, 4, 48, 22, 6, 10, 7, 50, 20, 48, 49, 1, 11, 6, 26, 21, 4, 42, 10, 22, 16, 23, 49, 3, 0, 47, 16, 13, 5, 50, 2, 47, 50, 12, 4, 29, 27, 37, 34, 21, 21, 12, 16, 4, 17, 30, 44, 47, 3, 34, 28, 2, 35, 39, 47, 41, 49, 42, 49, 25, 48, 42, 38, 23, 32, 38, 26, 34, 32, 49, 23, 21, 47, 48, 3, 14, 9, 43, 8, 25, 15, 0, 1, 47, 48, 46, 4, 18, 32, 23, 4, 1, 27, 21, 26, 20, 35, 17, 20, 22, 4, 32, 33, 3, 41, 25, 50, 29, 22, 13, 42, 39, 32, 45, 31, 24, 19, 44, 35, 19, 35]
[40, 1, 0, 16, 17, 49, 28, 0, 40, 2, 18, 39, 44, 26, 0, 23, 39, 45, 22, 21, 46, 33, 20, 18, 46, 38, 16, 34, 7, 25, 24, 0, 15, 15, 28, 7, 0, 20, 7, 31, 37, 6, 30, 1, 2, 15, 30, 22, 13, 22, 47, 2, 38, 5, 26, 21, 22, 40, 26, 11, 10, 22, 39, 49, 3, 3, 31, 24, 16, 4, 1, 40, 34, 42, 15, 2, 6, 16, 13, 12, 34, 42, 8, 42, 31, 11, 25, 31, 27, 19, 43, 25, 49, 0, 36, 30, 26, 31, 50, 23, 31, 29, 34, 25, 41, 17, 34, 29, 39, 49, 37, 30, 9, 8, 8, 40, 41, 18, 41, 18, 19, 42, 15, 29, 32, 1, 24, 46, 1, 21, 22, 29, 1, 8, 19, 44, 44, 12, 47, 0, 9, 9, 6, 2, 43, 41, 44, 43, 47, 35, 34, 13, 37, 16, 10, 5, 25, 11, 0, 12, 29, 2, 26, 37, 5, 39, 22, 3, 8, 19, 42, 13, 30, 28, 19, 20, 17, 24, 1, 21, 40, 19, 46, 20, 18, 14]
[6, 46, 16, 0, 13, 12, 43, 29, 20, 19, 1, 4, 6, 42, 11, 24, 41, 34, 7, 3, 49, 7, 6, 23, 12, 4, 46, 2, 46, 24, 37, 6, 23, 12, 19, 0, 6, 5, 45, 15, 34, 30, 36, 37, 13, 25, 22, 3, 4, 25, 32, 28, 8, 34, 33, 24, 16, 33, 39, 27, 0, 18, 41, 50, 49, 38, 43, 49, 7, 43, 44, 2, 7, 14, 16, 5, 3, 6, 14, 39, 29, 48, 32, 6, 0, 31, 35, 22, 47, 47, 31, 43, 31, 30, 29, 35, 27, 10, 33, 4, 15, 47, 42, 49, 31, 14, 30, 19, 38, 37, 15, 35, 45, 50, 9, 7, 50, 4, 6, 25, 35, 16, 45, 43, 13, 9, 41, 13, 10, 17, 28, 12, 20, 46, 45, 17, 44, 47, 21, 41, 24, 22, 45, 49, 28, 15, 20, 11, 37, 16, 45, 20, 22, 4, 15, 15, 26, 16, 37, 50, 34, 44, 14, 0, 23, 1, 49, 27, 31, 24, 13, 18, 14, 43, 50, 10, 50, 49, 34, 45, 44, 9, 7, 3, 2, 16]
[14, 28, 17, 13, 0, 46, 5, 17, 33, 27, 30, 34, 39, 14, 50, 35, 38, 23, 19, 45, 47, 36, 12, 11, 1, 46, 7, 19, 40, 45, 37, 13, 36, 2, 12, 27, 38, 50, 19, 10, 23, 20, 13, 19, 40, 43, 40, 30, 7, 16, 27, 24, 44, 6, 33, 49, 11, 25, 28, 19, 6, 2, 40, 41, 3, 17, 30, 26, 50, 4, 43, 44, 7, 9, 43, 32, 18, 2, 12, 34, 36, 27, 20, 44, 23, 29, 15, 9, 1, 39, 20, 22, 22, 38, 46, 6, 2, 29, 21, 31, 6, 16, 27, 33, 29, 7, 43, 44, 28, 14, 11, 49, 5, 11, 20, 8, 27, 18, 11, 36, 22, 46, 3, 15, 3, 10, 18, 20, 21, 6, 48, 39, 32, 31, 12, 48, 28, 47, 38, 26, 8, 22, 48, 12, 45, 41, 4, 14, 14, 9, 4, 7, 43, 46, 6, 25, 7, 50, 45, 36, 8, 35, 24, 10, 50, 29, 37, 18, 7, 32, 48, 14, 37, 32, 31, 47, 44, 20, 33, 43, 23, 49, 50, 10, 29, 25]
[42, 32, 49, 12, 46, 0, 27, 22, 10, 21, 4, 0, 14, 10, 50, 16, 33, 4, 47, 0, 43, 10, 43, 19, 44, 28, 12, 12, 50, 42, 50, 39, 17, 31, 0, 34, 43, 48, 38, 40, 25, 8, 5, 40, 16, 38, 16, 35, 16, 49, 42, 21, 9, 1, 24, 46, 16, 11, 31, 7, 44, 9, 25, 6, 7, 27, 10, 44, 42, 6, 36, 50, 22, 42, 42, 49, 44, 35, 29, 32, 27, 30, 44, 4, 35, 23, 43, 9, 27, 25, 9, 47, 7, 23, 5, 34, 5, 25, 7, 20, 40, 42, 47, 47, 36, 35, 37, 32, 40, 38, 20, 12, 2, 19, 6, 2, 31, 25, 30, 44, 31, 28, 35, 26, 24, 5, 47, 22, 38, 0, 41, 38, 0, 38, 47, 2, 40, 36, 42, 0, 22, 49, 8, 40, 17, 32, 48, 4, 41, 29, 23, 6, 43, 3, 44, 30, 29, 31, 44, 15, 23, 5, 10, 19, 50, 15, 12, 28, 35, 30, 28, 45, 48, 11, 21, 48, 25, 2, 38, 20, 7, 42, 44, 47, 27, 27]
[24, 2, 28, 43, 5, 27, 0, 10, 45, 19, 30, 8, 26, 10, 24, 29, 46, 24, 15, 19, 12, 19, 27, 34, 24, 46, 50, 40, 31, 9, 33, 25, 29, 22, 43, 34, 42, 47, 25, 25, 32, 19, 46, 8, 40, 7, 19, 4, 20, 18, 45, 1, 6, 1, 10, 6, 37, 50, 46, 31, 14, 35, 6, 36, 16, 6, 5, 24, 39, 34, 45, 2, 43, 43, 22, 19, 7, 31, 14, 28, 6, 42, 35, 8, 6, 46, 28, 28, 46, 22, 9, 1, 31, 35, 3, 20, 37, 28, 50, 17, 24, 30, 1, 11, 0, 24, 45, 14, 48, 37, 13, 0, 39, 40, 28, 8, 47, 30, 12, 49, 12, 24, 2, 10, 47, 12, 29, 11, 25, 26, 49, 11, 12, 36, 41, 3, 23, 32, 41, 42, 18, 37, 14, 19, 46, 41, 39, 50, 27, 38, 32, 28, 11, 5, 4, 10, 34, 47, 15, 18, 36, 47, 6, 4, 28, 2, 5, 46, 13, 42, 45, 22, 25, 26, 50, 47, 4, 10, 21, 44, 33, 5, 25, 34, 15, 45]
[24, 44, 0, 29, 17, 22, 10, 0, 40, 15, 44, 10, 36, 14, 36, 16, 8, 21, 47, 0, 28, 21, 22, 46, 10, 5, 44, 13, 36, 22, 19, 30, 43, 2, 35, 15, 27, 17, 2, 4, 46, 21, 7, 6, 28, 46, 0, 12, 21, 25, 33, 29, 35, 23, 23, 43, 6, 24, 27, 25, 38, 17, 50, 32, 9, 6, 34, 7, 18, 20, 46, 0, 44, 10, 18, 7, 28, 39, 2, 19, 19, 12, 41, 46, 19, 18, 19, 20, 43, 7, 33, 33, 46, 47, 41, 23, 38, 26, 43, 35, 31, 40, 50, 7, 24, 0, 23, 45, 1, 48, 46, 33, 4, 37, 21, 21, 38, 33, 45, 2, 7, 14, 26, 38, 3, 5, 46, 18, 26, 29, 3, 4, 6, 46, 23, 27, 42, 14, 31, 8, 23, 5, 18, 24, 34, 7, 26, 2, 1, 22, 11, 1, 6, 41, 38, 3, 36, 31, 47, 12, 14, 18, 16, 31, 29, 39, 24, 33, 2, 26, 31, 32, 4, 40, 27, 39, 13, 9, 15, 45, 48, 12, 46, 39, 28, 28]
[17, 5, 40, 20, 33, 10, 45, 40, 0, 28, 0, 34, 13, 27, 47, 36, 33, 14, 20, 7, 23, 40, 50, 30, 28, 17, 33, 19, 19, 33, 6, 37, 36, 10, 14, 33, 30, 23, 0, 31, 8, 7, 10, 11, 13, 1, 27, 22, 12, 34, 2, 1, 20, 38, 42, 36, 33, 34, 17, 34, 22, 24, 15, 25, 19, 33, 21, 11, 9, 9, 0, 10, 17, 37, 28, 11, 17, 24, 39, 37, 17, 25, 29, 39, 29, 36, 25, 12, 23, 37, 7, 50, 47, 38, 22, 37, 31, 2, 15, 2, 32, 40, 27, 12, 23, 11, 44, 41, 2, 36, 31, 42, 16, 13, 49, 20, 19, 38, 45, 22, 47, 32, 13, 1, 31, 36, 48, 45, 31, 18, 41, 4, 4, 34, 16, 19, 33, 36, 45, 20, 28, 38, 27, 46, 45, 5, 50, 50, 30, 8, 41, 46, 36, 41, 49, 11, 0, 29, 7, 17, 23, 5, 5, 8, 0, 41, 28, 26, 35, 21, 38, 32, 34, 45, 17, 48, 22, 49, 43, 40, 50, 21, 8, 23, 45, 2]
[44, 3, 2, 19, 27, 21, 19, 15, 28, 0, 1, 32, 47, 1, 0, 0, 40, 41, 27, 23, 6, 6, 13, 11, 43, 40, 50, 16, 40, 4, 30, 1, 39, 3, 31, 6, 6, 15, 38, 7, 25, 47, 1, 40, 17, 8, 19, 34, 46, 4, 46, 36, 42, 41, 2, 36, 14, 37, 28, 23, 36, 5, 41, 38, 0, 16, 49, 48, 35, 3, 28, 2, 6, 16, 38, 41, 13, 48, 4, 8, 19, 41, 48, 31, 36, 46, 30, 50, 0, 42, 42, 27, 21, 2, 17, 29, 38, 43, 48, 28, 35, 16, 48, 41, 43, 10, 20, 16, 39, 28, 19, 10, 47, 27, 34, 17, 22, 22, 40, 42, 16, 19, 3, 15, 48, 11, 7, 9, 2, 7, 11, 46, 20, 39, 50, 4, 25, 9, 18, 33, 14, 39, 15, 35, 7, 5, 45, 26, 29, 9, 39, 0, 16, 2, 49, 16, 2, 37, 31, 3, 17, 47, 11, 13, 29, 41, 30, 23, 40, 21, 22, 27, 42, 33, 1, 46, 42, 3, 42, 14, 49, 25, 21, 23, 20, 41]
