N1,N2,...,Nx
[0, 17, 3, 2, 27, 16, 25, 37, 10, 38, 4, 37, 23, 7, 17, 10, 22, 30, 47, 15, 7, 10, 13, 16, 20, 18, 28, 5, 50, 43, 15, 35, 46, 32, 42, 50, 9, 10, 6, 25, 36, 26, 24, 39, 38, 21, 36, 2, 21, 34, 49, 2, 11, 33, 7, 9, 2, 28, 13, 41, 12, 26, 50, 47, 24, 1, 43, 2, 6, 30, 0, 27, 8, 7, 33, 18, 3, 18, 43, 36, 23, 2, 28, 37, 23, 24, 15, 30, 18, 3, 12, 49, 50, 26, 25, 13, 46, 49, 24, 29, 18, 30, 17, 5]
[17, 0, 46, 39, 38, 7, 30, 9, 0, 33, 17, 2, 37, 34, 47, 17, 36, 45, 3, 20, 28, 44, 3, 8, 17, 7, 24, 21, 33, 8, 37, 4, 27, 11, 18, 21, 8, 35, 35, 6, 16, 26, 38, 35, 6, 50, 12, 1, 36, 11, 33, 36, 41, 41, 41, 1, 6, 12, 42, 14, 27, 38, 34, 12, 40, 50, 8, 12, 16, 45, 29, 25, 7, 17, 50, 43, 2, 48, 34, 3, 49, 46, 29, 45, 13, 39, 15, 29, 38, 20, 24, 21, 21, 44, 14, 36, 40, 45, 0, 39, 20, 17, 30, 6]
[3, 46, 0, 10, 2, 19, 14, 12, 50, 14, 5, 31, 12, 6, 20, 24, 12, 2, 4, 23, 48, 37, 39, 9, 40, 47, 23, 14, 12, 32, 17, 28, 6, 0, 48, 45, 41, 3, 30, 8, 15, 18, 16, 41, 45, 38, 36, 27, 14, 6, 50, 44, 26, 9, 35, 22, 31, 14, 40, 21, 43, 32, 16, 24, 28, 15, 41, 41, 8, 39, 25, 32, 26, 32, 9, 8, 17, 17, 37, 25, 48, 43, 42, 30, 25, 22, 38, 11, 41, 38, 12, 4, 29, 16, 1, 41, 30, 44, 4, 24, 38, 49, 28, 16]
[2, 39, 10, 0, 4, 25, 26, 33, 22, 40, 5, 40, 41, 2, 27, 11, 36, 49, 33, 32, 21, 29, 4, 45, 13, 6, 14, 24, 27, 0, 48, 33, 35, 26, 9, 6, 31, 30, 35, 9, 46, 33, 25, 3, 20, 25, 34, 5, 18, 3, 17, 28, 47, 26, 10, 12, 40, 32, 48, 26, 50, 7, 41, 26, 37, 20, 1, 29, 38, 6, 25, 7, 4, 21, 29, 44, 17, 1, 23, 37, 43, 32, 46, 33, 41, 49, 23, 40, 16, 41, 22, 14, 50, 14, 23, 18, 37, 9, 50, 34, 14, 13, 22, 10]
[27, 38, 2, 4, 0, 4, 12, 41, 36, 25, 37, 48, 23, 15, 31, 32, 44, 28, 44, 18, 34, 27, 12, 24, 16, 47, 42, 17, 13, 25, 11, 41, 49, 25, 10, 44, 15, 28, 12, 16, 0, 48, 4, 8, 33, 26, 45, 45, 31, 49, 41, 38, 39, 25, 4, 27, 4, 37, 10, 27, 31, 37, 50, 6, 9, 22, 18, 12, 0, 48, 8, 43, 46, 35, 4, 18, 26, 12, 45, 21, 47, 22, 28, 3, 29, 47, 22, 27, 17, 32, 35, 20, 27, 22, 19, 20, 32, 41, 49, 14, 29, 13, 23, 36]
[16, 7, 19, 25, 4, 0, 23, 6, 19, 29, 2, 18, 5, 48, 28, 8, 12, 23, 35, 48, 47, 40, 31, 49, 11, 23, 33, 4, 7, 25, 46, 5, 20, 26, 41, 4, 6, 48, 1, 11, 22, 22, 30, 8, 2, 31, 24, 25, 1, 35, 18, 11, 10, 28, 8, 14, 23, 24, 25, 34, 44, 29, 2, 34, 3, 8, 1, 26, 23, 43, 42, 50, 27, 45, 1, 30, 3, 16, 22, 35, 34, 34, 27, 35, 39, 37, 20, 13, 2, 42, 27, 20, 18, 50, 2, 47, 46, 26, 29, 3, 8, 2, 15, 25]
[25, 30, 14, 26, 12, 23, 0, 5, 12, 48, 22, 47, 23, 29, 8, 40, 18, 15, 23, 22, 4, 39, 28, 32, 30, 32, 0, 43, 34, 48, 28, 0, 26, 39, 45, 34, 46, 43, 45, 13, 20, 18, 9, 50, 49, 38, 44, 0, 9, 20, 4, 6, 10, 9, 13, 23, 50, 25, 22, 40, 31, 20, 40, 38, 16, 25, 49, 50, 21, 7, 44, 37, 1, 13, 40, 49, 22, 30, 0, 42, 5, 50, 46, 6, 19, 41, 14, 25, 39, 4, 43, 37, 44, 3, 19, 26, 12, 11, 19, 31, 29, 44, 6, 24]
[37, 9, 12, 33, 41, 6, 5, 0, 26, 37, 16, 1, 35, 15, 18, 38, 9, 24, 9, 49, 18, 37, 9, 27, 44, 42, 9, 16, 37, 34, 22, 24, 16, 25, 39, 34, 50, 10, 29, 4, 14, 22, 11, 8, 22, 26, 16, 19, 1, 30, 12, 45, 40, 42, 9, 18, 45, 24, 20, 0, 2, 32, 19, 30, 1, 4, 9, 15, 49, 6, 32, 0, 13, 6, 7, 21, 8, 30, 44, 45, 0, 27, 23, 16, 35, 32, 33, 34, 12, 50, 49, 2, 4, 21, 13, 32, 27, 41, 40, 4, 14, 20, 43, 20]
[10, 0, 50, 22, 36, 19, 12, 26, 0, 5, 9, 11, 30, 11, 28, 8, 48, 14, 36, 25, 47, 45, 17, 43, 27, 16, 21, 27, 0, 8, 45, 18, 7, 0, 17, 36, 1, 17, 31, 26, 41, 48, 42, 30, 13, 12, 21, 18, 44, 39, 14, 18, 12, 14, 22, 25, 31, 48, 9, 32, 7, 46, 22, 25, 13, 21, 9, 10, 48, 14, 41, 11, 45, 24, 10, 0, 10, 15, 18, 0, 44, 37, 22, 38, 36, 19, 16, 12, 19, 37, 19, 34, 46, 49, 23, 36, 24, 21, 17, 18, 22, 48, 29, 16]
[38, 33, 14, 40, 25, 29, 48, 37, 5, 0, 13, 7, 19, 45, 18, 40, 11, 44, 23, 30, 45, 26, 43, 28, 43, 27, 26, 40, 32, 33, 3, 35, 6, 30, 37, 41, 15, 36, 22, 50, 2, 12, 25, 41, 37, 17, 2, 3, 47, 30, 44, 16, 21, 49, 5, 50, 21, 30, 4, 43, 1, 37, 47, 16, 18, 1, 14, 45, 31, 23, 49, 6, 34, 29, 50, 12, 33, 34, 38, 0, 2, 16, 49, 7, 9, 4, 6, 4, 44, 47, 2, 25, 30, 22, 24, 15, 23, 18, 13, 17, 8, 17, 13, 37]
[4, 17, 5, 5, 37, 2, 22, 16, 9, 13, 0, 11, 44, 31, 22, 43, 42, 28, 7, 36, 20, 40, 12, 29, 38, 49, 15, 47, 34, 44, 44, 22, 26, 11, 49, 44, 46, 5, 48, 28, 18, 15, 39, 2, 32, 50, 44, 9, 46, 32, 42, 17, 6, 4, 2, 41, 28, 11, 27, 27, 20, 30, 7, 13, 6, 25, 41, 3, 10, 27, 12, 39, 25, 26, 5, 8, 37, 29, 24, 30, 37, 45, 25, 38, 1, 31, 5, 5, 45, 26, 18, 2, 49, 48, 11, 25, 37, 26, 7, 11, 34, 4, 38, 25]
[37, 2, 31, 40, 48, 18, 47, 1, 11, 7, 11, 0, 37, 19, 40, 46, 48, 14, 27, 47, 10, 8, 19, 18, 33, 22, 48, 24, 38, 12, 19, 3, 4, 42, 14, 19, 7, 39, 37, 6, 15, 10, 38, 8, 24, 40, 19, 21, 7, 17, 38, 4, 14, 32, 28, 26, 18, 38, 45, 12, 43, 23, 47, 34, 48, 50, 40, 43, 37, 24, 44, 24, 18, 30, 42, 11, 18, 24, 13, 48, 41, 26, 50, 27, 43, 4, 42, 23, 7, 21, 10, 48, 1, 1, 50, 41, 42, 18, 40, 19, 9, 11, 21, 9]
[23, 37, 12, 41, 23, 5, 23, 35, 30, 19, 44, 37, 0, 50, 21, 9, 41, 49, 17, 5, 35, 6, 21, 42, 12, 46, 40, 3, 35, 15, 46, 5, 37, 4, 39, 28, 11, 2, 2, 7, 13, 50, 18, 18, 50, 2, 50, 6, 47, 8, 16, 43, 31, 12, 16, 8, 19, 6, 17, 7, 15, 35, 42, 37, 20, 11, 31, 27, 25, 34, 37, 48, 33, 0, 44, 17, 3, 2, 16, 40, 40, 45, 16, 18, 46, 43, 49, 37, 42, 21, 43, 29, 45, 12, 9, 29, 3, 36, 16, 11, 21, 46, 3, 11]
[7, 34, 6, 2, 15, 48, 29, 15, 11, 45, 31, 19, 50, 0, 0, 2, 50, 0, 11, 25, 1, 23, 19, 47, 21, 6, 21, 17, 47, 45, 38, 22, 0, 23, 28, 23, 46, 25, 19, 15, 33, 40, 39, 35, 48, 30, 32, 50, 32, 22, 1, 10, 30, 26, 17, 17, 3, 32, 20, 36, 15, 31, 6, 50, 39, 40, 10, 41, 17, 14, 21, 16, 12, 26, 34, 36, 25, 44, 14, 40, 38, 40, 23, 17, 4, 46, 36, 37, 48, 35, 35, 37, 23, 21, 33, 16, 22, 21, 19, 3, 3, 26, 37, 16]
[17, 47, 20, 27, 31, 28, 8, 18, 28, 18, 22, 40, 21, 0, 0, 49, 24, 1, 12, 28, 5, 25, 10, 20, 30, 35, 38, 35, 16, 4, 14, 31, 6, 45, 18, 15, 11, 43, 41, 40, 12, 20, 6, 46, 4, 29, 14, 34, 3, 43, 16, 15, 44, 16, 12, 11, 39, 31, 36, 27, 4, 29, 19, 30, 40, 27, 35, 23, 11, 37, 28, 45, 3, 45, 26, 4, 29, 37, 27, 10, 23, 45, 15, 28, 29, 27, 27, 34, 39, 38, 31, 36, 8, 9, 33, 6, 3, 8, 20, 22, 34, 0, 9, 30]
[10, 17, 24, 11, 32, 8, 40, 38, 8, 40, 43, 46, 9, 2, 49, 0, 27, 31, 30, 1, 48, 46, 0, 49, 15, 23, 31, 33, 30, 32, 20, 26, 24, 42, 43, 10, 22, 19, 9, 17, 20, 5, 39, 25, 45, 46, 25, 11, 34, 49, 38, 50, 32, 30, 8, 30, 37, 45, 44, 31, 34, 12, 48, 17, 47, 3, 37, 32, 19, 44, 37, 19, 2, 44, 49, 23, 25, 49, 39, 5, 46, 32, 27, 47, 17, 10, 42, 23, 38, 31, 39, 12, 24, 19, 27, 31, 35, 21, 41, 20, 21, 14, 21, 30]
[22, 36, 12, 36, 44, 12, 18, 9, 48, 11, 42, 48, 41, 50, 24, 27, 0, 26, 8, 40, 25, 18, 33, 25, 50, 35, 39, 25, 40, 26, 49, 15, 48, 44, 49, 4, 28, 30, 48, 48, 29, 1, 39, 30, 44, 18, 41, 50, 49, 39, 6, 19, 24, 43, 30, 5, 16, 44, 3, 4, 0, 12, 7, 11, 13, 46, 22, 23, 35, 37, 18, 12, 46, 49, 24, 38, 47, 10, 7, 3, 24, 10, 9, 5, 47, 50, 36, 15, 18, 24, 42, 37, 32, 31, 47, 24, 39, 43, 10, 11, 10, 19, 39, 3]
[30, 45, 2, 49, 28, 23, 15, 24, 14, 44, 28, 14, 49, 0, 1, 31, 26, 0, 35, 22, 5, 43, 12, 14, 28, 16, 3, 26, 42, 10, 47, 12, 45, 31, 14, 28, 9, 19, 10, 4, 12, 5, 28, 38, 27, 21, 22, 45, 0, 38, 35, 23, 10, 43, 21, 11, 43, 10, 43, 25, 9, 21, 1, 8, 47, 46, 23, 36, 15, 38, 19, 8, 24, 11, 44, 9, 30, 27, 19, 33, 4, 24, 22, 33, 3, 21, 22, 27, 6, 42, 35, 0, 29, 29, 43, 12, 30, 15, 16, 32, 8, 20, 7, 11]
[47, 3, 4, 33, 44, 35, 23, 9, 36, 23, 7, 27, 17, 11, 12, 30, 8, 35, 0, 24, 32, 4, 4, 26, 36, 8, 31, 45, 8, 0, 49, 22, 7, 9, 44, 44, 22, 36, 2, 26, 34, 47, 2, 50, 43, 13, 10, 8, 19, 20, 0, 3, 8, 32, 18, 18, 50, 45, 14, 27, 39, 40, 28, 22, 50, 8, 40, 42, 6, 8, 45, 23, 17, 2, 25, 31, 6, 32, 22, 26, 48, 46, 39, 19, 44, 48, 29, 45, 26, 44, 27, 16, 38, 13, 1, 7, 33, 28, 33, 19, 3, 41, 34, 39]
[15, 20, 23, 32, 18, 48, 22, 49, 25, 30, 36, 47, 5, 25, 28, 1, 40, 22, 24, 0, 6, 35, 11, 38, 38, 25, 38, 37, 12, 22, 37, 34, 43, 16, 31, 46, 20, 23, 17, 32, 15, 14, 4, 1, 34, 43, 45, 21, 40, 30, 7, 31, 15, 41, 47, 38, 21, 29, 42, 29, 9, 8, 38, 5, 23, 19, 11, 14, 36, 22, 44, 17, 8, 26, 29, 34, 12, 13, 47, 27, 12, 30, 10, 42, 44, 4, 45, 47, 5, 36, 43, 18, 19, 32, 46, 15, 8, 25, 42, 47, 41, 18, 28, 10]
[7, 28, 48, 21, 34, 47, 4, 18, 47, 45, 20, 10, 35, 1, 5, 48, 25, 5, 32, 6, 0, 1, 21, 48, 10, 4, 10, 37, 22, 2, 40, 35, 10, 39, 11, 17, 38, 33, 7, 44, 21, 19, 9, 13, 10, 16, 29, 17, 9, 29, 12, 6, 22, 23, 49, 7, 25, 43, 2, 10, 22, 39, 37, 46, 13, 40, 19, 50, 23, 23, 33, 10, 29, 14, 46, 32, 40, 49, 14, 41, 0, 12, 42, 5, 36, 48, 24, 26, 9, 37, 3, 34, 13, 25, 3, 10, 12, 0, 8, 46, 32, 21, 42, 18]
[10, 44, 37, 29, 27, 40, 39, 37, 45, 26, 40, 8, 6, 23, 25, 46, 18, 43, 4, 35, 1, 0, 27, 19, 50, 1, 44, 47, 29, 2, 34, 17, 46, 26, 14, 18, 46, 32, 26, 10, 10, 50, 26, 39, 19, 37, 48, 20, 47, 20, 43, 3, 45, 28, 14, 18, 31, 32, 6, 8, 2, 12, 45, 2, 43, 37, 10, 18, 18, 7, 48, 29, 47, 49, 30, 12, 12, 48, 39, 9, 37, 30, 43, 1, 40, 23, 19, 20, 45, 0, 32, 6, 19, 42, 7, 25, 37, 48, 2, 24, 29, 2, 0, 7]
[13, 3, 39, 4, 12, 31, 28, 9, 17, 43, 12, 19, 21, 19, 10, 0, 33, 12, 4, 11, 21, 27, 0, 15, 29, 48, 27, 47, 4, 25, 44, 2, 32, 6, 24, 5, 14, 19, 24, 9, 33, 29, 26, 38, 39, 11, 3, 21, 32, 11, 36, 6, 15, 31, 48, 21, 36, 44, 17, 29, 0, 25, 39, 7, 30, 31, 40, 37, 27, 10, 17, 16, 29, 30, 40, 41, 31, 46, 19, 8, 31, 23, 27, 19, 0, 6, 39, 9, 19, 35, 31, 24, 19, 28, 38, 30, 48, 43, 6, 24, 13, 32, 11, 47]
[16, 8, 9, 45, 24, 49, 32, 27, 43, 28, 29, 18, 42, 47, 20, 49, 25, 14, 26, 38, 48, 19, 15, 0, 20, 13, 18, 39, 46, 41, 33, 1, 28, 43, 23, 46, 8, 47, 22, 45, 30, 35, 20, 33, 48, 31, 38, 3, 17, 41, 14, 38, 3, 41, 23, 9, 12, 37, 30, 49, 48, 14, 10, 31, 36, 50, 45, 33, 7, 39, 24, 12, 22, 15, 17, 31, 49, 14, 17, 14, 39, 37, 14, 19, 7, 38, 32, 0, 25, 27, 13, 40, 25, 45, 36, 22, 4, 43, 50, 37, 1, 13, 42, 32]
[20, 17, 40, 13, 16, 11, 30, 44, 27, 43, 38, 33, 12, 21, 30, 15, 50, 28, 36, 38, 10, 50, 29, 20, 0, 42, 14, 36, 7, 43, 0, 16, 14, 42, 29, 8, 8, 49, 10, 12, 38, 44, 22, 15, 26, 1, 28, 24, 3, 31, 32, 2, 15, 3, 21, 24, 18, 10, 0, 18, 47, 31, 7, 31, 48, 6, 25, 38, 34, 22, 32, 5, 21, 24, 9, 24, 2, 32, 29, 4, 25, 18, 25, 14, 6, 15, 6, 29, 33, 24, 22, 32, 26, 26, 4, 6, 29, 21, 10, 19, 15, 4, 28, 46]
[18, 7, 47, 6, 47, 23, 32, 42, 16, 27, 49, 22, 46, 6, 35, 23, 35, 16, 8, 25, 4, 1, 48, 13, 42, 0, 16, 40, 43, 48, 11, 36, 6, 12, 7, 11, 4, 20, 24, 8, 16, 22, 30, 6, 5, 7, 40, 11, 14, 16, 18, 34, 34, 46, 48, 40, 38, 32, 23, 34, 11, 31, 22, 6, 27, 20, 44, 17, 37, 3, 29, 43, 19, 5, 45, 49, 5, 27, 9, 10, 20, 31, 6, 6, 24, 23, 29, 18, 31, 23, 12, 30, 30, 26, 7, 40, 6, 25, 29, 24, 44, 9, 18, 17]
[28, 24, 23, 14, 42, 33, 0, 9, 21, 26, 15, 48, 40, 21, 38, 31, 39, 3, 31, 38, 10, 44, 27, 18, 14, 16, 0, 6, 26, 38, 0, 48, 16, 13, 32, 40, 3, 27, 45, 7, 9, 4, 24, 44, 42, 43, 35, 8, 38, 17, 39, 49, 1, 11, 7, 6, 24, 13, 40, 22, 18, 13, 33, 47, 1, 20, 43, 24, 30, 41, 27, 26, 3, 1, 0, 2, 6, 41, 5, 38, 37, 10, 13, 48, 27, 9, 22, 22, 43, 31, 40, 24, 37, 44, 5, 50, 33, 2, 7, 18, 12, 23, 7, 40]
