N1,N2,...,Nx
[0, 3, 38, 30, 37, 5, 27, 34, 41, 3, 1, 23, 47, 2, 38, 8, 25, 20, 5, 26, 10, 5, 14, 28, 4, 7, 25, 16, 7, 50, 44, 49, 25, 16, 2, 27, 11, 2, 41, 32, 31, 27, 44, 16, 47, 38, 41, 21, 18, 3, 7, 21, 2, 36, 32, 6, 2, 1, 28, 38, 4, 9, 8, 23, 41, 18, 37, 4, 5, 1, 21, 14, 31, 48, 39, 30, 11, 39, 20, 12, 9, 4, 19, 26, 25, 24, 26, 42, 32, 12, 2, 37, 18, 4, 47, 37, 43, 18, 37, 8, 32, 4, 41, 33, 24, 15, 18, 1, 10, 9, 1, 26, 22, 32, 43, 47, 17, 0, 50, 8, 32, 1, 6, 12, 16, 8, 35, 26, 24, 30, 33, 45, 28, 32, 18, 25, 45, 21, 14, 31, 50, 26, 10, 33, 35, 20, 13, 49, 11, 1, 4, 27, 8, 47, 48, 34, 39, 45, 1, 48, 36, 12, 21, 50, 38, 14, 41, 9, 18, 50, 46, 18, 33, 8, 6, 12, 28, 48, 24, 36, 36, 36, 46, 2, 6, 28, 20, 16]
[3, 0, 45, 31, 39, 17, 13, 43, 41, 28, 24, 44, 39, 49, 3, 1, 22, 38, 21, 19, 30, 48, 26, 49, 37, 11, 38, 32, 50, 4, 48, 17, 7, 4, 32, 33, 22, 24, 46, 21, 7, 30, 13, 16, 6, 50, 35, 7, 2, 32, 8, 6, 3, 45, 12, 9, 44, 24, 2, 39, 34, 42, 14, 49, 5, 15, 1, 10, 29, 2, 37, 6, 33, 11, 4, 31, 32, 18, 31, 41, 8, 10, 34, 30, 24, 45, 7, 7, 20, 20, 49, 31, 27, 41, 39, 39, 31, 35, 16, 3, 27, 3, 6, 6, 25, 32, 49, 48, 3, 38, 23, 43, 16, 26, 42, 44, 3, 1, 27, 39, 28, 22, 48, 42, 12, 19, 9, 46, 8, 5, 25, 44, 14, 0, 47, 32, 37, 40, 39, 38, 39, 30, 1, 25, 45, 38, 44, 48, 26, 0, 35, 20, 42, 44, 32, 25, 6, 41, 16, 33, 44, 2, 7, 7, 16, 2, 28, 48, 23, 27, 12, 21, 20, 31, 5, 40, 7, 35, 15, 32, 33, 47, 17, 45, 14, 27, 41, 43]
[38, 45, 0, 9, 29, 6, 34, 49, 10, 36, 39, 6, 17, 14, 50, 13, 24, 13, 19, 8, 10, 45, 21, 49, 19, 37, 16, 37, 2, 30, 21, 17, 41, 42, 14, 42, 19, 45, 15, 2, 31, 21, 23, 8, 11, 35, 20, 25, 49, 8, 13, 27, 3, 41, 5, 46, 4, 23, 15, 8, 39, 30, 41, 10, 38, 40, 4, 38, 17, 21, 4, 37, 48, 49, 30, 1, 32, 42, 15, 36, 10, 3, 40, 27, 20, 44, 46, 15, 22, 31, 27, 42, 35, 50, 7, 21, 39, 40, 26, 4, 48, 23, 25, 27, 49, 36, 38, 39, 39, 16, 8, 49, 13, 49, 30, 38, 26, 31, 22, 32, 14, 26, 1, 33, 25, 31, 17, 6, 42, 4, 30, 3, 36, 41, 15, 2, 3, 31, 30, 33, 44, 40, 20, 23, 36, 16, 9, 27, 1, 37, 6, 13, 27, 35, 5, 17, 14, 47, 19, 40, 12, 3, 46, 10, 8, 3, 19, 29, 0, 46, 27, 3, 35, 50, 15, 45, 13, 39, 37, 46, 0, 12, 37, 36, 41, 48, 29, 24]
[30, 31, 9, 0, 16, 34, 33, 43, 13, 11, 36, 27, 14, 32, 34, 17, 6, 8, 33, 30, 36, 24, 36, 48, 39, 42, 33, 43, 32, 49, 34, 31, 16, 34, 29, 32, 47, 35, 12, 25, 11, 12, 32, 33, 34, 4, 40, 11, 6, 45, 0, 34, 24, 4, 14, 34, 22, 11, 15, 48, 14, 8, 19, 1, 47, 24, 12, 12, 14, 29, 32, 18, 23, 29, 42, 40, 2, 45, 35, 0, 35, 14, 15, 47, 6, 28, 43, 46, 45, 35, 7, 5, 10, 7, 40, 29, 6, 21, 35, 26, 36, 15, 27, 49, 40, 0, 21, 39, 6, 10, 34, 24, 3, 19, 38, 17, 3, 32, 33, 10, 34, 14, 12, 48, 40, 23, 5, 1, 10, 1, 26, 3, 31, 16, 42, 46, 0, 23, 29, 45, 25, 37, 35, 22, 37, 1, 41, 34, 22, 34, 32, 10, 47, 23, 47, 27, 3, 17, 50, 11, 2, 8, 43, 17, 7, 44, 12, 25, 50, 37, 36, 42, 18, 11, 28, 8, 34, 30, 16, 29, 13, 30, 43, 3, 16, 14, 36, 37]
[37, 39, 29, 16, 0, 5, 38, 31, 0, 48, 27, 50, 37, 49, 20, 12, 11, 19, 13, 16, 29, 22, 48, 29, 49, 20, 19, 42, 31, 24, 33, 27, 39, 36, 4, 34, 16, 40, 7, 42, 7, 37, 34, 6, 20, 45, 12, 13, 5, 28, 25, 32, 20, 33, 38, 47, 45, 8, 1, 47, 21, 31, 32, 8, 6, 21, 35, 22, 17, 31, 41, 44, 25, 20, 31, 32, 34, 5, 30, 38, 15, 50, 49, 11, 9, 37, 26, 12, 8, 31, 29, 26, 1, 47, 36, 27, 36, 14, 15, 22, 24, 40, 35, 17, 9, 2, 29, 46, 35, 42, 42, 27, 0, 29, 23, 0, 30, 18, 40, 11, 21, 27, 29, 22, 41, 27, 26, 6, 6, 2, 14, 28, 33, 46, 16, 0, 17, 0, 9, 11, 24, 24, 7, 18, 40, 25, 18, 3, 21, 19, 42, 9, 19, 48, 22, 4, 23, 46, 40, 43, 18, 28, 16, 0, 21, 16, 25, 39, 49, 25, 47, 22, 5, 3, 41, 12, 31, 37, 7, 34, 39, 18, 29, 43, 29, 39, 1, 43]
[5, 17, 6, 34, 5, 0, 21, 18, 39, 3, 28, 40, 4, 4, 18, 39, 2, 35, 2, 18, 48, 35, 27, 30, 21, 35, 35, 29, 0, 49, 26, 4, 33, 45, 50, 48, 8, 15, 49, 11, 1, 11, 28, 24, 8, 2, 40, 5, 19, 36, 47, 34, 37, 49, 35, 21, 31, 17, 49, 26, 25, 49, 28, 47, 45, 42, 24, 30, 19, 13, 33, 38, 17, 33, 41, 50, 49, 21, 1, 22, 26, 23, 39, 0, 34, 30, 4, 47, 10, 6, 33, 8, 5, 13, 34, 4, 40, 16, 9, 43, 35, 7, 48, 5, 32, 48, 24, 34, 48, 45, 10, 23, 18, 16, 27, 20, 26, 8, 24, 10, 12, 3, 37, 28, 20, 14, 6, 17, 46, 17, 36, 40, 39, 38, 6, 43, 23, 25, 30, 13, 41, 47, 18, 19, 19, 37, 43, 37, 21, 46, 7, 5, 29, 0, 20, 26, 49, 44, 36, 20, 22, 43, 22, 5, 22, 47, 28, 37, 39, 48, 20, 22, 4, 23, 48, 31, 45, 40, 4, 32, 31, 14, 45, 45, 2, 5, 24, 40]
[27, 13, 34, 33, 38, 21, 0, 4, 38, 34, 8, 35, 36, 28, 23, 45, 1, 37, 36, 10, 28, 11, 23, 33, 29, 9, 21, 13, 19, 28, 50, 13, 16, 13, 20, 34, 15, 5, 45, 28, 4, 17, 36, 32, 1, 42, 31, 35, 39, 25, 39, 38, 23, 32, 30, 49, 24, 19, 48, 48, 50, 39, 45, 39, 21, 35, 35, 44, 30, 4, 27, 49, 20, 35, 49, 16, 40, 21, 2, 31, 27, 27, 36, 9, 35, 18, 9, 10, 16, 26, 2, 11, 36, 39, 22, 24, 33, 45, 23, 28, 34, 33, 1, 12, 5, 7, 19, 27, 22, 50, 44, 5, 22, 46, 19, 48, 15, 14, 0, 45, 24, 43, 3, 31, 29, 3, 11, 30, 14, 49, 18, 46, 42, 44, 38, 26, 49, 12, 47, 29, 11, 23, 2, 31, 30, 8, 50, 30, 35, 27, 25, 26, 46, 23, 1, 17, 20, 43, 29, 3, 7, 21, 32, 10, 24, 15, 25, 39, 47, 26, 20, 2, 35, 17, 33, 34, 4, 33, 23, 47, 29, 27, 9, 33, 13, 38, 27, 22]
[34, 43, 49, 43, 31, 18, 4, 0, 13, 39, 24, 13, 50, 11, 8, 29, 32, 33, 1, 36, 31, 45, 1, 7, 47, 5, 44, 31, 8, 13, 28, 5, 26, 17, 36, 31, 4, 34, 30, 14, 50, 19, 3, 2, 46, 21, 35, 38, 42, 49, 17, 36, 28, 47, 24, 28, 13, 11, 36, 4, 10, 35, 38, 37, 28, 49, 33, 34, 45, 41, 14, 43, 24, 36, 48, 17, 18, 35, 36, 4, 2, 9, 6, 25, 50, 4, 19, 22, 40, 33, 11, 50, 49, 49, 50, 4, 3, 4, 34, 5, 22, 37, 47, 35, 6, 28, 48, 5, 44, 19, 44, 44, 14, 17, 22, 27, 39, 4, 5, 10, 27, 30, 37, 26, 36, 47, 3, 38, 31, 28, 1, 20, 21, 36, 24, 1, 32, 36, 45, 39, 8, 45, 46, 27, 38, 18, 13, 30, 6, 42, 42, 47, 37, 4, 12, 49, 22, 46, 26, 1, 46, 16, 22, 42, 19, 39, 26, 17, 48, 42, 42, 22, 9, 10, 43, 12, 42, 25, 16, 1, 15, 48, 6, 3, 27, 22, 1, 22]
[41, 41, 10, 13, 0, 39, 38, 13, 0, 28, 38, 43, 14, 17, 1, 5, 5, 20, 28, 16, 41, 35, 48, 3, 31, 32, 0, 31, 10, 9, 14, 45, 37, 17, 44, 15, 29, 39, 35, 48, 23, 28, 12, 42, 37, 25, 31, 50, 23, 25, 37, 38, 30, 7, 29, 9, 49, 2, 24, 16, 23, 16, 39, 49, 15, 0, 44, 5, 46, 11, 3, 29, 15, 23, 21, 6, 5, 12, 30, 16, 6, 43, 14, 19, 8, 46, 47, 48, 18, 39, 29, 45, 7, 27, 45, 17, 3, 11, 1, 37, 25, 24, 6, 17, 13, 11, 34, 48, 49, 33, 31, 26, 33, 0, 13, 40, 1, 0, 50, 38, 22, 35, 30, 24, 45, 47, 1, 26, 8, 37, 23, 41, 15, 42, 6, 3, 5, 46, 20, 30, 37, 3, 27, 27, 15, 6, 25, 4, 13, 34, 14, 40, 45, 9, 19, 4, 50, 29, 40, 0, 44, 47, 24, 1, 5, 33, 40, 50, 11, 8, 14, 20, 9, 19, 36, 31, 30, 0, 22, 47, 8, 41, 39, 33, 49, 17, 10, 11]
[3, 28, 36, 11, 48, 3, 34, 39, 28, 0, 22, 31, 28, 44, 4, 35, 50, 0, 6, 18, 44, 29, 38, 35, 28, 26, 29, 31, 42, 20, 42, 29, 17, 37, 6, 50, 37, 32, 39, 45, 17, 39, 18, 8, 32, 37, 48, 45, 29, 24, 31, 22, 31, 16, 26, 44, 33, 7, 1, 5, 18, 47, 38, 15, 18, 41, 36, 23, 38, 34, 6, 24, 20, 41, 29, 8, 30, 41, 46, 8, 7, 39, 48, 4, 49, 43, 0, 41, 20, 48, 22, 34, 2, 36, 24, 1, 47, 43, 37, 43, 14, 13, 33, 3, 15, 9, 44, 37, 43, 27, 16, 25, 22, 0, 41, 3, 50, 8, 29, 35, 7, 2, 42, 24, 30, 1, 20, 29, 39, 35, 1, 8, 1, 7, 28, 14, 5, 1, 14, 3, 25, 5, 7, 14, 45, 14, 20, 37, 26, 27, 0, 6, 17, 42, 27, 7, 20, 16, 38, 15, 37, 48, 28, 22, 6, 34, 14, 10, 7, 40, 44, 49, 29, 32, 49, 6, 7, 48, 7, 47, 0, 41, 38, 24, 24, 4, 35, 38]
