N1,N2,...,Nx
[0, 31, 38, 39, 26, 27, 34, 3, 44, 27, 16, 15, 14, 20, 9, 23, 17, 42, 3, 47, 33, 50, 16, 2, 14, 24, 5, 44, 5, 29, 7, 2, 23, 12, 46, 29, 1, 43, 47, 21, 15, 36, 21, 32, 30, 43, 9, 46, 38, 15, 36, 38, 20, 23, 7, 9, 23, 3, 21, 39, 14, 19, 27, 3, 9, 40, 21, 8, 37, 37, 33, 38, 29, 14, 10, 23, 18, 39, 48, 44, 3, 0, 44, 21, 43, 34, 35, 26, 17, 27, 23, 10, 0, 4, 48, 34, 15, 3, 19, 5, 4, 41, 41, 40, 28, 29, 12, 35, 20, 40, 42, 45, 45, 16, 40, 42, 47, 12, 4, 29, 32, 14, 37, 3, 5, 30, 36, 5, 44, 40, 25, 8, 50, 23, 11, 12, 29, 24, 23, 46, 30, 38, 6, 36, 48, 5, 35, 10, 4, 35, 33, 2, 31, 8, 12, 49, 16, 22, 16, 3, 41, 46, 46, 36, 35, 20, 19, 7, 20, 19, 16, 11, 28, 45]
[31, 0, 45, 38, 50, 30, 13, 14, 40, 7, 48, 48, 16, 48, 0, 39, 36, 15, 41, 17, 5, 10, 43, 14, 46, 22, 41, 30, 39, 28, 46, 43, 28, 24, 41, 50, 39, 24, 39, 23, 47, 43, 1, 34, 27, 9, 45, 40, 44, 9, 29, 6, 35, 0, 19, 6, 12, 31, 28, 26, 46, 2, 47, 18, 31, 3, 16, 34, 43, 29, 23, 15, 18, 20, 19, 46, 43, 12, 21, 30, 37, 48, 20, 34, 45, 32, 0, 49, 11, 36, 2, 14, 26, 38, 30, 48, 23, 33, 2, 49, 17, 3, 31, 9, 44, 35, 13, 34, 7, 4, 15, 9, 47, 5, 29, 22, 32, 0, 14, 9, 20, 19, 40, 3, 24, 50, 24, 39, 28, 22, 0, 39, 8, 8, 7, 20, 33, 20, 49, 18, 47, 19, 28, 38, 21, 3, 34, 35, 1, 41, 28, 39, 21, 11, 28, 13, 12, 21, 36, 20, 19, 50, 5, 11, 4, 11, 7, 19, 39, 42, 42, 28, 11, 39]
[38, 45, 0, 35, 44, 50, 26, 10, 22, 25, 28, 19, 32, 43, 23, 21, 43, 10, 0, 43, 9, 44, 38, 27, 1, 49, 40, 23, 18, 18, 15, 24, 9, 34, 13, 10, 6, 27, 23, 16, 19, 1, 16, 39, 31, 30, 38, 48, 0, 26, 20, 12, 3, 21, 2, 32, 22, 8, 3, 3, 7, 35, 35, 10, 7, 30, 30, 4, 24, 2, 32, 41, 2, 33, 22, 17, 33, 44, 16, 17, 9, 9, 50, 24, 18, 42, 43, 4, 35, 7, 37, 16, 32, 43, 38, 22, 1, 44, 37, 6, 6, 40, 16, 21, 43, 1, 41, 35, 30, 29, 14, 31, 16, 35, 20, 36, 20, 42, 27, 35, 2, 38, 2, 16, 8, 32, 35, 2, 13, 28, 23, 46, 1, 25, 23, 22, 50, 38, 4, 31, 34, 28, 18, 23, 25, 3, 30, 14, 27, 27, 33, 13, 32, 31, 12, 41, 6, 35, 32, 41, 38, 47, 50, 11, 9, 36, 9, 1, 49, 14, 36, 44, 8, 30]
[39, 38, 35, 0, 34, 49, 18, 16, 39, 4, 33, 6, 0, 30, 14, 34, 19, 23, 24, 48, 5, 11, 3, 9, 39, 1, 32, 12, 24, 20, 29, 43, 0, 2, 17, 29, 41, 44, 35, 43, 40, 45, 16, 28, 46, 7, 27, 10, 47, 35, 40, 3, 34, 47, 45, 5, 1, 33, 38, 20, 22, 49, 4, 14, 38, 16, 46, 18, 42, 7, 31, 49, 19, 17, 35, 50, 49, 1, 22, 50, 43, 1, 28, 22, 24, 0, 15, 25, 6, 38, 38, 30, 35, 46, 18, 2, 3, 42, 9, 29, 25, 6, 3, 16, 38, 23, 15, 24, 28, 9, 39, 41, 35, 44, 7, 36, 48, 15, 5, 49, 2, 35, 25, 11, 30, 1, 6, 41, 11, 35, 41, 12, 17, 31, 47, 43, 2, 4, 24, 26, 30, 35, 1, 2, 13, 1, 23, 4, 30, 0, 12, 11, 36, 21, 10, 36, 38, 0, 26, 39, 47, 36, 48, 26, 18, 22, 9, 11, 20, 5, 12, 6, 18, 35]
[26, 50, 44, 34, 0, 10, 13, 47, 17, 4, 37, 36, 34, 45, 21, 12, 44, 28, 35, 3, 7, 11, 20, 40, 11, 18, 26, 22, 42, 27, 27, 23, 29, 0, 38, 12, 13, 10, 2, 26, 29, 7, 42, 25, 11, 22, 43, 38, 35, 34, 11, 23, 50, 27, 35, 27, 49, 46, 2, 26, 15, 45, 36, 43, 43, 36, 11, 40, 23, 15, 13, 9, 44, 32, 1, 16, 26, 45, 32, 36, 3, 36, 38, 35, 7, 42, 49, 5, 39, 40, 14, 37, 32, 2, 29, 15, 23, 44, 35, 5, 29, 12, 48, 7, 41, 42, 43, 49, 7, 4, 23, 18, 15, 47, 43, 31, 47, 41, 36, 33, 20, 0, 44, 19, 50, 31, 33, 25, 33, 34, 22, 4, 19, 35, 7, 21, 26, 26, 14, 5, 50, 28, 16, 9, 33, 18, 50, 18, 3, 26, 4, 5, 5, 38, 22, 29, 44, 40, 37, 36, 36, 35, 40, 3, 15, 50, 36, 50, 17, 31, 39, 29, 30, 44]
[27, 30, 50, 49, 10, 0, 43, 25, 31, 13, 12, 39, 30, 38, 30, 25, 14, 21, 37, 31, 46, 32, 9, 34, 37, 34, 16, 10, 36, 12, 26, 30, 26, 48, 22, 16, 41, 26, 9, 20, 26, 24, 3, 42, 27, 1, 31, 36, 36, 46, 41, 48, 11, 40, 37, 33, 13, 16, 0, 28, 35, 15, 41, 20, 26, 1, 49, 21, 43, 25, 1, 25, 11, 0, 19, 16, 42, 10, 8, 1, 13, 22, 3, 18, 2, 15, 31, 29, 40, 26, 9, 20, 22, 13, 18, 48, 13, 4, 2, 14, 18, 29, 13, 16, 33, 46, 38, 30, 38, 21, 18, 10, 37, 31, 39, 48, 7, 26, 39, 36, 11, 43, 27, 13, 14, 25, 25, 13, 22, 5, 18, 22, 0, 46, 22, 10, 6, 38, 14, 39, 20, 13, 16, 11, 40, 47, 21, 19, 19, 47, 4, 41, 14, 47, 48, 14, 33, 8, 42, 28, 30, 17, 4, 28, 14, 26, 28, 32, 20, 35, 22, 43, 17, 42]
[34, 13, 26, 18, 13, 43, 0, 47, 0, 46, 38, 19, 16, 35, 50, 46, 44, 16, 48, 0, 25, 6, 32, 33, 2, 40, 48, 42, 32, 15, 50, 48, 37, 29, 31, 28, 9, 16, 22, 39, 14, 30, 14, 42, 14, 14, 17, 48, 39, 29, 6, 21, 16, 7, 45, 42, 5, 26, 16, 38, 31, 34, 32, 15, 39, 48, 50, 14, 48, 17, 37, 27, 49, 27, 40, 12, 20, 38, 2, 47, 26, 28, 3, 11, 49, 20, 37, 3, 36, 40, 24, 22, 11, 39, 37, 32, 2, 26, 25, 8, 23, 31, 24, 8, 7, 49, 23, 2, 50, 24, 47, 29, 12, 33, 47, 13, 16, 45, 36, 12, 29, 21, 30, 11, 1, 48, 37, 29, 12, 7, 7, 30, 21, 18, 26, 20, 36, 18, 20, 14, 16, 12, 33, 34, 26, 48, 11, 29, 49, 48, 34, 16, 17, 37, 7, 10, 46, 42, 0, 43, 8, 44, 32, 35, 24, 20, 8, 24, 10, 29, 38, 46, 38, 49]
[3, 14, 10, 16, 47, 25, 47, 0, 39, 32, 48, 26, 9, 11, 30, 25, 10, 32, 2, 7, 17, 43, 15, 20, 3, 26, 25, 5, 16, 1, 10, 33, 24, 27, 42, 13, 42, 12, 31, 38, 16, 7, 34, 31, 47, 27, 46, 37, 39, 40, 48, 24, 12, 19, 42, 7, 10, 17, 25, 26, 33, 6, 43, 36, 45, 0, 4, 8, 48, 30, 26, 8, 41, 13, 5, 31, 33, 36, 26, 24, 1, 13, 33, 35, 30, 9, 40, 26, 42, 18, 7, 2, 8, 28, 29, 18, 25, 12, 18, 22, 41, 30, 10, 43, 7, 8, 3, 22, 24, 5, 9, 16, 39, 28, 32, 29, 21, 6, 17, 27, 23, 44, 45, 18, 33, 3, 27, 31, 9, 22, 22, 33, 18, 38, 40, 42, 44, 31, 25, 50, 41, 5, 39, 13, 49, 12, 47, 17, 16, 17, 6, 40, 15, 44, 24, 48, 41, 27, 2, 38, 29, 46, 19, 15, 11, 1, 16, 28, 20, 2, 37, 8, 37, 5]
[44, 40, 22, 39, 17, 31, 0, 39, 0, 27, 35, 10, 16, 50, 38, 33, 30, 21, 36, 45, 19, 0, 16, 30, 24, 26, 40, 49, 29, 2, 36, 16, 38, 4, 44, 22, 38, 7, 19, 37, 30, 1, 42, 7, 31, 9, 6, 0, 14, 8, 40, 31, 13, 32, 42, 46, 17, 46, 10, 25, 7, 48, 25, 0, 27, 31, 21, 47, 36, 4, 47, 15, 9, 44, 3, 7, 6, 0, 40, 0, 47, 39, 19, 6, 0, 25, 21, 24, 50, 18, 3, 23, 14, 33, 0, 2, 31, 50, 28, 46, 41, 44, 26, 6, 47, 3, 43, 49, 27, 50, 8, 40, 33, 9, 23, 26, 16, 39, 32, 32, 47, 15, 14, 38, 33, 48, 26, 7, 18, 49, 2, 2, 8, 6, 7, 11, 32, 49, 41, 0, 20, 36, 14, 29, 4, 0, 42, 22, 35, 2, 11, 47, 12, 38, 19, 3, 7, 16, 26, 29, 1, 12, 22, 35, 29, 9, 32, 30, 1, 10, 42, 39, 25, 14]
[27, 7, 25, 4, 4, 13, 46, 32, 27, 0, 43, 46, 14, 37, 36, 0, 20, 14, 30, 26, 33, 32, 25, 0, 11, 20, 16, 47, 1, 4, 25, 40, 3, 17, 45, 28, 9, 8, 39, 24, 7, 3, 45, 15, 32, 0, 21, 1, 37, 10, 29, 47, 48, 43, 40, 24, 30, 41, 1, 37, 13, 20, 27, 3, 18, 42, 40, 5, 23, 18, 45, 19, 38, 48, 28, 48, 16, 24, 43, 40, 21, 30, 13, 20, 25, 45, 18, 49, 12, 28, 33, 44, 16, 7, 36, 50, 3, 22, 1, 8, 36, 18, 9, 46, 21, 38, 33, 36, 38, 47, 32, 43, 35, 37, 43, 14, 43, 21, 18, 30, 49, 35, 14, 31, 30, 4, 18, 8, 45, 27, 35, 38, 45, 7, 5, 25, 10, 2, 26, 3, 25, 4, 44, 47, 20, 36, 50, 24, 26, 32, 50, 39, 42, 1, 47, 25, 25, 20, 26, 46, 2, 0, 22, 5, 9, 48, 39, 7, 33, 46, 4, 37, 17, 50]
[16, 48, 28, 33, 37, 12, 38, 48, 35, 43, 0, 6, 21, 2, 3, 1, 28, 43, 36, 39, 17, 15, 42, 1, 20, 32, 15, 34, 50, 10, 32, 45, 50, 33, 17, 19, 9, 49, 38, 36, 39, 7, 37, 5, 8, 41, 37, 14, 1, 7, 26, 26, 5, 50, 43, 1, 45, 17, 8, 35, 50, 11, 1, 35, 19, 21, 43, 26, 2, 17, 34, 33, 30, 0, 47, 29, 32, 10, 15, 13, 24, 22, 28, 50, 4, 6, 13, 32, 19, 0, 6, 7, 20, 13, 7, 17, 30, 27, 16, 33, 46, 21, 19, 7, 34, 7, 20, 34, 8, 24, 1, 19, 27, 49, 20, 20, 15, 26, 42, 26, 20, 1, 31, 36, 29, 48, 7, 22, 40, 41, 9, 6, 27, 35, 1, 47, 35, 16, 15, 12, 4, 6, 38, 23, 15, 9, 16, 41, 47, 5, 1, 40, 28, 21, 34, 12, 31, 5, 33, 34, 16, 41, 47, 0, 1, 36, 33, 41, 1, 27, 22, 37, 41, 40]
[15, 48, 19, 6, 36, 39, 19, 26, 10, 46, 6, 0, 48, 21, 4, 16, 24, 33, 10, 16, 41, 11, 21, 2, 16, 4, 14, 22, 15, 18, 3, 41, 49, 0, 2, 9, 25, 43, 44, 38, 33, 39, 4, 23, 37, 42, 50, 31, 26, 6, 5, 40, 22, 10, 1, 2, 14, 4, 13, 16, 22, 0, 9, 15, 4, 23, 7, 31, 40, 44, 16, 35, 23, 2, 29, 11, 39, 26, 29, 0, 29, 11, 50, 6, 32, 50, 30, 1, 30, 28, 21, 37, 42, 49, 17, 18, 25, 24, 37, 10, 8, 3, 12, 19, 22, 5, 15, 12, 15, 22, 25, 27, 6, 29, 45, 35, 9, 24, 35, 35, 21, 33, 42, 19, 38, 37, 1, 35, 40, 36, 8, 47, 36, 44, 17, 49, 43, 15, 9, 24, 45, 18, 36, 0, 23, 16, 46, 29, 25, 9, 12, 36, 22, 41, 49, 39, 46, 13, 46, 44, 3, 50, 0, 2, 18, 24, 22, 3, 50, 12, 11, 36, 26, 15]
