N1,N2,...,Nx
[0, 47, 41, 49, 32, 34, 2, 44, 27, 41, 50, 18, 22, 37, 44, 47, 0, 9, 41, 21, 8, 13, 48, 39, 9, 1, 12, 50, 31, 46, 19, 14, 27, 47, 41, 11, 8, 19, 26, 42, 41, 39, 11, 22, 8, 15, 0, 34, 19, 11, 45, 12, 40, 11, 50, 31, 22, 13, 34, 15, 47, 11, 13, 30, 29, 23, 29, 41, 36, 7, 34, 31, 32, 46, 40, 35, 17, 23, 32, 17, 2, 24, 39, 30, 49, 37, 1, 15, 17, 7, 31, 42, 22, 1, 14, 8, 32, 13, 41, 40, 27, 1, 29, 27, 12, 26, 29, 3, 25, 12, 40, 19, 23, 34, 43, 14, 23, 13, 17, 40, 9, 17, 40, 22, 10, 43, 2, 20, 19, 36, 31, 10, 25, 48, 45, 1, 44, 42, 23, 38, 10, 17, 6, 46, 18, 38, 28, 8, 19, 43, 14, 35, 4, 36, 45, 7, 43, 41]
[47, 0, 22, 45, 12, 35, 16, 40, 49, 23, 43, 10, 38, 26, 24, 7, 3, 47, 1, 16, 47, 42, 42, 30, 8, 22, 2, 0, 20, 16, 33, 5, 10, 30, 38, 48, 29, 44, 33, 49, 43, 10, 40, 30, 50, 22, 37, 8, 33, 4, 48, 12, 17, 23, 23, 40, 33, 46, 21, 8, 1, 32, 46, 21, 21, 15, 4, 18, 48, 47, 26, 31, 21, 18, 0, 38, 19, 49, 46, 33, 20, 46, 11, 47, 37, 8, 3, 42, 21, 4, 5, 29, 31, 6, 1, 35, 18, 33, 40, 46, 36, 4, 11, 10, 21, 23, 42, 49, 29, 29, 6, 34, 35, 39, 7, 27, 8, 44, 38, 46, 33, 46, 18, 27, 20, 50, 6, 3, 19, 23, 34, 43, 39, 5, 35, 9, 34, 35, 31, 1, 31, 2, 7, 9, 20, 24, 1, 50, 41, 15, 40, 4, 46, 26, 13, 32, 29, 5]
[41, 22, 0, 14, 34, 24, 45, 35, 26, 28, 25, 27, 36, 50, 41, 34, 3, 46, 48, 42, 23, 15, 19, 1, 30, 27, 8, 14, 26, 17, 33, 26, 45, 5, 2, 24, 19, 42, 28, 42, 8, 50, 27, 35, 17, 14, 6, 23, 24, 43, 1, 31, 22, 50, 14, 49, 20, 16, 30, 12, 36, 10, 20, 3, 20, 0, 27, 32, 45, 36, 47, 20, 6, 43, 12, 6, 48, 6, 1, 0, 15, 43, 2, 38, 19, 45, 35, 15, 43, 45, 8, 8, 45, 31, 40, 1, 30, 45, 48, 40, 28, 29, 14, 39, 49, 5, 3, 36, 10, 30, 24, 9, 43, 11, 22, 3, 42, 47, 16, 11, 47, 5, 40, 24, 39, 11, 8, 46, 47, 45, 6, 31, 37, 39, 28, 12, 43, 44, 37, 12, 46, 12, 5, 15, 42, 23, 9, 25, 48, 45, 14, 2, 14, 25, 17, 34, 11, 3]
[49, 45, 14, 0, 3, 19, 4, 35, 32, 15, 50, 42, 5, 7, 47, 49, 9, 1, 44, 45, 30, 6, 23, 20, 50, 26, 30, 30, 48, 41, 42, 17, 3, 41, 17, 12, 50, 0, 28, 27, 30, 49, 5, 46, 9, 43, 5, 25, 26, 24, 0, 30, 24, 1, 20, 18, 10, 4, 21, 44, 10, 33, 9, 37, 14, 3, 36, 33, 36, 16, 40, 34, 13, 34, 5, 24, 23, 47, 43, 6, 0, 7, 43, 26, 44, 49, 34, 39, 43, 20, 19, 13, 20, 9, 45, 27, 11, 4, 14, 18, 37, 40, 38, 22, 14, 3, 33, 37, 41, 25, 17, 49, 44, 6, 50, 24, 33, 30, 34, 33, 46, 24, 12, 24, 9, 50, 19, 6, 30, 11, 39, 39, 31, 42, 13, 23, 1, 33, 10, 36, 46, 27, 6, 38, 27, 26, 47, 10, 21, 22, 24, 29, 49, 22, 40, 25, 9, 31]
[32, 12, 34, 3, 0, 26, 9, 18, 6, 12, 23, 48, 0, 8, 41, 22, 46, 16, 35, 44, 6, 29, 45, 15, 16, 16, 30, 11, 40, 5, 35, 39, 4, 28, 21, 8, 23, 36, 13, 46, 33, 43, 30, 0, 46, 2, 9, 14, 17, 50, 24, 48, 34, 17, 29, 24, 11, 23, 26, 24, 32, 18, 42, 38, 50, 6, 4, 28, 19, 44, 36, 39, 24, 23, 8, 2, 5, 3, 13, 34, 35, 6, 38, 22, 27, 28, 14, 23, 16, 27, 16, 13, 34, 28, 20, 18, 1, 28, 50, 35, 37, 22, 40, 9, 7, 9, 2, 46, 43, 1, 26, 11, 4, 20, 49, 27, 41, 0, 26, 36, 50, 19, 50, 13, 7, 41, 35, 41, 21, 28, 27, 15, 41, 23, 47, 35, 38, 41, 27, 14, 6, 41, 27, 1, 40, 22, 41, 3, 35, 11, 30, 38, 48, 31, 26, 47, 33, 23]
[34, 35, 24, 19, 26, 0, 15, 27, 41, 39, 28, 18, 45, 24, 8, 21, 13, 28, 35, 9, 14, 42, 10, 14, 12, 37, 47, 46, 35, 22, 38, 2, 27, 28, 2, 17, 48, 47, 46, 41, 17, 27, 38, 37, 16, 36, 34, 43, 21, 4, 26, 4, 4, 21, 23, 32, 44, 9, 11, 34, 6, 33, 45, 22, 16, 42, 4, 49, 28, 30, 23, 31, 48, 17, 19, 37, 29, 37, 43, 47, 22, 18, 3, 12, 48, 14, 43, 43, 27, 1, 47, 5, 35, 33, 1, 44, 35, 5, 4, 12, 18, 3, 15, 7, 49, 32, 2, 1, 50, 44, 34, 38, 17, 22, 48, 35, 20, 10, 36, 17, 46, 8, 38, 20, 0, 14, 17, 42, 43, 20, 25, 35, 45, 12, 37, 38, 30, 24, 10, 26, 2, 19, 46, 29, 44, 49, 45, 4, 25, 4, 0, 49, 45, 7, 3, 3, 8, 6]
[2, 16, 45, 4, 9, 15, 0, 25, 35, 15, 4, 46, 4, 33, 1, 12, 45, 19, 7, 47, 4, 24, 23, 4, 50, 17, 38, 28, 47, 24, 2, 36, 0, 45, 2, 40, 42, 24, 8, 28, 27, 15, 43, 15, 12, 41, 7, 43, 32, 35, 33, 7, 2, 15, 20, 18, 45, 24, 9, 26, 47, 25, 40, 50, 18, 40, 17, 3, 31, 6, 31, 26, 23, 10, 18, 34, 40, 21, 46, 30, 21, 48, 49, 39, 39, 22, 47, 42, 42, 11, 15, 31, 16, 39, 24, 42, 41, 25, 23, 22, 18, 1, 48, 15, 4, 43, 17, 26, 20, 37, 37, 47, 1, 16, 47, 49, 40, 0, 39, 15, 15, 6, 17, 45, 42, 6, 25, 50, 26, 10, 50, 24, 41, 28, 6, 24, 34, 41, 14, 7, 24, 13, 19, 14, 49, 31, 49, 31, 14, 49, 26, 26, 10, 19, 49, 37, 15, 6]
[44, 40, 35, 35, 18, 27, 25, 0, 10, 4, 0, 41, 5, 33, 4, 29, 33, 19, 49, 7, 8, 40, 1, 13, 9, 42, 50, 16, 19, 37, 42, 44, 2, 19, 32, 27, 10, 42, 21, 36, 40, 14, 49, 21, 38, 7, 49, 21, 17, 0, 10, 2, 26, 40, 3, 27, 33, 11, 46, 25, 5, 21, 24, 4, 9, 10, 3, 24, 18, 45, 5, 31, 0, 17, 2, 19, 47, 33, 49, 45, 34, 46, 7, 0, 23, 43, 46, 37, 12, 7, 45, 11, 47, 13, 30, 17, 18, 40, 39, 12, 28, 39, 11, 26, 42, 11, 7, 12, 27, 20, 25, 47, 42, 5, 22, 44, 40, 46, 30, 40, 13, 34, 30, 14, 14, 25, 5, 26, 45, 33, 35, 45, 16, 7, 15, 43, 9, 22, 11, 29, 8, 19, 20, 28, 24, 31, 0, 46, 27, 23, 40, 5, 45, 20, 37, 1, 42, 30]
[27, 49, 26, 32, 6, 41, 35, 10, 0, 0, 1, 23, 26, 3, 30, 33, 36, 9, 38, 19, 28, 33, 37, 28, 16, 32, 48, 11, 39, 27, 42, 33, 18, 18, 17, 19, 48, 14, 14, 49, 13, 33, 2, 38, 26, 25, 14, 2, 21, 4, 35, 27, 36, 34, 19, 22, 2, 10, 21, 9, 3, 21, 16, 38, 20, 9, 35, 27, 16, 40, 11, 7, 35, 48, 35, 49, 32, 22, 9, 16, 49, 27, 34, 19, 5, 44, 7, 6, 28, 22, 36, 24, 34, 44, 41, 14, 3, 34, 41, 50, 13, 26, 43, 44, 0, 32, 36, 37, 42, 9, 47, 7, 48, 19, 4, 18, 13, 33, 3, 9, 31, 21, 16, 38, 32, 25, 43, 5, 20, 14, 11, 19, 48, 18, 2, 35, 46, 35, 29, 2, 18, 8, 43, 15, 14, 3, 5, 18, 4, 37, 43, 7, 43, 48, 1, 42, 11, 0]
[41, 23, 28, 15, 12, 39, 15, 4, 0, 0, 21, 11, 23, 6, 22, 24, 20, 48, 40, 31, 26, 15, 12, 50, 45, 4, 12, 49, 33, 46, 11, 3, 31, 33, 30, 34, 29, 35, 19, 48, 11, 42, 10, 42, 44, 15, 45, 11, 21, 21, 2, 0, 39, 31, 47, 39, 25, 21, 17, 31, 1, 22, 47, 8, 16, 19, 45, 9, 29, 21, 12, 20, 4, 21, 19, 38, 45, 41, 21, 25, 22, 49, 5, 23, 34, 43, 29, 37, 43, 38, 26, 4, 47, 43, 12, 46, 41, 20, 12, 4, 42, 2, 6, 11, 30, 23, 7, 37, 21, 10, 48, 47, 40, 15, 25, 42, 10, 50, 30, 36, 23, 18, 43, 33, 37, 39, 40, 20, 20, 40, 25, 4, 4, 26, 14, 16, 25, 42, 48, 6, 2, 33, 47, 46, 50, 35, 43, 33, 17, 41, 8, 15, 33, 33, 24, 38, 10, 19]
