N1,N2,...,Nx
[0, 28, 21, 2, 33, 38, 21, 48, 26, 1, 26, 23, 14, 8, 34, 45, 38, 25, 40, 30, 17, 14, 10, 11, 12, 13, 39, 5, 47, 37, 30, 43, 25, 34, 29, 37, 35, 39, 25, 29, 26, 45, 49, 12, 30, 1, 46, 29, 2, 46, 45, 50, 45, 21, 39, 22, 6, 22, 13, 46, 27, 11, 5, 29, 11, 9, 28, 6, 44, 47, 1, 44, 22, 33, 2, 36, 24, 11, 7, 24, 37, 34, 10, 35, 2, 36, 46, 43, 34, 28, 38, 30, 9, 9, 45, 29, 20, 19, 41, 45, 21, 23, 29, 19, 47, 19, 13, 27, 9, 25, 6, 44, 48, 2, 18, 16, 12, 17, 43, 3, 6, 12, 7, 19, 22, 49, 35, 35, 50, 12, 41, 48, 42, 37, 35, 18, 47, 3]
[28, 0, 25, 49, 47, 50, 25, 35, 17, 23, 37, 28, 46, 0, 37, 0, 13, 48, 14, 13, 10, 47, 42, 48, 3, 15, 1, 38, 4, 24, 25, 28, 45, 27, 2, 9, 33, 42, 44, 0, 16, 30, 48, 25, 34, 35, 6, 2, 24, 46, 23, 2, 46, 48, 15, 42, 39, 0, 41, 36, 11, 18, 37, 31, 44, 11, 26, 12, 27, 49, 19, 5, 23, 32, 41, 29, 41, 24, 39, 37, 31, 36, 37, 36, 9, 1, 47, 25, 41, 29, 12, 31, 14, 48, 1, 18, 31, 1, 43, 35, 2, 27, 22, 22, 12, 31, 13, 6, 10, 1, 3, 9, 0, 19, 34, 49, 18, 23, 43, 42, 27, 50, 19, 42, 38, 46, 42, 8, 6, 22, 10, 25, 48, 39, 39, 11, 34, 10]
[21, 25, 0, 12, 34, 40, 27, 15, 36, 18, 5, 20, 34, 0, 48, 13, 22, 13, 45, 42, 37, 16, 0, 46, 0, 22, 41, 1, 32, 10, 13, 49, 46, 30, 23, 17, 6, 0, 17, 4, 49, 39, 4, 50, 1, 27, 30, 42, 33, 16, 20, 20, 7, 48, 5, 44, 2, 24, 1, 15, 44, 19, 19, 22, 18, 46, 9, 11, 28, 20, 10, 41, 21, 25, 38, 24, 18, 44, 48, 16, 29, 32, 20, 27, 25, 14, 20, 47, 32, 5, 49, 17, 21, 10, 15, 11, 29, 13, 16, 37, 37, 42, 19, 33, 42, 32, 14, 6, 33, 36, 18, 35, 50, 35, 12, 23, 30, 5, 17, 40, 23, 29, 38, 36, 33, 37, 19, 25, 30, 9, 39, 43, 23, 34, 13, 45, 36, 28]
[2, 49, 12, 0, 12, 29, 36, 42, 1, 13, 29, 17, 44, 8, 11, 35, 46, 40, 11, 0, 1, 48, 24, 32, 45, 0, 33, 21, 47, 3, 49, 9, 36, 7, 41, 47, 42, 42, 27, 43, 49, 5, 45, 50, 42, 48, 14, 5, 10, 7, 23, 27, 16, 9, 29, 32, 23, 5, 4, 44, 2, 10, 2, 46, 1, 2, 13, 46, 10, 40, 3, 30, 20, 44, 15, 46, 47, 38, 12, 19, 45, 17, 49, 10, 11, 22, 20, 4, 44, 13, 35, 26, 36, 49, 29, 32, 37, 49, 36, 14, 9, 40, 15, 7, 15, 47, 17, 20, 6, 22, 20, 28, 7, 29, 19, 11, 34, 6, 34, 13, 12, 35, 17, 21, 0, 25, 39, 48, 7, 46, 14, 19, 22, 8, 21, 26, 2, 10]
[33, 47, 34, 12, 0, 25, 49, 50, 39, 23, 21, 13, 26, 40, 30, 38, 10, 42, 10, 5, 34, 6, 29, 2, 42, 50, 36, 1, 36, 14, 15, 30, 20, 39, 41, 14, 1, 49, 9, 27, 10, 33, 45, 35, 6, 29, 35, 4, 7, 17, 43, 21, 45, 4, 21, 31, 10, 15, 25, 23, 45, 50, 8, 11, 14, 41, 37, 10, 46, 21, 6, 8, 49, 20, 13, 17, 39, 19, 26, 26, 29, 39, 45, 16, 36, 40, 7, 0, 35, 24, 33, 14, 43, 44, 13, 50, 38, 44, 50, 3, 13, 11, 43, 47, 13, 22, 41, 25, 12, 48, 47, 41, 18, 8, 6, 41, 3, 50, 10, 32, 45, 10, 7, 45, 18, 11, 5, 9, 42, 47, 31, 31, 23, 28, 44, 24, 44, 49]
[38, 50, 40, 29, 25, 0, 25, 32, 16, 50, 28, 1, 19, 2, 26, 22, 7, 36, 30, 43, 33, 20, 26, 20, 23, 7, 10, 1, 22, 4, 8, 7, 37, 0, 13, 38, 7, 33, 36, 15, 6, 19, 5, 33, 39, 39, 31, 25, 16, 36, 48, 38, 21, 28, 11, 46, 22, 41, 13, 45, 44, 30, 28, 43, 4, 26, 25, 36, 24, 17, 10, 12, 24, 10, 16, 2, 36, 21, 7, 17, 29, 36, 30, 12, 50, 17, 27, 40, 29, 5, 42, 10, 12, 4, 10, 46, 7, 4, 9, 13, 15, 46, 10, 48, 38, 18, 4, 11, 36, 18, 29, 2, 6, 23, 22, 29, 7, 9, 17, 21, 7, 1, 47, 10, 38, 15, 23, 32, 24, 46, 25, 28, 40, 5, 42, 0, 14, 21]
[21, 25, 27, 36, 49, 25, 0, 50, 50, 50, 45, 0, 43, 22, 0, 29, 48, 15, 35, 39, 17, 5, 30, 11, 23, 13, 8, 34, 10, 3, 20, 32, 12, 47, 9, 15, 31, 40, 20, 47, 23, 49, 18, 47, 13, 29, 18, 13, 16, 50, 42, 11, 14, 18, 28, 47, 12, 48, 49, 29, 8, 39, 17, 21, 4, 35, 39, 17, 40, 18, 11, 36, 2, 4, 1, 23, 41, 18, 2, 22, 7, 49, 23, 47, 4, 24, 23, 10, 21, 0, 15, 35, 26, 45, 21, 41, 47, 35, 20, 22, 21, 45, 11, 35, 24, 15, 10, 42, 44, 42, 9, 39, 32, 18, 32, 43, 38, 0, 38, 41, 32, 43, 33, 26, 5, 10, 13, 30, 50, 15, 48, 39, 15, 22, 46, 19, 37, 7]
[48, 35, 15, 42, 50, 32, 50, 0, 15, 42, 36, 32, 39, 38, 3, 28, 6, 32, 35, 28, 45, 6, 21, 8, 28, 9, 28, 47, 19, 19, 14, 41, 50, 40, 27, 31, 48, 33, 15, 31, 49, 41, 3, 49, 35, 47, 11, 3, 36, 4, 33, 11, 2, 21, 13, 1, 36, 29, 1, 22, 7, 41, 37, 2, 23, 1, 38, 36, 31, 1, 43, 41, 33, 35, 13, 47, 26, 31, 19, 13, 34, 30, 19, 11, 26, 47, 49, 40, 34, 35, 8, 13, 22, 10, 25, 1, 12, 23, 29, 25, 31, 8, 0, 26, 14, 46, 28, 0, 14, 17, 37, 16, 32, 45, 8, 7, 9, 38, 12, 0, 15, 22, 28, 9, 37, 48, 2, 37, 28, 25, 14, 42, 43, 38, 9, 9, 44, 44]
[26, 17, 36, 1, 39, 16, 50, 15, 0, 38, 50, 38, 42, 46, 16, 12, 9, 9, 44, 5, 50, 18, 45, 2, 32, 43, 8, 11, 42, 19, 28, 30, 4, 32, 17, 15, 30, 40, 38, 21, 32, 24, 1, 5, 21, 38, 7, 3, 0, 35, 27, 45, 7, 14, 18, 8, 44, 21, 50, 45, 22, 10, 37, 8, 15, 39, 22, 20, 27, 31, 45, 48, 22, 5, 0, 3, 34, 45, 0, 39, 16, 29, 5, 49, 3, 11, 42, 30, 43, 35, 18, 21, 37, 11, 6, 7, 20, 30, 29, 4, 27, 44, 19, 8, 7, 24, 24, 39, 18, 49, 46, 0, 7, 49, 48, 23, 36, 20, 10, 15, 8, 40, 41, 40, 44, 3, 2, 44, 16, 10, 33, 24, 25, 23, 20, 11, 50, 40]
[1, 23, 18, 13, 23, 50, 50, 42, 38, 0, 49, 37, 43, 9, 4, 18, 48, 43, 35, 24, 47, 46, 6, 17, 24, 28, 16, 7, 37, 5, 21, 27, 33, 46, 1, 16, 10, 10, 0, 16, 20, 36, 0, 16, 3, 48, 18, 30, 43, 46, 45, 1, 12, 11, 4, 19, 36, 0, 21, 11, 10, 34, 1, 22, 42, 41, 2, 33, 4, 46, 28, 21, 15, 39, 48, 21, 38, 14, 18, 0, 38, 40, 41, 5, 17, 49, 16, 21, 1, 0, 32, 18, 2, 15, 3, 19, 41, 47, 45, 0, 15, 36, 14, 45, 3, 42, 40, 49, 39, 18, 9, 27, 21, 40, 38, 46, 27, 27, 18, 5, 22, 15, 12, 14, 17, 45, 25, 43, 20, 14, 44, 35, 11, 35, 20, 43, 10, 2]
[26, 37, 5, 29, 21, 28, 45, 36, 50, 49, 0, 34, 38, 22, 46, 42, 46, 46, 22, 14, 22, 45, 18, 42, 44, 14, 1, 19, 5, 23, 23, 48, 49, 38, 46, 15, 2, 31, 1, 48, 29, 6, 2, 49, 9, 42, 46, 28, 44, 49, 31, 14, 16, 43, 3, 33, 32, 34, 11, 47, 22, 18, 35, 32, 0, 38, 39, 4, 50, 13, 5, 14, 27, 32, 23, 0, 37, 42, 46, 44, 18, 20, 43, 34, 30, 37, 32, 22, 14, 37, 40, 13, 42, 4, 29, 12, 25, 38, 15, 36, 28, 36, 28, 26, 5, 35, 41, 36, 36, 43, 4, 35, 11, 6, 25, 4, 28, 37, 15, 28, 29, 13, 25, 2, 41, 45, 33, 33, 39, 18, 36, 3, 11, 3, 6, 34, 5, 36]
[23, 28, 20, 17, 13, 1, 0, 32, 38, 37, 34, 0, 31, 30, 32, 16, 27, 27, 48, 19, 19, 2, 12, 17, 45, 8, 10, 48, 32, 5, 44, 7, 19, 32, 35, 26, 17, 37, 30, 7, 25, 25, 22, 23, 0, 23, 22, 5, 8, 29, 4, 24, 22, 11, 38, 0, 34, 43, 15, 8, 13, 32, 33, 39, 25, 6, 43, 25, 39, 19, 29, 46, 33, 34, 35, 5, 5, 43, 21, 50, 47, 44, 7, 15, 34, 46, 31, 23, 33, 11, 3, 43, 7, 45, 38, 41, 10, 50, 46, 24, 9, 17, 18, 41, 4, 7, 22, 27, 20, 37, 25, 6, 2, 22, 31, 45, 11, 47, 3, 50, 15, 30, 16, 43, 42, 13, 5, 10, 19, 37, 15, 17, 8, 38, 45, 38, 0, 28]
[14, 46, 34, 44, 26, 19, 43, 39, 42, 43, 38, 31, 0, 30, 39, 45, 16, 7, 25, 7, 13, 45, 11, 14, 12, 2, 43, 10, 26, 31, 26, 30, 43, 31, 42, 11, 7, 29, 23, 12, 46, 39, 6, 33, 24, 22, 9, 32, 27, 2, 22, 41, 12, 21, 45, 50, 26, 12, 20, 6, 1, 28, 48, 38, 46, 14, 2, 2, 18, 1, 9, 20, 3, 47, 32, 34, 3, 27, 22, 2, 7, 46, 46, 45, 9, 13, 27, 22, 19, 48, 50, 26, 33, 47, 26, 33, 45, 15, 35, 46, 10, 34, 6, 2, 37, 31, 45, 31, 0, 18, 11, 7, 40, 41, 1, 49, 24, 34, 32, 39, 23, 28, 44, 4, 8, 5, 21, 15, 26, 14, 43, 11, 19, 7, 17, 11, 50, 3]
[8, 0, 0, 8, 40, 2, 22, 38, 46, 9, 22, 30, 30, 0, 9, 0, 9, 31, 3, 38, 32, 33, 11, 44, 25, 44, 48, 19, 29, 35, 30, 13, 46, 30, 41, 2, 19, 34, 50, 28, 29, 11, 7, 37, 41, 39, 32, 25, 26, 37, 0, 25, 49, 31, 43, 49, 38, 41, 41, 33, 42, 48, 0, 48, 7, 34, 43, 35, 29, 27, 37, 29, 21, 47, 2, 7, 9, 19, 35, 8, 22, 1, 4, 47, 47, 1, 7, 15, 39, 41, 31, 7, 10, 25, 42, 25, 12, 26, 2, 4, 26, 9, 12, 5, 17, 1, 26, 13, 34, 13, 33, 40, 43, 8, 41, 15, 46, 50, 29, 8, 0, 14, 3, 23, 47, 18, 1, 20, 21, 43, 50, 0, 1, 41, 24, 7, 1, 44]
[34, 37, 48, 11, 30, 26, 0, 3, 16, 4, 46, 32, 39, 9, 0, 49, 39, 37, 40, 18, 13, 48, 2, 16, 15, 28, 4, 36, 23, 45, 14, 19, 41, 25, 31, 31, 0, 48, 22, 3, 16, 44, 14, 39, 5, 7, 38, 35, 33, 23, 24, 40, 48, 6, 18, 2, 47, 15, 10, 31, 12, 7, 32, 8, 39, 42, 26, 45, 36, 46, 0, 21, 22, 49, 35, 3, 14, 9, 27, 47, 4, 15, 39, 13, 21, 41, 0, 34, 33, 8, 32, 7, 43, 49, 2, 11, 17, 30, 42, 23, 31, 9, 5, 12, 33, 31, 1, 21, 21, 39, 38, 11, 36, 23, 14, 13, 5, 41, 33, 7, 4, 16, 1, 29, 34, 34, 12, 35, 20, 44, 2, 15, 50, 37, 34, 5, 0, 7]
[45, 0, 13, 35, 38, 22, 29, 28, 12, 18, 42, 16, 45, 0, 49, 0, 26, 41, 8, 46, 22, 50, 29, 43, 30, 9, 36, 35, 1, 37, 24, 24, 42, 43, 17, 32, 12, 35, 35, 30, 21, 36, 31, 17, 6, 23, 18, 18, 5, 40, 7, 1, 43, 4, 20, 7, 36, 12, 46, 9, 20, 18, 42, 48, 7, 50, 3, 21, 16, 4, 28, 23, 31, 33, 19, 34, 31, 8, 7, 5, 45, 9, 36, 47, 16, 3, 41, 2, 38, 25, 28, 35, 25, 28, 11, 41, 31, 2, 1, 15, 34, 5, 1, 11, 34, 50, 46, 30, 28, 16, 8, 0, 46, 45, 25, 40, 25, 33, 47, 30, 31, 0, 34, 4, 9, 6, 26, 18, 33, 31, 24, 14, 7, 27, 32, 0, 34, 29]
[38, 13, 22, 46, 10, 7, 48, 6, 9, 48, 46, 27, 16, 9, 39, 26, 0, 22, 21, 13, 33, 50, 6, 40, 1, 37, 3, 39, 34, 10, 46, 4, 5, 8, 14, 33, 38, 45, 47, 6, 46, 39, 44, 23, 34, 27, 9, 21, 32, 8, 2, 8, 8, 27, 50, 2, 47, 3, 45, 12, 1, 32, 6, 34, 28, 38, 35, 2, 37, 36, 47, 33, 34, 37, 37, 31, 45, 39, 11, 34, 43, 27, 12, 36, 2, 7, 6, 30, 17, 28, 6, 50, 35, 15, 10, 47, 13, 39, 42, 22, 24, 5, 1, 24, 3, 28, 6, 23, 22, 26, 8, 26, 3, 3, 48, 8, 13, 11, 39, 30, 46, 3, 40, 10, 11, 19, 28, 3, 27, 21, 50, 22, 6, 11, 28, 0, 12, 26]
[25, 48, 13, 40, 42, 36, 15, 32, 9, 43, 46, 27, 7, 31, 37, 41, 22, 0, 4, 5, 10, 12, 11, 22, 16, 41, 37, 25, 12, 44, 31, 10, 28, 14, 31, 29, 28, 21, 22, 16, 21, 29, 22, 7, 8, 12, 21, 45, 18, 17, 32, 33, 19, 1, 9, 6, 36, 0, 40, 0, 28, 43, 21, 41, 41, 14, 45, 45, 31, 24, 50, 14, 29, 9, 24, 13, 30, 43, 21, 19, 16, 1, 45, 43, 8, 39, 22, 49, 6, 28, 15, 30, 26, 50, 26, 35, 1, 0, 16, 23, 5, 13, 32, 9, 27, 17, 8, 22, 0, 26, 18, 47, 14, 31, 1, 35, 43, 36, 37, 6, 43, 21, 3, 31, 15, 11, 22, 27, 6, 41, 9, 44, 13, 49, 22, 32, 46, 42]
[40, 14, 45, 11, 10, 30, 35, 35, 44, 35, 22, 48, 25, 3, 40, 8, 21, 4, 0, 42, 33, 35, 37, 27, 14, 7, 48, 35, 18, 41, 22, 27, 36, 46, 23, 30, 42, 32, 22, 47, 7, 46, 33, 45, 48, 5, 26, 14, 18, 12, 14, 33, 33, 13, 25, 29, 2, 16, 19, 23, 1, 9, 18, 16, 47, 29, 43, 41, 49, 19, 1, 26, 38, 44, 18, 10, 22, 18, 9, 37, 30, 14, 5, 41, 3, 12, 34, 23, 46, 17, 28, 43, 50, 35, 48, 38, 10, 38, 18, 40, 5, 31, 38, 20, 3, 44, 38, 32, 50, 46, 42, 48, 31, 0, 0, 25, 15, 15, 8, 20, 49, 23, 1, 37, 20, 35, 9, 34, 2, 50, 23, 0, 37, 2, 40, 3, 46, 1]
[30, 13, 42, 0, 5, 43, 39, 28, 5, 24, 14, 19, 7, 38, 18, 46, 13, 5, 42, 0, 12, 46, 23, 46, 41, 22, 30, 9, 32, 24, 20, 31, 28, 31, 29, 0, 10, 13, 2, 37, 18, 34, 34, 9, 39, 33, 3, 44, 7, 34, 19, 16, 50, 2, 6, 11, 42, 6, 30, 19, 29, 40, 3, 15, 8, 20, 26, 35, 19, 32, 24, 40, 15, 29, 13, 44, 28, 2, 46, 38, 32, 18, 20, 41, 46, 35, 32, 1, 22, 46, 2, 41, 35, 40, 15, 18, 17, 38, 24, 26, 47, 23, 19, 34, 29, 47, 41, 45, 42, 28, 37, 16, 27, 29, 49, 22, 49, 35, 12, 12, 35, 16, 3, 0, 43, 10, 48, 38, 23, 13, 41, 12, 16, 15, 43, 31, 37, 10]
[17, 10, 37, 1, 34, 33, 17, 45, 50, 47, 22, 19, 13, 32, 13, 22, 33, 10, 33, 12, 0, 35, 33, 10, 13, 26, 33, 17, 11, 6, 11, 28, 30, 26, 16, 48, 44, 36, 45, 3, 22, 36, 44, 33, 10, 24, 45, 45, 2, 16, 47, 0, 22, 3, 44, 50, 23, 16, 42, 6, 4, 16, 44, 3, 22, 44, 37, 5, 45, 16, 34, 14, 10, 12, 7, 16, 33, 27, 0, 41, 34, 27, 49, 50, 33, 44, 8, 38, 7, 23, 42, 25, 20, 34, 2, 37, 46, 18, 24, 2, 1, 41, 11, 7, 34, 10, 25, 27, 27, 13, 30, 19, 23, 27, 32, 25, 50, 37, 42, 33, 18, 5, 12, 26, 48, 3, 25, 43, 3, 0, 20, 13, 38, 7, 17, 43, 0, 18]
[14, 47, 16, 48, 6, 20, 5, 6, 18, 46, 45, 2, 45, 33, 48, 50, 50, 12, 35, 46, 35, 0, 29, 21, 35, 14, 4, 27, 42, 38, 50, 16, 28, 0, 44, 49, 6, 38, 22, 15, 23, 33, 11, 27, 11, 34, 29, 6, 7, 37, 49, 1, 31, 42, 3, 30, 26, 31, 41, 43, 26, 31, 40, 1, 47, 19, 28, 29, 12, 28, 25, 32, 37, 28, 35, 25, 21, 35, 21, 36, 12, 18, 32, 3, 4, 48, 28, 47, 6, 22, 10, 45, 20, 32, 11, 41, 32, 38, 17, 48, 21, 6, 21, 5, 14, 16, 4, 46, 38, 29, 18, 32, 20, 42, 11, 25, 29, 3, 45, 42, 40, 29, 2, 37, 22, 24, 14, 35, 16, 12, 17, 8, 19, 10, 44, 23, 17, 33]
