N1,N2,...,Nx
[0, 43, 18, 12, 37, 0, 40, 21, 15, 33, 27, 30, 10, 1, 44, 0, 45, 31, 27, 45, 24, 10, 25, 8, 9, 50, 25, 1, 23, 12, 6, 43, 0, 6, 29, 44, 27, 25, 23, 46, 34, 45, 25, 42, 44, 48, 1, 12, 9, 4, 12, 15, 3, 18, 38, 41, 19, 16, 25, 32, 6, 18, 29, 35, 10, 30, 47, 4, 21, 23, 31, 19, 44, 1, 29, 37, 15, 37, 49, 24, 6, 47, 31, 6, 28, 5, 42, 42, 18, 8, 50, 12, 17, 1, 3, 17, 0, 32, 29, 26, 18, 45, 11, 46, 2, 7, 7, 47, 1]
[43, 0, 26, 26, 36, 28, 1, 39, 46, 13, 12, 7, 39, 43, 48, 36, 7, 0, 42, 14, 23, 23, 1, 28, 49, 22, 14, 27, 23, 26, 31, 41, 9, 12, 47, 1, 18, 16, 34, 21, 36, 41, 21, 12, 23, 17, 30, 40, 10, 30, 49, 10, 20, 12, 3, 43, 44, 38, 27, 29, 10, 25, 13, 40, 6, 43, 17, 7, 48, 23, 8, 17, 26, 12, 20, 33, 21, 27, 27, 49, 46, 46, 40, 20, 40, 44, 46, 15, 12, 42, 38, 46, 0, 47, 44, 44, 17, 12, 18, 20, 34, 29, 50, 30, 26, 23, 9, 8, 17]
[18, 26, 0, 38, 41, 30, 29, 18, 10, 31, 17, 35, 21, 27, 48, 18, 22, 26, 33, 17, 39, 23, 5, 10, 48, 25, 38, 12, 35, 34, 50, 2, 32, 16, 45, 44, 9, 43, 24, 2, 23, 32, 25, 35, 18, 41, 48, 34, 41, 15, 4, 46, 15, 20, 10, 37, 38, 15, 39, 4, 17, 15, 49, 41, 23, 37, 34, 46, 49, 10, 6, 40, 47, 26, 27, 50, 24, 0, 32, 36, 17, 45, 33, 36, 24, 32, 20, 46, 46, 43, 22, 32, 8, 24, 41, 35, 18, 32, 7, 21, 14, 31, 47, 29, 18, 44, 20, 9, 44]
[12, 26, 38, 0, 43, 1, 25, 20, 6, 30, 31, 10, 25, 26, 47, 44, 45, 24, 15, 16, 1, 30, 30, 13, 20, 29, 18, 6, 33, 22, 26, 46, 32, 28, 20, 14, 50, 28, 25, 36, 8, 7, 26, 4, 23, 6, 21, 20, 33, 35, 29, 7, 29, 36, 39, 33, 40, 1, 10, 50, 41, 13, 5, 38, 7, 29, 50, 36, 4, 28, 44, 22, 26, 29, 49, 13, 3, 3, 0, 13, 20, 37, 12, 0, 5, 46, 4, 20, 15, 2, 5, 22, 7, 44, 24, 32, 27, 15, 14, 50, 27, 20, 34, 2, 5, 18, 30, 43, 25]
[37, 36, 41, 43, 0, 33, 27, 30, 48, 38, 7, 33, 39, 23, 29, 33, 46, 43, 47, 1, 13, 23, 6, 11, 15, 5, 11, 46, 6, 40, 34, 37, 31, 22, 37, 7, 12, 42, 21, 35, 13, 22, 39, 13, 13, 40, 11, 48, 26, 15, 48, 42, 43, 31, 48, 3, 34, 43, 30, 44, 26, 21, 34, 42, 12, 15, 46, 9, 7, 33, 22, 27, 22, 25, 4, 35, 33, 35, 46, 15, 23, 2, 27, 26, 22, 35, 22, 22, 43, 45, 15, 13, 41, 47, 28, 35, 4, 5, 40, 16, 42, 34, 12, 19, 29, 37, 15, 22, 27]
[0, 28, 30, 1, 33, 0, 39, 14, 48, 24, 22, 30, 31, 37, 9, 6, 13, 14, 23, 37, 49, 35, 36, 45, 28, 33, 42, 7, 47, 37, 19, 17, 13, 42, 32, 14, 29, 1, 35, 10, 50, 9, 28, 13, 3, 32, 38, 29, 16, 17, 34, 39, 34, 42, 16, 23, 37, 3, 16, 38, 17, 45, 41, 2, 42, 43, 14, 39, 32, 30, 7, 46, 46, 42, 33, 6, 34, 35, 7, 18, 30, 7, 49, 44, 20, 32, 28, 32, 46, 11, 4, 31, 46, 14, 15, 19, 50, 36, 12, 0, 15, 30, 25, 33, 25, 43, 33, 1, 8]
[40, 1, 29, 25, 27, 39, 0, 11, 6, 5, 17, 25, 21, 3, 5, 44, 3, 8, 50, 7, 45, 27, 42, 45, 14, 11, 20, 10, 18, 33, 35, 10, 12, 23, 45, 3, 17, 27, 8, 38, 24, 7, 9, 29, 25, 41, 1, 14, 38, 1, 26, 21, 10, 38, 37, 37, 12, 11, 36, 15, 7, 31, 13, 0, 15, 42, 27, 36, 29, 39, 37, 19, 23, 44, 27, 48, 47, 30, 50, 22, 7, 21, 5, 43, 22, 14, 9, 36, 3, 13, 49, 14, 31, 23, 5, 39, 11, 30, 20, 15, 25, 20, 48, 15, 28, 42, 24, 12, 21]
[21, 39, 18, 20, 30, 14, 11, 0, 23, 39, 16, 8, 6, 41, 10, 47, 21, 13, 5, 35, 22, 0, 9, 31, 17, 28, 37, 41, 42, 4, 12, 41, 44, 1, 36, 12, 16, 9, 16, 17, 2, 17, 42, 30, 23, 33, 44, 46, 1, 11, 34, 21, 16, 10, 28, 19, 44, 24, 31, 33, 17, 16, 12, 39, 21, 36, 27, 20, 2, 29, 46, 14, 17, 17, 46, 32, 18, 14, 36, 1, 20, 18, 44, 4, 29, 28, 28, 50, 2, 8, 45, 17, 8, 2, 46, 25, 21, 35, 42, 9, 17, 17, 47, 38, 38, 35, 6, 38, 11]
[15, 46, 10, 6, 48, 48, 6, 23, 0, 44, 2, 37, 49, 23, 42, 33, 5, 49, 9, 48, 21, 29, 25, 26, 8, 18, 20, 4, 3, 38, 17, 11, 48, 26, 36, 50, 0, 15, 46, 34, 24, 42, 43, 4, 49, 17, 3, 42, 22, 10, 0, 39, 11, 36, 26, 27, 10, 15, 24, 45, 34, 31, 12, 25, 1, 48, 21, 19, 0, 44, 1, 47, 5, 43, 38, 30, 21, 15, 35, 44, 19, 42, 10, 8, 44, 34, 6, 24, 21, 25, 6, 27, 2, 28, 38, 7, 30, 24, 39, 37, 30, 2, 25, 8, 3, 12, 30, 4, 30]
[33, 13, 31, 30, 38, 24, 5, 39, 44, 0, 1, 45, 37, 38, 20, 4, 35, 20, 3, 19, 49, 39, 35, 34, 49, 45, 22, 47, 5, 1, 23, 3, 48, 5, 3, 22, 7, 48, 17, 9, 25, 31, 36, 25, 8, 26, 32, 34, 49, 36, 43, 10, 15, 7, 24, 4, 8, 28, 30, 33, 37, 5, 2, 45, 24, 24, 20, 28, 50, 38, 6, 6, 12, 16, 49, 41, 39, 9, 7, 43, 20, 37, 16, 27, 31, 42, 22, 4, 1, 12, 45, 45, 40, 2, 20, 34, 42, 4, 3, 9, 17, 13, 46, 39, 17, 27, 35, 38, 10]
