N1,N2,...,Nx
[0, 20, 41, 28, 46, 27, 3, 23, 7, 23, 33, 16, 4, 0, 9, 45, 34, 12, 40, 30, 43, 19, 35, 30, 37, 32, 21, 0, 41, 11, 0, 0, 2, 3, 48, 33, 0, 45, 19, 9, 23, 7, 16, 14, 23, 41, 47, 29, 5, 35, 5, 26, 27, 14, 47, 29, 25, 14, 40, 40, 15, 4, 3, 0, 11, 46, 44, 27, 1, 20, 14, 42, 48, 43, 14, 24, 28, 7, 7, 50, 4, 33, 1, 29, 4, 29, 8, 43, 11, 24, 1, 38, 18, 37, 28, 0, 5, 30, 8, 5, 40, 12, 17, 0, 31, 18, 1, 27, 26, 1, 35, 0, 29, 40, 37, 12, 5, 46, 46, 23, 1, 15, 39, 49, 20, 31, 13, 29, 19, 5, 6, 6, 0, 15, 10, 12, 28, 3, 13, 3, 37, 20, 24, 10, 42, 42, 50, 41, 43, 33, 10, 22, 30, 6, 15, 37, 31, 18, 13, 27, 42, 17, 25, 16, 47, 40, 50, 17, 13, 31, 26, 27, 30, 11, 45, 12, 31]
[20, 0, 49, 7, 19, 31, 24, 36, 5, 15, 37, 23, 48, 33, 25, 48, 13, 39, 23, 28, 20, 12, 47, 15, 29, 31, 17, 19, 3, 48, 13, 10, 26, 50, 35, 48, 40, 29, 47, 28, 30, 27, 12, 33, 44, 26, 22, 50, 48, 4, 2, 32, 2, 6, 23, 7, 31, 34, 18, 47, 46, 41, 11, 25, 28, 40, 42, 17, 10, 30, 0, 28, 9, 15, 0, 3, 23, 11, 40, 31, 24, 14, 6, 42, 48, 13, 15, 13, 21, 16, 7, 48, 0, 33, 7, 29, 20, 2, 27, 28, 6, 2, 37, 29, 29, 47, 1, 36, 26, 18, 50, 6, 9, 4, 34, 16, 45, 48, 10, 13, 22, 27, 50, 16, 6, 3, 22, 31, 1, 47, 22, 43, 50, 10, 35, 40, 18, 29, 37, 36, 13, 50, 31, 11, 21, 15, 43, 22, 33, 37, 13, 28, 15, 7, 4, 46, 35, 34, 1, 25, 11, 8, 29, 14, 49, 37, 26, 25, 24, 36, 46, 47, 49, 25, 41, 0, 42]
[41, 49, 0, 4, 16, 7, 46, 38, 6, 45, 24, 27, 28, 35, 12, 41, 41, 46, 33, 34, 11, 40, 47, 7, 42, 43, 3, 45, 21, 18, 41, 49, 44, 21, 31, 17, 10, 29, 16, 32, 31, 42, 17, 11, 46, 49, 6, 42, 46, 30, 31, 4, 21, 12, 48, 29, 45, 13, 36, 15, 8, 4, 4, 4, 12, 27, 36, 4, 48, 7, 14, 34, 14, 10, 5, 4, 49, 0, 18, 10, 20, 2, 50, 44, 12, 28, 8, 3, 41, 46, 45, 15, 7, 29, 24, 17, 18, 1, 16, 49, 13, 27, 18, 34, 21, 49, 32, 15, 30, 9, 19, 23, 34, 8, 8, 16, 44, 37, 12, 15, 38, 7, 47, 20, 30, 3, 10, 29, 25, 9, 33, 42, 14, 35, 26, 9, 34, 4, 10, 19, 17, 20, 21, 41, 4, 33, 29, 13, 42, 26, 5, 29, 16, 44, 47, 14, 17, 50, 41, 2, 18, 39, 30, 42, 16, 23, 35, 39, 27, 11, 37, 21, 46, 24, 48, 21, 29]
[28, 7, 4, 0, 4, 21, 18, 3, 22, 19, 33, 9, 42, 12, 33, 49, 21, 22, 24, 24, 30, 8, 36, 33, 4, 7, 28, 37, 50, 38, 43, 39, 17, 34, 22, 26, 37, 7, 38, 47, 27, 18, 45, 25, 12, 46, 29, 1, 44, 47, 25, 47, 37, 19, 28, 47, 30, 17, 20, 8, 47, 3, 43, 47, 34, 7, 23, 47, 19, 9, 30, 21, 44, 42, 20, 16, 14, 12, 36, 15, 48, 7, 9, 46, 2, 44, 27, 34, 34, 41, 14, 12, 6, 44, 21, 27, 21, 12, 24, 16, 17, 28, 44, 14, 45, 7, 20, 37, 17, 22, 15, 22, 26, 2, 14, 41, 36, 30, 36, 6, 39, 4, 39, 25, 15, 43, 49, 19, 48, 49, 26, 27, 16, 19, 24, 15, 20, 1, 34, 15, 38, 33, 50, 42, 2, 2, 16, 3, 29, 16, 45, 3, 6, 28, 50, 33, 0, 48, 13, 21, 41, 1, 50, 29, 16, 50, 49, 29, 23, 16, 49, 42, 44, 39, 31, 1, 14]
[46, 19, 16, 4, 0, 4, 31, 27, 10, 9, 5, 26, 12, 14, 4, 38, 15, 13, 48, 16, 0, 46, 36, 3, 31, 41, 32, 4, 47, 46, 15, 29, 13, 28, 40, 47, 4, 0, 12, 39, 28, 43, 45, 25, 1, 10, 31, 44, 40, 18, 3, 24, 26, 18, 15, 12, 41, 32, 29, 18, 22, 48, 38, 12, 40, 4, 23, 4, 37, 29, 21, 13, 8, 42, 28, 46, 27, 36, 4, 38, 7, 26, 41, 6, 50, 44, 14, 25, 21, 12, 47, 2, 40, 23, 47, 16, 23, 3, 20, 31, 5, 8, 22, 18, 33, 6, 31, 36, 35, 45, 8, 27, 30, 12, 33, 37, 26, 43, 18, 24, 35, 50, 18, 23, 24, 46, 0, 26, 11, 16, 5, 21, 50, 36, 1, 16, 7, 16, 0, 4, 1, 6, 19, 17, 17, 38, 28, 15, 34, 4, 14, 43, 4, 32, 48, 6, 23, 31, 35, 30, 47, 8, 33, 44, 6, 20, 27, 6, 19, 36, 48, 21, 22, 1, 30, 0, 42]
[27, 31, 7, 21, 4, 0, 6, 50, 41, 36, 11, 4, 29, 25, 16, 7, 48, 49, 24, 6, 24, 18, 0, 39, 30, 2, 3, 43, 16, 35, 19, 24, 47, 14, 49, 49, 34, 20, 44, 7, 19, 31, 7, 19, 26, 41, 22, 50, 41, 37, 22, 10, 21, 49, 41, 3, 16, 48, 27, 49, 33, 9, 5, 12, 22, 50, 48, 50, 17, 48, 35, 47, 20, 50, 50, 35, 50, 40, 11, 36, 27, 7, 36, 9, 30, 13, 13, 15, 20, 18, 34, 21, 6, 17, 18, 27, 19, 15, 31, 36, 48, 22, 12, 31, 15, 1, 42, 48, 23, 7, 27, 38, 16, 11, 34, 33, 19, 49, 14, 42, 15, 42, 27, 48, 7, 20, 36, 6, 43, 21, 46, 3, 47, 15, 27, 23, 43, 35, 28, 15, 41, 34, 31, 15, 36, 35, 29, 35, 25, 47, 9, 6, 8, 15, 16, 12, 9, 28, 25, 45, 16, 12, 3, 35, 31, 11, 30, 39, 15, 42, 35, 26, 39, 13, 17, 33, 8]
[3, 24, 46, 18, 31, 6, 0, 22, 2, 2, 35, 33, 11, 5, 37, 35, 22, 16, 10, 17, 42, 9, 42, 36, 6, 24, 44, 45, 34, 47, 42, 9, 14, 36, 30, 22, 49, 19, 40, 36, 7, 0, 43, 32, 23, 40, 43, 34, 19, 36, 17, 48, 50, 45, 29, 26, 25, 3, 44, 6, 39, 36, 22, 39, 50, 20, 22, 41, 16, 29, 14, 3, 15, 28, 43, 11, 4, 9, 25, 31, 35, 11, 21, 10, 21, 46, 15, 35, 35, 28, 23, 23, 40, 21, 46, 41, 48, 13, 34, 33, 9, 13, 43, 29, 36, 30, 3, 12, 41, 33, 1, 33, 22, 48, 29, 40, 41, 21, 18, 31, 46, 48, 41, 35, 31, 3, 35, 45, 11, 43, 20, 47, 48, 41, 38, 21, 15, 45, 24, 46, 30, 4, 20, 9, 43, 33, 7, 22, 29, 15, 11, 41, 24, 27, 49, 22, 41, 37, 24, 1, 22, 24, 26, 40, 47, 18, 16, 9, 39, 47, 48, 28, 44, 0, 35, 35, 41]
[23, 36, 38, 3, 27, 50, 22, 0, 33, 12, 31, 11, 0, 32, 40, 9, 4, 29, 26, 41, 22, 13, 31, 22, 42, 21, 33, 43, 6, 40, 11, 25, 25, 22, 33, 16, 49, 28, 19, 5, 18, 28, 21, 25, 18, 33, 11, 3, 12, 23, 34, 32, 17, 43, 3, 34, 20, 20, 13, 28, 13, 5, 18, 46, 1, 0, 20, 31, 23, 9, 30, 41, 27, 47, 0, 15, 15, 40, 45, 22, 18, 27, 17, 9, 45, 19, 26, 26, 18, 24, 12, 49, 7, 27, 34, 12, 43, 22, 1, 4, 40, 28, 40, 50, 43, 40, 22, 13, 17, 6, 1, 3, 38, 30, 23, 12, 18, 50, 47, 24, 27, 43, 10, 4, 26, 7, 20, 40, 23, 13, 43, 1, 35, 14, 15, 23, 14, 27, 17, 28, 10, 15, 44, 16, 8, 19, 45, 21, 18, 32, 16, 36, 18, 45, 49, 32, 35, 17, 3, 1, 0, 20, 12, 23, 47, 42, 22, 38, 39, 3, 34, 12, 36, 25, 42, 34, 41]
[7, 5, 6, 22, 10, 41, 2, 33, 0, 13, 3, 46, 32, 41, 31, 10, 1, 45, 38, 36, 9, 44, 2, 18, 13, 4, 28, 45, 23, 40, 28, 20, 14, 27, 7, 47, 6, 24, 9, 48, 42, 25, 6, 50, 36, 38, 6, 38, 28, 21, 28, 38, 23, 26, 34, 21, 44, 21, 49, 3, 4, 0, 27, 22, 15, 11, 4, 33, 9, 15, 2, 9, 6, 19, 35, 10, 12, 6, 14, 6, 46, 39, 28, 19, 48, 49, 19, 49, 26, 47, 13, 23, 50, 5, 47, 30, 46, 20, 16, 26, 12, 50, 40, 33, 33, 41, 36, 25, 13, 30, 25, 34, 34, 36, 4, 23, 9, 37, 13, 35, 37, 37, 44, 19, 38, 21, 18, 33, 47, 10, 10, 4, 21, 10, 36, 27, 50, 44, 43, 45, 16, 17, 28, 45, 2, 20, 6, 32, 3, 17, 23, 12, 10, 35, 33, 12, 50, 4, 28, 26, 19, 5, 24, 21, 27, 0, 41, 28, 33, 42, 14, 40, 7, 22, 30, 34, 29]
[23, 15, 45, 19, 9, 36, 2, 12, 13, 0, 50, 43, 43, 35, 23, 7, 36, 19, 8, 39, 8, 48, 5, 28, 11, 32, 38, 18, 23, 50, 10, 19, 9, 44, 9, 33, 14, 39, 37, 16, 47, 28, 20, 4, 39, 3, 10, 12, 16, 15, 2, 26, 39, 49, 1, 47, 44, 37, 22, 25, 22, 50, 37, 50, 8, 36, 46, 16, 7, 10, 44, 0, 47, 12, 22, 12, 11, 28, 36, 45, 18, 12, 49, 11, 0, 3, 11, 6, 48, 26, 21, 4, 30, 17, 44, 26, 39, 21, 5, 45, 9, 16, 12, 11, 50, 16, 19, 33, 15, 11, 23, 43, 26, 8, 20, 21, 32, 41, 4, 22, 21, 6, 30, 48, 37, 26, 8, 26, 0, 10, 26, 35, 40, 19, 34, 0, 8, 41, 50, 10, 15, 20, 19, 29, 39, 10, 12, 32, 35, 39, 6, 14, 41, 46, 3, 33, 41, 21, 10, 13, 8, 36, 43, 48, 3, 2, 4, 46, 9, 2, 14, 5, 44, 18, 38, 31, 6]
