P1,P2,...,Pn
[6, 8, 5, 0, 11]
[2, 1, 4, 12, 9]
[0, 11, 7, 9, 10]
[9, 2, 1, 0, 14]
[0, 8, 6, 10, 14]
[1, 14, 13, 0, 11]
[13, 14, 10, 6, 3]
[1, 5, 4, 7, 13]
[1, 5, 11, 14, 4]
[6, 10, 4, 11, 12]
[9, 12, 6, 5, 4]
[5, 2, 13, 14, 12]
[6, 13, 8, 12, 3]
[8, 6, 1, 2, 13]
[8, 4, 13, 0, 2]
[8, 4, 5, 0, 2]
[2, 8, 9, 11, 13]
[6, 9, 4, 11, 8]
[2, 12, 5, 0, 4]
[9, 14, 7, 11, 10]
[12, 5, 14, 11, 3]
[14, 8, 11, 9, 12]
[11, 4, 12, 3, 6]
[6, 3, 14, 11, 10]
[2, 5, 12, 4, 11]
[7, 3, 4, 10, 1]
[0, 9, 8, 14, 7]
[8, 2, 9, 1, 4]
[3, 9, 13, 8, 11]
[8, 0, 4, 6, 9]
[5, 9, 6, 7, 1]
[12, 8, 7, 1, 9]
[3, 11, 2, 6, 4]
[8, 6, 0, 2, 12]
[10, 13, 14, 11, 8]
[11, 0, 6, 8, 12]
[4, 6, 3, 10, 13]
[12, 10, 0, 6, 7]
[13, 5, 2, 3, 0]
[4, 14, 1, 8, 5]
[7, 10, 2, 12, 14]
[1, 13, 10, 9, 8]
[4, 13, 1, 10, 0]
[5, 10, 12, 7, 9]
[8, 6, 11, 12, 3]
[4, 11, 12, 7, 1]
[6, 12, 14, 7, 1]
[9, 10, 1, 8, 14]
[4, 5, 8, 3, 1]
[9, 14, 10, 4, 7]
[9, 8, 12, 10, 11]
[4, 2, 10, 1, 14]
[12, 4, 2, 5, 1]
[8, 3, 6, 1, 7]
[14, 12, 0, 6, 11]
[2, 4, 14, 11, 6]
[1, 13, 14, 6, 4]
[11, 8, 9, 10, 6]
[12, 6, 10, 2, 8]
[14, 9, 1, 8, 12]
[8, 5, 10, 4, 13]
[7, 0, 14, 12, 3]
[10, 0, 4, 5, 7]
[3, 8, 13, 7, 11]
[13, 3, 6, 2, 8]
[7, 5, 10, 2, 11]
[4, 1, 2, 0, 11]
[7, 5, 12, 2, 1]
[12, 5, 0, 4, 9]
[9, 7, 12, 8, 4]
[9, 13, 8, 4, 14]
[1, 5, 11, 14, 8]
[4, 8, 1, 3, 10]
[12, 3, 11, 10, 7]
[11, 13, 7, 5, 1]
[13, 5, 14, 4, 0]
[9, 12, 11, 0, 2]
[11, 9, 1, 5, 3]
[3, 0, 2, 9, 13]
[2, 14, 9, 8, 10]
[9, 0, 10, 14, 8]
[3, 1, 6, 8, 14]
[13, 8, 7, 4, 5]
[12, 9, 1, 10, 11]
[7, 12, 2, 11, 6]
[2, 4, 6, 8, 7]
[9, 13, 7, 2, 1]
[3, 6, 0, 8, 4]
[4, 7, 11, 0, 9]
[5, 9, 2, 14, 11]
[5, 3, 0, 13, 10]
[10, 6, 12, 14, 13]
[8, 10, 1, 14, 4]
[8, 12, 4, 0, 3]
[2, 9, 3, 4, 6]
[8, 2, 0, 9, 5]
[3, 8, 12, 7, 13]
[7, 6, 13, 3, 12]
[13, 8, 6, 3, 7]
[7, 13, 5, 0, 14]
[1, 14, 12, 0, 11]
[9, 3, 10, 14, 11]
[7, 4, 5, 12, 8]
[10, 3, 7, 5, 14]
[14, 5, 11, 6, 3]
[1, 7, 12, 9, 0]
[3, 14, 5, 4, 7]
[14, 9, 8, 2, 7]
[14, 3, 9, 5, 13]
[3, 2, 1, 0, 7]
[3, 1, 14, 13, 5]
[3, 5, 13, 12, 2]
[11, 0, 13, 14, 6]
[13, 0, 7, 12, 1]
[9, 1, 8, 2, 7]
[2, 1, 3, 14, 5]
[8, 1, 13, 5, 7]
[5, 10, 6, 8, 1]
[5, 3, 12, 14, 10]
[7, 1, 0, 8, 14]
[12, 14, 9, 0, 2]
[12, 2, 9, 1, 13]
[11, 3, 8, 14, 6]
[3, 13, 2, 14, 4]
[11, 9, 0, 7, 8]
[11, 14, 13, 9, 8]
[6, 4, 12, 11, 7]
[4, 14, 9, 10, 6]
[2, 5, 12, 1, 11]
[12, 10, 2, 11, 4]
[9, 2, 7, 13, 10]
[3, 1, 9, 5, 11]
[6, 12, 0, 10, 4]
[14, 7, 1, 12, 10]
[7, 14, 4, 0, 10]
