P1,P2,...,Pn
[2, 11, 9, 1, 0]
[5, 12, 3, 1, 2]
[4, 0, 12, 9, 11]
[0, 14, 2, 10, 9]
[14, 1, 0, 10, 13]
[13, 7, 0, 6, 10]
[9, 3, 4, 14, 8]
[13, 8, 2, 14, 7]
[1, 10, 9, 2, 5]
[1, 4, 11, 8, 13]
[12, 4, 7, 5, 1]
[1, 11, 7, 3, 13]
[0, 8, 2, 14, 6]
[13, 3, 6, 9, 7]
[1, 7, 4, 2, 13]
[11, 4, 7, 0, 1]
[2, 11, 9, 8, 7]
[13, 12, 0, 2, 5]
[9, 7, 13, 12, 5]
[4, 9, 1, 3, 0]
[9, 1, 2, 3, 11]
[0, 3, 7, 14, 4]
[12, 3, 8, 1, 11]
[14, 12, 2, 0, 4]
[7, 4, 3, 14, 1]
[4, 5, 9, 12, 3]
[3, 6, 0, 14, 1]
[12, 13, 6, 4, 14]
[0, 12, 2, 14, 11]
[14, 1, 0, 10, 12]
[1, 13, 11, 12, 7]
[0, 8, 6, 10, 1]
[9, 6, 7, 13, 11]
[5, 8, 6, 11, 13]
[6, 14, 0, 3, 11]
[8, 2, 1, 4, 10]
[9, 13, 8, 7, 6]
[4, 0, 5, 8, 3]
[1, 2, 5, 0, 6]
[0, 12, 9, 8, 10]
[3, 11, 12, 9, 7]
[6, 9, 4, 13, 3]
[3, 10, 12, 4, 0]
[8, 7, 12, 6, 9]
[7, 14, 6, 13, 4]
[11, 12, 0, 14, 8]
[9, 6, 11, 1, 10]
[6, 11, 13, 14, 2]
[3, 6, 0, 1, 5]
[5, 11, 2, 7, 3]
[9, 12, 3, 0, 2]
[10, 9, 5, 11, 8]
[11, 0, 13, 9, 5]
[8, 11, 6, 5, 13]
[9, 8, 1, 0, 12]
[1, 11, 5, 3, 13]
[4, 6, 8, 5, 12]
[13, 9, 12, 10, 1]
[5, 14, 13, 0, 10]
[14, 8, 0, 6, 7]
[12, 8, 3, 0, 4]
[13, 3, 7, 14, 11]
[14, 11, 1, 7, 2]
[1, 8, 0, 5, 10]
[5, 13, 8, 3, 12]
[8, 5, 10, 13, 6]
[2, 4, 5, 10, 11]
[8, 13, 3, 7, 2]
[11, 5, 0, 7, 14]
[14, 9, 5, 2, 10]
[6, 10, 1, 4, 2]
[0, 11, 4, 9, 3]
[8, 6, 0, 4, 13]
[4, 5, 8, 1, 0]
[5, 13, 3, 0, 12]
[8, 11, 1, 0, 5]
[4, 13, 1, 2, 12]
[14, 0, 6, 9, 7]
[13, 9, 14, 0, 4]
[13, 14, 0, 10, 7]
[12, 4, 3, 1, 11]
[10, 3, 1, 12, 7]
[14, 9, 3, 0, 8]
[8, 5, 9, 14, 4]
[7, 9, 10, 6, 8]
[5, 9, 10, 4, 6]
[9, 0, 3, 10, 13]
[13, 6, 0, 10, 14]
[9, 14, 7, 13, 11]
[2, 9, 11, 5, 1]
[11, 5, 12, 1, 2]
[0, 14, 7, 8, 9]
[10, 8, 14, 13, 7]
[12, 10, 13, 0, 5]
[6, 8, 10, 14, 7]
[8, 4, 1, 6, 12]
[9, 8, 13, 1, 4]
[0, 13, 11, 4, 2]
[13, 10, 3, 12, 8]
[11, 0, 1, 9, 2]
[12, 3, 6, 10, 5]
[10, 13, 3, 1, 11]
[6, 5, 13, 4, 10]
[10, 9, 3, 12, 13]
[1, 3, 2, 0, 14]
[0, 7, 6, 11, 13]
[4, 14, 2, 1, 11]
[4, 0, 1, 8, 10]
[5, 9, 0, 12, 6]
[1, 4, 0, 2, 10]
[6, 0, 9, 14, 13]
[1, 5, 14, 8, 9]
[8, 0, 3, 9, 11]
[1, 14, 2, 6, 11]
[9, 8, 10, 5, 6]
[1, 6, 11, 5, 12]
[7, 5, 14, 10, 2]
[10, 5, 13, 2, 6]
[11, 14, 1, 6, 13]
[1, 12, 10, 2, 11]
[14, 0, 11, 1, 7]
[1, 8, 2, 5, 3]
[13, 3, 14, 10, 1]
[9, 10, 8, 13, 11]
[6, 0, 7, 3, 8]
[12, 6, 9, 11, 8]
[8, 10, 2, 9, 13]
[12, 10, 4, 13, 14]
[5, 1, 0, 14, 6]
[10, 8, 5, 9, 2]
[4, 9, 13, 2, 14]
[1, 10, 14, 8, 0]
[8, 11, 3, 6, 2]
[4, 3, 5, 12, 11]
[11, 8, 4, 1, 13]
