P1,P2,...,Pn
[9, 4, 3, 7]
[4, 10, 6, 14]
[11, 0, 10, 3]
[6, 3, 7, 5]
[10, 13, 0, 14]
[13, 12, 0, 14]
[12, 8, 9, 2]
[3, 14, 1, 7]
[1, 13, 4, 5]
[3, 4, 12, 6]
[10, 3, 5, 6]
[13, 0, 14, 2]
[5, 1, 10, 2]
[0, 5, 7, 3]
[8, 2, 0, 1]
[7, 3, 8, 0]
[8, 1, 2, 12]
[6, 11, 10, 8]
[6, 5, 11, 4]
[4, 7, 1, 12]
[14, 4, 7, 1]
[3, 1, 8, 9]
[7, 4, 3, 2]
[14, 10, 4, 13]
[11, 13, 6, 4]
[12, 13, 4, 1]
[3, 13, 8, 4]
[4, 10, 8, 2]
[3, 0, 12, 1]
[1, 14, 5, 3]
[2, 1, 11, 4]
[1, 3, 4, 13]
[11, 7, 5, 3]
[5, 10, 7, 13]
[12, 2, 11, 14]
[2, 7, 1, 14]
[12, 4, 10, 0]
[3, 13, 1, 7]
[3, 0, 5, 14]
[12, 5, 14, 1]
[7, 11, 9, 2]
[5, 4, 8, 13]
[13, 0, 14, 7]
[7, 14, 12, 6]
[2, 1, 8, 0]
[6, 13, 10, 3]
[7, 0, 1, 14]
[10, 9, 8, 13]
[8, 4, 9, 7]
[0, 11, 3, 5]
[11, 13, 12, 5]
[4, 0, 7, 1]
[4, 10, 8, 5]
[0, 14, 9, 4]
[0, 14, 10, 8]
[5, 0, 4, 1]
[9, 6, 1, 7]
[1, 4, 10, 12]
[14, 5, 10, 11]
[8, 10, 12, 4]
[13, 10, 4, 11]
[13, 4, 7, 8]
[5, 3, 9, 0]
[13, 6, 14, 1]
[4, 0, 1, 5]
[12, 4, 8, 2]
[5, 14, 6, 3]
[2, 12, 0, 1]
[13, 2, 3, 12]
[4, 9, 12, 14]
[9, 12, 14, 5]
[5, 7, 9, 10]
[2, 6, 11, 0]
[2, 5, 3, 6]
[9, 3, 8, 12]
[11, 0, 6, 12]
[0, 4, 2, 11]
[8, 2, 11, 5]
[4, 7, 8, 14]
[4, 3, 1, 5]
[9, 13, 14, 11]
