P1,P2,...,Pn
[0, 8, 4, 9, 3]
[10, 7, 2, 1, 14]
[5, 1, 4, 8, 3]
[0, 13, 3, 14, 11]
[7, 12, 2, 0, 1]
[4, 12, 11, 2, 7]
[2, 9, 8, 1, 5]
[6, 14, 2, 7, 12]
[2, 9, 14, 10, 3]
[1, 7, 13, 12, 4]
[4, 7, 9, 12, 6]
[10, 6, 3, 12, 4]
[11, 8, 4, 9, 14]
[1, 6, 14, 9, 8]
[10, 4, 9, 3, 13]
[4, 5, 3, 13, 9]
[7, 4, 1, 9, 2]
[3, 8, 1, 7, 9]
[4, 3, 13, 5, 0]
[0, 6, 5, 8, 10]
[7, 13, 6, 9, 4]
[0, 6, 1, 4, 7]
[2, 14, 4, 13, 11]
[10, 2, 12, 9, 8]
[8, 13, 11, 1, 7]
[0, 12, 9, 7, 3]
[13, 7, 10, 0, 3]
[10, 8, 13, 7, 12]
[10, 13, 4, 7, 11]
[2, 7, 11, 14, 8]
[3, 1, 7, 9, 0]
[0, 10, 12, 11, 9]
[0, 9, 3, 12, 14]
[10, 6, 12, 2, 13]
[7, 13, 6, 5, 8]
[3, 13, 14, 5, 9]
[7, 8, 5, 14, 3]
[9, 14, 5, 11, 12]
[8, 0, 11, 2, 4]
[8, 5, 2, 7, 4]
[11, 1, 8, 10, 13]
[11, 7, 8, 2, 3]
[8, 5, 0, 13, 7]
[5, 10, 3, 2, 12]
[7, 11, 0, 9, 12]
[11, 12, 3, 4, 7]
[0, 10, 3, 12, 9]
[11, 1, 10, 14, 12]
[12, 8, 14, 5, 13]
[2, 3, 13, 9, 4]
[1, 14, 12, 7, 8]
[8, 5, 3, 14, 2]
[6, 10, 7, 14, 11]
[0, 6, 7, 11, 3]
[14, 2, 0, 12, 3]
[0, 5, 2, 13, 9]
[7, 0, 9, 2, 1]
[0, 1, 3, 14, 13]
[0, 2, 9, 11, 3]
[9, 4, 0, 6, 13]
[5, 10, 6, 11, 1]
[2, 1, 0, 14, 13]
[11, 9, 14, 2, 3]
[2, 1, 4, 5, 8]
[14, 5, 4, 6, 1]
[0, 12, 11, 5, 2]
[8, 4, 0, 6, 12]
[5, 10, 8, 6, 12]
[4, 8, 6, 2, 1]
