P1,P2,...,Pn
[5, 0, 7, 9, 14]
[10, 6, 12, 4, 2]
[2, 5, 1, 13, 8]
[10, 9, 2, 0, 13]
[9, 3, 5, 11, 8]
[1, 0, 5, 9, 12]
[10, 6, 4, 11, 14]
[3, 9, 10, 5, 11]
[13, 2, 8, 0, 7]
[14, 3, 2, 1, 8]
[2, 10, 0, 1, 5]
[11, 6, 3, 14, 10]
[9, 14, 8, 13, 7]
[4, 1, 12, 5, 11]
[10, 0, 7, 11, 3]
[13, 10, 11, 14, 9]
[1, 10, 12, 13, 0]
[6, 2, 10, 8, 11]
[0, 9, 11, 2, 4]
[10, 3, 14, 7, 9]
[6, 3, 8, 4, 11]
[3, 1, 4, 11, 12]
[0, 4, 3, 1, 8]
[6, 11, 8, 12, 7]
[8, 3, 14, 0, 13]
[13, 7, 5, 9, 11]
[14, 8, 2, 6, 7]
[7, 3, 4, 13, 2]
[12, 11, 1, 0, 9]
[2, 1, 3, 12, 10]
[5, 13, 0, 3, 1]
[11, 2, 1, 9, 3]
[6, 8, 14, 2, 12]
[7, 12, 14, 4, 2]
[7, 12, 3, 9, 6]
[4, 9, 11, 8, 14]
[7, 3, 9, 1, 13]
[10, 13, 14, 12, 7]
[6, 9, 1, 12, 11]
[7, 0, 6, 5, 12]
[5, 2, 4, 13, 6]
[12, 13, 11, 14, 5]
[13, 12, 10, 4, 1]
[7, 11, 12, 14, 4]
[5, 14, 12, 6, 4]
[11, 8, 3, 1, 14]
[11, 5, 8, 0, 2]
[11, 5, 0, 4, 6]
[7, 0, 5, 2, 1]
[3, 2, 8, 12, 10]
[8, 0, 1, 11, 5]
[3, 8, 1, 11, 4]
[0, 12, 14, 5, 10]
[11, 7, 4, 2, 12]
[0, 10, 8, 2, 1]
[12, 14, 2, 11, 10]
[3, 13, 14, 6, 8]
[14, 9, 11, 6, 0]
[1, 0, 3, 10, 5]
[9, 7, 13, 11, 12]
[14, 3, 6, 2, 0]
[8, 14, 1, 0, 5]
[1, 4, 9, 7, 2]
[6, 0, 11, 13, 8]
[8, 6, 1, 4, 2]
[10, 3, 7, 8, 13]
[9, 3, 8, 11, 5]
[4, 2, 5, 9, 1]
[7, 3, 13, 6, 5]
[6, 4, 9, 0, 8]
[11, 14, 4, 10, 7]
[2, 14, 6, 4, 12]
[7, 4, 5, 9, 11]
[10, 11, 14, 1, 4]
[13, 6, 3, 8, 14]
[14, 13, 11, 4, 10]
[2, 9, 8, 4, 12]
[8, 3, 9, 0, 13]
[10, 13, 5, 9, 4]
[9, 3, 11, 6, 13]
[8, 6, 13, 9, 1]
[10, 1, 12, 11, 5]
[11, 14, 4, 12, 10]
[4, 1, 7, 2, 10]
[3, 2, 6, 5, 14]
[9, 7, 6, 1, 4]
[6, 8, 5, 2, 9]
[4, 14, 1, 2, 5]
[2, 13, 7, 1, 3]
[3, 10, 7, 11, 4]
[9, 13, 6, 8, 5]
[1, 3, 12, 9, 10]
[6, 2, 10, 9, 14]
[14, 13, 3, 7, 1]
[11, 9, 8, 5, 14]
[7, 12, 0, 6, 3]
[5, 14, 7, 6, 4]
[9, 14, 6, 5, 11]
[6, 14, 10, 12, 0]
[10, 1, 8, 3, 11]
[12, 6, 2, 4, 1]
[13, 1, 10, 3, 11]
[5, 10, 1, 2, 4]
[0, 8, 14, 11, 4]
[7, 0, 14, 3, 12]
[13, 11, 3, 10, 5]
[1, 2, 4, 13, 11]
