P1,P2,...,Pn
[9, 1, 12, 5, 11]
[7, 11, 8, 3, 13]
[6, 4, 5, 9, 10]
[7, 3, 1, 12, 8]
[9, 7, 12, 2, 8]
[13, 9, 2, 7, 6]
[11, 1, 0, 13, 6]
[4, 12, 11, 14, 9]
[5, 2, 6, 4, 13]
[13, 9, 10, 5, 11]
[5, 12, 3, 6, 14]
[3, 13, 9, 5, 11]
[1, 6, 2, 11, 3]
[2, 12, 11, 10, 0]
[6, 8, 4, 14, 1]
[6, 11, 0, 10, 13]
[7, 3, 5, 14, 12]
[5, 3, 2, 11, 6]
[1, 0, 4, 7, 9]
[13, 6, 9, 11, 7]
[13, 1, 3, 6, 5]
[13, 1, 7, 9, 8]
[6, 5, 10, 14, 11]
[13, 11, 12, 7, 0]
[9, 2, 14, 0, 11]
[11, 7, 4, 6, 3]
[13, 2, 14, 0, 6]
[10, 9, 12, 2, 5]
[3, 4, 14, 5, 7]
[3, 7, 13, 6, 0]
[0, 9, 4, 7, 6]
[9, 1, 5, 4, 11]
[2, 1, 0, 3, 4]
[14, 11, 0, 8, 10]
[11, 12, 0, 6, 14]
[7, 8, 9, 13, 0]
[2, 8, 0, 7, 1]
[9, 11, 6, 7, 4]
[0, 7, 1, 8, 5]
[5, 12, 2, 9, 4]
[11, 12, 10, 14, 1]
[5, 1, 12, 3, 7]
[8, 0, 3, 12, 13]
[0, 7, 13, 14, 10]
[12, 7, 5, 1, 6]
[5, 4, 10, 7, 11]
[0, 12, 8, 4, 3]
[5, 3, 10, 13, 9]
[6, 3, 4, 10, 7]
[7, 6, 5, 9, 11]
[12, 4, 14, 8, 6]
[4, 7, 14, 10, 13]
[10, 6, 12, 4, 9]
[2, 7, 3, 10, 0]
[1, 7, 2, 12, 5]
