P1,P2,...,Pn
[3, 10, 0, 1]
[2, 0, 1, 11]
[9, 3, 5, 12]
[2, 14, 6, 10]
[10, 13, 8, 11]
[11, 12, 0, 13]
[0, 4, 2, 7]
[1, 0, 12, 4]
[13, 5, 1, 14]
[13, 2, 12, 3]
[9, 2, 10, 8]
[5, 0, 13, 6]
[6, 13, 1, 9]
[6, 9, 3, 11]
[9, 14, 5, 2]
[14, 7, 5, 2]
[8, 10, 2, 13]
[9, 13, 6, 0]
[9, 4, 11, 13]
[2, 13, 0, 14]
[6, 1, 12, 3]
[12, 9, 6, 1]
[8, 12, 2, 13]
[6, 12, 13, 8]
[13, 7, 14, 12]
[2, 12, 10, 8]
[14, 8, 3, 2]
[7, 13, 6, 0]
[14, 3, 0, 10]
[9, 11, 10, 4]
[10, 4, 11, 2]
[6, 12, 8, 11]
[2, 12, 13, 7]
[7, 3, 12, 8]
[8, 7, 13, 4]
[10, 13, 11, 12]
[0, 11, 5, 12]
[9, 11, 3, 4]
[0, 14, 5, 6]
[5, 4, 3, 10]
[12, 4, 8, 13]
[8, 7, 4, 9]
[4, 3, 1, 13]
[6, 3, 14, 0]
[10, 2, 12, 0]
